,availability_Unit 1,availability_Unit 2,availability_Unit 3,availability_Unit 4,demand_EOM,availability_Solar,availability_Biomass,availability_Wind offshore,availability_Hydro,availability_Wind onshore,fuel_price_uranium,fuel_price_lignite,fuel_price_hard coal,fuel_price_natural gas,fuel_price_oil,fuel_price_biomass,fuel_price_co2,price_EOM,residual_load_EOM
2019-01-01 11:00:00,1,1,1,1,2389.6,0.042023127302496896,0.5880995203836931,0.3600859788359788,0.3185222672064777,0.6202293664222598,1,2,10,25,40,20,25,3.3333333333333335,589.9343741537168
2019-01-01 12:00:00,1,1,1,1,2456.15,0.04567642243143673,0.5884292565947242,0.33346560846560847,0.3239878542510121,0.6275380710659899,1,2,10,25,40,20,25,3.3333333333333335,639.7275228701901
2019-01-01 13:00:00,1,1,1,1,2439.6,0.04106631191158407,0.588009592326139,0.30198412698412697,0.3182186234817813,0.6424468885128785,1,2,10,25,40,20,25,3.3333333333333335,610.0233481451928
2019-01-01 14:00:00,1,1,1,1,2426.7000000000003,0.026550347932869374,0.5878896882494005,0.2968915343915344,0.3251012145748987,0.650940026320737,1,2,10,25,40,20,25,3.3333333333333335,614.2174506093706
2019-01-01 15:00:00,1,1,1,1,2448.35,0.009107654523127225,0.5871402877697842,0.2804563492063492,0.3157894736842105,0.652909381462681,1,2,10,25,40,20,25,3.3333333333333335,681.1248703529395
2019-01-01 16:00:00,1,1,1,1,2534.65,0.0004451494064674321,0.5868405275779376,0.29315476190476186,0.31573886639676113,0.6719073134047753,1,2,10,25,40,20,25,3.3333333333333335,736.5069382099887
2019-01-01 17:00:00,1,1,1,1,2694.85,0.0,0.5863009592326138,0.29983465608465604,0.2925607287449392,0.6821347997743936,1,2,10,25,40,20,25,3.3333333333333335,869.5791381301533
2019-01-01 18:00:00,1,1,1,1,2733.2,0.0,0.5887290167865707,0.29193121693121693,0.28967611336032384,0.682905621357398,1,2,10,25,40,20,25,3.3333333333333335,909.1634598340183
2019-01-01 19:00:00,1,1,1,1,2682.55,0.0,0.5862709832134293,0.2874669312169312,0.2868927125506072,0.6776649746192893,1,2,10,25,40,20,25,3.3333333333333335,873.4007909650045
2019-01-01 20:00:00,1,1,1,1,2567.55,0.0,0.5854016786570744,0.28336640211640207,0.2851720647773279,0.6778576800150404,1,2,10,25,40,20,25,3.3333333333333335,759.5592391158384
2019-01-01 21:00:00,1,1,1,1,2486.85,0.0,0.5857913669064748,0.24408068783068781,0.28294534412955463,0.6753619101334838,1,2,10,25,40,20,25,3.3333333333333335,700.8129495340154
2019-01-01 22:00:00,1,1,1,1,2437.0,0.0,0.5822242206235012,0.2433201058201058,0.2804655870445344,0.6577740176724949,1,2,10,25,40,20,25,3.3333333333333335,695.2369134907206
2019-01-01 23:00:00,1,1,1,1,2297.85,0.0,0.5813549160671463,0.23359788359788358,0.27236842105263154,0.6523500658018424,1,2,10,25,40,20,25,3.3333333333333335,573.5356820562404
2019-01-02 00:00:00,1,1,1,1,2191.3999999999996,0.0,0.5778776978417266,0.22076719576719572,0.2799595141700405,0.619138935890205,1,2,10,25,40,20,25,3.3333333333333335,555.2457819676088
2019-01-02 01:00:00,1,1,1,1,2116.25,0.0,0.5763189448441247,0.2691468253968254,0.27054655870445343,0.5943598420755781,1,2,10,25,40,20,25,3.3333333333333335,522.6916646523246
2019-01-02 02:00:00,1,1,1,1,2096.9,0.0,0.5766187050359712,0.3517195767195767,0.2713056680161943,0.5724384282759918,1,2,10,25,40,20,25,3.3333333333333335,525.1160986221898
2019-01-02 03:00:00,1,1,1,1,2121.4,0.0,0.5752398081534772,0.40380291005291,0.2692307692307692,0.5552312464749013,1,2,10,25,40,20,25,3.3333333333333335,571.8007197915829
2019-01-02 04:00:00,1,1,1,1,2192.8,0.0,0.5731414868105515,0.40939153439153436,0.26229757085020244,0.5614730212445949,1,2,10,25,40,20,25,3.3333333333333335,625.3608331318994
2019-01-02 05:00:00,1,1,1,1,2346.55,0.0,0.5741007194244604,0.431547619047619,0.270748987854251,0.5786238014664411,1,2,10,25,40,20,25,3.3333333333333335,727.37144871485
2019-01-02 06:00:00,1,1,1,1,2635.85,0.0,0.5746702637889689,0.5128637566137566,0.2859817813765182,0.5880710659898477,1,2,10,25,40,20,25,3.3333333333333335,960.526832379878
2019-01-02 07:00:00,1,1,1,1,2908.45,0.0,0.5788669064748202,0.6018187830687831,0.28355263157894733,0.5787131039669111,1,2,10,25,40,20,25,20.0,1220.9397268552086
2019-01-02 08:00:00,1,1,1,1,3075.7,0.002215513712648325,0.5821642685851319,0.5738095238095238,0.28415991902834004,0.5593109607068998,1,2,10,25,40,20,25,24.0,1442.3600044273198
2019-01-02 09:00:00,1,1,1,1,3171.5,0.030285509619320475,0.5828537170263789,0.5601851851851851,0.27930161943319837,0.5406044369242339,1,2,10,25,40,20,25,24.0,1520.20105956704
2019-01-02 10:00:00,1,1,1,1,3223.6,0.08490073679901755,0.5838129496402877,0.5458002645502645,0.2839068825910931,0.5309879676630945,1,2,10,25,40,20,25,24.0,1465.5581330246139
2019-01-02 11:00:00,1,1,1,1,3289.55,0.12964592713876377,0.5854016786570744,0.4975859788359788,0.2934210526315789,0.534545967287084,1,2,10,25,40,20,25,24.0,1430.0358724009893
