,demand_EOM
21233,2098.0
21234,2104.4
21235,2112.0
21236,2147.2
21237,2178.2
21238,2207.8
21239,2252.4
21240,2305.2
21241,2346.6
21242,2380.4
21243,2425.6
21244,2465.0
21245,2509.6
21246,2559.8
21247,2616.2
21248,2655.0
21249,2699.2
21250,2772.8
21251,2796.0
21252,2792.8
21253,2788.6
21254,2814.0
21255,2835.4
21256,2833.8
21257,2851.2
21258,2891.4
21259,2907.2
21260,2897.0
21261,2878.2
21262,2869.2
21263,2871.8
21264,2839.0
21265,2818.0
21266,2805.4
21267,2768.2
21268,2750.0
21269,2720.6
21270,2724.0
21271,2727.0
21272,2721.4
21273,2700.8
21274,2686.0
21275,2675.6
21276,2683.4
21277,2690.0
21278,2704.2
21279,2681.2
21280,2678.2
21281,2693.6
21282,2700.4
21283,2699.4
21284,2691.0
21285,2683.6
21286,2681.8
21287,2641.8
21288,2650.8
21289,2616.4
21290,2587.0
21291,2565.0
21292,2522.4
21293,2500.6
21294,2478.2
21295,2452.0
21296,2441.8
21297,2442.8
21298,2420.0
21299,2391.2
21300,2376.2
21301,2334.2
21302,2293.0
21303,2276.8
21304,2236.8
21305,2198.8
21306,2177.8
21307,2166.6
21308,2151.6
21309,2126.8
21310,2094.6
21311,2067.4
21312,2047.8
21313,2035.6
21314,2012.6
21315,1984.8
21316,1980.4
21317,1968.4
21318,1950.2
21319,1943.2
21320,1940.4
21321,1938.0
21322,1933.0
21323,1932.8
21324,1921.6
21325,1926.6
21326,1915.6
21327,1928.6
21328,1942.8
21329,1941.8
21330,1941.6
21331,1924.0
21332,1953.8
21333,1964.0
21334,1971.4
21335,1987.6
21336,2030.0
21337,2057.4
21338,2092.2
21339,2126.0
21340,2174.0
21341,2210.4
21342,2248.2
21343,2278.0
21344,2321.6
21345,2356.8
21346,2397.0
21347,2429.8
21348,2462.2
21349,2504.4
21350,2509.4
21351,2533.4
21352,2593.8
21353,2621.8
21354,2649.2
21355,2634.0
21356,2629.0
21357,2608.6
21358,2582.4
21359,2559.0
21360,2517.6
21361,2511.0
21362,2498.2
21363,2460.4
21364,2437.0
21365,2431.2
21366,2444.4
21367,2432.0
21368,2405.6
21369,2414.2
21370,2398.4
21371,2368.8
21372,2350.0
21373,2333.4
21374,2320.0
21375,2301.8
21376,2310.6
21377,2318.2
21378,2333.2
21379,2339.2
21380,2377.8
21381,2396.0
21382,2393.0
21383,2403.0
21384,2409.8
21385,2380.2
21386,2378.0
21387,2366.0
21388,2371.8
21389,2357.6
21390,2349.0
21391,2339.2
21392,2351.2
21393,2357.8
21394,2346.2
21395,2331.6
21396,2323.4
21397,2298.8
21398,2251.6
21399,2232.8
21400,2205.2
21401,2168.8
21402,2139.8
21403,2113.0
21404,2098.0
21405,2069.6
21406,2062.4
21407,2049.8
21408,2030.8
21409,2023.4
21410,2016.6
21411,2011.6
21412,1992.8
21413,1985.2
21414,1977.2
21415,1981.0
21416,1959.6
21417,1966.2
21418,1955.0
21419,1973.6
21420,1998.2
21421,2005.8
21422,2030.4
21423,2069.4
21424,2158.0
21425,2202.8
21426,2255.2
21427,2330.4
21428,2469.4
21429,2557.6
21430,2623.0
21431,2686.0
21432,2780.6
21433,2846.8
21434,2911.8
21435,2961.0
21436,3021.6
21437,3052.2
21438,3074.2
21439,3090.0
21440,3095.4
21441,3129.8
21442,3152.0
21443,3172.2
21444,3195.4
21445,3207.2
21446,3227.4
21447,3260.0
21448,3287.4
21449,3299.2
21450,3321.0
21451,3306.2
21452,3282.6
21453,3264.6
21454,3264.6
21455,3257.2
21456,3255.4
21457,3248.8
21458,3226.2
21459,3207.8
21460,3196.0
21461,3194.0
21462,3176.8
21463,3149.2
21464,3136.6
21465,3113.8
21466,3099.0
21467,3076.4
21468,3094.2
21469,3070.2
21470,3048.4
21471,3042.8
21472,3045.0
21473,3040.6
21474,3042.0
21475,3041.2
21476,3020.8
21477,2999.6
21478,2985.6
21479,2984.0
21480,2970.4
21481,2949.4
21482,2929.4
21483,2911.4
21484,2880.0
21485,2837.2
21486,2828.2
21487,2835.6
21488,2836.0
21489,2806.2
21490,2758.0
21491,2733.4
21492,2676.0
21493,2615.6
21494,2557.0
21495,2512.2
21496,2444.0
21497,2408.2
21498,2364.0
21499,2344.0
21500,2309.2
21501,2270.8
21502,2257.2
21503,2237.6
21504,2196.6
21505,2171.6
21506,2156.0
21507,2155.2
21508,2138.6
21509,2128.6
21510,2131.2
21511,2133.2
21512,2121.4
21513,2128.8
21514,2132.4
21515,2131.2
21516,2155.2
21517,2177.4
21518,2194.4
21519,2224.0
21520,2290.4
21521,2337.2
21522,2370.0
21523,2418.6
21524,2559.2
21525,2654.6
21526,2708.4
21527,2761.6
21528,2849.2
21529,2898.4
21530,2951.2
21531,2997.2
21532,3049.4
21533,3076.8
21534,3102.6
21535,3121.6
21536,3117.2
21537,3126.6
21538,3164.0
21539,3187.0
21540,3195.2
21541,3213.2
21542,3229.0
21543,3264.6
21544,3279.6
21545,3310.6
21546,3328.0
21547,3355.8
21548,3322.0
21549,3306.0
21550,3302.2
21551,3291.0
21552,3271.0
21553,3264.4
21554,3245.4
21555,3210.8
21556,3210.6
21557,3225.0
21558,3210.8
21559,3198.0
21560,3202.0
21561,3189.2
21562,3152.6
21563,3129.2
21564,3122.4
21565,3118.4
21566,3084.8
21567,3060.8
21568,3070.6
21569,3060.4
21570,3073.2
21571,3049.8
21572,3051.0
21573,3036.4
21574,3026.6
21575,3026.6
21576,3003.4
21577,2966.2
21578,2944.2
21579,2910.4
21580,2871.2
21581,2842.0
21582,2821.8
21583,2835.6
21584,2836.2
21585,2823.6
21586,2776.6
21587,2729.0
21588,2679.4
21589,2618.6
21590,2559.2
21591,2510.6
21592,2456.4
21593,2408.4
21594,2387.0
21595,2350.4
21596,2314.0
21597,2287.8
21598,2274.2
21599,2259.4
21600,2223.4
21601,2192.4
21602,2172.8
21603,2170.0
21604,2151.8
21605,2126.2
21606,2134.2
21607,2149.8
21608,2159.2
21609,2148.4
21610,2150.0
21611,2160.4
21612,2184.4
21613,2200.4
21614,2207.2
21615,2230.4
21616,2297.8
21617,2322.6
21618,2359.4
21619,2423.6
21620,2560.8
21621,2632.4
21622,2703.4
21623,2774.0
21624,2859.0
21625,2910.8
21626,2954.0
21627,3000.8
21628,3031.6
21629,3058.6
21630,3063.4
21631,3077.4
21632,3081.8
21633,3099.4
21634,3118.6
21635,3140.4
21636,3149.2
21637,3164.8
21638,3186.0
21639,3221.2
21640,3239.8
21641,3265.2
21642,3263.2
21643,3272.0
21644,3247.0
21645,3240.4
21646,3236.2
21647,3209.6
21648,3218.2
21649,3210.2
21650,3194.2
21651,3158.8
21652,3142.0
21653,3131.6
21654,3120.2
21655,3104.8
21656,3108.0
21657,3077.2
21658,3054.0
21659,3028.0
21660,3017.2
21661,3004.0
21662,2974.4
21663,2968.4
21664,2973.2
21665,2958.4
21666,2958.4
21667,2952.2
21668,2951.2
21669,2937.2
21670,2933.2
21671,2936.6
21672,2931.2
21673,2912.4
21674,2902.2
21675,2869.2
21676,2851.2
21677,2817.4
21678,2792.6
21679,2779.6
21680,2795.6
21681,2771.4
21682,2724.4
21683,2676.4
21684,2625.2
21685,2571.6
21686,2527.4
21687,2470.0
21688,2409.8
21689,2382.2
21690,2335.4
21691,2307.8
21692,2266.0
21693,2245.4
21694,2210.6
21695,2179.6
21696,2163.2
21697,2146.4
21698,2129.4
21699,2135.6
21700,2121.0
21701,2113.0
21702,2109.8
21703,2128.0
21704,2132.4
21705,2132.0
21706,2130.8
21707,2149.4
21708,2164.8
21709,2184.4
21710,2203.8
21711,2228.0
21712,2283.4
21713,2318.0
21714,2365.0
21715,2437.6
21716,2552.8
21717,2609.8
21718,2656.4
21719,2710.2
21720,2783.4
21721,2822.4
21722,2864.2
21723,2903.4
21724,2965.2
21725,2997.6
21726,3022.2
21727,3039.2
21728,3047.8
21729,3062.0
21730,3092.8
21731,3111.2
21732,3126.8
21733,3147.8
21734,3183.0
21735,3200.6
21736,3227.8
21737,3253.8
21738,3258.8
21739,3258.0
21740,3234.8
21741,3239.6
21742,3236.8
21743,3247.4
21744,3250.6
21745,3230.4
21746,3206.6
21747,3191.6
21748,3180.2
21749,3145.2
21750,3159.8
21751,3152.0
21752,3159.0
21753,3134.6
21754,3122.2
21755,3122.4
21756,3124.8
21757,3105.0
21758,3082.0
21759,3081.6
21760,3049.0
21761,3040.6
21762,3055.6
21763,3061.8
21764,3062.4
21765,3040.6
21766,3011.0
21767,3016.6
21768,2990.8
21769,2959.8
21770,2942.0
21771,2912.2
21772,2890.4
21773,2836.4
21774,2811.8
21775,2815.6
21776,2808.0
21777,2778.8
21778,2741.6
21779,2695.4
21780,2639.8
21781,2594.2
21782,2549.2
21783,2516.0
21784,2444.2
21785,2407.2
21786,2359.8
21787,2335.6
21788,2279.4
21789,2267.8
21790,2236.4
21791,2218.4
21792,2198.0
21793,2185.0
21794,2184.4
21795,2168.2
21796,2153.8
21797,2153.4
21798,2148.4
21799,2154.4
21800,2156.8
21801,2161.2
21802,2148.0
21803,2152.4
21804,2174.8
21805,2185.2
21806,2193.4
21807,2224.6
21808,2280.0
21809,2316.0
21810,2347.6
21811,2394.4
21812,2522.8
21813,2604.8
21814,2655.8
21815,2717.8
21816,2795.0
21817,2847.8
21818,2875.0
21819,2925.6
21820,2968.6
21821,2999.4
21822,3029.0
21823,3047.6
21824,3043.4
21825,3069.0
21826,3104.2
21827,3128.4
21828,3144.6
21829,3169.4
21830,3174.2
21831,3191.6
21832,3185.6
21833,3199.4
21834,3213.0
21835,3219.8
21836,3186.2
21837,3174.0
21838,3157.4
21839,3142.2
21840,3126.6
21841,3113.8
21842,3111.0
21843,3065.0
21844,3050.4
21845,3036.8
21846,3009.4
21847,2973.0
21848,2956.0
21849,2936.8
21850,2924.4
21851,2912.2
21852,2916.6
21853,2894.4
21854,2873.2
21855,2855.4
21856,2866.0
21857,2862.6
21858,2841.8
21859,2833.4
21860,2822.0
21861,2811.0
21862,2805.0
21863,2808.2
21864,2794.0
21865,2763.8
21866,2757.4
21867,2748.2
21868,2716.6
21869,2672.0
21870,2650.2
21871,2652.6
21872,2658.2
21873,2640.0
21874,2604.0
21875,2541.6
21876,2495.8
21877,2451.2
21878,2413.0
21879,2364.0
21880,2313.2
21881,2279.2
21882,2253.6
21883,2233.2
21884,2211.4
21885,2178.4
21886,2162.0
21887,2141.0
21888,2110.8
21889,2089.8
21890,2087.8
21891,2073.8
21892,2057.6
21893,2049.8
21894,2043.8
21895,2061.6
21896,2044.4
21897,2040.0
21898,2048.2
21899,2041.6
21900,2039.2
21901,2040.8
21902,2050.6
21903,2066.0
21904,2103.8
21905,2103.0
21906,2107.4
21907,2120.0
21908,2152.0
21909,2150.0
21910,2175.8
21911,2208.4
21912,2277.0
21913,2304.0
21914,2339.8
21915,2363.2
21916,2414.0
21917,2455.8
21918,2492.2
21919,2527.0
21920,2565.4
21921,2596.8
21922,2623.4
21923,2654.6
21924,2670.4
21925,2692.0
21926,2696.0
21927,2716.2
21928,2721.2
21929,2745.2
21930,2769.6
21931,2766.8
21932,2753.8
21933,2739.0
21934,2736.2
21935,2725.2
21936,2698.8
21937,2699.6
21938,2677.4
21939,2656.4
21940,2647.6
21941,2644.6
21942,2638.0
21943,2622.4
21944,2614.0
21945,2617.0
21946,2589.8
21947,2575.2
21948,2572.8
21949,2550.6
21950,2534.4
21951,2528.2
21952,2556.2
21953,2565.2
21954,2544.6
21955,2550.0
21956,2544.4
21957,2539.0
21958,2521.6
21959,2503.2
21960,2515.4
21961,2478.4
21962,2456.4
21963,2428.2
21964,2417.0
21965,2386.8
21966,2386.0
21967,2389.4
21968,2381.8
21969,2355.2
21970,2327.4
21971,2312.0
21972,2280.2
21973,2247.6
21974,2200.6
21975,2184.2
21976,2141.8
21977,2112.0
21978,2072.2
21979,2056.2
21980,2016.6
21981,1988.4
21982,1960.8
21983,1926.0
21984,1901.4
21985,1882.6
21986,1865.0
21987,1855.2
21988,1848.8
21989,1842.8
21990,1831.4
21991,1818.4
21992,1807.4
21993,1793.2
21994,1791.8
21995,1788.6
21996,1792.2
21997,1780.2
21998,1795.8
21999,1817.6
22000,1833.4
22001,1838.4
22002,1836.6
22003,1853.6
22004,1861.4
22005,1863.0
22006,1867.0
22007,1885.4
22008,1899.6
22009,1936.0
22010,1967.4
22011,2009.6
22012,2053.4
22013,2102.2
22014,2137.6
22015,2171.0
22016,2205.8
22017,2238.0
22018,2271.8
22019,2315.8
22020,2362.8
22021,2380.4
22022,2404.0
22023,2417.6
22024,2466.0
22025,2500.0
22026,2535.4
22027,2528.0
22028,2532.6
22029,2526.6
22030,2513.2
22031,2507.0
22032,2489.8
22033,2471.6
22034,2452.0
22035,2450.0
22036,2431.2
22037,2419.6
22038,2407.2
22039,2399.4
22040,2399.2
22041,2372.6
22042,2364.2
22043,2363.6
22044,2357.2
22045,2344.4
22046,2351.8
22047,2345.8
22048,2365.0
22049,2358.4
22050,2345.8
22051,2361.8
22052,2404.6
22053,2423.8
22054,2399.4
22055,2404.6
22056,2396.8
22057,2378.6
22058,2371.4
22059,2361.4
22060,2367.6
22061,2362.0
22062,2386.0
22063,2401.0
22064,2426.0
22065,2403.6
22066,2392.8
22067,2389.0
22068,2398.8
22069,2357.6
22070,2314.8
22071,2272.2
22072,2214.4
22073,2168.4
22074,2142.8
22075,2125.2
22076,2113.2
22077,2090.6
22078,2075.8
22079,2059.2
22080,2033.4
22081,2022.0
22082,2011.2
22083,2002.2
22084,1979.2
22085,1987.4
22086,1990.6
22087,1986.8
22088,1986.4
22089,1983.6
22090,1990.2
22091,2011.4
22092,2034.2
22093,2048.0
22094,2068.8
22095,2098.8
22096,2183.8
22097,2245.6
22098,2297.4
22099,2367.8
22100,2517.4
22101,2610.4
22102,2691.0
22103,2761.6
22104,2850.2
22105,2915.4
22106,2960.4
22107,3008.6
22108,3068.2
22109,3107.0
22110,3132.6
22111,3156.0
22112,3157.4
22113,3184.8
22114,3226.2
22115,3259.4
22116,3253.2
22117,3279.4
22118,3312.2
22119,3346.8
22120,3343.2
22121,3368.8
22122,3381.0
22123,3393.8
22124,3380.8
22125,3382.0
22126,3381.6
22127,3381.4
22128,3345.6
22129,3333.2
22130,3313.8
22131,3285.6
22132,3259.2
22133,3242.8
22134,3233.0
22135,3208.4
22136,3196.2
22137,3170.4
22138,3151.6
22139,3116.6
22140,3096.4
22141,3073.8
22142,3051.6
22143,3039.2
22144,3037.0
22145,3034.2
22146,3022.2
22147,3017.8
22148,3029.4
22149,3046.2
22150,3019.2
22151,3029.0
22152,3012.6
22153,2983.0
22154,2956.6
22155,2929.0
22156,2912.8
22157,2887.6
22158,2869.6
22159,2878.0
22160,2866.6
22161,2828.4
22162,2769.0
22163,2718.6
22164,2652.6
22165,2593.8
22166,2539.8
22167,2483.2
22168,2411.6
22169,2374.8
22170,2333.0
22171,2297.2
22172,2282.4
22173,2256.6
22174,2238.4
22175,2215.6
22176,2198.0
22177,2184.8
22178,2181.2
22179,2166.8
22180,2142.4
22181,2137.6
22182,2150.4
22183,2152.4
22184,2151.4
22185,2144.0
22186,2149.2
22187,2160.6
22188,2186.6
22189,2196.8
22190,2213.2
22191,2233.6
22192,2297.4
22193,2335.6
22194,2361.2
22195,2443.4
22196,2575.4
22197,2658.8
22198,2716.4
22199,2783.8
22200,2858.0
22201,2894.4
22202,2936.2
22203,2982.4
22204,3044.2
22205,3064.0
22206,3092.4
22207,3097.4
22208,3087.4
22209,3125.4
22210,3154.8
22211,3185.8
22212,3200.2
22213,3214.8
22214,3222.2
22215,3258.2
22216,3274.2
22217,3287.8
22218,3303.6
22219,3300.0
22220,3261.4
22221,3242.8
22222,3243.4
22223,3239.0
22224,3235.6
22225,3224.6
22226,3208.2
22227,3187.8
22228,3167.8
22229,3155.4
22230,3151.4
22231,3144.4
22232,3136.8
22233,3104.6
22234,3086.6
22235,3069.2
22236,3054.6
22237,3038.2
22238,3031.0
22239,3020.6
22240,3032.4
22241,3014.8
22242,3022.2
22243,3017.0
22244,3010.0
22245,3002.0
22246,3005.2
22247,3009.0
22248,3000.2
22249,2967.6
22250,2959.6
22251,2942.8
22252,2910.4
22253,2880.2
22254,2873.0
22255,2870.6
22256,2842.4
22257,2797.0
22258,2763.8
22259,2707.6
22260,2634.2
22261,2588.8
22262,2527.2
22263,2490.4
22264,2410.6
22265,2382.6
22266,2351.0
22267,2323.8
22268,2278.8
22269,2255.4
22270,2232.2
22271,2202.6
22272,2191.6
22273,2174.2
22274,2163.6
22275,2145.8
22276,2128.2
22277,2131.2
22278,2132.2
22279,2130.0
22280,2121.0
22281,2135.2
22282,2145.6
22283,2148.8
22284,2148.8
22285,2163.6
22286,2193.4
22287,2215.8
22288,2285.6
22289,2331.4
22290,2382.0
22291,2436.8
22292,2578.6
22293,2659.6
22294,2731.2
22295,2785.0
22296,2869.8
22297,2917.4
22298,2960.4
22299,2996.0
22300,2953.0
22301,3053.4
22302,3069.4
22303,3085.8
22304,3072.2
22305,3097.2
22306,3112.4
22307,3149.2
22308,3157.4
22309,3171.2
22310,3196.4
22311,3209.6
22312,3223.4
22313,3251.6
22314,3253.2
22315,3266.2
22316,3242.0
22317,3234.2
22318,3221.2
22319,3223.2
22320,3226.8
22321,3206.4
22322,3192.0
22323,3145.8
22324,3133.6
22325,3135.4
22326,3108.2
22327,3105.6
22328,3103.8
22329,3087.4
22330,3055.8
22331,3031.2
22332,3025.0
22333,2996.0
22334,2988.0
22335,2983.4
22336,2997.2
22337,2976.2
22338,2956.4
22339,2962.2
22340,2958.4
22341,2954.8
22342,2945.2
22343,2929.8
22344,2939.4
22345,2913.0
22346,2895.4
22347,2881.6
22348,2855.0
22349,2846.4
22350,2840.4
22351,2845.2
22352,2841.6
22353,2798.0
22354,2747.0
22355,2690.4
22356,2606.6
22357,2555.0
22358,2492.4
22359,2454.0
22360,2399.0
22361,2354.4
22362,2314.2
22363,2292.4
22364,2246.6
22365,2209.8
22366,2207.0
22367,2198.4
22368,2169.2
22369,2155.6
22370,2134.8
22371,2128.4
22372,2101.8
22373,2103.6
22374,2109.2
22375,2111.6
22376,2119.6
22377,2113.2
22378,2106.0
22379,2118.8
22380,2142.0
22381,2155.4
22382,2177.4
22383,2204.0
22384,2278.2
22385,2324.8
22386,2366.2
22387,2431.4
22388,2568.6
22389,2644.6
22390,2704.6
22391,2760.4
22392,2836.4
22393,2894.6
22394,2931.0
22395,2973.4
22396,3013.8
22397,3034.4
22398,3056.2
22399,3070.0
22400,3061.4
22401,3083.0
22402,3111.4
22403,3139.8
22404,3148.0
22405,3149.2
22406,3179.2
22407,3208.4
22408,3233.6
22409,3235.8
22410,3243.0
22411,3248.8
22412,3228.8
22413,3227.4
22414,3211.6
22415,3219.2
22416,3211.6
22417,3204.6
22418,3206.8
22419,3178.4
22420,3173.4
22421,3158.6
22422,3138.4
22423,3133.4
22424,3145.6
22425,3128.6
22426,3087.2
22427,3077.6
22428,3070.6
22429,3052.2
22430,3020.8
22431,3022.2
22432,3030.6
22433,3016.2
22434,3000.4
22435,2996.0
22436,2994.4
22437,2975.4
22438,2971.2
22439,2965.6
22440,2970.2
22441,2931.6
22442,2914.2
22443,2909.8
22444,2882.0
22445,2858.4
22446,2864.6
22447,2883.0
22448,2863.2
22449,2830.6
22450,2787.8
22451,2731.8
22452,2677.0
22453,2626.8
22454,2568.8
22455,2526.0
22456,2469.4
22457,2440.0
22458,2398.8
22459,2363.0
22460,2314.4
22461,2272.4
22462,2256.2
22463,2253.8
22464,2230.2
22465,2211.4
22466,2197.0
22467,2187.4
22468,2150.4
22469,2141.0
22470,2137.4
22471,2152.2
22472,2146.4
22473,2138.2
22474,2140.0
22475,2149.8
22476,2170.8
22477,2180.2
22478,2191.8
22479,2233.4
22480,2293.2
22481,2306.6
22482,2361.2
22483,2445.2
22484,2566.6
22485,2643.0
22486,2711.4
22487,2766.2
22488,2837.6
22489,2885.0
22490,2937.4
22491,2973.8
22492,3010.0
22493,3032.4
22494,3057.8
22495,3079.8
22496,3075.4
22497,3097.8
22498,3131.8
22499,3154.4
22500,3171.4
22501,3183.6
22502,3203.8
22503,3235.4
22504,3244.6
22505,3252.8
22506,3264.8
22507,3253.6
22508,3210.8
22509,3194.4
22510,3192.4
22511,3172.4
22512,3160.6
22513,3145.6
22514,3127.2
22515,3101.4
22516,3087.2
22517,3073.4
22518,3058.2
22519,3037.8
22520,3039.2
22521,3017.6
22522,2995.0
22523,2981.2
22524,2990.0
22525,2974.6
22526,2940.6
22527,2936.2
22528,2956.4
22529,2933.2
22530,2922.0
22531,2912.6
22532,2905.8
22533,2890.6
22534,2885.6
22535,2883.2
22536,2867.8
22537,2834.2
22538,2827.8
22539,2816.4
22540,2791.6
22541,2764.4
22542,2762.8
22543,2769.8
22544,2744.0
22545,2695.2
22546,2646.2
22547,2585.2
22548,2510.2
22549,2482.6
22550,2438.0
22551,2394.0
22552,2347.2
22553,2313.6
22554,2274.4
22555,2248.4
22556,2191.8
22557,2168.8
22558,2147.4
22559,2126.2
22560,2105.0
22561,2077.2
22562,2065.2
22563,2045.2
22564,2016.0
22565,2005.2
22566,2003.6
22567,1989.6
22568,1987.0
22569,1979.2
22570,1976.2
22571,1978.4
22572,1968.6
22573,1972.0
22574,1969.2
22575,1968.2
22576,1998.8
22577,2009.6
22578,2015.6
22579,2031.2
22580,2073.0
22581,2074.2
22582,2096.8
22583,2118.4
22584,2179.2
22585,2223.2
22586,2262.4
22587,2312.4
22588,2370.8
22589,2414.4
22590,2451.8
22591,2491.4
22592,2532.4
22593,2566.0
22594,2589.2
22595,2624.0
22596,2642.6
22597,2655.4
22598,2694.0
22599,2705.4
22600,2710.0
22601,2733.0
22602,2750.4
22603,2744.4
22604,2722.4
22605,2724.2
22606,2705.8
22607,2683.0
22608,2659.2
22609,2653.2
22610,2639.6
22611,2616.4
22612,2587.8
22613,2574.8
22614,2553.8
22615,2535.4
22616,2546.4
22617,2532.2
22618,2522.8
22619,2503.6
22620,2516.0
22621,2509.6
22622,2504.8
22623,2490.2
22624,2518.2
22625,2516.0
22626,2511.8
22627,2514.0
22628,2527.0
22629,2521.8
22630,2509.8
22631,2500.0
22632,2501.4
22633,2489.4
22634,2464.2
22635,2437.2
22636,2414.4
22637,2405.0
22638,2428.6
22639,2432.4
22640,2424.4
22641,2393.8
22642,2385.4
22643,2358.6
22644,2326.8
22645,2292.6
22646,2261.0
22647,2226.0
22648,2177.4
22649,2156.4
22650,2134.6
22651,2092.4
22652,2039.0
22653,2012.2
22654,1993.6
22655,1979.2
22656,1948.0
22657,1920.6
22658,1910.0
22659,1895.2
22660,1884.2
22661,1870.4
22662,1855.2
22663,1852.0
22664,1848.8
22665,1838.0
22666,1836.4
22667,1834.4
22668,1830.4
22669,1829.2
22670,1822.2
22671,1817.4
22672,1836.0
22673,1835.4
22674,1832.8
22675,1826.8
22676,1859.4
22677,1839.4
22678,1848.0
22679,1861.0
22680,1903.6
22681,1937.4
22682,1977.4
22683,2012.4
22684,2055.0
22685,2097.6
22686,2134.0
22687,2161.2
22688,2201.4
22689,2251.8
22690,2289.0
22691,2328.6
22692,2343.4
22693,2373.4
22694,2394.0
22695,2419.0
22696,2442.8
22697,2463.0
22698,2474.4
22699,2493.8
22700,2492.0
22701,2480.8
22702,2466.2
22703,2449.8
22704,2441.0
22705,2425.2
22706,2407.2
22707,2386.0
22708,2380.2
22709,2372.6
22710,2356.8
22711,2334.0
22712,2337.6
22713,2328.4
22714,2318.8
22715,2311.4
22716,2316.2
22717,2306.8
22718,2309.6
22719,2316.2
22720,2349.2
22721,2354.8
22722,2370.2
22723,2395.6
22724,2415.0
22725,2423.4
22726,2412.2
22727,2430.4
22728,2433.8
22729,2421.0
22730,2425.4
22731,2437.2
22732,2442.0
22733,2455.8
22734,2474.6
22735,2491.0
22736,2490.4
22737,2465.8
22738,2436.2
22739,2428.4
22740,2400.2
22741,2374.6
22742,2333.8
22743,2298.0
22744,2244.0
22745,2206.0
22746,2176.2
22747,2145.2
22748,2119.4
22749,2097.0
22750,2064.6
22751,2048.6
22752,2036.2
22753,2020.8
22754,2003.8
22755,1993.0
22756,1980.4
22757,1969.6
22758,1976.6
22759,1972.0
22760,1960.2
22761,1969.0
22762,1969.8
22763,1982.8
22764,2014.2
22765,2037.4
22766,2064.2
22767,2090.8
22768,2176.8
22769,2215.8
22770,2272.2
22771,2361.6
22772,2532.0
22773,2628.0
22774,2696.4
22775,2764.6
22776,2859.4
22777,2915.8
22778,2975.6
22779,3035.4
22780,3070.0
22781,3113.8
22782,3138.6
22783,3165.4
22784,3179.2
22785,3206.2
22786,3243.6
22787,3258.4
22788,3275.6
22789,3294.0
22790,3320.4
22791,3344.4
22792,3364.4
22793,3389.8
22794,3402.2
22795,3405.0
22796,3375.8
22797,3366.6
22798,3367.0
22799,3375.6
22800,3383.0
22801,3376.4
22802,3374.2
22803,3339.8
22804,3323.6
22805,3317.8
22806,3308.2
22807,3289.8
22808,3285.0
22809,3280.0
22810,3265.6
22811,3237.8
22812,3231.0
22813,3200.6
22814,3183.0
22815,3177.4
22816,3178.0
22817,3176.6
22818,3185.6
22819,3186.6
22820,3158.4
22821,3134.6
22822,3142.8
22823,3130.8
22824,3103.6
22825,3067.0
22826,3060.8
22827,3044.4
22828,3040.6
22829,3019.8
22830,3027.8
22831,3019.4
22832,2981.0
22833,2945.2
22834,2876.0
22835,2834.6
22836,2776.2
22837,2725.0
22838,2672.4
22839,2622.8
22840,2555.6
22841,2517.4
22842,2474.4
22843,2439.4
22844,2388.8
22845,2365.8
22846,2340.2
22847,2310.0
22848,2278.2
22849,2285.6
22850,2252.2
22851,2252.0
22852,2238.0
22853,2239.0
22854,2237.2
22855,2240.6
22856,2246.0
22857,2247.2
22858,2244.2
22859,2246.0
22860,2271.6
22861,2271.8
22862,2295.2
22863,2323.2
22864,2395.0
22865,2442.4
22866,2508.6
22867,2567.2
22868,2719.0
22869,2789.2
22870,2844.4
22871,2901.4
22872,2983.4
22873,3035.2
22874,3088.6
22875,3126.6
22876,3171.0
22877,3204.6
22878,3229.8
22879,3255.2
22880,3233.2
22881,3257.4
22882,3307.0
22883,3330.0
22884,3344.8
22885,3356.6
22886,3377.4
22887,3399.2
22888,3413.4
22889,3453.2
22890,3473.8
22891,3480.4
22892,3439.2
22893,3439.6
22894,3454.4
22895,3450.2
22896,3441.4
22897,3436.4
22898,3430.6
22899,3403.4
22900,3375.6
22901,3371.2
22902,3357.4
22903,3355.8
22904,3381.6
22905,3342.0
22906,3340.0
22907,3333.6
22908,3324.6
22909,3293.6
22910,3296.0
22911,3279.6
22912,3274.0
22913,3256.6
22914,3256.4
22915,3256.4
22916,3255.4
22917,3237.0
22918,3212.6
22919,3217.6
22920,3216.6
22921,3194.6
22922,3189.6
22923,3183.6
22924,3132.0
22925,3112.8
22926,3126.4
22927,3105.4
22928,3047.8
22929,2995.6
22930,2948.2
22931,2875.4
22932,2817.4
22933,2767.4
22934,2689.2
22935,2649.4
22936,2602.0
22937,2569.2
22938,2522.8
22939,2480.4
22940,2426.0
22941,2404.6
22942,2376.8
22943,2355.6
22944,2352.6
22945,2341.6
22946,2328.0
22947,2307.0
22948,2293.0
22949,2290.0
22950,2288.0
22951,2284.4
22952,2283.8
22953,2287.8
22954,2292.8
22955,2284.6
22956,2317.2
22957,2329.8
22958,2338.6
22959,2356.4
22960,2425.2
22961,2470.6
22962,2525.8
22963,2607.4
22964,2768.6
22965,2845.6
22966,2904.0
22967,2967.2
22968,3056.6
22969,3103.4
22970,3146.0
22971,3190.0
22972,3228.8
22973,3253.6
22974,3265.0
22975,3287.2
22976,3267.6
22977,3303.4
22978,3327.4
22979,3357.4
22980,3357.2
22981,3370.8
