datetime,electricity_price,electricity_price_flex,grid_demand,congestion_signal,RE_availability,unidirectional_load,bangkok_1_electric_vehicle_1_availability_profile,bangkok_1_electric_vehicle_2_availability_profile,bangkok_1_electric_vehicle_3_availability_profile,bangkok_1_electric_vehicle_4_availability_profile,bangkok_1_electric_vehicle_5_availability_profile,bangkok_1_electric_vehicle_6_availability_profile,bangkok_1_electric_vehicle_7_availability_profile,bangkok_1_electric_vehicle_8_availability_profile,bangkok_1_electric_vehicle_9_availability_profile,bangkok_1_electric_vehicle_10_availability_profile,bangkok_1_electric_vehicle_1_range,bangkok_1_electric_vehicle_2_range,bangkok_1_electric_vehicle_3_range,bangkok_1_electric_vehicle_4_range,bangkok_1_electric_vehicle_5_range,bangkok_1_electric_vehicle_6_range,bangkok_1_electric_vehicle_7_range,bangkok_1_electric_vehicle_8_range,bangkok_1_electric_vehicle_9_range,bangkok_1_electric_vehicle_10_range
6/1/2024 0:00,25,35,9288898.36,0.617000682,2.013876218,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 0:15,25,35,9247595.87,0.620307136,2.009404148,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 0:30,25,25,9214058.25,0.622991976,2.010326123,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 0:45,25,25,9132681.52,0.629506556,2.01590224,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 1:00,25,25,8797867,0.656309994,1.57761336,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 1:15,25,25,8731941.6,0.661587624,1.568308717,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 1:30,25,25,8654875.12,0.667757149,1.565707744,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 1:45,25,25,8527907.57,0.677921484,1.561380787,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 2:00,25,25,8726111.01,0.66205439,1.557749278,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 2:15,25,25,8447292.08,0.684375124,1.552931537,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 2:30,25,25,8280110.03,0.697758813,1.550469287,0.06,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 2:45,25,25,8203309.16,0.703907075,1.528950195,0.01,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 3:00,25,25,8267519.64,0.698766732,1.528810089,0.206666667,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 3:15,25,25,8017735.94,0.718763062,1.533195728,0.266666667,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 3:30,25,25,8103072.73,0.711931461,1.534313562,0.206666667,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 3:45,25,25,8038354.1,0.717112484,1.522493307,0.18,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 4:00,25,25,8039638.22,0.717009684,1.510962944,0.21,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 4:15,25,25,8252977.17,0.699930923,1.509986332,0.36,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 4:30,25,25,8106152.21,0.711684934,1.509072888,0.33,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 4:45,25,25,8217482.82,0.702772408,1.517475006,0.21,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 5:00,25,25,8293912.68,0.696653848,1.515376052,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 5:15,25,25,8422760.55,0.686338985,1.515887763,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 5:30,25,25,8456117.51,0.683668607,1.515441106,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 5:45,25,25,8729693.92,0.661767561,1.516149899,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 6:00,25,25,8996476.17,0.640410419,1.532801612,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 6:15,25,25,9018642.59,0.638635895,1.552125893,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 6:30,25,25,8618942.93,0.670633686,1.558615733,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 6:45,25,25,8400337.39,0.688134062,1.561303476,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 7:00,25,25,8680177.45,0.665731582,1.548772705,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 7:15,25,25,8723452.83,0.662267189,1.557059058,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 7:30,25,25,8531332.08,0.677647336,1.568878,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 7:45,25,25,8371189,0.690467524,1.567429138,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 8:00,25,25,8478622.44,0.681866985,1.555076027,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 8:15,25,25,8551513.8,0.676031697,1.56571869,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 8:30,25,25,8939905.83,0.644939134,1.561382643,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 8:45,25,25,9008486.26,0.639448956,1.545069881,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 9:00,25,25,9011324.29,0.639221759,1.565118866,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 9:15,25,25,9167329.14,0.626732855,1.550659084,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 9:30,25,25,9025194.89,0.638111354,1.550480035,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 9:45,25,25,9085383.34,0.633292992,1.529486319,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 10:00,25,25,9180706.12,0.625661967,1.558941966,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 10:15,25,25,9241399.34,0.620803196,1.518095726,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 10:30,25,25,9034106.98,0.6373979,1.514627706,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 10:45,25,25,9140859.27,0.62885189,1.515193655,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 11:00,25,25,9026193.09,0.638031443,1.55637682,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 11:15,25,25,9021114.78,0.638437985,1.577818102,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 11:30,25,25,8973972.34,0.642211954,1.601486691,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 11:45,25,25,9106199.14,0.631626592,1.614225833,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 12:00,25,25,8849968.25,0.65213905,1.644119792,0.21,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 12:15,25,25,9062578.52,0.635118623,1.640265416,0.48,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 12:30,25,25,9075348.47,0.63409633,1.641279226,0.57,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 12:45,25,25,9005528.75,0.639685718,1.638932791,0.3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 13:00,25,25,9004537.96,0.639765036,1.656559407,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 13:15,25,25,8956044.01,0.643647199,1.661392147,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 13:30,25,25,9082286.85,0.633540881,1.680574658,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 13:45,25,25,8753789.32,0.659838614,1.675922548,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 14:00,25,25,8796522.51,0.656417626,1.716419443,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 14:15,25,25,8774159.08,0.658207921,1.703372368,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 14:30,25,25,9024271.9,0.638185243,1.683930942,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 14:45,25,25,9223470.09,0.622238515,1.669998802,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 15:00,25,25,9213467.76,0.623039247,1.6710103,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 15:15,25,25,9146482.92,0.628401691,1.683150184,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 15:30,25,25,8931643.93,0.645600537,1.690697005,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 15:45,25,25,9053831.89,0.635818831,1.693790166,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 16:00,25,25,8894907.15,0.648541485,1.698756429,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 16:15,25,25,9051826.04,0.635979408,1.703469055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 16:30,25,25,9226389.58,0.622004796,1.697086114,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 16:45,25,25,9163258.78,0.627058706,1.68968505,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 17:00,25,25,9513284.18,0.599037568,1.689313699,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 17:15,25,25,9296426.08,0.616398053,1.714898206,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 17:30,25,25,9568049.12,0.594653384,1.724212128,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 17:45,25,25,9974246.99,0.562135382,1.74104078,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 18:00,25,25,10273272.05,0.538197055,1.737568814,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 18:15,25,25,11024623.02,0.478047964,1.765932219,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 18:30,25,25,11391676.66,0.448663637,1.789513843,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 18:45,25,25,11245765.12,0.460344525,1.783175804,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 19:00,25,25,11133421.74,0.469338128,1.804109813,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 19:15,25,25,11188072.25,0.464963104,1.830033838,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 19:30,25,25,11042738.59,0.47659773,1.841253753,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 19:45,25,25,11039508.7,0.476856297,1.851038869,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 20:00,25,25,11117716.61,0.470595396,1.806835552,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 20:15,25,25,11209444.53,0.463252155,1.810147572,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 20:30,25,25,11172404.78,0.466217357,1.835380307,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 20:45,25,25,10889880.57,0.488834715,1.855330489,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/1/2024 21:00,25,25,11120750.4,0.470352527,1.892940537,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 21:15,25,25,11227954.32,0.461770361,1.908097616,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 21:30,25,25,10685184.23,0.505221596,1.925157478,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 21:45,25,25,10585468.41,0.513204304,1.938235781,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 22:00,25,25,10605450.51,0.511604646,1.959139432,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 22:15,25,25,10539910.27,0.516851442,1.954969087,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 22:30,25,25,10290799.29,0.536793919,1.960292172,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 22:45,25,25,9964738.89,0.562896549,1.963630225,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 23:00,25,25,9793176.68,0.57663089,1.970581782,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 23:15,25,25,9601699.9,0.591959484,1.961264064,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 23:30,25,25,9247010.79,0.620353974,1.951022742,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/1/2024 23:45,25,25,4504671.23,1,1.939756077,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 0:00,25,40,13438581.58,0.284799513,1.937462784,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 0:15,25,40,13298753.32,0.295993407,1.918839617,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 0:30,25,40,13234448.21,0.301141326,1.906639531,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 0:45,25,40,13121948.72,0.310147425,1.901625361,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 1:00,25,40,13072421.89,0.314112276,1.900780211,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 1:15,25,25,12962138.81,0.322940942,1.888212781,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 1:30,25,25,12915376.69,0.326684464,1.876188961,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 1:45,25,25,12812829.59,0.334893829,1.86844677,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 2:00,25,25,12733745.12,0.341224903,1.8586022,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 2:15,25,25,12603291.74,0.351668295,1.848591181,0,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 2:30,25,25,12509611.14,0.359167857,1.844681091,0.058125,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 2:45,25,25,12440763.42,0.364679432,1.836533324,0.06,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 3:00,25,25,12421285.59,0.366238722,1.814983877,0.09,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 3:15,25,25,12309152.85,0.375215461,1.807468529,0.06,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 3:30,25,25,12260939.94,0.379075126,1.787826951,0.12,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 3:45,25,25,12217379.81,0.382562314,1.773526844,0.33,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 4:00,25,25,12197305.25,0.384169375,1.772548946,0.42,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 4:15,25,25,12216653.65,0.382620447,1.764409019,0.54,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 4:30,25,25,12225357.61,0.381923655,1.755495027,0.33,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 4:45,25,25,12204433.05,0.383598762,1.746151717,0.24,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 5:00,25,25,12380497.2,0.36950402,1.741395084,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 5:15,25,25,12572015.99,0.354172062,1.742306584,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 5:30,25,25,12738887.18,0.340813258,1.742043681,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 5:45,25,25,12798218.95,0.336063478,1.737756915,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 6:00,25,40,13081240.42,0.313406312,1.734067994,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 6:15,25,40,13330020.02,0.293490364,1.733810683,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 6:30,25,40,13545357.18,0.276251637,1.734135513,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 6:45,25,40,13545766.67,0.276218855,1.738216658,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 7:00,25,40,13560202.55,0.275063197,1.724337215,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 7:15,25,40,13637520.24,0.268873561,1.724612058,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 7:30,25,40,13928564.08,0.245574168,1.723980887,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 7:45,25,40,14113211.89,0.230792264,1.729294578,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 8:00,25,40,14710629.2,0.182966268,1.749708304,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 8:15,25,40,15154013.56,0.147471318,1.743536091,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 8:30,25,40,15631112.19,0.109277385,1.725841506,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 8:45,25,40,15739452.72,0.100604228,1.702531705,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 9:00,25,40,15656595.83,0.107237303,1.685712806,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 9:15,25,40,15847974.77,0.091916541,1.677133507,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 9:30,25,40,15961971.4,0.082790588,1.68209286,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 9:45,25,40,16049188.91,0.075808427,1.674773364,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 10:00,25,40,16044706.15,0.076167292,1.70654334,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 10:15,25,40,16207925.06,0.06310087,1.700539224,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 10:30,25,40,16267297.46,0.058347837,1.687737813,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 10:45,25,40,16327692.99,0.053512898,1.72019827,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 11:00,25,40,16392698.68,0.048308895,1.737135387,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 11:15,25,40,16356006.31,0.051246287,1.736037114,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 11:30,25,40,16149601.67,0.067769925,1.757160243,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 11:45,25,40,15685875.15,0.104893359,1.787716568,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 12:00,25,40,14905661.46,0.167353042,1.833634859,0.24,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 12:15,25,40,14776724,0.177675077,1.849867412,0.391875,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 12:30,25,40,14771558.28,0.178088616,1.870271284,0.45,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 12:45,25,40,15046514.92,0.156077077,1.898006769,0.27,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
6/2/2024 13:00,25,40,16054641.9,0.07537189,1.933038596,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 13:15,25,40,16628067.2,0.029466565,1.974760504,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 13:30,25,40,16832240.67,0.013121543,2.017461242,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 13:45,25,40,16909349.86,0.006948599,2.018960726,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 14:00,25,40,16944087.59,0.004167684,2.066403549,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 14:15,25,40,16996148.12,0,2.109018925,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 14:30,25,40,16909434.35,0.006941835,2.140301389,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 14:45,25,40,16905000.1,0.007296816,2.163492719,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 15:00,25,40,16791057.59,0.016418438,2.171619523,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 15:15,25,40,16832048.28,0.013136945,2.163784553,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 15:30,25,40,16703099.48,0.023459887,2.172903044,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 15:45,25,40,16605243.3,0.031293723,2.172952214,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 16:00,25,40,16374056.4,0.049801294,2.115197066,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 16:15,25,40,16198414.5,0.063862234,2.101149713,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 16:30,25,40,15827593.33,0.093548169,2.086123671,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 16:45,25,40,15372449.25,0.129984539,2.085832815,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 17:00,25,40,14822371.58,0.174020779,2.049381949,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 17:15,25,40,14744899.03,0.180222812,2.027596612,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 17:30,25,40,14809389.89,0.175060023,1.994148162,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 17:45,25,40,14903115.59,0.16755685,1.960768268,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 18:00,25,40,15186335.12,0.144883829,1.883194713,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 18:15,25,40,15765069.44,0.098553493,1.891574749,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 18:30,25,40,16234876.13,0.060943313,1.899738909,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 18:45,25,40,16408699.26,0.047027975,1.8981511,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 19:00,25,40,16351036.69,0.051644128,1.879142288,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 19:15,25,40,16282639.14,0.057119665,1.898880011,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 19:30,25,40,16190931.48,0.064461284,1.907882883,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 19:45,25,40,16121552.76,0.070015369,1.926485621,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 20:00,25,40,16203724.74,0.063437125,1.944656733,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 20:15,25,40,16263643.51,0.058640353,1.948345985,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
6/2/2024 20:30,25,40,16210664.42,0.062881571,1.945782956,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5
