datetime,uranium,lignite,hard_coal,natural_gas,oil,biomass,co2
2025-01-01 13:45:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.986953125
2025-01-01 14:00:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.993828125
2025-01-01 14:15:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.993828125
2025-01-01 14:30:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.993828125
2025-01-01 14:45:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.993828125
2025-01-01 15:00:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,25.000703125
2025-01-01 15:15:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,25.000703125
2025-01-01 15:30:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,25.000703125
2025-01-01 15:45:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,25.000703125
2025-01-01 16:00:00,0.9,1.8,8.515065144,24.98427917,21.67,20.7,25.007578125
2025-01-01 16:15:00,0.9,1.8,8.515065144,24.98427917,21.67,20.7,25.007578125
2025-01-01 16:30:00,0.9,1.8,8.515065144,24.98427917,21.67,20.7,25.007578125
2025-01-01 16:45:00,0.9,1.8,8.515065144,24.98427917,21.67,20.7,25.007578125
2025-01-01 17:00:00,0.9,1.8,8.515697314,24.9870677075,21.67,20.7,25.014453125
2025-01-01 17:15:00,0.9,1.8,8.515697314,24.9870677075,21.67,20.7,25.014453125
2025-01-01 17:30:00,0.9,1.8,8.515697314,24.9870677075,21.67,20.7,25.014453125
2025-01-01 17:45:00,0.9,1.8,8.515697314,24.9870677075,21.67,20.7,25.014453125
2025-01-01 18:00:00,0.9,1.8,8.5163294835,24.98985624,21.67,20.7,25.021328125
2025-01-01 18:15:00,0.9,1.8,8.5163294835,24.98985624,21.67,20.7,25.021328125
2025-01-01 18:30:00,0.9,1.8,8.5163294835,24.98985624,21.67,20.7,25.021328125
2025-01-01 18:45:00,0.9,1.8,8.5163294835,24.98985624,21.67,20.7,25.021328125
2025-01-01 19:00:00,0.9,1.8,8.516961653500001,24.9926447725,21.67,20.7,25.028203125
2025-01-01 19:15:00,0.9,1.8,8.516961653500001,24.9926447725,21.67,20.7,25.028203125
2025-01-01 19:30:00,0.9,1.8,8.516961653500001,24.9926447725,21.67,20.7,25.028203125
2025-01-01 19:45:00,0.9,1.8,8.516961653500001,24.9926447725,21.67,20.7,25.028203125
2025-01-01 20:00:00,0.9,1.8,8.517593823,24.99595616,21.67,20.7,25.035078125
2025-01-01 20:15:00,0.9,1.8,8.517593823,24.99595616,21.67,20.7,25.035078125
2025-01-01 20:30:00,0.9,1.8,8.517593823,24.99595616,21.67,20.7,25.035078125
2025-01-01 20:45:00,0.9,1.8,8.517593823,24.99595616,21.67,20.7,25.035078125
2025-01-01 21:00:00,0.9,1.8,8.51822599275,25.00013896,21.67,20.7,25.041953125
2025-01-01 21:15:00,0.9,1.8,8.51822599275,25.00013896,21.67,20.7,25.041953125
2025-01-01 21:30:00,0.9,1.8,8.51822599275,25.00013896,21.67,20.7,25.041953125
2025-01-01 21:45:00,0.9,1.8,8.51822599275,25.00013896,21.67,20.7,25.041953125
2025-01-01 22:00:00,0.9,1.8,8.518858162499999,25.00432176,21.67,20.7,25.048828125
2025-01-01 22:15:00,0.9,1.8,8.518858162499999,25.00432176,21.67,20.7,25.048828125
2025-01-01 22:30:00,0.9,1.8,8.518858162499999,25.00432176,21.67,20.7,25.048828125
2025-01-01 22:45:00,0.9,1.8,8.518858162499999,25.00432176,21.67,20.7,25.048828125
2025-01-01 23:00:00,0.9,1.8,8.519490332250001,25.00850456,21.67,20.7,25.055703125
2025-01-01 23:15:00,0.9,1.8,8.519490332250001,25.00850456,21.67,20.7,25.055703125
2025-01-01 23:30:00,0.9,1.8,8.519490332250001,25.00850456,21.67,20.7,25.055703125
2025-01-01 23:45:00,0.9,1.8,8.519490332250001,25.00850456,21.67,20.7,25.055703125
2025-01-02 00:00:00,0.9,1.8,8.5201620125,25.0121645075,21.67,20.7,25.0290625
2025-01-02 00:15:00,0.9,1.8,8.5201620125,25.0121645075,21.67,20.7,25.0290625
2025-01-02 00:30:00,0.9,1.8,8.5201620125,25.0121645075,21.67,20.7,25.0290625
2025-01-02 00:45:00,0.9,1.8,8.5201620125,25.0121645075,21.67,20.7,25.0290625
2025-01-02 01:00:00,0.9,1.8,8.52089954375,25.0149530425,21.67,20.7,24.9465625
2025-01-02 01:15:00,0.9,1.8,8.52089954375,25.0149530425,21.67,20.7,24.9465625
2025-01-02 01:30:00,0.9,1.8,8.52089954375,25.0149530425,21.67,20.7,24.9465625
2025-01-02 01:45:00,0.9,1.8,8.52089954375,25.0149530425,21.67,20.7,24.9465625
2025-01-02 02:00:00,0.9,1.8,8.52163707525,25.0177415775,21.67,20.7,24.8640625
2025-01-02 02:15:00,0.9,1.8,8.52163707525,25.0177415775,21.67,20.7,24.8640625
2025-01-02 02:30:00,0.9,1.8,8.52163707525,25.0177415775,21.67,20.7,24.8640625
2025-01-02 02:45:00,0.9,1.8,8.52163707525,25.0177415775,21.67,20.7,24.8640625
2025-01-02 03:00:00,0.9,1.8,8.5223746065,25.02053011,21.67,20.7,24.7815625
2025-01-02 03:15:00,0.9,1.8,8.5223746065,25.02053011,21.67,20.7,24.7815625
2025-01-02 03:30:00,0.9,1.8,8.5223746065,25.02053011,21.67,20.7,24.7815625
2025-01-02 03:45:00,0.9,1.8,8.5223746065,25.02053011,21.67,20.7,24.7815625
2025-01-02 04:00:00,0.9,1.8,8.52307262725,25.02384149,21.67,20.7,24.6990625
2025-01-02 04:15:00,0.9,1.8,8.52307262725,25.02384149,21.67,20.7,24.6990625
2025-01-02 04:30:00,0.9,1.8,8.52307262725,25.02384149,21.67,20.7,24.6990625
2025-01-02 04:45:00,0.9,1.8,8.52307262725,25.02384149,21.67,20.7,24.6990625
2025-01-02 05:00:00,0.9,1.8,8.523704797,25.02802429,21.67,20.7,24.6165625
2025-01-02 05:15:00,0.9,1.8,8.523704797,25.02802429,21.67,20.7,24.6165625
2025-01-02 05:30:00,0.9,1.8,8.523704797,25.02802429,21.67,20.7,24.6165625
2025-01-02 05:45:00,0.9,1.8,8.523704797,25.02802429,21.67,20.7,24.6165625
2025-01-02 06:00:00,0.9,1.8,8.524336966749999,25.03220709,21.67,20.7,24.5340625
2025-01-02 06:15:00,0.9,1.8,8.524336966749999,25.03220709,21.67,20.7,24.5340625
2025-01-02 06:30:00,0.9,1.8,8.524336966749999,25.03220709,21.67,20.7,24.5340625
2025-01-02 06:45:00,0.9,1.8,8.524336966749999,25.03220709,21.67,20.7,24.5340625
2025-01-02 07:00:00,0.9,1.8,8.5249691365,25.03638989,21.67,20.7,24.4515625
2025-01-02 07:15:00,0.9,1.8,8.5249691365,25.03638989,21.67,20.7,24.4515625
2025-01-02 07:30:00,0.9,1.8,8.5249691365,25.03638989,21.67,20.7,24.4515625
2025-01-02 07:45:00,0.9,1.8,8.5249691365,25.03638989,21.67,20.7,24.4515625
2025-01-02 08:00:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.3690625
2025-01-02 08:15:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.3690625
2025-01-02 08:30:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.3690625
2025-01-02 08:45:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.3690625
2025-01-02 09:00:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.2865625
2025-01-02 09:15:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.2865625
2025-01-02 09:30:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.2865625
2025-01-02 09:45:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.2865625
2025-01-02 10:00:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.2040625
2025-01-02 10:15:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.2040625
2025-01-02 10:30:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.2040625
2025-01-02 10:45:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.2040625
2025-01-02 11:00:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.1215625
2025-01-02 11:15:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.1215625
2025-01-02 11:30:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.1215625
2025-01-02 11:45:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,24.1215625
2025-01-02 12:00:00,0.9,1.8,8.525561796,25.0400498425,21.67,20.7,24.0390625
2025-01-02 12:15:00,0.9,1.8,8.525561796,25.0400498425,21.67,20.7,24.0390625
2025-01-02 12:30:00,0.9,1.8,8.525561796,25.0400498425,21.67,20.7,24.0390625
2025-01-02 12:45:00,0.9,1.8,8.525561796,25.0400498425,21.67,20.7,24.0390625
2025-01-02 13:00:00,0.9,1.8,8.526088604,25.0428383775,21.67,20.7,23.9565625
2025-01-02 13:15:00,0.9,1.8,8.526088604,25.0428383775,21.67,20.7,23.9565625
2025-01-02 13:30:00,0.9,1.8,8.526088604,25.0428383775,21.67,20.7,23.9565625
2025-01-02 13:45:00,0.9,1.8,8.526088604,25.0428383775,21.67,20.7,23.9565625
2025-01-02 14:00:00,0.9,1.8,8.526615412,25.0456269125,21.67,20.7,23.8740625
2025-01-02 14:15:00,0.9,1.8,8.526615412,25.0456269125,21.67,20.7,23.8740625
2025-01-02 14:30:00,0.9,1.8,8.526615412,25.0456269125,21.67,20.7,23.8740625
2025-01-02 14:45:00,0.9,1.8,8.526615412,25.0456269125,21.67,20.7,23.8740625
2025-01-02 15:00:00,0.9,1.8,8.52714222,25.0484154475,21.67,20.7,23.7915625
2025-01-02 15:15:00,0.9,1.8,8.52714222,25.0484154475,21.67,20.7,23.7915625
2025-01-02 15:30:00,0.9,1.8,8.52714222,25.0484154475,21.67,20.7,23.7915625
2025-01-02 15:45:00,0.9,1.8,8.52714222,25.0484154475,21.67,20.7,23.7915625
2025-01-02 16:00:00,0.9,1.8,8.5277085385,25.05120398,21.67,20.7,23.7090625
2025-01-02 16:15:00,0.9,1.8,8.5277085385,25.05120398,21.67,20.7,23.7090625
2025-01-02 16:30:00,0.9,1.8,8.5277085385,25.05120398,21.67,20.7,23.7090625
2025-01-02 16:45:00,0.9,1.8,8.5277085385,25.05120398,21.67,20.7,23.7090625
2025-01-02 17:00:00,0.9,1.8,8.5283407085,25.0539925125,21.67,20.7,23.6265625
2025-01-02 17:15:00,0.9,1.8,8.5283407085,25.0539925125,21.67,20.7,23.6265625
2025-01-02 17:30:00,0.9,1.8,8.5283407085,25.0539925125,21.67,20.7,23.6265625
2025-01-02 17:45:00,0.9,1.8,8.5283407085,25.0539925125,21.67,20.7,23.6265625
2025-01-02 18:00:00,0.9,1.8,8.528972878,25.0567810475,21.67,20.7,23.5440625
2025-01-02 18:15:00,0.9,1.8,8.528972878,25.0567810475,21.67,20.7,23.5440625
2025-01-02 18:30:00,0.9,1.8,8.528972878,25.0567810475,21.67,20.7,23.5440625
2025-01-02 18:45:00,0.9,1.8,8.528972878,25.0567810475,21.67,20.7,23.5440625
2025-01-02 19:00:00,0.9,1.8,8.52960504775,25.05956958,21.67,20.7,23.4615625
2025-01-02 19:15:00,0.9,1.8,8.52960504775,25.05956958,21.67,20.7,23.4615625
2025-01-02 19:30:00,0.9,1.8,8.52960504775,25.05956958,21.67,20.7,23.4615625
2025-01-02 19:45:00,0.9,1.8,8.52960504775,25.05956958,21.67,20.7,23.4615625
2025-01-02 20:00:00,0.9,1.8,8.5302372175,25.06288096,21.67,20.7,23.3790625
2025-01-02 20:15:00,0.9,1.8,8.5302372175,25.06288096,21.67,20.7,23.3790625
2025-01-02 20:30:00,0.9,1.8,8.5302372175,25.06288096,21.67,20.7,23.3790625
2025-01-02 20:45:00,0.9,1.8,8.5302372175,25.06288096,21.67,20.7,23.3790625
2025-01-02 21:00:00,0.9,1.8,8.53086938725,25.06706376,21.67,20.7,23.2965625
2025-01-02 21:15:00,0.9,1.8,8.53086938725,25.06706376,21.67,20.7,23.2965625
2025-01-02 21:30:00,0.9,1.8,8.53086938725,25.06706376,21.67,20.7,23.2965625
2025-01-02 21:45:00,0.9,1.8,8.53086938725,25.06706376,21.67,20.7,23.2965625
2025-01-02 22:00:00,0.9,1.8,8.531501557,25.07124656,21.67,20.7,23.2140625
2025-01-02 22:15:00,0.9,1.8,8.531501557,25.07124656,21.67,20.7,23.2140625
2025-01-02 22:30:00,0.9,1.8,8.531501557,25.07124656,21.67,20.7,23.2140625
2025-01-02 22:45:00,0.9,1.8,8.531501557,25.07124656,21.67,20.7,23.2140625
2025-01-02 23:00:00,0.9,1.8,8.5321337265,25.07542937,21.67,20.7,23.1315625
2025-01-02 23:15:00,0.9,1.8,8.5321337265,25.07542937,21.67,20.7,23.1315625
2025-01-02 23:30:00,0.9,1.8,8.5321337265,25.07542937,21.67,20.7,23.1315625
2025-01-02 23:45:00,0.9,1.8,8.5321337265,25.07542937,21.67,20.7,23.1315625
2025-01-03 00:00:00,0.9,1.8,8.532765896499999,25.0790893175,21.67,20.7,23.0871875
2025-01-03 00:15:00,0.9,1.8,8.532765896499999,25.0790893175,21.67,20.7,23.0871875
2025-01-03 00:30:00,0.9,1.8,8.532765896499999,25.0790893175,21.67,20.7,23.0871875
2025-01-03 00:45:00,0.9,1.8,8.532765896499999,25.0790893175,21.67,20.7,23.0871875
2025-01-03 01:00:00,0.9,1.8,8.533398066,25.08187785,21.67,20.7,23.1063541675
2025-01-03 01:15:00,0.9,1.8,8.533398066,25.08187785,21.67,20.7,23.1063541675
2025-01-03 01:30:00,0.9,1.8,8.533398066,25.08187785,21.67,20.7,23.1063541675
2025-01-03 01:45:00,0.9,1.8,8.533398066,25.08187785,21.67,20.7,23.1063541675
2025-01-03 02:00:00,0.9,1.8,8.53403023575,25.0846663825,21.67,20.7,23.1255208325
2025-01-03 02:15:00,0.9,1.8,8.53403023575,25.0846663825,21.67,20.7,23.1255208325
2025-01-03 02:30:00,0.9,1.8,8.53403023575,25.0846663825,21.67,20.7,23.1255208325
2025-01-03 02:45:00,0.9,1.8,8.53403023575,25.0846663825,21.67,20.7,23.1255208325
2025-01-03 03:00:00,0.9,1.8,8.5346624055,25.0874549175,21.67,20.7,23.1446875
2025-01-03 03:15:00,0.9,1.8,8.5346624055,25.0874549175,21.67,20.7,23.1446875
2025-01-03 03:30:00,0.9,1.8,8.5346624055,25.0874549175,21.67,20.7,23.1446875
2025-01-03 03:45:00,0.9,1.8,8.5346624055,25.0874549175,21.67,20.7,23.1446875
2025-01-03 04:00:00,0.9,1.8,8.535057512,25.0907663,21.67,20.7,23.1638541675
2025-01-03 04:15:00,0.9,1.8,8.535057512,25.0907663,21.67,20.7,23.1638541675
2025-01-03 04:30:00,0.9,1.8,8.535057512,25.0907663,21.67,20.7,23.1638541675
2025-01-03 04:45:00,0.9,1.8,8.535057512,25.0907663,21.67,20.7,23.1638541675
2025-01-03 05:00:00,0.9,1.8,8.535057512,25.0949491,21.67,20.7,23.1830208325
2025-01-03 05:15:00,0.9,1.8,8.535057512,25.0949491,21.67,20.7,23.1830208325
2025-01-03 05:30:00,0.9,1.8,8.535057512,25.0949491,21.67,20.7,23.1830208325
2025-01-03 05:45:00,0.9,1.8,8.535057512,25.0949491,21.67,20.7,23.1830208325
2025-01-03 06:00:00,0.9,1.8,8.535057512,25.0991319,21.67,20.7,23.2021875
2025-01-03 06:15:00,0.9,1.8,8.535057512,25.0991319,21.67,20.7,23.2021875
2025-01-03 06:30:00,0.9,1.8,8.535057512,25.0991319,21.67,20.7,23.2021875
2025-01-03 06:45:00,0.9,1.8,8.535057512,25.0991319,21.67,20.7,23.2021875
2025-01-03 07:00:00,0.9,1.8,8.535057512,25.1033147,21.67,20.7,23.2213541675
2025-01-03 07:15:00,0.9,1.8,8.535057512,25.1033147,21.67,20.7,23.2213541675
2025-01-03 07:30:00,0.9,1.8,8.535057512,25.1033147,21.67,20.7,23.2213541675
2025-01-03 07:45:00,0.9,1.8,8.535057512,25.1033147,21.67,20.7,23.2213541675
2025-01-03 08:00:00,0.9,1.8,8.53493897975,25.10592895,21.67,20.7,23.2405208325
2025-01-03 08:15:00,0.9,1.8,8.53493897975,25.10592895,21.67,20.7,23.2405208325
2025-01-03 08:30:00,0.9,1.8,8.53493897975,25.10592895,21.67,20.7,23.2405208325
2025-01-03 08:45:00,0.9,1.8,8.53493897975,25.10592895,21.67,20.7,23.2405208325
2025-01-03 09:00:00,0.9,1.8,8.534622895,25.10592895,21.67,20.7,23.2596875
2025-01-03 09:15:00,0.9,1.8,8.534622895,25.10592895,21.67,20.7,23.2596875
2025-01-03 09:30:00,0.9,1.8,8.534622895,25.10592895,21.67,20.7,23.2596875
2025-01-03 09:45:00,0.9,1.8,8.534622895,25.10592895,21.67,20.7,23.2596875
2025-01-03 10:00:00,0.9,1.8,8.53430681,25.10592895,21.67,20.7,23.2788541675
2025-01-03 10:15:00,0.9,1.8,8.53430681,25.10592895,21.67,20.7,23.2788541675
2025-01-03 10:30:00,0.9,1.8,8.53430681,25.10592895,21.67,20.7,23.2788541675
2025-01-03 10:45:00,0.9,1.8,8.53430681,25.10592895,21.67,20.7,23.2788541675
2025-01-03 11:00:00,0.9,1.8,8.53399072525,25.10592895,21.67,20.7,23.2980208325
2025-01-03 11:15:00,0.9,1.8,8.53399072525,25.10592895,21.67,20.7,23.2980208325
2025-01-03 11:30:00,0.9,1.8,8.53399072525,25.10592895,21.67,20.7,23.2980208325
2025-01-03 11:45:00,0.9,1.8,8.53399072525,25.10592895,21.67,20.7,23.2980208325
2025-01-03 12:00:00,0.9,1.8,8.53351659775,25.1069746525,21.67,20.7,23.3171875
2025-01-03 12:15:00,0.9,1.8,8.53351659775,25.1069746525,21.67,20.7,23.3171875
2025-01-03 12:30:00,0.9,1.8,8.53351659775,25.1069746525,21.67,20.7,23.3171875
2025-01-03 12:45:00,0.9,1.8,8.53351659775,25.1069746525,21.67,20.7,23.3171875
2025-01-03 13:00:00,0.9,1.8,8.5327790665,25.1097631875,21.67,20.7,23.3363541675
2025-01-03 13:15:00,0.9,1.8,8.5327790665,25.1097631875,21.67,20.7,23.3363541675
2025-01-03 13:30:00,0.9,1.8,8.5327790665,25.1097631875,21.67,20.7,23.3363541675
2025-01-03 13:45:00,0.9,1.8,8.5327790665,25.1097631875,21.67,20.7,23.3363541675
2025-01-03 14:00:00,0.9,1.8,8.53204153525,25.11255172,21.67,20.7,23.3555208325
2025-01-03 14:15:00,0.9,1.8,8.53204153525,25.11255172,21.67,20.7,23.3555208325
2025-01-03 14:30:00,0.9,1.8,8.53204153525,25.11255172,21.67,20.7,23.3555208325
2025-01-03 14:45:00,0.9,1.8,8.53204153525,25.11255172,21.67,20.7,23.3555208325
2025-01-03 15:00:00,0.9,1.8,8.53130400375,25.1153402525,21.67,20.7,23.3746875
2025-01-03 15:15:00,0.9,1.8,8.53130400375,25.1153402525,21.67,20.7,23.3746875
2025-01-03 15:30:00,0.9,1.8,8.53130400375,25.1153402525,21.67,20.7,23.3746875
2025-01-03 15:45:00,0.9,1.8,8.53130400375,25.1153402525,21.67,20.7,23.3746875
2025-01-03 16:00:00,0.9,1.8,8.530645494,25.11865164,21.67,20.7,23.3938541675
2025-01-03 16:15:00,0.9,1.8,8.530645494,25.11865164,21.67,20.7,23.3938541675
2025-01-03 16:30:00,0.9,1.8,8.530645494,25.11865164,21.67,20.7,23.3938541675
2025-01-03 16:45:00,0.9,1.8,8.530645494,25.11865164,21.67,20.7,23.3938541675
2025-01-03 17:00:00,0.9,1.8,8.530118686,25.12283444,21.67,20.7,23.4130208325
2025-01-03 17:15:00,0.9,1.8,8.530118686,25.12283444,21.67,20.7,23.4130208325
2025-01-03 17:30:00,0.9,1.8,8.530118686,25.12283444,21.67,20.7,23.4130208325
2025-01-03 17:45:00,0.9,1.8,8.530118686,25.12283444,21.67,20.7,23.4130208325
2025-01-03 18:00:00,0.9,1.8,8.52959187775,25.12701724,21.67,20.7,23.4321875
2025-01-03 18:15:00,0.9,1.8,8.52959187775,25.12701724,21.67,20.7,23.4321875
2025-01-03 18:30:00,0.9,1.8,8.52959187775,25.12701724,21.67,20.7,23.4321875
2025-01-03 18:45:00,0.9,1.8,8.52959187775,25.12701724,21.67,20.7,23.4321875
2025-01-03 19:00:00,0.9,1.8,8.529065069,25.13120004,21.67,20.7,23.4513541675
2025-01-03 19:15:00,0.9,1.8,8.529065069,25.13120004,21.67,20.7,23.4513541675
2025-01-03 19:30:00,0.9,1.8,8.529065069,25.13120004,21.67,20.7,23.4513541675
2025-01-03 19:45:00,0.9,1.8,8.529065069,25.13120004,21.67,20.7,23.4513541675
2025-01-03 20:00:00,0.9,1.8,8.52849875075,25.13485999,21.67,20.7,23.4705208325
2025-01-03 20:15:00,0.9,1.8,8.52849875075,25.13485999,21.67,20.7,23.4705208325
2025-01-03 20:30:00,0.9,1.8,8.52849875075,25.13485999,21.67,20.7,23.4705208325
2025-01-03 20:45:00,0.9,1.8,8.52849875075,25.13485999,21.67,20.7,23.4705208325
2025-01-03 21:00:00,0.9,1.8,8.527866581,25.1376485225,21.67,20.7,23.4896875
2025-01-03 21:15:00,0.9,1.8,8.527866581,25.1376485225,21.67,20.7,23.4896875
2025-01-03 21:30:00,0.9,1.8,8.527866581,25.1376485225,21.67,20.7,23.4896875
2025-01-03 21:45:00,0.9,1.8,8.527866581,25.1376485225,21.67,20.7,23.4896875
2025-01-03 22:00:00,0.9,1.8,8.52723441125,25.1404370575,21.67,20.7,23.5088541675
2025-01-03 22:15:00,0.9,1.8,8.52723441125,25.1404370575,21.67,20.7,23.5088541675
2025-01-03 22:30:00,0.9,1.8,8.52723441125,25.1404370575,21.67,20.7,23.5088541675
2025-01-03 22:45:00,0.9,1.8,8.52723441125,25.1404370575,21.67,20.7,23.5088541675
2025-01-03 23:00:00,0.9,1.8,8.526602241500001,25.14322559,21.67,20.7,23.5280208325
2025-01-03 23:15:00,0.9,1.8,8.526602241500001,25.14322559,21.67,20.7,23.5280208325
2025-01-03 23:30:00,0.9,1.8,8.526602241500001,25.14322559,21.67,20.7,23.5280208325
2025-01-03 23:45:00,0.9,1.8,8.526602241500001,25.14322559,21.67,20.7,23.5280208325
