datetime,lignite,hard coal,natural gas,oil,biomass,renewable,waste,co2
1/8/2030 6:00,3.308072215,62.63576322,57.87592893,86.36877327,76.68143208,24.62489948,0,130.7776925
1/8/2030 7:00,3.308072215,62.63576322,57.87592893,86.36877327,76.68143208,24.62489948,0,130.7776925
1/8/2030 8:00,3.308072215,62.63576322,57.87592893,86.36877327,76.68143208,24.62489948,0,130.7776925
1/8/2030 9:00,3.308105167,62.63576322,57.87592883,86.36877322,76.68143265,24.62489938,0,130.7778887
1/8/2030 10:00,3.308105167,62.63576322,57.87592883,86.36877322,76.68143265,24.62489938,0,130.7778887
1/8/2030 11:00,3.308105167,62.63576322,57.87592883,86.36877322,76.68143265,24.62489938,0,130.7778887
1/8/2030 12:00,3.308140362,62.63576322,57.87592881,86.36877325,76.68143321,24.62489937,0,130.7786085
1/8/2030 13:00,3.308140362,62.63576322,57.87592881,86.36877325,76.68143321,24.62489937,0,130.7786085
1/8/2030 14:00,3.308140362,62.63576322,57.87592881,86.36877325,76.68143321,24.62489937,0,130.7786085
1/8/2030 15:00,3.308177929,62.63576322,57.87592886,86.36877328,76.68143377,24.62489942,0,130.7788163
1/8/2030 16:00,3.308177929,62.63576322,57.87592886,86.36877328,76.68143377,24.62489942,0,130.7788163
1/8/2030 17:00,3.308177929,62.63576322,57.87592886,86.36877328,76.68143377,24.62489942,0,130.7788163
1/8/2030 18:00,3.308217968,62.63576322,57.87592885,86.36877311,76.68143432,24.62489942,0,130.7780462
1/8/2030 19:00,3.308217968,62.63576322,57.87592885,86.36877311,76.68143432,24.62489942,0,130.7780462
1/8/2030 20:00,3.308217968,62.63576322,57.87592885,86.36877311,76.68143432,24.62489942,0,130.7780462
1/8/2030 21:00,3.308260667,62.63576322,57.87592871,86.36877288,76.68143485,24.62489928,0,130.7784808
1/8/2030 22:00,3.308260667,62.63576322,57.87592871,86.36877288,76.68143485,24.62489928,0,130.7784808
1/8/2030 23:00,3.308260667,62.63576322,57.87592871,86.36877288,76.68143485,24.62489928,0,130.7784808
1/9/2030 0:00,3.30830645,62.63576322,57.87592877,86.36877282,76.68143539,24.62489935,0,130.7793264
1/9/2030 1:00,3.30830645,62.63576322,57.87592877,86.36877282,76.68143539,24.62489935,0,130.7793264
1/9/2030 2:00,3.30830645,62.63576322,57.87592877,86.36877282,76.68143539,24.62489935,0,130.7793264
1/9/2030 3:00,3.308355567,62.63576322,57.87592898,86.36877314,76.68143591,24.62489957,0,130.7796024
1/9/2030 4:00,3.308355567,62.63576322,57.87592898,86.36877314,76.68143591,24.62489957,0,130.7796024
1/9/2030 5:00,3.308355567,62.63576322,57.87592898,86.36877314,76.68143591,24.62489957,0,130.7796024
1/9/2030 6:00,3.308408749,62.63576322,57.87592901,86.36877329,76.68143643,24.6248996,0,130.7819078
1/9/2030 7:00,3.308408749,62.63576322,57.87592901,86.36877329,76.68143643,24.6248996,0,130.7819078
1/9/2030 8:00,3.308408749,62.63576322,57.87592901,86.36877329,76.68143643,24.6248996,0,130.7819078
1/9/2030 9:00,3.308466408,62.63576322,57.87592895,86.36877325,76.68143693,24.62489955,0,130.782864
1/9/2030 10:00,3.308466408,62.63576322,57.87592895,86.36877325,76.68143693,24.62489955,0,130.782864
1/9/2030 11:00,3.308466408,62.63576322,57.87592895,86.36877325,76.68143693,24.62489955,0,130.782864
1/9/2030 12:00,3.308529631,62.63576322,57.87592894,86.36877328,76.68143742,24.62489954,0,130.7861971
1/9/2030 13:00,3.308529631,62.63576322,57.87592894,86.36877328,76.68143742,24.62489954,0,130.7861971
1/9/2030 14:00,3.308529631,62.63576322,57.87592894,86.36877328,76.68143742,24.62489954,0,130.7861971
1/9/2030 15:00,3.308599504,62.63576329,57.87592913,86.36877331,76.68143791,24.62489975,0,130.78653
1/9/2030 16:00,3.308599504,62.63576329,57.87592913,86.36877331,76.68143791,24.62489975,0,130.78653
1/9/2030 17:00,3.308599504,62.63576329,57.87592913,86.36877331,76.68143791,24.62489975,0,130.78653
1/9/2030 18:00,3.308677393,62.63576329,57.87592918,86.36877316,76.68143838,24.6248998,0,130.7827321
1/9/2030 19:00,3.308677393,62.63576329,57.87592918,86.36877316,76.68143838,24.6248998,0,130.7827321
1/9/2030 20:00,3.308677393,62.63576329,57.87592918,86.36877316,76.68143838,24.6248998,0,130.7827321
1/9/2030 21:00,3.308765538,62.63576329,57.87592918,86.36877293,76.68143884,24.62489981,0,130.7825001
1/9/2030 22:00,3.308765538,62.63576329,57.87592918,86.36877293,76.68143884,24.62489981,0,130.7825001
1/9/2030 23:00,3.308765538,62.63576329,57.87592918,86.36877293,76.68143884,24.62489981,0,130.7825001
1/10/2030 0:00,3.308868056,62.63576335,57.87592919,86.36877285,76.6814393,24.62489982,0,130.7826389
1/10/2030 1:00,3.308868056,62.63576335,57.87592919,86.36877285,76.6814393,24.62489982,0,130.7826389
1/10/2030 2:00,3.308868056,62.63576335,57.87592919,86.36877285,76.6814393,24.62489982,0,130.7826389
1/10/2030 3:00,3.308993,62.63576335,57.87592926,86.36877316,76.68143976,24.6248999,0,130.7821804
1/10/2030 4:00,3.308993,62.63576335,57.87592926,86.36877316,76.68143976,24.6248999,0,130.7821804
1/10/2030 5:00,3.308993,62.63576335,57.87592926,86.36877316,76.68143976,24.6248999,0,130.7821804
1/10/2030 6:00,3.30909713,62.63576335,57.87592928,86.3687733,76.6814402,24.62489993,0,130.7829914
1/10/2030 7:00,3.30909713,62.63576335,57.87592928,86.3687733,76.6814402,24.62489993,0,130.7829914
1/10/2030 8:00,3.30909713,62.63576335,57.87592928,86.3687733,76.6814402,24.62489993,0,130.7829914
1/10/2030 9:00,3.30919171,62.63576335,57.87592927,86.36877327,76.68144064,24.62489992,0,130.7833956
1/10/2030 10:00,3.30919171,62.63576335,57.87592927,86.36877327,76.68144064,24.62489992,0,130.7833956
1/10/2030 11:00,3.30919171,62.63576335,57.87592927,86.36877327,76.68144064,24.62489992,0,130.7833956
1/10/2030 12:00,3.309288114,62.63576341,57.87592927,86.3687733,76.68144106,24.62489993,0,130.783808
1/10/2030 13:00,3.309288114,62.63576341,57.87592927,86.3687733,76.68144106,24.62489993,0,130.783808
1/10/2030 14:00,3.309288114,62.63576341,57.87592927,86.3687733,76.68144106,24.62489993,0,130.783808
1/10/2030 15:00,3.309423671,62.63576341,57.87592927,86.36877333,76.68144147,24.62489994,0,130.7835699
1/10/2030 16:00,3.309423671,62.63576341,57.87592927,86.36877333,76.68144147,24.62489994,0,130.7835699
1/10/2030 17:00,3.309423671,62.63576341,57.87592927,86.36877333,76.68144147,24.62489994,0,130.7835699
