,supply_volume,demand_volume,uniform_price,price,node_id,product_start,product_end,only_hours,name,time
0,63512.054421768706,63512.054421768706,58.53493327576129,58.53493327576129,,2019-01-01 19:00:00,2019-01-01 20:00:00,,EOM,1546365600.0
0,0,0,3000.0,3000.0,,2019-01-01 20:00:00,2019-01-01 21:00:00,,EOM,1546369200.0
0,68045.87755102041,68045.87755102041,41.53141751070714,41.53141751070714,,2019-01-01 21:00:00,2019-01-01 22:00:00,,EOM,1546372800.0
0,66584.0,66584.0,61.07391864048059,61.07391864048059,,2019-01-01 22:00:00,2019-01-01 23:00:00,,EOM,1546376400.0
0,0,0,3000.0,3000.0,,2019-01-01 23:00:00,2019-01-02,,EOM,1546380000.0
0,54905.22448979592,54905.22448979592,40.38490696062759,40.38490696062759,,2019-01-02,2019-01-02 01:00:00,,EOM,1546383600.0
0,62873.232876712325,62873.232876712325,51.29914219769101,51.29914219769101,,2019-01-02 01:00:00,2019-01-02 02:00:00,,EOM,1546387200.0
0,0,0,3000.0,3000.0,,2019-01-02 02:00:00,2019-01-02 03:00:00,,EOM,1546390800.0
0,66347.1836734694,66347.1836734694,37.13751472404581,37.13751472404581,,2019-01-02 03:00:00,2019-01-02 04:00:00,,EOM,1546394400.0
0,63167.53424657534,63167.53424657534,38.12785182345564,38.12785182345564,,2019-01-02 04:00:00,2019-01-02 05:00:00,,EOM,1546398000.0
0,0,0,3000.0,3000.0,,2019-01-02 05:00:00,2019-01-02 06:00:00,,EOM,1546401600.0
0,67974.93150684932,67974.93150684932,35.47297651001674,35.47297651001674,,2019-01-02 06:00:00,2019-01-02 07:00:00,,EOM,1546405200.0
0,64620.08163265306,64620.08163265306,50.76340244116726,50.76340244116726,,2019-01-02 07:00:00,2019-01-02 08:00:00,,EOM,1546408800.0
0,0,0,3000.0,3000.0,,2019-01-02 08:00:00,2019-01-02 09:00:00,,EOM,1546412400.0
0,53299.808219178085,53299.808219178085,29.93121688340288,29.93121688340288,,2019-01-02 09:00:00,2019-01-02 10:00:00,,EOM,1546416000.0
0,58240.78911564626,58240.78911564626,46.504601809014886,46.504601809014886,,2019-01-02 10:00:00,2019-01-02 11:00:00,,EOM,1546419600.0
0,0,0,3000.0,3000.0,,2019-01-02 11:00:00,2019-01-02 12:00:00,,EOM,1546423200.0
0,66021.67123287672,66021.67123287672,40.72081409637937,40.72081409637937,,2019-01-02 12:00:00,2019-01-02 13:00:00,,EOM,1546426800.0
0,59468.598639455784,59468.598639455784,52.070738198807504,52.070738198807504,,2019-01-02 13:00:00,2019-01-02 14:00:00,,EOM,1546430400.0
0,0,0,3000.0,3000.0,,2019-01-02 14:00:00,2019-01-02 15:00:00,,EOM,1546434000.0
0,60446.884353741494,60446.884353741494,38.49346715824017,38.49346715824017,,2019-01-02 15:00:00,2019-01-02 16:00:00,,EOM,1546437600.0
0,62912.380952380954,62912.380952380954,61.70524802128638,61.70524802128638,,2019-01-02 16:00:00,2019-01-02 17:00:00,,EOM,1546441200.0
0,0,0,3000.0,3000.0,,2019-01-02 17:00:00,2019-01-02 18:00:00,,EOM,1546444800.0
0,56080.65306122449,56080.65306122449,36.278856454983895,36.278856454983895,,2019-01-02 18:00:00,2019-01-02 19:00:00,,EOM,1546448400.0
0,53998.02739726027,53998.02739726027,30.817781295609525,30.817781295609525,,2019-01-02 19:00:00,2019-01-02 20:00:00,,EOM,1546452000.0
0,0,0,3000.0,3000.0,,2019-01-02 20:00:00,2019-01-02 21:00:00,,EOM,1546455600.0
0,63982.31292517007,63982.31292517007,31.437177446072706,31.437177446072706,,2019-01-02 21:00:00,2019-01-02 22:00:00,,EOM,1546459200.0
0,61099.232876712325,61099.232876712325,37.51471997112466,37.51471997112466,,2019-01-02 22:00:00,2019-01-02 23:00:00,,EOM,1546462800.0
0,0,0,3000.0,3000.0,,2019-01-02 23:00:00,2019-01-03,,EOM,1546466400.0
0,59338.191780821915,59338.191780821915,36.11194043540051,36.11194043540051,,2019-01-03,2019-01-03 01:00:00,,EOM,1546470000.0
0,66368.78911564626,66368.78911564626,37.743883528516264,37.743883528516264,,2019-01-03 01:00:00,2019-01-03 02:00:00,,EOM,1546473600.0
0,0,0,3000.0,3000.0,,2019-01-03 02:00:00,2019-01-03 03:00:00,,EOM,1546477200.0
0,60322.98630136986,60322.98630136986,27.636113872162735,27.636113872162735,,2019-01-03 03:00:00,2019-01-03 04:00:00,,EOM,1546480800.0
0,51201.08843537415,51201.08843537415,30.118471324955046,30.118471324955046,,2019-01-03 04:00:00,2019-01-03 05:00:00,,EOM,1546484400.0
0,0,0,3000.0,3000.0,,2019-01-03 05:00:00,2019-01-03 06:00:00,,EOM,1546488000.0
0,61383.78231292517,61383.78231292517,46.06453092494619,46.06453092494619,,2019-01-03 06:00:00,2019-01-03 07:00:00,,EOM,1546491600.0
0,62858.25850340136,62858.25850340136,57.2087933632497,57.2087933632497,,2019-01-03 07:00:00,2019-01-03 08:00:00,,EOM,1546495200.0
0,0,0,3000.0,3000.0,,2019-01-03 08:00:00,2019-01-03 09:00:00,,EOM,1546498800.0
0,57902.25850340136,57902.25850340136,30.12436289304998,30.12436289304998,,2019-01-03 09:00:00,2019-01-03 10:00:00,,EOM,1546502400.0
0,61407.890410958906,61407.890410958906,50.16923779406736,50.16923779406736,,2019-01-03 10:00:00,2019-01-03 11:00:00,,EOM,1546506000.0
0,0,0,3000.0,3000.0,,2019-01-03 11:00:00,2019-01-03 12:00:00,,EOM,1546509600.0
0,55644.29931972789,55644.29931972789,40.00335099121898,40.00335099121898,,2019-01-03 12:00:00,2019-01-03 13:00:00,,EOM,1546513200.0
0,47711.58904109589,47711.58904109589,41.539703670917625,41.539703670917625,,2019-01-03 13:00:00,2019-01-03 14:00:00,,EOM,1546516800.0
0,0,0,3000.0,3000.0,,2019-01-03 14:00:00,2019-01-03 15:00:00,,EOM,1546520400.0
0,59735.727891156464,59735.727891156464,38.014561663076336,38.014561663076336,,2019-01-03 15:00:00,2019-01-03 16:00:00,,EOM,1546524000.0
0,63046.08219178082,63046.08219178082,65.01236692244402,65.01236692244402,,2019-01-03 16:00:00,2019-01-03 17:00:00,,EOM,1546527600.0
0,0,0,3000.0,3000.0,,2019-01-03 17:00:00,2019-01-03 18:00:00,,EOM,1546531200.0
0,53035.86301369863,53035.86301369863,36.030706358646334,36.030706358646334,,2019-01-03 18:00:00,2019-01-03 19:00:00,,EOM,1546534800.0
0,58398.25850340136,58398.25850340136,52.27512158558168,52.27512158558168,,2019-01-03 19:00:00,2019-01-03 20:00:00,,EOM,1546538400.0
0,0,0,3000.0,3000.0,,2019-01-03 20:00:00,2019-01-03 21:00:00,,EOM,1546542000.0
0,56901.643835616436,56901.643835616436,45.05031540131431,45.05031540131431,,2019-01-03 21:00:00,2019-01-03 22:00:00,,EOM,1546545600.0
0,50953.95918367347,50953.95918367347,45.239039664246604,45.239039664246604,,2019-01-03 22:00:00,2019-01-03 23:00:00,,EOM,1546549200.0
0,0,0,3000.0,3000.0,,2019-01-03 23:00:00,2019-01-04,,EOM,1546552800.0
0,61290.82993197279,61290.82993197279,37.770895564501494,37.770895564501494,,2019-01-04,2019-01-04 01:00:00,,EOM,1546556400.0
0,52741.52380952381,52741.52380952381,41.08913095551215,41.08913095551215,,2019-01-04 01:00:00,2019-01-04 02:00:00,,EOM,1546560000.0
0,0,0,3000.0,3000.0,,2019-01-04 02:00:00,2019-01-04 03:00:00,,EOM,1546563600.0
0,39889.4149659864,39889.4149659864,32.19029838219551,32.19029838219551,,2019-01-04 03:00:00,2019-01-04 04:00:00,,EOM,1546567200.0
0,52303.3698630137,52303.3698630137,34.5874605895543,34.5874605895543,,2019-01-04 04:00:00,2019-01-04 05:00:00,,EOM,1546570800.0
0,0,0,3000.0,3000.0,,2019-01-04 05:00:00,2019-01-04 06:00:00,,EOM,1546574400.0
0,56978.34013605442,56978.34013605442,45.65797955369128,45.65797955369128,,2019-01-04 06:00:00,2019-01-04 07:00:00,,EOM,1546578000.0
0,47329.75342465754,47329.75342465754,45.11112316775832,45.11112316775832,,2019-01-04 07:00:00,2019-01-04 08:00:00,,EOM,1546581600.0
0,0,0,3000.0,3000.0,,2019-01-04 08:00:00,2019-01-04 09:00:00,,EOM,1546585200.0
0,52779.91780821918,52779.91780821918,36.12925184376248,36.12925184376248,,2019-01-04 09:00:00,2019-01-04 10:00:00,,EOM,1546588800.0
0,53289.551020408166,53289.551020408166,43.071008062055824,43.071008062055824,,2019-01-04 10:00:00,2019-01-04 11:00:00,,EOM,1546592400.0
0,0,0,3000.0,3000.0,,2019-01-04 11:00:00,2019-01-04 12:00:00,,EOM,1546596000.0
0,47158.08219178082,47158.08219178082,34.75146071025252,34.75146071025252,,2019-01-04 12:00:00,2019-01-04 13:00:00,,EOM,1546599600.0
0,62077.333333333336,62077.333333333336,51.18403319500121,51.18403319500121,,2019-01-04 13:00:00,2019-01-04 14:00:00,,EOM,1546603200.0
0,0,0,3000.0,3000.0,,2019-01-04 14:00:00,2019-01-04 15:00:00,,EOM,1546606800.0
0,61204.707482993195,61204.707482993195,44.08452733135696,44.08452733135696,,2019-01-04 15:00:00,2019-01-04 16:00:00,,EOM,1546610400.0
0,48101.85034013606,48101.85034013606,43.9017362745325,43.9017362745325,,2019-01-04 16:00:00,2019-01-04 17:00:00,,EOM,1546614000.0
0,0,0,3000.0,3000.0,,2019-01-04 17:00:00,2019-01-04 18:00:00,,EOM,1546617600.0
0,57146.82993197279,57146.82993197279,37.47469706765095,37.47469706765095,,2019-01-04 18:00:00,2019-01-04 19:00:00,,EOM,1546621200.0
0,61908.68493150685,61908.68493150685,52.183093487321855,52.183093487321855,,2019-01-04 19:00:00,2019-01-04 20:00:00,,EOM,1546624800.0
0,0,0,3000.0,3000.0,,2019-01-04 20:00:00,2019-01-04 21:00:00,,EOM,1546628400.0
0,46443.04761904762,46443.04761904762,34.02913738738739,34.02913738738739,,2019-01-04 21:00:00,2019-01-04 22:00:00,,EOM,1546632000.0
0,58211.01369863014,58211.01369863014,51.80561014693553,51.80561014693553,,2019-01-04 22:00:00,2019-01-04 23:00:00,,EOM,1546635600.0
0,0,0,3000.0,3000.0,,2019-01-04 23:00:00,2019-01-05,,EOM,1546639200.0
0,58690.5850340136,58690.5850340136,42.907261638151695,42.907261638151695,,2019-01-05,2019-01-05 01:00:00,,EOM,1546642800.0
0,49966.30136986302,49966.30136986302,44.04541109208159,44.04541109208159,,2019-01-05 01:00:00,2019-01-05 02:00:00,,EOM,1546646400.0
0,0,0,3000.0,3000.0,,2019-01-05 02:00:00,2019-01-05 03:00:00,,EOM,1546650000.0
0,56714.57534246575,56714.57534246575,38.329282153598285,38.329282153598285,,2019-01-05 03:00:00,2019-01-05 04:00:00,,EOM,1546653600.0
0,52734.69387755102,52734.69387755102,43.64952784267622,43.64952784267622,,2019-01-05 04:00:00,2019-01-05 05:00:00,,EOM,1546657200.0
0,0,0,3000.0,3000.0,,2019-01-05 05:00:00,2019-01-05 06:00:00,,EOM,1546660800.0
0,45992.49315068493,45992.49315068493,31.32017396907217,31.32017396907217,,2019-01-05 06:00:00,2019-01-05 07:00:00,,EOM,1546664400.0
0,53770.12244897959,53770.12244897959,45.199676577559,45.199676577559,,2019-01-05 07:00:00,2019-01-05 08:00:00,,EOM,1546668000.0
0,0,0,3000.0,3000.0,,2019-01-05 08:00:00,2019-01-05 09:00:00,,EOM,1546671600.0
0,55843.945578231294,55843.945578231294,41.21382011920218,41.21382011920218,,2019-01-05 09:00:00,2019-01-05 10:00:00,,EOM,1546675200.0
0,53224.54421768708,53224.54421768708,37.183735315786045,37.183735315786045,,2019-01-05 10:00:00,2019-01-05 11:00:00,,EOM,1546678800.0
0,0,0,3000.0,3000.0,,2019-01-05 11:00:00,2019-01-05 12:00:00,,EOM,1546682400.0
0,52407.5918367347,52407.5918367347,35.29233874764596,35.29233874764596,,2019-01-05 12:00:00,2019-01-05 13:00:00,,EOM,1546686000.0
0,56467.04109589041,56467.04109589041,45.86506493849214,45.86506493849214,,2019-01-05 13:00:00,2019-01-05 14:00:00,,EOM,1546689600.0
0,0,0,3000.0,3000.0,,2019-01-05 14:00:00,2019-01-05 15:00:00,,EOM,1546693200.0
0,46155.70068027211,46155.70068027211,32.58017217184801,32.58017217184801,,2019-01-05 15:00:00,2019-01-05 16:00:00,,EOM,1546696800.0
0,53284.54794520548,53284.54794520548,43.59748475665417,43.59748475665417,,2019-01-05 16:00:00,2019-01-05 17:00:00,,EOM,1546700400.0
0,0,0,3000.0,3000.0,,2019-01-05 17:00:00,2019-01-05 18:00:00,,EOM,1546704000.0
0,52382.57534246575,52382.57534246575,41.83001474542476,41.83001474542476,,2019-01-05 18:00:00,2019-01-05 19:00:00,,EOM,1546707600.0
0,50288.65306122449,50288.65306122449,42.979044121045916,42.979044121045916,,2019-01-05 19:00:00,2019-01-05 20:00:00,,EOM,1546711200.0
0,0,0,3000.0,3000.0,,2019-01-05 20:00:00,2019-01-05 21:00:00,,EOM,1546714800.0
0,60036.520547945205,60036.520547945205,36.34682698857186,36.34682698857186,,2019-01-05 21:00:00,2019-01-05 22:00:00,,EOM,1546718400.0
0,59208.680272108846,59208.680272108846,45.627981165603735,45.627981165603735,,2019-01-05 22:00:00,2019-01-05 23:00:00,,EOM,1546722000.0
0,0,0,3000.0,3000.0,,2019-01-05 23:00:00,2019-01-06,,EOM,1546725600.0
0,48217.986394557825,48217.986394557825,38.5888157591002,38.5888157591002,,2019-01-06,2019-01-06 01:00:00,,EOM,1546729200.0
0,54149.44217687075,54149.44217687075,40.25583427955344,40.25583427955344,,2019-01-06 01:00:00,2019-01-06 02:00:00,,EOM,1546732800.0
0,0,0,3000.0,3000.0,,2019-01-06 02:00:00,2019-01-06 03:00:00,,EOM,1546736400.0
0,61692.95238095238,61692.95238095238,35.76956358222513,35.76956358222513,,2019-01-06 03:00:00,2019-01-06 04:00:00,,EOM,1546740000.0
0,54952.10884353742,54952.10884353742,42.88721674715512,42.88721674715512,,2019-01-06 04:00:00,2019-01-06 05:00:00,,EOM,1546743600.0
0,0,0,3000.0,3000.0,,2019-01-06 05:00:00,2019-01-06 06:00:00,,EOM,1546747200.0
0,54723.70068027211,54723.70068027211,39.11993806985306,39.11993806985306,,2019-01-06 06:00:00,2019-01-06 07:00:00,,EOM,1546750800.0
0,59530.05479452055,59530.05479452055,45.7938126286609,45.7938126286609,,2019-01-06 07:00:00,2019-01-06 08:00:00,,EOM,1546754400.0
0,0,0,3000.0,3000.0,,2019-01-06 08:00:00,2019-01-06 09:00:00,,EOM,1546758000.0
0,52319.78231292517,52319.78231292517,39.837503799319734,39.837503799319734,,2019-01-06 09:00:00,2019-01-06 10:00:00,,EOM,1546761600.0
0,46550.356164383564,46550.356164383564,44.213666021957025,44.213666021957025,,2019-01-06 10:00:00,2019-01-06 11:00:00,,EOM,1546765200.0
0,0,0,3000.0,3000.0,,2019-01-06 11:00:00,2019-01-06 12:00:00,,EOM,1546768800.0
0,56277.20547945205,56277.20547945205,40.67263307987697,40.67263307987697,,2019-01-06 12:00:00,2019-01-06 13:00:00,,EOM,1546772400.0
0,56226.06802721089,56226.06802721089,47.00680149819577,47.00680149819577,,2019-01-06 13:00:00,2019-01-06 14:00:00,,EOM,1546776000.0
0,0,0,3000.0,3000.0,,2019-01-06 14:00:00,2019-01-06 15:00:00,,EOM,1546779600.0
0,52835.58904109589,52835.58904109589,38.94967135182472,38.94967135182472,,2019-01-06 15:00:00,2019-01-06 16:00:00,,EOM,1546783200.0
0,59532.97959183674,59532.97959183674,47.097034064810714,47.097034064810714,,2019-01-06 16:00:00,2019-01-06 17:00:00,,EOM,1546786800.0
0,0,0,3000.0,3000.0,,2019-01-06 17:00:00,2019-01-06 18:00:00,,EOM,1546790400.0
0,56264.272108843536,56264.272108843536,36.0412329189073,36.0412329189073,,2019-01-06 18:00:00,2019-01-06 19:00:00,,EOM,1546794000.0
0,45713.034013605444,45713.034013605444,40.69233724560055,40.69233724560055,,2019-01-06 19:00:00,2019-01-06 20:00:00,,EOM,1546797600.0
0,0,0,3000.0,3000.0,,2019-01-06 20:00:00,2019-01-06 21:00:00,,EOM,1546801200.0
0,55225.60544217687,55225.60544217687,43.21634826935948,43.21634826935948,,2019-01-06 21:00:00,2019-01-06 22:00:00,,EOM,1546804800.0
0,57739.78082191781,57739.78082191781,47.68632180312049,47.68632180312049,,2019-01-06 22:00:00,2019-01-06 23:00:00,,EOM,1546808400.0
0,0,0,3000.0,3000.0,,2019-01-06 23:00:00,2019-01-07,,EOM,1546812000.0
0,50537.19727891157,50537.19727891157,37.55013042213955,37.55013042213955,,2019-01-07,2019-01-07 01:00:00,,EOM,1546815600.0
0,53850.739726027394,53850.739726027394,45.27306352711036,45.27306352711036,,2019-01-07 01:00:00,2019-01-07 02:00:00,,EOM,1546819200.0
0,0,0,3000.0,3000.0,,2019-01-07 02:00:00,2019-01-07 03:00:00,,EOM,1546822800.0
0,52876.49315068493,52876.49315068493,36.15548948926145,36.15548948926145,,2019-01-07 03:00:00,2019-01-07 04:00:00,,EOM,1546826400.0
0,47524.925170068025,47524.925170068025,35.87439007828916,35.87439007828916,,2019-01-07 04:00:00,2019-01-07 05:00:00,,EOM,1546830000.0
0,0,0,3000.0,3000.0,,2019-01-07 05:00:00,2019-01-07 06:00:00,,EOM,1546833600.0
0,55952.98630136986,55952.98630136986,38.05843521372063,38.05843521372063,,2019-01-07 06:00:00,2019-01-07 07:00:00,,EOM,1546837200.0
0,55262.1768707483,55262.1768707483,40.01277177527841,40.01277177527841,,2019-01-07 07:00:00,2019-01-07 08:00:00,,EOM,1546840800.0
0,0,0,3000.0,3000.0,,2019-01-07 08:00:00,2019-01-07 09:00:00,,EOM,1546844400.0
0,49091.42465753425,49091.42465753425,34.654656899657894,34.654656899657894,,2019-01-07 09:00:00,2019-01-07 10:00:00,,EOM,1546848000.0
0,54661.8231292517,54661.8231292517,43.425902863392714,43.425902863392714,,2019-01-07 10:00:00,2019-01-07 11:00:00,,EOM,1546851600.0
0,0,0,3000.0,3000.0,,2019-01-07 11:00:00,2019-01-07 12:00:00,,EOM,1546855200.0
0,52937.06122448979,52937.06122448979,37.9454540132304,37.9454540132304,,2019-01-07 12:00:00,2019-01-07 13:00:00,,EOM,1546858800.0
0,46053.52380952381,46053.52380952381,37.50324899341626,37.50324899341626,,2019-01-07 13:00:00,2019-01-07 14:00:00,,EOM,1546862400.0
0,0,0,3000.0,3000.0,,2019-01-07 14:00:00,2019-01-07 15:00:00,,EOM,1546866000.0
0,61772.10884353742,61772.10884353742,39.60360324749647,39.60360324749647,,2019-01-07 15:00:00,2019-01-07 16:00:00,,EOM,1546869600.0
0,56278.30136986302,56278.30136986302,45.137545975495,45.137545975495,,2019-01-07 16:00:00,2019-01-07 17:00:00,,EOM,1546873200.0
0,0,0,3000.0,3000.0,,2019-01-07 17:00:00,2019-01-07 18:00:00,,EOM,1546876800.0
0,45625.17006802721,45625.17006802721,34.364323241439536,34.364323241439536,,2019-01-07 18:00:00,2019-01-07 19:00:00,,EOM,1546880400.0
0,59080.49315068493,59080.49315068493,41.51998906121236,41.51998906121236,,2019-01-07 19:00:00,2019-01-07 20:00:00,,EOM,1546884000.0
0,0,0,3000.0,3000.0,,2019-01-07 20:00:00,2019-01-07 21:00:00,,EOM,1546887600.0
0,59206.79452054795,59206.79452054795,37.457516924806,37.457516924806,,2019-01-07 21:00:00,2019-01-07 22:00:00,,EOM,1546891200.0
0,45285.90476190476,45285.90476190476,41.38078152185689,41.38078152185689,,2019-01-07 22:00:00,2019-01-07 23:00:00,,EOM,1546894800.0
0,0,0,3000.0,3000.0,,2019-01-07 23:00:00,2019-01-08,,EOM,1546898400.0
0,57503.479452054795,57503.479452054795,39.978288337414384,39.978288337414384,,2019-01-08,2019-01-08 01:00:00,,EOM,1546902000.0
0,58972.65306122449,58972.65306122449,43.250952628059345,43.250952628059345,,2019-01-08 01:00:00,2019-01-08 02:00:00,,EOM,1546905600.0
0,0,0,3000.0,3000.0,,2019-01-08 02:00:00,2019-01-08 03:00:00,,EOM,1546909200.0
0,46643.401360544216,46643.401360544216,34.5756453810412,34.5756453810412,,2019-01-08 03:00:00,2019-01-08 04:00:00,,EOM,1546912800.0
0,59710.39455782313,59710.39455782313,44.167049964625846,44.167049964625846,,2019-01-08 04:00:00,2019-01-08 05:00:00,,EOM,1546916400.0
0,0,0,3000.0,3000.0,,2019-01-08 05:00:00,2019-01-08 06:00:00,,EOM,1546920000.0
0,58752.4081632653,58752.4081632653,42.694228666445206,42.694228666445206,,2019-01-08 06:00:00,2019-01-08 07:00:00,,EOM,1546923600.0
0,47896.95890410959,47896.95890410959,42.512988250971006,42.512988250971006,,2019-01-08 07:00:00,2019-01-08 08:00:00,,EOM,1546927200.0
0,0,0,3000.0,3000.0,,2019-01-08 08:00:00,2019-01-08 09:00:00,,EOM,1546930800.0
0,56342.421768707485,56342.421768707485,38.91072192041656,38.91072192041656,,2019-01-08 09:00:00,2019-01-08 10:00:00,,EOM,1546934400.0
0,61322.98630136986,61322.98630136986,47.46529907947359,47.46529907947359,,2019-01-08 10:00:00,2019-01-08 11:00:00,,EOM,1546938000.0
0,0,0,3000.0,3000.0,,2019-01-08 11:00:00,2019-01-08 12:00:00,,EOM,1546941600.0
0,50227.12328767123,50227.12328767123,29.088334053358057,29.088334053358057,,2019-01-08 12:00:00,2019-01-08 13:00:00,,EOM,1546945200.0
0,57714.31292517007,57714.31292517007,37.735017448837255,37.735017448837255,,2019-01-08 13:00:00,2019-01-08 14:00:00,,EOM,1546948800.0
0,0,0,3000.0,3000.0,,2019-01-08 14:00:00,2019-01-08 15:00:00,,EOM,1546952400.0
0,47871.45205479452,47871.45205479452,37.14780694205468,37.14780694205468,,2019-01-08 15:00:00,2019-01-08 16:00:00,,EOM,1546956000.0
0,52247.537414965984,52247.537414965984,39.21924309120712,39.21924309120712,,2019-01-08 16:00:00,2019-01-08 17:00:00,,EOM,1546959600.0
0,0,0,3000.0,3000.0,,2019-01-08 17:00:00,2019-01-08 18:00:00,,EOM,1546963200.0
0,61125.58904109589,61125.58904109589,34.77467978221418,34.77467978221418,,2019-01-08 18:00:00,2019-01-08 19:00:00,,EOM,1546966800.0
0,61001.68707482993,61001.68707482993,38.45686953271613,38.45686953271613,,2019-01-08 19:00:00,2019-01-08 20:00:00,,EOM,1546970400.0
0,0,0,3000.0,3000.0,,2019-01-08 20:00:00,2019-01-08 21:00:00,,EOM,1546974000.0
0,48983.56462585034,48983.56462585034,30.207611315359472,30.207611315359472,,2019-01-08 21:00:00,2019-01-08 22:00:00,,EOM,1546977600.0
0,55859.48299319728,55859.48299319728,39.44061788107281,39.44061788107281,,2019-01-08 22:00:00,2019-01-08 23:00:00,,EOM,1546981200.0
0,0,0,3000.0,3000.0,,2019-01-08 23:00:00,2019-01-09,,EOM,1546984800.0
0,59364.21768707483,59364.21768707483,41.033446779803924,41.033446779803924,,2019-01-09,2019-01-09 01:00:00,,EOM,1546988400.0
0,58194.71232876712,58194.71232876712,40.430054887925834,40.430054887925834,,2019-01-09 01:00:00,2019-01-09 02:00:00,,EOM,1546992000.0
0,0,0,3000.0,3000.0,,2019-01-09 02:00:00,2019-01-09 03:00:00,,EOM,1546995600.0
0,62111.67346938775,62111.67346938775,40.49243392031998,40.49243392031998,,2019-01-09 03:00:00,2019-01-09 04:00:00,,EOM,1546999200.0
0,57924.0,57924.0,44.74949592639116,44.74949592639116,,2019-01-09 04:00:00,2019-01-09 05:00:00,,EOM,1547002800.0
0,0,0,3000.0,3000.0,,2019-01-09 05:00:00,2019-01-09 06:00:00,,EOM,1547006400.0
0,51175.34246575343,51175.34246575343,29.29303238069885,29.29303238069885,,2019-01-09 06:00:00,2019-01-09 07:00:00,,EOM,1547010000.0
0,57287.56462585034,57287.56462585034,40.82765705051651,40.82765705051651,,2019-01-09 07:00:00,2019-01-09 08:00:00,,EOM,1547013600.0
0,0,0,3000.0,3000.0,,2019-01-09 08:00:00,2019-01-09 09:00:00,,EOM,1547017200.0
0,60758.27397260274,60758.27397260274,45.335652126839165,45.335652126839165,,2019-01-09 09:00:00,2019-01-09 10:00:00,,EOM,1547020800.0
0,50926.25850340136,50926.25850340136,41.31877779828659,41.31877779828659,,2019-01-09 10:00:00,2019-01-09 11:00:00,,EOM,1547024400.0
0,0,0,3000.0,3000.0,,2019-01-09 11:00:00,2019-01-09 12:00:00,,EOM,1547028000.0
0,58538.80272108843,58538.80272108843,38.250381963450224,38.250381963450224,,2019-01-09 12:00:00,2019-01-09 13:00:00,,EOM,1547031600.0
0,63053.87755102041,63053.87755102041,73.6443801659097,73.6443801659097,,2019-01-09 13:00:00,2019-01-09 14:00:00,,EOM,1547035200.0
0,0,0,3000.0,3000.0,,2019-01-09 14:00:00,2019-01-09 15:00:00,,EOM,1547038800.0
0,55606.82993197279,55606.82993197279,40.82462084582732,40.82462084582732,,2019-01-09 15:00:00,2019-01-09 16:00:00,,EOM,1547042400.0
0,53867.67123287671,53867.67123287671,45.50363199008339,45.50363199008339,,2019-01-09 16:00:00,2019-01-09 17:00:00,,EOM,1547046000.0
0,63866.82993197279,63866.82993197279,37.73964291246325,37.73964291246325,,2019-01-09 18:00:00,2019-01-09 19:00:00,,EOM,1547053200.0
0,62623.12328767123,62623.12328767123,43.9988268895835,43.9988268895835,,2019-01-09 19:00:00,2019-01-09 20:00:00,,EOM,1547056800.0
0,0,0,3000.0,3000.0,,2019-01-09 20:00:00,2019-01-09 21:00:00,,EOM,1547060400.0
0,60838.47619047619,60838.47619047619,33.6052576468792,33.6052576468792,,2019-01-09 21:00:00,2019-01-09 22:00:00,,EOM,1547064000.0
