,time,energy_cashflow,energy_generation_costs,heat,power,simulation,soc,total_costs,unit
16023,2013-01-28 16:00:00.000000,137652.00889765332,137652.00889765332,0.0,1525.411578153736,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_1
16045,2013-01-28 16:00:00.000000,331115.4055520771,55.039582499999995,0.0,3669.3055,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,55.039582499999995,wind_onshore_00_0
16044,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_09_2
16043,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_09_1
16042,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_09_0
16041,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_07_1
16039,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_3
16038,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_2
16037,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_1
16036,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_0
16040,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_07_0
16026,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_4
16034,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_04_1
16033,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_04_0
16032,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_03_2
16031,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_03_1
16030,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_03_0
16029,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_01_2
16028,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_01_1
16027,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_01_0
16035,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_04_2
16025,2013-01-28 16:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_3
16165,2013-01-28 17:00:00.000000,28691.352192816637,0.0,,317.94756341224166,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.07263851883190947,0.0,battery_03_0
16166,2013-01-28 17:00:00.000000,64791.787215970806,0.0,,718.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.4931433118912344,0.0,battery_03_1
16167,2013-01-28 17:00:00.000000,23.734729581548976,0.0,,0.26301999947535826,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,6.006747693387826e-05,0.0,battery_03_2
16168,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_04_0
16173,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_2
16170,2013-01-28 17:00:00.000000,75440.01965536433,0.0,,836.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.3883560323331714,0.0,battery_04_2
16171,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_0
16172,2013-01-28 17:00:00.000000,51.09244789612688,0.0,,0.5661886971436498,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.00014272163656647852,0.0,battery_06_1
16164,2013-01-28 17:00:00.000000,45480.58601232491,0.0,,504.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.49254922187684125,0.0,battery_01_1
16169,2013-01-28 17:00:00.000000,75530.25891332529,0.0,,837.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.1635573087529332,0.0,battery_04_1
16163,2013-01-28 17:00:00.000000,45209.868238442024,0.0,,501.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.2981857762723322,0.0,battery_01_0
16152,2013-01-28 17:00:00.000000,389945.20230560243,64.818552,0.0,4321.2368,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,64.818552,wind_onshore_07_0
16161,2013-01-28 17:00:00.000000,148.00217288920794,0.0,,1.6401084875191938,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.000397031992819985,0.0,battery_00_0
16160,2013-01-28 17:00:00.000000,38532.16314933082,0.0,,427.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.16425885173128074,0.0,battery_09
16159,2013-01-28 17:00:00.000000,19.115541333744236,0.0,,0.21183176552730185,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.00016210097838176285,0.0,battery_08
16158,2013-01-28 17:00:00.000000,57335.791662888216,0.0,,635.3752563844432,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.1636640800718968,0.0,battery_07
16157,2013-01-28 17:00:00.000000,13.015006581479044,0.0,,0.14422776600301157,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,6.959510070003727e-05,0.0,battery_05
16156,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_02
16155,2013-01-28 17:00:00.000000,389945.20230560243,64.818552,0.0,4321.2368,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,64.818552,wind_onshore_07_3
16154,2013-01-28 17:00:00.000000,389945.20230560243,64.818552,0.0,4321.2368,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,64.818552,wind_onshore_07_2
16153,2013-01-28 17:00:00.000000,389945.20230560243,64.818552,0.0,4321.2368,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,64.818552,wind_onshore_07_1
16174,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Tanzmühle - Rabenleite
16162,2013-01-28 17:00:00.000000,100.2947119148529,0.0,,1.111431035461759,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.00026824361783717166,0.0,battery_00_1
16175,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Schwarzenbachwerk
16199,2013-01-28 17:00:00.000000,-5842622.1621942185,194237706.32251075,,-64745.902107503585,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,demand
16177,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Leitzach I
16151,2013-01-28 17:00:00.000000,296268.523458614,49.247167499999996,0.0,3283.1445,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,49.247167499999996,wind_onshore_06_1
16198,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Goldisthal
16197,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Markersbach
16196,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.3877787807814457e-17,0.0,Wehr
16195,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldeck II
16194,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Säckingen
16193,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Hohenwarte II
16192,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Witznau
16191,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,2.7755575615628914e-17,0.0,Erzhausen
16190,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldshut
16176,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Leitzach II
16189,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Langenprozelten
16187,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Koepchenwerk Herdecke II
16186,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Häusern
16185,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldeck I
16184,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.3877787807814457e-17,0.0,Rönkhausen
16183,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Geesthacht
16182,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Reisach - Rabenleite
16181,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Glems
16180,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Wendefurth
16179,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.3877787807814457e-17,0.0,Bleiloch
16178,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Hohenwarte I
16188,2013-01-28 17:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Happurg
16150,2013-01-28 17:00:00.000000,296268.523458614,49.247167499999996,0.0,3283.1445,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,49.247167499999996,wind_onshore_06_0
16149,2013-01-28 17:00:00.000000,357849.8685941077,59.483512499999996,0.0,3965.5675,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,59.483512499999996,wind_onshore_03_1
16148,2013-01-28 17:00:00.000000,357849.8685941077,59.483512499999996,0.0,3965.5675,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,59.483512499999996,wind_onshore_03_0
16121,2013-01-28 17:00:00.000000,120960.46434793058,20.106625499999996,0.0,1340.4416999999999,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,20.106625499999996,wind_onshore_09
16120,2013-01-28 17:00:00.000000,51997.8817964847,8.643336,0.0,576.2224,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,8.643336,wind_onshore_08
16119,2013-01-28 17:00:00.000000,191516.13075941932,31.834725,0.0,2122.315,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,31.834725,wind_onshore_05
16118,2013-01-28 17:00:00.000000,33966.10181613512,5.6460075,0.0,376.40049999999997,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,5.6460075,wind_onshore_04
16117,2013-01-28 17:00:00.000000,216694.41779791313,36.019980000000004,0.0,2401.3320000000003,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,36.019980000000004,wind_onshore_02
16116,2013-01-28 17:00:00.000000,13136.164877080439,2.1835559999999994,0.0,145.57039999999998,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.1835559999999994,wind_onshore_01
16115,2013-01-28 17:00:00.000000,258538.62340825933,42.9755235,0.0,2865.0349,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,42.9755235,wind_offshore_07
16114,2013-01-28 17:00:00.000000,155096.24304080973,25.7808375,0.0,1718.7225,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,25.7808375,wind_offshore_06
16113,2013-01-28 17:00:00.000000,154767.18558665508,25.72614,0.0,1715.076,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,25.72614,wind_offshore_00
16112,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_08
16111,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_05
16110,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_02
16109,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_00
16108,2013-01-28 17:00:00.000000,116679.36054352402,116546.66658858044,0.0,1293.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_09
16107,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_08
16106,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_07
16105,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_06
16104,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_05
16103,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_04
16102,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_03
16101,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_02
16122,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_0
16123,2013-01-28 17:00:00.000000,47648.21239510413,47648.21239510413,0.0,528.0208799557831,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_1
16100,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_00
16125,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_3
16124,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_2
16147,2013-01-28 17:00:00.000000,394078.9002821298,65.505675,0.0,4367.045,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,65.505675,wind_onshore_00_2
16146,2013-01-28 17:00:00.000000,394078.9002821298,65.505675,0.0,4367.045,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,65.505675,wind_onshore_00_1
16145,2013-01-28 17:00:00.000000,394078.9002821298,65.505675,0.0,4367.045,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,65.505675,wind_onshore_00_0
16144,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_09_2
16143,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_09_1
16142,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_09_0
16140,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_07_0
16139,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_3
16138,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_2
16137,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_1
16141,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_07_1
16135,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_04_2
16134,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_04_1
16133,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_04_0
16126,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_4
16132,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_03_2
16131,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_03_1
16130,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_03_0
16129,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_01_2
16128,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_01_1
16127,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_01_0
16136,2013-01-28 17:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_0
16266,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.32899109628133927,0.0,battery_03_1
16267,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_03_2
16268,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_04_0
16273,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_2
16270,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.22452390737299352,0.0,battery_04_2
16271,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_0
16272,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_1
16265,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_03_0
16269,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,6.007034634419872e-05,0.0,battery_04_1
16264,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.32821679104660195,0.0,battery_01_1
16253,2013-01-28 18:00:00.000000,410818.4727992555,68.365956,0.0,4557.7304,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,68.365956,wind_onshore_07_1
16262,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_00_1
16261,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_00_0
16260,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0006513100275111761,0.0,battery_09
16259,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_08
16258,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_07
16257,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_05
16256,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_02
16255,2013-01-28 18:00:00.000000,410818.4727992555,68.365956,0.0,4557.7304,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,68.365956,wind_onshore_07_3
16254,2013-01-28 18:00:00.000000,410818.4727992555,68.365956,0.0,4557.7304,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,68.365956,wind_onshore_07_2
16274,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Tanzmühle - Rabenleite
16263,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.13448958730157393,0.0,battery_01_0
16275,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Schwarzenbachwerk
16287,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Koepchenwerk Herdecke II
16277,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Leitzach I
16252,2013-01-28 18:00:00.000000,410818.4727992555,68.365956,0.0,4557.7304,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,68.365956,wind_onshore_07_0
16299,2013-01-28 18:00:00.000000,-5835977.62250587,194237706.32251075,,-64745.902107503585,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,demand
16298,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Goldisthal
16297,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Markersbach
16296,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.3877787807814457e-17,0.0,Wehr
16295,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldeck II
16294,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Säckingen
16293,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Hohenwarte II
16292,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Witznau
16291,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,2.7755575615628914e-17,0.0,Erzhausen
16276,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Leitzach II
16290,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldshut
16288,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Happurg
16286,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Häusern
16285,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldeck I
16284,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.3877787807814457e-17,0.0,Rönkhausen
16283,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Geesthacht
16282,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Reisach - Rabenleite
16281,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Glems
16280,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Wendefurth
16279,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.3877787807814457e-17,0.0,Bleiloch
16278,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Hohenwarte I
16289,2013-01-28 18:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Langenprozelten
16251,2013-01-28 18:00:00.000000,317258.54953221645,52.79627249999999,0.0,3519.7515,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,52.79627249999999,wind_onshore_06_1
16250,2013-01-28 18:00:00.000000,317258.54953221645,52.79627249999999,0.0,3519.7515,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,52.79627249999999,wind_onshore_06_0
16200,2013-01-28 18:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_00
16222,2013-01-28 18:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_0
