,time,energy_cashflow,energy_generation_costs,heat,power,simulation,soc,total_costs,unit
6238,2013-01-24 14:00:00.000000,61312.338725011425,4.46571,0.0,446.57099999999997,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.46571,solar_06_2
6237,2013-01-24 14:00:00.000000,61312.338725011425,4.46571,0.0,446.57099999999997,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.46571,solar_06_1
6236,2013-01-24 14:00:00.000000,61312.338725011425,4.46571,0.0,446.57099999999997,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.46571,solar_06_0
6240,2013-01-24 14:00:00.000000,67078.79129116154,4.885712000000001,0.0,488.57120000000003,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.885712000000001,solar_07_0
6234,2013-01-24 14:00:00.000000,70335.39359991375,5.122908,0.0,512.2908,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,5.122908,solar_04_1
6233,2013-01-24 14:00:00.000000,70335.39359991375,5.122908,0.0,512.2908,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,5.122908,solar_04_0
6232,2013-01-24 14:00:00.000000,62064.89839022346,4.520523,0.0,452.0523,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.520523,solar_03_2
6225,2013-01-24 14:00:00.000000,1219461.6142910118,935345.0211158312,0.0,8882.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_3
6231,2013-01-24 14:00:00.000000,62064.89839022346,4.520523,0.0,452.0523,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.520523,solar_03_1
6230,2013-01-24 14:00:00.000000,62064.89839022346,4.520523,0.0,452.0523,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.520523,solar_03_0
6229,2013-01-24 14:00:00.000000,46536.35492379322,3.389495,0.0,338.9495,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,3.389495,solar_01_2
6228,2013-01-24 14:00:00.000000,46536.35492379322,3.389495,0.0,338.9495,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,3.389495,solar_01_1
6227,2013-01-24 14:00:00.000000,46536.35492379322,3.389495,0.0,338.9495,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,3.389495,solar_01_0
6226,2013-01-24 14:00:00.000000,1219461.6142910118,862233.0671776625,0.0,8882.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_4
6235,2013-01-24 14:00:00.000000,70335.39359991375,5.122908,0.0,512.2908,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,5.122908,solar_04_2
6366,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_03_1
6367,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_03_2
6368,2013-01-24 15:00:00.000000,119105.76221121309,0.0,,833.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.6166063807316718,0.0,battery_04_0
6373,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_2
6370,2013-01-24 15:00:00.000000,119534.71453610342,0.0,,836.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_04_2
6371,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_0
6372,2013-01-24 15:00:00.000000,92367.73395971628,0.0,,646.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.3481420681107643,0.0,battery_06_1
6365,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.9218818861977685,0.0,battery_03_0
6369,2013-01-24 15:00:00.000000,119677.6986444002,0.0,,837.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_04_1
6364,2013-01-24 15:00:00.000000,19241.801478715286,0.0,,134.57300750358536,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_01_1
6353,2013-01-24 15:00:00.000000,94313.4617054188,9.894120000000001,0.0,659.6080000000001,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,9.894120000000001,wind_onshore_07_1
6362,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_00_1
6361,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_00_0
6360,2013-01-24 15:00:00.000000,61054.21424272268,0.0,,427.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_09
6359,2013-01-24 15:00:00.000000,30455.61506721295,0.0,,213.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.7048667931627882,0.0,battery_08
6358,2013-01-24 15:00:00.000000,90937.89287674853,0.0,,636.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_07
6357,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_05
6356,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,-2.7755575615628914e-17,0.0,battery_02
6355,2013-01-24 15:00:00.000000,94313.4617054188,9.894120000000001,0.0,659.6080000000001,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,9.894120000000001,wind_onshore_07_3
6354,2013-01-24 15:00:00.000000,94313.4617054188,9.894120000000001,0.0,659.6080000000001,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,9.894120000000001,wind_onshore_07_2
6374,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Tanzmühle - Rabenleite
6363,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_01_0
6375,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Schwarzenbachwerk
6387,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Koepchenwerk Herdecke II
6377,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Leitzach I
6352,2013-01-24 15:00:00.000000,94313.4617054188,9.894120000000001,0.0,659.6080000000001,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,9.894120000000001,wind_onshore_07_0
6399,2013-01-24 15:00:00.000000,-9257635.078711651,194237706.32251075,,-64745.902107503585,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,demand
6398,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Goldisthal
6397,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Markersbach
6396,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Wehr
6395,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldeck II
6394,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Säckingen
6393,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Hohenwarte II
6392,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Witznau
6391,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Erzhausen
6376,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Leitzach II
6390,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldshut
6388,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Happurg
6386,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Häusern
6385,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldeck I
6384,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Rönkhausen
6383,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Geesthacht
6382,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Reisach - Rabenleite
6381,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Glems
6380,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Wendefurth
6379,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Bleiloch
6378,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Hohenwarte I
6389,2013-01-24 15:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Langenprozelten
6351,2013-01-24 15:00:00.000000,43497.05260085345,4.563135,0.0,304.209,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.563135,wind_onshore_06_1
6350,2013-01-24 15:00:00.000000,43497.05260085345,4.563135,0.0,304.209,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.563135,wind_onshore_06_0
6300,2013-01-24 15:00:00.000000,181303.84932030996,137086.8687719313,0.0,1268.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_00
6322,2013-01-24 15:00:00.000000,1269984.8498919504,942874.1805018942,0.0,8882.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_0
6321,2013-01-24 15:00:00.000000,48019.08230825807,5.0375265,0.0,335.8351,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,5.0375265,wind_onshore_09
6320,2013-01-24 15:00:00.000000,15844.355008582166,1.66218,0.0,110.812,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,1.66218,wind_onshore_08
6319,2013-01-24 15:00:00.000000,40352.97504351568,4.2333,0.0,282.22,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,4.2333,wind_onshore_05
6318,2013-01-24 15:00:00.000000,9941.828033983022,1.042965,0.0,69.53099999999999,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,1.042965,wind_onshore_04
6317,2013-01-24 15:00:00.000000,22052.439022611517,2.3134499999999996,0.0,154.23,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.3134499999999996,wind_onshore_02
6316,2013-01-24 15:00:00.000000,1242.8893613697114,0.1303875,0.0,8.692499999999999,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.1303875,wind_onshore_01
6315,2013-01-24 15:00:00.000000,66364.12928207501,6.962045999999999,0.0,464.1364,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,6.962045999999999,wind_offshore_07
6314,2013-01-24 15:00:00.000000,25396.837315673074,2.6643,0.0,177.62,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.6643,wind_offshore_06
6312,2013-01-24 15:00:00.000000,2615.293728034642,0.18290800000000002,0.0,18.2908,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.18290800000000002,solar_08
6323,2013-01-24 15:00:00.000000,1269984.8498919504,801505.0892092655,0.0,8882.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_1
6311,2013-01-24 15:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_05
6309,2013-01-24 15:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_00
6308,2013-01-24 15:00:00.000000,184878.45202772933,116546.66658858044,0.0,1293.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_09
6307,2013-01-24 15:00:00.000000,11867.680988632277,8854.468682389921,0.0,83.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_08
6306,2013-01-24 15:00:00.000000,22877.457327483906,16940.333119063143,0.0,160.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_07
6305,2013-01-24 15:00:00.000000,97372.17775010338,62392.80765335312,0.0,681.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_06
6304,2013-01-24 15:00:00.000000,22305.52089429681,14996.926324216032,0.0,156.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_05
6303,2013-01-24 15:00:00.000000,4861.459682090331,3794.0327968455645,0.0,34.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_04
6302,2013-01-24 15:00:00.000000,297835.89758218115,194988.59073867786,0.0,2083.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_03
6301,2013-01-24 15:00:00.000000,21304.63213621939,16451.262335237618,0.0,149.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_02
6349,2013-01-24 15:00:00.000000,82009.32172621059,8.603332499999999,0.0,573.5554999999999,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,8.603332499999999,wind_onshore_03_1
6310,2013-01-24 15:00:00.000000,3331.8728851747564,0.23302400000000004,0.0,23.302400000000002,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.23302400000000004,solar_02
6324,2013-01-24 15:00:00.000000,1269984.8498919504,859732.473968912,0.0,8882.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_2
6313,2013-01-24 15:00:00.000000,20610.301306330253,2.16216,0.0,144.144,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.16216,wind_offshore_00
6326,2013-01-24 15:00:00.000000,1269984.8498919504,862233.0671776625,0.0,8882.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_4
6325,2013-01-24 15:00:00.000000,1269984.8498919504,935345.0211158312,0.0,8882.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_01_3
6347,2013-01-24 15:00:00.000000,72125.83120841265,7.566487499999999,0.0,504.43249999999995,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,7.566487499999999,wind_onshore_00_2
6346,2013-01-24 15:00:00.000000,72125.83120841265,7.566487499999999,0.0,504.43249999999995,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,7.566487499999999,wind_onshore_00_1
6345,2013-01-24 15:00:00.000000,72125.83120841265,7.566487499999999,0.0,504.43249999999995,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,7.566487499999999,wind_onshore_00_0
6344,2013-01-24 15:00:00.000000,32268.653560416053,2.2568,0.0,225.68,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.2568,solar_09_2
6343,2013-01-24 15:00:00.000000,32268.653560416053,2.2568,0.0,225.68,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.2568,solar_09_1
6342,2013-01-24 15:00:00.000000,32268.653560416053,2.2568,0.0,225.68,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.2568,solar_09_0
6341,2013-01-24 15:00:00.000000,631.2462413085997,0.044148,0.0,4.4148,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.044148,solar_07_1
6340,2013-01-24 15:00:00.000000,631.2462413085997,0.044148,0.0,4.4148,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.044148,solar_07_0
6339,2013-01-24 15:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_3
6338,2013-01-24 15:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_2
6348,2013-01-24 15:00:00.000000,82009.32172621059,8.603332499999999,0.0,573.5554999999999,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,8.603332499999999,wind_onshore_03_0
6336,2013-01-24 15:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_0
6337,2013-01-24 15:00:00.000000,0.0,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,0.0,solar_06_1
6328,2013-01-24 15:00:00.000000,16441.084886147924,1.149854,0.0,114.9854,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,1.149854,solar_01_1
6329,2013-01-24 15:00:00.000000,16441.084886147924,1.149854,0.0,114.9854,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,1.149854,solar_01_2
6330,2013-01-24 15:00:00.000000,23996.708330409398,1.678278,0.0,167.8278,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,1.678278,solar_03_0
6331,2013-01-24 15:00:00.000000,23996.708330409398,1.678278,0.0,167.8278,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,1.678278,solar_03_1
6327,2013-01-24 15:00:00.000000,16441.084886147924,1.149854,0.0,114.9854,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,1.149854,solar_01_0
6333,2013-01-24 15:00:00.000000,30310.114438610155,2.1198240000000004,0.0,211.9824,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.1198240000000004,solar_04_0
6334,2013-01-24 15:00:00.000000,30310.114438610155,2.1198240000000004,0.0,211.9824,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.1198240000000004,solar_04_1
6335,2013-01-24 15:00:00.000000,30310.114438610155,2.1198240000000004,0.0,211.9824,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,2.1198240000000004,solar_04_2
6332,2013-01-24 15:00:00.000000,23996.708330409398,1.678278,0.0,167.8278,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,1.678278,solar_03_2
6464,2013-01-24 16:00:00.000000,72163.94528307012,0.0,,504.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.9561216082396821,0.0,battery_01_1
6472,2013-01-24 16:00:00.000000,92495.85050171289,0.0,,646.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.18530205083900803,0.0,battery_06_1
6471,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_0
6470,2013-01-24 16:00:00.000000,119700.51241398139,0.0,,836.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.8361678750398222,0.0,battery_04_2
6469,2013-01-24 16:00:00.000000,119843.69484509858,0.0,,837.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.836502761593411,0.0,battery_04_1
6468,2013-01-24 16:00:00.000000,119270.96512062977,0.0,,833.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.45356541583745624,0.0,battery_04_0
6467,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_03_2
6473,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_06_2
6466,2013-01-24 16:00:00.000000,29606.92054295856,0.0,,206.77760750356086,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_03_1
6465,2013-01-24 16:00:00.000000,102518.62067991708,0.0,,716.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.9218818861977685,0.0,battery_03_0
6463,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,1.0,0.0,battery_01_0
6458,2013-01-24 16:00:00.000000,91064.02619054086,0.0,,636.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.8361749944150407,0.0,battery_07
6461,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_00_0
6460,2013-01-24 16:00:00.000000,61138.89808704551,0.0,,427.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.8363924582962304,0.0,battery_09
6459,2013-01-24 16:00:00.000000,30497.857827964155,0.0,,213.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.5418718414407557,0.0,battery_08
6457,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_05
6456,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,-2.7755575615628914e-17,0.0,battery_02
6455,2013-01-24 16:00:00.000000,104234.23256956339,10.91973,0.0,727.982,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,10.91973,wind_onshore_07_3
6454,2013-01-24 16:00:00.000000,104234.23256956339,10.91973,0.0,727.982,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,10.91973,wind_onshore_07_2
6453,2013-01-24 16:00:00.000000,104234.23256956339,10.91973,0.0,727.982,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,10.91973,wind_onshore_07_1
6452,2013-01-24 16:00:00.000000,104234.23256956339,10.91973,0.0,727.982,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,10.91973,wind_onshore_07_0
6474,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Tanzmühle - Rabenleite
6462,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,battery_00_1
6475,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Schwarzenbachwerk
6451,2013-01-24 16:00:00.000000,50180.144356628174,5.256944999999999,0.0,350.46299999999997,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,5.256944999999999,wind_onshore_06_1
6477,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Leitzach I
6499,2013-01-24 16:00:00.000000,-9270475.668628776,194237706.32251075,,-64745.902107503585,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,demand
6498,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Goldisthal
6497,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Markersbach
6496,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Wehr
6495,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldeck II
6494,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Säckingen
6493,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Hohenwarte II
6492,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Witznau
6491,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Erzhausen
6490,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldshut
6476,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Leitzach II
6489,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Langenprozelten
6487,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Koepchenwerk Herdecke II
6486,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Häusern
6485,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Waldeck I
6484,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Rönkhausen
6483,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Geesthacht
6482,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Reisach - Rabenleite
6481,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Glems
6480,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Wendefurth
6479,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Bleiloch
6478,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Hohenwarte I
6488,2013-01-24 16:00:00.000000,0.0,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,0.0,Happurg
6450,2013-01-24 16:00:00.000000,50180.144356628174,5.256944999999999,0.0,350.46299999999997,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,5.256944999999999,wind_onshore_06_0
6449,2013-01-24 16:00:00.000000,97158.08523253568,10.1784225,0.0,678.5615,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,10.1784225,wind_onshore_03_1
6448,2013-01-24 16:00:00.000000,97158.08523253568,10.1784225,0.0,678.5615,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,10.1784225,wind_onshore_03_0
6421,2013-01-24 16:00:00.000000,61426.351135756406,6.435114,0.0,429.00759999999997,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,6.435114,wind_onshore_09
6420,2013-01-24 16:00:00.000000,29993.469077867583,3.1421594999999996,0.0,209.47729999999999,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,3.1421594999999996,wind_onshore_08
6419,2013-01-24 16:00:00.000000,33256.267363437066,3.483975,0.0,232.26500000000001,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,3.483975,wind_onshore_05
