datetime,DE_NL_export,DE_NL_import,DE_CH_export,DE_CH_import,DE_DK_export,DE_DK_import,DE_CZ_export,DE_CZ_import,DE_LU_export,DE_LU_import,DE_SE_export,DE_SE_import,DE_AT_export,DE_AT_import,DE_FR_export,DE_FR_import,DE_PL_export,DE_PL_import,DE_NO_export,DE_NO_import,DE_BE_export,DE_BE_import
01-01-23 0:00,"1,115.50",-931.75,"2,135.25",-2.25,"2,606.25",-0.5,"1,393.00",-845,376.5,0,469,0,"2,393.75",-79.75,861,-4,"1,065.00",0,"1,273.25",0,176.5,0
01-01-23 1:00,"1,442.25",-15.75,"2,526.50",-88,"2,315.00",0,"1,540.00",-802,379,0,506,0,"2,603.25",-45,"2,008.00",0,"1,173.00",0,"1,289.00",0,0,-587
01-01-23 2:00,"1,452.25","-1,032.00","2,263.50",-41,"2,596.25",0,"1,526.00",-898,182.5,0,506,0,"2,392.50",-61.75,"1,970.00",0,"1,038.00",0,"1,298.00",0,705.25,0
01-01-23 3:00,"1,289.25","-1,317.50","2,180.00",-3,"2,732.75",0,"1,374.00",-871,113.75,0,506,0,"2,298.25",-68.75,"1,443.00",0,681,0,"1,298.75",0,620.75,0
01-01-23 4:00,"1,248.00","-1,446.00","2,447.50",-0.25,"2,567.00",0,"1,282.00",-962,101.25,0,506,0,"2,357.75",-87.5,"1,473.00",0,558,0,"1,308.25",0,826,0
01-01-23 5:00,"1,263.50","-1,138.50","2,381.00",0,"2,692.50",0,"1,195.00",-920,127.25,0,506,0,"2,340.25",-76,"1,445.00",0,595,0,"1,319.50",0,250.25,0
01-01-23 6:00,"1,229.50","-1,421.75","2,520.75",0,"2,519.25",0,"1,271.00",-902,47,0,506,0,"2,267.75",-77,"1,671.00",0,693,0,"1,374.00",0,359.75,0
01-01-23 7:00,"1,309.75","-1,105.75","2,821.25",-4.5,"2,546.00",0,"1,424.00",-906,80.25,0,506,0,"2,330.75",-79.5,"1,867.00",0,855,0,"1,394.00",0,40.25,0
01-01-23 8:00,"1,241.00","-1,021.25","2,484.00",-45.25,"2,322.00",0,"1,001.00","-1,043.00",106.75,0,506,0,"2,017.50",-189.25,"2,082.00",0,555,0,"1,374.75",0,0,-57.25
01-01-23 9:00,"1,059.75","-1,162.50","2,743.00",-80,"2,555.75",0,973,-820,96,0,506,0,"2,302.75",-95.75,"2,024.00",0,611,0,"1,356.00",0,65,-0.5
01-01-23 10:00,784.5,"-1,297.50","2,155.75",-107.75,"2,875.00",0,792,-698,85,0,506,0,"2,529.25",-60.75,"1,822.00",0,605,0,"1,329.25",0,724,0
01-01-23 11:00,839,-362,"1,767.25",-120.75,"2,872.50",0,466,-730,172.25,0,506,0,"2,215.00",-80,"1,346.00",0,942,0,"1,337.25",0,391.25,0
01-01-23 12:00,833.75,-351.25,"1,332.50",-90,"2,651.50",0,957,-969,130.75,0,506,0,"1,946.50",-94.5,826,0,782,0,"1,338.50",0,378,0
01-01-23 13:00,"1,020.75",-181.25,282.5,-6,"2,714.00",0,"1,138.00",-793,28.5,0,506,0,"1,772.75",-192.75,24,-309,"1,042.00",0,"1,357.25",0,458.75,0
01-01-23 14:00,"1,340.25",-296,231,-11.5,"2,012.00",0,"1,548.00",-582,31.75,0,506,0,"1,842.25",-293,0,-758,"1,337.00",0,"1,384.75",0,555.75,0
01-01-23 15:00,"1,641.25",-27,132.25,-321.25,"1,468.50",-3,"1,661.00",-266,47.75,0,421,0,"1,989.00",-441.25,0,"-1,278.00","1,480.00",0,"1,397.00",0,274.25,0
01-01-23 16:00,"2,257.75",0,176.5,-800.75,985,-321,"1,663.00",-124,78,0,51,0,"1,777.50",-535.25,0,"-1,783.00","1,087.00",0,"1,358.75",0,0,-97.25
01-01-23 17:00,"1,784.25",0,237.25,"-1,499.00",848,-360.25,"1,356.00",-181,105.5,0,0,0,"1,285.25",-506.25,0,"-2,537.00",939,0,"1,365.75",0,0,-271.25
01-01-23 18:00,"1,915.75",0,217.25,"-1,321.75",950.5,-372.25,"1,274.00",-159,156.25,0,0,-56,"1,228.75",-555,0,"-2,539.00",881,0,"1,366.25",0,0,-961
01-01-23 19:00,"1,779.75",0,178.75,"-1,191.25","1,260.75",-387,885,-204,27,0,0,-285,985,-465.75,0,"-2,510.00",757,0,"1,367.75",0,50.25,-3.25
01-01-23 20:00,"1,375.00",0,234.25,-954.5,"1,523.00",-394.5,812,-109,65.25,0,0,-304,"1,291.50",-492.75,0,"-2,656.00",946,0,"1,398.00",0,0,-321.75
01-01-23 21:00,"1,714.25",0,277,-705.75,"1,353.00",-403,947,-25,127.5,0,0,-27,"1,477.75",-541.5,0,"-2,668.00",977,0,"1,397.75",0,0,-170.75
01-01-23 22:00,"2,023.25",0,219.75,-602.25,"1,494.00",-425.25,733,-172,183.75,0,0,0,"1,300.25",-472.5,0,"-2,615.00",883,0,"1,358.50",0,0,-699.5
01-01-23 23:00,"1,025.75",0,218.5,-617.25,"1,835.25",-459.75,"1,170.00",-380,71.5,0,0,0,"1,242.00",-426.25,0,"-2,649.00",837,0,"1,367.75",0,504.5,0
02-01-23 0:00,634,-45.75,391.5,-306,"1,436.25",-514,"1,138.00",-759,0,-43.25,0,0,"1,294.50",-548.5,0,"-3,198.00",962,0,"1,398.25",0,590.25,0
02-01-23 1:00,418.5,-656.5,493.75,-116,"2,288.50",-420,"1,237.00","-1,058.00",4.5,-5.75,0,0,"1,462.50",-664.75,0,"-2,798.00",981,0,"1,399.25",0,3.5,-83.75
02-01-23 2:00,"1,456.25","-1,075.25",683,0,"2,419.25",-206.75,"1,269.00","-1,246.00",135.5,0,0,0,"1,575.00",-608,0,"-2,133.00","1,092.00",0,"1,399.50",0,0,-523.5
02-01-23 3:00,"1,437.50",-898.75,646.5,-59.25,"2,568.75",0,"1,288.00","-1,208.00",109.5,0,0,0,"1,532.00",-581.75,0,"-2,392.00","1,117.00",0,"1,399.50",0,0,-362
02-01-23 4:00,"1,446.00",-734,614.75,-44,"2,594.25",0,"1,277.00",-728,92.5,0,0,0,"1,820.50",-586.5,0,"-2,486.00","1,486.00",0,"1,399.25",0,0,-207
02-01-23 5:00,"1,097.00",-524.5,370,-360.5,"2,861.00",0,"1,208.00",-790,17,-10.75,0,0,"1,367.00",-516.5,0,"-2,709.00","1,217.00",0,"1,399.50",0,433.25,0
02-01-23 6:00,"1,412.25",-79.25,358.75,-584.25,"2,691.75",0,"1,277.00",-394,178.5,0,0,0,"1,349.75",-619.5,0,"-2,597.00","1,657.00",0,"1,378.25",0,0,-210.75
02-01-23 7:00,"1,177.00",0,312.5,-623.5,"2,434.00",-0.25,"1,655.00",-445,220,0,0,0,"1,382.00",-589.5,0,"-2,279.00","2,045.00",0,900.75,0,476,0
02-01-23 8:00,"2,066.50",0,265.75,-951.5,"2,048.50",-53.5,"1,817.00",-525,250.25,0,0,0,"1,243.00",-477.25,0,"-2,196.00","1,651.00",0,527.75,0,943.5,0
02-01-23 9:00,"2,385.25",0,201,-562.5,"2,427.50",0,"1,779.00",-399,357.75,0,0,0,"1,556.75",-209.5,0,"-1,601.00","1,804.00",0,580.75,0,984,0
02-01-23 10:00,"3,014.00",0,167.25,-151.75,"2,736.00",0,"1,559.00",-389,430.5,0,0,0,"1,974.75",-45.75,0,"-1,140.00","1,641.00",0,"1,135.00",0,722,0
02-01-23 11:00,"2,828.75",0,163.75,-38.5,"2,389.50",-56,"1,619.00",-322,510.5,0,0,0,"2,198.75",-31.75,0,-876,"1,885.00",0,"1,188.75",0,775.5,0
02-01-23 12:00,"2,292.00",0,155,-284.5,"2,500.25",0,"1,722.00",-338,470.25,0,0,0,"1,880.25",-34.5,0,"-1,241.00","1,773.00",0,900,0,27.25,-46.75
02-01-23 13:00,"2,078.25",0,160.25,-568,"2,543.50",0,"1,946.00",-278,367.5,0,0,0,"1,552.75",-51.75,0,"-1,855.00","2,013.00",0,949.5,0,395.25,0
02-01-23 14:00,"2,391.00",0,232,-454,"1,628.75",0,"2,143.00",-312,366.75,0,0,0,"1,563.00",-79.25,0,"-1,886.00","1,877.00",0,"1,055.00",0,285,0
02-01-23 15:00,"2,328.00",0,187,-933.5,"1,387.00",0,"2,142.00",-276,369,0,0,0,"1,309.75",-217.5,0,"-1,984.00","1,695.00",0,855.75,0,0,-163.5
02-01-23 16:00,"1,879.00",0,200,-715.5,"1,800.00",0,"2,064.00",-552,291.5,0,0,0,"1,030.75",-163.25,0,"-2,157.00","1,229.00",0,744.75,0,765.25,0
02-01-23 17:00,"2,777.00",0,21,-495.5,"1,605.00",-0.25,"1,912.00",-577,512.5,0,0,0,792,-217.25,0,"-1,226.00","1,066.00",0,180,-0.5,942.5,0
02-01-23 18:00,"3,658.25",0,224.5,-242.25,173.5,-74,"1,834.00",-728,498,0,0,0,879.25,-193,180,-58,911,0,0,-246.25,990,0
02-01-23 19:00,"3,900.50",0,284.25,-242,165.5,-400.25,"1,825.00",-701,510.25,0,0,0,"1,164.50",-242.75,691,0,"1,221.00",0,0,-767.25,629.75,0
02-01-23 20:00,"4,152.00",0,211.25,-212.5,353,-409.75,"1,461.00",-969,473.25,0,0,0,"1,252.75",-427,751,0,915,0,0,-722.75,533,0
02-01-23 21:00,"4,536.75",0,383.75,-30.25,183.5,-369.75,"1,340.00","-1,030.00",459.25,0,0,0,"1,324.00",-325.25,616,0,966,0,6.5,-151,0,-182.75
02-01-23 22:00,"4,297.75",0,405.75,-0.5,62.25,-374,"1,540.00",-948,458.75,0,0,-148,"1,266.00",-115.5,418,-3,"1,488.00",0,454,0,59.75,-346.75
02-01-23 23:00,"3,928.00",0,830.75,-25,50.75,-403.5,"1,312.00","-1,274.00",439,0,0,-548,"1,420.00",-315,811,0,"1,078.00",0,"1,010.00",0,774.75,0
03-01-23 0:00,"3,819.50",0,"1,106.00",-1.25,322,-352.25,"1,031.00","-1,560.00",326,0,0,-617,"1,602.50",-370,519,0,607,-2,629.75,0,940.75,0
03-01-23 1:00,"3,997.25",0,"1,389.75",-6.75,707.5,-349.5,847,"-1,599.00",307.5,0,0,-617,"1,448.50",-422,545,0,373,-37,"1,165.75",0,991.75,0
03-01-23 2:00,"3,335.25",0,726,0,415,-348,966,"-1,471.00",167.75,0,0,-617,"1,140.25",-363.75,6,-330,336,-47,"1,289.75",0,869.5,0
03-01-23 3:00,"2,877.75",0,568.5,0,418.75,-356.25,921,"-1,365.00",100,0,0,-617,"1,210.75",-295.5,0,-922,450,0,"1,377.50",0,617,0
03-01-23 4:00,"1,799.25",0,450.75,0,571.75,-356,970,"-1,286.00",105.75,0,0,-617,"1,030.00",-152.5,0,"-1,438.00",342,-5,"1,177.50",0,208.25,0
03-01-23 5:00,"1,045.75",0,685.25,0,196.5,-374.25,"1,127.00","-1,159.00",121,0,0,-617,"1,164.75",-160.25,0,"-1,742.00",726,0,594.75,0,204.75,0
03-01-23 6:00,704.5,0,414.25,-2.25,0,"-1,134.50","1,685.00",-617,134.25,0,0,-617,"1,533.00",-142.25,0,"-2,147.00","1,462.00",0,25.25,-5.5,0,-72
03-01-23 7:00,"1,297.50",0,245.5,-55,0,"-1,656.00","1,591.00",-715,235.25,0,0,-617,914.5,-188.25,0,"-1,729.00","1,105.00",0,0,-127.25,65,-14.25
03-01-23 8:00,640,0,235.25,-185.75,0,-836.25,"1,442.00",-742,186,0,0,-617,630.25,-226.25,0,"-2,300.00","1,084.00",0,0,-246.25,414.75,0
03-01-23 9:00,744.25,0,453.5,-1.75,1,-192.25,"1,393.00",-801,283.25,0,0,-312,909,-74.5,0,"-2,152.00",971,0,0,-10.25,2.75,-114.5
03-01-23 10:00,"1,131.25",0,496.25,-2.75,7.75,-442.25,"1,336.00",-882,252,0,0,-24,"1,005.00",-73.25,0,"-2,198.00",813,0,0,0,366.75,0
03-01-23 11:00,"1,100.25",0,"1,177.50",0,0,-464.75,"1,364.00",-846,312.75,0,0,0,"1,467.50",-44,0,"-1,980.00",811,0,0,-1.25,232,0
03-01-23 12:00,721.75,0,735.5,0,0,-547,"1,449.00",-577,243.5,0,0,0,"1,383.75",-35.5,0,"-2,408.00","1,155.00",0,0,-27,0,-276.75
03-01-23 13:00,262.25,-59.5,863.75,0,53,-71.5,"1,416.00",-375,183.75,0,0,0,"1,424.25",-82.75,0,"-2,782.00","1,241.00",0,0,-30.25,0,-230.75
03-01-23 14:00,273.5,-53.25,747.75,0,0,-545.75,"1,485.00",-315,201,0,0,0,"1,539.25",-112.5,0,"-3,023.00","1,337.00",0,0,-1.25,0,-826.5
03-01-23 15:00,297.5,-361.25,361.5,-108.5,0,-581.5,"1,388.00",-323,202.75,0,0,0,"1,228.25",-142,0,"-3,451.00","1,377.00",0,0,-6.75,0,-811
03-01-23 16:00,211.75,-767.25,392,-368.25,80.25,-584.25,"1,434.00",-344,224,0,0,0,"1,338.25",-226.25,0,"-3,885.00","1,372.00",0,0,-140,0,-409.25
03-01-23 17:00,126.25,-953,554,-2.25,0,-412.75,"1,487.00",-447,356,0,0,0,"1,444.75",-95.75,0,"-2,970.00","1,321.00",0,0,-5.75,741.75,0
03-01-23 18:00,253.5,"-1,016.50",712.75,0,119.75,-313,"1,523.00",-542,353.5,0,0,0,857.75,-52.5,0,"-2,361.00","1,346.00",0,0,-13.5,409.75,0
03-01-23 19:00,618.25,-922.5,"1,023.00",0,90.25,-202,"1,721.00",-483,336.75,0,0,0,"1,166.50",-66,0,"-2,175.00","1,812.00",0,0,-287.75,0,-345.5
03-01-23 20:00,774.25,-738.75,"2,010.00",0,538,-164.5,"2,130.00",-399,312.25,0,0,0,"1,995.00",-36.25,0,"-1,419.00","2,051.00",0,11.25,-71.75,0,-246.5
03-01-23 21:00,"1,002.75","-1,159.00","2,186.75",0,935.5,0,"2,011.00",-488,203.5,0,0,0,"2,251.50",-162.5,0,"-1,793.00","1,821.00",0,453,0,118,0
03-01-23 22:00,"1,190.50","-1,827.25","2,636.25",0,770,0,"2,026.00",-663,215.75,0,0,0,"2,436.50",-86.25,10,"-1,256.00","1,749.00",0,"1,040.00",0,518.75,0
03-01-23 23:00,"1,489.75","-2,117.50","3,148.75",0,852.5,0,"1,908.00",-661,122,0,0,0,"2,664.25",-104.25,104,-960,"1,565.00",0,"1,384.00",0,592.75,0
04-01-23 0:00,"1,457.75","-2,958.00","3,129.75",0,903.25,0,"1,587.00",-573,39.25,0,150,0,"2,308.75",-45.25,0,"-1,317.00","1,080.00",0,"1,398.50",0,219.75,0
04-01-23 1:00,"1,498.25","-2,924.25","3,012.50",0,966,0,"1,879.00",-340,79.25,0,449,0,"2,608.50",-159,35,"-1,309.00","1,252.00",0,"1,399.75",0,184.5,0
04-01-23 2:00,"1,521.75","-2,795.50","2,851.25",0,937,0,"2,051.00",-190,29,0,481,0,"2,750.50",-225.5,0,"-1,366.00","1,638.00",0,"1,399.75",0,0,-274.25
04-01-23 3:00,"1,503.50","-2,956.75","2,459.25",0,"1,037.50",0,"2,007.00",-176,6.75,0,481,0,"2,692.00",-313.5,0,"-1,848.00","1,571.00",0,"1,400.00",0,0,-551.25
04-01-23 4:00,"1,529.25","-2,847.00","2,449.00",0,989.25,0,"2,062.00",-194,6,-1,481,0,"2,665.00",-361.75,0,"-2,030.00","1,404.00",0,"1,399.75",0,0,-788
04-01-23 5:00,"1,586.50","-2,881.00","2,711.75",0,"1,038.75",0,"2,046.00",-245,18.5,-1.25,481,0,"2,549.50",-136.25,0,"-1,492.00","1,499.00",0,"1,399.00",0,85.25,-13
04-01-23 6:00,"1,585.25","-2,015.50","3,270.25",0,"1,321.50",0,"2,005.00",-180,124.5,0,481,0,"2,302.25",-41.75,330,-780,"1,632.00",0,"1,385.25",0,491.75,0
04-01-23 7:00,"1,336.00","-1,581.00","2,937.25",0,"1,498.75",0,"1,996.00",-162,191,0,480,0,"2,203.50",-41.25,382,-645,"1,568.00",0,"1,366.75",0,930.25,0
04-01-23 8:00,"1,229.25","-1,098.75","2,785.50",0,"2,373.25",0,"1,847.00",-143,345.5,0,350,0,"2,255.25",-35,439,-470,"1,602.00",0,"1,357.25",0,807.25,0
04-01-23 9:00,"1,174.25",-376.75,"2,736.50",0,"2,340.00",0,"1,678.00",-177,350.5,0,35,0,"2,315.50",-35.5,530,-360,"1,546.00",0,"1,356.25",0,488,0
04-01-23 10:00,997.75,-444.25,"2,349.50",0,"2,162.75",0,"1,755.00",-367,243.5,0,442,0,"2,273.00",-38.5,62,-592,"1,416.00",0,"1,347.00",0,747.75,0
04-01-23 11:00,"1,232.75",-518.25,"2,572.25",0,"2,176.25",0,"1,831.00",-438,288.75,0,109,0,"2,377.75",-36.5,89,-535,"1,439.00",0,"1,346.25",0,806.25,0
04-01-23 12:00,"1,515.75",-237.25,"2,631.50",0,"1,796.25",0,"1,942.00",-522,319.5,0,1,0,"2,174.50",-29.75,134,-545,"1,490.00",0,"1,338.25",0,496.75,0
04-01-23 13:00,"1,425.00",-477.5,"2,456.75",0,"1,677.25",0,"1,823.00",-439,265.5,0,0,0,"2,034.25",-57,7,-799,"1,570.00",0,"1,337.50",0,587.5,0
04-01-23 14:00,"1,575.50",-607.75,"2,376.25",0,"1,505.00",0,"1,957.00",-499,243,0,0,0,"2,013.50",-63.75,18,-785,"1,567.00",0,"1,337.75",0,609.75,0
04-01-23 15:00,"1,405.00",-387.25,"2,373.25",0,"1,776.25",0,"2,014.00",-538,239.25,0,0,0,"2,095.50",-65.75,15,-862,"1,456.00",0,"1,345.75",0,622.25,0
04-01-23 16:00,"1,342.00",-152.75,"2,493.75",0,"1,740.50",0,"1,912.00",-563,266.5,0,0,0,"1,984.25",-68.25,8,-674,"1,347.00",0,"1,338.50",0,696.75,0
04-01-23 17:00,"1,148.50",-100.25,"2,957.75",0,"1,706.50",0,"1,979.00",-521,315.25,0,0,0,"2,154.25",-49.25,326,-398,"1,539.00",0,"1,346.25",0,832,0
04-01-23 18:00,907.25,-224,"2,273.50",0,"1,663.50",0,"1,807.00",-612,259.5,0,0,0,"1,845.50",-76.25,443,-311,"1,459.00",0,"1,347.50",0,725.75,0
04-01-23 19:00,"1,013.75",-307.25,"2,302.00",0,"2,007.75",0,"1,896.00",-708,225.25,0,0,0,"1,975.75",-80.25,739,-345,"1,399.00",0,"1,365.50",0,866.5,0
04-01-23 20:00,"1,132.50",-116.5,"2,646.00",0,"2,210.75",0,"1,718.00",-815,230.25,0,442,0,"1,952.00",-149.75,772,-387,"1,105.00",0,"1,366.00",0,880.75,0
04-01-23 21:00,"1,284.50",-376,"3,342.75",0,"2,373.25",0,"1,624.00",-899,144,0,505,0,"2,086.50",-108.75,723,-425,978,0,"1,357.75",0,904,0
04-01-23 22:00,"1,452.00",-22.25,"3,390.25",0,"2,171.50",0,"1,607.00",-928,176.25,0,506,0,"2,214.00",-93.5,735,-381,944,0,"1,384.50",0,998.25,0
04-01-23 23:00,"1,360.75",-383,"3,351.50",0,"2,618.50",0,"1,800.00",-798,145.5,0,506,0,"2,548.75",-61.5,830,-554,"1,530.00",0,"1,382.00",0,990.75,0
05-01-23 0:00,"1,042.50",-518.25,"3,492.50",0,"2,883.25",0,"1,196.00","-1,074.00",132.5,0,506,0,"2,336.50",-111.5,872,-388,"1,085.00",0,"1,312.25",0,"1,001.25",0
05-01-23 1:00,871.5,-775.75,"3,751.25",0,"2,930.25",0,"1,634.00",-868,125.75,0,506,0,"2,744.50",-71,"1,050.00",-315,"1,260.00",0,"1,326.25",0,982.5,0
05-01-23 2:00,833.5,-938.75,"3,878.50",0,"2,882.25",0,"1,577.00",-910,113.75,0,506,0,"2,792.25",-75.75,"1,091.00",-298,"1,333.00",0,"1,318.25",0,"1,001.50",0
05-01-23 3:00,"1,343.00",-515.75,"3,640.00",0,"2,277.00",0,"1,529.00",-964,90.5,0,506,0,"2,693.50",-97.75,928,-353,"1,032.00",0,"1,327.25",0,981.75,0
05-01-23 4:00,"1,085.75",-817.25,"3,621.25",0,"2,792.00",0,"1,589.00",-852,75,0,506,0,"2,884.00",-74.5,862,-385,"1,226.00",0,"1,327.75",0,997.5,0
05-01-23 5:00,"1,153.25",-777.25,"3,698.50",0,"2,863.75",0,"1,552.00",-776,178.5,0,506,0,"3,052.00",-40.25,"1,130.00",-285,"1,212.00",0,"1,338.25",0,981.25,0
05-01-23 6:00,"1,563.00",-29.25,"3,561.00",0,"2,083.75",0,"1,505.00",-786,283.5,0,506,0,"2,469.25",-67.25,"1,095.00",-120,"1,050.00",0,"1,356.50",0,990.25,0
05-01-23 7:00,"1,770.00",0,"2,947.25",0,"1,608.75",-1.25,"1,614.00",-863,343,0,75,0,"2,135.25",-253.25,987,-10,"1,225.00",0,"1,375.75",0,996,0
05-01-23 8:00,"2,182.00",0,"2,780.50",0,"1,636.50",-330,"1,543.00",-960,374,0,0,-294,"2,016.00",-119.25,"1,102.00",0,"1,040.00",0,"1,374.50",0,964.75,0
05-01-23 9:00,"2,470.50",0,"2,707.00",0,"1,206.50",-355.5,"1,655.00",-932,410.25,0,0,-577,"2,485.00",-46.75,851,0,"1,163.00",0,923.5,0,918,0
05-01-23 10:00,"2,024.50",0,"2,246.25",0,"1,629.75",-356.5,"1,480.00",-951,412,0,0,-510,"2,155.50",-54,377,-18,"1,014.00",0,442.5,0,814.5,0
05-01-23 11:00,"2,079.25",0,"1,795.50",0,"1,593.25",-353.25,"1,560.00",-939,435,0,0,-343,"2,089.25",-43.5,215,-126,"1,134.00",0,6.75,-117.75,423.25,0
05-01-23 12:00,963.75,0,"1,655.50",0,"1,618.00",-215.25,"1,645.00",-790,334.5,0,0,-32,"2,136.25",-31,0,-866,"1,314.00",0,12.5,-22,630,0
05-01-23 13:00,742,0,"1,527.75",0,"1,282.75",-113,"1,407.00",-729,288.5,0,0,0,"2,020.50",-31.25,0,"-1,796.00","1,187.00",0,331.5,0,589.25,0
05-01-23 14:00,691,-170.25,"1,373.50",0,"1,176.00",-141.75,"1,208.00",-729,279,0,0,0,"1,619.75",-52,0,"-2,168.00","1,065.00",0,209.75,0,0,-206.5
05-01-23 15:00,181.25,-286.25,780.5,0,700,-473.25,"1,049.00",-762,249.25,0,0,-474,"1,202.75",-68.75,0,"-3,061.00",998,0,7,-15.75,0,-539.75
05-01-23 16:00,0,-667,309.75,-366,64,-62.5,764,-719,235.25,0,0,-228,569.25,-195,0,"-3,736.00",746,0,0,-146.25,0,-571
05-01-23 17:00,0,"-1,873.50",227.5,-697.5,"1,015.50",0,325,-768,346,0,0,-164,369.25,-485.75,0,"-3,230.00",418,0,0,-44.5,0,-746.25
05-01-23 18:00,0,"-1,850.50",166.25,-134.75,367.25,-293.75,140,-864,386.25,0,0,-170,475.25,-417.5,0,"-2,598.00",185,-1,0,-500.75,0,-350.25
05-01-23 19:00,0,"-1,766.50","1,172.00",0,15,-652.75,190,-889,385.25,0,0,-344,902.5,-406.75,0,"-2,306.00",225,-1,0,-984.5,0,-366.5
05-01-23 20:00,1,"-1,205.00","1,843.50",0,0,-839.25,21,"-1,046.00",353.75,0,0,-433,"1,169.50",-431.5,0,"-2,406.00",475,-71,0,-599,0,-466.25
05-01-23 21:00,110,"-1,168.00","1,440.75",0,0,"-1,176.50",41,-795,292.75,0,0,-55,"1,183.25",-242.75,0,"-2,968.00",590,-4,0,-408.25,0,-609
05-01-23 22:00,372.25,"-1,588.50","1,705.00",0,0,"-1,432.75",113,-835,295,0,0,-393,"1,255.00",-248.25,0,"-2,625.00",617,0,0,-184.5,0,-627.25
05-01-23 23:00,332,"-2,073.75","1,760.50",0,0,-456.5,32,-926,249.5,0,0,-56,"1,227.75",-283.25,0,"-2,922.00",481,-79,79.75,-1,0,-918.25
06-01-23 0:00,572.25,"-2,059.25","2,491.00",0,19.75,-237,4,"-1,032.00",266.25,0,0,0,"1,680.00",-222.75,0,"-1,557.00",585,-229,7.75,-11.25,0,-109
06-01-23 1:00,761.25,"-2,035.75","2,725.50",0,124.25,-245.5,243,-891,290.25,0,0,0,"1,693.75",-202.25,0,"-1,325.00",617,-145,149.75,0,0,-158
06-01-23 2:00,"1,405.50","-2,424.75","2,803.00",0,124.75,-496.25,559,-622,193,0,0,0,"2,228.50",-176,0,"-1,297.00",969,0,9.5,-32.75,0,-211.25
06-01-23 3:00,"1,558.00","-2,835.50","2,298.00",0,96.75,-227.25,628,-400,77.25,0,0,0,"2,103.50",-217,0,"-2,179.00","1,117.00",0,249.25,0,0,-404.5
06-01-23 4:00,"1,476.00","-3,402.25","2,283.25",0,90.75,-412.25,"1,000.00",-183,48.5,0,0,0,"2,674.25",-341,0,"-2,365.00","1,477.00",0,225.5,0,0,-543.25
06-01-23 5:00,"1,516.50","-2,999.00","2,473.75",0,167.75,-368.5,"1,424.00",-108,112.25,0,0,0,"2,843.75",-420.5,0,"-2,032.00","1,676.00",0,593.5,0,0,-539.5
06-01-23 6:00,"1,405.00","-2,648.00","2,751.50",0,19.5,-485,"1,479.00",-218,229.75,0,0,0,"2,399.75",-94.25,0,-968,"1,560.00",0,529.75,0,702.75,0
06-01-23 7:00,"1,193.50","-1,611.25","2,858.50",0,82.5,-396.25,"1,517.00",-309,346.25,0,0,-377,"2,424.50",-31.5,347,-345,"1,514.00",0,397,0,730.75,0
06-01-23 8:00,"1,687.75",-46.25,"2,741.00",0,118.25,-367,"1,343.00",-519,410.25,0,0,-588,"2,077.25",-38.5,"1,000.00",-2,"1,289.00",0,14.25,-72.25,838.5,0
06-01-23 9:00,"2,168.50",0,"2,474.25",0,178.5,-380.25,"1,096.00",-490,383,0,0,-617,"2,170.75",-34,"1,072.00",0,"1,134.00",0,364.25,0,928.5,0
06-01-23 10:00,"1,935.75",0,"2,393.75",0,595,-351,"1,029.00",-393,371.25,0,0,-547,"2,369.75",-35.5,977,0,"1,056.00",0,893.25,0,856.25,0
06-01-23 11:00,"1,711.25",0,"2,318.75",0,972,-351.5,"1,097.00",-357,406.5,0,0,-548,"2,617.25",-43.75,776,-3,"1,252.00",0,861.25,0,874.25,0
06-01-23 12:00,"1,709.50",0,"2,440.25",0,"1,078.50",-356,"1,316.00",-390,393.5,0,0,-615,"2,536.25",-54,660,-61,"1,437.00",0,678.5,0,699.25,0
06-01-23 13:00,"1,546.75",0,"2,251.00",0,"1,111.00",-363.75,"1,515.00",-438,364.75,0,0,-617,"2,403.75",-42.25,423,-205,"1,566.00",0,"1,103.75",0,697.5,0
06-01-23 14:00,"1,778.25",0,"2,125.75",0,377,-377.25,"1,610.00",-562,279.75,0,0,-617,"2,236.00",-34.5,232,-197,"1,657.00",0,549,0,753.25,0
06-01-23 15:00,"1,688.50",0,"1,889.00",0,420.25,-368,"1,771.00",-469,225.75,0,0,-380,"2,157.00",-32,0,-879,"1,654.00",0,17.5,-68.25,934.75,0
06-01-23 16:00,"2,146.75",0,"1,848.75",0,242.5,-443.75,"1,695.00",-514,225.5,0,0,-596,"2,029.75",-32.5,0,"-1,227.00","1,503.00",0,0,-633,970.75,0
06-01-23 17:00,"3,046.50",0,"1,583.75",0,86.25,-424.5,"1,617.00",-405,263.25,0,0,-617,"2,242.75",-33,0,"-1,227.00","1,501.00",0,0,-778,612,0
06-01-23 18:00,"2,270.25",0,"1,487.75",0,0,"-1,082.50","1,445.00",-616,243,0,0,-617,"1,865.75",-31.5,0,"-1,000.00","1,323.00",0,0,-793,896.25,0
06-01-23 19:00,"1,567.75",0,"1,911.25",0,1,-638,"1,507.00",-556,235.5,0,0,-617,"2,133.75",-29.25,0,"-1,486.00","1,381.00",0,0,-803.25,168.25,0
06-01-23 20:00,"1,055.25",-316.75,"1,676.00",0,0,-722.5,"1,413.00",-683,158,0,0,-617,"2,071.75",-96.25,0,"-1,996.00","1,563.00",0,0,-799.25,930.25,0
