name,v_nom,x,y
210,380,6.704052413,51.55849941
211,220,7.021038269,51.55608638
212,220,6.65076845,51.55370064
213,380,9.6379897,53.6426478
214,220,7.134048217,51.55227498
215,380,7.134341868,51.55247295
216,220,7.1095387,51.55000929
217,220,7.091648142,51.5262271
218,220,6.8125294,51.52018529
219,220,7.0753771,51.51772059
220,380,7.737813771,51.51691364
221,220,7.0705133,51.50830329
222,220,7.147695502,51.50461118
223,380,7.147988911,51.50480912
224,380,7.7003377,51.49948239
225,220,7.104163252,51.47847584
226,380,7.104456309,51.47867389
227,380,12.61320012,53.58818422
228,380,7.5430412,51.45318809
229,220,6.8730102,51.44665699
230,220,6.583586575,51.43798752
231,380,8.6677816,51.43714879
232,380,8.6840986,51.43504729
233,220,7.427419384,51.42871307
234,380,7.427713517,51.42891031
235,220,6.5762264,51.42685629
236,220,7.179217,51.42182869
237,380,14.5707939,51.41883343
238,220,8.501973058,49.44497409
239,380,6.460051331,50.21105022
240,220,8.8615258,47.80643535
241,220,6.674795346,51.3245816
242,380,7.008732254,51.17417913
243,380,14.00001375,51.640322
244,380,9.079249235,54.51017868
245,380,9.067687208,53.56422801
246,220,7.171864,51.55482307
247,380,7.172157829,51.55502096
248,220,13.00314372,50.86597788
249,220,11.64567711,50.53473526
250,380,11.64598291,50.53492163
251,380,10.18788347,49.9812265
252,220,9.201525929,53.89571897
253,380,9.201844931,53.89591168
254,380,10.41350995,53.41310868
255,220,13.68326281,54.13879833
256,380,13.68360372,54.13897896
257,380,10.24951017,48.41837096
258,220,12.18541276,53.81471058
259,380,12.18574449,53.81489535
260,380,13.25554511,50.93018649
261,220,10.76139707,53.90951536
262,380,10.76172323,53.90970396
263,380,9.206994039,49.17769633
264,380,9.501337447,53.84788751
265,220,6.975772492,51.02876683
266,220,7.591356548,51.92844336
267,380,7.930744746,51.67297521
268,220,8.052802725,53.33233869
269,380,8.053112378,53.33253434
270,380,9.908850377,53.48804856
271,380,8.138367911,53.57496143
272,220,7.12554739,51.44845522
273,380,7.12584035,51.44865322
274,220,7.889657169,52.27775801
275,380,7.889958822,52.27795408
276,380,13.28103489,52.52654887
277,220,10.63488499,53.92200757
278,220,7.40322928,51.64436338
279,380,7.403524678,51.64456069
280,220,14.03378475,53.50761938
281,380,14.03412201,53.50779906
282,220,8.415647113,49.70576811
283,380,8.415934846,49.70596293
284,380,8.480729142,50.59137916
285,380,8.285138301,50.75927815
286,380,9.235496676,53.91689684
287,380,7.309198552,53.12601855
288,220,7.001962022,51.60464308
289,380,7.002255432,51.60484138
290,220,9.149181661,49.14276368
291,380,9.149469012,49.14295667
292,220,7.937855515,51.01040315
293,220,11.80760634,48.45542754
294,220,11.58122477,48.76480054
295,380,11.58151923,48.76498721
296,380,7.256366643,52.98131089
297,380,9.694754662,49.23281224
298,220,11.12318106,50.99877947
299,380,11.12348783,50.9989672
300,220,9.091691328,49.29452226
301,380,9.091979337,49.29471538
302,380,9.446918747,49.59026295
303,220,6.620496332,49.74887396
304,220,8.588451911,49.81553651
305,380,8.588740987,49.81573088
306,380,9.177560866,49.03790855
307,380,11.47068589,50.93012903
308,380,9.774001815,50.52880459
309,380,10.99145252,50.57344665
310,220,8.418757122,49.63347444
311,380,8.419044443,49.63366925
312,380,7.746792536,52.28851152
313,220,6.967313994,51.49083878
314,220,10.38847226,52.15136496
315,220,6.474922429,49.92250896
316,380,6.475203515,49.9227086
317,220,6.702144706,49.82889489
318,380,6.702426194,49.82909398
319,220,7.235652984,49.36929348
320,380,7.235934036,49.36949127
321,380,7.729027559,49.48275269
322,220,11.43398386,50.65277799
323,220,8.312513114,49.0090612
324,380,8.312796415,49.00925631
325,220,7.863298626,50.76736167
326,380,7.863590483,50.76755784
327,220,8.352125272,49.42112903
328,380,8.352411089,49.42132402
329,220,8.408276098,49.52847188
330,220,8.547215246,49.44011969
331,380,8.547501951,49.44031419
332,220,7.433486749,50.43651922
333,220,7.319285796,49.30481781
334,380,9.259455952,51.06130585
335,220,12.04530778,50.78163603
336,380,12.0456168,50.78182131
337,220,8.663785196,49.36008426
338,380,9.513838061,51.25896965
339,220,7.195979371,51.41157533
340,220,10.73466946,51.4401868
341,380,13.38333378,51.35560746
342,220,8.147733718,53.56353337
343,380,7.618669072,51.63768206
344,380,14.50810932,51.41370095
345,220,9.076129438,49.36342154
346,380,7.59271478,50.38599288
347,220,8.626969764,49.5435354
348,380,12.88122807,50.51863357
349,220,12.24278831,50.56842169
350,220,8.531376245,50.04778979
351,380,8.531666478,50.04798429
352,220,14.26740726,53.09817169
353,380,14.26766483,53.09799724
354,400,14.26778727,53.09821875
355,220,9.567102057,51.32525735
356,220,12.4772647,50.75311282
357,220,11.36898192,48.29134809
358,380,11.36927279,48.29153537
359,220,6.672184572,50.99137103
360,380,6.67247277,50.99157016
361,380,7.815754664,49.92208094
362,380,8.996208223,52.37958802
363,380,8.656572112,50.60573985
364,220,7.957521333,47.5721793
365,380,7.936940561,47.64911348
366,380,7.278357332,52.75340858
367,220,8.623062962,49.35648469
368,380,8.623349481,49.356679
369,220,7.032657753,49.33473735
370,220,6.851690338,50.98414694
371,220,9.983898064,53.74138374
372,380,9.984219445,53.74157441
373,220,6.934775126,51.03343921
374,380,6.935064698,51.03363769
375,220,6.965813266,51.06985375
376,380,6.966103193,51.07005216
377,220,6.842506636,50.86343916
378,380,6.842794783,50.86363787
379,220,6.972467242,50.79556424
380,380,6.972755529,50.79576263
381,220,7.190814755,50.79946372
382,380,7.191103987,50.79966157
383,220,7.095822761,50.82688896
384,220,7.037623311,51.5985365
385,220,8.819981719,53.10732045
386,380,9.215669837,48.85230555
387,380,7.417193939,51.45732046
388,220,13.506129,52.47382874
389,220,13.5240684,52.53559308
390,380,13.52439592,52.53577423
391,220,7.023072418,51.62557305
392,380,7.023366051,51.6257713
393,380,7.123239073,51.5256116
394,220,6.221831907,51.69464228
395,220,6.804405885,50.96614829
396,380,6.804694492,50.96634709
397,220,8.959009459,52.27852956
398,220,6.846996889,51.20556805
399,220,12.46965118,51.37167183
400,220,6.828052638,51.162646
401,220,8.772051984,49.97440052
402,380,8.772342749,49.97459442
403,220,6.617056486,51.47573852
404,380,6.61734742,51.47593778
405,380,11.69881986,53.57199721
406,380,10.15947704,53.55537458
407,220,8.537073862,50.07798782
408,380,8.5373643,50.07818231
409,220,9.522576025,52.36040909
410,220,8.122640297,53.56051735
411,220,9.821583885,52.42485529
412,220,8.873006667,50.13085458
413,380,9.917180765,52.2781842
414,380,11.44077945,48.17180539
415,380,8.809949176,50.20356237
416,220,11.81324437,48.22126389
417,380,8.571446961,52.10524367
418,220,11.29384291,48.05187203
419,380,10.76124835,52.36745365
420,220,10.36615999,52.28434371
421,380,10.3664724,52.28453339
422,220,6.570017438,51.0490786
423,380,6.167365723,50.8020645
424,380,10.23586319,52.29345957
425,220,10.50545646,52.30173188
426,380,6.906604098,51.5652358
427,380,9.390175332,52.0266869
428,220,7.522334581,51.53217155
429,220,7.44506934,51.61850012
430,220,6.577316927,51.55644038
431,220,6.61427859,51.61867882
432,220,6.680644972,51.64622707
433,380,6.680937248,51.64642618
434,220,6.715051622,51.52670854
435,380,6.715343299,51.52690756
436,220,6.682961104,51.57554597
437,380,6.683252946,51.57574507
438,220,6.656590008,51.37942408
439,380,6.656880516,51.37962324
440,380,8.565213687,53.0321078
441,380,9.501948888,53.54291062
442,380,8.939692574,52.40303325
443,220,7.505835805,51.40150823
444,380,7.506130102,51.40170528
445,380,8.389618633,49.98247934
446,220,10.84314421,49.38042773
447,380,10.84343956,49.3806163
448,380,11.19312421,50.16204719
449,380,11.10679444,49.97881294
450,380,10.83601579,49.92806742
451,380,10.66444732,49.98003851
452,220,11.79239955,48.83807082
453,220,9.594319338,49.79842592
454,220,11.50760525,48.76103716
455,220,6.625765507,51.26047071
456,380,6.626055148,51.26066996
457,220,6.329842354,51.24283355
458,220,6.700130188,51.00863148
459,380,6.700418609,51.00883054
460,220,7.500061796,51.53517413
461,220,6.925760168,51.49887693
462,380,6.926052582,51.49907543
463,220,13.10301755,48.66673165
464,380,13.10331709,48.66691426
465,380,6.868066104,51.37452298
466,380,6.808906286,51.26860763
467,220,7.03701797,51.54073746
468,220,9.424827173,48.06440953
469,380,9.425109477,48.06460188
470,380,9.775992142,53.69067042
471,380,6.300916717,50.82893923
472,380,8.562150806,49.13289755
473,380,7.545853771,51.97033431
474,380,11.00492619,50.50743514
475,220,9.195241647,48.91308701
476,380,9.195527852,48.91327989
477,220,8.702067695,51.73625559
478,380,8.702369269,51.7364496
479,380,8.308327736,49.25702357
480,380,6.216243932,50.91228225
481,220,11.86726128,48.20669868
482,380,11.86755351,48.20688465
483,380,9.400581856,48.66696739
484,380,6.94821099,51.4445759
485,380,8.364229626,51.92712241
486,380,9.562823507,48.70148986
487,380,9.704218906,48.46497566
488,220,8.085642767,53.60587359
489,220,11.63898885,52.26887674
490,380,11.63930654,52.26906303
491,380,10.99933306,52.20014202
492,380,6.488123297,50.88107033
493,380,8.515550623,53.20389081
494,380,7.136879004,50.64282431
495,380,8.785153763,48.58362175
496,380,6.596019862,50.95252748
497,220,10.15630046,54.27555574
498,220,12.94190013,52.56383006
499,380,12.94222545,52.5640128
500,380,12.08777943,53.25095077
501,220,10.0876484,52.31512697
502,220,9.387884903,51.64059677
503,380,9.388188757,51.64078903
504,380,7.338924018,51.63214368
505,450,10.80243095,53.89613759
506,380,10.80235766,53.89663003
507,220,10.06040685,54.34876748
508,220,9.125111303,52.53816759
509,380,9.125420138,52.5383605
510,220,7.023262091,50.99905998
511,220,6.709604175,51.09083206
512,380,6.709893137,51.09103109
513,220,9.98809423,53.76598619
514,220,10.36923015,52.16709244
515,380,10.37873522,53.21943223
516,380,10.3813453,52.99351221
517,220,8.932917793,52.19303959
518,220,7.264002431,51.57356678
519,380,10.97284488,49.55842658
520,380,13.15789419,51.82827155
521,220,9.145128129,52.85278466
522,220,8.814007722,51.98343832
523,220,12.08201552,49.2967571
524,380,12.08231512,49.2969424
525,380,9.109146109,53.97210003
526,220,7.060074434,51.69629856
527,380,7.060368677,51.69649672
528,220,12.1137811,49.63094487
529,380,12.11408291,49.63113005
530,380,9.745926129,50.91762571
531,220,13.30622544,52.23029534
532,380,13.30654978,52.23047711
533,220,7.047357687,50.90555952
534,220,12.15040624,49.01275185
535,220,8.060047642,53.62014545
536,220,7.725545321,52.27708825
537,380,7.72584625,52.27728474
538,380,11.89460963,51.40652781
539,220,10.41954069,52.2369607
540,220,13.9566591,53.25228507
541,380,13.95699398,53.25246498
542,380,11.37062303,53.60070411
543,220,9.797336195,52.00083921
544,380,13.2115371,52.58065166
545,380,14.472074,51.55389801
546,380,13.36865348,52.50314751
547,220,13.20624063,52.6572091
548,380,10.84064822,48.23795898
549,380,9.27431382,48.54986297
550,380,13.45643313,52.52145796
551,220,8.070406974,53.55844117
552,380,8.070718327,53.55863678
553,380,10.23155388,48.52982412
554,220,9.801191131,47.65252537
555,380,9.801472584,47.6527168
556,380,9.645341074,47.74459749
557,380,6.836896919,51.78318822
558,380,6.803224041,51.76025564
559,220,9.012744536,47.84464189
560,220,8.259373954,47.63395164
561,380,8.259649537,47.63414698
562,380,9.9444797,49.57833786
563,220,6.772521027,51.14710319
564,380,7.254656899,53.02667165
565,380,12.21424638,54.09986693
566,220,8.474556624,53.42828171
567,380,8.474868876,53.42847629
568,220,6.963333534,50.83359408
569,220,8.248770036,48.84633443
570,220,12.21355377,54.1119874
571,380,7.353019669,51.57582114
572,380,11.51639061,51.58393921
573,220,8.445537989,48.98608927
574,220,8.45161637,49.00739652
575,220,8.349126154,49.01305215
576,220,12.51818668,51.15676884
577,380,12.51850014,51.15695282
578,380,8.403502364,52.60907601
579,220,8.641463986,48.89000859
580,220,9.918175978,52.38000536
581,220,11.72734788,52.56854876
582,380,11.72766813,52.56873481
583,220,8.307803274,52.34569251
584,380,8.308107216,52.34588752
585,380,7.123079434,51.17158511
586,220,9.725769967,54.28768538
587,380,9.726094369,54.28787672
588,220,7.312586668,51.44651377
589,380,7.312880421,51.4467113
590,220,6.73220426,51.45913667
591,220,6.722615242,51.47980957
592,380,8.616630264,48.06578601
593,380,12.78925493,50.62720602
594,380,7.692541931,50.02621584
595,220,6.787529941,51.50554944
596,380,9.371071128,48.71909754
597,220,8.104490341,52.26500421
598,380,8.10479285,52.26519974
599,380,10.22243506,48.73672308
600,220,7.031638576,51.60935671
601,380,8.471763431,50.0973202
602,220,8.120596021,48.70536875
603,380,8.318706071,52.06602484
604,220,7.449470638,50.40220346
605,380,7.449758558,50.40240067
606,220,13.3998643,53.79444806
607,380,13.05855067,51.79996903
608,220,12.49941254,52.40541596
609,220,8.511617682,49.29346967
610,380,9.050634439,51.16752765
611,380,8.99287062,51.34301146
612,220,9.204624666,49.04217248
613,380,9.204911651,49.04236533
614,220,9.885489094,48.30409906
615,380,9.885774478,48.30429021
616,380,14.13328067,52.4427847
617,380,8.465429841,48.04352365
618,220,10.11694164,48.8971347
619,380,10.11723131,48.8973252
620,220,6.813543604,49.72473475
621,380,6.813824955,49.72493357
622,380,8.989507369,50.0602798
623,220,8.958562442,50.08251108
624,380,8.958854613,50.08270449
625,380,7.012926971,50.61749276
626,380,7.992887366,51.68370771
627,220,7.708584985,51.67679337
628,380,7.708881908,51.67698991
629,380,7.460831884,51.61459437
630,380,7.993959171,51.82309545
631,380,9.228110003,51.81245299
632,380,8.872879119,48.3100872
633,380,8.62463745,51.42793261
634,380,8.211422165,51.1779126
635,380,7.718581301,51.53421024
636,220,7.60696722,51.89850623
637,380,7.607265139,51.89870302
638,220,8.408969723,53.19024535
639,380,13.24903034,52.5316251
640,220,9.043128694,48.902842
641,380,9.043414249,48.90303526
642,380,12.33742294,51.19696837
643,380,8.695160802,53.09253612
644,380,9.313593241,54.7282496
645,380,9.585278405,51.33137524
646,220,8.673793253,49.29030988
647,380,8.674079589,49.29050406
648,380,13.31552396,52.5219867
649,380,8.440960259,49.25023566
650,220,8.735218941,50.15914338
651,380,9.377510657,48.81262131
652,220,6.801782173,51.12478785
653,380,6.802071737,51.12498666
654,220,10.15078559,49.98195909
655,380,10.15108192,49.98214944
656,220,8.082130111,52.8584283
657,380,8.065794346,50.40646889
658,380,13.31877085,53.73662143
659,220,11.89969148,53.40722337
660,380,11.90001877,53.40740893
661,380,13.26350667,52.99413277
662,220,7.724384089,51.40933416
663,525,9.34434351,53.91920526
664,380,9.341514177,53.92326061
665,380,14.60406369,52.17483382
666,380,10.93670405,48.40129106
667,380,11.64046399,48.17783555
668,220,6.996121991,49.37517047
669,380,6.996402111,49.37536885
670,380,9.089395241,49.96854855
671,220,7.241396765,53.35668929
672,380,7.241727373,53.35650607
673,220,10.36235774,47.73856495
674,380,10.36264174,47.73875492
675,380,14.3543795,51.53370082
676,380,14.94648201,51.06257706
677,220,11.85226862,53.08676802
678,380,11.85259326,53.08695371
679,220,6.996106551,51.51407664
680,380,6.996399365,51.51427496
681,220,9.448953539,53.96763394
682,220,8.294768126,49.52434027
683,380,8.295054314,49.5245354
684,380,9.051183232,54.16218742
685,220,7.30982234,52.4747458
686,380,7.310122748,52.47494334
687,380,8.618496095,50.09231245
688,220,7.166501781,51.38923998
689,380,7.166794546,51.38943788
690,220,7.279233911,51.47216571
691,220,6.92016143,49.97058618
692,220,7.207348639,53.34140283
693,380,10.2137528,47.93873495
694,220,11.27768268,47.49583923
695,220,7.179226851,51.47210176
696,380,7.179520191,51.47229962
697,220,7.452832795,51.41073168
698,220,9.92376861,51.8975716
699,380,12.37273274,51.18091782
700,220,12.13019065,47.91316548
701,380,10.86376167,48.54682313
702,380,10.70227676,47.82643716
703,220,12.22083537,48.58573302
704,380,12.29688381,48.60690995
705,380,12.85178408,48.76328541
706,220,9.895526654,52.36066822
707,220,7.324215309,51.62129182
708,380,7.278588126,52.31941326
709,380,7.194564903,52.86984107
710,380,6.872250384,51.82767551
711,380,9.988215024,51.95423007
712,225,7.911818939,48.68467428
713,220,6.773009629,49.29111279
714,380,6.773272789,49.290955
715,400,6.773350272,49.2911831
716,220,8.402753252,53.23674861
717,380,8.403063805,53.23694337
718,220,7.706378182,51.27864095
719,380,6.888440436,51.85035155
720,380,12.10909298,53.25081992
721,220,10.08198741,48.26594248
722,380,10.08227332,48.26613313
723,320,6.452760316,50.87178889
724,380,6.458786206,50.87160583
725,380,8.552867246,53.00298174
726,220,7.751666641,48.09643669
727,380,7.751920363,48.09627651
728,400,7.752000578,48.09650403
729,220,9.34338848,53.8516722
730,380,9.343707796,53.85186454
731,380,6.998302471,51.24859375
732,380,9.489881953,53.63233102
733,380,7.998575027,53.48533998
734,380,7.9968949,53.47093167
735,380,8.006176109,53.37494872
736,380,8.003876695,53.40088687
737,220,7.956371803,47.5940581
738,380,7.956646032,47.5942542
739,380,10.39184481,48.51789259
740,220,7.984967825,50.84194271
741,380,7.985260651,50.84213857
742,220,6.210996266,49.95863114
743,220,6.17795927,49.95300106
744,220,6.765974667,49.36009078
745,220,8.019394955,50.92371016
746,380,9.434206257,54.52202367
747,220,12.74790044,48.14852935
748,220,13.00268925,48.26204474
749,220,6.723621853,51.35555489
750,380,6.723912502,51.35575389
751,220,6.720304351,51.39152723
752,380,7.233199542,51.23251322
753,220,6.723637955,51.37656869
754,220,6.542408463,51.29944584
755,220,7.909206764,48.50145988
756,380,11.81088362,50.18365736
757,220,13.49555368,52.59014632
758,380,13.4958815,52.59032754
759,400,12.21635821,54.10058183
760,380,13.90131306,51.87594792
761,380,14.4282815,51.88890466
762,380,13.14236034,53.90773355
763,380,14.2191774,51.12109373
764,220,13.70959268,52.53984546
765,380,13.709921,52.54002609
766,380,13.84231881,50.98949485
767,220,12.81483349,50.8578438
768,380,12.81514608,50.85802699
769,380,11.64404739,51.90827356
770,380,12.2619476,51.74088636
771,220,13.07923658,54.2847579
772,380,8.868402023,54.79468055
773,380,13.17466849,53.62359938
774,380,10.38635095,51.00214826
775,380,8.5460077,52.99137268
776,380,8.529506951,52.96657957
777,220,9.852727213,51.64925148
778,380,9.853033083,51.64944253
779,380,7.034943847,52.20226471
780,380,8.895627159,52.56398997
781,380,10.19514959,52.07985028
782,220,10.2514156,52.16931629
783,380,10.25172672,52.16950628
784,220,6.612215943,51.03584214
785,380,6.612504154,51.03604142
786,220,11.3271964,49.39400824
787,220,9.251673023,53.11481119
788,380,9.251986499,53.11500376
789,220,8.659221374,51.99951309
790,380,8.659524513,51.99970721
791,220,9.236140767,48.92675683
792,380,9.236427209,48.9269496
793,220,10.4203895,52.16520038
794,220,7.011451857,52.17754
795,380,7.011748984,52.17773827
796,220,8.050586264,47.54992978
797,380,8.050836321,47.54976886
798,380,8.232282838,47.55618419
799,220,8.232007769,47.55598877
800,380,7.752406844,47.53901563
801,380,7.84357829,47.58591229
802,400,9.269876333,55.03683248
803,380,9.321915799,54.80573219
804,380,9.810886024,47.1428766
805,220,11.1027179,47.29396089
806,220,10.87370361,47.24415232
807,380,10.87398677,47.244341
808,220,13.44285424,48.43454641
809,220,13.08172217,48.25642817
810,220,9.716747438,47.43266822
811,380,6.759177522,52.24885671
812,380,5.918474082,51.14843193
813,380,6.950667099,53.12402013
814,380,6.251762403,51.98171749
815,220,6.139900006,49.66853511
816,220,6.114307027,49.90521501
817,400,7.555934076,47.90720606
818,220,7.572328408,48.01874473
819,380,6.277004859,49.19761173
820,400,6.277079907,49.19784016
821,220,6.703444932,49.1384866
822,380,13.20998815,50.52882862
823,380,13.33194213,50.34716422
824,380,13.33540272,49.59030489
825,400,14.47607304,53.19612477
826,380,15.11429207,51.09241176
827,380,9.197744958,54.85118082
828,380,13.71073831,48.51929439
829,380,8.9151976,54.901341
830,380,7.724401017,48.79920489
831,225,8.088601252,48.89795604
832,380,9.197418582,54.85098809
833,380,12.8680631,55.3767507
834,380,5.7216218,50.5876335
835,380,7.7361687,58.1528177
