name,technology,bidding_EOM,bidding_redispatch,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,min_soc,max_soc,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
SEE996118429669,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.2,1.08,0.95,0.95,0,1,0.28,0.28,0,battery_operator_21,631
SEE921117533901,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.7,2.43,0.95,0.95,0,1,0.28,0.28,0,battery_operator_22,752
SEE920936216545,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,6,5.4,0.95,0.95,0,1,0.28,0.28,0,battery_operator_23,178
SEE995958908020,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,6,5.4,0.95,0.95,0,1,0.28,0.28,0,battery_operator_24,178
SEE916532936024,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,150.801,135.7209,0.95,0.95,0,1,0.28,0.28,0,battery_operator_25,267
SEE983264343635,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,20.8,18.72,0.95,0.95,0,1,0.28,0.28,0,battery_operator_26,417
SEE957877056206,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.1,0.99,0.95,0.95,0,1,0.28,0.28,0,battery_operator_27,423
SEE946175321628,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.288,1.1592,0.95,0.95,0,1,0.28,0.28,0,battery_operator_28,192
SEE992160397383,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.4,2.16,0.95,0.95,0,1,0.28,0.28,0,battery_operator_29,229
SEE920372088966,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.4,1.26,0.95,0.95,0,1,0.28,0.28,0,battery_operator_30,466
SEE912761208901,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.15,1.035,0.95,0.95,0,1,0.28,0.28,0,battery_operator_31,485
SEE937777234041,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.6,1.44,0.95,0.95,0,1,0.28,0.28,0,battery_operator_32,484
SEE979595639073,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.04,2.736,0.95,0.95,0,1,0.28,0.28,0,battery_operator_33,30
SEE990507976062,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,6.6,5.94,0.95,0.95,0,1,0.28,0.28,0,battery_operator_34,526
SEE913803051882,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.024,0.9216,0.95,0.95,0,1,0.28,0.28,0,battery_operator_35,466
SEE984737129138,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.6,1.44,0.95,0.95,0,1,0.28,0.28,0,battery_operator_36,754
SEE978876536599,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3,2.7,0.95,0.95,0,1,0.28,0.28,0,battery_operator_37,477
SEE938935870958,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.52,1.368,0.95,0.95,0,1,0.28,0.28,0,battery_operator_38,382
SEE995541369856,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2,1.8,0.95,0.95,0,1,0.28,0.28,0,battery_operator_39,67
SEE959442677670,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.233,2.0097,0.95,0.95,0,1,0.28,0.28,0,battery_operator_40,594
SEE909817520346,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.7,2.43,0.95,0.95,0,1,0.28,0.28,0,battery_operator_41,239
SEE944347555529,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.16,1.944,0.95,0.95,0,1,0.28,0.28,0,battery_operator_42,333
SEE974949152857,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,6.5,5.85,0.95,0.95,0,1,0.28,0.28,0,battery_operator_43,329
SEE930624296063,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3,2.7,0.95,0.95,0,1,0.28,0.28,0,battery_operator_44,282
SEE971065048545,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.496,2.2464,0.95,0.95,0,1,0.28,0.28,0,battery_operator_45,239
SEE968425507361,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2,1.8,0.95,0.95,0,1,0.28,0.28,0,battery_operator_46,67
SEE905867758128,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.5,2.25,0.95,0.95,0,1,0.28,0.28,0,battery_operator_47,85
SEE948840887729,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.632,1.4688,0.95,0.95,0,1,0.28,0.28,0,battery_operator_48,332
SEE934353429884,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,6.144,5.5296,0.95,0.95,0,1,0.28,0.28,0,battery_operator_49,479
SEE961293092137,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,5.12,4.608,0.95,0.95,0,1,0.28,0.28,0,battery_operator_50,323
SEE944199082556,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,4.5,4.05,0.95,0.95,0,1,0.28,0.28,0,battery_operator_51,332
SEE952303928317,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3,2.7,0.95,0.95,0,1,0.28,0.28,0,battery_operator_52,332
SEE985699638867,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.6,3.24,0.95,0.95,0,1,0.28,0.28,0,battery_operator_53,325
SEE929186077968,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.2,2.88,0.95,0.95,0,1,0.28,0.28,0,battery_operator_54,57
SEE941708872783,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,15,13.5,0.95,0.95,0,1,0.28,0.28,0,battery_operator_55,369
SEE919443669678,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,15,13.5,0.95,0.95,0,1,0.28,0.28,0,battery_operator_56,714
SEE990521990150,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,15,13.5,0.95,0.95,0,1,0.28,0.28,0,battery_operator_57,320
SEE908096553144,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,15,13.5,0.95,0.95,0,1,0.28,0.28,0,battery_operator_58,320
SEE995933662862,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.857,2.5713,0.95,0.95,0,1,0.28,0.28,0,battery_operator_59,669
SEE931971412816,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.16,1.044,0.95,0.95,0,1,0.28,0.28,0,battery_operator_60,620
SEE975929008355,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.159,1.0431,0.95,0.95,0,1,0.28,0.28,0,battery_operator_61,90
SEE910788820359,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.6,1.44,0.95,0.95,0,1,0.28,0.28,0,battery_operator_62,744
SEE973585970962,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.7,2.43,0.95,0.95,0,1,0.28,0.28,0,battery_operator_63,525
SEE915286783892,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2,1.8,0.95,0.95,0,1,0.28,0.28,0,battery_operator_64,829
SEE984446277410,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,6.5,5.85,0.95,0.95,0,1,0.28,0.28,0,battery_operator_65,286
SEE999790559914,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,48,43.2,0.95,0.95,0,1,0.28,0.28,0,battery_operator_66,832
SEE933095868289,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,15,13.5,0.95,0.95,0,1,0.28,0.28,0,battery_operator_67,497
SEE978524946848,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.1104,2.79936,0.95,0.95,0,1,0.28,0.28,0,battery_operator_68,684
SEE961244310587,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,17.891328,16.1021952,0.95,0.95,0,1,0.28,0.28,0,battery_operator_69,587
SEE918002872818,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,8.128,7.3152,0.95,0.95,0,1,0.28,0.28,0,battery_operator_70,644
SEE939662192023,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,8,7.2,0.95,0.95,0,1,0.28,0.28,0,battery_operator_71,244
SEE912013538152,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,8,7.2,0.95,0.95,0,1,0.28,0.28,0,battery_operator_72,244
SEE943600523558,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,23.83,21.447,0.95,0.95,0,1,0.28,0.28,0,battery_operator_73,497
SEE912602517384,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.25,1.125,0.95,0.95,0,1,0.28,0.28,0,battery_operator_74,497
SEE942312369188,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.2,2.88,0.95,0.95,0,1,0.28,0.28,0,battery_operator_75,262
SEE988358912759,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.233,2.0097,0.95,0.95,0,1,0.28,0.28,0,battery_operator_76,769
SEE930312080578,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,8.4,7.56,0.95,0.95,0,1,0.28,0.28,0,battery_operator_77,490
SEE917689107459,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,20.521,18.4689,0.95,0.95,0,1,0.28,0.28,0,battery_operator_78,7
SEE967403086416,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,16.4168,14.77512,0.95,0.95,0,1,0.28,0.28,0,battery_operator_79,7
SEE932907515472,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,13.8,12.42,0.95,0.95,0,1,0.28,0.28,0,battery_operator_80,642
SEE921947771573,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.9,2.61,0.95,0.95,0,1,0.28,0.28,0,battery_operator_81,490
SEE958354990617,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,31.68,28.512,0.95,0.95,0,1,0.28,0.28,0,battery_operator_82,642
SEE906076904238,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.727,3.3543,0.95,0.95,0,1,0.28,0.28,0,battery_operator_83,490
SEE901523079712,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,22.35,20.115,0.95,0.95,0,1,0.28,0.28,0,battery_operator_84,769
SEE991117599634,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,12.8,11.52,0.95,0.95,0,1,0.28,0.28,0,battery_operator_85,581
SEE969316096490,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,4.5,4.05,0.95,0.95,0,1,0.28,0.28,0,battery_operator_86,7
SEE907007852277,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.032,1.8288,0.95,0.95,0,1,0.28,0.28,0,battery_operator_87,769
SEE959259251124,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.88,2.592,0.95,0.95,0,1,0.28,0.28,0,battery_operator_88,769
SEE930385769257,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,5.1,4.59,0.95,0.95,0,1,0.28,0.28,0,battery_operator_89,770
SEE905032397701,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,4.8,4.32,0.95,0.95,0,1,0.28,0.28,0,battery_operator_90,260
SEE989415663904,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,11.333,10.1997,0.95,0.95,0,1,0.28,0.28,0,battery_operator_91,399
SEE908200741672,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,14.166,12.7494,0.95,0.95,0,1,0.28,0.28,0,battery_operator_92,399
SEE963081865633,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,25.5,22.95,0.95,0.95,0,1,0.28,0.28,0,battery_operator_93,399
SEE976362409624,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,25.5,22.95,0.95,0.95,0,1,0.28,0.28,0,battery_operator_94,642
SEE901763599254,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2,1.8,0.95,0.95,0,1,0.28,0.28,0,battery_operator_95,763
SEE986418252418,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.85,3.465,0.95,0.95,0,1,0.28,0.28,0,battery_operator_96,399
SEE954351462355,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.85,3.465,0.95,0.95,0,1,0.28,0.28,0,battery_operator_97,399
SEE905647753862,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.85,3.465,0.95,0.95,0,1,0.28,0.28,0,battery_operator_98,399
SEE943565217936,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.85,3.465,0.95,0.95,0,1,0.28,0.28,0,battery_operator_99,399
SEE981067351215,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,6,5.4,0.95,0.95,0,1,0.28,0.28,0,battery_operator_100,399
SEE990143001883,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.84,3.456,0.95,0.95,0,1,0.28,0.28,0,battery_operator_101,260
SEE924380724335,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.6,1.44,0.95,0.95,0,1,0.28,0.28,0,battery_operator_102,341
SEE923433960119,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.7,2.43,0.95,0.95,0,1,0.28,0.28,0,battery_operator_103,766
SEE910324388312,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,15.9,14.31,0.95,0.95,0,1,0.28,0.28,0,battery_operator_104,248
SEE945342909836,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,4.554,4.0986,0.95,0.95,0,1,0.28,0.28,0,battery_operator_105,399
SEE932834592065,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.2888,1.15992,0.95,0.95,0,1,0.28,0.28,0,battery_operator_106,676
SEE943109815024,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,18.29142,16.462278,0.95,0.95,0,1,0.28,0.28,0,battery_operator_107,607
SEE961989517128,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,16.028,14.4252,0.95,0.95,0,1,0.28,0.28,0,battery_operator_108,399
SEE943609681808,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,11.1,9.99,0.95,0.95,0,1,0.28,0.28,0,battery_operator_109,766
SEE913795928759,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,20.26,18.234,0.95,0.95,0,1,0.28,0.28,0,battery_operator_110,260
SEE989669456239,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.5,2.25,0.95,0.95,0,1,0.28,0.28,0,battery_operator_111,593
SEE924266023187,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,10,9,0.95,0.95,0,1,0.28,0.28,0,battery_operator_112,399
SEE959140088693,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.608,2.3472,0.95,0.95,0,1,0.28,0.28,0,battery_operator_113,399
SEE929559458868,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.6,1.44,0.95,0.95,0,1,0.28,0.28,0,battery_operator_114,766
SEE969167514532,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,12,10.8,0.95,0.95,0,1,0.28,0.28,0,battery_operator_115,642
SEE946541217135,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.525,1.3725,0.95,0.95,0,1,0.28,0.28,0,battery_operator_116,763
SEE908462002313,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.6,3.24,0.95,0.95,0,1,0.28,0.28,0,battery_operator_117,766
SEE931375347240,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,10.9584,9.86256,0.95,0.95,0,1,0.28,0.28,0,battery_operator_118,774
SEE923253387301,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.068,0.9612,0.95,0.95,0,1,0.28,0.28,0,battery_operator_119,298
SEE977720016904,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,10,9,0.95,0.95,0,1,0.28,0.28,0,battery_operator_120,340
SEE982806373970,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,10.23,9.207,0.95,0.95,0,1,0.28,0.28,0,battery_operator_121,774
SEE954649497618,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,67,60.3,0.95,0.95,0,1,0.28,0.28,0,battery_operator_122,774
SEE973995346647,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.5552,1.39968,0.95,0.95,0,1,0.28,0.28,0,battery_operator_123,335
SEE983340579781,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,13.90752,12.516768,0.95,0.95,0,1,0.28,0.28,0,battery_operator_124,474
SEE989457180636,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,13.90752,12.516768,0.95,0.95,0,1,0.28,0.28,0,battery_operator_125,474
SEE919868593923,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,4.644,4.1796,0.95,0.95,0,1,0.28,0.28,0,battery_operator_126,448
SEE930847992643,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,13.416,12.0744,0.95,0.95,0,1,0.28,0.28,0,battery_operator_127,309
SEE980302059541,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.84,3.456,0.95,0.95,0,1,0.28,0.28,0,battery_operator_128,340
SEE910188016772,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2,1.8,0.95,0.95,0,1,0.28,0.28,0,battery_operator_129,307
SEE943208281096,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.507,1.3563,0.95,0.95,0,1,0.28,0.28,0,battery_operator_130,701
SEE961724289518,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,4.5,4.05,0.95,0.95,0,1,0.28,0.28,0,battery_operator_131,251
SEE955166555447,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.2,1.98,0.95,0.95,0,1,0.28,0.28,0,battery_operator_132,308
SEE900291433160,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,8.536,7.6824,0.95,0.95,0,1,0.28,0.28,0,battery_operator_133,673
SEE949148866799,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.37,1.233,0.95,0.95,0,1,0.28,0.28,0,battery_operator_134,446
SEE905242636829,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.23,1.107,0.95,0.95,0,1,0.28,0.28,0,battery_operator_135,667
SEE993997172082,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.5,2.25,0.95,0.95,0,1,0.28,0.28,0,battery_operator_136,562
SEE963007921467,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.25,1.125,0.95,0.95,0,1,0.28,0.28,0,battery_operator_137,673
SEE950941730194,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.263,1.1367,0.95,0.95,0,1,0.28,0.28,0,battery_operator_138,451
SEE954562561007,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,5.76,5.184,0.95,0.95,0,1,0.28,0.28,0,battery_operator_139,451
SEE952317222654,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.444,3.0996,0.95,0.95,0,1,0.28,0.28,0,battery_operator_140,666
SEE958252031641,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.44448,3.100032,0.95,0.95,0,1,0.28,0.28,0,battery_operator_141,308
SEE920612166553,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.4596,3.11364,0.95,0.95,0,1,0.28,0.28,0,battery_operator_142,452
SEE930716288624,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.4596,3.11364,0.95,0.95,0,1,0.28,0.28,0,battery_operator_143,452
SEE928876901736,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.896,3.5064,0.95,0.95,0,1,0.28,0.28,0,battery_operator_144,666
SEE905115289190,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.4596,3.11364,0.95,0.95,0,1,0.28,0.28,0,battery_operator_145,523
SEE965617763024,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,4.064,3.6576,0.95,0.95,0,1,0.28,0.28,0,battery_operator_146,705
SEE940316838242,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,10.69,9.621,0.95,0.95,0,1,0.28,0.28,0,battery_operator_147,529
SEE934638364947,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.2,1.98,0.95,0.95,0,1,0.28,0.28,0,battery_operator_148,786
SEE912132957018,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.34,1.206,0.95,0.95,0,1,0.28,0.28,0,battery_operator_149,747
SEE957063025665,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.594,3.2346,0.95,0.95,0,1,0.28,0.28,0,battery_operator_150,702
SEE929646974516,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,5.504,4.9536,0.95,0.95,0,1,0.28,0.28,0,battery_operator_151,562
SEE959638838588,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.65,2.385,0.95,0.95,0,1,0.28,0.28,0,battery_operator_152,666
SEE927296337002,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.296,1.1664,0.95,0.95,0,1,0.28,0.28,0,battery_operator_153,474
SEE948786499895,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.808,2.5272,0.95,0.95,0,1,0.28,0.28,0,battery_operator_154,528
SEE970162171323,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,5.803,5.2227,0.95,0.95,0,1,0.28,0.28,0,battery_operator_155,76
SEE948363778672,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.032,1.8288,0.95,0.95,0,1,0.28,0.28,0,battery_operator_156,705
SEE988222104112,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,16.5888,14.92992,0.95,0.95,0,1,0.28,0.28,0,battery_operator_157,529
SEE931076843966,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,12.4416,11.19744,0.95,0.95,0,1,0.28,0.28,0,battery_operator_158,446
SEE983724235456,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,13.777152,12.3994368,0.95,0.95,0,1,0.28,0.28,0,battery_operator_159,450
SEE934542973051,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,8.2944,7.46496,0.95,0.95,0,1,0.28,0.28,0,battery_operator_160,701
SEE961083745526,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.345,2.1105,0.95,0.95,0,1,0.28,0.28,0,battery_operator_161,667
SEE924821338909,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.345,2.1105,0.95,0.95,0,1,0.28,0.28,0,battery_operator_162,667
SEE903095708120,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.345,2.1105,0.95,0.95,0,1,0.28,0.28,0,battery_operator_163,667
SEE981161419538,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.345,2.1105,0.95,0.95,0,1,0.28,0.28,0,battery_operator_164,667
SEE954677148513,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.856,3.4704,0.95,0.95,0,1,0.28,0.28,0,battery_operator_165,454
SEE912014586152,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,4.128,3.7152,0.95,0.95,0,1,0.28,0.28,0,battery_operator_166,418
SEE991010009728,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,2.148,1.9332,0.95,0.95,0,1,0.28,0.28,0,battery_operator_167,451
SEE906246719242,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.553,1.3977,0.95,0.95,0,1,0.28,0.28,0,battery_operator_168,133
SEE920981722466,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.553,1.3977,0.95,0.95,0,1,0.28,0.28,0,battery_operator_169,418
SEE941919962679,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,3.06,2.754,0.95,0.95,0,1,0.28,0.28,0,battery_operator_170,418
SEE993129333831,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.2,1.08,0.95,0.95,0,1,0.28,0.28,0,battery_operator_171,667
SEE958414316241,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,12.4,11.16,0.95,0.95,0,1,0.28,0.28,0,battery_operator_172,257
SEE924517601980,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,1.334655,1.2011895,0.95,0.95,0,1,0.28,0.28,0,battery_operator_173,450
SEE933665632364,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,7.11333,6.401997,0.95,0.95,0,1,0.28,0.28,0,battery_operator_174,528
SEE906489859750,li_ion_battery,flexable_eom_storage,FixedDispatchStrategy,12.19428,10.974852,0.95,0.95,0,1,0.28,0.28,0,battery_operator_175,76
