name,bus0,bus1,voltage,i_nom,circuits,s_nom,r,x,b,length
relation/12842817-380,way/301158539-380,way/449010725-380,380,2.58,1,1698.103,0.481208,3.945902,6.95E-05,16040.25
relation/12842819-380,way/449010725-380,way/907539360-380,380,2.58,1,1698.103,0.811674,6.655729,0.0001173,27055.81
relation/12842820-380,way/449010725-380,way/907539360-380,380,2.58,1,1698.103,0.811674,6.655729,0.0001173,27055.81
relation/12896838-380,way/499165542-380,way/108797675-380,380,2.58,1,1698.103,0.081754,0.670384,1.18E-05,2725.14
relation/12896839-380,way/499165542-380,way/108797675-380,380,2.58,1,1698.103,0.081754,0.670384,1.18E-05,2725.14
relation/12900764-380,way/957746797-380,way/25943440-380,380,2.58,1,1698.103,0.960304,7.874494,0.00013878,32010.14
relation/129420-380,way/29309786-380,way/143882655-380,380,2.58,1,1698.103,3.891922,31.913764,0.00056243,129730.75
relation/129422-380,way/948341123-380,way/143882655-380,380,2.58,1,1698.103,2.177954,17.859221,0.00031474,72598.46
relation/13073144-220,DE47-220,way/26472665-220,220,1.29,1,491.556,1.237382,6.207535,8.10E-05,20623.04
relation/13239127-380,way/202747445-380,way/24042358-380,380,2.58,1,1698.103,1.519394,12.459034,0.00021957,50646.48
relation/14236924-380,way/157328339-380,way/1068350839-380,380,2.58,1,1698.103,2.122844,17.407322,0.00030678,70761.47
relation/142684-220,way/27739871-220,way/33042984-220,220,1.29,1,491.556,4.490597,22.52783,0.00029391,74843.29
relation/14435819-380,way/26474759-380,way/26472665-380,380,2.58,1,1698.103,1.453877,11.92179,0.0002101,48462.56
relation/14459971-380,way/941453716-380,way/1091984573-380,380,2.58,1,1698.103,1.66839,13.680796,0.0002411,55612.99
relation/14488153-380,way/149256409-380,way/25746125-380,380,2.58,1,1698.103,0.24212,1.985387,3.50E-05,8070.68
relation/14510605-380,way/289836713-380,way/1089769599-380,380,2.58,1,1698.103,0.424952,3.484607,6.14E-05,14165.07
relation/14510606-380,way/289836713-380,way/1089769599-380,380,2.58,1,1698.103,0.424952,3.484607,6.14E-05,14165.07
relation/14510647-380-a,way/603661085-380,way/289836713-380,380,2.58,1,1698.103,0.68013,5.577064,9.83E-05,22670.99
relation/14510648-380,way/603661085-380,way/289836713-380,380,2.58,1,1698.103,0.68013,5.577064,9.83E-05,22670.99
relation/14510907-380,way/1102237380-380,way/275466323-380,380,2.58,1,1698.103,0.092391,0.757604,1.34E-05,3079.69
relation/14510979-380,way/58429825-380,way/30164703-380,380,2.58,1,1698.103,0.285941,2.344717,4.13E-05,9531.37
relation/14510980-380,way/58429825-380,way/30164703-380,380,2.58,1,1698.103,0.285941,2.344717,4.13E-05,9531.37
relation/14514288-380,way/143854536-380,way/31653753-380,380,2.58,1,1698.103,1.404898,11.520168,0.00020303,46829.95
relation/14514411-220,way/28397771-220,DE52-220,220,1.29,1,491.556,1.992943,9.997932,0.00013044,33215.72
relation/14514424-380-b,way/150200540-380,way/114319248-380,380,2.58,2,3396.205,0.156643,1.284469,9.06E-05,10442.84
relation/14543718-220,way/1091984573-220,DE2-220,220,1.29,3,1474.668,1.7247,8.652244,0.00101593,86234.99
relation/145510-380-b,way/851299584-380,DE9-380,380,2.58,1,1698.103,1.740523,14.27229,0.00025153,58017.44
relation/145510-380-d,DE9-380,way/1094015892-380,380,2.58,1,1698.103,1.281196,10.505811,0.00018515,42706.55
relation/14567632-380,way/829116805-380,way/32076853-380,380,2.58,1,1698.103,0.81345,6.670292,0.00011755,27115.01
relation/14595857-380-b,way/38661452-380,DE161-380,380,2.58,1,1698.103,0.063024,0.516799,9.11E-06,2100.81
relation/14595857-380-c,DE161-380,DE162-380,380,2.58,1,1698.103,0.146416,1.200613,2.12E-05,4880.54
relation/14595857-380-e,DE162-380,way/169244940-380,380,2.58,1,1698.103,0.220968,1.811938,3.19E-05,7365.6
relation/14596023-380,way/149987048-380,way/152973139-380,380,2.58,1,1698.103,0.806782,6.615612,0.00011659,26892.73
relation/14596024-380,way/149987048-380,way/152973139-380,380,2.58,1,1698.103,0.806782,6.615612,0.00011659,26892.73
relation/14597254-380,way/398680313-380,way/940922557-380,380,2.58,1,1698.103,1.975867,16.202111,0.00028554,65862.24
relation/14617003-380-a,way/442199284-380,DE119-380,380,2.58,2,3396.205,0.123486,1.012586,7.14E-05,8232.41
relation/14617003-380-b,DE119-380,way/32843531-380,380,2.58,2,3396.205,0.180366,1.479005,0.00010426,12024.43
relation/14648167-380,way/88945213-380,way/76246159-380,380,2.58,1,1698.103,1.193617,9.787656,0.00017249,39787.22
relation/14650713-380-a,way/24042358-380,way/42410916-380,380,2.58,1,1698.103,0.591623,4.851312,8.55E-05,19720.78
relation/15097913-380,way/559702819-380,way/1128250707-380,380,2.58,1,1698.103,1.7962,14.728837,0.00025957,59873.32
relation/15097914-380,way/559702819-380,way/1128250707-380,380,2.58,1,1698.103,1.796632,14.732382,0.00025964,59887.73
relation/15751730-220,way/152924498-220,relation/17591073-220,220,1.29,2,983.112,0.368982,1.851061,9.66E-05,12299.41
relation/1578736-220-a,way/35818137-220,way/35818134-220,220,1.29,2,983.112,0.077737,0.389982,2.04E-05,2591.24
relation/1605946-220,way/24667346-220,way/83916207-220,220,1.29,1,491.556,1.335628,6.700401,8.74E-05,22260.47
relation/1605949-220,way/24667346-220,way/83916207-220,220,1.29,1,491.556,1.335628,6.700401,8.74E-05,22260.47
relation/1633120-380,way/24413992-380,DE49-380,380,2.58,1,1698.103,0.053822,0.441339,7.78E-06,1794.06
relation/1636721-220,way/152924508-220,way/149987048-220,220,1.29,1,491.556,0.79196,3.973001,5.18E-05,13199.34
relation/1636726-220,way/152924508-220,way/149987048-220,220,1.29,1,491.556,0.79196,3.973001,5.18E-05,13199.34
relation/1636729-380-a,way/152973139-380,way/25786404-380,380,2.58,2,3396.205,1.268818,10.404309,0.00073344,84587.88
relation/1636750-380,DE5-380,way/32063539-380,380,2.58,1,1698.103,0.219495,1.799861,3.17E-05,7316.51
relation/1636782-220,way/1094015892-220,way/32318130-220,220,1.29,1,491.556,2.488313,12.483039,0.00016286,41471.89
relation/1636783-220,way/1094015892-220,way/946710698-220,220,1.29,1,491.556,6.401837,32.115881,0.000419,106697.28
relation/1636863-380,way/24230738-380,way/24604789-380,380,2.58,1,1698.103,1.368046,11.217981,0.0001977,45601.55
relation/1636864-380,way/24230738-380,way/957746797-380,380,2.58,1,1698.103,0.450144,3.691178,6.51E-05,15004.79
relation/1636865-380,way/24230738-380,way/957746797-380,380,2.58,1,1698.103,0.450144,3.691178,6.51E-05,15004.79
relation/1636866-380,way/24230738-380,way/24604789-380,380,2.58,1,1698.103,1.368046,11.217981,0.0001977,45601.55
relation/1636917-380,way/114319248-380,way/33411203-380,380,2.58,1,1698.103,1.852631,15.191573,0.00026773,61754.36
relation/1637163-380,way/167695568-380,way/1280840211-380,380,2.58,1,1698.103,0.799859,6.558842,0.00011559,26661.96
relation/1641463-380-a,way/85523877-380,DE205-380,380,2.58,1,1698.103,0.044771,0.367125,6.47E-06,1492.38
relation/1641463-380-b,DE205-380,DE202-380,380,2.58,1,1698.103,0.134603,1.103748,1.95E-05,4486.78
relation/1641463-380-c,DE202-380,way/1093896544-380,380,2.58,1,1698.103,0.589095,4.830579,8.51E-05,19636.5
relation/1641463-380-e,way/1093896544-380,way/88945213-380,380,2.58,1,1698.103,0.634056,5.199257,9.16E-05,21135.19
relation/1641471-220-b,way/31367940-220,way/31367936-220,220,1.29,1,491.556,4.243108,21.286256,0.00027771,70718.46
relation/1641474-380-a,way/85523877-380,DE205-380,380,2.58,1,1698.103,0.044771,0.367125,6.47E-06,1492.38
relation/1641474-380-b,DE205-380,DE202-380,380,2.58,1,1698.103,0.134603,1.103748,1.95E-05,4486.78
relation/1641474-380-c,DE202-380,way/1093896544-380,380,2.58,1,1698.103,0.589095,4.830579,8.51E-05,19636.5
relation/1641474-380-e,way/1093896544-380,way/88945213-380,380,2.58,1,1698.103,0.634056,5.199257,9.16E-05,21135.19
relation/1641702-380-a,way/24685992-380,DE162-380,380,2.58,1,1698.103,0.359694,2.949488,5.20E-05,11989.79
relation/1641702-380-c,DE162-380,DE161-380,380,2.58,1,1698.103,0.146416,1.200613,2.12E-05,4880.54
relation/1641702-380-d,DE161-380,way/38661452-380,380,2.58,1,1698.103,0.063024,0.516799,9.11E-06,2100.81
relation/1641706-380-a,way/24685992-380,DE162-380,380,2.58,1,1698.103,0.359694,2.949488,5.20E-05,11989.79
relation/1641706-380-b,DE162-380,way/169244940-380,380,2.58,1,1698.103,0.220968,1.811938,3.19E-05,7365.6
relation/1641722-220,way/23641079-220,DE160-220,220,1.29,2,983.112,0.097137,0.487305,2.54E-05,3237.91
relation/1641756-380,way/42372159-380,way/23284340-380,380,2.58,1,1698.103,0.609865,5.00089,8.81E-05,20328.82
relation/1641757-380,way/42410916-380,way/42372159-380,380,2.58,1,1698.103,0.125878,1.032204,1.82E-05,4195.95
relation/1641761-380-c,way/23284340-380,way/42410916-380,380,2.58,1,1698.103,0.691272,5.668428,9.99E-05,23042.39
relation/1641773-380,way/88945213-380,way/76246159-380,380,2.58,1,1698.103,1.193617,9.787656,0.00017249,39787.22
relation/1659072-380,way/121199242-380,way/425100082-380,380,2.58,1,1698.103,0.177098,1.452199,2.56E-05,5903.25
relation/1685857-220,way/24414688-220,way/42507488-220,220,1.29,1,491.556,1.499099,7.520479,9.81E-05,24984.98
relation/17189379-220,way/27919734-220,way/31762305-220,220,1.29,1,491.556,0.661251,3.317276,4.33E-05,11020.85
relation/17189380-220,way/31762305-220,way/49577401-220,220,1.29,1,491.556,0.197494,0.99076,1.29E-05,3291.56
relation/17189385-220,way/27919734-220,way/49577401-220,220,1.29,1,491.556,0.46781,2.346846,3.06E-05,7796.83
relation/1735138-220-a,way/145680894-220,DE175-220,220,1.29,1,491.556,2.30224,11.549569,0.00015068,38370.66
relation/1735138-220-c,DE175-220,way/89215122-220,220,1.29,1,491.556,1.268032,6.361292,8.30E-05,21133.86
relation/1750800-220-b,way/25306752-220,way/83529203-220,220,1.29,1,491.556,5.146445,25.818001,0.00033683,85774.09
relation/1820695-220-b,way/24158385-220,way/75865676-220,220,1.29,2,983.112,1.541508,7.73323,0.00040357,51383.59
relation/1897790-220,way/31762305-220,way/49577401-220,220,1.29,1,491.556,0.196571,0.98613,1.29E-05,3276.18
relation/1897791-220,way/31762305-220,way/49577401-220,220,1.29,1,491.556,0.197494,0.99076,1.29E-05,3291.56
relation/1906209-380,way/42799487-380,way/42797575-380,380,2.58,1,1698.103,1.519676,12.461344,0.00021961,50655.87
relation/2140374-220,way/559702819-220,way/672738029-220,220,1.29,1,491.556,0.170752,0.856607,1.12E-05,2845.87
relation/2147236-220-b,way/154869247-220,way/395847307-220,220,1.29,1,491.556,0.300325,1.506631,1.97E-05,5005.42
relation/2188188-380,way/26472665-380,way/33169401-380,380,2.58,1,1698.103,1.115519,9.147259,0.00016121,37183.98
relation/2238161-220,way/32318130-220,way/946710698-220,220,1.29,1,491.556,3.923661,19.683699,0.0002568,65394.35
relation/2239286-400,way/170123812-400,way/39428977-400,400,2.58,1,1787.476,0.766238,6.283152,0.00011073,25541.27
relation/2247028-380,way/943135226-380,way/157328339-380,380,2.58,1,1698.103,2.491679,20.431766,0.00036008,83055.96
relation/2247029-380,way/943135226-380,way/157328339-380,380,2.58,1,1698.103,2.491679,20.431766,0.00036008,83055.96
relation/2247304-220,way/156673637-220,way/943135226-220,220,1.29,1,491.556,5.914778,29.672472,0.00038712,98579.64
relation/2247305-220,way/32843531-220,way/943135226-220,220,1.29,1,491.556,3.112046,15.612099,0.00020368,51867.44
relation/2247306-220,way/156673637-220,way/32843531-220,220,1.29,1,491.556,4.057594,20.355595,0.00026557,67626.56
relation/2247333-380,way/1086825107-380,way/943135226-380,380,2.58,1,1698.103,3.107202,25.479059,0.00044903,103573.41
relation/2247334-380,way/156673637-380,way/943135226-380,380,2.58,1,1698.103,1.854524,15.2071,0.000268,61817.48
relation/2247335-380,way/1086825107-380,way/156673637-380,380,2.58,1,1698.103,1.363061,11.177101,0.00019698,45435.37
relation/2252482-380-b,way/1245826064-380,way/202747445-380,380,2.58,1,1698.103,0.396976,3.255207,5.74E-05,13232.55
relation/2277544-220,way/1128250707-220,way/50643382-220,220,1.29,1,491.556,3.331081,16.710924,0.00021802,55518.02
relation/2277545-220,way/1128250707-220,way/50643382-220,220,1.29,1,491.556,3.331081,16.710924,0.00021802,55518.02
relation/240489-220,way/40621568-220,way/27149550-220,220,1.29,1,491.556,3.302519,16.567636,0.00021615,55041.98
relation/240490-220,way/40621568-220,way/27149550-220,220,1.29,1,491.556,3.302519,16.567636,0.00021615,55041.98
relation/2450379-220,way/114319248-220,way/33411203-220,220,1.29,1,491.556,3.690763,18.515329,0.00024156,61512.72
relation/252583-380,way/22973070-380,way/942448206-380,380,2.58,1,1698.103,0.485752,3.983166,7.02E-05,16191.73
relation/252584-380,way/22973070-380,way/942448206-380,380,2.58,1,1698.103,0.485752,3.983166,7.02E-05,16191.73
relation/270536-380,way/29309786-380,way/948341123-380,380,2.58,1,1698.103,1.746045,14.317571,0.00025233,58201.51
relation/270963-380,way/156673636-380,way/29309786-380,380,2.58,1,1698.103,1.224975,10.044793,0.00017703,40832.49
relation/272103-380-b,way/87653464-380,way/152261133-380,380,2.58,1,1698.103,3.636607,29.820177,0.00052554,121220.23
relation/272126-380,way/152261133-380,way/48057110-380,380,2.58,1,1698.103,0.971193,7.963785,0.00014035,32373.11
relation/272728-220-a,way/152261133-220,way/32725957-220,220,1.29,1,491.556,0.828369,4.155651,5.42E-05,13806.15
relation/272729-220-b,way/32725957-220,way/32966636-220,220,1.29,1,491.556,1.312328,6.583511,8.59E-05,21872.13
relation/272732-220-a,way/152261133-220,way/32966636-220,220,1.29,1,491.556,1.767789,8.868408,0.0001157,29463.15
relation/289000-380,way/829116805-380,way/32076853-380,380,2.58,1,1698.103,0.81345,6.670292,0.00011755,27115.01
relation/2910798-380,way/1089911133-380,way/30040568-380,380,2.58,1,1698.103,2.617232,21.461301,0.00037822,87241.06
relation/2910799-380,way/1089911133-380,way/234171369-380,380,2.58,1,1698.103,3.332044,27.322762,0.00048152,111068.14
relation/2927579-380,way/941805476-380,way/157806991-380,380,2.58,1,1698.103,1.380728,11.32197,0.00019953,46024.27
relation/2927580-380,way/941805476-380,way/157806991-380,380,2.58,1,1698.103,1.380728,11.32197,0.00019953,46024.27
relation/2927597-380,way/157806991-380,DE99-380,380,2.58,1,1698.103,0.179223,1.469626,2.59E-05,5974.09
relation/2927598-380,way/157806991-380,DE99-380,380,2.58,1,1698.103,0.179223,1.469626,2.59E-05,5974.09
relation/2927599-380-a,way/157806991-380,DE99-380,380,2.58,1,1698.103,0.192835,1.581246,2.79E-05,6427.83
relation/2927600-380-a,way/157806991-380,DE99-380,380,2.58,1,1698.103,0.192835,1.581246,2.79E-05,6427.83
relation/2928164-380,way/26472665-380,way/943939310-380,380,2.58,1,1698.103,1.418586,11.632405,0.000205,47286.2
relation/2928165-380,way/943939310-380,way/398680313-380,380,2.58,1,1698.103,3.50656,28.753796,0.00050674,116885.35
relation/2928166-380,way/943939310-380,way/940922557-380,380,2.58,1,1698.103,5.36225,43.970448,0.00077492,178741.66
relation/2928167-380,way/26472665-380,way/943939310-380,380,2.58,1,1698.103,1.418586,11.632405,0.000205,47286.2
relation/2952534-380,way/149256409-380,way/1086825107-380,380,2.58,1,1698.103,1.512591,12.403244,0.00021859,50419.69
relation/2952535-380,way/149256409-380,way/1086825107-380,380,2.58,1,1698.103,1.512591,12.403244,0.00021859,50419.69
relation/3028644-220,way/24415232-220,DE71-220,220,1.29,1,491.556,0.134239,0.673433,8.79E-06,2237.32
relation/3098194-220,way/24262656-220,way/24272541-220,220,1.29,1,491.556,0.644644,3.233962,4.22E-05,10744.06
relation/3098195-220,way/24262656-220,way/24272541-220,220,1.29,1,491.556,0.644644,3.233962,4.22E-05,10744.06
relation/3109536-220,way/27739871-220,way/23682013-220,220,1.29,1,491.556,2.55251,12.805091,0.00016706,42541.83
relation/3109630-380,way/27739871-380,way/24413992-380,380,2.58,1,1698.103,2.179016,17.867934,0.0003149,72633.88
relation/3228400-380-b,way/24839976-380,DE139-380,380,2.58,1,1698.103,0.858484,7.039573,0.00012406,28616.15
relation/3228400-380-c,DE139-380,way/22766160-380,380,2.58,1,1698.103,0.171344,1.405017,2.48E-05,5711.45
relation/3302864-380,way/398680313-380,way/940922557-380,380,2.58,1,1698.103,1.857862,15.234465,0.00026849,61928.72
relation/3306342-380,way/157328339-380,way/940922557-380,380,2.58,1,1698.103,2.669102,21.886635,0.00038572,88970.06
relation/3306343-380,way/157328339-380,way/940922557-380,380,2.58,1,1698.103,2.669102,21.886635,0.00038572,88970.06
relation/3528700-380,way/24262656-380,way/24258096-380,380,2.58,1,1698.103,1.088233,8.923507,0.00015726,36274.42
relation/3533527-380-b,way/24272339-380,way/24262656-380,380,2.58,1,1698.103,0.278847,2.286543,4.03E-05,9294.89
relation/3533700-380-a,way/149256409-380,way/143882655-380,380,2.58,1,1698.103,1.687884,13.840649,0.00024392,56262.8
relation/3534540-380,way/24262656-380,way/28343121-380,380,2.58,1,1698.103,2.577782,21.137813,0.00037252,85926.07
relation/3534541-380,way/24262656-380,way/28343121-380,380,2.58,1,1698.103,2.577782,21.137813,0.00037252,85926.07
relation/3534542-380,way/28327356-380,way/28343121-380,380,2.58,1,1698.103,0.764621,6.269895,0.0001105,25487.38
relation/3687803-380-b,way/156673636-380,way/156960655-380,380,2.58,2,3396.205,0.441208,3.61791,0.00025504,29413.9
relation/3688562-380,way/42410916-380,way/148446247-380,380,2.58,1,1698.103,2.678024,21.959795,0.00038701,89267.46
relation/3688563-380,way/29309786-380,way/148446247-380,380,2.58,1,1698.103,1.520558,12.468576,0.00021974,50685.27
relation/3694014-380,way/145002769-380,way/108797675-380,380,2.58,1,1698.103,2.76149,22.644219,0.00039907,92049.67
relation/3694015-380-b,way/1327333163-380,way/1104947187-380,380,2.58,2,3396.205,0.10198,0.836234,5.90E-05,6798.65
relation/3694016-380-b,way/1327333163-380,way/143854536-380,380,2.58,1,1698.103,1.433507,11.754761,0.00020716,47783.58
relation/3694017-380,way/143854536-380,way/42050342-380,380,2.58,1,1698.103,1.658798,13.602147,0.00023972,55293.28
relation/3694018-380,way/31653753-380,way/108797675-380,380,2.58,1,1698.103,1.624303,13.319281,0.00023473,54143.42
relation/3697399-380-a,way/43688805-380,DE185-380,380,2.58,2,3396.205,0.079784,0.65423,4.61E-05,5318.94
relation/3697399-380-b,DE185-380,DE184-380,380,2.58,2,3396.205,0.01567,0.128493,9.06E-06,1044.66
relation/3697399-380-c,DE184-380,way/1327333163-380,380,2.58,2,3396.205,0.349233,2.863714,0.00020188,23282.23
relation/3707291-380-a,way/442199284-380,DE119-380,380,2.58,2,3396.205,0.123486,1.012586,7.14E-05,8232.41
relation/3707291-380-b,DE119-380,way/32843531-380,380,2.58,2,3396.205,0.180366,1.479005,0.00010426,12024.43
relation/3707292-380,way/32843531-380,way/157328339-380,380,2.58,1,1698.103,2.515869,20.630123,0.00036358,83862.29
relation/3707293-380,way/143882655-380,way/442199284-380,380,2.58,1,1698.103,3.131161,25.675522,0.00045249,104372.04
relation/3710278-380-b,way/76246159-380,way/18629425-380,380,2.58,2,3396.205,0.754018,6.18295,0.00043586,50267.89
relation/3710279-380,way/30613895-380,way/53378027-380,380,2.58,1,1698.103,1.051755,8.624389,0.00015199,35058.49
relation/3710281-380-a,way/30613895-380,way/76246159-380,380,2.58,1,1698.103,1.562723,12.814327,0.00022583,52090.76
relation/3710286-380-b,way/76246159-380,way/53378027-380,380,2.58,1,1698.103,0.945469,7.752843,0.00013663,31515.62
relation/3717718-400,way/32196554-400,way/87653464-400,400,2.58,1,1787.476,0.943462,7.736392,0.00013634,31448.75
relation/3717719-220,way/81638061-220,way/87653464-220,220,1.29,1,491.556,1.098375,5.510181,7.19E-05,18306.25
relation/3730414-220,way/173112252-220,way/943135226-220,220,1.29,1,491.556,1.810894,9.08465,0.00011852,30181.56
relation/3730416-380,way/941805476-380,way/59026005-380,380,2.58,1,1698.103,1.699646,13.9371,0.00024562,56654.88
relation/3730417-380,way/59026005-380,way/111615226-380,380,2.58,1,1698.103,0.449274,3.684047,6.49E-05,14975.8
relation/3730418-380,way/59026005-380,way/111615226-380,380,2.58,1,1698.103,0.451275,3.700453,6.52E-05,15042.49
relation/3730420-380,way/943135226-380,way/942771541-380,380,2.58,1,1698.103,2.563697,21.022319,0.00037049,85456.58
relation/3730421-380,way/109917397-380,way/942771541-380,380,2.58,1,1698.103,1.433568,11.75526,0.00020717,47785.61
relation/3730422-380,way/943135226-380,way/109917397-380,380,2.58,1,1698.103,1.130966,9.273917,0.00016344,37698.85
relation/3732172-380-b,way/24705761-380,way/137602559-380,380,2.58,2,3396.205,1.505496,12.345066,0.00087026,100366.39
relation/3732383-380,way/24757392-380,way/1086825107-380,380,2.58,1,1698.103,1.684096,13.809584,0.00024337,56136.52
relation/3732384-380,way/108797675-380,way/24758329-380,380,2.58,1,1698.103,1.067143,8.750569,0.00015422,35571.42
relation/3732385-380,way/108797675-380,way/24757833-380,380,2.58,1,1698.103,1.491977,12.23421,0.00021561,49732.56
relation/3732386-380,way/24758329-380,way/24757392-380,380,2.58,1,1698.103,1.740552,14.272529,0.00025153,58018.41
relation/3732387-380,way/24757833-380,way/24757392-380,380,2.58,1,1698.103,1.301987,10.676292,0.00018815,43399.56
relation/3732388-380-b,way/24757392-380,DE158-380,380,2.58,1,1698.103,1.114179,9.136268,0.00016101,37139.3
relation/3732388-380-c,DE158-380,way/93341407-380,380,2.58,1,1698.103,0.395674,3.244526,5.72E-05,13189.13
relation/3732389-380,way/93341407-380,way/29084374-380,380,2.58,1,1698.103,2.646702,21.702959,0.00038248,88223.41
relation/3732390-380-b,way/77697810-380,way/24976300-380,380,2.58,2,3396.205,0.94729,7.767782,0.00054758,63152.7
relation/3738981-380,way/941805476-380,way/59026005-380,380,2.58,1,1698.103,1.699646,13.9371,0.00024562,56654.88
relation/3738982-380,way/942771541-380,way/941805476-380,380,2.58,1,1698.103,1.096895,8.994537,0.00015852,36563.16
relation/3739951-220-b,way/23161029-220,way/32843531-220,220,1.29,1,491.556,1.662754,8.341484,0.00010883,27712.57
relation/3739953-220,way/157164284-220,way/32843531-220,220,1.29,1,491.556,9.512875,47.722921,0.00062262,158547.91
relation/3739954-220,way/157164284-220,way/32843531-220,220,1.29,1,491.556,9.512875,47.722921,0.00062262,158547.91
relation/3739955-380,way/149256409-380,way/25746125-380,380,2.58,1,1698.103,0.24212,1.985387,3.50E-05,8070.68
relation/3742237-220,way/943135226-220,way/1081302145-220,220,1.29,1,491.556,1.070369,5.369686,7.01E-05,17839.49
relation/3742238-220,way/156673637-220,way/167352587-220,220,1.29,1,491.556,1.931348,9.688928,0.00012641,32189.13
relation/3742239-220,way/143882655-220,way/157164284-220,220,1.29,1,491.556,3.968844,19.910367,0.00025976,66147.4
relation/3742240-220,way/143882655-220,way/157164284-220,220,1.29,1,491.556,3.968844,19.910367,0.00025976,66147.4
relation/3742241-380,way/143882655-380,way/29713902-380,380,2.58,1,1698.103,2.334195,19.140399,0.00033732,77806.5
relation/3742242-380,way/143882655-380,way/29713902-380,380,2.58,1,1698.103,2.334195,19.140399,0.00033732,77806.5
relation/3749524-380,way/30303506-380,way/30954714-380,380,2.58,2,3396.205,0.098249,0.805644,5.68E-05,6549.95
relation/3749525-380,way/30954714-380,way/22973070-380,380,2.58,3,5094.308,0.054862,0.449871,7.14E-05,5486.23
relation/3749527-380-a,way/30132758-380,way/43163132-380,380,2.58,2,3396.205,0.112894,0.925731,6.53E-05,7526.27
relation/3749845-220,way/77694901-220,way/24759324-220,220,1.29,2,983.112,1.37026,6.874137,0.00035873,45675.33
relation/3749846-220,way/954971276-220,way/24759324-220,220,1.29,2,983.112,2.200523,11.039292,0.0005761,73350.78
relation/3749847-220,way/954971276-220,way/28956649-220,220,1.29,1,491.556,3.765649,18.891004,0.00024646,62760.81
relation/3749848-220,way/24768051-220,way/24759324-220,220,1.29,1,491.556,1.458914,7.318884,9.55E-05,24315.23
relation/3749850-220-a,way/133342285-220,way/24158385-220,220,1.29,1,491.556,1.956587,9.815547,0.00012806,32609.79
relation/3749851-220,way/137602559-220,way/133342285-220,220,1.29,1,491.556,2.3983,12.031473,0.00015697,39971.67
relation/3749852-380,way/137602559-380,way/26245195-380,380,2.58,1,1698.103,2.284356,18.731722,0.00033012,76145.21
relation/3749853-380-a,way/5404079-380,way/26245195-380,380,2.58,1,1698.103,0.533365,4.373595,7.71E-05,17778.84
relation/3749854-380-a,way/5404079-380,way/26245195-380,380,2.58,1,1698.103,0.533365,4.373595,7.71E-05,17778.84
relation/3749855-380,way/26245195-380,way/77697810-380,380,2.58,3,5094.308,0.61336,5.029556,0.00079775,61336.05
relation/3756855-220-a,way/87653464-220,way/31367940-220,220,1.29,2,983.112,2.20224,11.047904,0.00057655,73408
relation/3756857-220-c,way/89176956-220,way/151967290-220,220,1.29,2,983.112,0.692383,3.473456,0.00018127,23079.44
relation/3756858-220-b,way/89176956-220,way/89176939-220,220,1.29,2,983.112,0.074647,0.374482,1.95E-05,2488.25
relation/3756990-380,way/81641090-380,way/82773910-380,380,2.58,2,3396.205,0.587609,4.818395,0.00033967,39173.94
relation/3756991-220,way/129378915-220,way/82773910-220,220,1.29,1,491.556,1.226697,6.15393,8.03E-05,20444.95
relation/3763835-220,way/24858617-220,way/24414688-220,220,1.29,1,491.556,0.105529,0.529402,6.91E-06,1758.81
relation/377770-380,way/18629425-380,way/23907283-380,380,2.58,1,1698.103,0.50738,4.160514,7.33E-05,16912.66
relation/3782492-380,way/88916034-380,way/202865177-380,380,2.58,1,1698.103,0.215268,1.7652,3.11E-05,7175.61
relation/3782493-380,way/88916034-380,way/202865177-380,380,2.58,1,1698.103,0.215268,1.7652,3.11E-05,7175.61
relation/3803496-220-b,way/89176939-220,way/151967290-220,220,1.29,2,983.112,0.616763,3.094096,0.00016147,20558.78
relation/3805411-380,way/24757392-380,way/1086825107-380,380,2.58,1,1698.103,1.684096,13.809584,0.00024337,56136.52
relation/3861963-220,way/28956649-220,way/29417741-220,220,1.29,1,491.556,2.139372,10.732516,0.00014002,35656.2
relation/3861964-220,way/111973179-220,way/42861703-220,220,1.29,1,491.556,0.213952,1.073324,1.40E-05,3565.86
relation/3861966-220,way/32725957-220,way/32725958-220,220,1.29,1,491.556,0.154561,0.775382,1.01E-05,2576.02
relation/3862869-380,way/24604789-380,way/202164315-380,380,2.58,1,1698.103,0.160799,1.31855,2.32E-05,5359.96
relation/3862874-220-b,way/23816140-220,way/274621059-220,220,1.29,1,491.556,1.589674,7.974863,0.00010404,26494.56
relation/3866868-220,way/499165542-220,DE163-220,220,1.29,1,491.556,0.380885,1.910775,2.49E-05,6348.09
relation/3866869-220,way/499165542-220,way/24705761-220,220,1.29,1,491.556,5.444636,27.313923,0.00035635,90743.93
relation/3866871-380,way/42410916-380,way/55069713-380,380,2.58,1,1698.103,0.896607,7.352175,0.00012957,29886.89
relation/3866872-380,way/42410916-380,way/499165542-380,380,2.58,1,1698.103,3.38916,27.79111,0.00048978,112971.99
relation/3866873-380,way/55069713-380,way/499165542-380,380,2.58,1,1698.103,2.510292,20.584394,0.00036277,83676.4
relation/3866874-380,way/499165542-380,way/108797675-380,380,2.58,1,1698.103,0.083184,0.682106,1.20E-05,2772.79
relation/3866875-380-b,way/499165542-380,way/108797675-380,380,2.58,1,1698.103,0.08237,0.675435,1.19E-05,2745.67
relation/3873611-380,way/957746797-380,way/25943440-380,380,2.58,1,1698.103,0.960304,7.874494,0.00013878,32010.14
