name,bus0,bus1,voltage,i_nom,circuits,s_nom,r,x,b,length
merged_way/31363228-2-220+4,way/41389594-220,way/31131320-220,220,1.29,1,491.556,4.553612,22.843956,0.00029803,75893.54
merged_way/31911224-220+5,way/29374542-220,way/22796434-220,220,1.29,2,983.112,0.366435,1.838284,9.59E-05,12214.51
merged_way/33174242-380+1,way/797009308-380,way/206289192-380,380,2.58,2,3396.205,0.298599,2.448515,0.00017261,19906.63
merged_way/33813956-220+2,way/1042974725-220,DE173-220,220,1.29,2,983.112,1.07824,5.409172,0.00028228,35941.34
merged_way/338361032-380+2,way/25306938-380,way/22720647-380,380,2.58,2,3396.205,0.252463,2.070197,0.00014594,16830.87
merged_way/338361038-380+2,way/25306938-380,DE8-380,380,2.58,2,3396.205,0.18389,1.5079,0.0001063,12259.35
merged_way/34174571-380+5,DE8-380,DE10-380,380,2.58,4,6792.41,0.080482,0.65995,0.00018609,10730.89
merged_way/342455286-1-380+3,way/37721677-380,way/48428875-380,380,2.58,2,3396.205,0.197567,1.620051,0.0001142,13171.15
merged_way/345899153-1-380+1,DE152-380,way/1245826064-380,380,2.58,1,1698.103,0.04622,0.379007,6.68E-06,1540.68
merged_way/351661145-1-220+3,way/23380800-220,DE79-220,220,1.29,1,491.556,0.550118,2.759761,3.60E-05,9168.64
merged_way/352376135-380+2,DE150-380,DE147-380,380,2.58,2,3396.205,0.194578,1.59554,0.00011248,12971.87
merged_way/352376142-380+3,DE150-380,DE148-380,380,2.58,2,3396.205,0.170271,1.396226,9.84E-05,11351.43
merged_way/358953278-220+2,way/22720647-220,way/28008024-220,220,1.29,2,983.112,0.085374,0.428291,2.24E-05,2845.79
merged_way/364135875-380+4,way/22761692-380,way/22761839-380,380,2.58,1,1698.103,0.145529,1.193339,2.10E-05,4850.97
merged_way/36784592-1-380+2,way/22761839-380,way/33816726-380,380,2.58,2,3396.205,0.253468,2.078442,0.00014652,16897.9
merged_way/36964218-1-380+2,DE198-380,DE199-380,380,2.58,1,1698.103,0.068326,0.56027,9.87E-06,2277.52
merged_way/37090208-380+3,way/395847307-380,way/160584794-380,380,2.58,2,3396.205,0.158033,1.295869,9.14E-05,10535.52
merged_way/37231119-1-220+2,way/274621059-220,way/787265962-220,220,1.29,1,491.556,0.881784,4.423616,5.77E-05,14696.4
merged_way/37826246-1-220+5,way/24267175-220,way/27919734-220,220,1.29,1,491.556,0.686132,3.442095,4.49E-05,11435.53
merged_way/37982818-220+2,way/33411203-220,way/37764852-220,220,1.29,2,983.112,0.626853,3.144714,0.00016411,20895.11
merged_way/38139845-380+2,DE41-380,way/796306640-380,380,2.58,2,3396.205,0.274067,2.247348,0.00015843,18271.12
merged_way/38243743-2-220+6,DE100-220,DE122-220,220,1.29,2,983.112,1.252745,6.284603,0.00032797,41758.16
merged_way/39076066-1-380+1,way/152924498-380,way/600395952-380,380,2.58,2,3396.205,0.212777,1.744772,0.000123,14185.14
merged_way/39076066-2-220+2,way/152924498-220,way/600395952-220,220,1.29,2,983.112,0.413018,2.071976,0.00010813,13767.28
merged_way/40162573-1-220+4,DE39-220,way/29472852-220,220,1.29,1,491.556,1.664692,8.351206,0.00010895,27744.87
merged_way/40692628-220+2,way/32151621-220,DE194-220,220,1.29,2,983.112,0.594847,2.984147,0.00015573,19828.22
merged_way/40801071-220+1,way/22973070-220,way/22973052-220,220,1.29,2,983.112,0.271164,1.360339,7.10E-05,9038.8
merged_way/41374778-1-380+2,DE127-380,way/24839976-380,380,2.58,1,1698.103,0.132158,1.083699,1.91E-05,4405.28
merged_way/41374780-1-380+3,DE125-380,way/27919734-380,380,2.58,1,1698.103,0.232095,1.903181,3.35E-05,7736.51
merged_way/41981221-1-220+4,way/147521567-220,way/1223405794-220,220,1.29,1,491.556,1.291666,6.479859,8.45E-05,21527.77
merged_way/41981234-220+2,way/147521567-220,way/160929097-220,220,1.29,2,983.112,0.943016,4.730796,0.00024688,31433.86
merged_way/42134967-380+2,way/39229429-380,way/26383042-380,380,2.58,2,3396.205,0.301202,2.469855,0.00017411,20080.12
merged_way/42436308-1-380+5,way/42423415-380,way/22766160-380,380,2.58,1,1698.103,0.662398,5.431665,9.57E-05,22079.94
merged_way/42488871-380+1,way/42488850-380,DE85-380,380,2.58,2,3396.205,0.406783,3.335621,0.00023514,27118.87
merged_way/42507067-380+1,DE61-380,way/42507488-380,380,2.58,2,3396.205,0.196993,1.615345,0.00011387,13132.89
merged_way/42508055-1-380+1,DE65-380,way/42507488-380,380,2.58,2,3396.205,0.120204,0.985674,6.95E-05,8013.61
merged_way/42509126-2-220+1,DE68-220,DE64-220,220,1.29,2,983.112,0.539866,2.70833,0.00014134,17995.55
merged_way/42557078-380+2,DE17-380,way/829116805-380,380,2.58,2,3396.205,0.33798,2.77144,0.00019537,22532.03
merged_way/42809975-1-380+1,DE85-380,way/42809973-380,380,2.58,2,3396.205,0.035169,0.288385,2.03E-05,2344.59
merged_way/42920875-2-220+2,way/1303270458-220,way/23022100-220,220,1.29,2,983.112,0.108283,0.543221,2.84E-05,3609.44
merged_way/42921001-1-380+3,DE87-380,way/23067006-380,380,2.58,1,1698.103,0.09081,0.744644,1.31E-05,3027.01
merged_way/43171099-220+2,way/39688875-220,way/1094015892-220,220,1.29,2,983.112,2.682911,13.459272,0.00070238,89430.38
merged_way/43575375-380+2,DE207-380,way/42736239-380,380,2.58,2,3396.205,0.542414,4.447797,0.00031354,36160.95
merged_way/449010724-380+2,way/35176751-380,way/22720647-380,380,2.58,2,3396.205,1.032491,8.466423,0.00059683,68832.71
merged_way/45394868-1-380+1,DE112-380,DE111-380,380,2.58,2,3396.205,0.04415,0.36203,2.55E-05,2943.33
merged_way/46107365-1-380+4,DE6-380,way/1107961833-380,380,2.58,2,3396.205,0.158436,1.299174,9.16E-05,10562.39
merged_way/46107365-2-220+4,way/87722999-220,DE7-220,220,1.29,2,983.112,0.289501,1.45233,7.58E-05,9650.03
merged_way/46967672-1-220+1,way/24478889-220,way/37554416-220,220,1.29,2,983.112,0.181775,0.911905,4.76E-05,6059.17
merged_way/47248249-1-380+12,way/152403632-380,way/22767509-380,380,2.58,2,3396.205,0.773352,6.341488,0.00044704,51556.81
merged_way/47297508-220+2,way/60032354-220,DE7-220,220,1.29,2,983.112,0.369961,1.855972,9.69E-05,12332.04
merged_way/478868126-1-380+1,DE199-380,way/25786404-380,380,2.58,1,1698.103,1.893377,15.525692,0.00027362,63112.57
merged_way/478868126-2-220+2,way/25306752-220,way/25786404-220,220,1.29,1,491.556,7.44713,37.359768,0.00048741,124118.83
merged_way/48428860-1-380+1,way/48428875-380,DE191-380,380,2.58,1,1698.103,0.134929,1.106422,1.95E-05,4497.65
merged_way/48906232-1-380+4,way/28956649-380,way/29084374-380,380,2.58,1,1698.103,1.283414,10.523993,0.00018547,42780.46
merged_way/48906232-2-220+3,way/29084374-220,way/28956649-220,220,1.29,1,491.556,2.56667,12.87613,0.00016799,42777.84
merged_way/49868531-380+3,way/30613895-380,way/77038371-380,380,2.58,1,1698.103,1.506588,12.354024,0.00021772,50219.61
merged_way/50306784-1-380+1,way/88916034-380,way/50319857-380,380,2.58,2,3396.205,0.135582,1.111775,7.84E-05,9038.82
merged_way/50306784-2-220+1,way/88916034-220,way/50319857-220,220,1.29,2,983.112,0.270954,1.359286,7.09E-05,9031.8
merged_way/51370887-220+6,DE22-220,DE21-220,220,1.29,2,983.112,0.66306,3.326351,0.00017359,22102
merged_way/521228484-380+9,way/723528920-380,DE62-380,380,2.58,2,3396.205,0.595362,4.881971,0.00034415,39690.82
merged_way/54359261-2-220+1,way/82773910-220,DE177-220,220,1.29,2,983.112,0.188164,0.943959,4.93E-05,6272.15
merged_way/54902235-380+1,way/38325076-380,way/31105067-380,380,2.58,2,3396.205,0.397672,3.260914,0.00022988,26511.5
merged_way/56234205-380+2,way/149987048-380,way/198448981-380,380,2.58,2,3396.205,0.867459,7.113161,0.00050144,57830.58
merged_way/574218866-380+6,DE57-380,way/952004951-380,380,2.58,2,3396.205,0.557062,4.567911,0.00032201,37137.49
merged_way/574577676-380+8,way/953757606-380,way/810315511-380,380,2.58,2,3396.205,0.373883,3.065839,0.00021612,24925.52
merged_way/574577691-380+2,way/24262656-380,way/953757608-380,380,2.58,2,3396.205,0.285399,2.340272,0.00016498,19026.6
merged_way/57727003-1-380+2,way/57727004-380,way/683227471-380,380,2.58,1,1698.103,0.793616,6.507654,0.00011469,26453.88
merged_way/57786760-1-380+3,way/22761692-380,DE130-380,380,2.58,1,1698.103,0.068004,0.557633,9.83E-06,2266.8
merged_way/59584539-2-220+1,way/24839976-220,DE129-220,220,1.29,2,983.112,0.335691,1.684048,8.79E-05,11189.69
merged_way/60261709-3-220+6,way/61918154-220,way/979801144-220,220,1.29,1,491.556,2.980914,14.954252,0.0001951,49681.9
merged_way/60261709-380+1,way/61918154-380,way/952346322-380,380,2.58,2,3396.205,0.688814,5.648274,0.00039817,45920.93
merged_way/60725324-2-220+5,way/29077623-220,way/979801144-220,220,1.29,1,491.556,3.616681,18.143681,0.00023671,60278.01
merged_way/60725327-1-380+4,DE67-380,DE62-380,380,2.58,2,3396.205,0.213444,1.750237,0.00012338,14229.57
merged_way/60725327-2-220+4,DE67-220,DE62-220,220,1.29,2,983.112,0.427483,2.144539,0.00011191,14249.43
merged_way/60725329-1-380+4,way/24462426-380,DE66-380,380,2.58,2,3396.205,0.199795,1.638318,0.00011549,13319.66
merged_way/60725329-2-220+1,way/24462426-220,DE66-220,220,1.29,2,983.112,0.399916,2.006248,0.0001047,13330.55
merged_way/60869542-2-220+1,way/113546939-220,DE100-220,220,1.29,2,983.112,0.123106,0.61758,3.22E-05,4103.52
merged_way/60924231-1-380+6,way/106096507-380,DE124-380,380,2.58,2,3396.205,0.160413,1.315388,9.27E-05,10694.21
merged_way/61733762-1-380+7,way/59925390-380,DE89-380,380,2.58,1,1698.103,0.316134,2.592296,4.57E-05,10537.79
merged_way/61733762-2-220+2,DE89-220,DE86-220,220,1.29,1,491.556,0.310751,1.558933,2.03E-05,5179.18
merged_way/61910820-1-380+6,way/59925390-380,way/26291794-380,380,2.58,2,3396.205,0.157135,1.28851,9.08E-05,10475.69
merged_way/61971060-1-380+6,DE31-380,way/206289192-380,380,2.58,1,1698.103,1.176073,9.6438,0.00016996,39202.44
merged_way/62332171-380+3,DE209-380,way/50319857-380,380,2.58,2,3396.205,0.924479,7.580729,0.0005344,61631.94
merged_way/66676627-220+1,way/28452784-220,DE72-220,220,1.29,2,983.112,0.222608,1.116748,5.83E-05,7420.25
merged_way/66676884-1-380+3,DE80-380,way/1076001174-380,380,2.58,1,1698.103,0.07948,0.651733,1.15E-05,2649.32
merged_way/66676884-2-220+1,way/1076001174-220,DE80-220,220,1.29,1,491.556,0.158758,0.796437,1.04E-05,2645.97
merged_way/68561219-1-380+2,way/68549340-380,DE87-380,380,2.58,2,3396.205,0.066062,0.541707,3.82E-05,4404.12
merged_way/68561219-2-220+2,way/68549340-220,DE87-220,220,1.29,2,983.112,0.132792,0.666172,3.48E-05,4426.39
merged_way/69719498-1-220+1,DE113-220,way/93278553-220,220,1.29,2,983.112,0.08778,0.440361,2.30E-05,2925.99
merged_way/71503492-1-220+4,DE89-220,way/25051880-220,220,1.29,1,491.556,0.631586,3.168455,4.13E-05,10526.43
merged_way/71503500-1-220+1,DE82-220,DE84-220,220,1.29,1,491.556,0.127274,0.63849,8.33E-06,2121.23
merged_way/72658449-220+5,DE78-220,way/59925390-220,220,1.29,2,983.112,0.172319,0.864466,4.51E-05,5743.96
merged_way/72658499-1-220+1,DE78-220,way/22944791-220,220,1.29,1,491.556,0.30464,1.528276,1.99E-05,5077.33
merged_way/733884560-380+2,way/953015049-380,DE30-380,380,2.58,1,1698.103,1.256411,10.302573,0.00018157,41880.38
merged_way/73965404-380+2,way/25044557-380,DE112-380,380,2.58,1,1698.103,0.203608,1.669585,2.94E-05,6786.93
merged_way/73965410-1-380+1,DE111-380,way/25043127-380,380,2.58,2,3396.205,0.076661,0.628617,4.43E-05,5110.71
merged_way/74003850-380+2,way/170123812-380,DE26-380,380,2.58,2,3396.205,1.292416,10.597809,0.00074708,86161.05
merged_way/74003877-380+1,DE27-380,way/942448206-380,380,2.58,2,3396.205,0.040441,0.331613,2.34E-05,2696.04
merged_way/741626874-380+1,way/112695048-380,way/42488850-380,380,2.58,2,3396.205,0.072325,0.593067,4.18E-05,4821.68
merged_way/741639709-1-380+5,way/42560068-380,way/26383042-380,380,2.58,2,3396.205,0.438351,3.594478,0.00025339,29223.4
merged_way/760958089-1-380+1,way/32904794-380,DE30-380,380,2.58,2,3396.205,0.187967,1.541333,0.00010866,12531.16
merged_way/765260456-220+7,DE21-220,way/27149550-220,220,1.29,2,983.112,0.743955,3.732174,0.00019477,24798.5
merged_way/78043300-220+2,DE135-220,way/90148336-220,220,1.29,2,983.112,0.331464,1.662846,8.68E-05,11048.81
merged_way/781370722-1-380+1,DE35-380,way/33411203-380,380,2.58,1,1698.103,0.126874,1.040364,1.83E-05,4229.12
merged_way/781370722-2-220+3,DE35-220,way/33411203-220,220,1.29,1,491.556,0.25307,1.26957,1.66E-05,4217.84
merged_way/781632468-3-220+3,DE39-220,way/61918154-220,220,1.29,1,491.556,2.08688,10.46918,0.00013659,34781.33
merged_way/781632468-380+1,way/796306640-380,way/61918154-380,380,2.58,2,3396.205,0.28308,2.321254,0.00016364,18871.98
merged_way/781651113-220+1,way/829116805-220,way/1128250707-220,220,1.29,2,983.112,0.779285,3.909412,0.00020402,25976.16
merged_way/79174485-220+1,DE129-220,way/22761692-220,220,1.29,4,1966.224,0.113326,0.568518,0.00011867,7555.06
merged_way/79174500-380+2,DE114-380,DE110-380,380,2.58,2,3396.205,0.187332,1.536121,0.00010829,12488.79
merged_way/79174511-2-220+4,DE93-220,way/23380800-220,220,1.29,1,491.556,0.289797,1.453815,1.90E-05,4829.95
merged_way/79174516-1-220+1,DE97-220,DE113-220,220,1.29,1,491.556,0.895959,4.494728,5.86E-05,14932.65
merged_way/8004066-220+3,way/169244940-220,way/23284340-220,220,1.29,1,491.556,1.642817,8.241467,0.00010752,27380.29
merged_way/80130019-1-380+3,way/870598507-380,DE133-380,380,2.58,2,3396.205,0.310234,2.543919,0.00017933,20682.27
merged_way/806238478-1-380+3,DE136-380,DE138-380,380,2.58,2,3396.205,0.305286,2.503342,0.00017647,20352.37
merged_way/81234910-1-380+4,way/91854336-380,DE110-380,380,2.58,1,1698.103,0.043428,0.356112,6.28E-06,1447.61
merged_way/81234910-2-220+1,way/91854336-220,DE110-220,220,1.29,1,491.556,0.086843,0.435664,5.68E-06,1447.39
merged_way/81354098-2-220+2,way/24921206-220,way/59925390-220,220,1.29,2,983.112,0.170128,0.853476,4.45E-05,5670.94
merged_way/82131058-220+1,DE105-220,DE102-220,220,1.29,2,983.112,0.16341,0.819775,4.28E-05,5447.01
merged_way/82763143-1-380-a+1,way/78441561-380,way/24976300-380,380,2.58,1,1698.103,0.701016,5.748331,0.00010131,23367.2
merged_way/82763143-1-380-b+1,way/28956649-380,way/78441561-380,380,2.58,1,1698.103,2.676914,21.950696,0.00038685,89230.47
merged_way/82763143-2-220-b+4,way/24976300-220,way/28956649-220,220,1.29,1,491.556,6.752333,33.874206,0.00044194,112538.89
merged_way/842119255-1-380+3,way/27919734-380,way/24839976-380,380,2.58,2,3396.205,0.162051,1.328816,9.37E-05,10803.38
merged_way/842119255-2-220+3,way/27919734-220,way/24839976-220,220,1.29,2,983.112,0.325738,1.63412,8.53E-05,10857.94
merged_way/842418530-1-380+2,DE104-380,DE95-380,380,2.58,2,3396.205,0.272358,2.233337,0.00015744,18157.21
merged_way/842418532-380+6,DE104-380,way/25943440-380,380,2.58,2,3396.205,0.653275,5.356852,0.00037763,43551.64
merged_way/844115029-1-380+1,DE50-380,way/979801144-380,380,2.58,2,3396.205,0.303501,2.488706,0.00017544,20233.38
merged_way/844516315-380+3,way/1089769599-380,way/22720647-380,380,2.58,2,3396.205,0.859629,7.04896,0.00049691,57308.62
merged_way/850698155-380+1,DE136-380,way/26927264-380,380,2.58,2,3396.205,0.160717,1.317882,9.29E-05,10714.49
merged_way/856077610-2-220+3,DE126-220,way/22761839-220,220,1.29,1,491.556,0.128372,0.643999,8.40E-06,2139.53
merged_way/860159351-380+1,way/870598507-380,DE136-380,380,2.58,2,3396.205,0.237984,1.951471,0.00013757,15865.62
merged_way/87106532-220+5,DE100-220,way/63114179-220,220,1.29,1,491.556,0.248448,1.246381,1.63E-05,4140.8
merged_way/87201062-380+2,way/42049947-380,DE209-380,380,2.58,1,1698.103,0.487113,3.994324,7.04E-05,16237.09
merged_way/87623154-380+2,way/26814283-380,way/42736239-380,380,2.58,2,3396.205,0.509783,4.180224,0.00029468,33985.56
merged_way/8762976-380+1,DE168-380,DE165-380,380,2.58,2,3396.205,0.279734,2.293815,0.0001617,18648.9
merged_way/883985540-380+2,way/883928228-380,way/1128250707-380,380,2.58,2,3396.205,0.088759,0.727827,5.13E-05,5917.29
merged_way/89176938-220+2,way/89176956-220,DE164-220,220,1.29,1,491.556,0.102926,0.516347,6.74E-06,1715.44
merged_way/906381479-1-380+1,way/24462426-380,DE67-380,380,2.58,1,1698.103,0.102415,0.839805,1.48E-05,3413.84
merged_way/906381479-2-220+1,way/24462426-220,DE67-220,220,1.29,1,491.556,0.204838,1.027602,1.34E-05,3413.96
merged_way/907539359-380+4,way/35176751-380,way/907539360-380,380,2.58,2,3396.205,0.624849,5.123765,0.0003612,41656.63
merged_way/907820346-1-380+8,way/1071504343-380,way/603661085-380,380,2.58,2,3396.205,0.685921,5.624555,0.0003965,45728.09
merged_way/908473140-380+1,DE147-380,way/152403632-380,380,2.58,2,3396.205,0.086418,0.708624,5.00E-05,5761.17
merged_way/920094545-380+2,way/22964137-380,DE91-380,380,2.58,2,3396.205,0.155624,1.27612,9.00E-05,10374.96
merged_way/92165135-1-380+2,way/33816726-380,way/92165128-380,380,2.58,2,3396.205,0.168387,1.380775,9.73E-05,11225.81
merged_way/953719575-220+3,way/952004951-220,DE60-220,220,1.29,2,983.112,0.460597,2.310661,0.00012058,15353.23
merged_way/953738997-1-380+2,way/810315511-380,DE57-380,380,2.58,2,3396.205,0.156131,1.280273,9.03E-05,10408.72
merged_way/953757611-220+3,DE40-220,DE43-220,220,1.29,2,983.112,0.277094,1.390089,7.25E-05,9236.47
merged_way/95979139-1-380+1,DE181-380,way/46584363-380,380,2.58,1,1698.103,0.0635,0.520703,9.18E-06,2116.68
merged_way/971780154-1-220-b+1,way/26472665-220,DE29-220,220,1.29,1,491.556,1.776833,8.913778,0.00011629,29613.88
merged_way/971780154-2-380-b+2,way/33169401-380,way/26472665-380,380,2.58,1,1698.103,1.118047,9.167987,0.00016157,37268.24
merged_way/997957650-380+8,way/951773852-380,way/32904794-380,380,2.58,2,3396.205,0.788266,6.463783,0.00045566,52551.08
merged_way/998005837-2-220+1,DE23-220,DE24-220,220,1.29,1,491.556,0.076445,0.383498,5.00E-06,1274.08
relation/1000670-380,way/1094015892-380,way/32063539-380,380,2.58,1,1698.103,1.05014,8.611146,0.00015176,35004.66
relation/1021991-380,way/1094015892-380,way/32063539-380,380,2.58,1,1698.103,1.05014,8.611146,0.00015176,35004.66
relation/1022003-380,way/234171369-380,way/1094015892-380,380,2.58,1,1698.103,1.39964,11.477049,0.00020227,46654.67
relation/1022004-380,way/30040568-380,way/1094015892-380,380,2.58,1,1698.103,2.134738,17.504848,0.0003085,71157.92
relation/10492657-220-b,way/23161029-220,way/32843531-220,220,1.29,1,491.556,1.662754,8.341484,0.00010883,27712.57
relation/10588954-380,way/32843531-380,way/157328339-380,380,2.58,1,1698.103,2.515869,20.630123,0.00036358,83862.29
relation/1082809-380,way/42488850-380,way/42797575-380,380,2.58,1,1698.103,3.427279,28.103692,0.00049529,114242.65
relation/1082816-380,way/42488850-380,way/42799487-380,380,2.58,1,1698.103,2.018804,16.554194,0.00029174,67293.47
relation/1082817-380-b,way/35763480-380,way/32472806-380,380,2.58,1,1698.103,0.732895,6.009736,0.00010591,24429.82
relation/1082948-380,way/24268944-380,DE141-380,380,2.58,1,1698.103,0.366024,3.001397,5.29E-05,12200.8
relation/1082953-380-a,way/25426571-380,DE141-380,380,2.58,1,1698.103,0.057892,0.474711,8.37E-06,1929.72
relation/1082953-380-b,DE141-380,way/870598507-380,380,2.58,1,1698.103,0.437892,3.590712,6.33E-05,14596.39
relation/1082955-380,DE141-380,way/870598507-380,380,2.58,1,1698.103,0.437892,3.590712,6.33E-05,14596.39
relation/1083988-220-a,way/22767509-220,way/152403632-220,220,1.29,2,983.112,1.521732,7.634021,0.00039839,50724.39
relation/1083990-380-c,way/92165128-380,way/152403632-380,380,2.58,1,1698.103,2.198393,18.026821,0.0003177,73279.76
relation/1084001-220-b,way/22761839-220,way/27871140-220,220,1.29,2,983.112,0.300691,1.508465,7.87E-05,10023.02
relation/1084027-220,way/22766160-220,way/22767509-220,220,1.29,1,491.556,1.000733,5.020346,6.55E-05,16678.89
relation/1084032-220-b,way/27871140-220,way/29374542-220,220,1.29,2,983.112,0.339666,1.703993,8.89E-05,11322.21
relation/1084046-220,way/22766160-220,way/22767509-220,220,1.29,1,491.556,1.000733,5.020346,6.55E-05,16678.89
relation/1084358-380,way/870598507-380,way/26593935-380,380,2.58,3,5094.308,0.043673,0.358117,5.68E-05,4367.28
relation/1101996-220,way/23084554-220,way/22690852-220,220,1.29,2,983.112,0.138882,0.696726,3.64E-05,4629.41
relation/1102892-380-b,way/24839976-380,way/26927264-380,380,2.58,1,1698.103,0.394449,3.234484,5.70E-05,13148.31
relation/1109593-380-a,way/275138524-380,DE69-380,380,2.58,1,1698.103,0.063912,0.524081,9.24E-06,2130.41
relation/1109593-380-b,DE69-380,DE75-380,380,2.58,1,1698.103,0.146586,1.202008,2.12E-05,4886.21
relation/1109593-380-c,DE75-380,way/32472806-380,380,2.58,1,1698.103,0.071184,0.583706,1.03E-05,2372.79
relation/1109599-380-a,way/275138524-380,DE69-380,380,2.58,1,1698.103,0.063912,0.524081,9.24E-06,2130.41
relation/1109599-380-b,DE69-380,DE75-380,380,2.58,1,1698.103,0.146586,1.202008,2.12E-05,4886.21
relation/1109599-380-c,DE75-380,way/32472806-380,380,2.58,1,1698.103,0.071184,0.583706,1.03E-05,2372.79
relation/1109600-220,way/42507488-220,way/24414688-220,220,1.29,1,491.556,1.499099,7.520479,9.81E-05,24984.98
relation/1109616-220,way/24921206-220,way/150267232-220,220,1.29,1,491.556,0.205869,1.032776,1.35E-05,3431.15
relation/1109619-220,way/24921206-220,way/150267232-220,220,1.29,1,491.556,0.205869,1.032776,1.35E-05,3431.15
relation/11223311-380,way/946025110-380,way/398680313-380,380,2.58,1,1698.103,3.22477,26.443118,0.00046602,107492.35
relation/11223312-380,way/398680313-380,way/28729619-380,380,2.58,1,1698.103,0.236429,1.938719,3.42E-05,7880.97
relation/1123975-220,DE92-220,way/24921206-220,220,1.29,1,491.556,0.510488,2.560947,3.34E-05,8508.13
relation/1123976-220,DE92-220,way/24921206-220,220,1.29,1,491.556,0.506171,2.539293,3.31E-05,8436.19
relation/112804-380,way/18629425-380,way/26245195-380,380,2.58,1,1698.103,1.323445,10.852253,0.00019126,44114.85
relation/112810-220-b,way/24158385-220,way/26245195-220,220,1.29,2,983.112,0.167952,0.842561,4.40E-05,5598.41
relation/11374897-220,way/24858617-220,way/24414688-220,220,1.29,1,491.556,0.105529,0.529402,6.91E-06,1758.81
relation/114252-220,way/24237879-220,way/18629425-220,220,1.29,2,983.112,0.924168,4.636243,0.00024195,30805.6
relation/114742-380,way/1089769599-380,way/1280364401-380,380,2.58,1,1698.103,0.165917,1.360518,2.40E-05,5530.56
relation/114782-380,way/23583867-380,way/1089911133-380,380,2.58,1,1698.103,0.854371,7.005839,0.00012347,28479.02
relation/114789-380,way/28327356-380,way/28343121-380,380,2.58,1,1698.103,0.764621,6.269895,0.0001105,25487.38
relation/11518116-380,way/29713902-380,DE103-380,380,2.58,1,1698.103,0.126978,1.041222,1.84E-05,4232.61
relation/11518117-380,way/29713902-380,DE103-380,380,2.58,1,1698.103,0.126978,1.041222,1.84E-05,4232.61
relation/1167326-220,way/24462426-220,way/37554416-220,220,1.29,1,491.556,1.135562,5.696738,7.43E-05,18926.04
relation/1167333-220,way/24462426-220,DE83-220,220,1.29,1,491.556,1.202017,6.03012,7.87E-05,20033.62
relation/1173397-380,way/26472665-380,way/33169401-380,380,2.58,1,1698.103,1.115519,9.147259,0.00016121,37183.98
relation/1177425-220,way/946710698-220,way/1091984573-220,220,1.29,1,491.556,3.388541,16.999183,0.00022178,56475.69
relation/1177426-220,way/946710698-220,way/1091984573-220,220,1.29,1,491.556,3.388541,16.999183,0.00022178,56475.69
relation/1188569-400,way/170123812-400,way/39428977-400,400,2.58,1,1787.476,0.766238,6.283152,0.00011073,25541.27
relation/1188841-380,way/11285720-380,way/23583867-380,380,2.58,1,1698.103,0.890089,7.298731,0.00012863,29669.64
relation/1188844-380,way/11285720-380,way/23583867-380,380,2.58,1,1698.103,0.890089,7.298731,0.00012863,29669.64
relation/1190715-220-a,way/1040551074-220,way/91854336-220,220,1.29,1,491.556,0.305066,1.530413,2.00E-05,5084.43
relation/12006830-380,way/31024391-380,way/1134105414-380,380,2.58,1,1698.103,0.155525,1.275306,2.25E-05,5184.17
relation/12198594-380,way/142487746-380,DE20-380,380,2.58,1,1698.103,0.813806,6.67321,0.00011761,27126.87
relation/12198595-380,DE20-380,way/142487746-380,380,2.58,1,1698.103,0.813299,6.66905,0.00011753,27109.96
relation/1224880-220,way/37554416-220,way/24921206-220,220,1.29,1,491.556,0.595845,2.989156,3.90E-05,9930.75
relation/1224881-220,way/37554416-220,way/24921206-220,220,1.29,1,491.556,0.595845,2.989156,3.90E-05,9930.75
relation/1225767-220-a,way/92024105-220,way/91854336-220,220,1.29,1,491.556,0.331631,1.663684,2.17E-05,5527.19
relation/12300319-380,way/149256409-380,way/24757392-380,380,2.58,1,1698.103,1.699955,13.939629,0.00024567,56665.16
relation/12300322-220,way/156673637-220,way/167352587-220,220,1.29,1,491.556,1.931348,9.688928,0.00012641,32189.13
relation/12479136-380-b,way/35763480-380,way/22964137-380,380,2.58,1,1698.103,0.253324,2.077256,3.66E-05,8444.13
relation/12479137-380,way/32472806-380,way/22964137-380,380,2.58,1,1698.103,0.490614,4.023032,7.09E-05,16353.79
relation/12479461-380-a,way/22964137-380,DE96-380,380,2.58,1,1698.103,0.102428,0.839908,1.48E-05,3414.26
relation/12479461-380-b,DE96-380,way/24667346-380,380,2.58,1,1698.103,0.216835,1.778044,3.13E-05,7227.82
relation/12479462-380-a,way/22964137-380,DE96-380,380,2.58,1,1698.103,0.102428,0.839908,1.48E-05,3414.26
relation/12479462-380-b,DE96-380,way/24667346-380,380,2.58,1,1698.103,0.216835,1.778044,3.13E-05,7227.82
relation/12544904-380-a,way/29309786-380,way/456386244-380,380,2.58,1,1698.103,1.954072,16.02339,0.00028239,65135.73
relation/12544904-380-b,way/456386244-380,way/952004951-380,380,2.58,1,1698.103,1.440777,11.814369,0.00020821,48025.89
relation/12818416-380,way/156673636-380,way/29309786-380,380,2.58,1,1698.103,1.224975,10.044793,0.00017703,40832.49
relation/12819660-380,way/29309786-380,way/148446247-380,380,2.58,1,1698.103,1.520558,12.468576,0.00021974,50685.27
relation/12819661-380,way/42410916-380,way/148446247-380,380,2.58,1,1698.103,2.678024,21.959795,0.00038701,89267.46
relation/12825581-380,way/29309786-380,way/456386244-380,380,2.58,1,1698.103,1.954072,16.02339,0.00028239,65135.73
relation/12842816-380,way/301158539-380,way/449010725-380,380,2.58,1,1698.103,0.481208,3.945902,6.95E-05,16040.25
