datetime,exchange_1_export,exchange_1_import,exchange_2_export,exchange_2_import,exchange_3_export,exchange_3_import,exchange_4_export,exchange_4_import,exchange_5_export,exchange_5_import,exchange_6_export,exchange_6_import,exchange_7_export,exchange_7_import,exchange_8_export,exchange_8_import,exchange_9_export,exchange_9_import,exchange_10_export,exchange_10_import,exchange_11_export,exchange_11_import,exchange_12_export,exchange_12_import,exchange_13_export,exchange_13_import,exchange_14_export,exchange_14_import,exchange_15_export,exchange_15_import,exchange_16_export,exchange_16_import,exchange_17_export,exchange_17_import,exchange_18_export,exchange_18_import,exchange_19_export,exchange_19_import,exchange_20_export,exchange_20_import,exchange_21_export,exchange_21_import,exchange_22_export,exchange_22_import,exchange_23_export,exchange_23_import,exchange_24_export,exchange_24_import,exchange_25_export,exchange_25_import,exchange_26_export,exchange_26_import,exchange_27_export,exchange_27_import,exchange_28_export,exchange_28_import,exchange_29_export,exchange_29_import,exchange_30_export,exchange_30_import,exchange_31_export,exchange_31_import
2030-01-01 00:00:00,951.6635567562844,0.0,1219.6932778636412,0.0,2416.6655485524084,0.0,0.0,-173.98024611918532,315.458912394553,0.0,2332.8144332931724,0.0,0.0,-727.8038365829618,897.3825168940916,0.0,435.1743968452555,0.0,594.5924194358242,0.0,858.0489664363305,0.0,0.0,-504.2365022976557,2314.45658233312,0.0,0.0,-4342.9580961520005,1578.709868839748,0.0,0.0,-531.0177863715876,0.0,-180.7644643489682,1999.957010632176,0.0,0.0,-0.0089239233942021,0.0,-0.0016059458243771,1999.9981305557556,0.0,0.0,-0.0027253437094684,999.9963845857026,0.0,1999.998497652606,0.0,0.0,-0.0013083573567638,0.0,-0.0253251701021474,219.9753566981977,0.0,999.9982061044736,0.0,0.0,-0.0015413194522422,0.0,-0.0180001960109382,0.3778227911205923,0.0
2030-01-01 01:00:00,951.6635567562844,0.0,1219.6932778636412,0.0,2416.6655485524084,0.0,0.0,-173.98024611918532,315.458912394553,0.0,2332.8144332931724,0.0,0.0,-727.8038365829618,897.3825168940916,0.0,435.1743968452555,0.0,594.5924194358242,0.0,858.0489664363305,0.0,0.0,-504.2365022976557,2314.45658233312,0.0,0.0,-4342.9580961520005,1578.709868839748,0.0,0.0,-531.0177863715876,0.0,-180.7644643489682,1999.957010632176,0.0,0.0,-0.0089239233942021,0.0,-0.0016059458243771,1999.9981305557556,0.0,0.0,-0.0027253437094684,999.9963845857026,0.0,1999.998497652606,0.0,0.0,-0.0013083573567638,0.0,-0.0253251701021474,219.9753566981977,0.0,999.9982061044736,0.0,0.0,-0.0015413194522422,0.0,-0.0180001960109382,0.3778227911205923,0.0
2030-01-01 02:00:00,951.6635567562844,0.0,1219.6932778636412,0.0,2416.6655485524084,0.0,0.0,-173.98024611918532,315.458912394553,0.0,2332.8144332931724,0.0,0.0,-727.8038365829618,897.3825168940916,0.0,435.1743968452555,0.0,594.5924194358242,0.0,858.0489664363305,0.0,0.0,-504.2365022976557,2314.45658233312,0.0,0.0,-4342.9580961520005,1578.709868839748,0.0,0.0,-531.0177863715876,0.0,-180.7644643489682,1999.957010632176,0.0,0.0,-0.0089239233942021,0.0,-0.0016059458243771,1999.9981305557556,0.0,0.0,-0.0027253437094684,999.9963845857026,0.0,1999.998497652606,0.0,0.0,-0.0013083573567638,0.0,-0.0253251701021474,219.9753566981977,0.0,999.9982061044736,0.0,0.0,-0.0015413194522422,0.0,-0.0180001960109382,0.3778227911205923,0.0
2030-01-01 03:00:00,3782.3675554374418,0.0,1106.3029746001805,0.0,2436.7969396998787,0.0,0.0,-306.65444356164824,328.2792391929109,0.0,2332.8151916120087,0.0,0.0,-30.17775648086538,896.0181169737606,0.0,453.06540663657313,0.0,459.6290540027037,0.0,874.9866218292489,0.0,0.0,-563.3648480235976,2314.456548127225,0.0,0.0,-3092.368665893776,1514.5812943547762,0.0,0.0,-403.1534154906416,0.0,-49.94262401327075,1999.9571504108385,0.0,0.0,-0.0089003292136666,0.0,-0.0016008055606823,1999.99813795176,0.0,0.0,-0.0025064402052183,999.9967603159818,0.0,1999.9985004069936,0.0,0.0,-0.0013064765594902,0.0,-0.0263918553060795,230.22098879329465,0.0,999.9982097522226,0.0,0.0,-0.0015387605633061,0.0,-0.0180269039944546,0.360658133272578,0.0
2030-01-01 04:00:00,3782.3675554374418,0.0,1106.3029746001805,0.0,2436.7969396998787,0.0,0.0,-306.65444356164824,328.2792391929109,0.0,2332.8151916120087,0.0,0.0,-30.17775648086538,896.0181169737606,0.0,453.06540663657313,0.0,459.6290540027037,0.0,874.9866218292489,0.0,0.0,-563.3648480235976,2314.456548127225,0.0,0.0,-3092.368665893776,1514.5812943547762,0.0,0.0,-403.1534154906416,0.0,-49.94262401327075,1999.9571504108385,0.0,0.0,-0.0089003292136666,0.0,-0.0016008055606823,1999.99813795176,0.0,0.0,-0.0025064402052183,999.9967603159818,0.0,1999.9985004069936,0.0,0.0,-0.0013064765594902,0.0,-0.0263918553060795,230.22098879329465,0.0,999.9982097522226,0.0,0.0,-0.0015387605633061,0.0,-0.0180269039944546,0.360658133272578,0.0
2030-01-01 05:00:00,3782.3675554374418,0.0,1106.3029746001805,0.0,2436.7969396998787,0.0,0.0,-306.65444356164824,328.2792391929109,0.0,2332.8151916120087,0.0,0.0,-30.17775648086538,896.0181169737606,0.0,453.06540663657313,0.0,459.6290540027037,0.0,874.9866218292489,0.0,0.0,-563.3648480235976,2314.456548127225,0.0,0.0,-3092.368665893776,1514.5812943547762,0.0,0.0,-403.1534154906416,0.0,-49.94262401327075,1999.9571504108385,0.0,0.0,-0.0089003292136666,0.0,-0.0016008055606823,1999.99813795176,0.0,0.0,-0.0025064402052183,999.9967603159818,0.0,1999.9985004069936,0.0,0.0,-0.0013064765594902,0.0,-0.0263918553060795,230.22098879329465,0.0,999.9982097522226,0.0,0.0,-0.0015387605633061,0.0,-0.0180269039944546,0.360658133272578,0.0
2030-01-01 06:00:00,2828.420224743514,0.0,1317.9398203956373,0.0,2737.788490077365,0.0,0.0,-160.4872146386798,296.98251810665056,0.0,2332.814317538113,0.0,393.909506991941,0.0,1080.0153212584182,0.0,396.0149616751544,0.0,594.279787839917,0.0,833.6292791300051,0.0,0.0,-541.6637402707333,2314.456567006051,0.0,0.0,-4209.668519660149,1647.310996596235,0.0,0.0,-107.78740347749124,51.64454891753935,0.0,1999.9571165240643,0.0,0.0,-0.0088997865756908,0.0,-0.0015989087729458,1999.9981406272357,0.0,0.0,-0.0024635637710023,999.9968315042248,0.0,1999.9985010304588,0.0,0.0,-0.0013060836304056,0.0,-0.026498376076964,236.4286721193232,0.0,999.9982110529064,0.0,0.0,-0.0015378522513986,0.0,-0.0179757327914156,0.3783533013518577,0.0
2030-01-01 07:00:00,2828.420224743514,0.0,1317.9398203956373,0.0,2737.788490077365,0.0,0.0,-160.4872146386798,296.98251810665056,0.0,2332.814317538113,0.0,393.909506991941,0.0,1080.0153212584182,0.0,396.0149616751544,0.0,594.279787839917,0.0,833.6292791300051,0.0,0.0,-541.6637402707333,2314.456567006051,0.0,0.0,-4209.668519660149,1647.310996596235,0.0,0.0,-107.78740347749124,51.64454891753935,0.0,1999.9571165240643,0.0,0.0,-0.0088997865756908,0.0,-0.0015989087729458,1999.9981406272357,0.0,0.0,-0.0024635637710023,999.9968315042248,0.0,1999.9985010304588,0.0,0.0,-0.0013060836304056,0.0,-0.026498376076964,236.4286721193232,0.0,999.9982110529064,0.0,0.0,-0.0015378522513986,0.0,-0.0179757327914156,0.3783533013518577,0.0
2030-01-01 08:00:00,2828.420224743514,0.0,1317.9398203956373,0.0,2737.788490077365,0.0,0.0,-160.4872146386798,296.98251810665056,0.0,2332.814317538113,0.0,393.909506991941,0.0,1080.0153212584182,0.0,396.0149616751544,0.0,594.279787839917,0.0,833.6292791300051,0.0,0.0,-541.6637402707333,2314.456567006051,0.0,0.0,-4209.668519660149,1647.310996596235,0.0,0.0,-107.78740347749124,51.64454891753935,0.0,1999.9571165240643,0.0,0.0,-0.0088997865756908,0.0,-0.0015989087729458,1999.9981406272357,0.0,0.0,-0.0024635637710023,999.9968315042248,0.0,1999.9985010304588,0.0,0.0,-0.0013060836304056,0.0,-0.026498376076964,236.4286721193232,0.0,999.9982110529064,0.0,0.0,-0.0015378522513986,0.0,-0.0179757327914156,0.3783533013518577,0.0
2030-01-01 09:00:00,519.4478643173018,0.0,1704.8367915033068,0.0,3227.568056113324,0.0,72.02374568428122,0.0,297.1502142384002,0.0,1707.9015564041026,0.0,1188.570404979835,0.0,1089.9363049447595,0.0,465.8960794782352,0.0,594.3138910554732,0.0,596.4368022533226,0.0,0.0,-316.476060934282,2314.456526635321,0.0,0.0,-3433.453647939028,1718.941443291207,0.0,330.01816883712706,0.0,217.4603117252064,0.0,1999.98505788885,0.0,0.0,-0.006694407699514,0.0,-0.0013584318501803,1999.9984748388,0.0,0.0,-0.0022426129490756,999.9972979556022,0.0,1999.9985147950008,0.0,0.0,-0.0013095919285546,0.0,-0.0384175722611735,60.43623513722223,0.0,999.9980033849304,0.0,0.0,-0.0017316445569148,0.0,-0.04406606365685,0.0339372893693083,0.0
