name,technology,bidding_EOM,bidding_redispatch,bidding_CRM_pos,bidding_CRM_neg,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,initial_soc,min_soc,max_soc,ramp_up_charge,ramp_down_charge,ramp_up_discharge,ramp_down_discharge,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
battery_li_ion214,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_214,DE80-380
battery_li_ion215,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.58525808,14.58525808,0.95,0.95,2.917051616,0,29.17051616,14.58525808,14.58525808,14.58525808,14.58525808,0.28,0.28,0,battery_operator_215,DE81-220
battery_li_ion216,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_216,DE82-220
battery_li_ion217,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,19.24731258,19.24731258,0.95,0.95,3.849462516,0,38.49462516,19.24731258,19.24731258,19.24731258,19.24731258,0.28,0.28,0,battery_operator_217,DE83-220
battery_li_ion218,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_218,DE84-220
battery_li_ion219,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.62722308,14.62722308,0.95,0.95,2.925444616,0,29.25444616,14.62722308,14.62722308,14.62722308,14.62722308,0.28,0.28,0,battery_operator_219,DE85-380
battery_li_ion220,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,17.86037308,17.86037308,0.95,0.95,3.572074616,0,35.72074616,17.86037308,17.86037308,17.86037308,17.86037308,0.28,0.28,0,battery_operator_220,DE86-220
battery_li_ion221,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_221,DE87-220
battery_li_ion222,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_222,DE87-380
battery_li_ion223,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.60936308,14.60936308,0.95,0.95,2.921872616,0,29.21872616,14.60936308,14.60936308,14.60936308,14.60936308,0.28,0.28,0,battery_operator_223,DE88-380
battery_li_ion224,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.61569308,14.61569308,0.95,0.95,2.923138616,0,29.23138616,14.61569308,14.61569308,14.61569308,14.61569308,0.28,0.28,0,battery_operator_224,DE89-220
battery_li_ion225,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.58823308,14.58823308,0.95,0.95,2.917646616,0,29.17646616,14.58823308,14.58823308,14.58823308,14.58823308,0.28,0.28,0,battery_operator_225,DE89-380
battery_li_ion226,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,87.01525065,87.01525065,0.95,0.95,17.40305013,0,174.0305013,87.01525065,87.01525065,87.01525065,87.01525065,0.28,0.28,0,battery_operator_226,DE9-380
battery_li_ion227,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,19.33716508,19.33716508,0.95,0.95,3.867433016,0,38.67433016,19.33716508,19.33716508,19.33716508,19.33716508,0.28,0.28,0,battery_operator_227,DE91-380
battery_li_ion228,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,20.89297608,20.89297608,0.95,0.95,4.178595216,0,41.78595216,20.89297608,20.89297608,20.89297608,20.89297608,0.28,0.28,0,battery_operator_228,DE92-220
battery_li_ion229,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.57958508,14.57958508,0.95,0.95,2.915917016,0,29.15917016,14.57958508,14.57958508,14.57958508,14.57958508,0.28,0.28,0,battery_operator_229,DE93-220
battery_li_ion230,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_230,DE94-380
battery_li_ion231,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,23.77535508,23.77535508,0.95,0.95,4.755071016,0,47.55071016,23.77535508,23.77535508,23.77535508,23.77535508,0.28,0.28,0,battery_operator_231,DE95-380
battery_li_ion232,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.11787208,22.11787208,0.95,0.95,4.423574416,0,44.23574416,22.11787208,22.11787208,22.11787208,22.11787208,0.28,0.28,0,battery_operator_232,DE96-220
battery_li_ion233,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.56243308,14.56243308,0.95,0.95,2.912486616,0,29.12486616,14.56243308,14.56243308,14.56243308,14.56243308,0.28,0.28,0,battery_operator_233,DE96-380
battery_li_ion234,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,20.27956208,20.27956208,0.95,0.95,4.055912416,0,40.55912416,20.27956208,20.27956208,20.27956208,20.27956208,0.28,0.28,0,battery_operator_234,DE97-220
battery_li_ion235,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_235,DE98-220
battery_li_ion236,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,150.0255264,150.0255264,0.95,0.95,30.00510528,0,300.0510528,150.0255264,150.0255264,150.0255264,150.0255264,0.28,0.28,0,battery_operator_236,DE99-380
battery_li_ion237,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,39.01203464,39.01203464,0.95,0.95,7.802406928,0,78.02406928,39.01203464,39.01203464,39.01203464,39.01203464,0.28,0.28,0,battery_operator_237,relation/17591073-220
battery_li_ion238,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,148.356271,148.356271,0.95,0.95,29.6712542,0,296.712542,148.356271,148.356271,148.356271,148.356271,0.28,0.28,0,battery_operator_238,way/1024536785-380
battery_li_ion239,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,45.16603064,45.16603064,0.95,0.95,9.033206128,0,90.33206128,45.16603064,45.16603064,45.16603064,45.16603064,0.28,0.28,0,battery_operator_239,way/102743264-220
battery_li_ion240,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,17.41408808,17.41408808,0.95,0.95,3.482817616,0,34.82817616,17.41408808,17.41408808,17.41408808,17.41408808,0.28,0.28,0,battery_operator_240,way/1040551074-220
battery_li_ion241,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,26.40527908,26.40527908,0.95,0.95,5.281055816,0,52.81055816,26.40527908,26.40527908,26.40527908,26.40527908,0.28,0.28,0,battery_operator_241,way/106096507-380
battery_li_ion242,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,70.3919855,70.3919855,0.95,0.95,14.0783971,0,140.783971,70.3919855,70.3919855,70.3919855,70.3919855,0.28,0.28,0,battery_operator_242,way/1068350839-380
battery_li_ion243,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,156.3365601,156.3365601,0.95,0.95,31.26731202,0,312.6731202,156.3365601,156.3365601,156.3365601,156.3365601,0.28,0.28,0,battery_operator_243,way/1071504343-380
battery_li_ion244,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,45.50169477,45.50169477,0.95,0.95,9.100338953,0,91.00338953,45.50169477,45.50169477,45.50169477,45.50169477,0.28,0.28,0,battery_operator_244,way/1072574879-380
battery_li_ion245,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.57270308,22.57270308,0.95,0.95,4.514540616,0,45.14540616,22.57270308,22.57270308,22.57270308,22.57270308,0.28,0.28,0,battery_operator_245,way/1076001174-220
battery_li_ion246,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,18.61929558,18.61929558,0.95,0.95,3.723859116,0,37.23859116,18.61929558,18.61929558,18.61929558,18.61929558,0.28,0.28,0,battery_operator_246,way/1076001174-380
battery_li_ion247,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,103.4798804,103.4798804,0.95,0.95,20.69597608,0,206.9597608,103.4798804,103.4798804,103.4798804,103.4798804,0.28,0.28,0,battery_operator_247,way/1081302145-220
battery_li_ion248,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,75.39817265,75.39817265,0.95,0.95,15.07963453,0,150.7963453,75.39817265,75.39817265,75.39817265,75.39817265,0.28,0.28,0,battery_operator_248,way/1086825107-220
battery_li_ion249,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,64.68555815,64.68555815,0.95,0.95,12.93711163,0,129.3711163,64.68555815,64.68555815,64.68555815,64.68555815,0.28,0.28,0,battery_operator_249,way/1086825107-380
battery_li_ion250,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,90.6711335,90.6711335,0.95,0.95,18.1342267,0,181.342267,90.6711335,90.6711335,90.6711335,90.6711335,0.28,0.28,0,battery_operator_250,way/108797675-380
battery_li_ion251,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,138.2170206,138.2170206,0.95,0.95,27.64340412,0,276.4340412,138.2170206,138.2170206,138.2170206,138.2170206,0.28,0.28,0,battery_operator_251,way/1089769599-220
battery_li_ion252,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,138.1764706,138.1764706,0.95,0.95,27.63529412,0,276.3529412,138.1764706,138.1764706,138.1764706,138.1764706,0.28,0.28,0,battery_operator_252,way/1089769599-380
battery_li_ion253,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,172.6434926,172.6434926,0.95,0.95,34.52869852,0,345.2869852,172.6434926,172.6434926,172.6434926,172.6434926,0.28,0.28,0,battery_operator_253,way/1089911133-380
battery_li_ion254,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,70.19418415,70.19418415,0.95,0.95,14.03883683,0,140.3883683,70.19418415,70.19418415,70.19418415,70.19418415,0.28,0.28,0,battery_operator_254,way/1091984573-220
battery_li_ion255,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,64.20119615,64.20119615,0.95,0.95,12.84023923,0,128.4023923,64.20119615,64.20119615,64.20119615,64.20119615,0.28,0.28,0,battery_operator_255,way/1091984573-380
battery_li_ion256,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,93.3799625,93.3799625,0.95,0.95,18.6759925,0,186.759925,93.3799625,93.3799625,93.3799625,93.3799625,0.28,0.28,0,battery_operator_256,way/1093896544-380
battery_li_ion257,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,107.3673172,107.3673172,0.95,0.95,21.47346343,0,214.7346343,107.3673172,107.3673172,107.3673172,107.3673172,0.28,0.28,0,battery_operator_257,way/1094015892-220
battery_li_ion258,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,576.613531,576.613531,0.95,0.95,115.3227062,0,1153.227062,576.613531,576.613531,576.613531,576.613531,0.28,0.28,0,battery_operator_258,way/1094015892-380
battery_li_ion259,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,129.5101379,129.5101379,0.95,0.95,25.90202758,0,259.0202758,129.5101379,129.5101379,129.5101379,129.5101379,0.28,0.28,0,battery_operator_259,way/109917397-380
battery_li_ion260,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,144.0759591,144.0759591,0.95,0.95,28.81519182,0,288.1519182,144.0759591,144.0759591,144.0759591,144.0759591,0.28,0.28,0,battery_operator_260,way/1102237380-220
battery_li_ion261,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,152.8660291,152.8660291,0.95,0.95,30.57320582,0,305.7320582,152.8660291,152.8660291,152.8660291,152.8660291,0.28,0.28,0,battery_operator_261,way/1102237380-380
battery_li_ion262,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,51.61645315,51.61645315,0.95,0.95,10.32329063,0,103.2329063,51.61645315,51.61645315,51.61645315,51.61645315,0.28,0.28,0,battery_operator_262,way/1104947187-380
battery_li_ion263,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,141.8848991,141.8848991,0.95,0.95,28.37697982,0,283.7697982,141.8848991,141.8848991,141.8848991,141.8848991,0.28,0.28,0,battery_operator_263,way/1107961833-380
battery_li_ion264,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.57113308,14.57113308,0.95,0.95,2.914226616,0,29.14226616,14.57113308,14.57113308,14.57113308,14.57113308,0.28,0.28,0,battery_operator_264,way/1118059105-220
battery_li_ion265,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,19.42546158,19.42546158,0.95,0.95,3.885092316,0,38.85092316,19.42546158,19.42546158,19.42546158,19.42546158,0.28,0.28,0,battery_operator_265,way/111973179-220
battery_li_ion266,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,96.8828041,96.8828041,0.95,0.95,19.37656082,0,193.7656082,96.8828041,96.8828041,96.8828041,96.8828041,0.28,0.28,0,battery_operator_266,way/112695048-380
battery_li_ion267,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,44.55891027,44.55891027,0.95,0.95,8.911782053,0,89.11782053,44.55891027,44.55891027,44.55891027,44.55891027,0.28,0.28,0,battery_operator_267,way/1128250707-220
battery_li_ion268,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,63.51061075,63.51061075,0.95,0.95,12.70212215,0,127.0212215,63.51061075,63.51061075,63.51061075,63.51061075,0.28,0.28,0,battery_operator_268,way/1128250707-380
battery_li_ion269,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,285.373304,285.373304,0.95,0.95,57.0746608,0,570.746608,285.373304,285.373304,285.373304,285.373304,0.28,0.28,0,battery_operator_269,way/11285720-380
battery_li_ion270,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,37.52941177,37.52941177,0.95,0.95,7.505882353,0,75.05882353,37.52941177,37.52941177,37.52941177,37.52941177,0.28,0.28,0,battery_operator_270,way/1134105414-380
battery_li_ion271,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.57728308,14.57728308,0.95,0.95,2.915456616,0,29.15456616,14.57728308,14.57728308,14.57728308,14.57728308,0.28,0.28,0,battery_operator_271,way/113546939-220
battery_li_ion272,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.56653308,14.56653308,0.95,0.95,2.913306616,0,29.13306616,14.56653308,14.56653308,14.56653308,14.56653308,0.28,0.28,0,battery_operator_272,way/113546939-380
battery_li_ion273,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_273,way/114319248-220
battery_li_ion274,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,25.07063108,25.07063108,0.95,0.95,5.014126216,0,50.14126216,25.07063108,25.07063108,25.07063108,25.07063108,0.28,0.28,0,battery_operator_274,way/114319248-380
battery_li_ion275,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,49.02764115,49.02764115,0.95,0.95,9.80552823,0,98.0552823,49.02764115,49.02764115,49.02764115,49.02764115,0.28,0.28,0,battery_operator_275,way/11500045-380
battery_li_ion276,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,175.9010181,175.9010181,0.95,0.95,35.18020362,0,351.8020362,175.9010181,175.9010181,175.9010181,175.9010181,0.28,0.28,0,battery_operator_276,way/1191459479-220
battery_li_ion277,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.59154808,14.59154808,0.95,0.95,2.918309616,0,29.18309616,14.59154808,14.59154808,14.59154808,14.59154808,0.28,0.28,0,battery_operator_277,way/121199242-220
battery_li_ion278,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.60390808,14.60390808,0.95,0.95,2.920781616,0,29.20781616,14.60390808,14.60390808,14.60390808,14.60390808,0.28,0.28,0,battery_operator_278,way/121199242-380
battery_li_ion279,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,72.96107615,72.96107615,0.95,0.95,14.59221523,0,145.9221523,72.96107615,72.96107615,72.96107615,72.96107615,0.28,0.28,0,battery_operator_279,way/1222597066-220
battery_li_ion280,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,76.34448415,76.34448415,0.95,0.95,15.26889683,0,152.6889683,76.34448415,76.34448415,76.34448415,76.34448415,0.28,0.28,0,battery_operator_280,way/1222597066-380
battery_li_ion281,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,57.92621905,57.92621905,0.95,0.95,11.58524381,0,115.8524381,57.92621905,57.92621905,57.92621905,57.92621905,0.28,0.28,0,battery_operator_281,way/1223405794-220
battery_li_ion282,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,52.38516855,52.38516855,0.95,0.95,10.47703371,0,104.7703371,52.38516855,52.38516855,52.38516855,52.38516855,0.28,0.28,0,battery_operator_282,way/1223405794-380
battery_li_ion283,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,56.12357755,56.12357755,0.95,0.95,11.22471551,0,112.2471551,56.12357755,56.12357755,56.12357755,56.12357755,0.28,0.28,0,battery_operator_283,way/1245826064-380
battery_li_ion284,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,53.44923755,53.44923755,0.95,0.95,10.68984751,0,106.8984751,53.44923755,53.44923755,53.44923755,53.44923755,0.28,0.28,0,battery_operator_284,way/1245867884-380
battery_li_ion285,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,148.1537406,148.1537406,0.95,0.95,29.63074812,0,296.3074812,148.1537406,148.1537406,148.1537406,148.1537406,0.28,0.28,0,battery_operator_285,way/1280364401-380
battery_li_ion286,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,65.40796725,65.40796725,0.95,0.95,13.08159345,0,130.8159345,65.40796725,65.40796725,65.40796725,65.40796725,0.28,0.28,0,battery_operator_286,way/1280840211-380
battery_li_ion287,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,17.78604608,17.78604608,0.95,0.95,3.557209216,0,35.57209216,17.78604608,17.78604608,17.78604608,17.78604608,0.28,0.28,0,battery_operator_287,way/1303270458-220
battery_li_ion288,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.55513308,14.55513308,0.95,0.95,2.911026616,0,29.11026616,14.55513308,14.55513308,14.55513308,14.55513308,0.28,0.28,0,battery_operator_288,way/1303270458-380
battery_li_ion289,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,36.47945214,36.47945214,0.95,0.95,7.295890428,0,72.95890428,36.47945214,36.47945214,36.47945214,36.47945214,0.28,0.28,0,battery_operator_289,way/1327333163-220
battery_li_ion290,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.70553364,31.70553364,0.95,0.95,6.341106728,0,63.41106728,31.70553364,31.70553364,31.70553364,31.70553364,0.28,0.28,0,battery_operator_290,way/1327333163-380
battery_li_ion291,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.21075058,22.21075058,0.95,0.95,4.442150116,0,44.42150116,22.21075058,22.21075058,22.21075058,22.21075058,0.28,0.28,0,battery_operator_291,way/132814303-220
battery_li_ion292,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,102.521168,102.521168,0.95,0.95,20.5042336,0,205.042336,102.521168,102.521168,102.521168,102.521168,0.28,0.28,0,battery_operator_292,way/133342285-220
battery_li_ion293,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,87.9207085,87.9207085,0.95,0.95,17.5841417,0,175.841417,87.9207085,87.9207085,87.9207085,87.9207085,0.28,0.28,0,battery_operator_293,way/137602559-220
battery_li_ion294,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,89.3542845,89.3542845,0.95,0.95,17.8708569,0,178.708569,89.3542845,89.3542845,89.3542845,89.3542845,0.28,0.28,0,battery_operator_294,way/137602559-380
battery_li_ion295,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,43.19771477,43.19771477,0.95,0.95,8.639542953,0,86.39542953,43.19771477,43.19771477,43.19771477,43.19771477,0.28,0.28,0,battery_operator_295,way/142487746-380
battery_li_ion296,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,68.90382115,68.90382115,0.95,0.95,13.78076423,0,137.8076423,68.90382115,68.90382115,68.90382115,68.90382115,0.28,0.28,0,battery_operator_296,way/143854536-380
battery_li_ion297,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,80.54603415,80.54603415,0.95,0.95,16.10920683,0,161.0920683,80.54603415,80.54603415,80.54603415,80.54603415,0.28,0.28,0,battery_operator_297,way/143882655-220
battery_li_ion298,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,75.55623315,75.55623315,0.95,0.95,15.11124663,0,151.1124663,75.55623315,75.55623315,75.55623315,75.55623315,0.28,0.28,0,battery_operator_298,way/143882655-380
battery_li_ion299,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,34.48649664,34.48649664,0.95,0.95,6.897299328,0,68.97299328,34.48649664,34.48649664,34.48649664,34.48649664,0.28,0.28,0,battery_operator_299,way/143903369-220
battery_li_ion300,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.66639364,31.66639364,0.95,0.95,6.333278728,0,63.33278728,31.66639364,31.66639364,31.66639364,31.66639364,0.28,0.28,0,battery_operator_300,way/143903369-380
battery_li_ion301,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,48.53785364,48.53785364,0.95,0.95,9.707570728,0,97.07570728,48.53785364,48.53785364,48.53785364,48.53785364,0.28,0.28,0,battery_operator_301,way/145002769-380
battery_li_ion302,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,42.28516103,42.28516103,0.95,0.95,8.457032205,0,84.57032205,42.28516103,42.28516103,42.28516103,42.28516103,0.28,0.28,0,battery_operator_302,way/145680894-220
battery_li_ion303,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,58.69412705,58.69412705,0.95,0.95,11.73882541,0,117.3882541,58.69412705,58.69412705,58.69412705,58.69412705,0.28,0.28,0,battery_operator_303,way/147521567-220
battery_li_ion304,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,56.95077505,56.95077505,0.95,0.95,11.39015501,0,113.9015501,56.95077505,56.95077505,56.95077505,56.95077505,0.28,0.28,0,battery_operator_304,way/147521567-380
battery_li_ion305,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,34.55352364,34.55352364,0.95,0.95,6.910704728,0,69.10704728,34.55352364,34.55352364,34.55352364,34.55352364,0.28,0.28,0,battery_operator_305,way/147878692-380
battery_li_ion306,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,81.29229115,81.29229115,0.95,0.95,16.25845823,0,162.5845823,81.29229115,81.29229115,81.29229115,81.29229115,0.28,0.28,0,battery_operator_306,way/148211527-380
battery_li_ion307,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,139.4993646,139.4993646,0.95,0.95,27.89987291,0,278.9987291,139.4993646,139.4993646,139.4993646,139.4993646,0.28,0.28,0,battery_operator_307,way/148446247-380
battery_li_ion308,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,86.93233865,86.93233865,0.95,0.95,17.38646773,0,173.8646773,86.93233865,86.93233865,86.93233865,86.93233865,0.28,0.28,0,battery_operator_308,way/149256409-380
battery_li_ion309,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,48.58078954,48.58078954,0.95,0.95,9.716157908,0,97.16157908,48.58078954,48.58078954,48.58078954,48.58078954,0.28,0.28,0,battery_operator_309,way/149987048-220
battery_li_ion310,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,56.15099505,56.15099505,0.95,0.95,11.23019901,0,112.3019901,56.15099505,56.15099505,56.15099505,56.15099505,0.28,0.28,0,battery_operator_310,way/149987048-380
battery_li_ion311,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,20.84268408,20.84268408,0.95,0.95,4.168536816,0,41.68536816,20.84268408,20.84268408,20.84268408,20.84268408,0.28,0.28,0,battery_operator_311,way/150200540-380
battery_li_ion312,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.60547308,14.60547308,0.95,0.95,2.921094616,0,29.21094616,14.60547308,14.60547308,14.60547308,14.60547308,0.28,0.28,0,battery_operator_312,way/150267232-220
battery_li_ion313,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,44.73903577,44.73903577,0.95,0.95,8.947807153,0,89.47807153,44.73903577,44.73903577,44.73903577,44.73903577,0.28,0.28,0,battery_operator_313,way/151507370-220
battery_li_ion314,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,32.37929303,32.37929303,0.95,0.95,6.475858605,0,64.75858605,32.37929303,32.37929303,32.37929303,32.37929303,0.28,0.28,0,battery_operator_314,way/151967290-220
battery_li_ion315,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,47.26061803,47.26061803,0.95,0.95,9.452123605,0,94.52123605,47.26061803,47.26061803,47.26061803,47.26061803,0.28,0.28,0,battery_operator_315,way/151967290-380
battery_li_ion316,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,32.37674303,32.37674303,0.95,0.95,6.475348605,0,64.75348605,32.37674303,32.37674303,32.37674303,32.37674303,0.28,0.28,0,battery_operator_316,way/151967291-220
battery_li_ion317,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,32.38459303,32.38459303,0.95,0.95,6.476918605,0,64.76918605,32.38459303,32.38459303,32.38459303,32.38459303,0.28,0.28,0,battery_operator_317,way/151967291-380
battery_li_ion318,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,49.060477,49.060477,0.95,0.95,9.8120954,0,98.120954,49.060477,49.060477,49.060477,49.060477,0.28,0.28,0,battery_operator_318,way/152018146-220
battery_li_ion319,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,73.3596255,73.3596255,0.95,0.95,14.6719251,0,146.719251,73.3596255,73.3596255,73.3596255,73.3596255,0.28,0.28,0,battery_operator_319,way/152018146-380
battery_li_ion320,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,66.466479,66.466479,0.95,0.95,13.2932958,0,132.932958,66.466479,66.466479,66.466479,66.466479,0.28,0.28,0,battery_operator_320,way/152107815-380
