name,technology,bidding_EOM,bidding_redispatch,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,min_soc,max_soc,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
battery_li_ion788,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,89.48148853,89.48148853,0.95,0.95,1,104.34365153,0.28,0.28,0,battery_operator_788,way/955268863-220
battery_li_ion789,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,87.13177753,87.13177753,0.95,0.95,1,93.77636753,0.28,0.28,0,battery_operator_789,way/955268863-380
battery_li_ion790,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.11026616,29.11026616,0.95,0.95,1,29.11026616,0.28,0.28,0,battery_operator_790,way/957746797-220
battery_li_ion791,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.11026616,29.11026616,0.95,0.95,1,29.11026616,0.28,0.28,0,battery_operator_791,way/957746797-380
battery_li_ion792,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,63.332687279999995,63.332687279999995,0.95,0.95,1,63.40395728,0.28,0.28,0,battery_operator_792,way/97825259-220
battery_li_ion793,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,169.27853628,169.27853628,0.95,0.95,1,173.83373527999998,0.28,0.28,0,battery_operator_793,way/97825259-380
battery_li_ion794,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,106.77329653,106.77329653,0.95,0.95,1,133.49739353,0.28,0.28,0,battery_operator_794,way/97857512-220
battery_li_ion795,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,29.11026616,29.11026616,0.95,0.95,1,29.11026616,0.28,0.28,0,battery_operator_795,way/979801144-220
battery_li_ion796,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,44.02645816,44.02645816,0.95,0.95,1,59.48025516,0.28,0.28,0,battery_operator_796,way/979801144-380
Tanzmhle - Rabenleite,PSPP,flexable_eom_storage,fixed_dispatch_strategy,25.0,35.0,0.81,0.88,1,404.0,0.28,0.28,0,PSPP_operator_0,way/29084374-380
Schwarzenbachwerk,PSPP,flexable_eom_storage,fixed_dispatch_strategy,20.0,46.0,0.73,0.82,1,198.0,0.28,0.28,0,PSPP_operator_1,way/29084374-380
Leitzach II,PSPP,flexable_eom_storage,fixed_dispatch_strategy,38.0,49.0,0.86,0.9,1,550.0,0.28,0.28,0,PSPP_operator_2,way/75865676-220
Leitzach I,PSPP,flexable_eom_storage,fixed_dispatch_strategy,40.0,51.0,0.86,0.9,1,550.0,0.28,0.28,0,PSPP_operator_3,way/75865676-220
Hohenwarte I,PSPP,flexable_eom_storage,fixed_dispatch_strategy,34.0,63.0,0.8,0.87,1,504.0,0.28,0.28,0,PSPP_operator_4,DE151-220
Bleiloch,PSPP,flexable_eom_storage,fixed_dispatch_strategy,32.0,80.0,0.8,0.87,1,640.0,0.28,0.28,0,PSPP_operator_5,way/1086825107-380
Wendefurth,PSPP,flexable_eom_storage,fixed_dispatch_strategy,72.0,80.0,0.82,0.88,1,523.0,0.28,0.28,0,PSPP_operator_6,way/157164284-220
Glems,PSPP,flexable_eom_storage,fixed_dispatch_strategy,68.0,90.0,0.84,0.89,1,560.0,0.28,0.28,0,PSPP_operator_7,way/30734324-380
Reisach - Rabenleite,PSPP,flexable_eom_storage,fixed_dispatch_strategy,84.0,100.0,0.85,0.9,1,630.0,0.28,0.28,0,PSPP_operator_8,way/29084374-380
Geesthacht,PSPP,flexable_eom_storage,fixed_dispatch_strategy,96.0,105.0,0.81,0.87,1,600.0,0.28,0.28,0,PSPP_operator_9,way/1089911133-380
Raknkhausen,PSPP,flexable_eom_storage,fixed_dispatch_strategy,140.0,140.0,0.85,0.9,1,690.0,0.28,0.28,0,PSPP_operator_10,way/132814303-220
Waldeck I,PSPP,flexable_eom_storage,fixed_dispatch_strategy,96.0,140.0,0.87,0.92,1,478.0,0.28,0.28,0,PSPP_operator_11,way/41072584-380
Hausern,PSPP,flexable_eom_storage,fixed_dispatch_strategy,104.0,144.0,0.82,0.88,1,514.0,0.28,0.28,0,PSPP_operator_12,way/31367940-380
Koepchenwerk Herdecke II,PSPP,flexable_eom_storage,fixed_dispatch_strategy,153.0,153.0,0.85,0.9,1,590.0,0.28,0.28,0,PSPP_operator_13,way/698870101-220
Happurg,PSPP,flexable_eom_storage,fixed_dispatch_strategy,126.0,160.0,0.83,0.89,1,900.0,0.28,0.28,0,PSPP_operator_14,way/954971276-220
