,OCGT_00,OCGT_01_0,OCGT_01_1,OCGT_01_2,OCGT_01_3,OCGT_01_4,OCGT_02,OCGT_03,OCGT_04,OCGT_05,OCGT_06,OCGT_07,OCGT_08,OCGT_09,solar_00,solar_01_0,solar_01_1,solar_01_2,solar_02,solar_03_0,solar_03_1,solar_03_2,solar_04_0,solar_04_1,solar_04_2,solar_05,solar_06_0,solar_06_1,solar_06_2,solar_06_3,solar_07_0,solar_07_1,solar_08,solar_09_0,solar_09_1,solar_09_2,wind_offshore_00,wind_offshore_06,wind_offshore_07,wind_onshore_00_0,wind_onshore_00_1,wind_onshore_00_2,wind_onshore_01,wind_onshore_02,wind_onshore_03_0,wind_onshore_03_1,wind_onshore_04,wind_onshore_05,wind_onshore_06_0,wind_onshore_06_1,wind_onshore_07_0,wind_onshore_07_1,wind_onshore_07_2,wind_onshore_07_3,wind_onshore_08,wind_onshore_09,date
2013-01-28 01:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32244.478352864553,-32632.342529296846,-32202.516682942678,-32804.630533854135,-32939.61385091143,-32630.99365234372,-31965.045166015596,-32680.458577473928,-32463.861083984346,-32581.54703776039,-32053.867594401014,-33038.59456380206,-31844.809977213514,-32082.114664713514,-31893.00740559893,-31472.92887369789,-31287.815348307264,-31762.213134765596,-32942.413330078096,-32944.07755533851,2013-01-28
2013-01-28 02:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32244.86083984372,-32677.622477213514,-32188.804117838514,-32688.291422526014,-32921.048990885385,-32666.76432291664,-32185.872395833303,-32644.47021484372,-32573.75488281247,-32510.178629557264,-32040.020751953096,-33045.83536783851,-31727.679443359346,-32139.756266276014,-31747.44059244789,-31422.81494140622,-32589.021809895803,-31744.88525390622,-32930.265299479135,-32957.38321940101,2013-01-28
2013-01-28 03:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32429.890950520803,-32732.95084635414,-32155.24902343747,-32596.39078776039,-32883.05257161456,-32685.194905598928,-32492.864990234346,-32625.335693359346,-32716.794840494764,-32521.746826171846,-32190.82031249997,-33069.278971354135,-31850.45369466143,-31813.77360026039,-31730.32430013018,-31493.80086263018,-32852.520751953096,-31828.668212890596,-32933.40657552081,-32974.80265299476,2013-01-28
2013-01-28 04:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32604.378255208303,-32840.95458984372,-32090.56396484372,-32613.667805989553,-32867.399088541635,-32713.52945963539,-32638.621012369764,-32589.56298828122,-32797.04793294268,-32610.64860026039,-32213.641357421846,-33081.547037760385,-31984.075927734346,-31449.84130859372,-31748.846435546846,-32017.547607421846,-32920.904541015596,-31867.76529947914,-32946.96858723956,-33004.119873046846,2013-01-28
2013-01-28 05:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32745.668538411428,-32929.42708333331,-32122.987874348928,-32680.13102213539,-32855.25919596351,-32705.287679036428,-32690.950520833303,-32600.191243489553,-32817.120361328096,-32647.426350911428,-32196.11002604164,-33084.769694010385,-32002.534993489557,-31473.56363932289,-31878.81062825518,-32463.70849609372,-32897.36124674476,-32117.42350260414,-32951.25935872393,-33026.812744140596,2013-01-28
2013-01-28 06:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32790.568033854135,-32993.194580078096,-32165.915934244764,-32552.919514973928,-32905.16153971351,-32704.502360026014,-32722.808837890596,-32596.262613932264,-32823.58398437497,-32726.385498046846,-32261.47867838539,-33087.69124348956,-31966.925048828096,-31339.75016276039,-32363.755289713514,-32536.934407552053,-32852.909342447885,-32250.303141276014,-32955.01302083331,-33039.398193359346,2013-01-28
2013-01-28 07:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,-49358.67004394561,-46599.47204589872,-49028.683471679986,,,,,,,,,-49859.90600585967,-49507.75451660186,-48864.291381836236,-49497.10998535186,,,,,,,-32809.77783203122,-33020.28605143226,-32235.970052083303,-32285.349527994764,-32976.82902018226,-32745.855712890596,-32721.461995442678,-32445.945231119764,-32802.24812825518,-32732.562255859346,-32247.28190104164,-33087.95369466143,-32022.188313802057,-31516.611735026014,-32529.392496744764,-32516.628011067678,-32675.042724609346,-32069.03076171872,-32925.97249348956,-33040.93017578122,2013-01-28
2013-01-28 08:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,-49492.379760742486,-49550.265502929986,-47119.628906250284,-49029.09240722686,-49842.94738769561,-49581.588745117486,-49640.975952148736,-49852.21252441436,-49653.17993164092,-49713.54064941436,-49775.704956054986,-49577.27355957079,-49860.971069336236,-49648.251342773736,-49068.4814453128,-49554.1259765628,-48999.65209960967,-49458.36486816436,-47971.03271484404,-49423.73352050811,-49802.57873535186,-49413.87329101592,-32868.95345052081,-33044.74080403643,-32286.549886067678,-31873.628743489557,-33033.770751953096,-32797.41007486976,-32742.462158203096,-32251.963297526014,-32759.11865234372,-32738.328043619764,-32274.643961588514,-33085.37394205726,-31942.43164062497,-31673.323567708307,-32648.134358723928,-32526.869710286428,-32407.918294270803,-31774.10888671872,-32893.31868489581,-33045.794677734346,2013-01-28
2013-01-28 09:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,-49543.771362304986,-49629.37622070342,-47589.71252441435,-49005.734252929986,-49857.015991211236,-49648.47412109405,-49701.30004882842,-49853.34777832061,-49667.025756836236,-49741.44897460967,-49774.911499023736,-49613.80310058642,-49864.51721191436,-49690.817260742486,-48796.08154296905,-49545.382690429986,-48614.7735595706,-49611.99340820342,-48819.845581054986,-49437.46948242217,-49803.29895019561,-49624.38354492217,-32911.381022135385,-33058.60392252601,-32302.085367838514,-31581.26627604164,-33053.24910481768,-32848.25032552081,-32745.444742838514,-32007.43408203122,-32704.71191406247,-32678.769938151014,-32288.89567057289,-33073.01228841143,-31433.75244140622,-31656.06892903643,-32705.28971354164,-32527.31933593747,-31953.67838541664,-31732.81453450518,-32874.17805989581,-33028.727213541635,2013-01-28
2013-01-28 10:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,-49588.34228515655,-49673.17504882842,-48245.88317871123,-49274.49340820342,-49864.4775390628,-49697.20764160186,-49734.68627929717,-49859.335327148736,-49679.35791015655,-49750.5859375003,-49770.040893554986,-49632.574462891105,-49869.931030273736,-49735.055541992486,-48535.75134277373,-49537.374877929986,-47818.0938720706,-49676.06201171905,-49128.43017578155,-49446.9482421878,-49801.864624023736,-49696.97570800811,-32938.812255859346,-33066.143798828096,-32263.535563151014,-31874.228922526014,-33077.53906249997,-32899.94913736976,-32766.46728515622,-32117.388916015596,-32681.62027994789,-32708.880615234346,-32367.342122395803,-33058.282470703096,-30790.159098307264,-31790.045166015596,-32751.711018880178,-32529.791259765596,-31792.30143229164,-31663.496907552057,-32878.116861979135,-33020.12532552081,2013-01-28
2013-01-28 11:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,-49615.38696289092,-49694.6777343753,-48603.6407470706,-49304.525756836236,-49866.70227050811,-49730.87768554717,-49746.80480957061,-49862.59155273467,-49698.22082519561,-49756.78100585967,-49768.43872070342,-49636.138916016105,-49869.03686523467,-49745.25451660186,-48330.20019531279,-49508.31909179717,-45069.305419922144,-49703.80249023467,-49289.035034179986,-49444.85168457061,-49806.65893554717,-49741.110229492486,-32971.649169921846,-33058.29874674476,-32237.96793619789,-31695.794677734346,-33108.21126302081,-32954.69563802081,-32795.44677734372,-31993.23730468747,-32734.230550130178,-32670.35319010414,-32421.28906249997,-33048.41512044268,-28100.3234863281,-31951.202392578096,-32762.73600260414,-32516.42252604164,-31926.682535807264,-31212.45117187497,-32891.288248697885,-33006.90714518226,2013-01-28
2013-01-28 12:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,-49616.97082519561,-49702.06298828155,-48752.36206054717,-49354.36401367217,-49865.2343750003,-49751.8066406253,-49749.850463867486,-49865.78979492217,-49716.67785644561,-49737.3779296878,-49768.0419921878,-49613.51013183642,-49864.328002929986,-49735.22338867217,-48472.50976562529,-49456.98852539092,-45532.28759765653,-49721.71936035186,-49386.62414550811,-49446.06018066436,-49805.77697753936,-49755.04455566436,-33008.45743815101,-33048.419189453096,-32199.263509114553,-31728.82080078122,-33129.13614908851,-32983.98437499997,-32831.131998697885,-32258.235677083303,-32767.49267578122,-32651.50146484372,-32487.117513020803,-33031.60400390622,-28108.927408854142,-32070.294189453096,-32763.909912109346,-32677.923583984346,-32785.93343098956,-31631.20524088539,-32928.15958658851,-32998.00821940101,2013-01-28
2013-01-28 13:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,-49602.1972656253,-49705.746459961236,-48884.3505859378,-49430.65185546905,-49858.94165039092,-49764.39208984405,-49748.57788085967,-49867.0166015628,-49723.226928711236,-49683.91418457061,-49770.0439453128,-49566.741943359855,-49854.7119140628,-49707.59887695342,-48658.673095703416,-49282.675170898736,-47102.343750000284,-49734.55810546905,-49417.54760742217,-49429.21142578155,-49791.00952148467,-49752.59094238311,-33038.45214843747,-33041.59749348956,-32144.66552734372,-32348.05908203122,-33139.16219075518,-32997.48535156247,-32869.00838216143,-32607.924397786428,-32787.333170572885,-32665.061442057264,-32546.343994140596,-33014.42871093747,-31164.31884765622,-32097.395833333303,-32784.354654947885,-32792.181396484346,-32994.66552734372,-32149.41813151039,-32965.323893229135,-33000.504557291635,2013-01-28
2013-01-28 14:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,-49563.96789550811,-49675.20141601592,-48975.39367675811,-49460.97412109405,-49841.5039062503,-49771.21887207061,-49738.52844238311,-49865.43273925811,-49716.6259765628,-49599.70092773467,-49769.0917968753,-49479.998779297355,-49839.38293457061,-49622.689819336236,-48070.60241699248,-48661.346435547166,-47973.53210449248,-49725.02746582061,-49423.78540039092,-49353.82690429717,-49756.11877441436,-49737.545776367486,-33055.05167643226,-33031.59993489581,-32162.04020182289,-32602.862548828096,-33148.34798177081,-33005.277506510385,-32891.96370442706,-32772.67659505206,-32814.40226236976,-32716.316731770803,-32574.12516276039,-32995.32063802081,-31447.79052734372,-32104.425048828096,-32786.77775065101,-32830.60099283851,-33057.83487955726,-32350.49235026039,-32986.54785156247,-33004.34366861976,2013-01-28
2013-01-28 15:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,-49599.398803711236,-49674.77111816436,-48956.1279296878,-49458.590698242486,-49832.19299316436,-49792.282104492486,-49740.35034179717,-49868.783569336236,-49721.98486328155,-49528.7597656253,-49779.9560546878,-49397.28698730517,-49836.0595703128,-49569.40307617217,-48296.28906250029,-46572.338867187784,-48491.668701172166,-49730.43518066436,-49499.411010742486,-49347.59826660186,-49734.07592773467,-49737.326049804986,-33059.85310872393,-33026.69270833331,-32260.154215494764,-32753.731282552053,-33160.160319010385,-33012.69531249997,-32905.14933268226,-32863.47249348956,-32843.84969075518,-32825.47607421872,-32591.941324869764,-33001.116943359346,-31149.336751302057,-32141.26383463539,-32804.65901692706,-32825.24617513018,-33081.304931640596,-32399.049886067678,-33000.44759114581,-33022.10286458331,2013-01-28
2013-01-28 16:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-33059.427897135385,-33018.91682942706,-32336.411539713514,-32841.02783203122,-33171.280924479135,-33019.13655598956,-32905.057779947885,-32923.209635416635,-32863.212076822885,-32865.289306640596,-32587.90690104164,-33004.38232421872,-31137.801106770807,-32242.987060546846,-32818.180338541635,-32794.999186197885,-33090.93017578122,-32365.72672526039,-33005.44026692706,-33036.80623372393,2013-01-28
2013-01-28 17:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-33050.602213541635,-33010.357666015596,-32413.942464192678,-32906.754557291635,-33176.64794921872,-33024.33675130206,-32889.25781249997,-32958.96199544268,-32880.887858072885,-32865.29134114581,-32576.857503255178,-33009.20613606768,-30792.88533528643,-32325.054931640596,-32789.884440104135,-32733.07291666664,-33086.039225260385,-32321.783447265596,-33005.28767903643,-33048.97054036456,2013-01-28
2013-01-28 18:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-33031.742350260385,-32999.13533528643,-32484.49707031247,-32936.285400390596,-33179.49422200518,-33023.67146809893,-32874.31437174476,-32982.084147135385,-32911.18367513018,-32858.19091796872,-32554.88281249997,-33014.13167317706,-29123.665364583307,-32308.787027994764,-32773.685709635385,-32582.468668619764,-33055.46874999997,-32104.359944661428,-32994.25048828122,-33060.026041666635,2013-01-28
2013-01-28 19:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32993.18644205726,-32970.768229166635,-32531.837972005178,-32947.186279296846,-33181.30086263018,-33025.03458658851,-32833.93351236976,-32971.415201822885,-32940.338134765596,-32816.96370442706,-32495.188395182264,-33025.85245768226,23154.044596354146,-32174.098714192678,-32715.950520833303,-32214.650472005178,-32970.97167968747,-31388.86922200518,-32970.37150065101,-33059.464518229135,2013-01-28
2013-01-28 20:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32952.98665364581,-32923.78133138018,-32288.728841145803,-32951.847330729135,-33175.689697265596,-33027.99072265622,-32776.77205403643,-32949.72941080726,-32958.94775390622,-32668.414306640596,-32416.965738932264,-33025.162760416635,26688.77766927081,-31989.15201822914,-32557.737223307264,-31572.688802083307,-32729.87060546872,-27988.724772135392,-32912.736002604135,-33048.905436197885,2013-01-28
2013-01-28 21:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32919.18945312497,-32857.82470703122,-31769.942220052057,-32941.632080078096,-33168.973795572885,-33023.24422200518,-32677.923583984346,-32917.03084309893,-32965.679931640596,-32363.433837890596,-32303.39355468747,-33025.299072265596,25621.022542317685,-31786.053466796846,-32262.929280598928,-29049.979654947892,-30504.331461588514,19597.96549479165,-32841.35335286456,-33035.85408528643,2013-01-28
2013-01-28 22:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32867.596435546846,-32771.92179361976,-31314.73388671872,-32923.931884765596,-33161.21622721351,-33013.372802734346,-32580.95703124997,-32880.631510416635,-32961.356608072885,-32013.987223307264,-32222.12320963539,-33028.22062174476,25058.99454752602,-31553.75976562497,-31899.30419921872,20974.922688802064,31910.675048828096,27630.554199218725,-32727.16471354164,-33018.26171874997,2013-01-28
2013-01-28 23:00:00,1.0000000000000013,1.0000000000000013,0.9999999999999986,1.000000000000002,0.999999999999996,1.0000000000000049,1.0000000000000029,0.9999999999999972,0.9999999999999977,1.000000000000006,0.9999999999999973,0.9999999999999938,0.9999999999999972,1.0,,,,,,,,,,,,,,,,,,,,,,,-32806.83797200518,-32716.969807942678,-31353.37117513018,-32918.62792968747,-33154.47794596351,-33004.04866536456,-32461.42578124997,-32849.34285481768,-32954.166666666635,-32208.626302083303,-32168.556722005178,-33041.05021158851,-9553.581746419262,-31530.89599609372,-31586.28336588539,28225.561523437475,32472.210693359346,29410.738118489557,-32581.368001302053,-33015.78572591143,2013-01-28
