,price_1,price_10,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,volume_1,volume_10,volume_2,volume_3,volume_4,volume_5,volume_6,volume_7,volume_8,volume_9
2013-01-22 01:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 02:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 03:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 04:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 05:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 06:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 07:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 08:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 09:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 10:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 11:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 12:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 13:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 14:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 15:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 16:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 17:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 18:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 19:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 20:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 21:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 22:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
2013-01-22 23:00:00,3000.0,1.0,1034.052465058754,376.14775984890457,143.6534702336155,57.34204452077048,23.83105459064972,10.276681075893984,4.584658610683742,2.1103834861477986,-55618.85316125539,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401,-3042.349648749401
