,time,energy_cashflow,energy_generation_costs,heat,power,simulation,soc,total_costs,unit,date,marginal_cost
0,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,OCGT_00,2013-01-22,108.11267253306886
1,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_03_0,2013-01-22,0.0
2,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_01_1,2013-01-22,0.0
3,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_01_0,2013-01-22,0.0
4,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_00_0,2013-01-22,0.0
5,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_09,2013-01-22,0.0
6,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_08,2013-01-22,0.0
7,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_07,2013-01-22,0.0
8,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_05,2013-01-22,0.0
9,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_02,2013-01-22,0.0
10,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_07_3,2013-01-22,0.015
11,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_07_2,2013-01-22,0.015
12,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_07_1,2013-01-22,0.015
13,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_07_0,2013-01-22,0.015
14,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_06_1,2013-01-22,0.015
15,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_06_0,2013-01-22,0.015
16,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_03_1,2013-01-22,0.015
17,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_03_0,2013-01-22,0.015
18,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_00_2,2013-01-22,0.015
19,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_00_1,2013-01-22,0.015
20,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,wind_onshore_00_0,2013-01-22,0.015
21,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_09_2,2013-01-22,0.01
22,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_09_1,2013-01-22,0.01
23,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_09_0,2013-01-22,0.01
24,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_07_1,2013-01-22,0.01
25,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_07_0,2013-01-22,0.01
26,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_06_3,2013-01-22,0.01
27,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_06_2,2013-01-22,0.01
28,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_06_1,2013-01-22,0.01
29,2013-01-22 00:00:00,,0.0,0.0,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,solar_06_0,2013-01-22,0.01
30,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_03_1,2013-01-22,0.0
31,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_03_2,2013-01-22,0.0
32,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_04_0,2013-01-22,0.0
33,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,battery_04_1,2013-01-22,0.0
34,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,,,demand,2013-01-22,
35,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Goldisthal,2013-01-22,0.28
36,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Markersbach,2013-01-22,0.28
37,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Wehr,2013-01-22,0.28
38,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Waldeck II,2013-01-22,0.28
39,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Säckingen,2013-01-22,0.28
40,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Hohenwarte II,2013-01-22,0.28
41,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Witznau,2013-01-22,0.28
42,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Erzhausen,2013-01-22,0.28
43,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Waldshut,2013-01-22,0.28
44,2013-01-22 00:00:00,,0.0,,0.0,future_markets_paper_base_case_2013_pp_all_kurz_dispatch,0.0,,Langenprozelten,2013-01-22,0.28
