name,bus0,bus1,s_nom,x,r
0,AT0 0,CH0 0,5094.0,46.23791868667789,5.638770571546084
1,AT0 0,CZ0 0,10188.0,13.250045604028536,1.61585922000348
10,BE0 0,LU0 0,5094.0,15.529944903002544,1.8938957198783597
11,BE0 0,NL0 0,22074.0,4.396608831947461,0.5361718087740805
12,CH0 0,DE0 6,22074.0,2.7660254500338204,0.3373201768333927
13,CH0 0,FR0 0,16980.0,12.65116705561818,1.5428252506851436
14,CH0 0,IT0 0,10188.0,22.84455263000997,2.78592105244024
15,CZ0 0,DE0 18,3396.0,35.24735026263455,4.298457349101773
16,CZ0 0,DE0 29,6792.0,17.716930712697142,2.160601306426481
17,CZ0 0,PL0 0,22074.0,8.26574962987682,1.0080182475459538
18,DE0 0,DE0 17,20376.0,1.4951237637562098,0.1823321663117329
19,DE0 0,DE0 20,13584.0,2.430636420052913,0.2964190756162089
21,DE0 0,DE0 25,1698.0,37.47152801084059,4.569698537907389
22,DE0 0,NL0 0,13584.0,5.194834065574081,0.6335163494602537
23,DE0 1,DE0 18,1698.0,20.356723924395627,2.482527307853125
24,DE0 1,DE0 18,5094.0,6.785575983493358,0.8275092662796778
25,DE0 1,DE0 24,6792.0,8.89193294063729,1.0843820659313768
26,DE0 1,DE0 27,5094.0,18.38672346311681,2.2422833491605867
27,DE0 1,DE0 3,8490.0,5.107459536053884,0.6228609190309614
28,DE0 1,DE0 7,5094.0,17.93432585044622,2.187112908591003
29,DE0 10,DE0 27,6792.0,4.5292520219766,0.5523478075581219
3,AT0 0,DE0 10,1698.0,82.98271030736491,10.119842720410354
30,DE0 10,DE0 7,3396.0,10.074650221138167,1.2286158806266056
31,DE0 11,DE0 16,1698.0,54.35591259770737,6.628769828988704
32,DE0 11,DE0 2,5094.0,17.142700655115096,2.0905732506237924
33,DE0 11,DE0 2,5094.0,17.14270063948682,2.090573248717905
34,DE0 11,DE0 2,5094.0,17.1427006389243,2.0905732486493047
35,DE0 11,DE0 24,3396.0,20.4957938413065,2.499487053817866
36,DE0 11,DE0 24,5094.0,13.6638645720508,1.666324947811073
37,DE0 11,DE0 4,6792.0,9.427160183880886,1.1496536809610838
38,DE0 11,DE0 8,5094.0,12.638160172935017,1.5412390454798794
39,DE0 12,DE0 20,5094.0,14.158322694746374,1.726624718871509
4,AT0 0,DE0 14,6792.0,11.36767319934126,1.3863016096757634
40,DE0 12,DE0 25,1698.0,41.135787629072745,5.016559466960091
41,DE0 12,DE0 9,6792.0,9.466844045496586,1.1544931762800714
42,DE0 12,FR0 0,6792.0,30.16750238529995,3.678963705524384
43,DE0 12,LU0 0,5094.0,4.613904588098317,0.5626712912315022
44,DE0 13,DE0 19,8490.0,9.963933772970291,1.2151138747524748
45,DE0 13,DE0 25,8490.0,4.791248619439193,0.5842986121267307
46,DE0 13,DE0 3,8490.0,5.634612237235649,0.6871478338092254
47,DE0 13,DE0 9,8490.0,6.603978052442634,0.8053631771271504
48,DE0 14,DE0 18,1698.0,48.524162376723055,5.917580777649153
49,DE0 14,DE0 7,6792.0,7.600628200226054,0.926905878076348
5,AT0 0,DE0 27,3396.0,49.3088146867259,6.013270083747061
50,DE0 14,DE0 7,5094.0,10.134171132359668,1.2358745283365449
51,DE0 15,DE0 2,6792.0,10.029511832685394,1.2231111991079748
52,DE0 15,DE0 23,11886.0,3.0703891243331007,0.3744376980894025
53,DE0 15,DE0 5,10188.0,5.41763372007033,0.660687039032967
54,DE0 15,DE0 8,6792.0,12.732191749671054,1.5527063109354946
55,DE0 16,DE0 29,11886.0,6.158098117928801,0.7509875753571708
56,DE0 16,DE0 4,11886.0,5.442173571545967,0.6636797038470691
57,DE0 16,PL0 0,8490.0,20.820925139313974,2.5391372121114606
58,DE0 17,DE0 19,3396.0,18.38568865180055,2.2421571526586037
59,DE0 17,DE0 20,1698.0,27.69601802722452,3.37756317405177
6,AT0 0,DE0 7,1698.0,62.18062381825872,7.583002904665698
60,DE0 17,DE0 22,10188.0,8.777109639777992,1.0703792243631696
61,DE0 17,DE0 25,5094.0,16.328456541521124,1.9912751879903807
62,DE0 17,DE0 28,13584.0,3.360553139587827,0.4098235536082715
63,DE0 18,DE0 29,5094.0,11.988306879599168,1.461988643853557
64,DE0 19,DE0 24,6792.0,11.953645799858124,1.4577616829095272
65,DE0 19,DE0 28,10188.0,5.472187042403939,0.6673398832199925
66,DE0 19,DE0 3,5094.0,21.758433681053035,2.6534675220796387
67,DE0 19,DE0 8,6792.0,8.741920640637538,1.0660878830045777
68,DE0 2,DE0 26,6792.0,8.7684938408363,1.0693285171751583
69,DE0 20,DE0 25,10188.0,4.218220645295511,0.5144171518653062
70,DE0 20,NL0 0,6792.0,15.773618176813638,1.9236119727821508
71,DE0 21,DE0 27,6792.0,6.359853856393986,0.7755919337065836
72,DE0 21,DE0 3,5094.0,15.954978447256469,1.945729078933716
73,DE0 21,DE0 6,6792.0,10.806372192608492,1.3178502673912798
74,DE0 21,DE0 9,10188.0,3.782709149172904,0.4613059938015736
75,DE0 22,DE0 5,11886.0,3.3204438924271047,0.4049321820033054
76,DE0 22,NL0 0,6792.0,15.70908654357171,1.915742261411184
77,DE0 23,DE0 5,6792.0,10.371829559073616,1.2648572633016606
78,DE0 23,DK0 0,11886.0,9.902403925598556,1.2076102348290925
8,AT0 0,IT0 0,5094.0,57.60890256443096,7.025475922491579
81,DE0 24,DE0 29,8490.0,6.386902945343382,0.7788906030906563
82,DE0 24,DE0 3,5094.0,14.514304511057777,1.7700371354948508
83,DE0 25,DE0 9,5094.0,19.70093759801794,2.402553365611944
84,DE0 26,DE0 4,8490.0,7.861752996970908,0.9587503654842572
86,DE0 26,PL0 0,5094.0,40.371793987280014,4.923389510643903
87,DE0 27,DE0 3,1698.0,52.47090947354516,6.3988913992128245
88,DE0 27,DE0 6,5094.0,15.449584934482102,1.8840957237173293
89,DE0 28,DE0 5,18678.0,2.762311810249131,0.3368672939328209
9,BE0 0,FR0 0,6792.0,32.71823996229573,3.9900292636946015
90,DE0 28,DE0 8,1698.0,34.5390570075781,4.212080122875379
91,DE0 6,DE0 9,5094.0,15.595450201560457,1.901884170922007
92,DE0 6,DE0 9,5094.0,15.59545020057358,1.901884170801656
93,DE0 6,FR0 0,3396.0,57.52063854775853,7.014712018019332
94,DE0 9,FR0 0,1698.0,137.31452607601727,16.74567391170942
95,DK1 0,SE1 0,6792.0,46.00415636014824,5.610262970749785
96,ES0 0,FR0 0,6792.0,67.61497836719413,8.245729069170013
97,FR0 0,IT0 0,6792.0,58.87209749948572,7.179524085303137
98,FR0 0,LU0 0,1698.0,102.7205812540224,12.526900152929562
99,NO1 0,SE1 0,8490.0,24.00044002144628,2.9268829294446683
