,demand_volume,demand_volume_energy,market_id,max_price,min_price,node,only_hours,price,product_end,product_start,simulation,supply_volume,supply_volume_energy,time
190,-0,-0,redispatch,,,east,,70.892,2023-01-04 00:00:00,2023-01-03 23:00:00,example_05b_base,0,0,2023-01-03 23:00:00
191,-0,-0,redispatch,,,west,,101.71,2023-01-04 00:00:00,2023-01-03 23:00:00,example_05b_base,14.5,14.5,2023-01-03 23:00:00
192,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 01:00:00,2023-01-04 00:00:00,example_05b_base,60,60,2023-01-04 00:00:00
193,60,60,EOM,100,100,,,100,2023-01-04 02:00:00,2023-01-04 01:00:00,example_05b_base,60,60,2023-01-04 01:00:00
194,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 03:00:00,2023-01-04 02:00:00,example_05b_base,60,60,2023-01-04 02:00:00
195,60,60,EOM,100,100,,,100,2023-01-04 04:00:00,2023-01-04 03:00:00,example_05b_base,60,60,2023-01-04 03:00:00
196,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 05:00:00,2023-01-04 04:00:00,example_05b_base,60,60,2023-01-04 04:00:00
197,60,60,EOM,100,100,,,100,2023-01-04 06:00:00,2023-01-04 05:00:00,example_05b_base,60,60,2023-01-04 05:00:00
198,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 07:00:00,2023-01-04 06:00:00,example_05b_base,60,60,2023-01-04 06:00:00
199,60,60,EOM,100,100,,,100,2023-01-04 08:00:00,2023-01-04 07:00:00,example_05b_base,60,60,2023-01-04 07:00:00
200,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 09:00:00,2023-01-04 08:00:00,example_05b_base,60,60,2023-01-04 08:00:00
201,60,60,EOM,100,100,,,100,2023-01-04 10:00:00,2023-01-04 09:00:00,example_05b_base,60,60,2023-01-04 09:00:00
202,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 11:00:00,2023-01-04 10:00:00,example_05b_base,60,60,2023-01-04 10:00:00
203,60,60,EOM,100,100,,,100,2023-01-04 12:00:00,2023-01-04 11:00:00,example_05b_base,60,60,2023-01-04 11:00:00
204,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 13:00:00,2023-01-04 12:00:00,example_05b_base,60,60,2023-01-04 12:00:00
205,60,60,EOM,100,100,,,100,2023-01-04 14:00:00,2023-01-04 13:00:00,example_05b_base,60,60,2023-01-04 13:00:00
206,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 15:00:00,2023-01-04 14:00:00,example_05b_base,60,60,2023-01-04 14:00:00
207,60,60,EOM,100,100,,,100,2023-01-04 16:00:00,2023-01-04 15:00:00,example_05b_base,60,60,2023-01-04 15:00:00
208,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 17:00:00,2023-01-04 16:00:00,example_05b_base,60,60,2023-01-04 16:00:00
209,60,60,EOM,100,100,,,100,2023-01-04 18:00:00,2023-01-04 17:00:00,example_05b_base,60,60,2023-01-04 17:00:00
210,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 19:00:00,2023-01-04 18:00:00,example_05b_base,60,60,2023-01-04 18:00:00
211,60,60,EOM,100,100,,,100,2023-01-04 20:00:00,2023-01-04 19:00:00,example_05b_base,60,60,2023-01-04 19:00:00
212,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 21:00:00,2023-01-04 20:00:00,example_05b_base,60,60,2023-01-04 20:00:00
213,60,60,EOM,100,100,,,100,2023-01-04 22:00:00,2023-01-04 21:00:00,example_05b_base,60,60,2023-01-04 21:00:00
214,60,60,EOM,100.56,100.56,,,100.56,2023-01-04 23:00:00,2023-01-04 22:00:00,example_05b_base,60,60,2023-01-04 22:00:00
215,60,60,EOM,100,100,,,100,2023-01-05 00:00:00,2023-01-04 23:00:00,example_05b_base,60,60,2023-01-04 23:00:00
216,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 01:00:00,2023-01-04 00:00:00,example_05b_base,0,0,2023-01-04 00:00:00
217,-0,-0,redispatch,,,east,,69.445,2023-01-04 01:00:00,2023-01-04 00:00:00,example_05b_base,0,0,2023-01-04 00:00:00
218,-0,-0,redispatch,,,west,,100.56,2023-01-04 01:00:00,2023-01-04 00:00:00,example_05b_base,4.5,4.5,2023-01-04 00:00:00
219,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 02:00:00,2023-01-04 01:00:00,example_05b_base,0,0,2023-01-04 01:00:00
220,-0,-0,redispatch,,,east,,69.445,2023-01-04 02:00:00,2023-01-04 01:00:00,example_05b_base,0,0,2023-01-04 01:00:00
221,-0,-0,redispatch,,,west,,100.56,2023-01-04 02:00:00,2023-01-04 01:00:00,example_05b_base,14.5,14.5,2023-01-04 01:00:00
222,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 03:00:00,2023-01-04 02:00:00,example_05b_base,0,0,2023-01-04 02:00:00
223,-0,-0,redispatch,,,east,,69.445,2023-01-04 03:00:00,2023-01-04 02:00:00,example_05b_base,0,0,2023-01-04 02:00:00
224,-0,-0,redispatch,,,west,,100.56,2023-01-04 03:00:00,2023-01-04 02:00:00,example_05b_base,4.5,4.5,2023-01-04 02:00:00
225,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 04:00:00,2023-01-04 03:00:00,example_05b_base,0,0,2023-01-04 03:00:00
226,-0,-0,redispatch,,,east,,69.445,2023-01-04 04:00:00,2023-01-04 03:00:00,example_05b_base,0,0,2023-01-04 03:00:00
227,-0,-0,redispatch,,,west,,100.56,2023-01-04 04:00:00,2023-01-04 03:00:00,example_05b_base,14.5,14.5,2023-01-04 03:00:00
228,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 05:00:00,2023-01-04 04:00:00,example_05b_base,0,0,2023-01-04 04:00:00
229,-0,-0,redispatch,,,east,,69.445,2023-01-04 05:00:00,2023-01-04 04:00:00,example_05b_base,0,0,2023-01-04 04:00:00
230,-0,-0,redispatch,,,west,,100.56,2023-01-04 05:00:00,2023-01-04 04:00:00,example_05b_base,4.5,4.5,2023-01-04 04:00:00
231,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 06:00:00,2023-01-04 05:00:00,example_05b_base,0,0,2023-01-04 05:00:00
232,-0,-0,redispatch,,,east,,69.445,2023-01-04 06:00:00,2023-01-04 05:00:00,example_05b_base,0,0,2023-01-04 05:00:00
233,-0,-0,redispatch,,,west,,100.56,2023-01-04 06:00:00,2023-01-04 05:00:00,example_05b_base,14.5,14.5,2023-01-04 05:00:00
234,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 07:00:00,2023-01-04 06:00:00,example_05b_base,0,0,2023-01-04 06:00:00
235,-0,-0,redispatch,,,east,,69.445,2023-01-04 07:00:00,2023-01-04 06:00:00,example_05b_base,0,0,2023-01-04 06:00:00
236,-0,-0,redispatch,,,west,,100.56,2023-01-04 07:00:00,2023-01-04 06:00:00,example_05b_base,4.5,4.5,2023-01-04 06:00:00
237,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 08:00:00,2023-01-04 07:00:00,example_05b_base,0,0,2023-01-04 07:00:00
238,-0,-0,redispatch,,,east,,69.445,2023-01-04 08:00:00,2023-01-04 07:00:00,example_05b_base,0,0,2023-01-04 07:00:00
239,-0,-0,redispatch,,,west,,100.56,2023-01-04 08:00:00,2023-01-04 07:00:00,example_05b_base,14.5,14.5,2023-01-04 07:00:00
240,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 09:00:00,2023-01-04 08:00:00,example_05b_base,0,0,2023-01-04 08:00:00
241,-0,-0,redispatch,,,east,,69.445,2023-01-04 09:00:00,2023-01-04 08:00:00,example_05b_base,0,0,2023-01-04 08:00:00
242,-0,-0,redispatch,,,west,,100.56,2023-01-04 09:00:00,2023-01-04 08:00:00,example_05b_base,4.5,4.5,2023-01-04 08:00:00
243,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 10:00:00,2023-01-04 09:00:00,example_05b_base,0,0,2023-01-04 09:00:00
244,-0,-0,redispatch,,,east,,69.445,2023-01-04 10:00:00,2023-01-04 09:00:00,example_05b_base,0,0,2023-01-04 09:00:00
245,-0,-0,redispatch,,,west,,100.56,2023-01-04 10:00:00,2023-01-04 09:00:00,example_05b_base,14.5,14.5,2023-01-04 09:00:00
246,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 11:00:00,2023-01-04 10:00:00,example_05b_base,0,0,2023-01-04 10:00:00
247,-0,-0,redispatch,,,east,,69.445,2023-01-04 11:00:00,2023-01-04 10:00:00,example_05b_base,0,0,2023-01-04 10:00:00
248,-0,-0,redispatch,,,west,,100.56,2023-01-04 11:00:00,2023-01-04 10:00:00,example_05b_base,4.5,4.5,2023-01-04 10:00:00
249,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 12:00:00,2023-01-04 11:00:00,example_05b_base,0,0,2023-01-04 11:00:00
250,-0,-0,redispatch,,,east,,69.445,2023-01-04 12:00:00,2023-01-04 11:00:00,example_05b_base,0,0,2023-01-04 11:00:00
251,-0,-0,redispatch,,,west,,100.56,2023-01-04 12:00:00,2023-01-04 11:00:00,example_05b_base,14.5,14.5,2023-01-04 11:00:00
252,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 13:00:00,2023-01-04 12:00:00,example_05b_base,0,0,2023-01-04 12:00:00
253,-0,-0,redispatch,,,east,,69.445,2023-01-04 13:00:00,2023-01-04 12:00:00,example_05b_base,0,0,2023-01-04 12:00:00
254,-0,-0,redispatch,,,west,,100.56,2023-01-04 13:00:00,2023-01-04 12:00:00,example_05b_base,4.5,4.5,2023-01-04 12:00:00
255,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 14:00:00,2023-01-04 13:00:00,example_05b_base,0,0,2023-01-04 13:00:00
256,-0,-0,redispatch,,,east,,69.445,2023-01-04 14:00:00,2023-01-04 13:00:00,example_05b_base,0,0,2023-01-04 13:00:00
257,-0,-0,redispatch,,,west,,100.56,2023-01-04 14:00:00,2023-01-04 13:00:00,example_05b_base,14.5,14.5,2023-01-04 13:00:00
258,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 15:00:00,2023-01-04 14:00:00,example_05b_base,0,0,2023-01-04 14:00:00
259,-0,-0,redispatch,,,east,,69.445,2023-01-04 15:00:00,2023-01-04 14:00:00,example_05b_base,0,0,2023-01-04 14:00:00
260,-0,-0,redispatch,,,west,,100.56,2023-01-04 15:00:00,2023-01-04 14:00:00,example_05b_base,4.5,4.5,2023-01-04 14:00:00
261,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 16:00:00,2023-01-04 15:00:00,example_05b_base,0,0,2023-01-04 15:00:00
262,-0,-0,redispatch,,,east,,69.445,2023-01-04 16:00:00,2023-01-04 15:00:00,example_05b_base,0,0,2023-01-04 15:00:00
263,-0,-0,redispatch,,,west,,100.56,2023-01-04 16:00:00,2023-01-04 15:00:00,example_05b_base,14.5,14.5,2023-01-04 15:00:00
264,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 17:00:00,2023-01-04 16:00:00,example_05b_base,0,0,2023-01-04 16:00:00
265,-0,-0,redispatch,,,east,,69.445,2023-01-04 17:00:00,2023-01-04 16:00:00,example_05b_base,0,0,2023-01-04 16:00:00
266,-0,-0,redispatch,,,west,,100.56,2023-01-04 17:00:00,2023-01-04 16:00:00,example_05b_base,4.5,4.5,2023-01-04 16:00:00
267,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 18:00:00,2023-01-04 17:00:00,example_05b_base,0,0,2023-01-04 17:00:00
268,-0,-0,redispatch,,,east,,69.445,2023-01-04 18:00:00,2023-01-04 17:00:00,example_05b_base,0,0,2023-01-04 17:00:00
269,-0,-0,redispatch,,,west,,100.56,2023-01-04 18:00:00,2023-01-04 17:00:00,example_05b_base,14.5,14.5,2023-01-04 17:00:00
270,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 19:00:00,2023-01-04 18:00:00,example_05b_base,0,0,2023-01-04 18:00:00
271,-0,-0,redispatch,,,east,,69.445,2023-01-04 19:00:00,2023-01-04 18:00:00,example_05b_base,0,0,2023-01-04 18:00:00
272,-0,-0,redispatch,,,west,,100.56,2023-01-04 19:00:00,2023-01-04 18:00:00,example_05b_base,4.5,4.5,2023-01-04 18:00:00
273,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 20:00:00,2023-01-04 19:00:00,example_05b_base,0,0,2023-01-04 19:00:00
274,-0,-0,redispatch,,,east,,69.445,2023-01-04 20:00:00,2023-01-04 19:00:00,example_05b_base,0,0,2023-01-04 19:00:00
275,-0,-0,redispatch,,,west,,100.56,2023-01-04 20:00:00,2023-01-04 19:00:00,example_05b_base,14.5,14.5,2023-01-04 19:00:00
276,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 21:00:00,2023-01-04 20:00:00,example_05b_base,0,0,2023-01-04 20:00:00
277,-0,-0,redispatch,,,east,,69.445,2023-01-04 21:00:00,2023-01-04 20:00:00,example_05b_base,0,0,2023-01-04 20:00:00
278,-0,-0,redispatch,,,west,,100.56,2023-01-04 21:00:00,2023-01-04 20:00:00,example_05b_base,4.5,4.5,2023-01-04 20:00:00
279,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 22:00:00,2023-01-04 21:00:00,example_05b_base,0,0,2023-01-04 21:00:00
280,-0,-0,redispatch,,,east,,69.445,2023-01-04 22:00:00,2023-01-04 21:00:00,example_05b_base,0,0,2023-01-04 21:00:00
281,-0,-0,redispatch,,,west,,100.56,2023-01-04 22:00:00,2023-01-04 21:00:00,example_05b_base,14.5,14.5,2023-01-04 21:00:00
282,4.5,4.5,redispatch,,,north,,38.334,2023-01-04 23:00:00,2023-01-04 22:00:00,example_05b_base,0,0,2023-01-04 22:00:00
283,-0,-0,redispatch,,,east,,69.445,2023-01-04 23:00:00,2023-01-04 22:00:00,example_05b_base,0,0,2023-01-04 22:00:00
284,-0,-0,redispatch,,,west,,100.56,2023-01-04 23:00:00,2023-01-04 22:00:00,example_05b_base,4.5,4.5,2023-01-04 22:00:00
285,4.5,4.5,redispatch,,,north,,38.334,2023-01-05 00:00:00,2023-01-04 23:00:00,example_05b_base,0,0,2023-01-04 23:00:00
286,-0,-0,redispatch,,,east,,69.445,2023-01-05 00:00:00,2023-01-04 23:00:00,example_05b_base,0,0,2023-01-04 23:00:00
287,-0,-0,redispatch,,,west,,100.56,2023-01-05 00:00:00,2023-01-04 23:00:00,example_05b_base,14.5,14.5,2023-01-04 23:00:00
288,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 01:00:00,2023-01-05 00:00:00,example_05b_base,60,60,2023-01-05 00:00:00
289,60,60,EOM,100,100,,,100,2023-01-05 02:00:00,2023-01-05 01:00:00,example_05b_base,60,60,2023-01-05 01:00:00
290,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 03:00:00,2023-01-05 02:00:00,example_05b_base,60,60,2023-01-05 02:00:00
291,60,60,EOM,100,100,,,100,2023-01-05 04:00:00,2023-01-05 03:00:00,example_05b_base,60,60,2023-01-05 03:00:00
292,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 05:00:00,2023-01-05 04:00:00,example_05b_base,60,60,2023-01-05 04:00:00
293,60,60,EOM,100,100,,,100,2023-01-05 06:00:00,2023-01-05 05:00:00,example_05b_base,60,60,2023-01-05 05:00:00
294,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 07:00:00,2023-01-05 06:00:00,example_05b_base,60,60,2023-01-05 06:00:00
295,60,60,EOM,100,100,,,100,2023-01-05 08:00:00,2023-01-05 07:00:00,example_05b_base,60,60,2023-01-05 07:00:00
296,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 09:00:00,2023-01-05 08:00:00,example_05b_base,60,60,2023-01-05 08:00:00
297,60,60,EOM,100,100,,,100,2023-01-05 10:00:00,2023-01-05 09:00:00,example_05b_base,60,60,2023-01-05 09:00:00
298,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 11:00:00,2023-01-05 10:00:00,example_05b_base,60,60,2023-01-05 10:00:00
299,60,60,EOM,100,100,,,100,2023-01-05 12:00:00,2023-01-05 11:00:00,example_05b_base,60,60,2023-01-05 11:00:00
300,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 13:00:00,2023-01-05 12:00:00,example_05b_base,60,60,2023-01-05 12:00:00
301,60,60,EOM,100,100,,,100,2023-01-05 14:00:00,2023-01-05 13:00:00,example_05b_base,60,60,2023-01-05 13:00:00
302,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 15:00:00,2023-01-05 14:00:00,example_05b_base,60,60,2023-01-05 14:00:00
303,60,60,EOM,100,100,,,100,2023-01-05 16:00:00,2023-01-05 15:00:00,example_05b_base,60,60,2023-01-05 15:00:00
304,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 17:00:00,2023-01-05 16:00:00,example_05b_base,60,60,2023-01-05 16:00:00
305,60,60,EOM,100,100,,,100,2023-01-05 18:00:00,2023-01-05 17:00:00,example_05b_base,60,60,2023-01-05 17:00:00
306,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 19:00:00,2023-01-05 18:00:00,example_05b_base,60,60,2023-01-05 18:00:00
307,60,60,EOM,100,100,,,100,2023-01-05 20:00:00,2023-01-05 19:00:00,example_05b_base,60,60,2023-01-05 19:00:00
308,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 21:00:00,2023-01-05 20:00:00,example_05b_base,60,60,2023-01-05 20:00:00
309,60,60,EOM,100,100,,,100,2023-01-05 22:00:00,2023-01-05 21:00:00,example_05b_base,60,60,2023-01-05 21:00:00
310,60,60,EOM,100.77,100.77,,,100.77,2023-01-05 23:00:00,2023-01-05 22:00:00,example_05b_base,60,60,2023-01-05 22:00:00
311,60,60,EOM,100,100,,,100,2023-01-06 00:00:00,2023-01-05 23:00:00,example_05b_base,60,60,2023-01-05 23:00:00
312,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 01:00:00,2023-01-05 00:00:00,example_05b_base,0,0,2023-01-05 00:00:00
313,-0,-0,redispatch,,,east,,69.708,2023-01-05 01:00:00,2023-01-05 00:00:00,example_05b_base,0,0,2023-01-05 00:00:00
314,-0,-0,redispatch,,,west,,100.77,2023-01-05 01:00:00,2023-01-05 00:00:00,example_05b_base,4.5,4.5,2023-01-05 00:00:00
315,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 02:00:00,2023-01-05 01:00:00,example_05b_base,0,0,2023-01-05 01:00:00
316,-0,-0,redispatch,,,east,,69.708,2023-01-05 02:00:00,2023-01-05 01:00:00,example_05b_base,0,0,2023-01-05 01:00:00
317,-0,-0,redispatch,,,west,,100.77,2023-01-05 02:00:00,2023-01-05 01:00:00,example_05b_base,14.5,14.5,2023-01-05 01:00:00
318,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 03:00:00,2023-01-05 02:00:00,example_05b_base,0,0,2023-01-05 02:00:00
319,-0,-0,redispatch,,,east,,69.708,2023-01-05 03:00:00,2023-01-05 02:00:00,example_05b_base,0,0,2023-01-05 02:00:00
320,-0,-0,redispatch,,,west,,100.77,2023-01-05 03:00:00,2023-01-05 02:00:00,example_05b_base,4.5,4.5,2023-01-05 02:00:00
321,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 04:00:00,2023-01-05 03:00:00,example_05b_base,0,0,2023-01-05 03:00:00
322,-0,-0,redispatch,,,east,,69.708,2023-01-05 04:00:00,2023-01-05 03:00:00,example_05b_base,0,0,2023-01-05 03:00:00
323,-0,-0,redispatch,,,west,,100.77,2023-01-05 04:00:00,2023-01-05 03:00:00,example_05b_base,14.5,14.5,2023-01-05 03:00:00
324,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 05:00:00,2023-01-05 04:00:00,example_05b_base,0,0,2023-01-05 04:00:00
325,-0,-0,redispatch,,,east,,69.708,2023-01-05 05:00:00,2023-01-05 04:00:00,example_05b_base,0,0,2023-01-05 04:00:00
326,-0,-0,redispatch,,,west,,100.77,2023-01-05 05:00:00,2023-01-05 04:00:00,example_05b_base,4.5,4.5,2023-01-05 04:00:00
327,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 06:00:00,2023-01-05 05:00:00,example_05b_base,0,0,2023-01-05 05:00:00
328,-0,-0,redispatch,,,east,,69.708,2023-01-05 06:00:00,2023-01-05 05:00:00,example_05b_base,0,0,2023-01-05 05:00:00
329,-0,-0,redispatch,,,west,,100.77,2023-01-05 06:00:00,2023-01-05 05:00:00,example_05b_base,14.5,14.5,2023-01-05 05:00:00
330,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 07:00:00,2023-01-05 06:00:00,example_05b_base,0,0,2023-01-05 06:00:00
331,-0,-0,redispatch,,,east,,69.708,2023-01-05 07:00:00,2023-01-05 06:00:00,example_05b_base,0,0,2023-01-05 06:00:00
332,-0,-0,redispatch,,,west,,100.77,2023-01-05 07:00:00,2023-01-05 06:00:00,example_05b_base,4.5,4.5,2023-01-05 06:00:00
333,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 08:00:00,2023-01-05 07:00:00,example_05b_base,0,0,2023-01-05 07:00:00
334,-0,-0,redispatch,,,east,,69.708,2023-01-05 08:00:00,2023-01-05 07:00:00,example_05b_base,0,0,2023-01-05 07:00:00
335,-0,-0,redispatch,,,west,,100.77,2023-01-05 08:00:00,2023-01-05 07:00:00,example_05b_base,14.5,14.5,2023-01-05 07:00:00
336,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 09:00:00,2023-01-05 08:00:00,example_05b_base,0,0,2023-01-05 08:00:00
337,-0,-0,redispatch,,,east,,69.708,2023-01-05 09:00:00,2023-01-05 08:00:00,example_05b_base,0,0,2023-01-05 08:00:00
338,-0,-0,redispatch,,,west,,100.77,2023-01-05 09:00:00,2023-01-05 08:00:00,example_05b_base,4.5,4.5,2023-01-05 08:00:00
339,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 10:00:00,2023-01-05 09:00:00,example_05b_base,0,0,2023-01-05 09:00:00
340,-0,-0,redispatch,,,east,,69.708,2023-01-05 10:00:00,2023-01-05 09:00:00,example_05b_base,0,0,2023-01-05 09:00:00
341,-0,-0,redispatch,,,west,,100.77,2023-01-05 10:00:00,2023-01-05 09:00:00,example_05b_base,14.5,14.5,2023-01-05 09:00:00
342,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 11:00:00,2023-01-05 10:00:00,example_05b_base,0,0,2023-01-05 10:00:00
343,-0,-0,redispatch,,,east,,69.708,2023-01-05 11:00:00,2023-01-05 10:00:00,example_05b_base,0,0,2023-01-05 10:00:00
344,-0,-0,redispatch,,,west,,100.77,2023-01-05 11:00:00,2023-01-05 10:00:00,example_05b_base,4.5,4.5,2023-01-05 10:00:00
345,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 12:00:00,2023-01-05 11:00:00,example_05b_base,0,0,2023-01-05 11:00:00
346,-0,-0,redispatch,,,east,,69.708,2023-01-05 12:00:00,2023-01-05 11:00:00,example_05b_base,0,0,2023-01-05 11:00:00
347,-0,-0,redispatch,,,west,,100.77,2023-01-05 12:00:00,2023-01-05 11:00:00,example_05b_base,14.5,14.5,2023-01-05 11:00:00
348,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 13:00:00,2023-01-05 12:00:00,example_05b_base,0,0,2023-01-05 12:00:00
349,-0,-0,redispatch,,,east,,69.708,2023-01-05 13:00:00,2023-01-05 12:00:00,example_05b_base,0,0,2023-01-05 12:00:00
350,-0,-0,redispatch,,,west,,100.77,2023-01-05 13:00:00,2023-01-05 12:00:00,example_05b_base,4.5,4.5,2023-01-05 12:00:00
351,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 14:00:00,2023-01-05 13:00:00,example_05b_base,0,0,2023-01-05 13:00:00
352,-0,-0,redispatch,,,east,,69.708,2023-01-05 14:00:00,2023-01-05 13:00:00,example_05b_base,0,0,2023-01-05 13:00:00
353,-0,-0,redispatch,,,west,,100.77,2023-01-05 14:00:00,2023-01-05 13:00:00,example_05b_base,14.5,14.5,2023-01-05 13:00:00
354,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 15:00:00,2023-01-05 14:00:00,example_05b_base,0,0,2023-01-05 14:00:00
355,-0,-0,redispatch,,,east,,69.708,2023-01-05 15:00:00,2023-01-05 14:00:00,example_05b_base,0,0,2023-01-05 14:00:00
356,-0,-0,redispatch,,,west,,100.77,2023-01-05 15:00:00,2023-01-05 14:00:00,example_05b_base,4.5,4.5,2023-01-05 14:00:00
357,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 16:00:00,2023-01-05 15:00:00,example_05b_base,0,0,2023-01-05 15:00:00
358,-0,-0,redispatch,,,east,,69.708,2023-01-05 16:00:00,2023-01-05 15:00:00,example_05b_base,0,0,2023-01-05 15:00:00
359,-0,-0,redispatch,,,west,,100.77,2023-01-05 16:00:00,2023-01-05 15:00:00,example_05b_base,14.5,14.5,2023-01-05 15:00:00
360,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 17:00:00,2023-01-05 16:00:00,example_05b_base,0,0,2023-01-05 16:00:00
361,-0,-0,redispatch,,,east,,69.708,2023-01-05 17:00:00,2023-01-05 16:00:00,example_05b_base,0,0,2023-01-05 16:00:00
362,-0,-0,redispatch,,,west,,100.77,2023-01-05 17:00:00,2023-01-05 16:00:00,example_05b_base,4.5,4.5,2023-01-05 16:00:00
363,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 18:00:00,2023-01-05 17:00:00,example_05b_base,0,0,2023-01-05 17:00:00
364,-0,-0,redispatch,,,east,,69.708,2023-01-05 18:00:00,2023-01-05 17:00:00,example_05b_base,0,0,2023-01-05 17:00:00
365,-0,-0,redispatch,,,west,,100.77,2023-01-05 18:00:00,2023-01-05 17:00:00,example_05b_base,14.5,14.5,2023-01-05 17:00:00
366,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 19:00:00,2023-01-05 18:00:00,example_05b_base,0,0,2023-01-05 18:00:00
367,-0,-0,redispatch,,,east,,69.708,2023-01-05 19:00:00,2023-01-05 18:00:00,example_05b_base,0,0,2023-01-05 18:00:00
368,-0,-0,redispatch,,,west,,100.77,2023-01-05 19:00:00,2023-01-05 18:00:00,example_05b_base,4.5,4.5,2023-01-05 18:00:00
369,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 20:00:00,2023-01-05 19:00:00,example_05b_base,0,0,2023-01-05 19:00:00
370,-0,-0,redispatch,,,east,,69.708,2023-01-05 20:00:00,2023-01-05 19:00:00,example_05b_base,0,0,2023-01-05 19:00:00
371,-0,-0,redispatch,,,west,,100.77,2023-01-05 20:00:00,2023-01-05 19:00:00,example_05b_base,14.5,14.5,2023-01-05 19:00:00
372,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 21:00:00,2023-01-05 20:00:00,example_05b_base,0,0,2023-01-05 20:00:00
373,-0,-0,redispatch,,,east,,69.708,2023-01-05 21:00:00,2023-01-05 20:00:00,example_05b_base,0,0,2023-01-05 20:00:00
374,-0,-0,redispatch,,,west,,100.77,2023-01-05 21:00:00,2023-01-05 20:00:00,example_05b_base,4.5,4.5,2023-01-05 20:00:00
375,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 22:00:00,2023-01-05 21:00:00,example_05b_base,0,0,2023-01-05 21:00:00
376,-0,-0,redispatch,,,east,,69.708,2023-01-05 22:00:00,2023-01-05 21:00:00,example_05b_base,0,0,2023-01-05 21:00:00
377,-0,-0,redispatch,,,west,,100.77,2023-01-05 22:00:00,2023-01-05 21:00:00,example_05b_base,14.5,14.5,2023-01-05 21:00:00
378,4.5,4.5,redispatch,,,north,,38.649,2023-01-05 23:00:00,2023-01-05 22:00:00,example_05b_base,0,0,2023-01-05 22:00:00
379,-0,-0,redispatch,,,east,,69.708,2023-01-05 23:00:00,2023-01-05 22:00:00,example_05b_base,0,0,2023-01-05 22:00:00
