datetime,uranium,lignite,hard coal,natural gas,oil,biomass,co2
2018-12-31 11:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 11:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 11:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 11:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 12:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 12:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 12:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 12:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 13:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 13:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 13:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 13:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 14:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 14:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 14:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 14:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 15:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 15:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 15:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 15:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 16:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 16:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 16:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 16:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 17:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 17:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 17:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 17:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 18:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 18:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 18:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 18:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 19:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 19:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 19:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 19:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 20:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 20:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 20:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 20:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 21:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 21:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 21:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 21:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 22:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 22:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 22:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 22:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 23:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 23:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 23:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2018-12-31 23:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2019-01-01 00:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.895
2019-01-01 00:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.89671875
2019-01-01 00:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.8984375
2019-01-01 00:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.90015625
2019-01-01 01:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.901875
2019-01-01 01:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.90359375
2019-01-01 01:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9053125
2019-01-01 01:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.90703125
2019-01-01 02:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.90875
2019-01-01 02:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.91046875
2019-01-01 02:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9121875
2019-01-01 02:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.91390625
2019-01-01 03:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.915625
2019-01-01 03:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.91734375
2019-01-01 03:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9190625
2019-01-01 03:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.92078125
2019-01-01 04:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9225
2019-01-01 04:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.92421875
2019-01-01 04:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9259375
2019-01-01 04:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.92765625
2019-01-01 05:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.929375
2019-01-01 05:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.93109375
2019-01-01 05:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9328125
2019-01-01 05:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.93453125
2019-01-01 06:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.93625
2019-01-01 06:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.93796875
2019-01-01 06:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9396875
2019-01-01 06:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.94140625
2019-01-01 07:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.943125
2019-01-01 07:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.94484375
2019-01-01 07:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9465625
2019-01-01 07:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.94828125
2019-01-01 08:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.95
2019-01-01 08:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.95171875
2019-01-01 08:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9534375
2019-01-01 08:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.95515625
2019-01-01 09:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.956875
2019-01-01 09:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.95859375
2019-01-01 09:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9603125
2019-01-01 09:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.96203125
2019-01-01 10:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.96375
2019-01-01 10:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.96546875
2019-01-01 10:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9671875
2019-01-01 10:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.96890625
2019-01-01 11:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.970625
2019-01-01 11:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.97234375
2019-01-01 11:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9740625
2019-01-01 11:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.97578125
2019-01-01 12:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9775
2019-01-01 12:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.97921875
2019-01-01 12:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9809375
2019-01-01 12:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.98265625
2019-01-01 13:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.984375
2019-01-01 13:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.98609375
2019-01-01 13:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9878125
2019-01-01 13:45:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.98953125
2019-01-01 14:00:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.99125
2019-01-01 14:15:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.99296875
2019-01-01 14:30:00,0.9,1.8,9.703967571551406,24.747340425531917,33.16545878884658,20.7,24.9946875
