,wind_onshore_DE,wind_offshore_DE,solar_DE,water_DE,biomass_DE
442,18939.0,3333.0,700.0,1438.0,4900.0
443,18627.0,3682.0,566.0,1421.0,4867.0
444,18184.0,3719.0,419.0,1477.0,4874.0
445,17823.0,3793.0,291.0,1426.0,4886.0
446,17549.0,3812.0,193.0,1431.0,4892.0
447,17537.0,3808.0,95.0,1388.0,4904.0
448,17447.0,3747.0,36.0,1383.0,4910.0
449,17170.0,3747.0,11.0,1491.0,4907.0
450,17046.0,3734.0,2.0,1415.0,4922.0
451,17007.0,3733.0,0.0,1451.0,4908.0
452,16993.0,3677.0,0.0,1367.0,4891.0
453,16882.0,3664.0,0.0,1396.0,4897.0
454,16720.0,3707.0,0.0,1392.0,4893.0
455,16707.0,3691.0,0.0,1430.0,4927.0
456,16681.0,3655.0,0.0,1399.0,4929.0
457,16553.0,3685.0,0.0,1384.0,4933.0
458,16453.0,3960.0,0.0,1401.0,4940.0
459,16449.0,3917.0,0.0,1430.0,4926.0
460,16132.0,3787.0,0.0,1507.0,4941.0
461,15720.0,3750.0,0.0,1491.0,4938.0
462,15487.0,3774.0,0.0,1435.0,4937.0
463,15471.0,3801.0,0.0,1401.0,4915.0
464,15377.0,3879.0,0.0,1467.0,4907.0
465,15233.0,4159.0,0.0,1392.0,4898.0
466,15126.0,4185.0,0.0,1391.0,4893.0
467,14908.0,4172.0,0.0,1408.0,4891.0
468,14797.0,4145.0,0.0,1480.0,4893.0
469,14653.0,4152.0,0.0,1428.0,4880.0
470,14493.0,4118.0,0.0,1423.0,4912.0
471,14482.0,4126.0,0.0,1383.0,4873.0
472,13956.0,4037.0,0.0,1448.0,4874.0
473,13846.0,3986.0,0.0,1407.0,4885.0
474,13547.0,4000.0,0.0,1422.0,4864.0
475,13317.0,4032.0,0.0,1380.0,4863.0
476,13182.0,4225.0,0.0,1402.0,4869.0
477,13043.0,4253.0,0.0,1394.0,4847.0
478,12883.0,4139.0,0.0,1400.0,4852.0
479,12659.0,4092.0,0.0,1411.0,4814.0
480,12543.0,4066.0,0.0,1465.0,4830.0
481,12462.0,4106.0,0.0,1456.0,4812.0
482,12341.0,4006.0,0.0,1488.0,4817.0
483,12166.0,3946.0,0.0,1426.0,4816.0
484,11925.0,4011.0,0.0,1490.0,4797.0
485,11729.0,3972.0,0.0,1383.0,4779.0
486,11492.0,3840.0,0.0,1393.0,4798.0
487,11307.0,3699.0,0.0,1383.0,4814.0
488,11187.0,3617.0,0.0,1418.0,4811.0
489,10874.0,3527.0,0.0,1399.0,4797.0
490,10638.0,3591.0,0.0,1384.0,4792.0
491,10573.0,3533.0,0.0,1390.0,4797.0
492,10451.0,3438.0,0.0,1459.0,4815.0
493,10346.0,3409.0,0.0,1446.0,4820.0
494,10360.0,3426.0,0.0,1499.0,4822.0
495,10218.0,3322.0,0.0,1453.0,4832.0
496,10055.0,3295.0,0.0,1455.0,4824.0
497,10002.0,3193.0,0.0,1406.0,4810.0
498,9906.0,3039.0,0.0,1366.0,4820.0
499,9792.0,3013.0,0.0,1372.0,4816.0
500,9785.0,3065.0,0.0,1513.0,4824.0
501,9625.0,2904.0,0.0,1510.0,4822.0
502,9493.0,2893.0,0.0,1477.0,4827.0
503,9239.0,2727.0,0.0,1480.0,4813.0
504,9041.0,2765.0,0.0,1481.0,4849.0
505,8647.0,2634.0,0.0,1516.0,4848.0
506,8349.0,2511.0,0.0,1428.0,4844.0
507,8052.0,2402.0,0.0,1447.0,4818.0
508,7885.0,2296.0,0.0,1394.0,4843.0
509,7743.0,2248.0,0.0,1390.0,4849.0
510,7576.0,2354.0,0.0,1402.0,4847.0
