datetime,lignite,hard coal,natural gas,oil,biomass,renewable,waste,co2,hydrogen,naphtha for industry,solid biomass for industry,natural gas for industry,hard coal for industry
12/31/2029 0:00,3.303281076,6.215619164150399,24.64903007019472,86.86081743,76.63441332,0.0,0.0,169.6470513726338,83.54611454157634,55.98577993606032,65.90660705744705,58.24828928,63.24451702
12/31/2029 1:00,3.303281076,6.215619164150399,24.64903007019472,86.86081743,76.63441332,0.0,0.0,169.6470513726338,83.54611454157634,55.98577993606032,65.90660705744705,58.24828928,63.24451702
12/31/2029 2:00,3.303281076,6.215619164150399,24.64903007019472,86.86081743,76.63441332,0.0,0.0,169.6470513726338,83.54611454157634,55.98577993606032,65.90660705744705,58.24828928,63.24451702
12/31/2029 3:00,3.303326405,6.215619178296246,24.64903018635015,86.86081769,76.63445016,0.0,0.0,169.6470513726338,83.61356658345639,56.11880820425717,65.90673722742709,58.24828939,63.24451703
12/31/2029 4:00,3.303326405,6.215619178296246,24.64903018635015,86.86081769,76.63445016,0.0,0.0,169.6470513726338,83.61356658345639,56.11880820425717,65.90673722742709,58.24828939,63.24451703
12/31/2029 5:00,3.303326405,6.215619178296246,24.64903018635015,86.86081769,76.63445016,0.0,0.0,169.6470513726338,83.61356658345639,56.11880820425717,65.90673722742709,58.24828939,63.24451703
12/31/2029 6:00,3.303372355,6.215619176454168,24.64903017952172,86.86081782,76.63446386,0.0,0.0,169.6470513726338,84.76737080202889,56.70498983528783,65.90679271602825,58.24828939,63.24451703
12/31/2029 7:00,3.303372355,6.215619176454168,24.64903017952172,86.86081782,76.63446386,0.0,0.0,169.6470513726338,84.76737080202889,56.70498983528783,65.90679271602825,58.24828939,63.24451703
12/31/2029 8:00,3.303372355,6.215619176454168,24.64903017952172,86.86081782,76.63446386,0.0,0.0,169.6470513726338,84.76737080202889,56.70498983528783,65.90679271602825,58.24828939,63.24451703
12/31/2029 9:00,3.303418965,6.215619142643667,24.649030088087283,86.86081778,76.63447225,0.0,0.0,169.6470513726338,84.94604435569153,57.81684958120892,65.90682909824186,58.24828929,63.24451699
12/31/2029 10:00,3.303418965,6.215619142643667,24.649030088087283,86.86081778,76.63447225,0.0,0.0,169.6470513726338,84.94604435569153,57.81684958120892,65.90682909824186,58.24828929,63.24451699
12/31/2029 11:00,3.303418965,6.215619142643667,24.649030088087283,86.86081778,76.63447225,0.0,0.0,169.6470513726338,84.94604435569153,57.81684958120892,65.90682909824186,58.24828929,63.24451699
12/31/2029 12:00,3.303466278,6.215619141628738,24.649030075850195,86.86081781,76.63447862,0.0,0.0,169.6470513726338,84.95154695796865,57.81588633285247,65.90685715447451,58.24828928,63.24451699
12/31/2029 13:00,3.303466278,6.215619141628738,24.649030075850195,86.86081781,76.63447862,0.0,0.0,169.6470513726338,84.95154695796865,57.81588633285247,65.90685715447451,58.24828928,63.24451699
12/31/2029 14:00,3.303466278,6.215619141628738,24.649030075850195,86.86081781,76.63447862,0.0,0.0,169.6470513726338,84.95154695796865,57.81588633285247,65.90685715447451,58.24828928,63.24451699
12/31/2029 15:00,3.303514326,6.215619140896865,24.649030087531703,86.86081783,76.63448384,0.0,0.0,169.6470513726338,84.9447191309646,57.788827353334696,65.90688026167157,58.24828929,63.24451699
12/31/2029 16:00,3.303514326,6.215619140896865,24.649030087531703,86.86081783,76.63448384,0.0,0.0,169.6470513726338,84.9447191309646,57.788827353334696,65.90688026167157,58.24828929,63.24451699
12/31/2029 17:00,3.303514326,6.215619140896865,24.649030087531703,86.86081783,76.63448384,0.0,0.0,169.6470513726338,84.9447191309646,57.788827353334696,65.90688026167157,58.24828929,63.24451699
12/31/2029 18:00,3.303563134,6.215619141301669,24.649030081871206,86.86081769,76.63448822,0.0,0.0,169.6470513726338,84.89657428058169,57.78270138491722,65.90689968496676,58.24828929,63.24451699
12/31/2029 19:00,3.303563134,6.215619141301669,24.649030081871206,86.86081769,76.63448822,0.0,0.0,169.6470513726338,84.89657428058169,57.78270138491722,65.90689968496676,58.24828929,63.24451699
12/31/2029 20:00,3.303563134,6.215619141301669,24.649030081871206,86.86081769,76.63448822,0.0,0.0,169.6470513726338,84.89657428058169,57.78270138491722,65.90689968496676,58.24828929,63.24451699
12/31/2029 21:00,3.303612728,6.215619142332565,24.64902998773608,86.86081751,76.634492,0.0,0.0,169.6470513726338,84.7985927881339,57.85346129032886,65.906916522447,58.24828919,63.24451699
12/31/2029 22:00,3.303612728,6.215619142332565,24.64902998773608,86.86081751,76.634492,0.0,0.0,169.6470513726338,84.7985927881339,57.85346129032886,65.906916522447,58.24828919,63.24451699
12/31/2029 23:00,3.303612728,6.215619142332565,24.64902998773608,86.86081751,76.634492,0.0,0.0,169.6470513726338,84.7985927881339,57.85346129032886,65.906916522447,58.24828919,63.24451699
1/1/2030 0:00,3.303281076,6.215619164150399,24.64903007019472,86.86081743,76.63441332,0.0,0.0,169.6470513726338,83.54611454157634,55.98577993606032,65.90660705744705,58.24828928,63.24451702
1/1/2030 1:00,3.303281076,6.215619164150399,24.64903007019472,86.86081743,76.63441332,0.0,0.0,169.6470513726338,83.54611454157634,55.98577993606032,65.90660705744705,58.24828928,63.24451702
1/1/2030 2:00,3.303281076,6.215619164150399,24.64903007019472,86.86081743,76.63441332,0.0,0.0,169.6470513726338,83.54611454157634,55.98577993606032,65.90660705744705,58.24828928,63.24451702
1/1/2030 3:00,3.303326405,6.215619178296246,24.64903018635015,86.86081769,76.63445016,0.0,0.0,169.6470513726338,83.61356658345639,56.11880820425717,65.90673722742709,58.24828939,63.24451703
1/1/2030 4:00,3.303326405,6.215619178296246,24.64903018635015,86.86081769,76.63445016,0.0,0.0,169.6470513726338,83.61356658345639,56.11880820425717,65.90673722742709,58.24828939,63.24451703
1/1/2030 5:00,3.303326405,6.215619178296246,24.64903018635015,86.86081769,76.63445016,0.0,0.0,169.6470513726338,83.61356658345639,56.11880820425717,65.90673722742709,58.24828939,63.24451703
1/1/2030 6:00,3.303372355,6.215619176454168,24.64903017952172,86.86081782,76.63446386,0.0,0.0,169.6470513726338,84.76737080202889,56.70498983528783,65.90679271602825,58.24828939,63.24451703
1/1/2030 7:00,3.303372355,6.215619176454168,24.64903017952172,86.86081782,76.63446386,0.0,0.0,169.6470513726338,84.76737080202889,56.70498983528783,65.90679271602825,58.24828939,63.24451703
1/1/2030 8:00,3.303372355,6.215619176454168,24.64903017952172,86.86081782,76.63446386,0.0,0.0,169.6470513726338,84.76737080202889,56.70498983528783,65.90679271602825,58.24828939,63.24451703
1/1/2030 9:00,3.303418965,6.215619142643667,24.649030088087283,86.86081778,76.63447225,0.0,0.0,169.6470513726338,84.94604435569153,57.81684958120892,65.90682909824186,58.24828929,63.24451699
1/1/2030 10:00,3.303418965,6.215619142643667,24.649030088087283,86.86081778,76.63447225,0.0,0.0,169.6470513726338,84.94604435569153,57.81684958120892,65.90682909824186,58.24828929,63.24451699
1/1/2030 11:00,3.303418965,6.215619142643667,24.649030088087283,86.86081778,76.63447225,0.0,0.0,169.6470513726338,84.94604435569153,57.81684958120892,65.90682909824186,58.24828929,63.24451699
1/1/2030 12:00,3.303466278,6.215619141628738,24.649030075850195,86.86081781,76.63447862,0.0,0.0,169.6470513726338,84.95154695796865,57.81588633285247,65.90685715447451,58.24828928,63.24451699
1/1/2030 13:00,3.303466278,6.215619141628738,24.649030075850195,86.86081781,76.63447862,0.0,0.0,169.6470513726338,84.95154695796865,57.81588633285247,65.90685715447451,58.24828928,63.24451699
1/1/2030 14:00,3.303466278,6.215619141628738,24.649030075850195,86.86081781,76.63447862,0.0,0.0,169.6470513726338,84.95154695796865,57.81588633285247,65.90685715447451,58.24828928,63.24451699
1/1/2030 15:00,3.303514326,6.215619140896865,24.649030087531703,86.86081783,76.63448384,0.0,0.0,169.6470513726338,84.9447191309646,57.788827353334696,65.90688026167157,58.24828929,63.24451699
1/1/2030 16:00,3.303514326,6.215619140896865,24.649030087531703,86.86081783,76.63448384,0.0,0.0,169.6470513726338,84.9447191309646,57.788827353334696,65.90688026167157,58.24828929,63.24451699
1/1/2030 17:00,3.303514326,6.215619140896865,24.649030087531703,86.86081783,76.63448384,0.0,0.0,169.6470513726338,84.9447191309646,57.788827353334696,65.90688026167157,58.24828929,63.24451699
1/1/2030 18:00,3.303563134,6.215619141301669,24.649030081871206,86.86081769,76.63448822,0.0,0.0,169.6470513726338,84.89657428058169,57.78270138491722,65.90689968496676,58.24828929,63.24451699
1/1/2030 19:00,3.303563134,6.215619141301669,24.649030081871206,86.86081769,76.63448822,0.0,0.0,169.6470513726338,84.89657428058169,57.78270138491722,65.90689968496676,58.24828929,63.24451699
1/1/2030 20:00,3.303563134,6.215619141301669,24.649030081871206,86.86081769,76.63448822,0.0,0.0,169.6470513726338,84.89657428058169,57.78270138491722,65.90689968496676,58.24828929,63.24451699
1/1/2030 21:00,3.303612728,6.215619142332565,24.64902998773608,86.86081751,76.634492,0.0,0.0,169.6470513726338,84.7985927881339,57.85346129032886,65.906916522447,58.24828919,63.24451699
1/1/2030 22:00,3.303612728,6.215619142332565,24.64902998773608,86.86081751,76.634492,0.0,0.0,169.6470513726338,84.7985927881339,57.85346129032886,65.906916522447,58.24828919,63.24451699
1/1/2030 23:00,3.303612728,6.215619142332565,24.64902998773608,86.86081751,76.634492,0.0,0.0,169.6470513726338,84.7985927881339,57.85346129032886,65.906916522447,58.24828919,63.24451699
1/2/2030 0:00,3.303663146,6.215619144252145,24.649030037845417,86.86081747,76.63449551,0.0,0.0,169.6470513726338,84.78853946134487,57.66259113357855,65.90693175244179,58.24828924,63.244517
1/2/2030 1:00,3.303663146,6.215619144252145,24.649030037845417,86.86081747,76.63449551,0.0,0.0,169.6470513726338,84.78853946134487,57.66259113357855,65.90693175244179,58.24828924,63.244517
1/2/2030 2:00,3.303663146,6.215619144252145,24.649030037845417,86.86081747,76.63449551,0.0,0.0,169.6470513726338,84.78853946134487,57.66259113357855,65.90693175244179,58.24828924,63.244517
