tick,uranium,lignite,hard coal,natural gas,oil,biomass,co2
13773,0.9,1.8,7.382217003,21.48104191,26.99,20.7,25.1134375
13774,0.9,1.8,7.382137981,21.47997265,26.99,20.7,25.11506944
13775,0.9,1.8,7.38205896,21.47890338,26.99,20.7,25.11670139
13776,0.9,1.8,7.381979939,21.47783412,26.99,20.7,25.11833333
13777,0.9,1.8,7.381979939,21.48264581,26.99,20.7,25.11996528
13778,0.9,1.8,7.381979939,21.4874575,26.99,20.7,25.12159722
13779,0.9,1.8,7.381979939,21.49226919,26.99,20.7,25.12322917
13780,0.9,1.8,7.381979939,21.49708088,26.99,20.7,25.12486111
13781,0.9,1.8,7.381979939,21.50189257,26.99,20.7,25.12649306
13782,0.9,1.8,7.381979939,21.50670426,26.99,20.7,25.128125
13783,0.9,1.8,7.381979939,21.51151596,26.99,20.7,25.12975694
13784,0.9,1.8,7.381979939,21.51632765,26.99,20.7,25.13138889
13785,0.9,1.8,7.381979939,21.52113934,26.99,20.7,25.13302083
13786,0.9,1.8,7.381979939,21.52595103,26.99,20.7,25.13465278
13787,0.9,1.8,7.381979939,21.53076272,26.99,20.7,25.13628472
13788,0.9,1.8,7.381979939,21.53557441,26.99,20.7,25.13791667
13789,0.9,1.8,7.381979939,21.5403861,26.99,20.7,25.13954861
13790,0.9,1.8,7.381979939,21.54519779,26.99,20.7,25.14118056
13791,0.9,1.8,7.381979939,21.55000949,26.99,20.7,25.1428125
13792,0.9,1.8,7.381979939,21.55482118,26.99,20.7,25.14444444
13793,0.9,1.8,7.381927258,21.5601675,26.99,20.7,25.14607639
13794,0.9,1.8,7.381874577,21.56551382,26.99,20.7,25.14770833
13795,0.9,1.8,7.381821896,21.57086015,26.99,20.7,25.14934028
13796,0.9,1.8,7.381769216,21.57620647,26.99,20.7,25.15097222
13797,0.9,1.8,7.381716535,21.58155279,26.99,20.7,25.15260417
13798,0.9,1.8,7.381663854,21.58689912,26.99,20.7,25.15423611
13799,0.9,1.8,7.381611173,21.59224544,26.99,20.7,25.15586806
13800,0.9,1.8,7.381558492,21.59759176,26.99,20.7,25.1575
13801,0.9,1.8,7.381505812,21.60293809,26.99,20.7,25.15913194
13802,0.9,1.8,7.381453131,21.60828441,26.99,20.7,25.16076389
13803,0.9,1.8,7.38140045,21.61363074,26.99,20.7,25.16239583
13804,0.9,1.8,7.381347769,21.61897706,26.99,20.7,25.16402778
13805,0.9,1.8,7.381295088,21.62432338,26.99,20.7,25.16565972
13806,0.9,1.8,7.381242408,21.62966971,26.99,20.7,25.16729167
13807,0.9,1.8,7.381189727,21.63501603,26.99,20.7,25.16892361
13808,0.9,1.8,7.381137046,21.64036235,26.99,20.7,25.17055556
13809,0.9,1.8,7.381163386,21.64570868,26.99,20.7,25.1721875
13810,0.9,1.8,7.381189727,21.651055,26.99,20.7,25.17381944
13811,0.9,1.8,7.381216067,21.65640132,26.99,20.7,25.17545139
13812,0.9,1.8,7.381242408,21.66174765,26.99,20.7,25.17708333
13813,0.9,1.8,7.381268748,21.66709397,26.99,20.7,25.17871528
13814,0.9,1.8,7.381295088,21.67244029,26.99,20.7,25.18034722
13815,0.9,1.8,7.381321429,21.67778662,26.99,20.7,25.18197917
13816,0.9,1.8,7.381347769,21.68313294,26.99,20.7,25.18361111
13817,0.9,1.8,7.38137411,21.68847926,26.99,20.7,25.18524306
13818,0.9,1.8,7.38140045,21.69382559,26.99,20.7,25.186875
13819,0.9,1.8,7.38142679,21.69917191,26.99,20.7,25.18850694
13820,0.9,1.8,7.381453131,21.70451824,27.4,20.7,25.19013889
13821,0.9,1.8,7.381479471,21.70986456,27.4,20.7,25.19177083
13822,0.9,1.8,7.381505812,21.71521088,27.4,20.7,25.19340278
13823,0.9,1.8,7.381532152,21.72055721,27.4,20.7,25.19503472
13824,0.9,1.8,7.381558492,21.72590353,27.4,20.7,25.19666667
13825,0.9,1.8,7.381611173,21.72590353,27.4,20.7,25.19829861
13826,0.9,1.8,7.381663854,21.72590353,27.4,20.7,25.19993056
13827,0.9,1.8,7.381716535,21.72590353,27.4,20.7,25.2015625
13828,0.9,1.8,7.381769216,21.72590353,27.4,20.7,25.20319444
13829,0.9,1.8,7.381821896,21.72590353,27.4,20.7,25.20482639
13830,0.9,1.8,7.381874577,21.72590353,27.4,20.7,25.20645833
13831,0.9,1.8,7.381927258,21.72590353,27.4,20.7,25.20809028
13832,0.9,1.8,7.381979939,21.72590353,27.4,20.7,25.20972222
13833,0.9,1.8,7.38203262,21.72590353,27.4,20.7,25.21135417
13834,0.9,1.8,7.382085301,21.72590353,27.4,20.7,25.21298611
13835,0.9,1.8,7.382137981,21.72590353,27.4,20.7,25.21461806
13836,0.9,1.8,7.382190662,21.72590353,27.4,20.7,25.21625
13837,0.9,1.8,7.382243343,21.72590353,27.4,20.7,25.21788194
13838,0.9,1.8,7.382296024,21.72590353,27.4,20.7,25.21951389
13839,0.9,1.8,7.382348705,21.72590353,27.4,20.7,25.22114583
13840,0.9,1.8,7.382401385,21.72590353,27.4,20.7,25.22277778
13841,0.9,1.8,7.382480407,21.73124985,27.4,20.7,25.22440972
13842,0.9,1.8,7.382559428,21.73659618,27.4,20.7,25.22604167
13843,0.9,1.8,7.382638449,21.7419425,27.4,20.7,25.22767361
13844,0.9,1.8,7.38271747,21.74728882,27.4,20.7,25.22930556
13845,0.9,1.8,7.382796491,21.75263515,27.4,20.7,25.2309375
13846,0.9,1.8,7.382875513,21.75798147,27.4,20.7,25.23256944
13847,0.9,1.8,7.382954534,21.76332779,27.4,20.7,25.23420139
13848,0.9,1.8,7.383033555,21.76867412,27.4,20.7,25.23583333
13849,0.9,1.8,7.383112576,21.77402044,27.4,20.7,25.23746528
13850,0.9,1.8,7.383191598,21.77936676,27.4,20.7,25.23909722
13851,0.9,1.8,7.383270619,21.78471309,27.4,20.7,25.24072917
13852,0.9,1.8,7.38334964,21.79005941,27.4,20.7,25.24236111
13853,0.9,1.8,7.383428661,21.79540574,27.4,20.7,25.24399306
13854,0.9,1.8,7.383507682,21.80075206,27.4,20.7,25.245625
13855,0.9,1.8,7.383586704,21.80609838,27.4,20.7,25.24725694
13856,0.9,1.8,7.383665725,21.81144471,27.4,20.7,25.24888889
13857,0.9,1.8,7.383665725,21.8162564,27.4,20.7,25.25052083
13858,0.9,1.8,7.383665725,21.82106809,27.4,20.7,25.25215278
13859,0.9,1.8,7.383665725,21.82587978,27.4,20.7,25.25378472
13860,0.9,1.8,7.383665725,21.83069147,27.4,20.7,25.25541667
13861,0.9,1.8,7.383665725,21.83550316,27.4,20.7,25.25704861
13862,0.9,1.8,7.383665725,21.84031485,27.4,20.7,25.25868056
13863,0.9,1.8,7.383665725,21.84512654,27.4,20.7,25.2603125
13864,0.9,1.8,7.383665725,21.84993824,27.4,20.7,25.26194444
13865,0.9,1.8,7.383665725,21.85474993,27.4,20.7,25.26357639
13866,0.9,1.8,7.383665725,21.85956162,27.4,20.7,25.26520833
13867,0.9,1.8,7.383665725,21.86437331,27.4,20.7,25.26684028
13868,0.9,1.8,7.383665725,21.869185,27.4,20.7,25.26847222
13869,0.9,1.8,7.383665725,21.87399669,27.4,20.7,25.27010417
13870,0.9,1.8,7.383665725,21.87880838,27.4,20.7,25.27173611
13871,0.9,1.8,7.383665725,21.88362007,27.4,20.7,25.27336806
13872,0.9,1.8,7.383665725,21.88843176,27.4,20.7,25.275
13873,0.9,1.8,7.383692065,21.89377809,27.4,20.7,25.27663194
13874,0.9,1.8,7.383718406,21.89912441,27.4,20.7,25.27826389
13875,0.9,1.8,7.383744746,21.90447074,27.4,20.7,25.27989583
13876,0.9,1.8,7.383771086,21.90981706,27.4,20.7,25.28152778
13877,0.9,1.8,7.383797427,21.91516338,27.4,20.7,25.28315972
13878,0.9,1.8,7.383823767,21.92050971,27.4,20.7,25.28479167
13879,0.9,1.8,7.383850108,21.92585603,27.4,20.7,25.28642361
13880,0.9,1.8,7.383876448,21.93120235,27.4,20.7,25.28805556
13881,0.9,1.8,7.383902788,21.93654868,27.4,20.7,25.2896875
13882,0.9,1.8,7.383929129,21.941895,27.4,20.7,25.29131944
13883,0.9,1.8,7.383955469,21.94724132,27.4,20.7,25.29295139
13884,0.9,1.8,7.38398181,21.95258765,27.4,20.7,25.29458333
13885,0.9,1.8,7.38400815,21.95793397,27.4,20.7,25.29621528
13886,0.9,1.8,7.38403449,21.96328029,27.4,20.7,25.29784722
13887,0.9,1.8,7.384060831,21.96862662,27.4,20.7,25.29947917
13888,0.9,1.8,7.384087171,21.97397294,27.4,20.7,25.30111111
13889,0.9,1.8,7.384166193,21.97718074,27.4,20.7,25.30274306
13890,0.9,1.8,7.384245214,21.98038853,27.4,20.7,25.304375
13891,0.9,1.8,7.384324235,21.98359632,27.4,20.7,25.30600694
13892,0.9,1.8,7.384403256,21.98680412,27.4,20.7,25.30763889
13893,0.9,1.8,7.384482277,21.99001191,27.4,20.7,25.30927083
13894,0.9,1.8,7.384561299,21.99321971,27.4,20.7,25.31090278
13895,0.9,1.8,7.38464032,21.9964275,27.4,20.7,25.31253472
13896,0.9,1.8,7.384719341,21.99963529,27.4,20.7,25.31416667
13897,0.9,1.8,7.384798362,22.00284309,27.4,20.7,25.31579861
13898,0.9,1.8,7.384877383,22.00605088,27.4,20.7,25.31743056
13899,0.9,1.8,7.384956405,22.00925868,27.4,20.7,25.3190625
13900,0.9,1.8,7.385035426,22.01246647,27.4,20.7,25.32069444
13901,0.9,1.8,7.385114447,22.01567426,27.4,20.7,25.32232639
13902,0.9,1.8,7.385193468,22.01888206,27.4,20.7,25.32395833
13903,0.9,1.8,7.38527249,22.02208985,27.4,20.7,25.32559028
13904,0.9,1.8,7.385351511,22.02529765,27.4,20.7,25.32722222
13905,0.9,1.8,7.385404192,22.02529765,27.4,20.7,25.32885417
13906,0.9,1.8,7.385456872,22.02529765,27.4,20.7,25.33048611
13907,0.9,1.8,7.385509553,22.02529765,27.4,20.7,25.33211806
13908,0.9,1.8,7.385562234,22.02529765,27.4,20.7,25.33375
13909,0.9,1.8,7.385614915,22.02529765,27.4,20.7,25.33538194
13910,0.9,1.8,7.385667596,22.02529765,27.4,20.7,25.33701389
13911,0.9,1.8,7.385720276,22.02529765,27.4,20.7,25.33864583
13912,0.9,1.8,7.385772957,22.02529765,27.4,20.7,25.34027778
13913,0.9,1.8,7.385825638,22.02529765,27.4,20.7,25.34190972
13914,0.9,1.8,7.385878319,22.02529765,27.4,20.7,25.34354167
13915,0.9,1.8,7.385931,22.02529765,27.4,20.7,25.34517361
13916,0.9,1.8,7.38598368,22.02529765,28.18,20.7,25.34680556
13917,0.9,1.8,7.386036361,22.02529765,28.18,20.7,25.3484375
13918,0.9,1.8,7.386089042,22.02529765,28.18,20.7,25.35006944
13919,0.9,1.8,7.386141723,22.02529765,28.18,20.7,25.35170139
13920,0.9,1.8,7.386194404,22.02529765,28.18,20.7,25.35333333
13921,0.9,1.8,7.386220744,22.02743618,28.18,20.7,25.35496528
13922,0.9,1.8,7.386247085,22.02957471,28.18,20.7,25.35659722
13923,0.9,1.8,7.386273425,22.03171324,28.18,20.7,25.35822917
13924,0.9,1.8,7.386299765,22.03385176,28.18,20.7,25.35986111
13925,0.9,1.8,7.386326106,22.03599029,28.18,20.7,25.36149306
13926,0.9,1.8,7.386352446,22.03812882,28.18,20.7,25.363125
13927,0.9,1.8,7.386378787,22.04026735,28.18,20.7,25.36475694
13928,0.9,1.8,7.386405127,22.04240588,28.18,20.7,25.36638889
13929,0.9,1.8,7.386431467,22.04454441,28.18,20.7,25.36802083
13930,0.9,1.8,7.386457808,22.04668294,28.18,20.7,25.36965278
13931,0.9,1.8,7.386484148,22.04882147,28.18,20.7,25.37128472
13932,0.9,1.8,7.386510489,22.05096,28.18,20.7,25.37291667
13933,0.9,1.8,7.386536829,22.05309853,28.18,20.7,25.37454861
13934,0.9,1.8,7.386563169,22.05523706,28.18,20.7,25.37618056
13935,0.9,1.8,7.38658951,22.05737559,28.18,20.7,25.3778125
13936,0.9,1.8,7.38661585,22.05951412,28.18,20.7,25.37944444
13937,0.9,1.8,7.38661585,22.06218728,28.18,20.7,25.38107639
13938,0.9,1.8,7.38661585,22.06486044,28.18,20.7,25.38270833
13939,0.9,1.8,7.38661585,22.0675336,28.18,20.7,25.38434028
13940,0.9,1.8,7.38661585,22.07020676,28.18,20.7,25.38597222
13941,0.9,1.8,7.38661585,22.07287993,28.18,20.7,25.38760417
13942,0.9,1.8,7.38661585,22.07555309,28.18,20.7,25.38923611
13943,0.9,1.8,7.38661585,22.07822625,28.18,20.7,25.39086806
13944,0.9,1.8,7.38661585,22.08089941,28.18,20.7,25.3925
13945,0.9,1.8,7.38661585,22.08357257,28.18,20.7,25.39413194
13946,0.9,1.8,7.38661585,22.08624574,28.18,20.7,25.39576389
13947,0.9,1.8,7.38661585,22.0889189,28.18,20.7,25.39739583
13948,0.9,1.8,7.38661585,22.09159206,28.18,20.7,25.39902778
13949,0.9,1.8,7.38661585,22.09426522,28.18,20.7,25.40065972
13950,0.9,1.8,7.38661585,22.09693838,28.18,20.7,25.40229167
13951,0.9,1.8,7.38661585,22.09961154,28.18,20.7,25.40392361
13952,0.9,1.8,7.38661585,22.10228471,28.18,20.7,25.40555556
13953,0.9,1.8,7.386694871,22.10495787,28.18,20.7,25.4071875
13954,0.9,1.8,7.386773893,22.10763103,28.18,20.7,25.40881944
13955,0.9,1.8,7.386852914,22.11030419,28.18,20.7,25.41045139
13956,0.9,1.8,7.386931935,22.11297735,28.18,20.7,25.41208333
13957,0.9,1.8,7.387010956,22.11565051,28.18,20.7,25.41371528
13958,0.9,1.8,7.387089977,22.11832368,28.18,20.7,25.41534722
13959,0.9,1.8,7.387168999,22.12099684,28.18,20.7,25.41697917
13960,0.9,1.8,7.38724802,22.12367,28.18,20.7,25.41861111
13961,0.9,1.8,7.387327041,22.12634316,28.18,20.7,25.42024306
13962,0.9,1.8,7.387406062,22.12901632,28.18,20.7,25.421875
13963,0.9,1.8,7.387485084,22.13168949,28.18,20.7,25.42350694
13964,0.9,1.8,7.387564105,22.13436265,28.18,20.7,25.42513889
13965,0.9,1.8,7.387643126,22.13703581,28.18,20.7,25.42677083
13966,0.9,1.8,7.387722147,22.13970897,28.18,20.7,25.42840278
13967,0.9,1.8,7.387801168,22.14238213,28.18,20.7,25.43003472
13968,0.9,1.8,7.38788019,22.14505529,28.18,20.7,25.43166667
13969,0.9,1.8,7.38793287,22.14772846,28.18,20.7,25.43329861
13970,0.9,1.8,7.387985551,22.15040162,28.18,20.7,25.43493056
13971,0.9,1.8,7.388038232,22.15307478,28.18,20.7,25.4365625
13972,0.9,1.8,7.388090913,22.15574794,28.18,20.7,25.43819444
13973,0.9,1.8,7.388143594,22.1584211,28.18,20.7,25.43982639
13974,0.9,1.8,7.388196274,22.16109426,28.18,20.7,25.44145833
13975,0.9,1.8,7.388248955,22.16376743,28.18,20.7,25.44309028
13976,0.9,1.8,7.388301636,22.16644059,28.18,20.7,25.44472222
13977,0.9,1.8,7.388354317,22.16911375,28.18,20.7,25.44635417
13978,0.9,1.8,7.388406998,22.17178691,28.18,20.7,25.44798611
13979,0.9,1.8,7.388459679,22.17446007,28.18,20.7,25.44961806
13980,0.9,1.8,7.388512359,22.17713324,28.18,20.7,25.45125
13981,0.9,1.8,7.38856504,22.1798064,28.18,20.7,25.45288194
13982,0.9,1.8,7.388617721,22.18247956,28.18,20.7,25.45451389
13983,0.9,1.8,7.388670402,22.18515272,28.18,20.7,25.45614583
13984,0.9,1.8,7.388723083,22.18782588,28.18,20.7,25.45777778
13985,0.9,1.8,7.388775763,22.18782588,28.18,20.7,25.45940972
13986,0.9,1.8,7.388828444,22.18782588,28.18,20.7,25.46104167
13987,0.9,1.8,7.388881125,22.18782588,28.18,20.7,25.46267361
13988,0.9,1.8,7.388933806,22.18782588,28.18,20.7,25.46430556
13989,0.9,1.8,7.388986487,22.18782588,28.18,20.7,25.4659375
13990,0.9,1.8,7.389039167,22.18782588,28.18,20.7,25.46756944
13991,0.9,1.8,7.389091848,22.18782588,28.18,20.7,25.46920139
13992,0.9,1.8,7.389144529,22.18782588,28.18,20.7,25.47083333
13993,0.9,1.8,7.38919721,22.18782588,28.18,20.7,25.47246528
13994,0.9,1.8,7.389249891,22.18782588,28.18,20.7,25.47409722
13995,0.9,1.8,7.389302572,22.18782588,28.18,20.7,25.47572917
13996,0.9,1.8,7.389355252,22.18782588,28.18,20.7,25.47736111
13997,0.9,1.8,7.389407933,22.18782588,28.18,20.7,25.47899306
13998,0.9,1.8,7.389460614,22.18782588,28.18,20.7,25.480625
13999,0.9,1.8,7.389513295,22.18782588,28.18,20.7,25.48225694
14000,0.9,1.8,7.389565976,22.18782588,28.18,20.7,25.48388889
14001,0.9,1.8,7.389618656,22.19049904,28.18,20.7,25.48552083
14002,0.9,1.8,7.389671337,22.19317221,28.18,20.7,25.48715278
14003,0.9,1.8,7.389724018,22.19584537,28.18,20.7,25.48878472
14004,0.9,1.8,7.389776699,22.19851853,28.18,20.7,25.49041667
14005,0.9,1.8,7.38982938,22.20119169,28.18,20.7,25.49204861
14006,0.9,1.8,7.38988206,22.20386485,28.18,20.7,25.49368056
14007,0.9,1.8,7.389934741,22.20653801,28.18,20.7,25.4953125
14008,0.9,1.8,7.389987422,22.20921118,28.18,20.7,25.49694444
14009,0.9,1.8,7.390040103,22.21188434,28.18,20.7,25.49857639
14010,0.9,1.8,7.390092784,22.2145575,28.18,20.7,25.50020833
14011,0.9,1.8,7.390145464,22.21723066,28.18,20.7,25.50184028
14012,0.9,1.8,7.390198145,22.21990382,28.25,20.7,25.50347222
14013,0.9,1.8,7.390250826,22.22257699,28.25,20.7,25.50510417
14014,0.9,1.8,7.390303507,22.22525015,28.25,20.7,25.50673611
14015,0.9,1.8,7.390356188,22.22792331,28.25,20.7,25.50836806
14016,0.9,1.8,7.390408869,22.23059647,28.25,20.7,25.51
14017,0.9,1.8,7.390408869,22.232735,28.25,20.7,25.50510417
14018,0.9,1.8,7.390408869,22.23487353,28.25,20.7,25.50020833
14019,0.9,1.8,7.390408869,22.23701206,28.25,20.7,25.4953125
14020,0.9,1.8,7.390408869,22.23915059,28.25,20.7,25.49041667
14021,0.9,1.8,7.390408869,22.24128912,28.25,20.7,25.48552083
14022,0.9,1.8,7.390408869,22.24342765,28.25,20.7,25.480625
14023,0.9,1.8,7.390408869,22.24556618,28.25,20.7,25.47572917
14024,0.9,1.8,7.390408869,22.24770471,28.25,20.7,25.47083333
14025,0.9,1.8,7.390408869,22.24984324,28.25,20.7,25.4659375
14026,0.9,1.8,7.390408869,22.25198176,28.25,20.7,25.46104167
14027,0.9,1.8,7.390408869,22.25412029,28.25,20.7,25.45614583
14028,0.9,1.8,7.390408869,22.25625882,28.25,20.7,25.45125
14029,0.9,1.8,7.390408869,22.25839735,28.25,20.7,25.44635417
14030,0.9,1.8,7.390408869,22.26053588,28.25,20.7,25.44145833
14031,0.9,1.8,7.390408869,22.26267441,28.25,20.7,25.4365625
14032,0.9,1.8,7.390408869,22.26481294,28.25,20.7,25.43166667
14033,0.9,1.8,7.39048789,22.26427831,28.25,20.7,25.42677083
14034,0.9,1.8,7.390566911,22.26374368,28.25,20.7,25.421875
14035,0.9,1.8,7.390645932,22.26320904,28.25,20.7,25.41697917
14036,0.9,1.8,7.390724953,22.26267441,28.25,20.7,25.41208333
14037,0.9,1.8,7.390803975,22.26213978,28.25,20.7,25.4071875
14038,0.9,1.8,7.390882996,22.26160515,28.25,20.7,25.40229167
14039,0.9,1.8,7.390962017,22.26107051,28.25,20.7,25.39739583
14040,0.9,1.8,7.391041038,22.26053588,28.25,20.7,25.3925
14041,0.9,1.8,7.391120059,22.26000125,28.25,20.7,25.38760417
14042,0.9,1.8,7.391199081,22.25946662,28.25,20.7,25.38270833
14043,0.9,1.8,7.391278102,22.25893199,28.25,20.7,25.3778125
14044,0.9,1.8,7.391357123,22.25839735,28.25,20.7,25.37291667
14045,0.9,1.8,7.391436144,22.25786272,28.25,20.7,25.36802083
14046,0.9,1.8,7.391515166,22.25732809,28.25,20.7,25.363125
14047,0.9,1.8,7.391594187,22.25679346,28.25,20.7,25.35822917
14048,0.9,1.8,7.391673208,22.25625882,28.25,20.7,25.35333333
14049,0.9,1.8,7.391699548,22.25465493,28.25,20.7,25.3484375
14050,0.9,1.8,7.391725889,22.25305103,28.25,20.7,25.34354167
14051,0.9,1.8,7.391752229,22.25144713,28.25,20.7,25.33864583
14052,0.9,1.8,7.39177857,22.24984324,28.25,20.7,25.33375
14053,0.9,1.8,7.39180491,22.24823934,28.25,20.7,25.32885417
14054,0.9,1.8,7.39183125,22.24663544,28.25,20.7,25.32395833
14055,0.9,1.8,7.391857591,22.24503154,28.25,20.7,25.3190625
14056,0.9,1.8,7.391883931,22.24342765,28.25,20.7,25.31416667
14057,0.9,1.8,7.391910272,22.24182375,28.25,20.7,25.30927083
14058,0.9,1.8,7.391936612,22.24021985,28.25,20.7,25.304375
14059,0.9,1.8,7.391962952,22.23861596,28.25,20.7,25.29947917
14060,0.9,1.8,7.391989293,22.23701206,28.25,20.7,25.29458333
14061,0.9,1.8,7.392015633,22.23540816,28.25,20.7,25.2896875
14062,0.9,1.8,7.392041974,22.23380426,28.25,20.7,25.28479167
14063,0.9,1.8,7.392068314,22.23220037,28.25,20.7,25.27989583
14064,0.9,1.8,7.392094654,22.23059647,28.25,20.7,25.275
14065,0.9,1.8,7.392147335,22.23059647,28.25,20.7,25.27010417
14066,0.9,1.8,7.392200016,22.23059647,28.25,20.7,25.26520833
14067,0.9,1.8,7.392252697,22.23059647,28.25,20.7,25.2603125
14068,0.9,1.8,7.392305378,22.23059647,28.25,20.7,25.25541667
14069,0.9,1.8,7.392358058,22.23059647,28.25,20.7,25.25052083
14070,0.9,1.8,7.392410739,22.23059647,28.25,20.7,25.245625
14071,0.9,1.8,7.39246342,22.23059647,28.25,20.7,25.24072917
14072,0.9,1.8,7.392516101,22.23059647,28.25,20.7,25.23583333
14073,0.9,1.8,7.392568782,22.23059647,28.25,20.7,25.2309375
14074,0.9,1.8,7.392621463,22.23059647,28.25,20.7,25.22604167
14075,0.9,1.8,7.392674143,22.23059647,28.25,20.7,25.22114583
14076,0.9,1.8,7.392726824,22.23059647,28.25,20.7,25.21625
14077,0.9,1.8,7.392779505,22.23059647,28.25,20.7,25.21135417
14078,0.9,1.8,7.392832186,22.23059647,28.25,20.7,25.20645833
14079,0.9,1.8,7.392884867,22.23059647,28.25,20.7,25.2015625
14080,0.9,1.8,7.392937547,22.23059647,28.25,20.7,25.19666667
14081,0.9,1.8,7.393016569,22.22952721,28.25,20.7,25.19177083
14082,0.9,1.8,7.39309559,22.22845794,28.25,20.7,25.186875
14083,0.9,1.8,7.393174611,22.22738868,28.25,20.7,25.18197917
14084,0.9,1.8,7.393253632,22.22631941,28.25,20.7,25.17708333
14085,0.9,1.8,7.393332653,22.22525015,28.25,20.7,25.1721875
14086,0.9,1.8,7.393411675,22.22418088,28.25,20.7,25.16729167
14087,0.9,1.8,7.393490696,22.22311162,28.25,20.7,25.16239583
14088,0.9,1.8,7.393569717,22.22204235,28.25,20.7,25.1575
14089,0.9,1.8,7.393648738,22.22097309,28.25,20.7,25.15260417
14090,0.9,1.8,7.39372776,22.21990382,28.25,20.7,25.14770833
14091,0.9,1.8,7.393806781,22.21883456,28.25,20.7,25.1428125
14092,0.9,1.8,7.393885802,22.21776529,28.25,20.7,25.13791667
14093,0.9,1.8,7.393964823,22.21669603,28.25,20.7,25.13302083
14094,0.9,1.8,7.394043844,22.21562676,28.25,20.7,25.128125
14095,0.9,1.8,7.394122866,22.2145575,28.25,20.7,25.12322917
14096,0.9,1.8,7.394201887,22.21348824,28.25,20.7,25.11833333
14097,0.9,1.8,7.394201887,22.21188434,28.25,20.7,25.1134375
14098,0.9,1.8,7.394201887,22.21028044,28.25,20.7,25.10854167
14099,0.9,1.8,7.394201887,22.20867654,28.25,20.7,25.10364583
14100,0.9,1.8,7.394201887,22.20707265,28.25,20.7,25.09875
14101,0.9,1.8,7.394201887,22.20546875,28.25,20.7,25.09385417
14102,0.9,1.8,7.394201887,22.20386485,28.25,20.7,25.08895833
14103,0.9,1.8,7.394201887,22.20226096,28.25,20.7,25.0840625
14104,0.9,1.8,7.394201887,22.20065706,28.25,20.7,25.07916667
14105,0.9,1.8,7.394201887,22.19905316,28.25,20.7,25.07427083
14106,0.9,1.8,7.394201887,22.19744926,28.25,20.7,25.069375
14107,0.9,1.8,7.394201887,22.19584537,28.25,20.7,25.06447917
14108,0.9,1.8,7.394201887,22.19424147,28.03,20.7,25.05958333
14109,0.9,1.8,7.394201887,22.19263757,28.03,20.7,25.0546875
14110,0.9,1.8,7.394201887,22.19103368,28.03,20.7,25.04979167
14111,0.9,1.8,7.394201887,22.18942978,28.03,20.7,25.04489583
14112,0.9,1.8,7.394201887,22.18782588,28.03,20.7,25.04
14113,0.9,1.8,7.394228227,22.18675662,28.03,20.7,25.04427083
14114,0.9,1.8,7.394254568,22.18568735,28.03,20.7,25.04854167
14115,0.9,1.8,7.394280908,22.18461809,28.03,20.7,25.0528125
14116,0.9,1.8,7.394307248,22.18354882,28.03,20.7,25.05708333
14117,0.9,1.8,7.394333589,22.18247956,28.03,20.7,25.06135417
14118,0.9,1.8,7.394359929,22.18141029,28.03,20.7,25.065625
14119,0.9,1.8,7.39438627,22.18034103,28.03,20.7,25.06989583
14120,0.9,1.8,7.39441261,22.17927176,28.03,20.7,25.07416667
14121,0.9,1.8,7.39443895,22.1782025,28.03,20.7,25.0784375
14122,0.9,1.8,7.394465291,22.17713324,28.03,20.7,25.08270833
14123,0.9,1.8,7.394491631,22.17606397,28.03,20.7,25.08697917
14124,0.9,1.8,7.394517972,22.17499471,28.03,20.7,25.09125
14125,0.9,1.8,7.394544312,22.17392544,28.03,20.7,25.09552083
14126,0.9,1.8,7.394570653,22.17285618,28.03,20.7,25.09979167
14127,0.9,1.8,7.394596993,22.17178691,28.03,20.7,25.1040625
14128,0.9,1.8,7.394623333,22.17071765,28.03,20.7,25.10833333
14129,0.9,1.8,7.394702355,22.16911375,28.03,20.7,25.11260417
14130,0.9,1.8,7.394781376,22.16750985,28.03,20.7,25.116875
14131,0.9,1.8,7.394860397,22.16590596,28.03,20.7,25.12114583
14132,0.9,1.8,7.394939418,22.16430206,28.03,20.7,25.12541667
14133,0.9,1.8,7.395018439,22.16269816,28.03,20.7,25.1296875
14134,0.9,1.8,7.395097461,22.16109426,28.03,20.7,25.13395833
14135,0.9,1.8,7.395176482,22.15949037,28.03,20.7,25.13822917
14136,0.9,1.8,7.395255503,22.15788647,28.03,20.7,25.1425
14137,0.9,1.8,7.395334524,22.15628257,28.03,20.7,25.14677083
14138,0.9,1.8,7.395413545,22.15467868,28.03,20.7,25.15104167
14139,0.9,1.8,7.395492567,22.15307478,28.03,20.7,25.1553125
14140,0.9,1.8,7.395571588,22.15147088,28.03,20.7,25.15958333
14141,0.9,1.8,7.395650609,22.14986699,28.03,20.7,25.16385417
14142,0.9,1.8,7.39572963,22.14826309,28.03,20.7,25.168125
14143,0.9,1.8,7.395808652,22.14665919,28.03,20.7,25.17239583
14144,0.9,1.8,7.395887673,22.14505529,28.03,20.7,25.17666667
14145,0.9,1.8,7.395914013,22.14505529,28.03,20.7,25.1809375
14146,0.9,1.8,7.395940354,22.14505529,28.03,20.7,25.18520833
14147,0.9,1.8,7.395966694,22.14505529,28.03,20.7,25.18947917
14148,0.9,1.8,7.395993034,22.14505529,28.03,20.7,25.19375
14149,0.9,1.8,7.396019375,22.14505529,28.03,20.7,25.19802083
14150,0.9,1.8,7.396045715,22.14505529,28.03,20.7,25.20229167
