tick,uranium,lignite,hard coal,natural gas,oil,biomass,co2
11409,0.9,1.8,7.86780237,21.9766461,26.36,20.7,26.0653125
11410,0.9,1.8,7.867697009,21.97931926,26.36,20.7,26.06229167
11411,0.9,1.8,7.867591647,21.98199243,26.36,20.7,26.05927083
11412,0.9,1.8,7.867486285,21.98466559,26.36,20.7,26.05625
11413,0.9,1.8,7.867380924,21.98733875,26.36,20.7,26.05322917
11414,0.9,1.8,7.867275562,21.99001191,26.36,20.7,26.05020833
11415,0.9,1.8,7.8671702,21.99268507,26.36,20.7,26.0471875
11416,0.9,1.8,7.867064839,21.99535824,26.36,20.7,26.04416667
11417,0.9,1.8,7.866959477,21.9980314,26.36,20.7,26.04114583
11418,0.9,1.8,7.866854116,22.00070456,26.36,20.7,26.038125
11419,0.9,1.8,7.866748754,22.00337772,26.36,20.7,26.03510417
11420,0.9,1.8,7.866643392,22.00605088,25.81,20.7,26.03208333
11421,0.9,1.8,7.866538031,22.00872404,25.81,20.7,26.0290625
11422,0.9,1.8,7.866432669,22.01139721,25.81,20.7,26.02604167
11423,0.9,1.8,7.866327307,22.01407037,25.81,20.7,26.02302083
11424,0.9,1.8,7.866221946,22.01674353,25.81,20.7,26.02
11425,0.9,1.8,7.866116584,22.01941669,25.81,20.7,26.0165625
11426,0.9,1.8,7.866011223,22.02208985,25.81,20.7,26.013125
11427,0.9,1.8,7.865905861,22.02476301,25.81,20.7,26.0096875
11428,0.9,1.8,7.865800499,22.02743618,25.81,20.7,26.00625
11429,0.9,1.8,7.865695138,22.03010934,25.81,20.7,26.0028125
11430,0.9,1.8,7.865589776,22.0327825,25.81,20.7,25.999375
11431,0.9,1.8,7.865484415,22.03545566,25.81,20.7,25.9959375
11432,0.9,1.8,7.865379053,22.03812882,25.81,20.7,25.9925
11433,0.9,1.8,7.865273691,22.04080199,25.81,20.7,25.9890625
11434,0.9,1.8,7.86516833,22.04347515,25.81,20.7,25.985625
11435,0.9,1.8,7.865062968,22.04614831,25.81,20.7,25.9821875
11436,0.9,1.8,7.864957606,22.04882147,25.81,20.7,25.97875
11437,0.9,1.8,7.864852245,22.05149463,25.81,20.7,25.9753125
11438,0.9,1.8,7.864746883,22.05416779,25.81,20.7,25.971875
11439,0.9,1.8,7.864641522,22.05684096,25.81,20.7,25.9684375
11440,0.9,1.8,7.86453616,22.05951412,25.81,20.7,25.965
11441,0.9,1.8,7.86453616,22.06218728,25.81,20.7,25.9615625
11442,0.9,1.8,7.86453616,22.06486044,25.81,20.7,25.958125
11443,0.9,1.8,7.86453616,22.0675336,25.81,20.7,25.9546875
11444,0.9,1.8,7.86453616,22.07020676,25.81,20.7,25.95125
11445,0.9,1.8,7.86453616,22.07287993,25.81,20.7,25.9478125
11446,0.9,1.8,7.86453616,22.07555309,25.81,20.7,25.944375
11447,0.9,1.8,7.86453616,22.07822625,25.81,20.7,25.9409375
11448,0.9,1.8,7.86453616,22.08089941,25.81,20.7,25.9375
11449,0.9,1.8,7.86453616,22.08357257,25.81,20.7,25.9340625
11450,0.9,1.8,7.86453616,22.08624574,25.81,20.7,25.930625
11451,0.9,1.8,7.86453616,22.0889189,25.81,20.7,25.9271875
11452,0.9,1.8,7.86453616,22.09159206,25.81,20.7,25.92375
11453,0.9,1.8,7.86453616,22.09426522,25.81,20.7,25.9203125
11454,0.9,1.8,7.86453616,22.09693838,25.81,20.7,25.916875
11455,0.9,1.8,7.86453616,22.09961154,25.81,20.7,25.9134375
11456,0.9,1.8,7.86453616,22.10228471,25.81,20.7,25.91
11457,0.9,1.8,7.864430798,22.1038886,25.81,20.7,25.9065625
11458,0.9,1.8,7.864325437,22.1054925,25.81,20.7,25.903125
11459,0.9,1.8,7.864220075,22.1070964,25.81,20.7,25.8996875
11460,0.9,1.8,7.864114713,22.10870029,25.81,20.7,25.89625
11461,0.9,1.8,7.864009352,22.11030419,25.81,20.7,25.8928125
11462,0.9,1.8,7.86390399,22.11190809,25.81,20.7,25.889375
11463,0.9,1.8,7.863798629,22.11351199,25.81,20.7,25.8859375
11464,0.9,1.8,7.863693267,22.11511588,25.81,20.7,25.8825
11465,0.9,1.8,7.863587905,22.11671978,25.81,20.7,25.8790625
11466,0.9,1.8,7.863482544,22.11832368,25.81,20.7,25.875625
11467,0.9,1.8,7.863377182,22.11992757,25.81,20.7,25.8721875
11468,0.9,1.8,7.86327182,22.12153147,25.81,20.7,25.86875
11469,0.9,1.8,7.863166459,22.12313537,25.81,20.7,25.8653125
11470,0.9,1.8,7.863061097,22.12473926,25.81,20.7,25.861875
11471,0.9,1.8,7.862955736,22.12634316,25.81,20.7,25.8584375
11472,0.9,1.8,7.862850374,22.12794706,25.81,20.7,25.855
11473,0.9,1.8,7.862718672,22.12794706,25.81,20.7,25.8515625
11474,0.9,1.8,7.86258697,22.12794706,25.81,20.7,25.848125
11475,0.9,1.8,7.862455268,22.12794706,25.81,20.7,25.8446875
11476,0.9,1.8,7.862323566,22.12794706,25.81,20.7,25.84125
11477,0.9,1.8,7.862191864,22.12794706,25.81,20.7,25.8378125
11478,0.9,1.8,7.862060162,22.12794706,25.81,20.7,25.834375
11479,0.9,1.8,7.86192846,22.12794706,25.81,20.7,25.8309375
11480,0.9,1.8,7.861796758,22.12794706,25.81,20.7,25.8275
11481,0.9,1.8,7.861665056,22.12794706,25.81,20.7,25.8240625
11482,0.9,1.8,7.861533354,22.12794706,25.81,20.7,25.820625
11483,0.9,1.8,7.861401652,22.12794706,25.81,20.7,25.8171875
11484,0.9,1.8,7.86126995,22.12794706,25.81,20.7,25.81375
11485,0.9,1.8,7.861138248,22.12794706,25.81,20.7,25.8103125
11486,0.9,1.8,7.861006546,22.12794706,25.81,20.7,25.806875
11487,0.9,1.8,7.860874844,22.12794706,25.81,20.7,25.8034375
11488,0.9,1.8,7.860743142,22.12794706,25.81,20.7,25.8
11489,0.9,1.8,7.86066412,22.12634316,25.81,20.7,25.7965625
11490,0.9,1.8,7.860585099,22.12473926,25.81,20.7,25.793125
11491,0.9,1.8,7.860506078,22.12313537,25.81,20.7,25.7896875
11492,0.9,1.8,7.860427057,22.12153147,25.81,20.7,25.78625
11493,0.9,1.8,7.860348036,22.11992757,25.81,20.7,25.7828125
11494,0.9,1.8,7.860269014,22.11832368,25.81,20.7,25.779375
11495,0.9,1.8,7.860189993,22.11671978,25.81,20.7,25.7759375
11496,0.9,1.8,7.860110972,22.11511588,25.81,20.7,25.7725
11497,0.9,1.8,7.860031951,22.11351199,25.81,20.7,25.7690625
11498,0.9,1.8,7.859952929,22.11190809,25.81,20.7,25.765625
11499,0.9,1.8,7.859873908,22.11030419,25.81,20.7,25.7621875
11500,0.9,1.8,7.859794887,22.10870029,25.81,20.7,25.75875
11501,0.9,1.8,7.859715866,22.1070964,25.81,20.7,25.7553125
11502,0.9,1.8,7.859636845,22.1054925,25.81,20.7,25.751875
11503,0.9,1.8,7.859557823,22.1038886,25.81,20.7,25.7484375
11504,0.9,1.8,7.859478802,22.10228471,25.81,20.7,25.745
11505,0.9,1.8,7.859373441,22.10121544,25.81,20.7,25.7415625
11506,0.9,1.8,7.859268079,22.10014618,25.81,20.7,25.738125
11507,0.9,1.8,7.859162717,22.09907691,25.81,20.7,25.7346875
11508,0.9,1.8,7.859057356,22.09800765,25.81,20.7,25.73125
11509,0.9,1.8,7.858951994,22.09693838,25.81,20.7,25.7278125
11510,0.9,1.8,7.858846632,22.09586912,25.81,20.7,25.724375
11511,0.9,1.8,7.858741271,22.09479985,25.81,20.7,25.7209375
11512,0.9,1.8,7.858635909,22.09373059,25.81,20.7,25.7175
11513,0.9,1.8,7.858530548,22.09266132,25.81,20.7,25.7140625
11514,0.9,1.8,7.858425186,22.09159206,25.81,20.7,25.710625
11515,0.9,1.8,7.858319824,22.09052279,25.81,20.7,25.7071875
11516,0.9,1.8,7.858214463,22.08945353,25.81,20.7,25.70375
11517,0.9,1.8,7.858109101,22.08838426,25.81,20.7,25.7003125
11518,0.9,1.8,7.858003739,22.087315,25.81,20.7,25.696875
11519,0.9,1.8,7.857898378,22.08624574,25.81,20.7,25.6934375
11520,0.9,1.8,7.857793016,22.08517647,25.81,20.7,25.69
11521,0.9,1.8,7.857793016,22.08357257,25.81,20.7,25.67885417
11522,0.9,1.8,7.857793016,22.08196868,25.81,20.7,25.66770833
11523,0.9,1.8,7.857793016,22.08036478,25.81,20.7,25.6565625
11524,0.9,1.8,7.857793016,22.07876088,25.81,20.7,25.64541667
11525,0.9,1.8,7.857793016,22.07715699,25.81,20.7,25.63427083
11526,0.9,1.8,7.857793016,22.07555309,25.81,20.7,25.623125
11527,0.9,1.8,7.857793016,22.07394919,25.81,20.7,25.61197917
11528,0.9,1.8,7.857793016,22.07234529,25.81,20.7,25.60083333
11529,0.9,1.8,7.857793016,22.0707414,25.81,20.7,25.5896875
11530,0.9,1.8,7.857793016,22.0691375,25.81,20.7,25.57854167
11531,0.9,1.8,7.857793016,22.0675336,25.81,20.7,25.56739583
11532,0.9,1.8,7.857793016,22.06592971,25.81,20.7,25.55625
11533,0.9,1.8,7.857793016,22.06432581,25.81,20.7,25.54510417
11534,0.9,1.8,7.857793016,22.06272191,25.81,20.7,25.53395833
11535,0.9,1.8,7.857793016,22.06111801,25.81,20.7,25.5228125
11536,0.9,1.8,7.857793016,22.05951412,25.81,20.7,25.51166667
11537,0.9,1.8,7.857687655,22.05844485,25.81,20.7,25.50052083
11538,0.9,1.8,7.857582293,22.05737559,25.81,20.7,25.489375
11539,0.9,1.8,7.857476931,22.05630632,25.81,20.7,25.47822917
11540,0.9,1.8,7.85737157,22.05523706,25.81,20.7,25.46708333
11541,0.9,1.8,7.857266208,22.05416779,25.81,20.7,25.4559375
11542,0.9,1.8,7.857160847,22.05309853,25.81,20.7,25.44479167
11543,0.9,1.8,7.857055485,22.05202926,25.81,20.7,25.43364583
11544,0.9,1.8,7.856950123,22.05096,25.81,20.7,25.4225
11545,0.9,1.8,7.856844762,22.04989074,25.81,20.7,25.41135417
11546,0.9,1.8,7.8567394,22.04882147,25.81,20.7,25.40020833
11547,0.9,1.8,7.856634038,22.04775221,25.81,20.7,25.3890625
11548,0.9,1.8,7.856528677,22.04668294,25.81,20.7,25.37791667
11549,0.9,1.8,7.856423315,22.04561368,25.81,20.7,25.36677083
11550,0.9,1.8,7.856317954,22.04454441,25.81,20.7,25.355625
11551,0.9,1.8,7.856212592,22.04347515,25.81,20.7,25.34447917
11552,0.9,1.8,7.85610723,22.04240588,25.81,20.7,25.33333333
11553,0.9,1.8,7.856001869,22.04240588,25.81,20.7,25.3221875
11554,0.9,1.8,7.855896507,22.04240588,25.81,20.7,25.31104167
11555,0.9,1.8,7.855791145,22.04240588,25.81,20.7,25.29989583
11556,0.9,1.8,7.855685784,22.04240588,25.81,20.7,25.28875
11557,0.9,1.8,7.855580422,22.04240588,25.81,20.7,25.27760417
11558,0.9,1.8,7.855475061,22.04240588,25.81,20.7,25.26645833
11559,0.9,1.8,7.855369699,22.04240588,25.81,20.7,25.2553125
11560,0.9,1.8,7.855264337,22.04240588,25.81,20.7,25.24416667
11561,0.9,1.8,7.855158976,22.04240588,25.81,20.7,25.23302083
11562,0.9,1.8,7.855053614,22.04240588,25.81,20.7,25.221875
11563,0.9,1.8,7.854948252,22.04240588,25.81,20.7,25.21072917
11564,0.9,1.8,7.854842891,22.04240588,25.81,20.7,25.19958333
11565,0.9,1.8,7.854737529,22.04240588,25.81,20.7,25.1884375
11566,0.9,1.8,7.854632168,22.04240588,25.81,20.7,25.17729167
11567,0.9,1.8,7.854526806,22.04240588,25.81,20.7,25.16614583
11568,0.9,1.8,7.854421444,22.04240588,25.81,20.7,25.155
11569,0.9,1.8,7.854289742,22.04080199,25.81,20.7,25.14385417
11570,0.9,1.8,7.85415804,22.03919809,25.81,20.7,25.13270833
11571,0.9,1.8,7.854026338,22.03759419,25.81,20.7,25.1215625
11572,0.9,1.8,7.853894636,22.03599029,25.81,20.7,25.11041667
11573,0.9,1.8,7.853762934,22.0343864,25.81,20.7,25.09927083
11574,0.9,1.8,7.853631232,22.0327825,25.81,20.7,25.088125
11575,0.9,1.8,7.85349953,22.0311786,25.81,20.7,25.07697917
11576,0.9,1.8,7.853367828,22.02957471,25.81,20.7,25.06583333
11577,0.9,1.8,7.853236126,22.02797081,25.81,20.7,25.0546875
11578,0.9,1.8,7.853104424,22.02636691,25.81,20.7,25.04354167
11579,0.9,1.8,7.852972722,22.02476301,25.81,20.7,25.03239583
11580,0.9,1.8,7.85284102,22.02315912,25.81,20.7,25.02125
11581,0.9,1.8,7.852709318,22.02155522,25.81,20.7,25.01010417
11582,0.9,1.8,7.852577616,22.01995132,25.81,20.7,24.99895833
11583,0.9,1.8,7.852445914,22.01834743,25.81,20.7,24.9878125
11584,0.9,1.8,7.852314212,22.01674353,25.81,20.7,24.97666667
11585,0.9,1.8,7.852235191,22.01567426,25.81,20.7,24.96552083
11586,0.9,1.8,7.85215617,22.014605,25.81,20.7,24.954375
11587,0.9,1.8,7.852077148,22.01353574,25.81,20.7,24.94322917
11588,0.9,1.8,7.851998127,22.01246647,25.81,20.7,24.93208333
11589,0.9,1.8,7.851919106,22.01139721,25.81,20.7,24.9209375
11590,0.9,1.8,7.851840085,22.01032794,25.81,20.7,24.90979167
11591,0.9,1.8,7.851761063,22.00925868,25.81,20.7,24.89864583
11592,0.9,1.8,7.851682042,22.00818941,25.81,20.7,24.8875
11593,0.9,1.8,7.851603021,22.00712015,25.81,20.7,24.87635417
11594,0.9,1.8,7.851524,22.00605088,25.81,20.7,24.86520833
11595,0.9,1.8,7.851444979,22.00498162,25.81,20.7,24.8540625
11596,0.9,1.8,7.851365957,22.00391235,25.81,20.7,24.84291667
11597,0.9,1.8,7.851286936,22.00284309,25.81,20.7,24.83177083
11598,0.9,1.8,7.851207915,22.00177382,25.81,20.7,24.820625
11599,0.9,1.8,7.851128894,22.00070456,25.81,20.7,24.80947917
11600,0.9,1.8,7.851049873,21.99963529,25.81,20.7,24.79833333
11601,0.9,1.8,7.851049873,22.00230846,25.81,20.7,24.7871875
11602,0.9,1.8,7.851049873,22.00498162,25.81,20.7,24.77604167
11603,0.9,1.8,7.851049873,22.00765478,25.81,20.7,24.76489583
11604,0.9,1.8,7.851049873,22.01032794,25.81,20.7,24.75375
11605,0.9,1.8,7.851049873,22.0130011,25.81,20.7,24.74260417
11606,0.9,1.8,7.851049873,22.01567426,25.81,20.7,24.73145833
11607,0.9,1.8,7.851049873,22.01834743,25.81,20.7,24.7203125
11608,0.9,1.8,7.851049873,22.02102059,25.81,20.7,24.70916667
11609,0.9,1.8,7.851049873,22.02369375,25.81,20.7,24.69802083
11610,0.9,1.8,7.851049873,22.02636691,25.81,20.7,24.686875
11611,0.9,1.8,7.851049873,22.02904007,25.81,20.7,24.67572917
11612,0.9,1.8,7.851049873,22.03171324,25.81,20.7,24.66458333
11613,0.9,1.8,7.851049873,22.0343864,25.81,20.7,24.6534375
11614,0.9,1.8,7.851049873,22.03705956,25.81,20.7,24.64229167
11615,0.9,1.8,7.851049873,22.03973272,25.81,20.7,24.63114583
11616,0.9,1.8,7.851049873,22.04240588,25.81,20.7,24.62
11617,0.9,1.8,7.850944511,22.04775221,25.81,20.7,24.62520833
11618,0.9,1.8,7.850839149,22.05309853,25.81,20.7,24.63041667
11619,0.9,1.8,7.850733788,22.05844485,25.81,20.7,24.635625
11620,0.9,1.8,7.850628426,22.06379118,25.81,20.7,24.64083333
11621,0.9,1.8,7.850523064,22.0691375,25.81,20.7,24.64604167
11622,0.9,1.8,7.850417703,22.07448382,25.81,20.7,24.65125
11623,0.9,1.8,7.850312341,22.07983015,25.81,20.7,24.65645833
11624,0.9,1.8,7.85020698,22.08517647,25.81,20.7,24.66166667
11625,0.9,1.8,7.850101618,22.09052279,25.81,20.7,24.666875
11626,0.9,1.8,7.849996256,22.09586912,25.81,20.7,24.67208333
11627,0.9,1.8,7.849890895,22.10121544,25.81,20.7,24.67729167
11628,0.9,1.8,7.849785533,22.10656176,25.81,20.7,24.6825
11629,0.9,1.8,7.849680171,22.11190809,25.81,20.7,24.68770833
11630,0.9,1.8,7.84957481,22.11725441,25.81,20.7,24.69291667
11631,0.9,1.8,7.849469448,22.12260074,25.81,20.7,24.698125
11632,0.9,1.8,7.849364087,22.12794706,25.81,20.7,24.70333333
11633,0.9,1.8,7.849258725,22.12794706,25.81,20.7,24.70854167
11634,0.9,1.8,7.849153363,22.12794706,25.81,20.7,24.71375
11635,0.9,1.8,7.849048002,22.12794706,25.81,20.7,24.71895833
11636,0.9,1.8,7.84894264,22.12794706,25.81,20.7,24.72416667
11637,0.9,1.8,7.848837278,22.12794706,25.81,20.7,24.729375
11638,0.9,1.8,7.848731917,22.12794706,25.81,20.7,24.73458333
11639,0.9,1.8,7.848626555,22.12794706,25.81,20.7,24.73979167
11640,0.9,1.8,7.848521194,22.12794706,25.81,20.7,24.745
11641,0.9,1.8,7.848415832,22.12794706,25.81,20.7,24.75020833
11642,0.9,1.8,7.84831047,22.12794706,25.81,20.7,24.75541667
11643,0.9,1.8,7.848205109,22.12794706,25.81,20.7,24.760625
11644,0.9,1.8,7.848099747,22.12794706,25.81,20.7,24.76583333
11645,0.9,1.8,7.847994386,22.12794706,25.81,20.7,24.77104167
11646,0.9,1.8,7.847889024,22.12794706,25.81,20.7,24.77625
11647,0.9,1.8,7.847783662,22.12794706,25.81,20.7,24.78145833
11648,0.9,1.8,7.847678301,22.12794706,25.81,20.7,24.78666667
11649,0.9,1.8,7.84762562,22.13329338,25.81,20.7,24.791875
11650,0.9,1.8,7.847572939,22.13863971,25.81,20.7,24.79708333
11651,0.9,1.8,7.847520258,22.14398603,25.81,20.7,24.80229167
11652,0.9,1.8,7.847467577,22.14933235,25.81,20.7,24.8075
11653,0.9,1.8,7.847414897,22.15467868,25.81,20.7,24.81270833
11654,0.9,1.8,7.847362216,22.160025,25.81,20.7,24.81791667
11655,0.9,1.8,7.847309535,22.16537132,25.81,20.7,24.823125
11656,0.9,1.8,7.847256854,22.17071765,25.81,20.7,24.82833333
11657,0.9,1.8,7.847204173,22.17606397,25.81,20.7,24.83354167
11658,0.9,1.8,7.847151493,22.18141029,25.81,20.7,24.83875
11659,0.9,1.8,7.847098812,22.18675662,25.81,20.7,24.84395833
11660,0.9,1.8,7.847046131,22.19210294,25.81,20.7,24.84916667
11661,0.9,1.8,7.84699345,22.19744926,25.81,20.7,24.854375
11662,0.9,1.8,7.846940769,22.20279559,25.81,20.7,24.85958333
11663,0.9,1.8,7.846888089,22.20814191,25.81,20.7,24.86479167
11664,0.9,1.8,7.846835408,22.21348824,25.81,20.7,24.87
11665,0.9,1.8,7.846782727,22.21829993,25.81,20.7,24.87520833
11666,0.9,1.8,7.846730046,22.22311162,25.81,20.7,24.88041667
11667,0.9,1.8,7.846677365,22.22792331,25.81,20.7,24.885625
11668,0.9,1.8,7.846624684,22.232735,25.81,20.7,24.89083333
11669,0.9,1.8,7.846572004,22.23754669,25.81,20.7,24.89604167
11670,0.9,1.8,7.846519323,22.24235838,25.81,20.7,24.90125
11671,0.9,1.8,7.846466642,22.24717007,25.81,20.7,24.90645833
11672,0.9,1.8,7.846413961,22.25198176,25.81,20.7,24.91166667
11673,0.9,1.8,7.84636128,22.25679346,25.81,20.7,24.916875
11674,0.9,1.8,7.8463086,22.26160515,25.81,20.7,24.92208333
11675,0.9,1.8,7.846255919,22.26641684,25.81,20.7,24.92729167
11676,0.9,1.8,7.846203238,22.27122853,25.81,20.7,24.9325
11677,0.9,1.8,7.846150557,22.27604022,25.81,20.7,24.93770833
11678,0.9,1.8,7.846097876,22.28085191,25.81,20.7,24.94291667
11679,0.9,1.8,7.846045196,22.2856636,25.81,20.7,24.948125
11680,0.9,1.8,7.845992515,22.29047529,25.81,20.7,24.95333333
11681,0.9,1.8,7.845992515,22.29582162,25.81,20.7,24.95854167
11682,0.9,1.8,7.845992515,22.30116794,25.81,20.7,24.96375
11683,0.9,1.8,7.845992515,22.30651426,25.81,20.7,24.96895833
11684,0.9,1.8,7.845992515,22.31186059,25.81,20.7,24.97416667
11685,0.9,1.8,7.845992515,22.31720691,25.81,20.7,24.979375
11686,0.9,1.8,7.845992515,22.32255324,25.81,20.7,24.98458333
11687,0.9,1.8,7.845992515,22.32789956,25.81,20.7,24.98979167
11688,0.9,1.8,7.845992515,22.33324588,25.81,20.7,24.995
11689,0.9,1.8,7.845992515,22.33859221,25.81,20.7,25.00020833
11690,0.9,1.8,7.845992515,22.34393853,25.81,20.7,25.00541667
11691,0.9,1.8,7.845992515,22.34928485,25.81,20.7,25.010625
11692,0.9,1.8,7.845992515,22.35463118,25.81,20.7,25.01583333
11693,0.9,1.8,7.845992515,22.3599775,25.81,20.7,25.02104167
11694,0.9,1.8,7.845992515,22.36532382,25.81,20.7,25.02625
11695,0.9,1.8,7.845992515,22.37067015,25.81,20.7,25.03145833
11696,0.9,1.8,7.845992515,22.37601647,25.81,20.7,25.03666667
11697,0.9,1.8,7.845992515,22.38082816,25.81,20.7,25.041875
11698,0.9,1.8,7.845992515,22.38563985,25.81,20.7,25.04708333
11699,0.9,1.8,7.845992515,22.39045154,25.81,20.7,25.05229167
11700,0.9,1.8,7.845992515,22.39526324,25.81,20.7,25.0575
11701,0.9,1.8,7.845992515,22.40007493,25.81,20.7,25.06270833
11702,0.9,1.8,7.845992515,22.40488662,25.81,20.7,25.06791667
11703,0.9,1.8,7.845992515,22.40969831,25.81,20.7,25.073125
11704,0.9,1.8,7.845992515,22.41451,25.81,20.7,25.07833333
11705,0.9,1.8,7.845992515,22.41932169,25.81,20.7,25.08354167
11706,0.9,1.8,7.845992515,22.42413338,25.81,20.7,25.08875
11707,0.9,1.8,7.845992515,22.42894507,25.81,20.7,25.09395833
11708,0.9,1.8,7.845992515,22.43375676,25.01,20.7,25.09916667
11709,0.9,1.8,7.845992515,22.43856846,25.01,20.7,25.104375
11710,0.9,1.8,7.845992515,22.44338015,25.01,20.7,25.10958333
11711,0.9,1.8,7.845992515,22.44819184,25.01,20.7,25.11479167
11712,0.9,1.8,7.845992515,22.45300353,25.01,20.7,25.12
11713,0.9,1.8,7.845966174,22.45300353,25.01,20.7,25.12045139
11714,0.9,1.8,7.845939834,22.45300353,25.01,20.7,25.12090278
11715,0.9,1.8,7.845913494,22.45300353,25.01,20.7,25.12135417
11716,0.9,1.8,7.845887153,22.45300353,25.01,20.7,25.12180556
11717,0.9,1.8,7.845860813,22.45300353,25.01,20.7,25.12225694
11718,0.9,1.8,7.845834472,22.45300353,25.01,20.7,25.12270833
11719,0.9,1.8,7.845808132,22.45300353,25.01,20.7,25.12315972
11720,0.9,1.8,7.845781792,22.45300353,25.01,20.7,25.12361111
11721,0.9,1.8,7.845755451,22.45300353,25.01,20.7,25.1240625
11722,0.9,1.8,7.845729111,22.45300353,25.01,20.7,25.12451389
11723,0.9,1.8,7.84570277,22.45300353,25.01,20.7,25.12496528
11724,0.9,1.8,7.84567643,22.45300353,25.01,20.7,25.12541667
11725,0.9,1.8,7.845650089,22.45300353,25.01,20.7,25.12586806
11726,0.9,1.8,7.845623749,22.45300353,25.01,20.7,25.12631944
11727,0.9,1.8,7.845597409,22.45300353,25.01,20.7,25.12677083
11728,0.9,1.8,7.845571068,22.45300353,25.01,20.7,25.12722222
11729,0.9,1.8,7.845544728,22.45834985,25.01,20.7,25.12767361
11730,0.9,1.8,7.845518387,22.46369618,25.01,20.7,25.128125
11731,0.9,1.8,7.845492047,22.4690425,25.01,20.7,25.12857639
11732,0.9,1.8,7.845465707,22.47438882,25.01,20.7,25.12902778
11733,0.9,1.8,7.845439366,22.47973515,25.01,20.7,25.12947917
11734,0.9,1.8,7.845413026,22.48508147,25.01,20.7,25.12993056
11735,0.9,1.8,7.845386685,22.49042779,25.01,20.7,25.13038194
11736,0.9,1.8,7.845360345,22.49577412,25.01,20.7,25.13083333
11737,0.9,1.8,7.845334005,22.50112044,25.01,20.7,25.13128472
11738,0.9,1.8,7.845307664,22.50646676,25.01,20.7,25.13173611
11739,0.9,1.8,7.845281324,22.51181309,25.01,20.7,25.1321875
11740,0.9,1.8,7.845254983,22.51715941,25.01,20.7,25.13263889
11741,0.9,1.8,7.845228643,22.52250574,25.01,20.7,25.13309028
11742,0.9,1.8,7.845202303,22.52785206,25.01,20.7,25.13354167
11743,0.9,1.8,7.845175962,22.53319838,25.01,20.7,25.13399306
11744,0.9,1.8,7.845149622,22.53854471,25.01,20.7,25.13444444
11745,0.9,1.8,7.845123281,22.53587154,25.01,20.7,25.13489583
11746,0.9,1.8,7.845096941,22.53319838,25.01,20.7,25.13534722
11747,0.9,1.8,7.845070601,22.53052522,25.01,20.7,25.13579861
11748,0.9,1.8,7.84504426,22.52785206,25.01,20.7,25.13625
11749,0.9,1.8,7.84501792,22.5251789,25.01,20.7,25.13670139
11750,0.9,1.8,7.844991579,22.52250574,25.01,20.7,25.13715278
11751,0.9,1.8,7.844965239,22.51983257,25.01,20.7,25.13760417
11752,0.9,1.8,7.844938899,22.51715941,25.01,20.7,25.13805556
11753,0.9,1.8,7.844912558,22.51448625,25.01,20.7,25.13850694
11754,0.9,1.8,7.844886218,22.51181309,25.01,20.7,25.13895833
11755,0.9,1.8,7.844859877,22.50913993,25.01,20.7,25.13940972
11756,0.9,1.8,7.844833537,22.50646676,25.01,20.7,25.13986111
11757,0.9,1.8,7.844807197,22.5037936,25.01,20.7,25.1403125
11758,0.9,1.8,7.844780856,22.50112044,25.01,20.7,25.14076389
11759,0.9,1.8,7.844754516,22.49844728,25.01,20.7,25.14121528
11760,0.9,1.8,7.844728175,22.49577412,25.01,20.7,25.14166667
11761,0.9,1.8,7.844728175,22.49203169,25.01,20.7,25.14211806
11762,0.9,1.8,7.844728175,22.48828926,25.01,20.7,25.14256944
11763,0.9,1.8,7.844728175,22.48454684,25.01,20.7,25.14302083
11764,0.9,1.8,7.844728175,22.48080441,25.01,20.7,25.14347222
11765,0.9,1.8,7.844728175,22.47706199,25.01,20.7,25.14392361
11766,0.9,1.8,7.844728175,22.47331956,25.01,20.7,25.144375
11767,0.9,1.8,7.844728175,22.46957713,25.01,20.7,25.14482639
11768,0.9,1.8,7.844728175,22.46583471,25.01,20.7,25.14527778
11769,0.9,1.8,7.844728175,22.46209228,25.01,20.7,25.14572917
11770,0.9,1.8,7.844728175,22.45834985,25.01,20.7,25.14618056
11771,0.9,1.8,7.844728175,22.45460743,25.01,20.7,25.14663194
11772,0.9,1.8,7.844728175,22.450865,25.01,20.7,25.14708333
11773,0.9,1.8,7.844728175,22.44712257,25.01,20.7,25.14753472
11774,0.9,1.8,7.844728175,22.44338015,25.01,20.7,25.14798611
11775,0.9,1.8,7.844728175,22.43963772,25.01,20.7,25.1484375
11776,0.9,1.8,7.844728175,22.43589529,25.01,20.7,25.14888889
11777,0.9,1.8,7.844675494,22.43161824,25.01,20.7,25.14934028
11778,0.9,1.8,7.844622814,22.42734118,25.01,20.7,25.14979167
11779,0.9,1.8,7.844570133,22.42306412,25.01,20.7,25.15024306
11780,0.9,1.8,7.844517452,22.41878706,25.01,20.7,25.15069444
11781,0.9,1.8,7.844464771,22.41451,25.01,20.7,25.15114583
11782,0.9,1.8,7.84441209,22.41023294,25.01,20.7,25.15159722
11783,0.9,1.8,7.84435941,22.40595588,25.01,20.7,25.15204861
11784,0.9,1.8,7.844306729,22.40167882,25.01,20.7,25.1525
11785,0.9,1.8,7.844254048,22.39740176,25.01,20.7,25.15295139
11786,0.9,1.8,7.844201367,22.39312471,25.01,20.7,25.15340278
11787,0.9,1.8,7.844148686,22.38884765,25.01,20.7,25.15385417
11788,0.9,1.8,7.844096006,22.38457059,25.01,20.7,25.15430556
