datetime,exchange_1_export,exchange_1_import,exchange_2_export,exchange_2_import,exchange_3_export,exchange_3_import,exchange_4_export,exchange_4_import,exchange_5_export,exchange_5_import,exchange_6_export,exchange_6_import,exchange_7_export,exchange_7_import,exchange_8_export,exchange_8_import,exchange_9_export,exchange_9_import,exchange_10_export,exchange_10_import,exchange_11_export,exchange_11_import,exchange_12_export,exchange_12_import,exchange_13_export,exchange_13_import,exchange_14_export,exchange_14_import,exchange_15_export,exchange_15_import,exchange_16_export,exchange_16_import,exchange_17_export,exchange_17_import,exchange_18_export,exchange_18_import,exchange_19_export,exchange_19_import,exchange_20_export,exchange_20_import,exchange_21_export,exchange_21_import,exchange_22_export,exchange_22_import,exchange_23_export,exchange_23_import,exchange_24_export,exchange_24_import,exchange_25_export,exchange_25_import,exchange_26_export,exchange_26_import,exchange_27_export,exchange_27_import,exchange_28_export,exchange_28_import,exchange_29_export,exchange_29_import,exchange_30_export,exchange_30_import,exchange_31_export,exchange_31_import
2040-01-01 00:00:00,3039.8802194084824,0.0,0.0,-1192.2949862300088,0.0,-526.5057191398914,0.0,-8985.63029749963,0.0,-163.50280093688403,841.216313008245,0.0,1159.7690348419103,0.0,0.0,-714.5004564996307,0.0,-306.8635370366989,0.0,-5127.234163389958,89.73734908908203,0.0,0.0,-4394.444341645885,2959.2871268837885,0.0,0.0,-7619.089414399217,0.0,-856.6533470986687,272.089417483628,0.0,216.2337614114205,0.0,2999.999950034616,0.0,0.0,-4.436473214983174e-05,0.0,-0.0001013053878967,2999.9998661611,0.0,0.0,-956.946483036639,0.0002026942955869,0.0,1999.9995059779703,0.0,0.0,-0.0002351797129649,0.0,-3894.369211412088,0.0002200295110742,0.0,0.0001941405654026,0.0,0.0,-956.5001802393332,0.0,-0.00011070600479,999.9998343214904,0.0
2040-01-01 01:00:00,3039.8802194084824,0.0,0.0,-1192.2949862300088,0.0,-526.5057191398914,0.0,-8985.63029749963,0.0,-163.50280093688403,841.216313008245,0.0,1159.7690348419103,0.0,0.0,-714.5004564996307,0.0,-306.8635370366989,0.0,-5127.234163389958,89.73734908908203,0.0,0.0,-4394.444341645885,2959.2871268837885,0.0,0.0,-7619.089414399217,0.0,-856.6533470986687,272.089417483628,0.0,216.2337614114205,0.0,2999.999950034616,0.0,0.0,-4.436473214983174e-05,0.0,-0.0001013053878967,2999.9998661611,0.0,0.0,-956.946483036639,0.0002026942955869,0.0,1999.9995059779703,0.0,0.0,-0.0002351797129649,0.0,-3894.369211412088,0.0002200295110742,0.0,0.0001941405654026,0.0,0.0,-956.5001802393332,0.0,-0.00011070600479,999.9998343214904,0.0
2040-01-01 02:00:00,3039.8802194084824,0.0,0.0,-1192.2949862300088,0.0,-526.5057191398914,0.0,-8985.63029749963,0.0,-163.50280093688403,841.216313008245,0.0,1159.7690348419103,0.0,0.0,-714.5004564996307,0.0,-306.8635370366989,0.0,-5127.234163389958,89.73734908908203,0.0,0.0,-4394.444341645885,2959.2871268837885,0.0,0.0,-7619.089414399217,0.0,-856.6533470986687,272.089417483628,0.0,216.2337614114205,0.0,2999.999950034616,0.0,0.0,-4.436473214983174e-05,0.0,-0.0001013053878967,2999.9998661611,0.0,0.0,-956.946483036639,0.0002026942955869,0.0,1999.9995059779703,0.0,0.0,-0.0002351797129649,0.0,-3894.369211412088,0.0002200295110742,0.0,0.0001941405654026,0.0,0.0,-956.5001802393332,0.0,-0.00011070600479,999.9998343214904,0.0
2040-01-01 03:00:00,4457.214746767939,0.0,0.0,-1203.7531451913237,0.0,-95.3273540132769,0.0,-8396.287678330656,0.0,-94.93882885437397,997.0759455928768,0.0,902.5402605234552,0.0,0.0,-540.9403874491297,0.0,-166.666968265027,0.0,-4001.2375966628974,139.8034835739671,0.0,0.0,-4179.986000531386,2725.4565714896253,0.0,0.0,-5040.672922155484,0.0,-551.1554589402365,0.0,-29.82793036104276,129.45453938365017,0.0,2999.9999512428794,0.0,0.0,-4.290368442191854e-05,0.0,-8.21327195296574e-05,2999.99989717824,0.0,0.0,-0.0005168103379944,999.9942163264552,0.0,1999.99980361218,0.0,0.0,-0.0001370950336487,0.0,-1927.8893742903704,0.0007258197683411,0.0,948.9294624010464,0.0,0.0,-0.0005935266359884,0.0,-0.0001106859067932,999.999834202212,0.0
2040-01-01 04:00:00,4457.214746767939,0.0,0.0,-1203.7531451913237,0.0,-95.3273540132769,0.0,-8396.287678330656,0.0,-94.93882885437397,997.0759455928768,0.0,902.5402605234552,0.0,0.0,-540.9403874491297,0.0,-166.666968265027,0.0,-4001.2375966628974,139.8034835739671,0.0,0.0,-4179.986000531386,2725.4565714896253,0.0,0.0,-5040.672922155484,0.0,-551.1554589402365,0.0,-29.82793036104276,129.45453938365017,0.0,2999.9999512428794,0.0,0.0,-4.290368442191854e-05,0.0,-8.21327195296574e-05,2999.99989717824,0.0,0.0,-0.0005168103379944,999.9942163264552,0.0,1999.99980361218,0.0,0.0,-0.0001370950336487,0.0,-1927.8893742903704,0.0007258197683411,0.0,948.9294624010464,0.0,0.0,-0.0005935266359884,0.0,-0.0001106859067932,999.999834202212,0.0
2040-01-01 05:00:00,4457.214746767939,0.0,0.0,-1203.7531451913237,0.0,-95.3273540132769,0.0,-8396.287678330656,0.0,-94.93882885437397,997.0759455928768,0.0,902.5402605234552,0.0,0.0,-540.9403874491297,0.0,-166.666968265027,0.0,-4001.2375966628974,139.8034835739671,0.0,0.0,-4179.986000531386,2725.4565714896253,0.0,0.0,-5040.672922155484,0.0,-551.1554589402365,0.0,-29.82793036104276,129.45453938365017,0.0,2999.9999512428794,0.0,0.0,-4.290368442191854e-05,0.0,-8.21327195296574e-05,2999.99989717824,0.0,0.0,-0.0005168103379944,999.9942163264552,0.0,1999.99980361218,0.0,0.0,-0.0001370950336487,0.0,-1927.8893742903704,0.0007258197683411,0.0,948.9294624010464,0.0,0.0,-0.0005935266359884,0.0,-0.0001106859067932,999.999834202212,0.0
2040-01-01 06:00:00,1260.6384903591886,0.0,0.0,-359.02933507230983,1807.0831281118708,0.0,0.0,-3742.888202942577,106.41546503398558,0.0,1628.970670296914,0.0,1188.6002478770863,0.0,680.4735622305842,0.0,273.5630922570425,0.0,0.0,-2071.372535050906,271.43411530728724,0.0,0.0,-2493.550375437893,4482.089946876055,0.0,0.0,-3642.918995974823,41.42479252755286,0.0,344.6017341952283,0.0,269.7759054545653,0.0,2999.999949119307,0.0,0.0,-4.438146029124252e-05,0.0,-5.5437182196016816e-05,2999.999935871246,0.0,0.0,-0.0001064473373351,999.999870556025,0.0,1999.9999204185087,0.0,0.0,-6.767135258103508e-05,0.0,-0.0012347778466723,344.0355671107468,0.0,999.9998736673524,0.0,0.0,-0.0001040249170694,0.0,-0.0001095793203829,999.9998360036792,0.0
2040-01-01 07:00:00,1260.6384903591886,0.0,0.0,-359.02933507230983,1807.0831281118708,0.0,0.0,-3742.888202942577,106.41546503398558,0.0,1628.970670296914,0.0,1188.6002478770863,0.0,680.4735622305842,0.0,273.5630922570425,0.0,0.0,-2071.372535050906,271.43411530728724,0.0,0.0,-2493.550375437893,4482.089946876055,0.0,0.0,-3642.918995974823,41.42479252755286,0.0,344.6017341952283,0.0,269.7759054545653,0.0,2999.999949119307,0.0,0.0,-4.438146029124252e-05,0.0,-5.5437182196016816e-05,2999.999935871246,0.0,0.0,-0.0001064473373351,999.999870556025,0.0,1999.9999204185087,0.0,0.0,-6.767135258103508e-05,0.0,-0.0012347778466723,344.0355671107468,0.0,999.9998736673524,0.0,0.0,-0.0001040249170694,0.0,-0.0001095793203829,999.9998360036792,0.0
2040-01-01 08:00:00,1260.6384903591886,0.0,0.0,-359.02933507230983,1807.0831281118708,0.0,0.0,-3742.888202942577,106.41546503398558,0.0,1628.970670296914,0.0,1188.6002478770863,0.0,680.4735622305842,0.0,273.5630922570425,0.0,0.0,-2071.372535050906,271.43411530728724,0.0,0.0,-2493.550375437893,4482.089946876055,0.0,0.0,-3642.918995974823,41.42479252755286,0.0,344.6017341952283,0.0,269.7759054545653,0.0,2999.999949119307,0.0,0.0,-4.438146029124252e-05,0.0,-5.5437182196016816e-05,2999.999935871246,0.0,0.0,-0.0001064473373351,999.999870556025,0.0,1999.9999204185087,0.0,0.0,-6.767135258103508e-05,0.0,-0.0012347778466723,344.0355671107468,0.0,999.9998736673524,0.0,0.0,-0.0001040249170694,0.0,-0.0001095793203829,999.9998360036792,0.0
2040-01-01 09:00:00,0.0,-4707.894988643191,0.0,-1007.2363069798492,496.42798284295367,0.0,0.0,-5745.468338899179,0.0,-170.78894309008783,0.0,-259.52170284479735,1144.5963011057918,0.0,891.4453391758026,0.0,0.0,-128.8765918675902,0.0,-3238.0669906904764,0.0,-82.7412745165105,0.0,-3226.1120200107043,3561.3048892949687,0.0,0.0,-6108.494054017926,0.0,-544.898748666498,354.5002322679036,0.0,216.77067218619916,0.0,2999.9999453685678,0.0,0.0,-4.848425436346843e-05,0.0,-4.2345858764654455e-05,2999.9999525131743,0.0,0.0,-0.0005846886608015,999.9991553631544,0.0,1999.999941782989,0.0,0.0,-5.155718536657097e-05,0.0,-0.0031978155210085,1674.2928653411338,0.0,0.0010928365980247,0.0,0.0,-0.2592132773077805,0.0,-8.30833350450278e-05,999.9999004808471,0.0
