name,technology,bidding_EOM,bidding_redispatch,bidding_CRM_pos,bidding_CRM_neg,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,min_soc,max_soc,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
battery_li_ion119,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,12.721157,12.721157,0.95,0.95,1,21.400951,0.28,0.28,0,battery_operator_119,DE62-220
battery_li_ion120,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,8.01082,8.01082,0.95,0.95,1,14.415358,0.28,0.28,0,battery_operator_120,DE62-380
battery_li_ion121,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,24.487321,24.487321,0.95,0.95,1,28.856094,0.28,0.28,0,battery_operator_121,DE63-220
battery_li_ion122,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.524752,4.524752,0.95,0.95,1,6.897338,0.28,0.28,0,battery_operator_122,DE64-220
battery_li_ion123,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,78.296422,78.296422,0.95,0.95,1,82.863244,0.28,0.28,0,battery_operator_123,DE65-380
battery_li_ion124,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,20.856873,20.856873,0.95,0.95,1,44.393831,0.28,0.28,0,battery_operator_124,DE67-220
battery_li_ion125,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.143682,6.143682,0.95,0.95,1,9.968711,0.28,0.28,0,battery_operator_125,DE68-380
battery_li_ion126,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,15.175425,15.175425,0.95,0.95,1,14.71775,0.28,0.28,0,battery_operator_126,DE71-220
battery_li_ion127,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.618021,3.618021,0.95,0.95,1,5.979913,0.28,0.28,0,battery_operator_127,DE74-220
battery_li_ion128,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.666827,9.666827,0.95,0.95,1,11.61569,0.28,0.28,0,battery_operator_128,DE77-380
battery_li_ion129,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.174472,11.174472,0.95,0.95,1,17.90914,0.28,0.28,0,battery_operator_129,DE8-380
battery_li_ion130,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,5.068157,5.068157,0.95,0.95,1,9.384359,0.28,0.28,0,battery_operator_130,DE83-220
battery_li_ion131,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.337916,4.337916,0.95,0.95,1,10.191318,0.28,0.28,0,battery_operator_131,DE86-220
battery_li_ion132,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.315325,3.315325,0.95,0.95,1,5.069524,0.28,0.28,0,battery_operator_132,DE88-380
battery_li_ion133,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,32.972107,32.972107,0.95,0.95,1,52.987023,0.28,0.28,0,battery_operator_133,DE9-380
battery_li_ion134,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,5.857195,5.857195,0.95,0.95,1,9.564064,0.28,0.28,0,battery_operator_134,DE91-380
battery_li_ion135,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.508426,6.508426,0.95,0.95,1,12.675686,0.28,0.28,0,battery_operator_135,DE92-220
battery_li_ion136,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.835081,9.835081,0.95,0.95,1,18.440444,0.28,0.28,0,battery_operator_136,DE95-380
battery_li_ion137,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,16.226656,16.226656,0.95,0.95,1,15.125478,0.28,0.28,0,battery_operator_137,DE96-220
battery_li_ion138,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.547922,7.547922,0.95,0.95,1,11.448858,0.28,0.28,0,battery_operator_138,DE97-220
battery_li_ion139,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,106.279751,106.279751,0.95,0.95,1,148.746705,0.28,0.28,0,battery_operator_139,DE99-380
battery_li_ion140,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.421032,9.421032,0.95,0.95,1,14.751342,0.28,0.28,0,battery_operator_140,relation/17591073-220
battery_li_ion141,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,119.62297,119.62297,0.95,0.95,1,231.968356,0.28,0.28,0,battery_operator_141,way/1024536785-380
battery_li_ion142,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,15.883655,15.883655,0.95,0.95,1,27.059334,0.28,0.28,0,battery_operator_142,way/102743264-220
battery_li_ion143,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,2.847963,2.847963,0.95,0.95,1,5.71791,0.28,0.28,0,battery_operator_143,way/1040551074-220
battery_li_ion144,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,14.307167,14.307167,0.95,0.95,1,23.700292,0.28,0.28,0,battery_operator_144,way/106096507-380
battery_li_ion145,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,21.934265,21.934265,0.95,0.95,1,36.383971,0.28,0.28,0,battery_operator_145,way/1068350839-380
battery_li_ion146,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,26.354428,26.354428,0.95,0.95,1,36.320179,0.28,0.28,0,battery_operator_146,way/1071504343-380
battery_li_ion147,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.675358,9.675358,0.95,0.95,1,15.944566,0.28,0.28,0,battery_operator_147,way/1072574879-380
battery_li_ion148,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,15.70277,15.70277,0.95,0.95,1,16.03514,0.28,0.28,0,battery_operator_148,way/1076001174-220
battery_li_ion149,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.955219,4.955219,0.95,0.95,1,8.128325,0.28,0.28,0,battery_operator_149,way/1076001174-380
battery_li_ion150,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,36.791787,36.791787,0.95,0.95,1,55.655413,0.28,0.28,0,battery_operator_150,way/1081302145-220
battery_li_ion151,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.274669,10.274669,0.95,0.95,1,26.510631,0.28,0.28,0,battery_operator_151,way/1086825107-220
battery_li_ion152,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.12761,3.12761,0.95,0.95,1,5.085402,0.28,0.28,0,battery_operator_152,way/1086825107-380
battery_li_ion153,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,37.089006,37.089006,0.95,0.95,1,45.168354,0.28,0.28,0,battery_operator_153,way/108797675-380
battery_li_ion154,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,38.245582,38.245582,0.95,0.95,1,68.934044,0.28,0.28,0,battery_operator_154,way/1089911133-380
battery_li_ion155,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.953944,10.953944,0.95,0.95,1,19.34489,0.28,0.28,0,battery_operator_155,way/1091984573-220
battery_li_ion156,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.565457,4.565457,0.95,0.95,1,7.358914,0.28,0.28,0,battery_operator_156,way/1091984573-380
battery_li_ion157,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,25.783441,25.783441,0.95,0.95,1,50.586012,0.28,0.28,0,battery_operator_157,way/1093896544-380
battery_li_ion158,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,47.992185,47.992185,0.95,0.95,1,93.691156,0.28,0.28,0,battery_operator_158,way/1094015892-220
battery_li_ion159,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,514.005528,514.005528,0.95,0.95,1,1032.183584,0.28,0.28,0,battery_operator_159,way/1094015892-380
battery_li_ion160,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,68.052418,68.052418,0.95,0.95,1,107.715928,0.28,0.28,0,battery_operator_160,way/109917397-380
battery_li_ion161,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.347469,4.347469,0.95,0.95,1,11.798977,0.28,0.28,0,battery_operator_161,way/1102237380-220
battery_li_ion162,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.786004,10.786004,0.95,0.95,1,29.379117,0.28,0.28,0,battery_operator_162,way/1102237380-380
battery_li_ion163,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,21.274264,21.274264,0.95,0.95,1,39.960179,0.28,0.28,0,battery_operator_163,way/1104947187-380
battery_li_ion164,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.821219,4.821219,0.95,0.95,1,7.416857,0.28,0.28,0,battery_operator_164,way/1107961833-380
battery_li_ion165,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.149187,6.149187,0.95,0.95,1,9.740657,0.28,0.28,0,battery_operator_165,way/111973179-220
battery_li_ion166,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,149.162434,149.162434,0.95,0.95,1,164.655342,0.28,0.28,0,battery_operator_166,way/112695048-380
battery_li_ion167,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,8.426544,8.426544,0.95,0.95,1,14.058997,0.28,0.28,0,battery_operator_167,way/1128250707-220
battery_li_ion168,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,25.906978,25.906978,0.95,0.95,1,51.962398,0.28,0.28,0,battery_operator_168,way/1128250707-380
battery_li_ion169,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,25.893564,25.893564,0.95,0.95,1,48.746608,0.28,0.28,0,battery_operator_169,way/11285720-380
battery_li_ion170,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.235158,13.235158,0.95,0.95,1,21.030996,0.28,0.28,0,battery_operator_170,way/114319248-380
battery_li_ion171,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.493406,9.493406,0.95,0.95,1,17.74759,0.28,0.28,0,battery_operator_171,way/11500045-380
battery_li_ion172,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,45.687021,45.687021,0.95,0.95,1,75.449095,0.28,0.28,0,battery_operator_172,way/1191459479-220
battery_li_ion173,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.96208,11.96208,0.95,0.95,1,24.878674,0.28,0.28,0,battery_operator_173,way/1222597066-220
battery_li_ion174,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.493764,11.493764,0.95,0.95,1,31.64549,0.28,0.28,0,battery_operator_174,way/1222597066-380
battery_li_ion175,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,12.927756,12.927756,0.95,0.95,1,18.736159,0.28,0.28,0,battery_operator_175,way/1223405794-220
battery_li_ion176,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,5.137289,5.137289,0.95,0.95,1,7.654058,0.28,0.28,0,battery_operator_176,way/1223405794-380
battery_li_ion177,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.667551,9.667551,0.95,0.95,1,15.130876,0.28,0.28,0,battery_operator_177,way/1245826064-380
battery_li_ion178,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.108429,6.108429,0.95,0.95,1,9.782196,0.28,0.28,0,battery_operator_178,way/1245867884-380
battery_li_ion179,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,19.538397,19.538397,0.95,0.95,1,19.95454,0.28,0.28,0,battery_operator_179,way/1280364401-380
battery_li_ion180,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,32.562517,32.562517,0.95,0.95,1,55.757111,0.28,0.28,0,battery_operator_180,way/1280840211-380
battery_li_ion181,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.801197,3.801197,0.95,0.95,1,6.461826,0.28,0.28,0,battery_operator_181,way/1303270458-220
battery_li_ion182,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,5.819356,5.819356,0.95,0.95,1,9.686177,0.28,0.28,0,battery_operator_182,way/1327333163-220
battery_li_ion183,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.251885,9.251885,0.95,0.95,1,15.311235,0.28,0.28,0,battery_operator_183,way/132814303-220
battery_li_ion184,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,49.867081,49.867081,0.95,0.95,1,68.868423,0.28,0.28,0,battery_operator_184,way/133342285-220
battery_li_ion185,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,23.754441,23.754441,0.95,0.95,1,39.667504,0.28,0.28,0,battery_operator_185,way/137602559-220
battery_li_ion186,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,20.65071,20.65071,0.95,0.95,1,42.534656,0.28,0.28,0,battery_operator_186,way/137602559-380
battery_li_ion187,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.485922,6.485922,0.95,0.95,1,11.336606,0.28,0.28,0,battery_operator_187,way/142487746-380
battery_li_ion188,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,34.658665,34.658665,0.95,0.95,1,74.534915,0.28,0.28,0,battery_operator_188,way/143854536-380
battery_li_ion189,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,21.291015,21.291015,0.95,0.95,1,36.806354,0.28,0.28,0,battery_operator_189,way/143882655-220
battery_li_ion190,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.45676,13.45676,0.95,0.95,1,26.826752,0.28,0.28,0,battery_operator_190,way/143882655-380
battery_li_ion191,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.174441,3.174441,0.95,0.95,1,5.700266,0.28,0.28,0,battery_operator_191,way/143903369-220
battery_li_ion192,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,22.008195,22.008195,0.95,0.95,1,33.80298,0.28,0.28,0,battery_operator_192,way/145002769-380
battery_li_ion193,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.510057,7.510057,0.95,0.95,1,19.826136,0.28,0.28,0,battery_operator_193,way/145680894-220
battery_li_ion194,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.246606,13.246606,0.95,0.95,1,20.271975,0.28,0.28,0,battery_operator_194,way/147521567-220
battery_li_ion195,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.458277,10.458277,0.95,0.95,1,16.785271,0.28,0.28,0,battery_operator_195,way/147521567-380
battery_li_ion196,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.551539,3.551539,0.95,0.95,1,5.83432,0.28,0.28,0,battery_operator_196,way/147878692-380
battery_li_ion197,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,22.144803,22.144803,0.95,0.95,1,38.298868,0.28,0.28,0,battery_operator_197,way/148211527-380
battery_li_ion198,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,100.039998,100.039998,0.95,0.95,1,181.88245,0.28,0.28,0,battery_operator_198,way/148446247-380
battery_li_ion199,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,30.169458,30.169458,0.95,0.95,1,49.578963,0.28,0.28,0,battery_operator_199,way/149256409-380
battery_li_ion200,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.692115,9.692115,0.95,0.95,1,15.185711,0.28,0.28,0,battery_operator_200,way/149987048-380
battery_li_ion201,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.509281,7.509281,0.95,0.95,1,12.575102,0.28,0.28,0,battery_operator_201,way/150200540-380
battery_li_ion202,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.152762,7.152762,0.95,0.95,1,14.419248,0.28,0.28,0,battery_operator_202,way/151507370-220
battery_li_ion203,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,16.275572,16.275572,0.95,0.95,1,29.77705,0.28,0.28,0,battery_operator_203,way/151967290-380
battery_li_ion204,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.491909,7.491909,0.95,0.95,1,11.120954,0.28,0.28,0,battery_operator_204,way/152018146-220
battery_li_ion205,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,48.695029,48.695029,0.95,0.95,1,59.719251,0.28,0.28,0,battery_operator_205,way/152018146-380
battery_li_ion206,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,44.032628,44.032628,0.95,0.95,1,68.188772,0.28,0.28,0,battery_operator_206,way/152107815-380
battery_li_ion207,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,8.293234,8.293234,0.95,0.95,1,13.19692,0.28,0.28,0,battery_operator_207,way/152219167-220
battery_li_ion208,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,15.684439,15.684439,0.95,0.95,1,25.269594,0.28,0.28,0,battery_operator_208,way/152261133-220
battery_li_ion209,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,22.035867,22.035867,0.95,0.95,1,35.238256,0.28,0.28,0,battery_operator_209,way/152403632-220
battery_li_ion210,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.722032,9.722032,0.95,0.95,1,15.469768,0.28,0.28,0,battery_operator_210,way/152924498-220
battery_li_ion211,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.589554,10.589554,0.95,0.95,1,19.358265,0.28,0.28,0,battery_operator_211,way/152924498-380
battery_li_ion212,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,14.159554,14.159554,0.95,0.95,1,21.592406,0.28,0.28,0,battery_operator_212,way/152924508-220
battery_li_ion213,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.899038,4.899038,0.95,0.95,1,8.912354,0.28,0.28,0,battery_operator_213,way/152973139-380
battery_li_ion214,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,31.277592,31.277592,0.95,0.95,1,57.270749,0.28,0.28,0,battery_operator_214,way/154869247-220
battery_li_ion215,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,54.902447,54.902447,0.95,0.95,1,75.310409,0.28,0.28,0,battery_operator_215,way/156402422-220
battery_li_ion216,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,31.472037,31.472037,0.95,0.95,1,52.579079,0.28,0.28,0,battery_operator_216,way/156673636-380
battery_li_ion217,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.937942,13.937942,0.95,0.95,1,24.194192,0.28,0.28,0,battery_operator_217,way/156673637-220
battery_li_ion218,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.399228,13.399228,0.95,0.95,1,21.262895,0.28,0.28,0,battery_operator_218,way/156673637-380
battery_li_ion219,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,27.100098,27.100098,0.95,0.95,1,40.752173,0.28,0.28,0,battery_operator_219,way/156960655-380
battery_li_ion220,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,47.452654,47.452654,0.95,0.95,1,76.332669,0.28,0.28,0,battery_operator_220,way/157164284-220
battery_li_ion221,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,36.983567,36.983567,0.95,0.95,1,63.685154,0.28,0.28,0,battery_operator_221,way/157328339-380
battery_li_ion222,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,5.20524,5.20524,0.95,0.95,1,8.043789,0.28,0.28,0,battery_operator_222,way/157628351-380
battery_li_ion223,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.382623,3.382623,0.95,0.95,1,5.789267,0.28,0.28,0,battery_operator_223,way/157806991-380
battery_li_ion224,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.015139,10.015139,0.95,0.95,1,17.538566,0.28,0.28,0,battery_operator_224,way/159326655-220
battery_li_ion225,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,35.908896,35.908896,0.95,0.95,1,56.933213,0.28,0.28,0,battery_operator_225,way/160584794-380
battery_li_ion226,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,30.816874,30.816874,0.95,0.95,1,49.084575,0.28,0.28,0,battery_operator_226,way/160929097-220
battery_li_ion227,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.10195,6.10195,0.95,0.95,1,9.711048,0.28,0.28,0,battery_operator_227,way/166604822-380
battery_li_ion228,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,67.631336,67.631336,0.95,0.95,1,128.357278,0.28,0.28,0,battery_operator_228,way/167352587-220
battery_li_ion229,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.1589,4.1589,0.95,0.95,1,5.979376,0.28,0.28,0,battery_operator_229,way/169244940-220
battery_li_ion230,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,8.912959,8.912959,0.95,0.95,1,13.611114,0.28,0.28,0,battery_operator_230,way/172997498-220
battery_li_ion231,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,28.128484,28.128484,0.95,0.95,1,47.118475,0.28,0.28,0,battery_operator_231,way/173112252-220
battery_li_ion232,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,25.786656,25.786656,0.95,0.95,1,48.328991,0.28,0.28,0,battery_operator_232,way/18629425-220
battery_li_ion233,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,32.01999,32.01999,0.95,0.95,1,62.532586,0.28,0.28,0,battery_operator_233,way/18629425-380
battery_li_ion234,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,18.170827,18.170827,0.95,0.95,1,29.995387,0.28,0.28,0,battery_operator_234,way/198448981-380
battery_li_ion235,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.638101,11.638101,0.95,0.95,1,18.610383,0.28,0.28,0,battery_operator_235,way/202164315-380
battery_li_ion236,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,76.567288,76.567288,0.95,0.95,1,116.495426,0.28,0.28,0,battery_operator_236,way/202747445-380
