,charging_station_1,charging_station_2
timestep_957,0.0,0.0
timestep_958,0.0,0.0
timestep_959,0.0,0.0
timestep_960,0.0,0.0
timestep_961,0.0,0.0
timestep_962,0.0,0.0
timestep_963,0.0,0.0
timestep_964,0.0,0.0
timestep_965,0.0,0.0
timestep_966,0.0,0.0
timestep_967,0.0,0.0
timestep_968,0.0,0.0
timestep_969,0.0,0.0
timestep_970,0.03,0.0
timestep_971,0.0,0.0
timestep_972,0.03,0.03
timestep_973,0.06,0.06
timestep_974,0.03,0.04768000000000083
timestep_975,0.0,0.017680000000000834
timestep_976,0.005360000000001669,0.0
timestep_977,0.0,0.0
timestep_978,0.0,0.0
timestep_979,0.03,0.03
timestep_980,0.0,0.0
timestep_981,0.0,0.0
timestep_982,0.0,0.0
timestep_983,0.0,0.0
timestep_984,0.0,0.0
timestep_985,0.0,0.0
timestep_986,0.0,0.0
timestep_987,0.0,0.0
timestep_988,0.0,0.0
timestep_989,0.0,0.0
timestep_990,0.03,0.03
timestep_991,0.03,0.03
timestep_992,0.0,0.0
timestep_993,0.0,0.0
timestep_994,0.0,0.0
timestep_995,0.0,0.0
timestep_996,0.0,0.0
timestep_997,0.0,0.0
timestep_998,0.0,0.0
timestep_999,0.0,0.0
timestep_1000,0.0,0.0
timestep_1001,0.0,0.0
timestep_1002,0.0,0.0
timestep_1003,0.0,0.0
timestep_1004,0.0,0.0
timestep_1005,0.0,0.0
timestep_1006,0.0,0.0
timestep_1007,0.0,0.0
timestep_1008,0.0,0.0
timestep_1009,0.0,0.0
timestep_1010,0.0,0.0
timestep_1011,0.0,0.0
timestep_1012,0.0,0.0
timestep_1013,0.0,0.0
timestep_1014,0.0,0.0
timestep_1015,0.0,0.0
timestep_1016,0.0,0.0
timestep_1017,0.0,0.0
timestep_1018,0.0,0.0
timestep_1019,0.0,0.0
timestep_1020,0.0,0.0
timestep_1021,0.0,0.0
timestep_1022,0.0,0.0
timestep_1023,0.0,0.0
timestep_1024,0.0,0.0
timestep_1025,0.0,0.0
timestep_1026,0.0,0.0
timestep_1027,0.0,0.0
timestep_1028,0.0,0.0
timestep_1029,0.0,0.0
timestep_1030,0.0,0.0
timestep_1031,0.0,0.0
timestep_1032,0.0,0.0
timestep_1033,0.0,0.0
timestep_1034,0.0,0.0
timestep_1035,0.0,0.0
timestep_1036,0.0,0.0
timestep_1037,0.0,0.0
timestep_1038,0.026799999999998325,0.0
timestep_1039,0.0,0.026799999999998325
timestep_1040,0.0,0.0
timestep_1041,0.0,0.0
timestep_1042,0.0,0.0
timestep_1043,0.0,0.0
timestep_1044,0.0,0.0
timestep_1045,0.0,0.0
timestep_1046,0.0,0.0
timestep_1047,0.0,0.0
timestep_1048,0.0,0.0
timestep_1049,0.0,0.0
timestep_1050,0.0,0.0
timestep_1051,0.0,0.0
timestep_1052,0.0,0.0
timestep_1053,0.0,0.0
timestep_1054,0.0,0.0
timestep_1055,0.0,0.0
timestep_1056,0.0,0.0
timestep_1057,0.0,0.0
timestep_1058,0.0,0.0
timestep_1059,0.0,0.0
timestep_1060,0.0,0.0
timestep_1061,0.0,0.0
timestep_1062,0.0,0.0
timestep_1063,0.0,0.0
timestep_1064,0.005360000000001683,0.0
timestep_1065,0.03,0.0
timestep_1066,0.0,0.0
timestep_1067,0.0,0.0
timestep_1068,0.0,0.0
timestep_1069,0.0,0.0
timestep_1070,0.0,0.0
timestep_1071,0.0,0.008840000000000417
timestep_1072,0.03,0.038840000000000416
timestep_1073,0.03,0.06884000000000041
timestep_1074,0.06,0.038840000000000416
timestep_1075,0.03,0.03
timestep_1076,0.0,0.0
timestep_1077,0.0,0.0
timestep_1078,0.0,0.0
timestep_1079,0.0,0.0
timestep_1080,0.0,0.0
timestep_1081,0.0,0.0
timestep_1082,0.0,0.0
timestep_1083,0.0,0.0
timestep_1084,0.0,0.0
timestep_1085,0.0,0.0
timestep_1086,0.03,0.03
timestep_1087,0.03,0.03
timestep_1088,0.0,0.0
timestep_1089,0.0,0.0
timestep_1090,0.0,0.0
timestep_1091,0.0,0.0
timestep_1092,0.0,0.0
timestep_1093,0.0,0.0
timestep_1094,0.0,0.0
timestep_1095,0.0,0.0
timestep_1096,0.0,0.0
timestep_1097,0.0,0.0
timestep_1098,0.0,0.0
timestep_1099,0.0,0.0
timestep_1100,0.0,0.0
timestep_1101,0.0,0.0
timestep_1102,0.0,0.0
timestep_1103,0.0,0.0
timestep_1104,0.0,0.0
timestep_1105,0.0,0.0
timestep_1106,0.0,0.0
timestep_1107,0.0,0.0
timestep_1108,0.0,0.0
timestep_1109,0.0,0.0
timestep_1110,0.0,0.0
timestep_1111,0.0,0.0
timestep_1112,0.0,0.0
timestep_1113,0.0,0.0
timestep_1114,0.0,0.0
timestep_1115,0.0,0.0
timestep_1116,0.0,0.0
timestep_1117,0.0,0.0
timestep_1118,0.0,0.0
timestep_1119,0.0,0.0
timestep_1120,0.0,0.0
timestep_1121,0.0,0.0
timestep_1122,0.0,0.0
timestep_1123,0.0,0.0
timestep_1124,0.0,0.0
timestep_1125,0.0,0.0
timestep_1126,0.0,0.0
timestep_1127,0.0,0.0
timestep_1128,0.0,0.0
timestep_1129,0.0,0.0
timestep_1130,0.0,0.0
timestep_1131,0.0,0.0
timestep_1132,0.0,0.0
timestep_1133,0.0,0.0
timestep_1134,0.0,0.0
timestep_1135,0.026799999999998325,0.026799999999998325
timestep_1136,0.0,0.0
timestep_1137,0.0,0.0
timestep_1138,0.0,0.0
timestep_1139,0.0,0.0
timestep_1140,0.0,0.0
timestep_1141,0.0,0.0
timestep_1142,0.0,0.0
timestep_1143,0.0,0.0
timestep_1144,0.0,0.0
timestep_1145,0.0,0.0
timestep_1146,0.0,0.0
timestep_1147,0.0,0.0
timestep_1148,0.0,0.0
timestep_1149,0.0,0.0
timestep_1150,0.0,0.0
timestep_1151,0.0,0.0
timestep_1152,0.0,0.0
timestep_1153,0.0,0.0
timestep_1154,0.0,0.0
timestep_1155,0.0,0.0
timestep_1156,0.0,0.0
timestep_1157,0.0,0.0
timestep_1158,0.0,0.0
timestep_1159,0.0,0.0
timestep_1160,0.0,0.0
timestep_1161,0.0,0.0
timestep_1162,0.0,0.0
timestep_1163,0.0,0.0
timestep_1164,0.0,0.0
timestep_1165,0.0,0.0
timestep_1166,0.0,0.0
timestep_1167,0.0,0.0
timestep_1168,0.0,0.0
timestep_1169,0.0,0.0
timestep_1170,0.015359999999999999,0.015359999999999999
timestep_1171,0.03,0.03
timestep_1172,0.0,0.0
timestep_1173,0.0,0.0
timestep_1174,0.0,0.0
timestep_1175,0.0,0.0
timestep_1176,0.0,0.0
timestep_1177,0.0,0.0
timestep_1178,0.0,0.0
timestep_1179,0.0,0.0
timestep_1180,0.0,0.0
timestep_1181,0.0,0.0
timestep_1182,0.03,0.03
timestep_1183,0.015359999999999999,0.015359999999999999
timestep_1184,0.0,0.0
timestep_1185,0.0,0.0
timestep_1186,0.0,0.0
timestep_1187,0.0,0.0
timestep_1188,0.0,0.0
timestep_1189,0.0,0.0
timestep_1190,0.0,0.0
timestep_1191,0.0,0.0
timestep_1192,0.0,0.0
timestep_1193,0.0,0.0
timestep_1194,0.015359999999999999,0.03
timestep_1195,0.03,0.015359999999999999
timestep_1196,0.0,0.0
timestep_1197,0.0,0.0
timestep_1198,0.0,0.0
timestep_1199,0.0,0.0
timestep_1200,0.0,0.0
timestep_1201,0.0,0.0
timestep_1202,0.0,0.0
timestep_1203,0.0,0.0
timestep_1204,0.0,0.0
timestep_1205,0.0,0.0
timestep_1206,0.015359999999999999,0.015359999999999999
timestep_1207,0.03,0.03
timestep_1208,0.0,0.0
timestep_1209,0.0,0.0
timestep_1210,0.0,0.0
timestep_1211,0.0,0.0
timestep_1212,0.0,0.0
timestep_1213,0.0,0.0
timestep_1214,0.0,0.0
timestep_1215,0.0,0.0
timestep_1216,0.0,0.0
timestep_1217,0.0,0.0
timestep_1218,0.015359999999999999,0.03
timestep_1219,0.03,0.015359999999999999
timestep_1220,0.0,0.0
timestep_1221,0.0,0.0
timestep_1222,0.0,0.0
timestep_1223,0.0,0.0
timestep_1224,0.0,0.0
timestep_1225,0.0,0.0
timestep_1226,0.0,0.0
timestep_1227,0.0,0.0
timestep_1228,0.0,0.0
timestep_1229,0.0,0.0
timestep_1230,0.03,0.015359999999999999
timestep_1231,0.015359999999999999,0.03
timestep_1232,0.0,0.0
timestep_1233,0.0,0.0
timestep_1234,0.0,0.0
timestep_1235,0.0,0.0
timestep_1236,0.0,0.0
timestep_1237,0.0,0.0
timestep_1238,0.0,0.0
timestep_1239,0.0,0.0
timestep_1240,0.0,0.0
timestep_1241,0.0,0.0
timestep_1242,0.0,0.0
timestep_1243,0.0,0.0
timestep_1244,0.0,0.0
timestep_1245,0.0,0.0
timestep_1246,0.0,0.0
timestep_1247,0.0,0.0
timestep_1248,0.0,0.0
timestep_1249,0.0,0.0
timestep_1250,0.0,0.0
timestep_1251,0.0,0.0
timestep_1252,0.0,0.0
timestep_1253,0.0,0.0
timestep_1254,0.0,0.0
timestep_1255,0.0,0.0
timestep_1256,0.0,0.0
timestep_1257,0.0,0.0
timestep_1258,0.0,0.0
timestep_1259,0.0,0.0
timestep_1260,0.0,0.0
timestep_1261,0.0,0.0
timestep_1262,0.0,0.0
timestep_1263,0.015359999999999999,0.015359999999999999
timestep_1264,0.0,0.0
timestep_1265,0.0,0.0
timestep_1266,0.0,0.0
timestep_1267,0.03,0.03
timestep_1268,0.0,0.0
timestep_1269,0.0,0.0
timestep_1270,0.0,0.0
timestep_1271,0.0,0.0
timestep_1272,0.0,0.0
timestep_1273,0.0,0.0
timestep_1274,0.0,0.0
timestep_1275,0.0,0.0
timestep_1276,0.0,0.0
timestep_1277,0.0,0.0
timestep_1278,0.03,0.03
timestep_1279,0.015359999999999999,0.015359999999999999
timestep_1280,0.0,0.0
timestep_1281,0.0,0.0
timestep_1282,0.0,0.0
timestep_1283,0.0,0.0
timestep_1284,0.0,0.0
timestep_1285,0.0,0.0
timestep_1286,0.0,0.0
timestep_1287,0.0,0.0
timestep_1288,0.0,0.0
timestep_1289,0.0,0.0
timestep_1290,0.03,0.03
timestep_1291,0.015359999999999999,0.015359999999999999
timestep_1292,0.0,0.0
timestep_1293,0.0,0.0
timestep_1294,0.0,0.0
timestep_1295,0.0,0.0
timestep_1296,0.0,0.0
timestep_1297,0.0,0.0
timestep_1298,0.0,0.0
timestep_1299,0.0,0.0
timestep_1300,0.0,0.0
timestep_1301,0.0,0.0
timestep_1302,0.03,0.03
timestep_1303,0.015359999999999999,0.015359999999999999
timestep_1304,0.0,0.0
timestep_1305,0.0,0.0
timestep_1306,0.0,0.0
timestep_1307,0.0,0.0
timestep_1308,0.0,0.0
timestep_1309,0.0,0.0
timestep_1310,0.0,0.0
timestep_1311,0.0,0.0
timestep_1312,0.0,0.0
timestep_1313,0.0,0.0
timestep_1314,0.03,0.015359999999999999
timestep_1315,0.015359999999999999,0.03
timestep_1316,0.0,0.0
timestep_1317,0.0,0.0
timestep_1318,0.0,0.0
timestep_1319,0.0,0.0
timestep_1320,0.0,0.0
timestep_1321,0.0,0.0
timestep_1322,0.0,0.0
timestep_1323,0.0,0.0
timestep_1324,0.0,0.0
timestep_1325,0.0,0.0
timestep_1326,0.015359999999999999,0.015359999999999999
timestep_1327,0.03,0.03
timestep_1328,0.0,0.0
timestep_1329,0.0,0.0
timestep_1330,0.0,0.0
timestep_1331,0.0,0.0
timestep_1332,0.0,0.0
timestep_1333,0.0,0.0
timestep_1334,0.0,0.0
timestep_1335,0.0,0.0
timestep_1336,0.0,0.0
timestep_1337,0.0,0.0
timestep_1338,0.0,0.0
timestep_1339,0.0,0.0
timestep_1340,0.0,0.0
timestep_1341,0.0,0.0
timestep_1342,0.0,0.0
timestep_1343,0.0,0.0
timestep_1344,0.0,0.0
