variable,ident,value,simulation
avg_price,future_markets_paper_base_case_2013_pp_all,159.11,future_markets_paper_base_case_2013_pp_all_episode_71
min_price,future_markets_paper_base_case_2013_pp_all,-129.15,future_markets_paper_base_case_2013_pp_all_episode_71
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_71
sum_reward,future_markets_paper_base_case_2013_pp_all,1913.4,future_markets_paper_base_case_2013_pp_all_episode_72
sum_regret,future_markets_paper_base_case_2013_pp_all,5.7057e+05,future_markets_paper_base_case_2013_pp_all_episode_72
sum_profit,future_markets_paper_base_case_2013_pp_all,6.1013e+08,future_markets_paper_base_case_2013_pp_all_episode_72
avg_price,future_markets_paper_base_case_2013_pp_all,159.05,future_markets_paper_base_case_2013_pp_all_episode_72
min_price,future_markets_paper_base_case_2013_pp_all,-207.71,future_markets_paper_base_case_2013_pp_all_episode_72
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_72
sum_reward,future_markets_paper_base_case_2013_pp_all,1894.8,future_markets_paper_base_case_2013_pp_all_episode_73
sum_regret,future_markets_paper_base_case_2013_pp_all,79384,future_markets_paper_base_case_2013_pp_all_episode_73
sum_profit,future_markets_paper_base_case_2013_pp_all,5.8259e+08,future_markets_paper_base_case_2013_pp_all_episode_73
avg_price,future_markets_paper_base_case_2013_pp_all,158.16,future_markets_paper_base_case_2013_pp_all_episode_73
min_price,future_markets_paper_base_case_2013_pp_all,-267.63,future_markets_paper_base_case_2013_pp_all_episode_73
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_73
sum_reward,future_markets_paper_base_case_2013_pp_all,1909.5,future_markets_paper_base_case_2013_pp_all_episode_74
sum_regret,future_markets_paper_base_case_2013_pp_all,37702,future_markets_paper_base_case_2013_pp_all_episode_74
sum_profit,future_markets_paper_base_case_2013_pp_all,6.0963e+08,future_markets_paper_base_case_2013_pp_all_episode_74
avg_price,future_markets_paper_base_case_2013_pp_all,159.13,future_markets_paper_base_case_2013_pp_all_episode_74
min_price,future_markets_paper_base_case_2013_pp_all,-233.66,future_markets_paper_base_case_2013_pp_all_episode_74
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_74
sum_reward,future_markets_paper_base_case_2013_pp_all,1892.9,future_markets_paper_base_case_2013_pp_all_episode_75
sum_regret,future_markets_paper_base_case_2013_pp_all,7.5571e+05,future_markets_paper_base_case_2013_pp_all_episode_75
sum_profit,future_markets_paper_base_case_2013_pp_all,5.7607e+08,future_markets_paper_base_case_2013_pp_all_episode_75
avg_price,future_markets_paper_base_case_2013_pp_all,158.01,future_markets_paper_base_case_2013_pp_all_episode_75
min_price,future_markets_paper_base_case_2013_pp_all,-238.86,future_markets_paper_base_case_2013_pp_all_episode_75
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_75
sum_reward,future_markets_paper_base_case_2013_pp_all,1898.7,future_markets_paper_base_case_2013_pp_all_episode_76
sum_regret,future_markets_paper_base_case_2013_pp_all,2.8459e+05,future_markets_paper_base_case_2013_pp_all_episode_76
sum_profit,future_markets_paper_base_case_2013_pp_all,5.8678e+08,future_markets_paper_base_case_2013_pp_all_episode_76
avg_price,future_markets_paper_base_case_2013_pp_all,158.15,future_markets_paper_base_case_2013_pp_all_episode_76
min_price,future_markets_paper_base_case_2013_pp_all,-336.96,future_markets_paper_base_case_2013_pp_all_episode_76
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_76
sum_reward,future_markets_paper_base_case_2013_pp_all,1891.9,future_markets_paper_base_case_2013_pp_all_episode_77
sum_regret,future_markets_paper_base_case_2013_pp_all,1.0873e+05,future_markets_paper_base_case_2013_pp_all_episode_77
sum_profit,future_markets_paper_base_case_2013_pp_all,5.8129e+08,future_markets_paper_base_case_2013_pp_all_episode_77
avg_price,future_markets_paper_base_case_2013_pp_all,157.68,future_markets_paper_base_case_2013_pp_all_episode_77
min_price,future_markets_paper_base_case_2013_pp_all,-271.44,future_markets_paper_base_case_2013_pp_all_episode_77
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_77
sum_reward,future_markets_paper_base_case_2013_pp_all,1892.6,future_markets_paper_base_case_2013_pp_all_episode_78
sum_regret,future_markets_paper_base_case_2013_pp_all,83944,future_markets_paper_base_case_2013_pp_all_episode_78
sum_profit,future_markets_paper_base_case_2013_pp_all,5.8947e+08,future_markets_paper_base_case_2013_pp_all_episode_78
avg_price,future_markets_paper_base_case_2013_pp_all,157.87,future_markets_paper_base_case_2013_pp_all_episode_78
min_price,future_markets_paper_base_case_2013_pp_all,-291.4,future_markets_paper_base_case_2013_pp_all_episode_78
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_78
sum_reward,future_markets_paper_base_case_2013_pp_all,1906.1,future_markets_paper_base_case_2013_pp_all_episode_79
sum_regret,future_markets_paper_base_case_2013_pp_all,38286,future_markets_paper_base_case_2013_pp_all_episode_79
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9974e+08,future_markets_paper_base_case_2013_pp_all_episode_79
avg_price,future_markets_paper_base_case_2013_pp_all,158.62,future_markets_paper_base_case_2013_pp_all_episode_79
min_price,future_markets_paper_base_case_2013_pp_all,-181.84,future_markets_paper_base_case_2013_pp_all_episode_79
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_79
sum_reward,future_markets_paper_base_case_2013_pp_all,1908.4,future_markets_paper_base_case_2013_pp_all_episode_80
sum_regret,future_markets_paper_base_case_2013_pp_all,38286,future_markets_paper_base_case_2013_pp_all_episode_80
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9953e+08,future_markets_paper_base_case_2013_pp_all_episode_80
avg_price,future_markets_paper_base_case_2013_pp_all,158.92,future_markets_paper_base_case_2013_pp_all_episode_80
min_price,future_markets_paper_base_case_2013_pp_all,-239.45,future_markets_paper_base_case_2013_pp_all_episode_80
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_80
sum_reward,future_markets_paper_base_case_2013_pp_all,4067.5,future_markets_paper_base_case_2013_pp_all_eval_episode_7
sum_regret,future_markets_paper_base_case_2013_pp_all,8.741e+06,future_markets_paper_base_case_2013_pp_all_eval_episode_7
sum_profit,future_markets_paper_base_case_2013_pp_all,1.4396e+09,future_markets_paper_base_case_2013_pp_all_eval_episode_7
avg_price,future_markets_paper_base_case_2013_pp_all,155.93,future_markets_paper_base_case_2013_pp_all_eval_episode_7
min_price,future_markets_paper_base_case_2013_pp_all,-484.97,future_markets_paper_base_case_2013_pp_all_eval_episode_7
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_eval_episode_7
sum_reward,future_markets_paper_base_case_2013_pp_all,1914.7,future_markets_paper_base_case_2013_pp_all_episode_81
sum_regret,future_markets_paper_base_case_2013_pp_all,1.6447e+05,future_markets_paper_base_case_2013_pp_all_episode_81
sum_profit,future_markets_paper_base_case_2013_pp_all,6.033e+08,future_markets_paper_base_case_2013_pp_all_episode_81
avg_price,future_markets_paper_base_case_2013_pp_all,158.99,future_markets_paper_base_case_2013_pp_all_episode_81
min_price,future_markets_paper_base_case_2013_pp_all,-147.95,future_markets_paper_base_case_2013_pp_all_episode_81
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_81
sum_reward,future_markets_paper_base_case_2013_pp_all,1898.9,future_markets_paper_base_case_2013_pp_all_episode_82
sum_regret,future_markets_paper_base_case_2013_pp_all,55057,future_markets_paper_base_case_2013_pp_all_episode_82
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9265e+08,future_markets_paper_base_case_2013_pp_all_episode_82
avg_price,future_markets_paper_base_case_2013_pp_all,157.99,future_markets_paper_base_case_2013_pp_all_episode_82
min_price,future_markets_paper_base_case_2013_pp_all,-142.68,future_markets_paper_base_case_2013_pp_all_episode_82
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_82
sum_reward,future_markets_paper_base_case_2013_pp_all,1916.7,future_markets_paper_base_case_2013_pp_all_episode_83
sum_regret,future_markets_paper_base_case_2013_pp_all,94051,future_markets_paper_base_case_2013_pp_all_episode_83
sum_profit,future_markets_paper_base_case_2013_pp_all,6.1063e+08,future_markets_paper_base_case_2013_pp_all_episode_83
avg_price,future_markets_paper_base_case_2013_pp_all,159.19,future_markets_paper_base_case_2013_pp_all_episode_83
min_price,future_markets_paper_base_case_2013_pp_all,-108.75,future_markets_paper_base_case_2013_pp_all_episode_83
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_83
sum_reward,future_markets_paper_base_case_2013_pp_all,1904.6,future_markets_paper_base_case_2013_pp_all_episode_84
sum_regret,future_markets_paper_base_case_2013_pp_all,3.3262e+05,future_markets_paper_base_case_2013_pp_all_episode_84
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9199e+08,future_markets_paper_base_case_2013_pp_all_episode_84
avg_price,future_markets_paper_base_case_2013_pp_all,158.68,future_markets_paper_base_case_2013_pp_all_episode_84
min_price,future_markets_paper_base_case_2013_pp_all,-232.29,future_markets_paper_base_case_2013_pp_all_episode_84
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_84
sum_reward,future_markets_paper_base_case_2013_pp_all,1891.9,future_markets_paper_base_case_2013_pp_all_episode_85
sum_regret,future_markets_paper_base_case_2013_pp_all,1.2308e+05,future_markets_paper_base_case_2013_pp_all_episode_85
sum_profit,future_markets_paper_base_case_2013_pp_all,5.6969e+08,future_markets_paper_base_case_2013_pp_all_episode_85
avg_price,future_markets_paper_base_case_2013_pp_all,157.65,future_markets_paper_base_case_2013_pp_all_episode_85
min_price,future_markets_paper_base_case_2013_pp_all,-275.79,future_markets_paper_base_case_2013_pp_all_episode_85
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_85
sum_reward,future_markets_paper_base_case_2013_pp_all,1905,future_markets_paper_base_case_2013_pp_all_episode_86
sum_regret,future_markets_paper_base_case_2013_pp_all,38286,future_markets_paper_base_case_2013_pp_all_episode_86
sum_profit,future_markets_paper_base_case_2013_pp_all,5.966e+08,future_markets_paper_base_case_2013_pp_all_episode_86
avg_price,future_markets_paper_base_case_2013_pp_all,158.55,future_markets_paper_base_case_2013_pp_all_episode_86
min_price,future_markets_paper_base_case_2013_pp_all,-246.32,future_markets_paper_base_case_2013_pp_all_episode_86
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_86
sum_reward,future_markets_paper_base_case_2013_pp_all,1903.8,future_markets_paper_base_case_2013_pp_all_episode_87
sum_regret,future_markets_paper_base_case_2013_pp_all,56241,future_markets_paper_base_case_2013_pp_all_episode_87
sum_profit,future_markets_paper_base_case_2013_pp_all,5.8563e+08,future_markets_paper_base_case_2013_pp_all_episode_87
avg_price,future_markets_paper_base_case_2013_pp_all,159.35,future_markets_paper_base_case_2013_pp_all_episode_87
min_price,future_markets_paper_base_case_2013_pp_all,-256.85,future_markets_paper_base_case_2013_pp_all_episode_87
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_87
sum_reward,future_markets_paper_base_case_2013_pp_all,1903.1,future_markets_paper_base_case_2013_pp_all_episode_88
sum_regret,future_markets_paper_base_case_2013_pp_all,38286,future_markets_paper_base_case_2013_pp_all_episode_88
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9212e+08,future_markets_paper_base_case_2013_pp_all_episode_88
avg_price,future_markets_paper_base_case_2013_pp_all,158.37,future_markets_paper_base_case_2013_pp_all_episode_88
min_price,future_markets_paper_base_case_2013_pp_all,-237.19,future_markets_paper_base_case_2013_pp_all_episode_88
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_88
sum_reward,future_markets_paper_base_case_2013_pp_all,1900.6,future_markets_paper_base_case_2013_pp_all_episode_89
sum_regret,future_markets_paper_base_case_2013_pp_all,2.0101e+05,future_markets_paper_base_case_2013_pp_all_episode_89
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9282e+08,future_markets_paper_base_case_2013_pp_all_episode_89
avg_price,future_markets_paper_base_case_2013_pp_all,159.21,future_markets_paper_base_case_2013_pp_all_episode_89
min_price,future_markets_paper_base_case_2013_pp_all,-242.86,future_markets_paper_base_case_2013_pp_all_episode_89
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_89
sum_reward,future_markets_paper_base_case_2013_pp_all,1905.7,future_markets_paper_base_case_2013_pp_all_episode_90
sum_regret,future_markets_paper_base_case_2013_pp_all,1.3947e+05,future_markets_paper_base_case_2013_pp_all_episode_90
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9139e+08,future_markets_paper_base_case_2013_pp_all_episode_90
avg_price,future_markets_paper_base_case_2013_pp_all,159.57,future_markets_paper_base_case_2013_pp_all_episode_90
min_price,future_markets_paper_base_case_2013_pp_all,-230.02,future_markets_paper_base_case_2013_pp_all_episode_90
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_90
sum_reward,future_markets_paper_base_case_2013_pp_all,4071.9,future_markets_paper_base_case_2013_pp_all_eval_episode_8
sum_regret,future_markets_paper_base_case_2013_pp_all,8.4978e+06,future_markets_paper_base_case_2013_pp_all_eval_episode_8
sum_profit,future_markets_paper_base_case_2013_pp_all,1.4477e+09,future_markets_paper_base_case_2013_pp_all_eval_episode_8
avg_price,future_markets_paper_base_case_2013_pp_all,157.35,future_markets_paper_base_case_2013_pp_all_eval_episode_8
min_price,future_markets_paper_base_case_2013_pp_all,-472.07,future_markets_paper_base_case_2013_pp_all_eval_episode_8
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_eval_episode_8
sum_reward,future_markets_paper_base_case_2013_pp_all,1898.9,future_markets_paper_base_case_2013_pp_all_episode_91
sum_regret,future_markets_paper_base_case_2013_pp_all,35282,future_markets_paper_base_case_2013_pp_all_episode_91
sum_profit,future_markets_paper_base_case_2013_pp_all,5.867e+08,future_markets_paper_base_case_2013_pp_all_episode_91
avg_price,future_markets_paper_base_case_2013_pp_all,158.87,future_markets_paper_base_case_2013_pp_all_episode_91
min_price,future_markets_paper_base_case_2013_pp_all,-218.86,future_markets_paper_base_case_2013_pp_all_episode_91
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_91
sum_reward,future_markets_paper_base_case_2013_pp_all,1916.5,future_markets_paper_base_case_2013_pp_all_episode_92
sum_regret,future_markets_paper_base_case_2013_pp_all,61180,future_markets_paper_base_case_2013_pp_all_episode_92
sum_profit,future_markets_paper_base_case_2013_pp_all,6.1315e+08,future_markets_paper_base_case_2013_pp_all_episode_92
avg_price,future_markets_paper_base_case_2013_pp_all,159.17,future_markets_paper_base_case_2013_pp_all_episode_92
min_price,future_markets_paper_base_case_2013_pp_all,-145.93,future_markets_paper_base_case_2013_pp_all_episode_92
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_92
sum_reward,future_markets_paper_base_case_2013_pp_all,1902.4,future_markets_paper_base_case_2013_pp_all_episode_93
sum_regret,future_markets_paper_base_case_2013_pp_all,77053,future_markets_paper_base_case_2013_pp_all_episode_93
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9731e+08,future_markets_paper_base_case_2013_pp_all_episode_93
avg_price,future_markets_paper_base_case_2013_pp_all,158.54,future_markets_paper_base_case_2013_pp_all_episode_93
min_price,future_markets_paper_base_case_2013_pp_all,-221.04,future_markets_paper_base_case_2013_pp_all_episode_93
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_93
sum_reward,future_markets_paper_base_case_2013_pp_all,1894.9,future_markets_paper_base_case_2013_pp_all_episode_94
sum_regret,future_markets_paper_base_case_2013_pp_all,5.6018e+05,future_markets_paper_base_case_2013_pp_all_episode_94
sum_profit,future_markets_paper_base_case_2013_pp_all,5.6492e+08,future_markets_paper_base_case_2013_pp_all_episode_94
avg_price,future_markets_paper_base_case_2013_pp_all,158.48,future_markets_paper_base_case_2013_pp_all_episode_94
min_price,future_markets_paper_base_case_2013_pp_all,-263.7,future_markets_paper_base_case_2013_pp_all_episode_94
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_94
sum_reward,future_markets_paper_base_case_2013_pp_all,1910.1,future_markets_paper_base_case_2013_pp_all_episode_95
sum_regret,future_markets_paper_base_case_2013_pp_all,1.0512e+05,future_markets_paper_base_case_2013_pp_all_episode_95
sum_profit,future_markets_paper_base_case_2013_pp_all,6.1008e+08,future_markets_paper_base_case_2013_pp_all_episode_95
avg_price,future_markets_paper_base_case_2013_pp_all,158.84,future_markets_paper_base_case_2013_pp_all_episode_95
min_price,future_markets_paper_base_case_2013_pp_all,-154.63,future_markets_paper_base_case_2013_pp_all_episode_95
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_95
sum_reward,future_markets_paper_base_case_2013_pp_all,1921.7,future_markets_paper_base_case_2013_pp_all_episode_96
sum_regret,future_markets_paper_base_case_2013_pp_all,74474,future_markets_paper_base_case_2013_pp_all_episode_96
sum_profit,future_markets_paper_base_case_2013_pp_all,6.0971e+08,future_markets_paper_base_case_2013_pp_all_episode_96
avg_price,future_markets_paper_base_case_2013_pp_all,159.45,future_markets_paper_base_case_2013_pp_all_episode_96
min_price,future_markets_paper_base_case_2013_pp_all,-201.18,future_markets_paper_base_case_2013_pp_all_episode_96
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_96
sum_reward,future_markets_paper_base_case_2013_pp_all,1899.7,future_markets_paper_base_case_2013_pp_all_episode_97
sum_regret,future_markets_paper_base_case_2013_pp_all,1.5937e+05,future_markets_paper_base_case_2013_pp_all_episode_97
sum_profit,future_markets_paper_base_case_2013_pp_all,5.8727e+08,future_markets_paper_base_case_2013_pp_all_episode_97
avg_price,future_markets_paper_base_case_2013_pp_all,158.34,future_markets_paper_base_case_2013_pp_all_episode_97
min_price,future_markets_paper_base_case_2013_pp_all,-247.84,future_markets_paper_base_case_2013_pp_all_episode_97
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_97
sum_reward,future_markets_paper_base_case_2013_pp_all,1885.3,future_markets_paper_base_case_2013_pp_all_episode_98
sum_regret,future_markets_paper_base_case_2013_pp_all,2.7672e+05,future_markets_paper_base_case_2013_pp_all_episode_98
sum_profit,future_markets_paper_base_case_2013_pp_all,5.6084e+08,future_markets_paper_base_case_2013_pp_all_episode_98
avg_price,future_markets_paper_base_case_2013_pp_all,157.82,future_markets_paper_base_case_2013_pp_all_episode_98
min_price,future_markets_paper_base_case_2013_pp_all,-327.9,future_markets_paper_base_case_2013_pp_all_episode_98
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_98
sum_reward,future_markets_paper_base_case_2013_pp_all,1903.5,future_markets_paper_base_case_2013_pp_all_episode_99
sum_regret,future_markets_paper_base_case_2013_pp_all,2.037e+05,future_markets_paper_base_case_2013_pp_all_episode_99
sum_profit,future_markets_paper_base_case_2013_pp_all,5.958e+08,future_markets_paper_base_case_2013_pp_all_episode_99
avg_price,future_markets_paper_base_case_2013_pp_all,158.53,future_markets_paper_base_case_2013_pp_all_episode_99
min_price,future_markets_paper_base_case_2013_pp_all,-89.599,future_markets_paper_base_case_2013_pp_all_episode_99
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_99
sum_reward,future_markets_paper_base_case_2013_pp_all,1903,future_markets_paper_base_case_2013_pp_all_episode_100
sum_regret,future_markets_paper_base_case_2013_pp_all,1.5159e+05,future_markets_paper_base_case_2013_pp_all_episode_100
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9602e+08,future_markets_paper_base_case_2013_pp_all_episode_100
avg_price,future_markets_paper_base_case_2013_pp_all,158.46,future_markets_paper_base_case_2013_pp_all_episode_100
min_price,future_markets_paper_base_case_2013_pp_all,-238.91,future_markets_paper_base_case_2013_pp_all_episode_100
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_100
sum_reward,future_markets_paper_base_case_2013_pp_all,4089.9,future_markets_paper_base_case_2013_pp_all_eval_episode_9
sum_regret,future_markets_paper_base_case_2013_pp_all,1.046e+07,future_markets_paper_base_case_2013_pp_all_eval_episode_9
sum_profit,future_markets_paper_base_case_2013_pp_all,1.4558e+09,future_markets_paper_base_case_2013_pp_all_eval_episode_9
avg_price,future_markets_paper_base_case_2013_pp_all,157.43,future_markets_paper_base_case_2013_pp_all_eval_episode_9
min_price,future_markets_paper_base_case_2013_pp_all,-454.81,future_markets_paper_base_case_2013_pp_all_eval_episode_9
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_eval_episode_9
sum_reward,future_markets_paper_base_case_2013_pp_all,1893.6,future_markets_paper_base_case_2013_pp_all_episode_101
sum_regret,future_markets_paper_base_case_2013_pp_all,96409,future_markets_paper_base_case_2013_pp_all_episode_101
sum_profit,future_markets_paper_base_case_2013_pp_all,5.8336e+08,future_markets_paper_base_case_2013_pp_all_episode_101
avg_price,future_markets_paper_base_case_2013_pp_all,157.55,future_markets_paper_base_case_2013_pp_all_episode_101
min_price,future_markets_paper_base_case_2013_pp_all,-145.49,future_markets_paper_base_case_2013_pp_all_episode_101
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_101
sum_reward,future_markets_paper_base_case_2013_pp_all,1897.3,future_markets_paper_base_case_2013_pp_all_episode_102
sum_regret,future_markets_paper_base_case_2013_pp_all,1.1757e+05,future_markets_paper_base_case_2013_pp_all_episode_102
sum_profit,future_markets_paper_base_case_2013_pp_all,5.8617e+08,future_markets_paper_base_case_2013_pp_all_episode_102
avg_price,future_markets_paper_base_case_2013_pp_all,158.68,future_markets_paper_base_case_2013_pp_all_episode_102
min_price,future_markets_paper_base_case_2013_pp_all,-264.3,future_markets_paper_base_case_2013_pp_all_episode_102
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_102
sum_reward,future_markets_paper_base_case_2013_pp_all,1898.9,future_markets_paper_base_case_2013_pp_all_episode_103
sum_regret,future_markets_paper_base_case_2013_pp_all,38286,future_markets_paper_base_case_2013_pp_all_episode_103
sum_profit,future_markets_paper_base_case_2013_pp_all,5.873e+08,future_markets_paper_base_case_2013_pp_all_episode_103
avg_price,future_markets_paper_base_case_2013_pp_all,158.08,future_markets_paper_base_case_2013_pp_all_episode_103
min_price,future_markets_paper_base_case_2013_pp_all,-227.95,future_markets_paper_base_case_2013_pp_all_episode_103
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_103
sum_reward,future_markets_paper_base_case_2013_pp_all,1922,future_markets_paper_base_case_2013_pp_all_episode_104
sum_regret,future_markets_paper_base_case_2013_pp_all,3.7563e+05,future_markets_paper_base_case_2013_pp_all_episode_104
sum_profit,future_markets_paper_base_case_2013_pp_all,6.2268e+08,future_markets_paper_base_case_2013_pp_all_episode_104
avg_price,future_markets_paper_base_case_2013_pp_all,160.07,future_markets_paper_base_case_2013_pp_all_episode_104
min_price,future_markets_paper_base_case_2013_pp_all,-278.48,future_markets_paper_base_case_2013_pp_all_episode_104
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_104
sum_reward,future_markets_paper_base_case_2013_pp_all,1901.3,future_markets_paper_base_case_2013_pp_all_episode_105
sum_regret,future_markets_paper_base_case_2013_pp_all,3.6635e+05,future_markets_paper_base_case_2013_pp_all_episode_105
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9307e+08,future_markets_paper_base_case_2013_pp_all_episode_105
avg_price,future_markets_paper_base_case_2013_pp_all,158.43,future_markets_paper_base_case_2013_pp_all_episode_105
min_price,future_markets_paper_base_case_2013_pp_all,-197.68,future_markets_paper_base_case_2013_pp_all_episode_105
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_105
sum_reward,future_markets_paper_base_case_2013_pp_all,1910.2,future_markets_paper_base_case_2013_pp_all_episode_106
sum_regret,future_markets_paper_base_case_2013_pp_all,41681,future_markets_paper_base_case_2013_pp_all_episode_106
sum_profit,future_markets_paper_base_case_2013_pp_all,6.0311e+08,future_markets_paper_base_case_2013_pp_all_episode_106
avg_price,future_markets_paper_base_case_2013_pp_all,158.65,future_markets_paper_base_case_2013_pp_all_episode_106
min_price,future_markets_paper_base_case_2013_pp_all,-94.008,future_markets_paper_base_case_2013_pp_all_episode_106
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_106
sum_reward,future_markets_paper_base_case_2013_pp_all,1909.1,future_markets_paper_base_case_2013_pp_all_episode_107
sum_regret,future_markets_paper_base_case_2013_pp_all,6.1378e+05,future_markets_paper_base_case_2013_pp_all_episode_107
sum_profit,future_markets_paper_base_case_2013_pp_all,6.0564e+08,future_markets_paper_base_case_2013_pp_all_episode_107
avg_price,future_markets_paper_base_case_2013_pp_all,158.96,future_markets_paper_base_case_2013_pp_all_episode_107
min_price,future_markets_paper_base_case_2013_pp_all,-93.004,future_markets_paper_base_case_2013_pp_all_episode_107
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_107
sum_reward,future_markets_paper_base_case_2013_pp_all,1915.3,future_markets_paper_base_case_2013_pp_all_episode_108
sum_regret,future_markets_paper_base_case_2013_pp_all,49426,future_markets_paper_base_case_2013_pp_all_episode_108
sum_profit,future_markets_paper_base_case_2013_pp_all,6.1156e+08,future_markets_paper_base_case_2013_pp_all_episode_108
avg_price,future_markets_paper_base_case_2013_pp_all,158.88,future_markets_paper_base_case_2013_pp_all_episode_108
min_price,future_markets_paper_base_case_2013_pp_all,-19.717,future_markets_paper_base_case_2013_pp_all_episode_108
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_108
sum_reward,future_markets_paper_base_case_2013_pp_all,1900.9,future_markets_paper_base_case_2013_pp_all_episode_109
sum_regret,future_markets_paper_base_case_2013_pp_all,4.5131e+05,future_markets_paper_base_case_2013_pp_all_episode_109
sum_profit,future_markets_paper_base_case_2013_pp_all,5.9536e+08,future_markets_paper_base_case_2013_pp_all_episode_109
avg_price,future_markets_paper_base_case_2013_pp_all,158.51,future_markets_paper_base_case_2013_pp_all_episode_109
min_price,future_markets_paper_base_case_2013_pp_all,-211.19,future_markets_paper_base_case_2013_pp_all_episode_109
max_price,future_markets_paper_base_case_2013_pp_all,3000,future_markets_paper_base_case_2013_pp_all_episode_109
sum_reward,future_markets_paper_base_case_2013_pp_all,1887.3,future_markets_paper_base_case_2013_pp_all_episode_110
sum_regret,future_markets_paper_base_case_2013_pp_all,12351,future_markets_paper_base_case_2013_pp_all_episode_110
sum_profit,future_markets_paper_base_case_2013_pp_all,5.7579e+08,future_markets_paper_base_case_2013_pp_all_episode_110
