,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
52,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682,0.43682
53,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786,0.43786
54,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154,0.45154
55,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853,0.48853
56,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761,0.51761
57,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906,0.53906
58,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923,0.55923
59,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231,0.55231
60,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853
61,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406,0.51406
62,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115,0.51115
63,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271,0.51271
64,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049,0.53049
65,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924,0.56924
66,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984,0.56984
67,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276,0.54276
68,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579,0.52579
69,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072,0.52072
70,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246,0.49246
71,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476
72,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772,0.45772
73,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302,0.45302
74,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414,0.46414
75,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122,0.48122
76,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705,0.51705
77,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358,0.59358
78,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558,0.64558
79,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993,0.67993
80,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134,0.69134
81,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969,0.69969
82,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292,0.71292
83,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025,0.70025
84,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708,0.68708
85,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526,0.67526
86,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202,0.67202
87,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132
88,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261,0.67261
89,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169,0.70169
90,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959,0.69959
91,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623,0.65623
92,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917,0.61917
93,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082,0.59082
94,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054,0.55054
95,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218,0.5218
96,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818,0.50818
97,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052,0.50052
98,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462,0.50462
99,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692,0.51692
100,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516,0.5516
101,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676,0.61676
102,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581,0.66581
103,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487,0.69487
104,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346,0.70346
105,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323,0.71323
106,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966,0.71966
