variable,ident,value,simulation
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.9589e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_128
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.61,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_128
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-165.55,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_128
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_128
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1881,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_129
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.7496e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_129
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.5818e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_129
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,156.86,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_129
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-211.19,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_129
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_129
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1877,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_130
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,51341,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_130
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.625e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_130
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.14,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_130
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-353.29,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_130
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_130
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2954.7,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_12
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.4627e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_12
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-6.6942e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_12
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,156.59,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_12
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-484.42,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_12
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_12
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1905.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_131
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,9715.6,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_131
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,6.0738e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_131
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.65,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_131
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-216.89,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_131
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_131
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1886.3,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_132
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_132
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.7434e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_132
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.68,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_132
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-282.73,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_132
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_132
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1893.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_133
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,96672,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_133
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8327e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_133
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.55,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_133
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-176.54,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_133
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_133
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1897.5,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_134
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,2.9135e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_134
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.9023e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_134
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_134
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-237.26,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_134
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_134
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1880.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_135
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_135
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.6916e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_135
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.5,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_135
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-250.25,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_135
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_135
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1906.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_136
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.1381e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_136
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,6.0546e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_136
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.78,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_136
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-228,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_136
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_136
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1892.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_137
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,6.4828e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_137
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8247e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_137
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.92,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_137
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-275.12,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_137
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_137
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1892.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_138
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.9636e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_138
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8491e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_138
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.35,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_138
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-216.88,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_138
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_138
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1886,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_139
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,46255,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_139
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.7863e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_139
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.53,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_139
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-261.32,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_139
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_139
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1891.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_140
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,32011,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_140
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.7528e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_140
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.69,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_140
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-347.47,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_140
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_140
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2868.7,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_13
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,5.2773e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_13
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-7.2102e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_13
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,156.92,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_13
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-465.65,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_13
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_13
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1894.6,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_141
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,57436,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_141
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.9168e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_141
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.97,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_141
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-219.26,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_141
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_141
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1880.2,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_142
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,17633,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_142
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.6611e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_142
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,156.83,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_142
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-245,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_142
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_142
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1918.9,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_143
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,6732.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_143
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,6.2603e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_143
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,159.47,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_143
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-52.665,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_143
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_143
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1900.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_144
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_144
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8859e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_144
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.19,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_144
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-241.96,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_144
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_144
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1894,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_145
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,2.8117e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_145
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8057e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_145
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.45,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_145
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-256.69,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_145
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_145
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1888,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_146
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_146
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8188e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_146
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.56,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_146
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-279.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_146
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_146
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1884,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_147
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,16446,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_147
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.6948e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_147
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_147
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-226.68,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_147
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_147
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1893.7,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_148
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,22226,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_148
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8453e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_148
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.55,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_148
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-181,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_148
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_148
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1913.8,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_149
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,50561,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_149
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.744e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_149
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,159.28,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_149
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-273.03,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_149
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_149
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1912.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_150
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_150
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,6.0976e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_150
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.85,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_150
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-102.78,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_150
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_150
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2859.6,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_14
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,2.2882e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_14
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-8.3884e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_14
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.34,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_14
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-231.77,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_14
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_14
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1908.9,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_151
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,3.1446e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_151
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.9285e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_151
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.69,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_151
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-335.33,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_151
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_151
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1913.2,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_152
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,5.516e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_152
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,6.1067e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_152
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,159.17,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_152
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-381.07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_152
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_152
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1899.8,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_153
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_153
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8228e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_153
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.56,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_153
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-284.87,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_153
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_153
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1910,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_154
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.5168e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_154
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,6.0735e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_154
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.69,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_154
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-183.89,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_154
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_154
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1920.8,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_155
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_155
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,6.169e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_155
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.98,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_155
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.1114,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_155
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_155
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1907.7,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_156
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_156
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.9864e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_156
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.15,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_156
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-207.46,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_156
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_156
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1900.2,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_157
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.156e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_157
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.8501e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_157
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.53,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_157
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-226.13,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_157
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_157
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1902.5,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_158
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1134,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_158
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,5.9002e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_158
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,157.77,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_158
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-193.77,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_158
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_158
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1909.9,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_159
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,2.2529e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_159
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,6.0998e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_159
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,158.6,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_159
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-46.247,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_159
