EV_ID,Time_Step,Availability,Status,Assigned_Station,Charge_Power_kW,Discharge_Power_kW,Usage_Power_kW,SOC_kWh,SOC_Percentage,Max_Capacity_kWh,Net_Power_kW
electric_vehicle_1,0,1,Charging,charging_station_1,0.09,0.0,0.0,0.09,44.99999999999999,0.2,0.09
electric_vehicle_1,1,1,Charging,charging_station_2,0.06,0.0,0.0,0.15,74.99999999999999,0.2,0.06
electric_vehicle_1,2,1,Charging,charging_station_1,0.03,0.0,0.0,0.18,89.99999999999999,0.2,0.03
electric_vehicle_1,3,1,Charging,charging_station_1,0.0,0.019999999999999962,0.0,0.16000000000000003,80.00000000000001,0.2,-0.019999999999999962
electric_vehicle_1,4,1,Charging,charging_station_1,0.0,0.03666666666666664,0.0,0.12333333333333336,61.66666666666668,0.2,-0.03666666666666664
electric_vehicle_1,5,1,Charging,charging_station_1,0.0,0.026666666666666672,0.0,0.09666666666666669,48.33333333333334,0.2,-0.026666666666666672
electric_vehicle_1,6,1,Charging,charging_station_1,0.0,0.016666666666666666,0.0,0.08000000000000002,40.00000000000001,0.2,-0.016666666666666666
electric_vehicle_1,7,1,Charging,charging_station_2,0.03,0.0,0.0,0.11000000000000001,55.00000000000001,0.2,0.03
electric_vehicle_1,8,1,Charging,charging_station_2,0.06,0.0,0.0,0.17,85.0,0.2,0.06
electric_vehicle_1,9,1,Charging,charging_station_1,0.03,0.0,0.0,0.2,100.0,0.2,0.03
electric_vehicle_1,10,1,Charging,charging_station_1,0.0,0.009759999999998261,0.0,0.19024000000000174,95.12000000000087,0.2,-0.009759999999998261
electric_vehicle_1,11,1,Charging,charging_station_2,0.0,0.03975999999999826,0.0,0.15048000000000347,75.24000000000173,0.2,-0.03975999999999826
electric_vehicle_1,12,1,Charging,charging_station_2,0.0,0.05487999999999875,0.0,0.09560000000000472,47.800000000002356,0.2,-0.05487999999999875
electric_vehicle_1,13,1,Charging,charging_station_2,0.0,0.05512000000000121,0.0,0.04048000000000351,20.240000000001757,0.2,-0.05512000000000121
electric_vehicle_1,14,1,Charging,charging_station_2,0.0,0.02512000000000121,0.0,0.015360000000002302,7.680000000001151,0.2,-0.02512000000000121
electric_vehicle_1,15,1,Charging,charging_station_1,0.0,0.010000000000000661,0.0,0.005360000000001641,2.6800000000008204,0.2,-0.010000000000000661
electric_vehicle_1,16,1,Charging,charging_station_2,0.03,0.0,0.0,0.03536000000000164,17.68000000000082,0.2,0.03
electric_vehicle_1,17,1,Charging,charging_station_2,0.06,0.0,0.0,0.09536000000000164,47.68000000000082,0.2,0.06
electric_vehicle_1,18,1,Charging,charging_station_1,0.060000000000000005,0.0,0.0,0.15536000000000164,77.68000000000082,0.2,0.060000000000000005
electric_vehicle_1,19,1,Charging,charging_station_2,0.03,0.0,0.0,0.18536000000000163,92.68000000000082,0.2,0.03
electric_vehicle_1,20,0,Driving,,0.0,0.0,0.004679999999999999,0.18068000000000164,90.34000000000081,0.2,-0.004679999999999999
electric_vehicle_1,21,0,Driving,,0.0,0.0,0.0048,0.17588000000000165,87.94000000000082,0.2,-0.0048
electric_vehicle_1,22,0,Driving,,0.0,0.0,0.00456,0.17132000000000164,85.6600000000008,0.2,-0.00456
electric_vehicle_1,23,0,Driving,,0.0,0.0,0.004079999999999999,0.16724000000000167,83.62000000000083,0.2,-0.004079999999999999
electric_vehicle_1,24,0,Driving,,0.0,0.0,0.0037199999999999998,0.16352000000000166,81.76000000000083,0.2,-0.0037199999999999998
electric_vehicle_1,25,0,Driving,,0.0,0.0,0.004919999999999999,0.15860000000000166,79.30000000000082,0.2,-0.004919999999999999
electric_vehicle_1,26,0,Driving,,0.0,0.0,0.004919999999999999,0.15368000000000165,76.84000000000081,0.2,-0.004919999999999999
electric_vehicle_1,27,0,Driving,,0.0,0.0,0.004919999999999999,0.14876000000000164,74.3800000000008,0.2,-0.004919999999999999
electric_vehicle_1,28,0,Driving,,0.0,0.0,0.004679999999999999,0.14408000000000165,72.04000000000083,0.2,-0.004679999999999999
