variable,ident,value,simulation
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,6.1063e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_51
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,159.51,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_51
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-257.56,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_51
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_51
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1908.8,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_52
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,1.7887e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_52
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,6.0405e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_52
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.89,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_52
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-218.98,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_52
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_52
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1924.2,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_53
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,602.87,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_53
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,6.2955e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_53
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,159.67,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_53
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-42.742,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_53
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_53
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1900.5,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_54
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,24869,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_54
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8984e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_54
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.01,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_54
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-159.83,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_54
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_54
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1917.6,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_55
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,3.5779e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_55
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.984e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_55
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.97,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_55
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-266.37,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_55
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_55
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1909.4,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_56
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,6.0527e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_56
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.9492e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_56
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.49,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_56
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-247.51,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_56
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_56
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1908.6,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_57
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,0,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_57
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8965e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_57
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.6,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_57
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-274.43,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_57
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_57
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1897.4,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_58
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,2.1835e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_58
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.6911e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_58
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_58
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-306.98,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_58
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_58
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1883,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_59
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,71867,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_59
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.6139e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_59
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.19,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_59
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-249.32,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_59
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_59
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1880.7,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_60
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,0,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_60
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.5513e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_60
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,156.88,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_60
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-296.31,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_60
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_60
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,6259,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_5
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,2.2576e+07,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_5
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,2.2917e+09,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_5
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.75,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_5
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-486.03,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_5
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_5
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1897.8,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_61
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,1.2834e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_61
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8824e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_61
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.34,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_61
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-257.95,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_61
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_61
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1887.6,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_62
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,6.4408e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_62
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.6328e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_62
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.99,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_62
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-317.06,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_62
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_62
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1915.6,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_63
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,0,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_63
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.7484e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_63
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,160.12,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_63
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-323.42,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_63
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_63
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1895,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_64
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,60711,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_64
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8443e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_64
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.73,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_64
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-238.57,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_64
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_64
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1919.7,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_65
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,1.6845e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_65
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,6.0987e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_65
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,160.06,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_65
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-331.76,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_65
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_65
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1889.3,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_66
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,1.4096e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_66
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8153e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_66
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.95,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_66
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-237.3,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_66
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_66
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1899.8,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_67
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,2.0684e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_67
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.9724e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_67
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.35,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_67
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-192.62,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_67
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_67
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1897.3,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_68
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,56357,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_68
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8752e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_68
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.73,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_68
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-178.45,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_68
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_68
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1898.4,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_69
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,7.7653e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_69
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8196e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_69
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.02,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_69
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-232.61,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_69
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_69
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1924.8,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_70
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,2.3608e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_70
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8866e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_70
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,160.14,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_70
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-178.62,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_70
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_70
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,6281.7,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_6
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,1.7601e+07,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_6
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,2.3422e+09,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_6
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.36,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_6
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-480.62,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_6
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_6
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1900.6,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_71
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,0,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_71
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8686e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_71
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.88,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_71
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-134.52,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_71
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_71
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1893.8,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_72
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,16039,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_72
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8288e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_72
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.6,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_72
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-199.83,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_72
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_72
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1887.4,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_73
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,0,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_73
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.704e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_73
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.32,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_73
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-254.02,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_73
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_73
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1893.2,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_74
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,53046,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_74
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.8597e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_74
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.89,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_74
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-232.2,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_74
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_74
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1911.7,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_75
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,0,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_75
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,6.1369e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_75
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,159.27,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_75
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-154.06,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_75
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_75
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1900.5,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_76
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,98574,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_76
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.96e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_76
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.48,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_76
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-264.16,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_76
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_76
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1898.4,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_77
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,40378,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_77
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.9753e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_77
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.48,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_77
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-348.16,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_77
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_77
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1912.3,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_78
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,62247,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_78
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,6.0798e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_78
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,159.01,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_78
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-224.51,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_78
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_78
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1897.4,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_79
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,72078,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_79
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.9699e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_79
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.27,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_79
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-276.05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_79
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_79
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1899.6,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_80
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,5424.7,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_80
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.9385e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_80
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_80
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-168.75,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_80
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_80
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,6263.6,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_7
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,2.2372e+07,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_7
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,2.3359e+09,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_7
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,156.57,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_7
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-476.98,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_7
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_eval_episode_7
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1898.3,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_81
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,2.0262e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_81
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,5.9019e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_81
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,157.89,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_81
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-202.21,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_81
max_price,future_markets_paper_base_case_2013_pp_all_kurz_43,3000,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_81
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_43,1909.8,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_82
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_43,1.0079e+05,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_82
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_43,6.0608e+08,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_82
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_43,158.54,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_82
min_price,future_markets_paper_base_case_2013_pp_all_kurz_43,-106.65,future_markets_paper_base_case_2013_pp_all_kurz_43_episode_82
