,import_DE,export_DE
811,332.0,10533.0
812,691.0,11066.0
813,691.0,11066.0
814,691.0,11066.0
815,691.0,11066.0
816,333.0,11259.0
817,333.0,11259.0
818,333.0,11259.0
819,333.0,11259.0
820,872.0,11725.0
821,872.0,11725.0
822,872.0,11725.0
823,872.0,11725.0
824,1050.0,11652.0
825,1050.0,11652.0
826,1050.0,11652.0
827,1050.0,11652.0
828,727.0,11115.0
829,727.0,11115.0
830,727.0,11115.0
831,727.0,11115.0
832,557.0,11842.0
833,557.0,11842.0
834,557.0,11842.0
835,557.0,11842.0
836,601.0,10133.0
837,601.0,10133.0
838,601.0,10133.0
839,601.0,10133.0
840,242.0,10971.0
841,242.0,10971.0
842,242.0,10971.0
843,242.0,10971.0
844,316.0,10615.0
845,316.0,10615.0
846,316.0,10615.0
847,316.0,10615.0
848,295.0,12315.0
849,295.0,12315.0
850,295.0,12315.0
851,295.0,12315.0
852,446.0,12658.0
853,446.0,12658.0
854,446.0,12658.0
855,446.0,12658.0
856,559.0,11547.0
857,559.0,11547.0
858,559.0,11547.0
859,559.0,11547.0
860,782.0,11984.0
861,782.0,11984.0
862,782.0,11984.0
863,782.0,11984.0
864,1144.0,10059.0
865,1144.0,10059.0
866,1144.0,10059.0
867,1144.0,10059.0
868,1027.0,11345.0
869,1027.0,11345.0
870,1027.0,11345.0
871,1027.0,11345.0
872,1410.0,10581.0
873,1410.0,10581.0
874,1410.0,10581.0
875,1410.0,10581.0
876,1100.0,10753.0
877,1100.0,10753.0
878,1100.0,10753.0
879,1100.0,10753.0
880,1122.0,11085.0
881,1122.0,11085.0
882,1122.0,11085.0
883,1122.0,11085.0
884,1232.0,10632.0
885,1232.0,10632.0
886,1232.0,10632.0
887,1232.0,10632.0
888,1109.0,8197.0
889,1109.0,8197.0
890,1109.0,8197.0
891,1109.0,8197.0
892,2200.0,5548.0
893,2200.0,5548.0
894,2200.0,5548.0
895,2200.0,5548.0
896,2735.0,5266.0
897,2735.0,5266.0
898,2735.0,5266.0
899,2735.0,5266.0
900,2985.0,5232.0
901,2985.0,5232.0
902,2985.0,5232.0
903,2985.0,5232.0
904,3519.0,4888.0
905,3519.0,4888.0
906,3519.0,4888.0
907,3519.0,4888.0
908,3699.0,4223.0
909,3699.0,4223.0
910,3699.0,4223.0
911,3699.0,4223.0
912,4208.0,3442.0
913,4208.0,3442.0
914,4208.0,3442.0
915,4208.0,3442.0
916,4597.0,3479.0
917,4597.0,3479.0
918,4597.0,3479.0
919,4597.0,3479.0
920,4346.0,3295.0
921,4346.0,3295.0
922,4346.0,3295.0
923,4346.0,3295.0
924,4467.0,3246.0
925,4467.0,3246.0
926,4467.0,3246.0
927,4467.0,3246.0
928,4040.0,3792.0
929,4040.0,3792.0
930,4040.0,3792.0
931,4040.0,3792.0
932,4279.0,3969.0
933,4279.0,3969.0
934,4279.0,3969.0
935,4279.0,3969.0
936,4143.0,3889.0
937,4143.0,3889.0
938,4143.0,3889.0
939,4143.0,3889.0
940,2942.0,3706.0
941,2942.0,3706.0
942,2942.0,3706.0
943,2942.0,3706.0
944,2381.0,5082.0
945,2381.0,5082.0
946,2381.0,5082.0
947,2381.0,5082.0
948,2900.0,7497.0
949,2900.0,7497.0
950,2900.0,7497.0
951,2900.0,7497.0
952,2662.0,9052.0
953,2662.0,9052.0
954,2662.0,9052.0
955,2662.0,9052.0
956,3065.0,10912.0
957,3065.0,10912.0
958,3065.0,10912.0
959,3065.0,10912.0
960,2213.0,10294.0
961,2213.0,10294.0
962,2213.0,10294.0
963,2213.0,10294.0
964,2013.0,11178.0
965,2013.0,11178.0
966,2013.0,11178.0
967,2013.0,11178.0
968,2245.0,11363.0
969,2245.0,11363.0
970,2245.0,11363.0
971,2245.0,11363.0
972,2578.0,11140.0
973,2578.0,11140.0
974,2578.0,11140.0
975,2578.0,11140.0
976,2079.0,12042.0
977,2079.0,12042.0
978,2079.0,12042.0
979,2079.0,12042.0
980,1308.0,12449.0
981,1308.0,12449.0
982,1308.0,12449.0
983,1308.0,12449.0
984,1360.0,12732.0
985,1360.0,12732.0
986,1360.0,12732.0
987,1360.0,12732.0
988,1571.0,10911.0
989,1571.0,10911.0
990,1571.0,10911.0
991,1571.0,10911.0
992,1785.0,9528.0
993,1785.0,9528.0
994,1785.0,9528.0
995,1785.0,9528.0
996,1820.0,9565.0
997,1820.0,9565.0
998,1820.0,9565.0
999,1820.0,9565.0
1000,2174.0,8720.0
1001,2174.0,8720.0
1002,2174.0,8720.0
1003,2174.0,8720.0
1004,2129.0,8696.0
1005,2129.0,8696.0
1006,2129.0,8696.0
1007,2129.0,8696.0
1008,1703.0,8997.0
1009,1703.0,8997.0
1010,1703.0,8997.0
1011,1703.0,8997.0
1012,968.0,9359.0
1013,968.0,9359.0
1014,968.0,9359.0
1015,968.0,9359.0
1016,521.0,10117.0
1017,521.0,10117.0
1018,521.0,10117.0
1019,521.0,10117.0
1020,448.0,10139.0
1021,448.0,10139.0
1022,448.0,10139.0
1023,448.0,10139.0
1024,351.0,10823.0
1025,351.0,10823.0
1026,351.0,10823.0
1027,351.0,10823.0
1028,312.0,11021.0
1029,312.0,11021.0
1030,312.0,11021.0
1031,312.0,11021.0
1032,376.0,11368.0
1033,376.0,11368.0
1034,376.0,11368.0
1035,376.0,11368.0
1036,314.0,10404.0
1037,314.0,10404.0
1038,314.0,10404.0
1039,314.0,10404.0
1040,292.0,11304.0
1041,292.0,11304.0
1042,292.0,11304.0
1043,292.0,11304.0
1044,302.0,11046.0
1045,302.0,11046.0
1046,302.0,11046.0
1047,302.0,11046.0
1048,344.0,11246.0
1049,344.0,11246.0
1050,344.0,11246.0
1051,344.0,11246.0
1052,421.0,11561.0
1053,421.0,11561.0
1054,421.0,11561.0
1055,421.0,11561.0
1056,1026.0,12843.0
1057,1026.0,12843.0
1058,1026.0,12843.0
1059,1026.0,12843.0
1060,1311.0,13760.0
1061,1311.0,13760.0
1062,1311.0,13760.0
1063,1311.0,13760.0
1064,1178.0,13795.0
1065,1178.0,13795.0
1066,1178.0,13795.0
1067,1178.0,13795.0
1068,818.0,13609.0
1069,818.0,13609.0
1070,818.0,13609.0
1071,818.0,13609.0
1072,785.0,13473.0
1073,785.0,13473.0
1074,785.0,13473.0
1075,785.0,13473.0
1076,726.0,14733.0
1077,726.0,14733.0
1078,726.0,14733.0
1079,726.0,14733.0
1080,649.0,16511.0
1081,649.0,16511.0
1082,649.0,16511.0
1083,649.0,16511.0
1084,535.0,15531.0
1085,535.0,15531.0
1086,535.0,15531.0
1087,535.0,15531.0
1088,473.0,14471.0
1089,473.0,14471.0
1090,473.0,14471.0
1091,473.0,14471.0
1092,462.0,13890.0
1093,462.0,13890.0
1094,462.0,13890.0
1095,462.0,13890.0
1096,402.0,13449.0
1097,402.0,13449.0
1098,402.0,13449.0
1099,402.0,13449.0
1100,390.0,12742.0
1101,390.0,12742.0
1102,390.0,12742.0
1103,390.0,12742.0
1104,395.0,13541.0
1105,395.0,13541.0
1106,395.0,13541.0
1107,395.0,13541.0
1108,341.0,14247.0
1109,341.0,14247.0
1110,341.0,14247.0
1111,341.0,14247.0
1112,444.0,15097.0
1113,444.0,15097.0
1114,444.0,15097.0
1115,444.0,15097.0
1116,456.0,15001.0
1117,456.0,15001.0
1118,456.0,15001.0
1119,456.0,15001.0
1120,447.0,14811.0
1121,447.0,14811.0
1122,447.0,14811.0
1123,447.0,14811.0
1124,558.0,14223.0
1125,558.0,14223.0
1126,558.0,14223.0
1127,558.0,14223.0
1128,403.0,14020.0
1129,403.0,14020.0
1130,403.0,14020.0
1131,403.0,14020.0
1132,392.0,14323.0
1133,392.0,14323.0
1134,392.0,14323.0
1135,392.0,14323.0
1136,547.0,15036.0
1137,547.0,15036.0
1138,547.0,15036.0
1139,547.0,15036.0
1140,542.0,14068.0
1141,542.0,14068.0
1142,542.0,14068.0
1143,542.0,14068.0
1144,671.0,14288.0
1145,671.0,14288.0
1146,671.0,14288.0
1147,671.0,14288.0
1148,576.0,14400.0
1149,576.0,14400.0
1150,576.0,14400.0
1151,576.0,14400.0
1152,403.0,14439.0
1153,403.0,14439.0
1154,403.0,14439.0
1155,403.0,14439.0
1156,466.0,15009.0
1157,466.0,15009.0
1158,466.0,15009.0
1159,466.0,15009.0
1160,269.0,15630.0
1161,269.0,15630.0
1162,269.0,15630.0
1163,269.0,15630.0
1164,263.0,15773.0
1165,263.0,15773.0
1166,263.0,15773.0
1167,263.0,15773.0
1168,345.0,15276.0
1169,345.0,15276.0
1170,345.0,15276.0
1171,345.0,15276.0
1172,315.0,15111.0
1173,315.0,15111.0
1174,315.0,15111.0
1175,315.0,15111.0
1176,374.0,15148.0
1177,374.0,15148.0
1178,374.0,15148.0
1179,374.0,15148.0
1180,417.0,15204.0
1181,417.0,15204.0
1182,417.0,15204.0
1183,417.0,15204.0
1184,569.0,15547.0
1185,569.0,15547.0
1186,569.0,15547.0
1187,569.0,15547.0
1188,719.0,15055.0
1189,719.0,15055.0
1190,719.0,15055.0
1191,719.0,15055.0
1192,648.0,14395.0
1193,648.0,14395.0
1194,648.0,14395.0
1195,648.0,14395.0
1196,499.0,14250.0
1197,499.0,14250.0
1198,499.0,14250.0
1199,499.0,14250.0
1200,473.0,13466.0
