,import_DE,export_DE
0,1423.0,12575.0
1,1423.0,12575.0
2,1423.0,12575.0
3,1423.0,12575.0
4,942.0,12195.0
5,942.0,12195.0
6,942.0,12195.0
7,942.0,12195.0
8,312.0,12387.0
9,312.0,12387.0
10,312.0,12387.0
11,312.0,12387.0
12,305.0,12569.0
13,305.0,12569.0
14,305.0,12569.0
15,305.0,12569.0
16,179.0,12960.0
17,179.0,12960.0
18,179.0,12960.0
19,179.0,12960.0
20,146.0,13799.0
21,146.0,13799.0
22,146.0,13799.0
23,146.0,13799.0
24,130.0,14232.0
25,130.0,14232.0
26,130.0,14232.0
27,130.0,14232.0
28,153.0,14611.0
29,153.0,14611.0
30,153.0,14611.0
31,153.0,14611.0
32,184.0,15061.0
33,184.0,15061.0
34,184.0,15061.0
35,184.0,15061.0
36,376.0,14568.0
37,376.0,14568.0
38,376.0,14568.0
39,376.0,14568.0
40,220.0,14718.0
41,220.0,14718.0
42,220.0,14718.0
43,220.0,14718.0
44,216.0,14853.0
45,216.0,14853.0
46,216.0,14853.0
47,216.0,14853.0
48,232.0,14452.0
49,232.0,14452.0
50,232.0,14452.0
51,232.0,14452.0
52,301.0,14926.0
53,301.0,14926.0
54,301.0,14926.0
55,301.0,14926.0
56,234.0,15563.0
57,234.0,15563.0
58,234.0,15563.0
59,234.0,15563.0
60,181.0,16223.0
61,181.0,16223.0
62,181.0,16223.0
63,181.0,16223.0
64,148.0,16592.0
65,148.0,16592.0
66,148.0,16592.0
67,148.0,16592.0
68,230.0,15322.0
69,230.0,15322.0
70,230.0,15322.0
71,230.0,15322.0
72,317.0,14418.0
73,317.0,14418.0
74,317.0,14418.0
75,317.0,14418.0
76,326.0,13765.0
77,326.0,13765.0
78,326.0,13765.0
79,326.0,13765.0
80,334.0,14033.0
81,334.0,14033.0
82,334.0,14033.0
83,334.0,14033.0
84,450.0,13746.0
85,450.0,13746.0
86,450.0,13746.0
87,450.0,13746.0
88,454.0,13463.0
89,454.0,13463.0
90,454.0,13463.0
91,454.0,13463.0
92,496.0,13356.0
93,496.0,13356.0
94,496.0,13356.0
95,496.0,13356.0
96,630.0,12014.0
97,630.0,12014.0
98,630.0,12014.0
99,630.0,12014.0
100,792.0,12743.0
101,792.0,12743.0
102,792.0,12743.0
103,792.0,12743.0
104,815.0,13091.0
105,815.0,13091.0
106,815.0,13091.0
107,815.0,13091.0
108,928.0,13322.0
109,928.0,13322.0
110,928.0,13322.0
111,928.0,13322.0
112,981.0,13069.0
113,981.0,13069.0
114,981.0,13069.0
115,981.0,13069.0
116,919.0,13371.0
117,919.0,13371.0
118,919.0,13371.0
119,919.0,13371.0
120,851.0,13266.0
121,851.0,13266.0
122,851.0,13266.0
123,851.0,13266.0
124,873.0,12061.0
125,873.0,12061.0
126,873.0,12061.0
127,873.0,12061.0
128,1120.0,11330.0
129,1120.0,11330.0
130,1120.0,11330.0
131,1120.0,11330.0
132,1277.0,10832.0
133,1277.0,10832.0
134,1277.0,10832.0
135,1277.0,10832.0
136,1177.0,11340.0
137,1177.0,11340.0
138,1177.0,11340.0
139,1177.0,11340.0
140,1195.0,11678.0
141,1195.0,11678.0
142,1195.0,11678.0
143,1195.0,11678.0
144,1084.0,11610.0
145,1084.0,11610.0
146,1084.0,11610.0
147,1084.0,11610.0
148,1089.0,11845.0
149,1089.0,11845.0
150,1089.0,11845.0
151,1089.0,11845.0
152,1467.0,10990.0
153,1467.0,10990.0
154,1467.0,10990.0
155,1467.0,10990.0
156,2091.0,9719.0
157,2091.0,9719.0
158,2091.0,9719.0
159,2091.0,9719.0
160,2173.0,9447.0
161,2173.0,9447.0
162,2173.0,9447.0
163,2173.0,9447.0
164,3164.0,7497.0
165,3164.0,7497.0
166,3164.0,7497.0
167,3164.0,7497.0
168,3569.0,7528.0
169,3569.0,7528.0
170,3569.0,7528.0
171,3569.0,7528.0
172,3597.0,7811.0
173,3597.0,7811.0
174,3597.0,7811.0
175,3597.0,7811.0
176,3392.0,8854.0
177,3392.0,8854.0
178,3392.0,8854.0
179,3392.0,8854.0
180,3782.0,8525.0
181,3782.0,8525.0
182,3782.0,8525.0
183,3782.0,8525.0
184,3555.0,9041.0
185,3555.0,9041.0
186,3555.0,9041.0
187,3555.0,9041.0
188,2890.0,9543.0
189,2890.0,9543.0
190,2890.0,9543.0
191,2890.0,9543.0
192,2745.0,10883.0
193,2745.0,10883.0
194,2745.0,10883.0
195,2745.0,10883.0
196,3201.0,11305.0
197,3201.0,11305.0
198,3201.0,11305.0
199,3201.0,11305.0
200,3292.0,11451.0
201,3292.0,11451.0
202,3292.0,11451.0
203,3292.0,11451.0
204,3101.0,10672.0
205,3101.0,10672.0
206,3101.0,10672.0
207,3101.0,10672.0
208,2806.0,10537.0
209,2806.0,10537.0
210,2806.0,10537.0
211,2806.0,10537.0
212,2581.0,12391.0
213,2581.0,12391.0
214,2581.0,12391.0
215,2581.0,12391.0
216,1755.0,12455.0
217,1755.0,12455.0
218,1755.0,12455.0
219,1755.0,12455.0
220,1996.0,9832.0
221,1996.0,9832.0
222,1996.0,9832.0
223,1996.0,9832.0
224,3153.0,12014.0
225,3153.0,12014.0
226,3153.0,12014.0
227,3153.0,12014.0
228,2467.0,10292.0
229,2467.0,10292.0
230,2467.0,10292.0
231,2467.0,10292.0
232,1974.0,9813.0
233,1974.0,9813.0
234,1974.0,9813.0
235,1974.0,9813.0
236,3554.0,10845.0
237,3554.0,10845.0
238,3554.0,10845.0
239,3554.0,10845.0
240,3282.0,9279.0
241,3282.0,9279.0
242,3282.0,9279.0
243,3282.0,9279.0
244,3895.0,8588.0
245,3895.0,8588.0
246,3895.0,8588.0
247,3895.0,8588.0
248,3773.0,7541.0
249,3773.0,7541.0
250,3773.0,7541.0
251,3773.0,7541.0
252,3715.0,6752.0
253,3715.0,6752.0
254,3715.0,6752.0
255,3715.0,6752.0
256,3354.0,7350.0
257,3354.0,7350.0
258,3354.0,7350.0
259,3354.0,7350.0
260,3686.0,6525.0
261,3686.0,6525.0
262,3686.0,6525.0
263,3686.0,6525.0
264,4367.0,7887.0
265,4367.0,7887.0
266,4367.0,7887.0
267,4367.0,7887.0
268,4632.0,8803.0
269,4632.0,8803.0
270,4632.0,8803.0
271,4632.0,8803.0
272,4618.0,11564.0
273,4618.0,11564.0
274,4618.0,11564.0
275,4618.0,11564.0
276,4375.0,12084.0
277,4375.0,12084.0
278,4375.0,12084.0
279,4375.0,12084.0
280,4885.0,11952.0
281,4885.0,11952.0
282,4885.0,11952.0
283,4885.0,11952.0
284,4609.0,10822.0
285,4609.0,10822.0
286,4609.0,10822.0
287,4609.0,10822.0
288,4123.0,10807.0
289,4123.0,10807.0
290,4123.0,10807.0
291,4123.0,10807.0
292,2524.0,10748.0
293,2524.0,10748.0
294,2524.0,10748.0
295,2524.0,10748.0
296,2520.0,11394.0
297,2520.0,11394.0
298,2520.0,11394.0
299,2520.0,11394.0
300,2012.0,11753.0
301,2012.0,11753.0
302,2012.0,11753.0
303,2012.0,11753.0
304,1474.0,11911.0
305,1474.0,11911.0
306,1474.0,11911.0
307,1474.0,11911.0
308,1399.0,13423.0
309,1399.0,13423.0
310,1399.0,13423.0
311,1399.0,13423.0
312,959.0,12198.0
313,959.0,12198.0
314,959.0,12198.0
315,959.0,12198.0
316,1451.0,12369.0
317,1451.0,12369.0
318,1451.0,12369.0
319,1451.0,12369.0
320,1959.0,11793.0
321,1959.0,11793.0
322,1959.0,11793.0
323,1959.0,11793.0
324,1804.0,11494.0
325,1804.0,11494.0
326,1804.0,11494.0
327,1804.0,11494.0
328,1715.0,10951.0
329,1715.0,10951.0
330,1715.0,10951.0
331,1715.0,10951.0
332,1392.0,11305.0
333,1392.0,11305.0
334,1392.0,11305.0
335,1392.0,11305.0
336,1200.0,10951.0
337,1200.0,10951.0
338,1200.0,10951.0
339,1200.0,10951.0
340,773.0,11626.0
341,773.0,11626.0
342,773.0,11626.0
343,773.0,11626.0
344,235.0,12472.0
345,235.0,12472.0
346,235.0,12472.0
347,235.0,12472.0
348,614.0,12869.0
349,614.0,12869.0
350,614.0,12869.0
351,614.0,12869.0
352,859.0,12551.0
353,859.0,12551.0
354,859.0,12551.0
355,859.0,12551.0
356,1403.0,11838.0
357,1403.0,11838.0
358,1403.0,11838.0
359,1403.0,11838.0
360,1553.0,11181.0
361,1553.0,11181.0
362,1553.0,11181.0
363,1553.0,11181.0
364,1103.0,10536.0
365,1103.0,10536.0
366,1103.0,10536.0
367,1103.0,10536.0
368,247.0,12329.0
369,247.0,12329.0
370,247.0,12329.0
371,247.0,12329.0
372,406.0,12565.0
373,406.0,12565.0
374,406.0,12565.0
375,406.0,12565.0
376,735.0,12551.0
377,735.0,12551.0
378,735.0,12551.0
379,735.0,12551.0
380,528.0,11577.0
381,528.0,11577.0
382,528.0,11577.0
383,528.0,11577.0
384,482.0,12339.0
385,482.0,12339.0
386,482.0,12339.0
387,482.0,12339.0
388,350.0,13096.0
389,350.0,13096.0
390,350.0,13096.0
391,350.0,13096.0
392,270.0,13677.0
393,270.0,13677.0
394,270.0,13677.0
395,270.0,13677.0
396,296.0,14364.0
397,296.0,14364.0
398,296.0,14364.0
399,296.0,14364.0
400,386.0,14465.0
401,386.0,14465.0
402,386.0,14465.0
403,386.0,14465.0
404,193.0,15269.0
405,193.0,15269.0
406,193.0,15269.0
407,193.0,15269.0
408,178.0,16018.0
409,178.0,16018.0
410,178.0,16018.0
411,178.0,16018.0
412,254.0,14953.0
413,254.0,14953.0
414,254.0,14953.0
415,254.0,14953.0
416,277.0,14577.0
417,277.0,14577.0
418,277.0,14577.0
419,277.0,14577.0
420,230.0,14395.0
421,230.0,14395.0
422,230.0,14395.0
423,230.0,14395.0
424,310.0,13858.0
425,310.0,13858.0
426,310.0,13858.0
427,310.0,13858.0
428,309.0,13471.0
429,309.0,13471.0
430,309.0,13471.0
431,309.0,13471.0
432,599.0,13010.0
433,599.0,13010.0
434,599.0,13010.0
435,599.0,13010.0
436,484.0,12944.0
437,484.0,12944.0
438,484.0,12944.0
439,484.0,12944.0
440,334.0,12886.0
441,334.0,12886.0
442,334.0,12886.0
443,334.0,12886.0
444,745.0,13029.0
445,745.0,13029.0
446,745.0,13029.0
447,745.0,13029.0
448,1108.0,12904.0
449,1108.0,12904.0
450,1108.0,12904.0
451,1108.0,12904.0
452,1288.0,11576.0
453,1288.0,11576.0
454,1288.0,11576.0
455,1288.0,11576.0
456,1620.0,10960.0
457,1620.0,10960.0
458,1620.0,10960.0
459,1620.0,10960.0
460,1561.0,11760.0
461,1561.0,11760.0
462,1561.0,11760.0
463,1561.0,11760.0
464,859.0,12266.0
465,859.0,12266.0
466,859.0,12266.0
467,859.0,12266.0
468,611.0,11738.0
469,611.0,11738.0
470,611.0,11738.0
471,611.0,11738.0
472,525.0,10968.0
473,525.0,10968.0
474,525.0,10968.0
475,525.0,10968.0
476,927.0,11401.0
477,927.0,11401.0
478,927.0,11401.0
479,927.0,11401.0
480,1303.0,14124.0
481,1303.0,14124.0
482,1303.0,14124.0
483,1303.0,14124.0
484,1304.0,14931.0
485,1304.0,14931.0
486,1304.0,14931.0
487,1304.0,14931.0
488,1340.0,14362.0
489,1340.0,14362.0
490,1340.0,14362.0
491,1340.0,14362.0
492,1456.0,13043.0
493,1456.0,13043.0
494,1456.0,13043.0
495,1456.0,13043.0
496,1649.0,10912.0
497,1649.0,10912.0
498,1649.0,10912.0
499,1649.0,10912.0
500,1252.0,11950.0
501,1252.0,11950.0
502,1252.0,11950.0
503,1252.0,11950.0
504,996.0,12386.0
505,996.0,12386.0
506,996.0,12386.0
507,996.0,12386.0
508,1075.0,12790.0
509,1075.0,12790.0
510,1075.0,12790.0
511,1075.0,12790.0
512,1133.0,11516.0
513,1133.0,11516.0
514,1133.0,11516.0
515,1133.0,11516.0
516,3187.0,12053.0
517,3187.0,12053.0
518,3187.0,12053.0
519,3187.0,12053.0
520,3701.0,11395.0
521,3701.0,11395.0
522,3701.0,11395.0
523,3701.0,11395.0
524,3979.0,11169.0
525,3979.0,11169.0
526,3979.0,11169.0
527,3979.0,11169.0
528,4385.0,12179.0
529,4385.0,12179.0
530,4385.0,12179.0
531,4385.0,12179.0
532,4317.0,12477.0
533,4317.0,12477.0
534,4317.0,12477.0
535,4317.0,12477.0
536,3733.0,12172.0
537,3733.0,12172.0
538,3733.0,12172.0
539,3733.0,12172.0
540,2968.0,12461.0
541,2968.0,12461.0
542,2968.0,12461.0
543,2968.0,12461.0
544,2750.0,12043.0
545,2750.0,12043.0
546,2750.0,12043.0
547,2750.0,12043.0
548,3183.0,12139.0
549,3183.0,12139.0
550,3183.0,12139.0
551,3183.0,12139.0
552,3727.0,12894.0
553,3727.0,12894.0
554,3727.0,12894.0
555,3727.0,12894.0
556,3808.0,14321.0
557,3808.0,14321.0
558,3808.0,14321.0
559,3808.0,14321.0
560,3970.0,14434.0
561,3970.0,14434.0
562,3970.0,14434.0
563,3970.0,14434.0
564,3138.0,13285.0
565,3138.0,13285.0
566,3138.0,13285.0
567,3138.0,13285.0
568,3287.0,12789.0
569,3287.0,12789.0
570,3287.0,12789.0
571,3287.0,12789.0
572,3298.0,13467.0
573,3298.0,13467.0
574,3298.0,13467.0
575,3298.0,13467.0
576,1838.0,11602.0
577,1838.0,11602.0
578,1838.0,11602.0
579,1838.0,11602.0
580,1118.0,12420.0
581,1118.0,12420.0
582,1118.0,12420.0
583,1118.0,12420.0
584,1208.0,12987.0
585,1208.0,12987.0
586,1208.0,12987.0
587,1208.0,12987.0
588,1308.0,12193.0
589,1308.0,12193.0
590,1308.0,12193.0
591,1308.0,12193.0
592,1159.0,12462.0
593,1159.0,12462.0
594,1159.0,12462.0
595,1159.0,12462.0
596,824.0,12229.0
597,824.0,12229.0
598,824.0,12229.0
599,824.0,12229.0
600,1992.0,9834.0
601,1992.0,9834.0
602,1992.0,9834.0
603,1992.0,9834.0
604,2223.0,7987.0
605,2223.0,7987.0
606,2223.0,7987.0
607,2223.0,7987.0
608,2428.0,6655.0
609,2428.0,6655.0
610,2428.0,6655.0
611,2428.0,6655.0
612,2667.0,6411.0
613,2667.0,6411.0
614,2667.0,6411.0
615,2667.0,6411.0
616,2363.0,6038.0
617,2363.0,6038.0
618,2363.0,6038.0
619,2363.0,6038.0
620,1996.0,6758.0
621,1996.0,6758.0
622,1996.0,6758.0
623,1996.0,6758.0
624,1189.0,6545.0
625,1189.0,6545.0
626,1189.0,6545.0
627,1189.0,6545.0
628,1225.0,7192.0
629,1225.0,7192.0
630,1225.0,7192.0
631,1225.0,7192.0
632,1036.0,9661.0
633,1036.0,9661.0
634,1036.0,9661.0
635,1036.0,9661.0
636,991.0,9565.0
637,991.0,9565.0
638,991.0,9565.0
639,991.0,9565.0
640,1236.0,9811.0
641,1236.0,9811.0
642,1236.0,9811.0
643,1236.0,9811.0
644,798.0,9873.0
645,798.0,9873.0
646,798.0,9873.0
647,798.0,9873.0
648,272.0,10757.0
649,272.0,10757.0
650,272.0,10757.0
651,272.0,10757.0
652,206.0,11514.0
653,206.0,11514.0
654,206.0,11514.0
655,206.0,11514.0
656,195.0,12273.0
657,195.0,12273.0
658,195.0,12273.0
659,195.0,12273.0
660,388.0,13107.0
661,388.0,13107.0
662,388.0,13107.0
663,388.0,13107.0
664,570.0,12472.0
665,570.0,12472.0
666,570.0,12472.0
667,570.0,12472.0
668,795.0,13177.0
669,795.0,13177.0
670,795.0,13177.0
671,795.0,13177.0
672,696.0,13306.0
673,696.0,13306.0
674,696.0,13306.0
675,696.0,13306.0
676,561.0,13653.0
677,561.0,13653.0
678,561.0,13653.0
679,561.0,13653.0
680,680.0,13414.0
681,680.0,13414.0
682,680.0,13414.0
683,680.0,13414.0
684,681.0,13591.0
685,681.0,13591.0
686,681.0,13591.0
687,681.0,13591.0
688,686.0,13512.0
689,686.0,13512.0
690,686.0,13512.0
691,686.0,13512.0
692,657.0,13729.0
693,657.0,13729.0
694,657.0,13729.0
695,657.0,13729.0
696,451.0,12554.0
697,451.0,12554.0
698,451.0,12554.0
699,451.0,12554.0
700,170.0,11207.0
701,170.0,11207.0
702,170.0,11207.0
703,170.0,11207.0
704,191.0,10838.0
705,191.0,10838.0
706,191.0,10838.0
707,191.0,10838.0
708,306.0,10852.0
709,306.0,10852.0
710,306.0,10852.0
711,306.0,10852.0
712,400.0,11147.0
713,400.0,11147.0
714,400.0,11147.0
715,400.0,11147.0
716,374.0,10793.0
717,374.0,10793.0
718,374.0,10793.0
719,374.0,10793.0
720,288.0,10984.0
721,288.0,10984.0
722,288.0,10984.0
723,288.0,10984.0
724,282.0,11224.0
725,282.0,11224.0
726,282.0,11224.0
727,282.0,11224.0
728,300.0,11590.0
729,300.0,11590.0
730,300.0,11590.0
731,300.0,11590.0
732,443.0,11982.0
733,443.0,11982.0
734,443.0,11982.0
735,443.0,11982.0
736,568.0,11733.0
737,568.0,11733.0
738,568.0,11733.0
739,568.0,11733.0
740,252.0,11368.0
741,252.0,11368.0
742,252.0,11368.0
743,252.0,11368.0
744,244.0,11334.0
745,244.0,11334.0
746,244.0,11334.0
747,244.0,11334.0
748,307.0,11257.0
749,307.0,11257.0
750,307.0,11257.0
751,307.0,11257.0
752,391.0,11246.0
753,391.0,11246.0
754,391.0,11246.0
755,391.0,11246.0
756,610.0,11722.0
757,610.0,11722.0
758,610.0,11722.0
759,610.0,11722.0
760,520.0,12418.0
761,520.0,12418.0
762,520.0,12418.0
763,520.0,12418.0
764,765.0,12885.0
765,765.0,12885.0
766,765.0,12885.0
767,765.0,12885.0
768,815.0,13417.0
769,815.0,13417.0
770,815.0,13417.0
771,815.0,13417.0
772,906.0,12749.0
773,906.0,12749.0
774,906.0,12749.0
775,906.0,12749.0
776,991.0,12957.0
777,991.0,12957.0
778,991.0,12957.0
779,991.0,12957.0
780,981.0,12984.0
781,981.0,12984.0
782,981.0,12984.0
783,981.0,12984.0
784,1119.0,12698.0
785,1119.0,12698.0
786,1119.0,12698.0
787,1119.0,12698.0
788,704.0,13005.0
789,704.0,13005.0
790,704.0,13005.0
791,704.0,13005.0
792,589.0,12521.0
793,589.0,12521.0
794,589.0,12521.0
795,589.0,12521.0
796,230.0,11276.0
797,230.0,11276.0
798,230.0,11276.0
799,230.0,11276.0
800,240.0,10707.0
801,240.0,10707.0
802,240.0,10707.0
803,240.0,10707.0
804,248.0,10653.0
805,248.0,10653.0
806,248.0,10653.0
807,248.0,10653.0
808,332.0,10533.0
809,332.0,10533.0
810,332.0,10533.0
