name,capacity,technology,bidding_EOM,bidding_redispatch,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,min_soc,max_soc,variable_cost_charge,variable_cost_discharge,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
SEE928876901736,3.896,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.896,3.5064,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_144,way/53378027-380
SEE905115289190,3.4596,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.4596,3.11364,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_145,way/28956649-220
SEE965617763024,4.064,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.064,3.6576,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_146,way/78441561-380
SEE940316838242,10.69,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,10.69,9.621,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_147,way/29084374-380
SEE934638364947,2.2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.2,1.98,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_148,way/954971276-220
SEE912132957018,1.34,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.34,1.206,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_149,way/91080806-220
SEE957063025665,3.594,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.594,3.2346,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_150,way/77038371-380
SEE929646974516,5.504,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5.504,4.9536,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_151,way/31653753-380
SEE959638838588,2.65,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.65,2.385,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_152,way/53378027-380
SEE927296337002,1.296,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.296,1.1664,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_153,way/25746125-380
SEE948786499895,2.808,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.808,2.5272,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_154,way/29084374-220
SEE970162171323,5.803,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5.803,5.2227,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_155,DE163-220
SEE948363778672,2.032,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.032,1.8288,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_156,way/78441561-380
SEE988222104112,16.5888,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,16.5888,14.92992,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_157,way/29084374-380
SEE931076843966,12.4416,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,12.4416,11.19744,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_158,way/24705761-220
SEE983724235456,13.777152,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,13.777152,12.3994368,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_159,way/24757833-380
SEE934542973051,8.2944,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,8.2944,7.46496,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_160,way/76246159-380
SEE961083745526,2.345,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.345,2.1105,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_161,way/5404079-380
SEE924821338909,2.345,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.345,2.1105,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_162,way/5404079-380
SEE903095708120,2.345,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.345,2.1105,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_163,way/5404079-380
SEE981161419538,2.345,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.345,2.1105,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_164,way/5404079-380
SEE954677148513,3.856,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.856,3.4704,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_165,way/24768051-220
SEE912014586152,4.128,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.128,3.7152,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_166,way/24237879-220
SEE991010009728,2.148,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.148,1.9332,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_167,way/24758329-380
SEE906246719242,1.553,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.553,1.3977,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_168,DE211-220
SEE920981722466,1.553,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.553,1.3977,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_169,way/24237879-220
SEE941919962679,3.06,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.06,2.754,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_170,way/24237879-220
SEE993129333831,1.2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.2,1.08,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_171,way/5404079-380
SEE958414316241,12.4,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,12.4,11.16,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_172,way/1093896544-380
SEE924517601980,1.334655,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.334655,1.2011895,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_173,way/24757833-380
SEE933665632364,7.11333,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,7.11333,6.401997,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_174,way/29084374-220
SEE906489859750,12.19428,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,12.19428,10.974852,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_175,DE163-220
SEE961857651046,4,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4,3.6,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_176,DE211-220
SEE993641277965,4.064,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.064,3.6576,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_177,way/24237879-220
SEE923600545132,6.096,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6.096,5.4864,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_178,way/24759324-220
SEE975034468921,1.159,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.159,1.0431,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_179,way/91080806-220
SEE912650687299,4.06476,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.06476,3.658284,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_180,way/42050342-380
SEE956030501591,6.09714,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6.09714,5.487426,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_181,way/42050342-380
SEE977219681118,8.12952,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,8.12952,7.316568,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_182,way/137602559-380
SEE989135536915,7.11333,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,7.11333,6.401997,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_183,way/24759324-220
SEE962757479327,8.12952,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,8.12952,7.316568,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_184,way/24759324-220
SEE958484770691,8.12952,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,8.12952,7.316568,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_185,way/77038371-380
SEE934212869257,12.192,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,12.192,10.9728,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_186,way/18629425-220
SEE906665602583,10,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,10,9,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_187,way/24758329-380
SEE995828749425,9,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,9,8.1,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_188,way/93341407-380
SEE995000682977,20.7,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,20.7,18.63,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_189,way/24705761-220
SEE934353123843,20.1,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,20.1,18.09,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_190,way/108797675-380
SEE902746865687,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_191,way/133342285-220
SEE945066910361,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_192,way/133342285-220
SEE989968560507,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_193,way/133342285-220
SEE970263793356,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_194,way/133342285-220
SEE901573149502,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_195,way/133342285-220
SEE901131362077,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_196,way/133342285-220
SEE932565997221,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_197,way/133342285-220
SEE958896843136,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_198,way/133342285-220
SEE973530454349,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_199,way/133342285-220
SEE954154513360,2.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.5,2.25,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_200,way/133342285-220
SEE906917494423,8.014,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,8.014,7.2126,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_201,way/57727004-220
SEE923801709234,16.566,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,16.566,14.9094,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_202,way/30613895-380
SEE995383700107,8.64,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,8.64,7.776,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_203,way/42372159-380
SEE922480517116,7.36,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,7.36,6.624,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_204,way/24158385-220
SEE949834584921,6.624,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6.624,5.9616,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_205,way/76246159-380
SEE978192883704,1.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.5,1.35,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_206,way/24757393-380
SEE921509939243,26.832,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,26.832,24.1488,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_207,way/24757833-380
SEE969128758715,6.096,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6.096,5.4864,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_208,way/18629425-220
SEE957605040491,1.918,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.918,1.7262,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_209,way/57727004-220
SEE919034466754,1.918,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.918,1.7262,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_210,way/57727004-220
SEE907448940571,1.288,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.288,1.1592,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_211,way/210191809-220
SEE993920658461,1.288,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.288,1.1592,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_212,way/210191809-220
SEE931225490034,14.1,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,14.1,12.69,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_213,way/76246159-380
SEE909212211870,25.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,25.5,22.95,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_214,way/24705761-220
SEE935182282947,1.38,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.38,1.242,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_215,way/108797675-380
SEE932598014407,1.288,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.288,1.1592,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_216,way/28956649-220
SEE990986332465,2.032,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.032,1.8288,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_217,DE211-220
SEE906449612265,2.233,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.233,2.0097,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_218,DE201-220
SEE997256744171,6.096,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6.096,5.4864,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_219,way/24237879-220
SEE916041421592,3.542,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.542,3.1878,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_220,way/57727004-220
SEE995561640713,1.161,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.161,1.0449,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_221,way/137602559-220
SEE957088205738,1.024,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.024,0.9216,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_222,way/42050342-380
SEE968176237470,1.12,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.12,1.008,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_223,way/76246159-380
SEE949260804747,2.94,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.94,2.646,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_224,way/5404079-380
SEE952292696211,1.008,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.008,0.9072,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_225,way/5404079-380
SEE949932823946,2.048,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.048,1.8432,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_226,way/55069713-380
SEE990255927736,1.288,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.288,1.1592,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_227,way/77697810-380
SEE977011446397,5.152,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5.152,4.6368,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_228,way/50729129-220
SEE927427265327,1.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.5,1.35,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_229,way/50729129-220
SEE959988726436,22,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,22,19.8,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_230,way/1086825107-220
SEE918267678149,2.388,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.388,2.1492,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_231,way/24757393-380
SEE991585475577,7.68,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,7.68,6.912,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_232,way/75865676-220
SEE936353174849,3.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.5,3.15,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_233,way/76246159-380
SEE901446658766,6.144,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6.144,5.5296,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_234,way/31131320-220
SEE915943244858,3.4596,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.4596,3.11364,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_235,way/53378027-380
SEE944822244566,15.667,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,15.667,14.1003,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_236,way/24759324-220
SEE907703023742,1.08,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.08,0.972,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_237,way/52983550-380
SEE962764296498,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_238,way/851299584-380
SEE902511338712,5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5,4.5,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_239,way/414169327-380
SEE976927444749,10.787,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,10.787,9.7083,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_240,way/398680313-380
SEE905930139120,52.63,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,52.63,47.367,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_241,way/58429825-380
SEE914355585900,3.68,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.68,3.312,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_242,way/30039908-220
SEE920918238367,1.664,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.664,1.4976,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_243,way/851299584-380
SEE966760545529,1.7,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.7,1.53,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_244,way/1068350839-380
SEE963224111412,34.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,34.6,31.14,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_245,way/30039908-220
SEE982733805193,1.327,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.327,1.1943,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_246,way/851299584-380
SEE971850267908,9.1,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,9.1,8.19,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_247,way/414169327-380
SEE943803920109,9.8,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,9.8,8.82,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_248,way/40621568-220
SEE997075725108,3.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.5,3.15,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_249,way/414169327-380
SEE988132310290,3.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.5,3.15,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_250,way/414169327-380
SEE904906740858,7.592,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,7.592,6.8328,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_251,way/157328339-380
SEE973036369659,5.8,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5.8,5.22,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_252,way/1068350839-380
SEE916573950270,2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2,1.8,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_253,way/30132758-380
SEE957312641844,3.005,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.005,2.7045,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_254,way/30039908-220
SEE985288982944,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_255,way/30303506-380
SEE978638789621,1.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.5,1.35,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_256,way/30303506-380
SEE962875496978,1.05,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.05,0.945,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_257,way/30954714-380
SEE911690715313,2.4,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.4,2.16,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_258,DE195-380
SEE966505165425,4.8,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.8,4.32,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_259,way/1104947187-380
SEE922338990610,3.678,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.678,3.3102,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_260,way/42049947-380
SEE953918393026,6.7392,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6.7392,6.06528,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_261,DE209-380
SEE916582324970,3.721,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.721,3.3489,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_262,way/145002769-380
SEE980509026452,3.8962,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.8962,3.50658,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_263,way/26404600-380
SEE975454370545,3.4596,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.4596,3.11364,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_264,way/145002769-380
SEE963748193246,1.3,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.3,1.17,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_265,way/143854536-380
SEE922369274529,1.152,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.152,1.0368,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_266,way/42050342-380
SEE910282718817,10.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,10.5,9.45,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_267,way/25306752-220
SEE971990158586,8.2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,8.2,7.38,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_268,way/25306752-220
SEE954745323422,3.512,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.512,3.1608,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_269,way/254326606-380
SEE996774526962,1.288,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.288,1.1592,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_270,way/31131325-380
SEE962603196187,1.288,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.288,1.1592,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_271,way/31131325-380
SEE912449451339,1.289,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.289,1.1601,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_272,DE209-380
SEE961655529356,1.159,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.159,1.0431,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_273,way/35954395-380
SEE998286284439,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_274,way/32966636-220
SEE967332608451,3.78,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.78,3.402,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_275,way/30734324-380
SEE993970035267,3.68,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.68,3.312,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_276,way/30734324-380
SEE959751889641,1.78,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.78,1.602,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_277,DE169-220
SEE904299404337,1.488,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.488,1.3392,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_278,way/933248930-220
SEE997734863820,9.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,9.6,8.64,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_279,way/42736239-380
SEE908854163233,5.378,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5.378,4.8402,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_280,way/152924508-220
SEE995820767922,4.48,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.48,4.032,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_281,way/35954395-380
SEE978100279766,4.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.6,4.14,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_282,way/31653753-380
SEE911893676510,7.68,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,7.68,6.912,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_283,DE188-380
SEE956582298925,2.048,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.048,1.8432,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_284,DE183-220
SEE942573217891,5.12,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5.12,4.608,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_285,way/1104947187-380
SEE959510706196,2.24,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.24,2.016,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_286,way/31131325-380
SEE901079862349,2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2,1.8,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_287,DE180-220
SEE912436718643,2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2,1.8,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_288,way/35954395-380
SEE909272686465,1.288,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.288,1.1592,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_289,way/31131325-380
SEE913862454280,14.2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,14.2,12.78,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_290,way/229565743-220
SEE983646428196,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_291,way/229565743-220
