datetime,uranium,lignite,hard coal,natural gas,oil,biomass,co2,waste
1/1/2035 0:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 1:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 2:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 3:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 4:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 5:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 6:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 7:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 8:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 9:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 10:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 11:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 12:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 13:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 14:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 15:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 16:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 17:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 18:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 19:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 20:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 21:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 22:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/1/2035 23:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 0:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 1:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 2:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 3:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 4:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 5:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 6:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 7:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 8:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 9:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 10:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 11:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 12:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 13:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 14:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 15:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 16:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 17:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 18:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 19:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 20:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 21:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 22:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/2/2035 23:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 0:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 1:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 2:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 3:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 4:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 5:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 6:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 7:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 8:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 9:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 10:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 11:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 12:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 13:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 14:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 15:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 16:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 17:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 18:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 19:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 20:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 21:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 22:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/3/2035 23:00,0.9,6.94,25.9,13.75,21.67,35,129.36,5
1/4/2035 0:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 1:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 2:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 3:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 4:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 5:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 6:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 7:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 8:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 9:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 10:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 11:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 12:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 13:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 14:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 15:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 16:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 17:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 18:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 19:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 20:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 21:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 22:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/4/2035 23:00,0.9,6.94,25.9,13.75,21.44,35,129.36,5
1/5/2035 0:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 1:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 2:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 3:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 4:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 5:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 6:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 7:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 8:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 9:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 10:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 11:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 12:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 13:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 14:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 15:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 16:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 17:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 18:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 19:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 20:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 21:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 22:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/5/2035 23:00,0.9,6.94,25.9,13.75,21.37,35,129.36,5
1/6/2035 0:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 1:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 2:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 3:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 4:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 5:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 6:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 7:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 8:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 9:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 10:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 11:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 12:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 13:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 14:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 15:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 16:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 17:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 18:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 19:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 20:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 21:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 22:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/6/2035 23:00,0.9,6.94,25.9,13.75,20.02,35,129.36,5
1/7/2035 0:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 1:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 2:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 3:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 4:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 5:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 6:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 7:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 8:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 9:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 10:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 11:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 12:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 13:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 14:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 15:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 16:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 17:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 18:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 19:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 20:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 21:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 22:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/7/2035 23:00,0.9,6.94,25.9,13.75,19.44,35,129.36,5
1/8/2035 0:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 1:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 2:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 3:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 4:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 5:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 6:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 7:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 8:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 9:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 10:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 11:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 12:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 13:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 14:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 15:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 16:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 17:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 18:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 19:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 20:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 21:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 22:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/8/2035 23:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 0:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 1:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 2:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 3:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 4:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 5:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 6:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 7:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 8:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 9:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 10:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 11:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 12:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 13:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 14:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 15:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 16:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 17:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 18:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 19:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 20:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 21:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 22:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/9/2035 23:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 0:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 1:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 2:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 3:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 4:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 5:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 6:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 7:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 8:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 9:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 10:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 11:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 12:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 13:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 14:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 15:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 16:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 17:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 18:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 19:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 20:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 21:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 22:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/10/2035 23:00,0.9,6.94,25.9,13.75,19.33,35,129.36,5
1/11/2035 0:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 1:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 2:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 3:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 4:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 5:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 6:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 7:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 8:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 9:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 10:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 11:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 12:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 13:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 14:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 15:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 16:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 17:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 18:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 19:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 20:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 21:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 22:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/11/2035 23:00,0.9,6.94,25.9,13.75,18.19,35,129.36,5
1/12/2035 0:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 1:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 2:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 3:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 4:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 5:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 6:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 7:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 8:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 9:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 10:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 11:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 12:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 13:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 14:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 15:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 16:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 17:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 18:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 19:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 20:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 21:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 22:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/12/2035 23:00,0.9,6.94,25.9,13.75,17.81,35,129.36,5
1/13/2035 0:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 1:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 2:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 3:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 4:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 5:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 6:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 7:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 8:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 9:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 10:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 11:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 12:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 13:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 14:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 15:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 16:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 17:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 18:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 19:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 20:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 21:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 22:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/13/2035 23:00,0.9,6.94,25.9,13.75,17.48,35,129.36,5
1/14/2035 0:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 1:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 2:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 3:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 4:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 5:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 6:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 7:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 8:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 9:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 10:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 11:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 12:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 13:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 14:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 15:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 16:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 17:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 18:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 19:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 20:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 21:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 22:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/14/2035 23:00,0.9,6.94,25.9,13.75,17.9,35,129.36,5
1/15/2035 0:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 1:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 2:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 3:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 4:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 5:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 6:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 7:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 8:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 9:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 10:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 11:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 12:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 13:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 14:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 15:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 16:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 17:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 18:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 19:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 20:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
1/15/2035 21:00,0.9,6.94,25.9,13.75,16.73,35,129.36,5
