name,technology,bidding_EOM,bidding_redispatch,bidding_nodal,bidding_DAM,max_power,min_power,unit_operator,node
demand_126,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de29,3
demand_127,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de30,31
demand_128_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de31,60
demand_129_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de32,19
demand_12_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de33,187
demand_130,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de34,3
demand_131,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de35,128
demand_132,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de36,194
demand_133,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de37,80
demand_134,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de38,80
demand_135,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de39,147
demand_136,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de40,134
demand_137,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de41,140
demand_138_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de42,40
demand_139,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de43,40
demand_13_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de44,64
demand_14,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de45,148
demand_140,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de46,39
demand_141,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de47,92
demand_142,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de48,92
demand_143_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de49,39
demand_144,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de50,92
demand_145,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de51,194
demand_146,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de52,128
demand_147,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de53,184
demand_148,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de54,128
demand_149,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de55,35
demand_150,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de56,35
demand_151,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de57,102
demand_152,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de58,35
demand_153,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de59,171
demand_154,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de60,194
demand_155,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de61,147
demand_156_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de62,80
demand_157_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de63,118
demand_158,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de64,31
demand_159_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de65,56
demand_15_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de66,148
demand_16,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de67,11
demand_160_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de68,14
demand_161,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de69,56
demand_162,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de70,80
demand_163,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de71,102
demand_164,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de72,39
demand_165_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de73,27
demand_166,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de74,27
demand_167,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de75,117
demand_168,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de76,40
demand_169,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de77,40
demand_17,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de78,65
demand_170,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de79,159
demand_171,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de80,159
demand_172,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de81,159
demand_173,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de82,19
demand_174,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de83,159
demand_175,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de84,159
demand_176,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de85,171
demand_177,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de86,113
demand_178,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de87,71
demand_179,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de88,190
demand_180,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de89,36
demand_181,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de90,81
demand_183,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de91,0
demand_184_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de92,59
demand_185,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de93,59
demand_186,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de94,162
demand_187,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de95,162
demand_188,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de96,159
demand_189,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de97,122
demand_18_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de98,22
demand_19,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de99,196
demand_190,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de100,51
demand_191_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de101,162
demand_192,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de102,136
demand_193,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de103,159
demand_194,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de104,162
demand_195_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de105,162
demand_196,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de106,159
demand_197,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de107,162
demand_198,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de108,134
demand_199,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de109,117
demand_200,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de110,159
demand_201_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de111,156
demand_202,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de112,18
demand_204,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de113,147
demand_205,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de114,184
demand_206,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de115,102
demand_207,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de116,111
demand_208,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de117,39
demand_209,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de118,33
demand_20_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de119,165
demand_21,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de120,165
demand_210,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de121,124
demand_211,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de122,114
demand_212,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de123,175
demand_213,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de124,1
demand_214,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de125,42
demand_215,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de126,98
demand_216,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de127,170
demand_217,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de128,13
demand_218,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de129,13
demand_219,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de130,79
demand_220_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de131,79
demand_221,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de132,37
demand_223,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de133,10
demand_224,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de134,153
demand_225,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de135,176
demand_226,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de136,43
demand_227,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de137,186
demand_228,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de138,42
demand_229,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de139,42
demand_22_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de140,50
demand_23,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de141,165
demand_230,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de142,52
demand_231_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de143,46
demand_232_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de144,186
demand_233_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de145,63
demand_234,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de146,86
demand_235,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de147,7
demand_236_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de148,170
demand_238,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de149,175
demand_239,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de150,175
demand_240,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de151,1
demand_241,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de152,1
demand_242,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de153,26
demand_245,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de154,152
demand_246,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de155,152
demand_247_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de156,154
demand_248_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de157,117
demand_249,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de158,27
demand_24_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de159,45
demand_25,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de160,50
demand_250_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de161,27
demand_251_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de162,27
demand_252_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de163,27
demand_253,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de164,134
demand_254,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de165,70
demand_255,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de166,101
demand_256,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de167,12
demand_257,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de168,98
demand_258,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de169,149
demand_259,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de170,149
demand_260,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de171,51
demand_261_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de172,170
demand_262,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de173,95
demand_264_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de174,76
demand_265,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de175,8
demand_266,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de176,90
demand_267_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de177,128
demand_268,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de178,71
demand_269,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de179,89
demand_26_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de180,50
demand_27,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de181,97
demand_270,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de182,126
demand_271,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de183,126
demand_272_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de184,104
demand_275,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de185,60
demand_276,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de186,60
demand_277,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de187,112
demand_278,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de188,139
demand_279_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de189,87
demand_28,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de190,0
demand_280,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de191,54
demand_281_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de192,83
demand_282_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de193,21
demand_283,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de194,89
demand_284,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de195,89
demand_285,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de196,155
demand_286,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de197,58
demand_287,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de198,133
demand_288,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de199,103
demand_289,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de200,133
demand_29,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de201,61
demand_290,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de202,151
demand_291,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de203,17
demand_292_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de204,53
demand_293,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de205,41
demand_294,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de206,2
demand_295,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de207,11
demand_296,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de208,96
demand_297,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de209,144
demand_298,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de210,144
demand_299,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de211,77
demand_2_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de212,96
demand_3,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de213,124
demand_300,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de214,129
demand_301,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de215,144
demand_302,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de216,58
demand_303_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de217,179
demand_304,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de218,85
demand_305,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de219,25
demand_306,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de220,25
demand_307_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de221,25
demand_308_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de222,28
demand_309,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de223,100
demand_30_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de224,97
demand_31,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de225,164
demand_310,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de226,25
demand_311,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de227,78
demand_312_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de228,106
demand_313,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de229,180
demand_314,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de230,5
demand_315_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de231,137
demand_316,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de232,5
demand_318,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de233,5
demand_319,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de234,63
demand_320,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de235,177
demand_321,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de236,66
demand_322_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de237,66
demand_323,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de238,161
demand_324,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de239,73
demand_326,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de240,108
demand_327,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de241,87
demand_328,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de242,15
demand_329,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de243,15
demand_32_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de244,68
demand_33,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de245,88
demand_330,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de246,20
demand_331,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de247,197
demand_332_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de248,125
demand_333,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de249,104
demand_334_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de250,119
demand_335,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de251,109
demand_336_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de252,138
demand_337,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de253,20
demand_338_220kV,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de254,48
demand_339,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de255,130
demand_34,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de256,112
demand_340,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de257,180
demand_341,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de258,180
demand_342,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de259,121
demand_343,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de260,2
demand_344,inflex_demand,naive_eom,naive_redispatch,naive_eom,naive_eom,1000000,0,eom_de261,87
