datetime,demand_EOM
2037-01-01 00:0:00,2521.051377
2037-01-01 01:0:00,2725.672462
2037-01-01 02:0:00,2897.280792
2037-01-01 03:0:00,3008.635556
2037-01-01 04:0:00,3096.233511
2037-01-01 05:0:00,3065.56658
2037-01-01 06:0:00,2983.350824
2037-01-01 07:0:00,3020.040694
2037-01-01 08:0:00,3145.451791
2037-01-01 09:0:00,3966.24776
2037-01-01 10:0:00,5083.610782
2037-01-01 11:0:00,5984.395422
2037-01-01 12:0:00,6542.649406
2037-01-01 13:0:00,6391.85995
2037-01-01 14:0:00,5343.678393
2037-01-01 15:0:00,3927.531926
2037-01-01 16:0:00,3398.447486
2037-01-01 17:0:00,3831.761317
2037-01-01 18:0:00,4263.596177
2037-01-01 19:0:00,4488.055659
2037-01-01 20:0:00,4472.827895
2037-01-01 21:0:00,4403.048172
2037-01-01 22:0:00,4161.388073
2037-01-01 23:0:00,4107.58992
2037-01-02 00:0:00,4200.4028
2037-01-02 01:0:00,4240.753294
2037-01-02 02:0:00,4329.778471
2037-01-02 03:0:00,4310.491158
2037-01-02 04:0:00,4326.390582
2037-01-02 05:0:00,4367.857215
2037-01-02 06:0:00,4585.472923
2037-01-02 07:0:00,4715.962909
2037-01-02 08:0:00,4888.68984
2037-01-02 09:0:00,5865.431228
2037-01-02 10:0:00,6770.014091
2037-01-02 11:0:00,7364.884203
2037-01-02 12:0:00,7380.080812
2037-01-02 13:0:00,6973.627446
2037-01-02 14:0:00,6337.337955
2037-01-02 15:0:00,5580.151825
2037-01-02 16:0:00,5421.642471
2037-01-02 17:0:00,5747.646966
2037-01-02 18:0:00,6083.953497
2037-01-02 19:0:00,6286.548621
2037-01-02 20:0:00,6410.747184
2037-01-02 21:0:00,6537.821352
2037-01-02 22:0:00,6529.997643
2037-01-02 23:0:00,6575.709307
2037-01-03 00:0:00,6730.488957
2037-01-03 01:0:00,6918.547024
2037-01-03 02:0:00,7018.454311
2037-01-03 03:0:00,7131.899717
2037-01-03 04:0:00,7309.095362
2037-01-03 05:0:00,7460.392456
2037-01-03 06:0:00,7690.786444
2037-01-03 07:0:00,7779.1932
2037-01-03 08:0:00,7843.850616
2037-01-03 09:0:00,8081.773298
2037-01-03 10:0:00,8379.239761
2037-01-03 11:0:00,8494.526309
2037-01-03 12:0:00,8056.633049
2037-01-03 13:0:00,7919.646603
2037-01-03 14:0:00,7850.315012
2037-01-03 15:0:00,7406.611899
2037-01-03 16:0:00,7697.888532
2037-01-03 17:0:00,7838.774546
2037-01-03 18:0:00,7953.078503
2037-01-03 19:0:00,7875.270065
2037-01-03 20:0:00,7724.508912
2037-01-03 21:0:00,7622.724049
2037-01-03 22:0:00,7548.796109
2037-01-03 23:0:00,7433.670868
2037-01-04 00:0:00,7234.216508
2037-01-04 01:0:00,6992.538149
2037-01-04 02:0:00,6784.040861
2037-01-04 03:0:00,6712.471438
2037-01-04 04:0:00,6976.040164
2037-01-04 05:0:00,7234.504882
2037-01-04 06:0:00,7530.300145
2037-01-04 07:0:00,7660.579262
2037-01-04 08:0:00,7835.023148
2037-01-04 09:0:00,8306.931612
2037-01-04 10:0:00,8775.291219
2037-01-04 11:0:00,9015.46556
2037-01-04 12:0:00,9292.113315
2037-01-04 13:0:00,9120.89966
2037-01-04 14:0:00,8767.376596
2037-01-04 15:0:00,8355.042575
2037-01-04 16:0:00,8200.234227
2037-01-04 17:0:00,7963.02019
2037-01-04 18:0:00,7502.64967
2037-01-04 19:0:00,6915.663358
2037-01-04 20:0:00,6402.024047
2037-01-04 21:0:00,5671.177322
2037-01-04 22:0:00,5043.437194
2037-01-04 23:0:00,4639.145634
2037-01-05 00:0:00,4263.693354
2037-01-05 01:0:00,3922.67072
2037-01-05 02:0:00,3637.296197
2037-01-05 03:0:00,3487.254817
2037-01-05 04:0:00,3447.261283
2037-01-05 05:0:00,3529.048916
2037-01-05 06:0:00,3528.4777
2037-01-05 07:0:00,3525.928485
2037-01-05 08:0:00,3627.46825
2037-01-05 09:0:00,4208.742436
2037-01-05 10:0:00,4930.745648
2037-01-05 11:0:00,5460.132314
2037-01-05 12:0:00,5480.274679
2037-01-05 13:0:00,5255.522961
2037-01-05 14:0:00,4907.982321
2037-01-05 15:0:00,4510.166564
2037-01-05 16:0:00,4584.133921
2037-01-05 17:0:00,4871.039434
2037-01-05 18:0:00,5062.958491
2037-01-05 19:0:00,5057.486584
2037-01-05 20:0:00,5270.876735
2037-01-05 21:0:00,5367.010739
2037-01-05 22:0:00,5397.046058
2037-01-05 23:0:00,5385.353142
2037-01-06 00:0:00,5460.598836
2037-01-06 01:0:00,5320.844218
2037-01-06 02:0:00,5240.489574
2037-01-06 03:0:00,5214.649403
2037-01-06 04:0:00,5275.702071
2037-01-06 05:0:00,5213.033232
2037-01-06 06:0:00,5043.263719
2037-01-06 07:0:00,4843.103701
2037-01-06 08:0:00,4720.261351
2037-01-06 09:0:00,5316.254338
