,Wind Onshore,Wind Offshore,Solar,Hydro,Biomass
2019-01-01 00:00:00,0.37592592592592594,0.4148809523809524,0.0,0.3153846153846154,0.5912170263788968
2019-01-01 01:00:00,0.41429780033840946,0.37936507936507935,0.0,0.3145242914979757,0.5880095923261391
2019-01-01 02:00:00,0.4276790750141004,0.3253306878306878,0.0,0.30587044534412955,0.5835131894484412
2019-01-01 03:00:00,0.4487732656514382,0.3568452380952381,0.0,0.30258097165991904,0.5834232613908873
2019-01-01 04:00:00,0.48733784545967285,0.3410383597883598,0.0,0.2951923076923077,0.5836031175059953
2019-01-01 05:00:00,0.5156796390298929,0.3146494708994709,0.0,0.28036437246963564,0.5827038369304557
2019-01-01 06:00:00,0.54683681143072,0.2553240740740741,0.0,0.2866902834008097,0.5837230215827338
2019-01-01 07:00:00,0.5622344425643918,0.2704365079365079,0.0,0.28987854251012146,0.5853117505995203
2019-01-01 08:00:00,0.5722786238014664,0.2920634920634921,0.0017243143675808432,0.29271255060728746,0.5876498800959232
2019-01-01 09:00:00,0.5677711975935327,0.2744708994708995,0.011926934097421203,0.300253036437247,0.5876498800959232
2019-01-01 10:00:00,0.588663282571912,0.28508597883597886,0.028013712648383135,0.31082995951417003,0.5885791366906474
2019-01-01 11:00:00,0.6202293664222598,0.3600859788359788,0.04202312730249693,0.31852226720647775,0.5880995203836931
2019-01-01 12:00:00,0.6275380710659898,0.33346560846560847,0.045676422431436756,0.3239878542510121,0.5884292565947242
2019-01-01 13:00:00,0.6424468885128783,0.30198412698412697,0.041066311911584115,0.31821862348178137,0.5880095923261391
2019-01-01 14:00:00,0.650940026320737,0.2968915343915344,0.026550347932869423,0.32510121457489877,0.5878896882494005
2019-01-01 15:00:00,0.652909381462681,0.2804563492063492,0.009107654523127302,0.3157894736842105,0.5871402877697842
2019-01-01 16:00:00,0.6719073134047754,0.2931547619047619,0.00044514940646745804,0.31573886639676113,0.5868405275779377
