datetime,demand_EOM,demand_CRM_pos,demand_CRM_neg,pos_reserve_energy_DE,neg_reserve_energy_DE
2019-01-02 10:45:00,74943,2756,2827,0,1052
2019-01-02 11:00:00,75627,2756,2827,0,976
2019-01-02 11:15:00,76119,2756,2827,4,600
2019-01-02 11:30:00,76691,2756,2827,0,376
2019-01-02 11:45:00,76659,2756,2827,0,1116
2019-01-02 12:00:00,76802,2756,2827,4,680
2019-01-02 12:15:00,76618,2756,2827,0,1016
2019-01-02 12:30:00,76522,2756,2827,4,1020
2019-01-02 12:45:00,76362,2756,2827,0,848
2019-01-02 13:00:00,76608,2756,2827,0,428
2019-01-02 13:15:00,76260,2756,2827,0,652
2019-01-02 13:30:00,76064,2756,2827,4,412
2019-01-02 13:45:00,75360,2756,2827,12,248
2019-01-02 14:00:00,74055,2756,2827,0,1476
2019-01-02 14:15:00,73783,2756,2827,76,964
2019-01-02 14:30:00,73559,2756,2827,116,284
2019-01-02 14:45:00,73151,2756,2827,4,24
2019-01-02 15:00:00,71872,2756,2827,0,608
2019-01-02 15:15:00,71660,2756,2827,0,500
2019-01-02 15:30:00,71484,2756,2827,0,704
2019-01-02 15:45:00,71372,2756,2827,0,708
2019-01-02 16:00:00,71582,2756,2827,0,780
2019-01-02 16:15:00,71690,2756,2827,4,164
2019-01-02 16:30:00,72694,2756,2827,236,32
2019-01-02 16:45:00,73878,2756,2827,192,4
2019-01-02 17:00:00,72173,2756,2827,28,100
2019-01-02 17:15:00,72849,2756,2827,36,4
2019-01-02 17:30:00,72969,2756,2827,56,12
2019-01-02 17:45:00,73101,2756,2827,396,0
2019-01-02 18:00:00,72379,2756,2827,40,52
2019-01-02 18:15:00,72075,2756,2827,0,100
2019-01-02 18:30:00,72007,2756,2827,4,28
2019-01-02 18:45:00,71835,2756,2827,32,4
2019-01-02 19:00:00,71886,2756,2827,200,8
2019-01-02 19:15:00,70970,2756,2827,20,20
2019-01-02 19:30:00,70206,2756,2827,4,228
2019-01-02 19:45:00,69550,2756,2827,0,372
2019-01-02 20:00:00,69650,2756,2827,48,116
2019-01-02 20:15:00,68646,2756,2827,4,200
2019-01-02 20:30:00,67562,2756,2827,0,312
2019-01-02 20:45:00,66794,2756,2827,0,372
2019-01-02 21:00:00,65131,2756,2827,132,72
2019-01-02 21:15:00,64535,2756,2827,8,12
2019-01-02 21:30:00,63951,2756,2827,4,12
2019-01-02 21:45:00,63527,2756,2827,16,56
2019-01-02 22:00:00,64402,2756,2827,552,8
2019-01-02 22:15:00,63662,2756,2827,240,4
2019-01-02 22:30:00,62678,2756,2827,328,4
2019-01-02 22:45:00,61734,2756,2827,504,0
2019-01-02 23:00:00,62205,2756,2827,556,0
2019-01-02 23:15:00,61093,2756,2827,572,28
2019-01-02 23:30:00,60013,2756,2827,252,16
2019-01-02 23:45:00,59153,2756,2827,24,20
2019-01-03 00:00:00,59718,2756,2827,424,8
2019-01-03 00:15:00,59538,2756,2827,752,0
2019-01-03 00:30:00,59086,2756,2827,856,0
2019-01-03 00:45:00,58278,2756,2827,68,12
2019-01-03 01:00:00,58356,2756,2827,152,4
2019-01-03 01:15:00,58172,2756,2827,336,0
2019-01-03 01:30:00,58156,2756,2827,284,28
2019-01-03 01:45:00,57900,2756,2827,4,36
2019-01-03 02:00:00,57907,2756,2827,180,4
2019-01-03 02:15:00,57847,2756,2827,12,112
2019-01-03 02:30:00,57987,2756,2827,272,16
2019-01-03 02:45:00,57927,2756,2827,32,8
2019-01-03 03:00:00,57311,2756,2827,312,0
2019-01-03 03:15:00,57079,2756,2827,8,4
2019-01-03 03:30:00,57155,2756,2827,4,28
2019-01-03 03:45:00,57367,2756,2827,0,300
2019-01-03 04:00:00,57651,2756,2827,0,92
2019-01-03 04:15:00,57895,2756,2827,0,360
2019-01-03 04:30:00,58311,2756,2827,0,412
2019-01-03 04:45:00,58795,2756,2827,4,260
2019-01-03 05:00:00,61906,2756,2827,16,276
2019-01-03 05:15:00,62226,2756,2827,0,484
2019-01-03 05:30:00,63090,2756,2827,0,292
2019-01-03 05:45:00,64210,2756,2827,4,40
2019-01-03 06:00:00,66596,2756,2827,4,336
2019-01-03 06:15:00,67900,2756,2827,0,428
2019-01-03 06:30:00,69256,2756,2827,0,288
2019-01-03 06:45:00,70432,2756,2827,36,96
2019-01-03 07:00:00,68716,2756,2827,4,1388
2019-01-03 07:15:00,69552,2756,2827,0,1488
2019-01-03 07:30:00,70540,2756,2827,8,1080
2019-01-03 07:45:00,71444,2756,2827,152,440
2019-01-03 08:00:00,73009,2756,2827,212,220
2019-01-03 08:15:00,73445,2756,2827,56,24
2019-01-03 08:30:00,73865,2756,2827,68,4
2019-01-03 08:45:00,74333,2756,2827,32,40
2019-01-03 09:00:00,73729,2756,2827,224,56
2019-01-03 09:15:00,73861,2756,2827,500,0
2019-01-03 09:30:00,73937,2756,2827,408,0
2019-01-03 09:45:00,74129,2756,2827,412,0
2019-01-03 10:00:00,74327,2756,2827,344,4
2019-01-03 10:15:00,74387,2756,2827,200,4
2019-01-03 10:30:00,74571,2756,2827,524,0
2019-01-03 10:45:00,74767,2756,2827,404,0
2019-01-03 11:00:00,74551,2756,2827,688,0
2019-01-03 11:15:00,74907,2756,2827,544,0
2019-01-03 11:30:00,75051,2756,2827,664,0
2019-01-03 11:45:00,74923,2756,2827,968,0
2019-01-03 12:00:00,74073,2756,2827,848,0
2019-01-03 12:15:00,73809,2756,2827,340,4
2019-01-03 12:30:00,73737,2756,2827,516,0
2019-01-03 12:45:00,73585,2756,2827,56,4
2019-01-03 13:00:00,72005,2756,2827,300,0
2019-01-03 13:15:00,71493,2756,2827,24,0
2019-01-03 13:30:00,71109,2756,2827,8,8
2019-01-03 13:45:00,70701,2756,2827,4,64
2019-01-03 14:00:00,69712,2756,2827,28,36
2019-01-03 14:15:00,69416,2756,2827,68,8
2019-01-03 14:30:00,69272,2756,2827,4,8
2019-01-03 14:45:00,68976,2756,2827,4,56
2019-01-03 15:00:00,68413,2756,2827,124,44
2019-01-03 15:15:00,67985,2756,2827,72,4
2019-01-03 15:30:00,67793,2756,2827,8,12
2019-01-03 15:45:00,68001,2756,2827,4,4
2019-01-03 16:00:00,69280,2756,2827,16,108
2019-01-03 16:15:00,69764,2756,2827,28,20
2019-01-03 16:30:00,70512,2756,2827,4,32
2019-01-03 16:45:00,71668,2756,2827,24,28
2019-01-03 17:00:00,71659,2756,2827,0,128
2019-01-03 17:15:00,72187,2756,2827,4,20
2019-01-03 17:30:00,72471,2756,2827,32,28
2019-01-03 17:45:00,72539,2756,2827,444,0
2019-01-03 18:00:00,72972,2756,2827,656,0
2019-01-03 18:15:00,72700,2756,2827,640,0
2019-01-03 18:30:00,72400,2756,2827,384,0
2019-01-03 18:45:00,72228,2756,2827,172,8
2019-01-03 19:00:00,72399,2756,2827,48,4
2019-01-03 19:15:00,71563,2756,2827,12,8
2019-01-03 19:30:00,70827,2756,2827,8,176
2019-01-03 19:45:00,70367,2756,2827,0,400
2019-01-03 20:00:00,71882,2756,2827,104,40
2019-01-03 20:15:00,70650,2756,2827,100,120
2019-01-03 20:30:00,70022,2756,2827,20,68
2019-01-03 20:45:00,69170,2756,2827,0,212
2019-01-03 21:00:00,69229,2756,2827,476,4
2019-01-03 21:15:00,68705,2756,2827,456,0
2019-01-03 21:30:00,67805,2756,2827,92,0
2019-01-03 21:45:00,67465,2756,2827,44,4
2019-01-03 22:00:00,66495,2756,2827,372,4
2019-01-03 22:15:00,65823,2756,2827,212,0
2019-01-03 22:30:00,64711,2756,2827,136,4
2019-01-03 22:45:00,64179,2756,2827,256,4
2019-01-03 23:00:00,62453,2756,2827,332,8
2019-01-03 23:15:00,61385,2756,2827,56,4
2019-01-03 23:30:00,60673,2756,2827,52,16
2019-01-03 23:45:00,60137,2756,2827,104,20
2019-01-04 00:00:00,59428,2756,2827,756,0
2019-01-04 00:15:00,58784,2756,2827,376,0
2019-01-04 00:30:00,58276,2756,2827,8,8
2019-01-04 00:45:00,57728,2756,2827,0,272
2019-01-04 01:00:00,58380,2756,2827,28,36
2019-01-04 01:15:00,58144,2756,2827,48,4
2019-01-04 01:30:00,58324,2756,2827,28,4
2019-01-04 01:45:00,58192,2756,2827,4,136
2019-01-04 02:00:00,58334,2756,2827,304,4
2019-01-04 02:15:00,58202,2756,2827,124,4
2019-01-04 02:30:00,58466,2756,2827,92,4
2019-01-04 02:45:00,58598,2756,2827,16,56
2019-01-04 03:00:00,59445,2756,2827,572,0
2019-01-04 03:15:00,59533,2756,2827,236,0
2019-01-04 03:30:00,59681,2756,2827,60,8
2019-01-04 03:45:00,60109,2756,2827,16,44
2019-01-04 04:00:00,61205,2756,2827,104,20
2019-01-04 04:15:00,61237,2756,2827,172,0
2019-01-04 04:30:00,61421,2756,2827,308,0
2019-01-04 04:45:00,62057,2756,2827,524,0
2019-01-04 05:00:00,64560,2756,2827,396,4
2019-01-04 05:15:00,64764,2756,2827,204,0
2019-01-04 05:30:00,65656,2756,2827,244,0
2019-01-04 05:45:00,66628,2756,2827,256,0
2019-01-04 06:00:00,67591,2756,2827,4,180
2019-01-04 06:15:00,68987,2756,2827,236,4
2019-01-04 06:30:00,70015,2756,2827,208,0
2019-01-04 06:45:00,71527,2756,2827,28,8
2019-01-04 07:00:00,73066,2756,2827,0,424
2019-01-04 07:15:00,74138,2756,2827,0,220
2019-01-04 07:30:00,75098,2756,2827,4,156
2019-01-04 07:45:00,75878,2756,2827,40,48
2019-01-04 08:00:00,76018,2756,2827,40,56
2019-01-04 08:15:00,76574,2756,2827,128,12
2019-01-04 08:30:00,76810,2756,2827,64,20
2019-01-04 08:45:00,77226,2756,2827,100,24
2019-01-04 09:00:00,77438,2756,2827,748,28
2019-01-04 09:15:00,77998,2756,2827,1156,0
2019-01-04 09:30:00,78426,2756,2827,1296,0
2019-01-04 09:45:00,78302,2756,2827,1088,0
2019-01-04 10:00:00,77956,2756,2827,528,20
2019-01-04 10:15:00,78120,2756,2827,396,4
2019-01-04 10:30:00,78432,2756,2827,228,0
2019-01-04 10:45:00,78704,2756,2827,96,0
2019-01-04 11:00:00,79125,2756,2827,448,0
2019-01-04 11:15:00,79465,2756,2827,452,0
2019-01-04 11:30:00,79805,2756,2827,96,4
2019-01-04 11:45:00,80053,2756,2827,20,16
2019-01-04 12:00:00,80227,2756,2827,12,28
2019-01-04 12:15:00,80019,2756,2827,0,480
2019-01-04 12:30:00,80075,2756,2827,0,332
2019-01-04 12:45:00,79755,2756,2827,0,312
2019-01-04 13:00:00,80677,2756,2827,844,12
2019-01-04 13:15:00,80105,2756,2827,564,4
2019-01-04 13:30:00,79773,2756,2827,380,8
2019-01-04 13:45:00,79077,2756,2827,208,8
2019-01-04 14:00:00,80053,2756,2827,384,4
2019-01-04 14:15:00,79605,2756,2827,256,12
2019-01-04 14:30:00,79273,2756,2827,468,4
2019-01-04 14:45:00,79001,2756,2827,224,4
2019-01-04 15:00:00,79063,2756,2827,368,4
2019-01-04 15:15:00,78811,2756,2827,340,4
2019-01-04 15:30:00,78707,2756,2827,368,4
2019-01-04 15:45:00,78671,2756,2827,336,4
2019-01-04 16:00:00,78908,2756,2827,1136,0
2019-01-04 16:15:00,79148,2756,2827,1092,0
2019-01-04 16:30:00,79728,2756,2827,872,0
2019-01-04 16:45:00,80324,2756,2827,764,0
2019-01-04 17:00:00,80027,2756,2827,60,24
2019-01-04 17:15:00,80307,2756,2827,248,0
2019-01-04 17:30:00,80539,2756,2827,160,4
2019-01-04 17:45:00,80571,2756,2827,12,76
2019-01-04 18:00:00,79416,2756,2827,8,100
2019-01-04 18:15:00,79084,2756,2827,12,16
2019-01-04 18:30:00,78796,2756,2827,0,136
2019-01-04 18:45:00,78396,2756,2827,0,88
2019-01-04 19:00:00,77857,2756,2827,576,4
2019-01-04 19:15:00,76897,2756,2827,100,4
2019-01-04 19:30:00,76529,2756,2827,132,4
2019-01-04 19:45:00,75721,2756,2827,16,16
2019-01-04 20:00:00,76734,2756,2827,152,20
2019-01-04 20:15:00,75726,2756,2827,196,8
2019-01-04 20:30:00,75210,2756,2827,332,4
2019-01-04 20:45:00,74022,2756,2827,68,4
2019-01-04 21:00:00,73211,2756,2827,332,4
2019-01-04 21:15:00,72711,2756,2827,272,4
2019-01-04 21:30:00,72419,2756,2827,180,8
2019-01-04 21:45:00,71635,2756,2827,40,236
2019-01-04 22:00:00,71276,2756,2827,20,148
2019-01-04 22:15:00,70876,2756,2827,4,8
2019-01-04 22:30:00,69968,2756,2827,56,176
2019-01-04 22:45:00,69092,2756,2827,4,212
2019-01-04 23:00:00,66857,2756,2827,148,64
2019-01-04 23:15:00,66033,2756,2827,100,12
2019-01-04 23:30:00,65093,2756,2827,4,120
2019-01-04 23:45:00,64189,2756,2827,0,168
2019-01-05 00:00:00,64293,2756,2827,520,76
2019-01-05 00:15:00,63773,2756,2827,696,0
2019-01-05 00:30:00,63397,2756,2827,756,0
2019-01-05 00:45:00,62589,2756,2827,36,4
2019-01-05 01:00:00,62894,2756,2827,400,4
2019-01-05 01:15:00,62054,2756,2827,376,0
2019-01-05 01:30:00,61894,2756,2827,252,4
2019-01-05 01:45:00,61402,2756,2827,56,8
2019-01-05 02:00:00,61799,2756,2827,336,0
2019-01-05 02:15:00,61295,2756,2827,184,8
2019-01-05 02:30:00,61451,2756,2827,208,12
2019-01-05 02:45:00,61203,2756,2827,12,12
2019-01-05 03:00:00,61776,2756,2827,664,8
2019-01-05 03:15:00,61520,2756,2827,584,0
2019-01-05 03:30:00,61572,2756,2827,180,0
2019-01-05 03:45:00,61624,2756,2827,32,4
2019-01-05 04:00:00,61791,2756,2827,328,4
2019-01-05 04:15:00,61679,2756,2827,144,4
2019-01-05 04:30:00,61699,2756,2827,116,4
2019-01-05 04:45:00,61683,2756,2827,152,4
2019-01-05 05:00:00,62816,2756,2827,660,0
2019-01-05 05:15:00,62788,2756,2827,388,4
2019-01-05 05:30:00,62760,2756,2827,196,4
2019-01-05 05:45:00,62748,2756,2827,180,4
2019-01-05 06:00:00,63604,2756,2827,12,224
2019-01-05 06:15:00,63900,2756,2827,108,4
2019-01-05 06:30:00,64384,2756,2827,496,4
2019-01-05 06:45:00,64792,2756,2827,432,20
2019-01-05 07:00:00,64551,2756,2827,4,472
2019-01-05 07:15:00,65211,2756,2827,8,376
2019-01-05 07:30:00,65611,2756,2827,60,120
2019-01-05 07:45:00,66467,2756,2827,48,40
2019-01-05 08:00:00,67540,2756,2827,0,448
2019-01-05 08:15:00,68548,2756,2827,8,204
2019-01-05 08:30:00,68764,2756,2827,0,256
2019-01-05 08:45:00,69572,2756,2827,0,228
2019-01-05 09:00:00,70741,2756,2827,12,248
2019-01-05 09:15:00,71273,2756,2827,0,80
2019-01-05 09:30:00,72245,2756,2827,244,0
2019-01-05 09:45:00,72769,2756,2827,260,4
2019-01-05 10:00:00,72700,2756,2827,32,152
2019-01-05 10:15:00,73092,2756,2827,24,20
2019-01-05 10:30:00,73380,2756,2827,4,8
2019-01-05 10:45:00,73868,2756,2827,16,8
2019-01-05 11:00:00,73890,2756,2827,420,0
2019-01-05 11:15:00,73966,2756,2827,120,8
2019-01-05 11:30:00,74350,2756,2827,184,0
2019-01-05 11:45:00,74126,2756,2827,36,16
2019-01-05 12:00:00,73559,2756,2827,104,20
2019-01-05 12:15:00,73315,2756,2827,24,72
2019-01-05 12:30:00,73175,2756,2827,128,8
2019-01-05 12:45:00,72763,2756,2827,0,192
2019-01-05 13:00:00,72696,2756,2827,4,24
2019-01-05 13:15:00,72096,2756,2827,0,588
2019-01-05 13:30:00,71700,2756,2827,8,312
2019-01-05 13:45:00,71420,2756,2827,4,192
2019-01-05 14:00:00,71508,2756,2827,348,24
2019-01-05 14:15:00,71016,2756,2827,272,0
2019-01-05 14:30:00,70956,2756,2827,348,8
2019-01-05 14:45:00,70620,2756,2827,4,32
2019-01-05 15:00:00,70560,2756,2827,44,24
2019-01-05 15:15:00,70276,2756,2827,180,0
2019-01-05 15:30:00,70196,2756,2827,580,0
2019-01-05 15:45:00,70252,2756,2827,188,4
2019-01-05 16:00:00,70044,2756,2827,16,4
2019-01-05 16:15:00,70380,2756,2827,68,44
2019-01-05 16:30:00,70964,2756,2827,188,16
2019-01-05 16:45:00,72012,2756,2827,276,0
2019-01-05 17:00:00,71772,2756,2827,24,104
2019-01-05 17:15:00,72108,2756,2827,0,120
2019-01-05 17:30:00,72292,2756,2827,0,392
2019-01-05 17:45:00,72536,2756,2827,0,280
2019-01-05 18:00:00,71792,2756,2827,28,84
2019-01-05 18:15:00,71124,2756,2827,4,496
2019-01-05 18:30:00,71288,2756,2827,0,400
2019-01-05 18:45:00,70904,2756,2827,0,260
2019-01-05 19:00:00,71307,2756,2827,60,40
2019-01-05 19:15:00,70615,2756,2827,64,24
2019-01-05 19:30:00,69999,2756,2827,32,108
2019-01-05 19:45:00,69275,2756,2827,0,292
2019-01-05 20:00:00,69011,2756,2827,0,288
2019-01-05 20:15:00,67967,2756,2827,0,652
2019-01-05 20:30:00,67195,2756,2827,0,752
2019-01-05 20:45:00,66603,2756,2827,0,412
2019-01-05 21:00:00,65703,2756,2827,0,160
2019-01-05 21:15:00,65243,2756,2827,0,176
2019-01-05 21:30:00,64871,2756,2827,0,404
2019-01-05 21:45:00,64435,2756,2827,0,640
2019-01-05 22:00:00,64211,2756,2827,4,204
2019-01-05 22:15:00,63699,2756,2827,0,108
2019-01-05 22:30:00,62963,2756,2827,8,156
2019-01-05 22:45:00,62487,2756,2827,0,192
2019-01-05 23:00:00,61418,2756,2827,0,336
2019-01-05 23:15:00,60530,2756,2827,0,468
2019-01-05 23:30:00,60098,2756,2827,0,368
2019-01-05 23:45:00,59530,2756,2827,4,256
2019-01-06 00:00:00,60641,2756,2827,68,84
2019-01-06 00:15:00,59569,2756,2827,0,188
2019-01-06 00:30:00,59013,2756,2827,12,80
2019-01-06 00:45:00,58473,2756,2827,12,216
2019-01-06 01:00:00,58719,2756,2827,312,12
2019-01-06 01:15:00,58199,2756,2827,84,8
2019-01-06 01:30:00,58031,2756,2827,88,4
2019-01-06 01:45:00,57743,2756,2827,32,24
2019-01-06 02:00:00,56526,2756,2827,248,24
2019-01-06 02:15:00,56334,2756,2827,156,0
2019-01-06 02:30:00,56102,2756,2827,76,4
2019-01-06 02:45:00,55966,2756,2827,104,24
2019-01-06 03:00:00,54667,2756,2827,172,20
2019-01-06 03:15:00,54783,2756,2827,168,4
2019-01-06 03:30:00,54615,2756,2827,224,0
2019-01-06 03:45:00,54459,2756,2827,192,44
2019-01-06 04:00:00,52215,2756,2827,4,232
2019-01-06 04:15:00,52403,2756,2827,0,224
2019-01-06 04:30:00,52359,2756,2827,0,176
2019-01-06 04:45:00,52419,2756,2827,0,132
2019-01-06 05:00:00,53754,2756,2827,4,32
2019-01-06 05:15:00,53362,2756,2827,8,8
2019-01-06 05:30:00,53234,2756,2827,4,48
2019-01-06 05:45:00,53070,2756,2827,16,4
2019-01-06 06:00:00,53498,2756,2827,96,20
2019-01-06 06:15:00,53618,2756,2827,272,0
2019-01-06 06:30:00,53634,2756,2827,444,0
2019-01-06 06:45:00,53838,2756,2827,724,0
2019-01-06 07:00:00,54587,2756,2827,112,24
2019-01-06 07:15:00,54723,2756,2827,168,4
2019-01-06 07:30:00,55095,2756,2827,168,4
2019-01-06 07:45:00,55859,2756,2827,148,4
2019-01-06 08:00:00,55367,2756,2827,4,376
2019-01-06 08:15:00,55887,2756,2827,0,312
2019-01-06 08:30:00,56575,2756,2827,32,28
2019-01-06 08:45:00,57491,2756,2827,80,4
2019-01-06 09:00:00,57086,2756,2827,28,4
2019-01-06 09:15:00,57982,2756,2827,60,0
2019-01-06 09:30:00,58810,2756,2827,144,0
2019-01-06 09:45:00,59422,2756,2827,124,0
2019-01-06 10:00:00,59158,2756,2827,28,36
2019-01-06 10:15:00,59794,2756,2827,100,20
2019-01-06 10:30:00,60474,2756,2827,164,0
2019-01-06 10:45:00,61118,2756,2827,212,0
2019-01-06 11:00:00,61450,2756,2827,164,0
2019-01-06 11:15:00,62010,2756,2827,248,0
2019-01-06 11:30:00,62530,2756,2827,336,0
2019-01-06 11:45:00,62770,2756,2827,508,0
2019-01-06 12:00:00,63622,2756,2827,1104,0
2019-01-06 12:15:00,63330,2756,2827,692,0
2019-01-06 12:30:00,63170,2756,2827,500,0
2019-01-06 12:45:00,62906,2756,2827,252,0
