datetime,DE_CH_merged_relation/14650683-220-a+2,DE_CH_merged_way/50306784-2-220+1,DE_CH_merged_relation/3916226-380-c+3,DE_CH_merged_way/195538144-1-380+6,DE_CH_merged_way/195538144-2-220+4,DE_CH_merged_way/27854188-2-220+1,DE_CH_merged_way/50306784-1-380+1,DE_CH_merged_way/62332171-380+3,DE_CH_relation/3915993-380-c,DE_CH_way/1327046560-380,DE_CH_relation/3916522-380-a,DE_CH_relation/5603845-380,DE_CH_relation/5603846-380,DE_DK_relation/12842815-400,DE_DK_way/907517163-380,DE_DK_relation/3732382-400-a,DE_AT_way/48616848-380,DE_AT_merged_way/26971631-220+1,DE_AT_merged_way/30970013-2-220+3,DE_AT_merged_way/30970013-1-380+3,DE_AT_way/133787551-220,DE_AT_way/125690613-220,DE_AT_way/125690616-220,DE_AT_relation/1750800-220-b,DE_CZ_way/157331464-380,DE_CZ_way/157331464-380.1,DE_CZ_way/157331464-380.2,DE_PL_relation/1188569-400,DE_PL_relation/2239286-400,DE_PL_relation/3730417-380,DE_PL_relation/3730418-380,DE_LU_relation/3756857-220-c,DE_LU_relation/3756858-220-b,DE_LU_merged_way/33813956-220+2,DE_LU_way/89176927-220,DE_FR_relation/3717718-400,DE_FR_relation/3717719-220,DE_FR_relation/3756990-380,DE_FR_relation/6170191-400,DE_FR_relation/3756991-220,DE_NL_merged_way/24846754-380+7,DE_NL_merged_way/29291584-380+4,DE_NL_relation/1637163-380,DE_NL_relation/9981859-380,DE_NL_merged_way/521228484-380+9,DE_SE,DE_BE,DE_NO
2023-01-01 10:00:00,-2.445925,-4.902625,-8.458375,-8.458375,-2.445925,-4.902625,-16.91675,-16.91675,-8.458375,-8.458375,-8.458375,-8.458375,-8.458375,0.0,0.0,0.0,-20.612475,-20.612475,-2.982825,-10.3032,-5.96565,-5.96565,-5.96565,-2.982825,47.0,23.5,23.5,155.122,155.122,147.378,147.378,21.25,21.25,21.25,21.25,0.0,0.0,0.0,0.0,0.0,196.125,196.125,98.0625,98.0625,196.125,506.0,724.0,0.0
2023-01-01 11:00:00,-2.741025,-5.494125,-9.478875,-9.478875,-2.741025,-5.494125,-18.95775,-18.95775,-9.478875,-9.478875,-9.478875,-9.478875,-9.478875,0.0,0.0,0.0,-27.144,-27.144,-3.928,-13.568,-7.856,-7.856,-7.856,-3.928,-132.0,-66.0,-66.0,241.5288,241.5288,229.4712,229.4712,43.0625,43.0625,43.0625,43.0625,0.0,0.0,0.0,0.0,0.0,119.25,119.25,59.625,59.625,119.25,506.0,391.25,0.0
2023-01-01 12:00:00,-2.043,-4.095,-7.065,-7.065,-2.043,-4.095,-14.13,-14.13,-7.065,-7.065,-7.065,-7.065,-7.065,0.0,0.0,0.0,-32.06385,-32.06385,-4.63995,-16.0272,-9.2799,-9.2799,-9.2799,-4.63995,-6.0,-3.0,-3.0,200.5048,200.5048,190.4952,190.4952,32.6875,32.6875,32.6875,32.6875,185.6022,51.0468,352.702,185.6022,51.0468,120.625,120.625,60.3125,60.3125,120.625,506.0,378.0,0.0
2023-01-01 13:00:00,6.27655,12.58075,21.70525,21.70525,6.27655,12.58075,43.4105,43.4105,21.70525,21.70525,21.70525,21.70525,21.70525,0.0,0.0,0.0,-65.400075,-65.400075,-9.464025,-32.6904,-18.92805,-18.92805,-18.92805,-9.464025,-396.5,-198.25,-198.25,0.0,0.0,0.0,0.0,7.125,7.125,7.125,7.125,-64.0395,-17.613,-121.695,-64.0395,-17.613,-45.3125,-45.3125,-22.65625,-22.65625,-45.3125,506.0,458.75,0.0
2023-01-01 14:00:00,4.98265,9.98725,17.23075,17.23075,4.98265,9.98725,34.4615,34.4615,17.23075,17.23075,17.23075,17.23075,17.23075,0.0,0.0,0.0,-99.4149,-99.4149,-14.3863,-49.6928,-28.7726,-28.7726,-28.7726,-14.3863,-291.0,-145.5,-145.5,0.0,0.0,0.0,0.0,7.9375,7.9375,7.9375,7.9375,-170.3226,-46.8444,-323.666,-170.3226,-46.8444,-74.0,-74.0,-37.0,-37.0,-74.0,506.0,555.75,0.0
2023-01-01 15:00:00,-4.2903,-8.5995,-14.8365,-14.8365,-4.2903,-8.5995,-29.673,-29.673,-14.8365,-14.8365,-14.8365,-14.8365,-14.8365,-0.7692,-1.4616,-0.7692,-149.716125,-149.716125,-21.665375,-74.836,-43.33075,-43.33075,-43.33075,-21.665375,-133.0,-66.5,-66.5,0.0,0.0,0.0,0.0,11.9375,11.9375,11.9375,11.9375,0.0,0.0,0.0,0.0,0.0,-6.75,-6.75,-3.375,-3.375,-6.75,421.0,274.25,0.0
2023-01-01 16:00:00,-14.170475,-28.403375,-49.003625,-49.003625,-14.170475,-28.403375,-98.00725,-98.00725,-49.003625,-49.003625,-49.003625,-49.003625,-49.003625,170.2496,323.5008,170.2496,-181.610325,-181.610325,-26.280775,-90.7784,-52.56155,-52.56155,-52.56155,-26.280775,-62.0,-31.0,-31.0,0.0,0.0,0.0,0.0,19.5,19.5,19.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,-97.25,0.0
2023-01-01 17:00:00,5.385575,10.794875,18.624125,18.624125,5.385575,10.794875,37.24825,37.24825,18.624125,18.624125,18.624125,18.624125,18.624125,125.0591,237.6318,125.0591,-171.770625,-171.770625,-24.856875,-85.86,-49.71375,-49.71375,-49.71375,-24.856875,-90.5,-45.25,-45.25,240.7596,240.7596,228.7404,228.7404,26.375,26.375,26.375,26.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-271.25,0.0
2023-01-01 18:00:00,4.931575,9.884875,17.054125,17.054125,4.931575,9.884875,34.10825,34.10825,17.054125,17.054125,17.054125,17.054125,17.054125,148.2633,281.7234,148.2633,-188.3115,-188.3115,-27.2505,-94.128,-54.501,-54.501,-54.501,-27.2505,-79.5,-39.75,-39.75,225.8884,225.8884,214.6116,214.6116,39.0625,39.0625,39.0625,39.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.0,-961.0,0.0
2023-01-01 19:00:00,4.057625,8.133125,14.031875,14.031875,4.057625,8.133125,28.06375,28.06375,14.031875,14.031875,14.031875,14.031875,14.031875,-99.2268,-188.5464,-99.2268,176.181525,176.181525,25.495175,88.0648,50.99035,50.99035,50.99035,25.495175,340.5,170.25,170.25,194.0948,194.0948,184.4052,184.4052,6.75,6.75,6.75,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-285.0,47.0,0.0
2023-01-01 20:00:00,-16.349675,-32.771375,-56.539625,-56.539625,-16.349675,-32.771375,-113.07925,-113.07925,-56.539625,-56.539625,-56.539625,-56.539625,-56.539625,-101.1498,-192.2004,-101.1498,-167.190075,-167.190075,-24.194025,-83.5704,-48.38805,-48.38805,-48.38805,-24.194025,351.5,175.75,175.75,242.5544,242.5544,230.4456,230.4456,16.3125,16.3125,16.3125,16.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-304.0,-321.75,0.0
2023-01-01 21:00:00,-9.732625,-19.508125,-33.656875,-33.656875,-9.732625,-19.508125,-67.31375,-67.31375,-33.656875,-33.656875,-33.656875,-33.656875,-33.656875,-103.3292,-196.3416,-103.3292,-183.73095,-183.73095,-26.58765,-91.8384,-53.1753,-53.1753,-53.1753,-26.58765,461.0,230.5,230.5,250.5028,250.5028,237.9972,237.9972,31.875,31.875,31.875,31.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.0,-170.75,0.0
2023-01-01 22:00:00,-8.68275,-17.40375,-30.02625,-30.02625,-8.68275,-17.40375,-60.0525,-60.0525,-30.02625,-30.02625,-30.02625,-30.02625,-30.02625,-109.0341,-207.1818,-109.0341,-160.31925,-160.31925,-23.19975,-80.136,-46.3995,-46.3995,-46.3995,-23.19975,280.5,140.25,140.25,226.4012,226.4012,215.0988,215.0988,45.9375,45.9375,45.9375,45.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-699.5,0.0
2023-01-01 23:00:00,-9.051625,-18.143125,-31.301875,-31.301875,-9.051625,-18.143125,-62.60375,-62.60375,-31.301875,-31.301875,-31.301875,-31.301875,-31.301875,-117.8799,-223.9902,-117.8799,-144.626625,-144.626625,-20.928875,-72.292,-41.85775,-41.85775,-41.85775,-20.928875,-190.0,-95.0,-95.0,214.6068,214.6068,203.8932,203.8932,17.875,17.875,17.875,17.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.5,0.0
2023-01-02 00:00:00,1.94085,3.89025,6.71175,6.71175,1.94085,3.89025,13.4235,13.4235,6.71175,6.71175,6.71175,6.71175,6.71175,-131.7896,-250.4208,-131.7896,-186.10605,-186.10605,-26.93135,-93.0256,-53.8627,-53.8627,-53.8627,-26.93135,-379.5,-189.75,-189.75,246.6568,246.6568,234.3432,234.3432,-10.8125,-10.8125,-10.8125,-10.8125,0.0,0.0,0.0,0.0,0.0,147.0625,147.0625,73.53125,73.53125,147.0625,0.0,590.25,0.0
2023-01-02 01:00:00,8.574925,17.187625,29.653375,29.653375,8.574925,17.187625,59.30675,59.30675,29.653375,29.653375,29.653375,29.653375,29.653375,-107.688,-204.624,-107.688,-225.549675,-225.549675,-32.639225,-112.7416,-65.27845,-65.27845,-65.27845,-32.639225,0.0,0.0,0.0,251.5284,251.5284,238.9716,238.9716,-0.3125,-0.3125,-0.3125,-0.3125,0.0,0.0,0.0,0.0,0.0,-59.5,-59.5,-29.75,-29.75,-59.5,0.0,-80.25,0.0
2023-01-02 02:00:00,15.5041,31.0765,53.6155,53.6155,15.5041,31.0765,107.231,107.231,53.6155,53.6155,53.6155,53.6155,53.6155,-53.0107,-100.7286,-53.0107,-206.2944,-206.2944,-29.8528,-103.1168,-59.7056,-59.7056,-59.7056,-29.8528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.875,33.875,33.875,33.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-523.5,0.0
2023-01-02 03:00:00,13.330575,26.719875,46.099125,46.099125,13.330575,26.719875,92.19825,92.19825,46.099125,46.099125,46.099125,46.099125,46.099125,0.0,0.0,0.0,-197.387775,-197.387775,-28.563925,-98.6648,-57.12785,-57.12785,-57.12785,-28.563925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.375,27.375,27.375,27.375,0.0,0.0,0.0,0.0,0.0,-224.6875,-224.6875,-112.34375,-112.34375,-224.6875,0.0,-362.0,0.0
2023-01-02 04:00:00,12.956025,25.969125,44.803875,44.803875,12.956025,25.969125,89.60775,89.60775,44.803875,44.803875,44.803875,44.803875,44.803875,0.0,0.0,0.0,-198.99945,-198.99945,-28.79715,-99.4704,-57.5943,-57.5943,-57.5943,-28.79715,-364.0,-182.0,-182.0,0.0,0.0,0.0,0.0,23.125,23.125,23.125,23.125,0.0,0.0,0.0,0.0,0.0,-183.5,-183.5,-91.75,-91.75,-183.5,0.0,-207.0,0.0
2023-01-02 05:00:00,0.21565,0.43225,0.74575,0.74575,0.21565,0.43225,1.4915,1.4915,0.74575,0.74575,0.74575,0.74575,0.74575,0.0,0.0,0.0,-175.24845,-175.24845,-25.36015,-87.5984,-50.7203,-50.7203,-50.7203,-25.36015,-395.0,-197.5,-197.5,0.0,0.0,0.0,0.0,1.5625,1.5625,1.5625,1.5625,0.0,0.0,0.0,0.0,0.0,-131.125,-131.125,-65.5625,-65.5625,-131.125,0.0,433.25,0.0
2023-01-02 06:00:00,-5.11885,-10.26025,-17.70175,-17.70175,-5.11885,-10.26025,-35.4035,-35.4035,-17.70175,-17.70175,-17.70175,-17.70175,-17.70175,0.0,0.0,0.0,-210.19635,-210.19635,-30.41745,-105.0672,-60.8349,-60.8349,-60.8349,-30.41745,-197.0,-98.5,-98.5,0.0,0.0,0.0,0.0,44.625,44.625,44.625,44.625,0.0,0.0,0.0,0.0,0.0,-19.8125,-19.8125,-9.90625,-9.90625,-19.8125,0.0,-210.75,0.0
2023-01-02 07:00:00,-7.0597,-14.1505,-24.4135,-24.4135,-7.0597,-14.1505,-48.827,-48.827,-24.4135,-24.4135,-24.4135,-24.4135,-24.4135,-0.0641,-0.1218,-0.0641,-200.01735,-200.01735,-28.94445,-99.9792,-57.8889,-57.8889,-57.8889,-28.94445,-222.5,-111.25,-111.25,0.0,0.0,0.0,0.0,55.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,900.75
2023-01-02 08:00:00,-15.566525,-31.201625,-53.831375,-53.831375,-15.566525,-31.201625,-107.66275,-107.66275,-53.831375,-53.831375,-53.831375,-53.831375,-53.831375,-13.7174,-26.0652,-13.7174,-161.930925,-161.930925,-23.432975,-80.9416,-46.86595,-46.86595,-46.86595,-23.432975,-262.5,-131.25,-131.25,0.0,0.0,0.0,0.0,62.5625,62.5625,62.5625,62.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.5,527.75
2023-01-02 09:00:00,-8.20605,-16.44825,-28.37775,-28.37775,-8.20605,-16.44825,-56.7555,-56.7555,-28.37775,-28.37775,-28.37775,-28.37775,-28.37775,0.0,0.0,0.0,-71.08335,-71.08335,-10.28645,-35.5312,-20.5729,-20.5729,-20.5729,-10.28645,-199.5,-99.75,-99.75,0.0,0.0,0.0,0.0,89.4375,89.4375,89.4375,89.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,580.75
2023-01-02 10:00:00,0.35185,0.70525,1.21675,1.21675,0.35185,0.70525,2.4335,2.4335,1.21675,1.21675,1.21675,1.21675,1.21675,0.0,0.0,0.0,-15.522975,-15.522975,-2.246325,-7.7592,-4.49265,-4.49265,-4.49265,-2.246325,-194.5,-97.25,-97.25,0.0,0.0,0.0,0.0,107.625,107.625,107.625,107.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,0.0
2023-01-02 11:00:00,2.843175,5.698875,9.832125,9.832125,2.843175,5.698875,19.66425,19.66425,9.832125,9.832125,9.832125,9.832125,9.832125,-14.3584,-27.2832,-14.3584,-10.772775,-10.772775,-1.558925,-5.3848,-3.11785,-3.11785,-3.11785,-1.558925,-161.0,-80.5,-80.5,0.0,0.0,0.0,0.0,127.625,127.625,127.625,127.625,-196.8372,-54.1368,-374.052,-196.8372,-54.1368,0.0,0.0,0.0,0.0,0.0,0.0,775.5,0.0
2023-01-02 12:00:00,-2.93965,-5.89225,-10.16575,-10.16575,-2.93965,-5.89225,-20.3315,-20.3315,-10.16575,-10.16575,-10.16575,-10.16575,-10.16575,0.0,0.0,0.0,-11.70585,-11.70585,-1.69395,-5.8512,-3.3879,-3.3879,-3.3879,-1.69395,-169.0,-84.5,-84.5,0.0,0.0,0.0,0.0,117.5625,117.5625,117.5625,117.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.5,900.0
2023-01-02 13:00:00,-9.255925,-18.552625,-32.008375,-32.008375,-9.255925,-18.552625,-64.01675,-64.01675,-32.008375,-32.008375,-32.008375,-32.008375,-32.008375,0.0,0.0,0.0,-17.558775,-17.558775,-2.540925,-8.7768,-5.08185,-5.08185,-5.08185,-2.540925,-139.0,-69.5,-69.5,0.0,0.0,0.0,0.0,91.875,91.875,91.875,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.25,949.5
2023-01-02 14:00:00,-5.0394,-10.101,-17.427,-17.427,-5.0394,-10.101,-34.854,-34.854,-17.427,-17.427,-17.427,-17.427,-17.427,0.0,0.0,0.0,-26.889525,-26.889525,-3.891175,-13.4408,-7.78235,-7.78235,-7.78235,-3.891175,-156.0,-78.0,-78.0,0.0,0.0,0.0,0.0,91.6875,91.6875,91.6875,91.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0
2023-01-02 15:00:00,-16.94555,-33.96575,-58.60025,-58.60025,-16.94555,-33.96575,-117.2005,-117.2005,-58.60025,-58.60025,-58.60025,-58.60025,-58.60025,0.0,0.0,0.0,-73.79775,-73.79775,-10.67925,-36.888,-21.3585,-21.3585,-21.3585,-10.67925,-138.0,-69.0,-69.0,0.0,0.0,0.0,0.0,92.25,92.25,92.25,92.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163.5,855.75
2023-01-02 16:00:00,-11.70185,-23.45525,-40.46675,-40.46675,-11.70185,-23.45525,-80.9335,-80.9335,-40.46675,-40.46675,-40.46675,-40.46675,-40.46675,0.0,0.0,0.0,-55.390725,-55.390725,-8.015575,-27.6872,-16.03115,-16.03115,-16.03115,-8.015575,-276.0,-138.0,-138.0,0.0,0.0,0.0,0.0,72.875,72.875,72.875,72.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.25,744.75
2023-01-02 17:00:00,-10.77115,-21.58975,-37.24825,-37.24825,-10.77115,-21.58975,-74.4965,-74.4965,-37.24825,-37.24825,-37.24825,-37.24825,-37.24825,-0.0641,-0.1218,-0.0641,195.012675,195.012675,28.220225,97.4776,56.44045,56.44045,56.44045,28.220225,-288.5,-144.25,-144.25,0.0,0.0,0.0,0.0,128.125,128.125,128.125,128.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.5,179.5
2023-01-02 18:00:00,-0.402925,-0.807625,-1.393375,-1.393375,-0.402925,-0.807625,-2.78675,-2.78675,-1.393375,-1.393375,-1.393375,-1.393375,-1.393375,25.5118,48.4764,25.5118,232.844625,232.844625,33.694875,116.388,67.38975,67.38975,67.38975,33.694875,-364.0,-182.0,-182.0,233.5804,233.5804,221.9196,221.9196,124.5,124.5,124.5,124.5,27.4134,7.5396,52.094,27.4134,7.5396,0.0,0.0,0.0,0.0,0.0,0.0,990.0,-246.25
2023-01-02 19:00:00,0.959075,1.922375,3.316625,3.316625,0.959075,1.922375,6.63325,6.63325,3.316625,3.316625,3.316625,3.316625,3.316625,-60.1899,-114.3702,-60.1899,-82.365075,-82.365075,-11.919025,-41.1704,-23.83805,-23.83805,-23.83805,-11.919025,-350.5,-175.25,-175.25,0.0,0.0,0.0,0.0,127.5625,127.5625,127.5625,127.5625,155.2677,42.7038,295.057,155.2677,42.7038,0.0,0.0,0.0,0.0,0.0,0.0,629.75,-767.25
2023-01-02 20:00:00,-0.028375,-0.056875,-0.098125,-0.098125,-0.028375,-0.056875,-0.19625,-0.19625,-0.098125,-0.098125,-0.098125,-0.098125,-0.098125,-14.5507,-27.6486,-14.5507,-144.8811,-144.8811,-20.9657,-72.4192,-41.9314,-41.9314,-41.9314,-20.9657,-484.5,-242.25,-242.25,234.606,234.606,222.894,222.894,118.3125,118.3125,118.3125,118.3125,168.7497,46.4118,320.677,168.7497,46.4118,0.0,0.0,0.0,0.0,0.0,0.0,533.0,-722.75
2023-01-02 21:00:00,8.02445,16.08425,27.74975,27.74975,8.02445,16.08425,55.4995,55.4995,27.74975,27.74975,27.74975,27.74975,27.74975,-47.7545,-90.741,-47.7545,-110.357325,-110.357325,-15.969775,-55.1624,-31.93955,-31.93955,-31.93955,-15.969775,0.0,0.0,0.0,247.6824,247.6824,235.3176,235.3176,114.8125,114.8125,114.8125,114.8125,138.4152,38.0688,263.032,138.4152,38.0688,0.0,0.0,0.0,0.0,0.0,0.0,-182.75,-144.5
2023-01-02 22:00:00,9.199175,18.438875,31.812125,31.812125,9.199175,18.438875,63.62425,63.62425,31.812125,31.812125,31.812125,31.812125,31.812125,-79.9327,-151.8846,-79.9327,-39.18915,-39.18915,-5.67105,-19.5888,-11.3421,-11.3421,-11.3421,-5.67105,-474.0,-237.0,-237.0,0.0,0.0,0.0,0.0,114.6875,114.6875,114.6875,114.6875,93.2505,25.647,177.205,93.2505,25.647,0.0,0.0,0.0,0.0,0.0,-148.0,-287.0,454.0
2023-01-02 23:00:00,18.290525,36.661625,63.251375,63.251375,18.290525,36.661625,126.50275,126.50275,63.251375,63.251375,63.251375,63.251375,63.251375,-90.4451,-171.8598,-90.4451,-106.8795,-106.8795,-15.4665,-53.424,-30.933,-30.933,-30.933,-15.4665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.75,109.75,109.75,109.75,182.2317,50.1198,346.297,182.2317,50.1198,0.0,0.0,0.0,0.0,0.0,-548.0,774.75,0.0
2023-01-03 00:00:00,-0.028375,-0.056875,-0.098125,-0.098125,-0.028375,-0.056875,-0.19625,-0.19625,-0.098125,-0.098125,-0.098125,-0.098125,-0.098125,-7.7561,-14.7378,-7.7561,-125.541,-125.541,-18.167,-62.752,-36.334,-36.334,-36.334,-18.167,0.0,0.0,0.0,155.122,155.122,147.378,147.378,81.5,81.5,81.5,81.5,116.6193,32.0742,221.613,116.6193,32.0742,0.0,0.0,0.0,0.0,0.0,-617.0,940.75,629.75
