name,v_nom,carrier,x,y
278,220,AC,11.56150747,52.12389245
279,380,AC,12.81390991,50.85791851
280,380,AC,13.38232338,51.35599616
281,380,AC,12.04498252,50.78125673
282,380,AC,12.5182221,51.15707259
283,380,AC,8.480095235,50.59092043
284,380,AC,8.656599236,50.60554913
285,220,AC,8.081626706,52.85863748
286,220,AC,9.567102012,51.32525733
287,220,AC,7.746792484,52.28851151
288,220,AC,7.910729286,48.5012883
289,220,AC,7.725706348,52.2771949
290,380,AC,14.21922829,51.12070799
291,380,AC,14.57008655,51.41901368
292,380,AC,11.6441811,51.90851287
293,220,AC,11.47469082,50.60401548
294,380,AC,10.99101463,50.57352699
295,220,AC,10.50549912,52.30183791
296,380,AC,9.11362796,52.54579247
297,220,AC,10.36923005,52.16709243
298,220,AC,10.41954063,52.23696066
299,220,AC,10.0876468,52.31513055
300,220,AC,8.403141436,52.60964401
301,380,AC,10.23586311,52.29345954
302,380,AC,9.514240091,51.25903558
303,380,AC,9.387651257,51.64073353
304,380,AC,9.774150438,50.52874965
305,380,AC,9.177459676,49.03780985
306,380,AC,9.177311103,49.0393782
307,380,AC,9.15135395,49.14338341
308,380,AC,10.187834,49.98121904
309,380,AC,9.446918671,49.59026293
310,380,AC,9.207364431,49.17663795
311,380,AC,9.694656355,49.23259254
312,380,AC,10.11748669,48.89710534
313,380,AC,12.33742291,51.19696836
314,380,AC,10.86756588,48.53946909
315,380,AC,10.84086956,48.23803101
316,380,AC,10.93672893,48.40130644
317,380,AC,10.87393576,47.24442393
318,380,AC,10.86376162,48.54682311
319,380,AC,9.704231499,48.46506373
320,380,AC,9.400631395,48.66694244
321,220,AC,7.572437313,48.01887499
322,380,AC,7.751862498,48.09640572
323,220,AC,12.47724652,50.75312008
324,380,AC,14.94649729,51.06258622
325,380,AC,15.11499074,51.09057956
326,380,AC,13.84126808,50.99017594
327,380,AC,13.25555502,50.93017824
328,220,AC,13.08187712,48.25652124
329,220,AC,13.00278211,48.26196827
330,220,AC,12.22083536,48.58573299
331,220,AC,12.74744423,48.14875584
332,380,AC,13.10343464,48.66679296
333,380,AC,9.196982359,54.85109861
334,380,AC,11.1937278,50.16221444
335,380,AC,10.83601575,49.92806739
336,380,AC,11.81070255,50.18376553
337,380,AC,12.29688379,48.60690992
338,380,AC,12.08225445,49.29744777
339,220,AC,8.953681213,49.56744317
340,220,AC,12.46964401,51.37166295
341,220,AC,12.24882391,51.19788243
342,220,AC,10.73466943,51.44018676
343,380,AC,11.00491691,50.50741497
344,220,AC,13.0025899,50.86591272
345,220,AC,12.24283692,50.56745317
346,380,AC,13.24902837,52.53162389
347,380,AC,13.31551585,52.52199937
348,380,AC,13.36865846,52.50314221
349,220,AC,11.79241384,48.83822402
350,220,AC,11.32695268,49.39347312
351,380,AC,11.50773055,48.76112399
352,220,AC,11.80760564,48.4554268
353,380,AC,11.58137052,48.76489405
354,380,AC,11.63931211,48.17878341
355,220,AC,6.177914512,49.95306508
356,220,AC,6.211020315,49.95862575
357,220,AC,6.114517007,49.90536466
358,220,AC,6.08346045,49.77644062
359,380,AC,6.276941785,49.19774007
360,380,AC,6.773207838,49.29107421
361,220,AC,6.703652357,49.13851119
362,380,AC,8.049363524,47.55088185
363,220,AC,7.500061734,51.53517409
364,220,AC,6.97593254,51.03760073
365,380,AC,13.242849,52.53495399
366,380,AC,8.562181934,49.13294994
367,380,AC,8.441315485,49.25140265
368,380,AC,7.942081286,47.65334155
369,380,AC,9.068791058,53.56664141
