name,bus0,bus1,s_nom,x,r
merged_relation/1208415-380-c+1,way/23380800-380,way/24478889-380,1698.103,2.30545,0.281152
merged_way/24532884-1-380+6,way/23380800-380,way/24479984-380,1698.103,3.387922,0.413161
merged_relation/14592471-380-b+1,way/25306752-380,way/31131325-380,1698.103,10.113687,1.233376
way/167261399-1-380,way/25306752-380,DE199-380,1698.103,15.007865,1.830227
merged_way/36964218-1-380+2,DE198-380,DE199-380,1698.103,0.56027,0.068326
merged_relation/14592735-380-c+1,way/24839976-380,way/23084554-380,1698.103,2.404903,0.293281
merged_way/24833555-380+5,way/24839976-380,way/22761839-380,3396.205,2.726607,0.332513
merged_way/24428845-1-380+1,DE124-380,way/22761839-380,3396.205,0.905093,0.110377
merged_way/364135875-380+4,way/22761692-380,way/22761839-380,1698.103,1.193339,0.145529
relation/1102892-380-b,way/24839976-380,way/26927264-380,1698.103,3.234484,0.394449
merged_way/850698155-380+1,DE136-380,way/26927264-380,3396.205,1.317882,0.160717
relation/3228400-380-b,way/24839976-380,DE139-380,1698.103,7.039573,0.858484
way/24840438-1-380,way/24839976-380,way/188276460-380,3396.205,0.342566,0.041776
merged_relation/14650683-220-a+2,way/88916034-220,way/50319857-220,491.556,2.87461,0.573012
merged_way/50306784-2-220+1,way/88916034-220,way/50319857-220,983.112,1.359286,0.270954
way/103737860-220,way/88916034-220,way/202865176-220,1966.224,0.194606,0.038792
merged_relation/1636708-380-b+1,way/42097854-380,way/54359256-380,1698.103,11.994943,1.462798
merged_way/296529805-1-380+4,way/82773910-380,way/54359256-380,3396.205,2.882045,0.351469
merged_relation/1735055-220-a+2,way/66764943-220,way/395847307-220,491.556,22.413393,4.467786
merged_way/160485212-2-220+15,way/22766160-220,way/395847307-220,491.556,18.721797,3.73192
relation/2147236-220-b,way/154869247-220,way/395847307-220,491.556,1.506631,0.300325
merged_relation/1735059-220-d+2,way/151967290-220,way/66764943-220,491.556,12.049545,2.401903
merged_way/202576764-2-220+1,way/151967290-220,DE172-220,983.112,2.338943,0.466234
merged_relation/3693986-380-c+1,way/1327333163-380,way/41334805-380,1698.103,3.060651,0.37325
relation/3694015-380-b,way/1327333163-380,way/1104947187-380,3396.205,0.836234,0.10198
relation/3694016-380-b,way/1327333163-380,way/143854536-380,1698.103,11.754761,1.433507
