name,technology,bidding_EOM,bidding_nodal,bidding_DAM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_944,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.685360621,0,1,0,322,operator_944,Market
Unit_945,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,320.7354472,0,1,0,322,operator_945,Market
Unit_946,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,33.89342872,0,1,0,322,operator_946,Market
Unit_947,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,34.04331766,0,1,0,323,operator_947,Market
Unit_948,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.548913203,0,1,0,323,operator_948,Market
Unit_949,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,393.1220677,0,1,0,323,operator_949,Market
Unit_950,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,263.6584988,0,1,0,323,operator_950,Market
Unit_951,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,45.02885935,0,1,0,324,operator_951,Market
Unit_952,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.787181154,0,1,0,324,operator_952,Market
Unit_953,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,320.5387425,0,1,0,324,operator_953,Market
Unit_954,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,202.5728904,0,1,0,324,operator_954,Market
Unit_955,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.7303905,0,1,0,326,operator_955,Market
Unit_956,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.47661803,0,1,0,326,operator_956,Market
Unit_957,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,214.7446612,0,1,0,326,operator_957,Market
Unit_958,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,44.77709655,0,1,0,326,operator_958,Market
Unit_959,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,61.51034461,0,1,0,329,operator_959,Market
Unit_960,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,247.987729,0,1,0,329,operator_960,Market
Unit_961,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,567.8195238,0,1,0,329,operator_961,Market
Unit_962,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,46.0923902,0,1,0,330,operator_962,Market
Unit_963,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,84.13206322,0,1,0,330,operator_963,Market
Unit_964,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,646.6258391,0,1,0,330,operator_964,Market
Unit_965,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,11.09825226,0,1,0,330,operator_965,Market
Unit_966,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,119.355973,0,1,0,331,operator_966,Market
Unit_967,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,488.2142971,0,1,0,331,operator_967,Market
Unit_968,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1000.047102,0,1,0,331,operator_968,Market
Unit_969,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.631125065,0,1,0,331,operator_969,Market
Unit_970,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.57307874,0,1,0,332,operator_970,Market
Unit_971,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,59.85157698,0,1,0,332,operator_971,Market
Unit_972,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,741.6441713,0,1,0,332,operator_972,Market
Unit_973,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,121.0596421,0,1,0,333,operator_973,Market
Unit_974,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,434.0143899,0,1,0,333,operator_974,Market
Unit_975,wind offshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,651.1010175,0,1,0,333,operator_975,Market
Unit_976,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2428.15944,0,1,0,333,operator_976,Market
Unit_977,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.29434643,0,1,0,334,operator_977,Market
Unit_978,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.605043433,0,1,0,334,operator_978,Market
Unit_979,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,585.1513092,0,1,0,334,operator_979,Market
Unit_980,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,64.18383875,0,1,0,334,operator_980,Market
Unit_981,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,46.78245153,0,1,0,335,operator_981,Market
Unit_982,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,34.0517407,0,1,0,335,operator_982,Market
Unit_983,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,768.2524384,0,1,0,335,operator_983,Market
Unit_984,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,139.8371402,0,1,0,335,operator_984,Market
Unit_985,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,72.37653551,0,1,0,336,operator_985,Market
Unit_986,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,15.2835265,0,1,0,336,operator_986,Market
Unit_987,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,847.8796124,0,1,0,336,operator_987,Market
Unit_988,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,545.6681248,0,1,0,336,operator_988,Market
Unit_989,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,60.62450695,0,1,0,337,operator_989,Market
Unit_990,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,98.58009111,0,1,0,337,operator_990,Market
Unit_991,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1170.308642,0,1,0,337,operator_991,Market
Unit_992,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.64361225,0,1,0,337,operator_992,Market
Unit_993,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,60.40407131,0,1,0,338,operator_993,Market
Unit_994,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.4146452,0,1,0,338,operator_994,Market
Unit_995,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,859.378752,0,1,0,338,operator_995,Market
Unit_996,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,108.8047055,0,1,0,338,operator_996,Market
Unit_997,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.775308443,0,1,0,339,operator_997,Market
Unit_998,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,73.20964183,0,1,0,339,operator_998,Market
Unit_999,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,50.47109406,0,1,0,339,operator_999,Market
Unit_1000,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,80.48499964,0,1,0,340,operator_1000,Market
Unit_1001,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,589.0365801,0,1,0,340,operator_1001,Market
Unit_1002,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,146.0290455,0,1,0,340,operator_1002,Market
Unit_1003,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,31.14219812,0,1,0,342,operator_1003,Market
Unit_1004,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,280.6082536,0,1,0,342,operator_1004,Market
Unit_1005,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,342.3434367,0,1,0,342,operator_1005,Market
Unit_1006,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.2024198,0,1,0,343,operator_1006,Market
Unit_1007,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.425905461,0,1,0,343,operator_1007,Market
Unit_1008,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,172.4121793,0,1,0,343,operator_1008,Market
Unit_1009,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,16.88183317,0,1,0,343,operator_1009,Market
Unit_1010,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,53.19062808,0,1,0,344,operator_1010,Market
Unit_1011,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,75.63864305,0,1,0,344,operator_1011,Market
Unit_1012,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,651.1315218,0,1,0,344,operator_1012,Market
Unit_1013,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,349.7979585,0,1,0,344,operator_1013,Market
Unit_1014,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.27131587,0,1,0,345,operator_1014,Market
Unit_1015,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.679250534,0,1,0,345,operator_1015,Market
Unit_1016,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,145.6597583,0,1,0,345,operator_1016,Market
Unit_1017,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,34.96159875,0,1,0,345,operator_1017,Market
Unit_1018,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,41.31325805,0,1,0,348,operator_1018,Market
Unit_1019,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,277.838949,0,1,0,348,operator_1019,Market
Unit_1020,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,16.6,0,1,0,348,operator_1020,Market
Unit_1021,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,26.48507102,0,1,0,349,operator_1021,Market
Unit_1022,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,15.43806566,0,1,0,349,operator_1022,Market
Unit_1023,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,513.3654333,0,1,0,349,operator_1023,Market
Unit_1024,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.611768601,0,1,0,349,operator_1024,Market
Unit_1025,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,53.65265686,0,1,0,350,operator_1025,Market
Unit_1026,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.316022425,0,1,0,350,operator_1026,Market
Unit_1027,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,631.2453938,0,1,0,350,operator_1027,Market
Unit_1028,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,184.9159314,0,1,0,350,operator_1028,Market
Unit_1029,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,58.09521799,0,1,0,351,operator_1029,Market
Unit_1030,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,152.2595423,0,1,0,351,operator_1030,Market
Unit_1031,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1110.929731,0,1,0,351,operator_1031,Market
Unit_1032,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,133.6881756,0,1,0,351,operator_1032,Market
Unit_1033,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,45.31665384,0,1,0,352,operator_1033,Market
Unit_1034,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,101.0394118,0,1,0,352,operator_1034,Market
Unit_1035,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,311.7986016,0,1,0,352,operator_1035,Market
Unit_1036,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.639366339,0,1,0,352,operator_1036,Market
Unit_1037,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.02709355,0,1,0,354,operator_1037,Market
Unit_1038,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,50.62043792,0,1,0,354,operator_1038,Market
Unit_1039,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,337.3102269,0,1,0,354,operator_1039,Market
Unit_1040,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.67407124,0,1,0,354,operator_1040,Market
Unit_1041,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.212955353,0,1,0,363,operator_1041,Market
Unit_1042,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.48856463,0,1,0,363,operator_1042,Market
Unit_1043,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,113.4370916,0,1,0,363,operator_1043,Market
Unit_1044,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.39803954,0,1,0,363,operator_1044,Market
Unit_1045,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,35.61084452,0,1,0,364,operator_1045,Market
Unit_1046,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.736160273,0,1,0,366,operator_1046,Market
Unit_1047,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.775425812,0,1,0,366,operator_1047,Market
Unit_1048,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,386.7819593,0,1,0,366,operator_1048,Market
Unit_1049,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.173157185,0,1,0,366,operator_1049,Market
Unit_1050,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,55.10930013,0,1,0,369,operator_1050,Market
Unit_1051,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,169.7352559,0,1,0,369,operator_1051,Market
Unit_1052,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,799.3160601,0,1,0,369,operator_1052,Market
Unit_1053,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.236136466,0,1,0,371,operator_1053,Market
Unit_1054,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.3464978,0,1,0,371,operator_1054,Market
Unit_1055,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,173.0036878,0,1,0,371,operator_1055,Market
Unit_1056,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,174.8664077,0,1,0,371,operator_1056,Market
Unit_1057,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.115562086,0,1,0,372,operator_1057,Market
Unit_1058,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.661104796,0,1,0,372,operator_1058,Market
Unit_1059,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,148.0842263,0,1,0,372,operator_1059,Market
Unit_1060,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,53.41108717,0,1,0,372,operator_1060,Market
Unit_1061,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,70.61575824,0,1,0,373,operator_1061,Market
Unit_1062,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.35493997,0,1,0,373,operator_1062,Market
Unit_1063,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,889.2558969,0,1,0,373,operator_1063,Market
Unit_1064,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,31.72473028,0,1,0,373,operator_1064,Market
Unit_1065,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.204430548,0,1,0,374,operator_1065,Market
Unit_1066,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,123.8070733,0,1,0,374,operator_1066,Market
Unit_1067,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,96.93509382,0,1,0,374,operator_1067,Market
Unit_1068,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.568385916,0,1,0,375,operator_1068,Market
Unit_1069,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,74.26609168,0,1,0,375,operator_1069,Market
Unit_1070,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.749391534,0,1,0,375,operator_1070,Market
Unit_1071,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.96065968,0,1,0,376,operator_1071,Market
Unit_1072,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,154.32183,0,1,0,376,operator_1072,Market
Unit_1073,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,40.00652607,0,1,0,376,operator_1073,Market
Unit_1074,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,13.83765222,0,1,0,377,operator_1074,Market
Unit_1075,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.575184951,0,1,0,377,operator_1075,Market
Unit_1076,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,184.1916502,0,1,0,377,operator_1076,Market
Unit_1077,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,132.0953595,0,1,0,377,operator_1077,Market
Unit_1078,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,16.70382057,0,1,0,379,operator_1078,Market
Unit_1079,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.258443062,0,1,0,379,operator_1079,Market
Unit_1080,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,235.5932768,0,1,0,379,operator_1080,Market
Unit_1081,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,23.58418835,0,1,0,379,operator_1081,Market
Unit_1082,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,132.2963679,0,1,0,380,operator_1082,Market
Unit_1083,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.269655554,0,1,0,380,operator_1083,Market
Unit_1084,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,497.4010903,0,1,0,380,operator_1084,Market
Unit_1085,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,859.3259578,0,1,0,380,operator_1085,Market
Unit_1086,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.25466046,0,1,0,381,operator_1086,Market
Unit_1087,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.749623956,0,1,0,381,operator_1087,Market
Unit_1088,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,259.8210135,0,1,0,381,operator_1088,Market
Unit_1089,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,107.1149176,0,1,0,381,operator_1089,Market
Unit_1090,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.069232496,0,1,0,382,operator_1090,Market
Unit_1091,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,45.09661144,0,1,0,382,operator_1091,Market
Unit_1092,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,16.30183885,0,1,0,383,operator_1092,Market
Unit_1093,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.996508644,0,1,0,383,operator_1093,Market
Unit_1094,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,220.1667194,0,1,0,383,operator_1094,Market
Unit_1095,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,80.65359798,0,1,0,383,operator_1095,Market
Unit_1096,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,257.9070929,0,1,0,384,operator_1096,Market
Unit_1097,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.148933934,0,1,0,384,operator_1097,Market
Unit_1098,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1986.81765,0,1,0,384,operator_1098,Market
Unit_1099,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,461.6468369,0,1,0,384,operator_1099,Market
Unit_1100,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.50278377,0,1,0,385,operator_1100,Market
Unit_1101,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,32.09708104,0,1,0,385,operator_1101,Market
Unit_1102,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,289.0949392,0,1,0,385,operator_1102,Market
Unit_1103,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,34.10503092,0,1,0,385,operator_1103,Market
Unit_1104,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,59.98853518,0,1,0,386,operator_1104,Market
Unit_1105,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,252.7278247,0,1,0,386,operator_1105,Market
Unit_1106,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,178.6029982,0,1,0,386,operator_1106,Market
Unit_1107,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,44.5301955,0,1,0,389,operator_1107,Market
Unit_1108,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,49.087377,0,1,0,389,operator_1108,Market
Unit_1109,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,980.1241607,0,1,0,389,operator_1109,Market
Unit_1110,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,449.36143,0,1,0,389,operator_1110,Market
Unit_1111,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,42.38732241,0,1,0,390,operator_1111,Market
Unit_1112,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.06357012,0,1,0,390,operator_1112,Market
Unit_1113,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,547.508131,0,1,0,390,operator_1113,Market
Unit_1114,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,44.81949892,0,1,0,390,operator_1114,Market
Unit_1115,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,34.33478085,0,1,0,394,operator_1115,Market
Unit_1116,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.00007665,0,1,0,394,operator_1116,Market
Unit_1117,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,202.7336283,0,1,0,394,operator_1117,Market
Unit_1118,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,126.7624785,0,1,0,394,operator_1118,Market
Unit_1119,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,69.01456765,0,1,0,395,operator_1119,Market
Unit_1120,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,15.69064929,0,1,0,395,operator_1120,Market
Unit_1121,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,687.6220584,0,1,0,395,operator_1121,Market
Unit_1122,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.643558779,0,1,0,395,operator_1122,Market
Unit_1123,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.60544149,0,1,0,396,operator_1123,Market
Unit_1124,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,48.20996074,0,1,0,396,operator_1124,Market
Unit_1125,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,341.7607558,0,1,0,396,operator_1125,Market
Unit_1126,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.171614117,0,1,0,396,operator_1126,Market
Unit_1127,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,10.40896874,0,1,0,397,operator_1127,Market
Unit_1128,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.907099156,0,1,0,397,operator_1128,Market
Unit_1129,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,181.461566,0,1,0,397,operator_1129,Market
Unit_1130,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,36.28387694,0,1,0,397,operator_1130,Market
Unit_1131,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.62685782,0,1,0,402,operator_1131,Market
Unit_1132,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,362.8566915,0,1,0,402,operator_1132,Market
Unit_1133,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,813.6226854,0,1,0,402,operator_1133,Market
Unit_1134,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.556098129,0,1,0,405,operator_1134,Market
Unit_1135,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,185.4349469,0,1,0,405,operator_1135,Market
Unit_1136,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,139.0841171,0,1,0,405,operator_1136,Market
Unit_1137,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.23091998,0,1,0,405,operator_1137,Market
Unit_1138,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,32.72375161,0,1,0,406,operator_1138,Market
Unit_1139,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.162682183,0,1,0,406,operator_1139,Market
Unit_1140,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,277.7638143,0,1,0,406,operator_1140,Market
Unit_1141,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,10.76017049,0,1,0,406,operator_1141,Market
Unit_1142,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.917512471,0,1,0,409,operator_1142,Market
Unit_1143,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,11.30217595,0,1,0,409,operator_1143,Market
Unit_1144,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,88.34330567,0,1,0,409,operator_1144,Market
