name,technology,bidding_EOM,bidding_nodal,bidding_DAM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_739,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,210.4375841,0,1,0,221,operator_739,Market
Unit_740,wind offshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2659.157584,0,1,0,222,operator_740,Market
Unit_741,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.064062801,0,1,0,223,operator_741,Market
Unit_742,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,277.7128386,0,1,0,223,operator_742,Market
Unit_743,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,104.91283,0,1,0,223,operator_743,Market
Unit_744,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.30376185,0,1,0,224,operator_744,Market
Unit_745,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,260.0631565,0,1,0,224,operator_745,Market
Unit_746,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,69.04117522,0,1,0,224,operator_746,Market
Unit_747,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,23.13043006,0,1,0,225,operator_747,Market
Unit_748,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,447.2910246,0,1,0,225,operator_748,Market
Unit_749,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,406.622,0,1,0,225,operator_749,Market
Unit_750,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,55.92136422,0,1,0,226,operator_750,Market
Unit_751,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.174124885,0,1,0,226,operator_751,Market
Unit_752,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,147.7001764,0,1,0,226,operator_752,Market
Unit_753,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,138.6392777,0,1,0,226,operator_753,Market
Unit_754,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.919352236,0,1,0,228,operator_754,Market
Unit_755,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.68199239,0,1,0,228,operator_755,Market
Unit_756,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,189.0435495,0,1,0,228,operator_756,Market
Unit_757,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,53.92801832,0,1,0,228,operator_757,Market
Unit_758,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,57.35964776,0,1,0,229,operator_758,Market
Unit_759,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.13510763,0,1,0,229,operator_759,Market
Unit_760,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,86.63550329,0,1,0,229,operator_760,Market
Unit_761,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,22.73495724,0,1,0,232,operator_761,Market
Unit_762,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,48.69607433,0,1,0,232,operator_762,Market
Unit_763,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,246.0961602,0,1,0,232,operator_763,Market
Unit_764,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.276878258,0,1,0,232,operator_764,Market
Unit_765,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,171.9274717,0,1,0,233,operator_765,Market
Unit_766,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,51.05133403,0,1,0,233,operator_766,Market
Unit_767,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1074.808599,0,1,0,233,operator_767,Market
Unit_768,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,62.28594466,0,1,0,233,operator_768,Market
Unit_769,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,22.88161518,0,1,0,235,operator_769,Market
Unit_770,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,250.5425085,0,1,0,235,operator_770,Market
Unit_771,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,199.8503733,0,1,0,235,operator_771,Market
Unit_772,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.13825316,0,1,0,238,operator_772,Market
Unit_773,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,90.48039933,0,1,0,238,operator_773,Market
Unit_774,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,289.3116978,0,1,0,238,operator_774,Market
Unit_775,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,206.215521,0,1,0,238,operator_775,Market
Unit_776,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,31.74658885,0,1,0,241,operator_776,Market
Unit_777,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,155.4848406,0,1,0,241,operator_777,Market
Unit_778,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,21.10659671,0,1,0,241,operator_778,Market
Unit_779,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.116053464,0,1,0,242,operator_779,Market
Unit_780,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.38057391,0,1,0,242,operator_780,Market
Unit_781,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,331.6058891,0,1,0,242,operator_781,Market
Unit_782,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,146.8820844,0,1,0,242,operator_782,Market
Unit_783,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,21.40483448,0,1,0,245,operator_783,Market
Unit_784,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.62419085,0,1,0,245,operator_784,Market
Unit_785,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,265.6174867,0,1,0,245,operator_785,Market
Unit_786,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,310.166306,0,1,0,245,operator_786,Market
Unit_787,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,10.48151889,0,1,0,247,operator_787,Market
Unit_788,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,69.69337164,0,1,0,247,operator_788,Market
Unit_789,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,270.1458871,0,1,0,247,operator_789,Market
Unit_790,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.70314558,0,1,0,247,operator_790,Market
Unit_791,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.94539743,0,1,0,254,operator_791,Market
Unit_792,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.097129906,0,1,0,254,operator_792,Market
Unit_793,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,421.3147159,0,1,0,254,operator_793,Market
Unit_794,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1238.23395,0,1,0,254,operator_794,Market
Unit_795,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.26268887,0,1,0,255,operator_795,Market
Unit_796,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,127.8426494,0,1,0,255,operator_796,Market
Unit_797,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,534.3562607,0,1,0,255,operator_797,Market
Unit_798,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,569.3014314,0,1,0,255,operator_798,Market
Unit_799,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.702374875,0,1,0,257,operator_799,Market
Unit_800,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,144.8327503,0,1,0,257,operator_800,Market
Unit_801,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,454.1609679,0,1,0,257,operator_801,Market
Unit_802,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,64.61639812,0,1,0,258,operator_802,Market
Unit_803,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.283969517,0,1,0,258,operator_803,Market
Unit_804,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,475.7672742,0,1,0,258,operator_804,Market
Unit_805,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,230.5662177,0,1,0,258,operator_805,Market
Unit_806,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.20944263,0,1,0,259,operator_806,Market
Unit_807,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,66.10872684,0,1,0,259,operator_807,Market
Unit_808,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,130.5148486,0,1,0,259,operator_808,Market
Unit_809,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,64.75954627,0,1,0,259,operator_809,Market
Unit_810,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.60872093,0,1,0,260,operator_810,Market
Unit_811,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.445242111,0,1,0,260,operator_811,Market
Unit_812,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,548.4641871,0,1,0,260,operator_812,Market
Unit_813,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,57.11057082,0,1,0,260,operator_813,Market
Unit_814,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.215209323,0,1,0,262,operator_814,Market
Unit_815,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,80.93588627,0,1,0,262,operator_815,Market
Unit_816,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,48.12158692,0,1,0,264,operator_816,Market
Unit_817,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.403891354,0,1,0,264,operator_817,Market
Unit_818,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,316.8312024,0,1,0,264,operator_818,Market
Unit_819,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,25.69758371,0,1,0,264,operator_819,Market
Unit_820,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.899061174,0,1,0,265,operator_820,Market
Unit_821,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,57.44340501,0,1,0,265,operator_821,Market
Unit_822,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.559766879,0,1,0,265,operator_822,Market
Unit_823,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,56.42033771,0,1,0,266,operator_823,Market
Unit_824,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,400.7400448,0,1,0,266,operator_824,Market
Unit_825,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,427.0654943,0,1,0,266,operator_825,Market
Unit_826,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,74.23994325,0,1,0,270,operator_826,Market
Unit_827,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,249.4572815,0,1,0,270,operator_827,Market
Unit_828,wind offshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2529.612327,0,1,0,270,operator_828,Market
Unit_829,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1674.052401,0,1,0,270,operator_829,Market
Unit_830,wind offshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,252.5997119,0,1,0,271,operator_830,Market
Unit_831,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.88007849,0,1,0,275,operator_831,Market
Unit_832,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.948682798,0,1,0,275,operator_832,Market
Unit_833,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,117.524894,0,1,0,275,operator_833,Market
Unit_834,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.496892376,0,1,0,276,operator_834,Market
Unit_835,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.34354392,0,1,0,276,operator_835,Market
Unit_836,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,32.44891922,0,1,0,276,operator_836,Market
Unit_837,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,42.10653626,0,1,0,278,operator_837,Market
Unit_838,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,441.528559,0,1,0,278,operator_838,Market
Unit_839,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,788.5706385,0,1,0,278,operator_839,Market
Unit_840,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,58.0045032,0,1,0,280,operator_840,Market
Unit_841,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,818.1639436,0,1,0,280,operator_841,Market
Unit_842,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,821.3969195,0,1,0,280,operator_842,Market
Unit_843,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.2170993,0,1,0,281,operator_843,Market
Unit_844,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.883836607,0,1,0,281,operator_844,Market
Unit_845,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,196.8337392,0,1,0,281,operator_845,Market
Unit_846,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,71.08153058,0,1,0,281,operator_846,Market
Unit_847,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,31.32251601,0,1,0,282,operator_847,Market
Unit_848,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.11663224,0,1,0,282,operator_848,Market
Unit_849,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,551.9810124,0,1,0,282,operator_849,Market
Unit_850,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,102.7476822,0,1,0,282,operator_850,Market
Unit_851,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.212259032,0,1,0,283,operator_851,Market
Unit_852,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,6.615366737,0,1,0,283,operator_852,Market
Unit_853,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,178.2388799,0,1,0,283,operator_853,Market
Unit_854,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,138.6168548,0,1,0,283,operator_854,Market
Unit_855,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.57923767,0,1,0,284,operator_855,Market
Unit_856,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.823190652,0,1,0,284,operator_856,Market
Unit_857,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,384.936353,0,1,0,284,operator_857,Market
Unit_858,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,283.2797319,0,1,0,284,operator_858,Market
Unit_859,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,123.7359634,0,1,0,285,operator_859,Market
Unit_860,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,402.8588117,0,1,0,285,operator_860,Market
Unit_861,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,522.4784993,0,1,0,285,operator_861,Market
Unit_862,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.53859601,0,1,0,286,operator_862,Market
Unit_863,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.43499688,0,1,0,286,operator_863,Market
Unit_864,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,255.5305445,0,1,0,286,operator_864,Market
Unit_865,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,221.9975912,0,1,0,286,operator_865,Market
Unit_866,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.68309803,0,1,0,288,operator_866,Market
Unit_867,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.851429231,0,1,0,288,operator_867,Market
Unit_868,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,483.5214739,0,1,0,288,operator_868,Market
Unit_869,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,115.7224673,0,1,0,288,operator_869,Market
Unit_870,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,65.73710316,0,1,0,289,operator_870,Market
Unit_871,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,614.1628503,0,1,0,289,operator_871,Market
Unit_872,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,540.7792445,0,1,0,289,operator_872,Market
Unit_873,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.42726479,0,1,0,290,operator_873,Market
Unit_874,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.48315836,0,1,0,290,operator_874,Market
Unit_875,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,455.6944727,0,1,0,290,operator_875,Market
Unit_876,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,145.6611038,0,1,0,290,operator_876,Market
Unit_877,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.05007936,0,1,0,292,operator_877,Market
Unit_878,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.168488546,0,1,0,292,operator_878,Market
Unit_879,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,356.2723113,0,1,0,292,operator_879,Market
Unit_880,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,736.4712015,0,1,0,292,operator_880,Market
Unit_881,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.811004519,0,1,0,293,operator_881,Market
Unit_882,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.955448813,0,1,0,293,operator_882,Market
Unit_883,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,80.60515565,0,1,0,293,operator_883,Market
Unit_884,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.454583538,0,1,0,293,operator_884,Market
Unit_885,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.481636266,0,1,0,294,operator_885,Market
Unit_886,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,100.0294028,0,1,0,294,operator_886,Market
Unit_887,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.475570644,0,1,0,294,operator_887,Market
Unit_888,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.640090818,0,1,0,295,operator_888,Market
Unit_889,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,63.03500845,0,1,0,295,operator_889,Market
Unit_890,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.708177343,0,1,0,295,operator_890,Market
Unit_891,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,64.12025798,0,1,0,296,operator_891,Market
Unit_892,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.895574328,0,1,0,296,operator_892,Market
Unit_893,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,184.1540689,0,1,0,296,operator_893,Market
Unit_894,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,421.4419906,0,1,0,296,operator_894,Market
Unit_895,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,70.39323783,0,1,0,299,operator_895,Market
Unit_896,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,125.9774896,0,1,0,299,operator_896,Market
Unit_897,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,132.3960883,0,1,0,299,operator_897,Market
Unit_898,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,152.3754585,0,1,0,300,operator_898,Market
Unit_899,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,651.1384188,0,1,0,300,operator_899,Market
Unit_900,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1066.900768,0,1,0,300,operator_900,Market
Unit_901,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.03730815,0,1,0,301,operator_901,Market
Unit_902,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,89.91718568,0,1,0,301,operator_902,Market
Unit_903,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,233.9377541,0,1,0,301,operator_903,Market
Unit_904,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.843411722,0,1,0,302,operator_904,Market
Unit_905,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.288962125,0,1,0,302,operator_905,Market
Unit_906,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,49.57469417,0,1,0,302,operator_906,Market
Unit_907,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.015658447,0,1,0,302,operator_907,Market
Unit_908,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.99605741,0,1,0,304,operator_908,Market
Unit_909,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.56619666,0,1,0,304,operator_909,Market
Unit_910,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,609.8762399,0,1,0,304,operator_910,Market
Unit_911,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,205.9663712,0,1,0,304,operator_911,Market
Unit_912,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,25.81042453,0,1,0,308,operator_912,Market
Unit_913,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.11389159,0,1,0,308,operator_913,Market
Unit_914,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,566.7971373,0,1,0,308,operator_914,Market
Unit_915,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,129.5591872,0,1,0,308,operator_915,Market
Unit_916,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.6210398,0,1,0,310,operator_916,Market
Unit_917,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.24764356,0,1,0,310,operator_917,Market
Unit_918,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,428.9738968,0,1,0,310,operator_918,Market
Unit_919,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,77.37037197,0,1,0,310,operator_919,Market
Unit_920,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,90.30147986,0,1,0,311,operator_920,Market
Unit_921,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.717866232,0,1,0,311,operator_921,Market
Unit_922,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,687.0135226,0,1,0,311,operator_922,Market
Unit_923,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,363.7871647,0,1,0,311,operator_923,Market
Unit_924,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,32.98814657,0,1,0,312,operator_924,Market
Unit_925,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,406.4926461,0,1,0,312,operator_925,Market
Unit_926,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,209.8889538,0,1,0,312,operator_926,Market
Unit_927,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,44.76509308,0,1,0,315,operator_927,Market
Unit_928,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,137.1607802,0,1,0,315,operator_928,Market
Unit_929,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,765.4024004,0,1,0,315,operator_929,Market
Unit_930,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,37.05628427,0,1,0,315,operator_930,Market
Unit_931,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,52.08154102,0,1,0,316,operator_931,Market
Unit_932,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,43.63796528,0,1,0,316,operator_932,Market
Unit_933,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,428.5109703,0,1,0,316,operator_933,Market
Unit_934,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,31.27592472,0,1,0,316,operator_934,Market
Unit_935,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,101.083442,0,1,0,318,operator_935,Market
Unit_936,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,57.7710336,0,1,0,318,operator_936,Market
Unit_937,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,406.9149698,0,1,0,318,operator_937,Market
Unit_938,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,11.49109872,0,1,0,318,operator_938,Market
Unit_939,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,38.12196656,0,1,0,320,operator_939,Market
Unit_940,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,16.80621458,0,1,0,320,operator_940,Market
Unit_941,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,508.1398434,0,1,0,320,operator_941,Market
Unit_942,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,10.65118665,0,1,0,320,operator_942,Market
Unit_943,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.98998115,0,1,0,322,operator_943,Market
