,datetime,power,market_id,unit_id,simulation
17,2019-01-02 17:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
18,2019-01-02 18:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
19,2019-01-02 19:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
20,2019-01-02 20:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
21,2019-01-02 21:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
22,2019-01-02 22:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
23,2019-01-02 23:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
0,2019-01-02 00:00:00,191.4,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
1,2019-01-02 01:00:00,116.25,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
2,2019-01-02 02:00:00,96.9000000000001,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
3,2019-01-02 03:00:00,121.4,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
4,2019-01-02 04:00:00,192.8,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
5,2019-01-02 05:00:00,346.55,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
6,2019-01-02 06:00:00,635.85,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
7,2019-01-02 07:00:00,908.45,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
8,2019-01-02 08:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
9,2019-01-02 09:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
10,2019-01-02 10:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
11,2019-01-02 11:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
12,2019-01-02 12:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
13,2019-01-02 13:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
14,2019-01-02 14:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
15,2019-01-02 15:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
16,2019-01-02 16:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
17,2019-01-02 17:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
18,2019-01-02 18:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
19,2019-01-02 19:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
20,2019-01-02 20:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
21,2019-01-02 21:00:00,977.15,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
22,2019-01-02 22:00:00,881.65,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
23,2019-01-02 23:00:00,698.15,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
0,2019-01-02 08:00:00,75.6999999999998,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
1,2019-01-02 09:00:00,171.5,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
2,2019-01-02 10:00:00,223.6,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
3,2019-01-02 11:00:00,289.55,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
4,2019-01-02 12:00:00,302.5,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
5,2019-01-02 13:00:00,265.85,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
6,2019-01-02 14:00:00,205.7,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
7,2019-01-02 15:00:00,198.45,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
8,2019-01-02 16:00:00,259.35,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
9,2019-01-02 17:00:00,422.0,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
10,2019-01-02 18:00:00,405.75,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
11,2019-01-02 19:00:00,321.95,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
12,2019-01-02 20:00:00,135.05,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
13,2019-01-02 21:00:00,0.0,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
0,2019-01-02 00:00:00,-2191.4,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
1,2019-01-02 01:00:00,-2116.25,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
2,2019-01-02 02:00:00,-2096.9,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
3,2019-01-02 03:00:00,-2121.4,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
4,2019-01-02 04:00:00,-2192.8,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
5,2019-01-02 05:00:00,-2346.55,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
6,2019-01-02 06:00:00,-2635.85,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
7,2019-01-02 07:00:00,-2908.45,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
8,2019-01-02 08:00:00,-3075.7,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
9,2019-01-02 09:00:00,-3171.5,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
10,2019-01-02 10:00:00,-3223.6,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
11,2019-01-02 11:00:00,-3289.55,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
12,2019-01-02 12:00:00,-3302.5,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
13,2019-01-02 13:00:00,-3265.85,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
14,2019-01-02 14:00:00,-3205.7,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
15,2019-01-02 15:00:00,-3198.45,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
16,2019-01-02 16:00:00,-3259.35,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
17,2019-01-02 17:00:00,-3422.0,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
18,2019-01-02 18:00:00,-3405.75,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
19,2019-01-02 19:00:00,-3321.95,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
20,2019-01-02 20:00:00,-3135.05,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
21,2019-01-02 21:00:00,-2977.15,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
22,2019-01-02 22:00:00,-2881.65,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
23,2019-01-02 23:00:00,-2698.15,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
0,2019-01-03 00:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
1,2019-01-03 01:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
2,2019-01-03 02:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
3,2019-01-03 03:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
4,2019-01-03 04:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
5,2019-01-03 05:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
6,2019-01-03 06:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
7,2019-01-03 07:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
8,2019-01-03 08:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
9,2019-01-03 09:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
10,2019-01-03 10:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
11,2019-01-03 11:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
12,2019-01-03 12:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
13,2019-01-03 13:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
14,2019-01-03 14:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
15,2019-01-03 15:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
16,2019-01-03 16:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
17,2019-01-03 17:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
18,2019-01-03 18:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
19,2019-01-03 19:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
20,2019-01-03 20:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
21,2019-01-03 21:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
22,2019-01-03 22:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
23,2019-01-03 23:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
0,2019-01-03 00:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
1,2019-01-03 01:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
2,2019-01-03 02:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
3,2019-01-03 03:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
4,2019-01-03 04:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
5,2019-01-03 05:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
6,2019-01-03 06:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
7,2019-01-03 07:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
8,2019-01-03 08:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
9,2019-01-03 09:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
10,2019-01-03 10:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
11,2019-01-03 11:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
12,2019-01-03 12:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
13,2019-01-03 13:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
14,2019-01-03 14:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
15,2019-01-03 15:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
16,2019-01-03 16:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
17,2019-01-03 17:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
18,2019-01-03 18:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
19,2019-01-03 19:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
20,2019-01-03 20:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
21,2019-01-03 21:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
22,2019-01-03 22:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
23,2019-01-03 23:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
0,2019-01-03 00:00:00,550.85,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
1,2019-01-03 01:00:00,502.1,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
2,2019-01-03 02:00:00,487.9,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
3,2019-01-03 03:00:00,482.85,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
4,2019-01-03 04:00:00,521.6,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
5,2019-01-03 05:00:00,652.4,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
6,2019-01-03 06:00:00,892.3,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
7,2019-01-03 07:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
8,2019-01-03 08:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
9,2019-01-03 09:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
10,2019-01-03 10:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
11,2019-01-03 11:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
12,2019-01-03 12:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
13,2019-01-03 13:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
14,2019-01-03 14:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
15,2019-01-03 15:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
16,2019-01-03 16:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
17,2019-01-03 17:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
18,2019-01-03 18:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
19,2019-01-03 19:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
20,2019-01-03 20:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
21,2019-01-03 21:00:00,1000.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
22,2019-01-03 22:00:00,911.75,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
23,2019-01-03 23:00:00,747.45,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
0,2019-01-03 07:00:00,111.35,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
1,2019-01-03 08:00:00,240.1,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
2,2019-01-03 09:00:00,304.45,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
3,2019-01-03 10:00:00,333.7,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
4,2019-01-03 11:00:00,378.35,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
5,2019-01-03 12:00:00,390.2,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
6,2019-01-03 13:00:00,331.7,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
7,2019-01-03 14:00:00,278.8,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
8,2019-01-03 15:00:00,250.55,EOM,Unit 4,example_01_clearing_example_01a_complex_clearing
