,datetime,power,market_id,unit_id,simulation
0,2019-01-01 01:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
1,2019-01-01 02:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
2,2019-01-01 03:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
3,2019-01-01 04:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
4,2019-01-01 05:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
5,2019-01-01 06:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
6,2019-01-01 07:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
7,2019-01-01 08:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
8,2019-01-01 09:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
9,2019-01-01 10:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
10,2019-01-01 11:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
11,2019-01-01 12:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
12,2019-01-01 13:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
13,2019-01-01 14:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
14,2019-01-01 15:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
15,2019-01-01 16:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
16,2019-01-01 17:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
17,2019-01-01 18:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
18,2019-01-01 19:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
19,2019-01-01 20:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
20,2019-01-01 21:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
21,2019-01-01 22:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
22,2019-01-01 23:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
0,2019-01-01 01:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
1,2019-01-01 02:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
2,2019-01-01 03:00:00,965.6,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
3,2019-01-01 04:00:00,954.85,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
4,2019-01-01 05:00:00,931.75,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
5,2019-01-01 06:00:00,906.1,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
6,2019-01-01 07:00:00,943.75,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
7,2019-01-01 08:00:00,984.65,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
8,2019-01-01 09:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
9,2019-01-01 10:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
10,2019-01-01 11:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
11,2019-01-01 12:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
12,2019-01-01 13:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
13,2019-01-01 14:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
14,2019-01-01 15:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
15,2019-01-01 16:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
16,2019-01-01 17:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
17,2019-01-01 18:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
18,2019-01-01 19:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
19,2019-01-01 20:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
20,2019-01-01 21:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
21,2019-01-01 22:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
22,2019-01-01 23:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
0,2019-01-01 01:00:00,82.6999999999998,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
1,2019-01-01 02:00:00,5.70000000000005,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
2,2019-01-01 03:00:00,0.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
3,2019-01-01 09:00:00,111.8,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
4,2019-01-01 10:00:00,246.25,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
5,2019-01-01 11:00:00,389.6,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
6,2019-01-01 12:00:00,456.15,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
7,2019-01-01 13:00:00,439.6,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
8,2019-01-01 14:00:00,426.7,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
9,2019-01-01 15:00:00,448.35,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
10,2019-01-01 16:00:00,534.65,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
11,2019-01-01 17:00:00,694.85,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
12,2019-01-01 18:00:00,733.2,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
13,2019-01-01 19:00:00,682.55,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
14,2019-01-01 20:00:00,567.55,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
15,2019-01-01 21:00:00,486.85,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
16,2019-01-01 22:00:00,437.0,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
17,2019-01-01 23:00:00,297.85,EOM,Unit 3,example_01_clearing_example_01a_complex_clearing
0,2019-01-01 01:00:00,-2082.7,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
1,2019-01-01 02:00:00,-2005.7,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
2,2019-01-01 03:00:00,-1965.6,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
3,2019-01-01 04:00:00,-1954.85,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
4,2019-01-01 05:00:00,-1931.75,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
5,2019-01-01 06:00:00,-1906.1,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
6,2019-01-01 07:00:00,-1943.75,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
7,2019-01-01 08:00:00,-1984.65,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
8,2019-01-01 09:00:00,-2111.8,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
9,2019-01-01 10:00:00,-2246.25,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
10,2019-01-01 11:00:00,-2389.6,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
11,2019-01-01 12:00:00,-2456.15,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
12,2019-01-01 13:00:00,-2439.6,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
13,2019-01-01 14:00:00,-2426.7,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
14,2019-01-01 15:00:00,-2448.35,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
15,2019-01-01 16:00:00,-2534.65,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
16,2019-01-01 17:00:00,-2694.85,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
17,2019-01-01 18:00:00,-2733.2,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
18,2019-01-01 19:00:00,-2682.55,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
19,2019-01-01 20:00:00,-2567.55,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
20,2019-01-01 21:00:00,-2486.85,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
21,2019-01-01 22:00:00,-2437.0,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
22,2019-01-01 23:00:00,-2297.85,EOM,demand_EOM,example_01_clearing_example_01a_complex_clearing
0,2019-01-02 00:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
1,2019-01-02 01:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
2,2019-01-02 02:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
3,2019-01-02 03:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
4,2019-01-02 04:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
5,2019-01-02 05:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
6,2019-01-02 06:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
7,2019-01-02 07:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
8,2019-01-02 08:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
9,2019-01-02 09:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
10,2019-01-02 10:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
11,2019-01-02 11:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
12,2019-01-02 12:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
13,2019-01-02 13:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
14,2019-01-02 14:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
15,2019-01-02 15:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
16,2019-01-02 16:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
17,2019-01-02 17:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
18,2019-01-02 18:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
19,2019-01-02 19:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
20,2019-01-02 20:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
21,2019-01-02 21:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
22,2019-01-02 22:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
23,2019-01-02 23:00:00,1000.0,EOM,Unit 1,example_01_clearing_example_01a_complex_clearing
0,2019-01-02 00:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
1,2019-01-02 01:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
2,2019-01-02 02:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
3,2019-01-02 03:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
4,2019-01-02 04:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
5,2019-01-02 05:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
6,2019-01-02 06:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
7,2019-01-02 07:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
8,2019-01-02 08:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
9,2019-01-02 09:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
10,2019-01-02 10:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
11,2019-01-02 11:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
12,2019-01-02 12:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
13,2019-01-02 13:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
14,2019-01-02 14:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
15,2019-01-02 15:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
16,2019-01-02 16:00:00,1000.0,EOM,Unit 2,example_01_clearing_example_01a_complex_clearing
