tick,electricity_price
223,23.22854167
224,23.23333333
225,23.238125
226,23.24291667
227,23.24770833
228,23.2525
229,23.25729167
230,23.26208333
231,23.266875
232,23.27166667
233,23.27645833
234,23.28125
235,23.28604167
236,23.29083333
237,23.295625
238,23.30041667
239,23.30520833
240,23.31
241,23.31479167
242,23.31958333
243,23.324375
244,23.32916667
245,23.33395833
246,23.33875
247,23.34354167
248,23.34833333
249,23.353125
250,23.35791667
251,23.36270833
252,23.3675
253,23.37229167
254,23.37708333
255,23.381875
256,23.38666667
257,23.39145833
258,23.39625
259,23.40104167
260,23.40583333
261,23.410625
262,23.41541667
263,23.42020833
264,23.425
265,23.42979167
266,23.43458333
267,23.439375
268,23.44416667
269,23.44895833
270,23.45375
271,23.45854167
272,23.46333333
273,23.468125
274,23.47291667
275,23.47770833
276,23.4825
277,23.48729167
278,23.49208333
279,23.496875
280,23.50166667
281,23.50645833
282,23.51125
283,23.51604167
284,23.52083333
285,23.525625
286,23.53041667
287,23.53520833
288,23.54
289,23.53496528
290,23.52993056
291,23.52489583
292,23.51986111
293,23.51482639
294,23.50979167
295,23.50475694
296,23.49972222
297,23.4946875
298,23.48965278
299,23.48461806
300,23.47958333
301,23.47454861
302,23.46951389
303,23.46447917
304,23.45944444
305,23.45440972
306,23.449375
307,23.44434028
308,23.43930556
309,23.43427083
310,23.42923611
311,23.42420139
312,23.41916667
313,23.41413194
314,23.40909722
315,23.4040625
316,23.39902778
317,23.39399306
318,23.38895833
319,23.38392361
320,23.37888889
321,23.37385417
322,23.36881944
323,23.36378472
324,23.35875
325,23.35371528
326,23.34868056
327,23.34364583
328,23.33861111
329,23.33357639
330,23.32854167
331,23.32350694
332,23.31847222
333,23.3134375
334,23.30840278
335,23.30336806
336,23.29833333
337,23.29329861
338,23.28826389
339,23.28322917
340,23.27819444
341,23.27315972
342,23.268125
343,23.26309028
344,23.25805556
345,23.25302083
346,23.24798611
347,23.24295139
348,23.23791667
349,23.23288194
350,23.22784722
351,23.2228125
352,23.21777778
353,23.21274306
354,23.20770833
355,23.20267361
356,23.19763889
357,23.19260417
358,23.18756944
359,23.18253472
360,23.1775
361,23.17246528
362,23.16743056
363,23.16239583
364,23.15736111
365,23.15232639
366,23.14729167
367,23.14225694
368,23.13722222
369,23.1321875
370,23.12715278
371,23.12211806
372,23.11708333
373,23.11204861
374,23.10701389
375,23.10197917
376,23.09694444
377,23.09190972
378,23.086875
379,23.08184028
380,23.07680556
381,23.07177083
382,23.06673611
383,23.06170139
384,23.05666667
385,23.05163194
386,23.04659722
387,23.0415625
388,23.03652778
389,23.03149306
390,23.02645833
391,23.02142361
392,23.01638889
393,23.01135417
394,23.00631944
395,23.00128472
396,22.99625
397,22.99121528
398,22.98618056
399,22.98114583
400,22.97611111
401,22.97107639
402,22.96604167
403,22.96100694
404,22.95597222
405,22.9509375
406,22.94590278
407,22.94086806
408,22.93583333
409,22.93079861
410,22.92576389
411,22.92072917
412,22.91569444
413,22.91065972
414,22.905625
415,22.90059028
416,22.89555556
417,22.89052083
418,22.88548611
419,22.88045139
420,22.87541667
421,22.87038194
422,22.86534722
423,22.8603125
424,22.85527778
425,22.85024306
426,22.84520833
427,22.84017361
428,22.83513889
429,22.83010417
430,22.82506944
431,22.82003472
432,22.815
433,22.80996528
434,22.80493056
435,22.79989583
436,22.79486111
437,22.78982639
438,22.78479167
439,22.77975694
440,22.77472222
441,22.7696875
442,22.76465278
443,22.75961806
444,22.75458333
445,22.74954861
446,22.74451389
447,22.73947917
448,22.73444444
449,22.72940972
450,22.724375
451,22.71934028
452,22.71430556
453,22.70927083
454,22.70423611
455,22.69920139
456,22.69416667
457,22.68913194
458,22.68409722
459,22.6790625
460,22.67402778
461,22.66899306
462,22.66395833
463,22.65892361
464,22.65388889
465,22.64885417
466,22.64381944
467,22.63878472
468,22.63375
469,22.62871528
470,22.62368056
471,22.61864583
472,22.61361111
473,22.60857639
474,22.60354167
475,22.59850694
476,22.59347222
477,22.5884375
478,22.58340278
479,22.57836806
480,22.57333333
481,22.56829861
482,22.56326389
483,22.55822917
484,22.55319444
485,22.54815972
486,22.543125
487,22.53809028
488,22.53305556
489,22.52802083
490,22.52298611
491,22.51795139
492,22.51291667
493,22.50788194
494,22.50284722
495,22.4978125
496,22.49277778
497,22.48774306
498,22.48270833
499,22.47767361
500,22.47263889
501,22.46760417
502,22.46256944
503,22.45753472
504,22.4525
505,22.44746528
506,22.44243056
507,22.43739583
508,22.43236111
509,22.42732639
510,22.42229167
511,22.41725694
512,22.41222222
513,22.4071875
514,22.40215278
515,22.39711806
516,22.39208333
517,22.38704861
518,22.38201389
519,22.37697917
520,22.37194444
521,22.36690972
522,22.361875
523,22.35684028
524,22.35180556
525,22.34677083
526,22.34173611
527,22.33670139
528,22.33166667
529,22.32663194
530,22.32159722
531,22.3165625
532,22.31152778
533,22.30649306
534,22.30145833
535,22.29642361
536,22.29138889
537,22.28635417
538,22.28131944
539,22.27628472
540,22.27125
541,22.26621528
542,22.26118056
543,22.25614583
544,22.25111111
545,22.24607639
546,22.24104167
547,22.23600694
548,22.23097222
549,22.2259375
550,22.22090278
551,22.21586806
552,22.21083333
553,22.20579861
554,22.20076389
555,22.19572917
556,22.19069444
557,22.18565972
558,22.180625
559,22.17559028
560,22.17055556
561,22.16552083
562,22.16048611
563,22.15545139
564,22.15041667
565,22.14538194
566,22.14034722
567,22.1353125
568,22.13027778
569,22.12524306
570,22.12020833
571,22.11517361
572,22.11013889
573,22.10510417
574,22.10006944
575,22.09503472
576,22.09
577,22.09614583
578,22.10229167
579,22.1084375
580,22.11458333
581,22.12072917
582,22.126875
583,22.13302083
584,22.13916667
585,22.1453125
586,22.15145833
587,22.15760417
588,22.16375
589,22.16989583
590,22.17604167
591,22.1821875
592,22.18833333
593,22.19447917
594,22.200625
595,22.20677083
596,22.21291667
597,22.2190625
598,22.22520833
599,22.23135417
600,22.2375
601,22.24364583
602,22.24979167
603,22.2559375
604,22.26208333
605,22.26822917
606,22.274375
607,22.28052083
608,22.28666667
609,22.2928125
610,22.29895833
611,22.30510417
612,22.31125
613,22.31739583
614,22.32354167
615,22.3296875
616,22.33583333
617,22.34197917
618,22.348125
619,22.35427083
620,22.36041667
621,22.3665625
622,22.37270833
623,22.37885417
624,22.385
625,22.39114583
626,22.39729167
627,22.4034375
628,22.40958333
629,22.41572917
630,22.421875
631,22.42802083
632,22.43416667
633,22.4403125
634,22.44645833
635,22.45260417
636,22.45875
637,22.46489583
638,22.47104167
639,22.4771875
640,22.48333333
641,22.48947917
642,22.495625
643,22.50177083
644,22.50791667
645,22.5140625
646,22.52020833
647,22.52635417
648,22.5325
649,22.53864583
650,22.54479167
651,22.5509375
652,22.55708333
653,22.56322917
654,22.569375
655,22.57552083
656,22.58166667
657,22.5878125
658,22.59395833
659,22.60010417
660,22.60625
661,22.61239583
662,22.61854167
663,22.6246875
664,22.63083333
665,22.63697917
666,22.643125
667,22.64927083
668,22.65541667
669,22.6615625
670,22.66770833
671,22.67385417
672,22.68
673,22.6715625
674,22.663125
675,22.6546875
676,22.64625
677,22.6378125
678,22.629375
679,22.6209375
680,22.6125
681,22.6040625
682,22.595625
683,22.5871875
684,22.57875
685,22.5703125
686,22.561875
687,22.5534375
688,22.545
689,22.5365625
690,22.528125
691,22.5196875
692,22.51125
693,22.5028125
694,22.494375
695,22.4859375
696,22.4775
697,22.4690625
698,22.460625
699,22.4521875
700,22.44375
701,22.4353125
702,22.426875
703,22.4184375
704,22.41
705,22.4015625
706,22.393125
707,22.3846875
708,22.37625
709,22.3678125
710,22.359375
711,22.3509375
712,22.3425
713,22.3340625
714,22.325625
715,22.3171875
716,22.30875
717,22.3003125
718,22.291875
719,22.2834375
720,22.275
721,22.2665625
722,22.258125
723,22.2496875
724,22.24125
725,22.2328125
726,22.224375
727,22.2159375
728,22.2075
729,22.1990625
730,22.190625
731,22.1821875
732,22.17375
733,22.1653125
734,22.156875
735,22.1484375
736,22.14
737,22.1315625
738,22.123125
739,22.1146875
740,22.10625
741,22.0978125
742,22.089375
743,22.0809375
744,22.0725
745,22.0640625
746,22.055625
747,22.0471875
748,22.03875
749,22.0303125
750,22.021875
751,22.0134375
752,22.005
753,21.9965625
754,21.988125
755,21.9796875
756,21.97125
757,21.9628125
758,21.954375
759,21.9459375
760,21.9375
761,21.9290625
762,21.920625
763,21.9121875
764,21.90375
765,21.8953125
766,21.886875
767,21.8784375
768,21.87
769,21.87083333
770,21.87166667
771,21.8725
772,21.87333333
773,21.87416667
774,21.875
775,21.87583333
776,21.87666667
777,21.8775
778,21.87833333
779,21.87916667
780,21.88
781,21.88083333
782,21.88166667
783,21.8825
784,21.88333333
785,21.88416667
786,21.885
787,21.88583333
788,21.88666667
789,21.8875
790,21.88833333
791,21.88916667
792,21.89
793,21.89083333
794,21.89166667
795,21.8925
796,21.89333333
797,21.89416667
798,21.895
799,21.89583333
800,21.89666667
801,21.8975
802,21.89833333
803,21.89916667
804,21.9
805,21.90083333
806,21.90166667
807,21.9025
808,21.90333333
809,21.90416667
810,21.905
811,21.90583333
812,21.90666667
813,21.9075
814,21.90833333
815,21.90916667
816,21.91
817,21.91083333
818,21.91166667
819,21.9125
820,21.91333333
821,21.91416667
822,21.915
823,21.91583333
824,21.91666667
825,21.9175
826,21.91833333
827,21.91916667
828,21.92
829,21.92083333
830,21.92166667
831,21.9225
832,21.92333333
833,21.92416667
834,21.925
835,21.92583333
836,21.92666667
837,21.9275
838,21.92833333
839,21.92916667
840,21.93
841,21.93083333
842,21.93166667
843,21.9325
844,21.93333333
845,21.93416667
846,21.935
847,21.93583333
848,21.93666667
849,21.9375
850,21.93833333
851,21.93916667
852,21.94
853,21.94083333
854,21.94166667
855,21.9425
856,21.94333333
857,21.94416667
858,21.945
859,21.94583333
860,21.94666667
861,21.9475
862,21.94833333
863,21.94916667
864,21.95
865,21.95114583
866,21.95229167
867,21.9534375
868,21.95458333
869,21.95572917
870,21.956875
871,21.95802083
872,21.95916667
873,21.9603125
874,21.96145833
875,21.96260417
876,21.96375
877,21.96489583
878,21.96604167
879,21.9671875
880,21.96833333
881,21.96947917
882,21.970625
883,21.97177083
884,21.97291667
885,21.9740625
886,21.97520833
887,21.97635417
888,21.9775
889,21.97864583
890,21.97979167
891,21.9809375
892,21.98208333
893,21.98322917
894,21.984375
895,21.98552083
896,21.98666667
897,21.9878125
898,21.98895833
899,21.99010417
900,21.99125
901,21.99239583
902,21.99354167
903,21.9946875
904,21.99583333
905,21.99697917
906,21.998125
907,21.99927083
908,22.00041667
909,22.0015625
910,22.00270833
911,22.00385417
912,22.005
913,22.00614583
914,22.00729167
915,22.0084375
916,22.00958333
917,22.01072917
918,22.011875
919,22.01302083
920,22.01416667
921,22.0153125
922,22.01645833
923,22.01760417
924,22.01875
925,22.01989583
926,22.02104167
927,22.0221875
928,22.02333333
929,22.02447917
930,22.025625
931,22.02677083
932,22.02791667
933,22.0290625
934,22.03020833
935,22.03135417
936,22.0325
937,22.03364583
938,22.03479167
939,22.0359375
940,22.03708333
941,22.03822917
942,22.039375
943,22.04052083
944,22.04166667
945,22.0428125
946,22.04395833
947,22.04510417
948,22.04625
949,22.04739583
950,22.04854167
951,22.0496875
952,22.05083333
953,22.05197917
954,22.053125
955,22.05427083
956,22.05541667
957,22.0565625
958,22.05770833
959,22.05885417
960,22.06
961,22.06121528
962,22.06243056
963,22.06364583
964,22.06486111
965,22.06607639
966,22.06729167
967,22.06850694
968,22.06972222
969,22.0709375
970,22.07215278
971,22.07336806
972,22.07458333
973,22.07579861
974,22.07701389
975,22.07822917
976,22.07944444
977,22.08065972
978,22.081875
979,22.08309028
980,22.08430556
981,22.08552083
982,22.08673611
983,22.08795139
984,22.08916667
985,22.09038194
986,22.09159722
987,22.0928125
988,22.09402778
989,22.09524306
990,22.09645833
991,22.09767361
992,22.09888889
993,22.10010417
994,22.10131944
995,22.10253472
996,22.10375
997,22.10496528
998,22.10618056
999,22.10739583
1000,22.10861111
1001,22.10982639
1002,22.11104167
1003,22.11225694
1004,22.11347222
1005,22.1146875
1006,22.11590278
1007,22.11711806
1008,22.11833333
1009,22.11954861
1010,22.12076389
1011,22.12197917
1012,22.12319444
1013,22.12440972
1014,22.125625
1015,22.12684028
1016,22.12805556
1017,22.12927083
1018,22.13048611
1019,22.13170139
1020,22.13291667
1021,22.13413194
1022,22.13534722
1023,22.1365625
1024,22.13777778
1025,22.13899306
1026,22.14020833
1027,22.14142361
1028,22.14263889
1029,22.14385417
1030,22.14506944
1031,22.14628472
1032,22.1475
1033,22.14871528
1034,22.14993056
1035,22.15114583
1036,22.15236111
1037,22.15357639
1038,22.15479167
1039,22.15600694
1040,22.15722222
1041,22.1584375
1042,22.15965278
1043,22.16086806
1044,22.16208333
1045,22.16329861
1046,22.16451389
1047,22.16572917
1048,22.16694444
1049,22.16815972
1050,22.169375
1051,22.17059028
1052,22.17180556
1053,22.17302083
1054,22.17423611
1055,22.17545139
1056,22.17666667
1057,22.17788194
1058,22.17909722
1059,22.1803125
1060,22.18152778
1061,22.18274306
1062,22.18395833
1063,22.18517361
1064,22.18638889
1065,22.18760417
1066,22.18881944
1067,22.19003472
1068,22.19125
1069,22.19246528
1070,22.19368056
1071,22.19489583
1072,22.19611111
1073,22.19732639
1074,22.19854167
1075,22.19975694
1076,22.20097222
1077,22.2021875
1078,22.20340278
1079,22.20461806
1080,22.20583333
1081,22.20704861
1082,22.20826389
1083,22.20947917
1084,22.21069444
1085,22.21190972
1086,22.213125
1087,22.21434028
1088,22.21555556
1089,22.21677083
1090,22.21798611
1091,22.21920139
1092,22.22041667
1093,22.22163194
1094,22.22284722
1095,22.2240625
1096,22.22527778
1097,22.22649306
1098,22.22770833
1099,22.22892361
1100,22.23013889
1101,22.23135417
1102,22.23256944
1103,22.23378472
1104,22.235
1105,22.23621528
1106,22.23743056
1107,22.23864583
1108,22.23986111
1109,22.24107639
1110,22.24229167
1111,22.24350694
1112,22.24472222
1113,22.2459375
1114,22.24715278
1115,22.24836806
1116,22.24958333
1117,22.25079861
1118,22.25201389
1119,22.25322917
1120,22.25444444
1121,22.25565972
1122,22.256875
1123,22.25809028
1124,22.25930556
1125,22.26052083
1126,22.26173611
1127,22.26295139
1128,22.26416667
1129,22.26538194
1130,22.26659722
1131,22.2678125
1132,22.26902778
1133,22.27024306
1134,22.27145833
1135,22.27267361
1136,22.27388889
1137,22.27510417
1138,22.27631944
1139,22.27753472
1140,22.27875
1141,22.27996528
1142,22.28118056
1143,22.28239583
1144,22.28361111
1145,22.28482639
1146,22.28604167
1147,22.28725694
1148,22.28847222
1149,22.2896875
1150,22.29090278
1151,22.29211806
1152,22.29333333
1153,22.29454861
1154,22.29576389
1155,22.29697917
1156,22.29819444
1157,22.29940972
1158,22.300625
1159,22.30184028
1160,22.30305556
1161,22.30427083
1162,22.30548611
1163,22.30670139
1164,22.30791667
1165,22.30913194
1166,22.31034722
1167,22.3115625
1168,22.31277778
1169,22.31399306
1170,22.31520833
1171,22.31642361
1172,22.31763889
1173,22.31885417
1174,22.32006944
1175,22.32128472
1176,22.3225
1177,22.32371528
1178,22.32493056
1179,22.32614583
1180,22.32736111
1181,22.32857639
1182,22.32979167
1183,22.33100694
1184,22.33222222
1185,22.3334375
1186,22.33465278
1187,22.33586806
1188,22.33708333
1189,22.33829861
1190,22.33951389
1191,22.34072917
1192,22.34194444
1193,22.34315972
1194,22.344375
1195,22.34559028
1196,22.34680556
1197,22.34802083
1198,22.34923611
1199,22.35045139
1200,22.35166667
1201,22.35288194
1202,22.35409722
1203,22.3553125
1204,22.35652778
1205,22.35774306
1206,22.35895833
1207,22.36017361
1208,22.36138889
1209,22.36260417
1210,22.36381944
1211,22.36503472
1212,22.36625
1213,22.36746528
1214,22.36868056
1215,22.36989583
1216,22.37111111
1217,22.37232639
1218,22.37354167
1219,22.37475694
1220,22.37597222
1221,22.3771875
1222,22.37840278
1223,22.37961806
1224,22.38083333
1225,22.38204861
1226,22.38326389
1227,22.38447917
1228,22.38569444
1229,22.38690972
1230,22.388125
1231,22.38934028
1232,22.39055556
1233,22.39177083
1234,22.39298611
1235,22.39420139
1236,22.39541667
1237,22.39663194
1238,22.39784722
1239,22.3990625
1240,22.40027778
1241,22.40149306
1242,22.40270833
1243,22.40392361
1244,22.40513889
1245,22.40635417
1246,22.40756944
1247,22.40878472
1248,22.41
1249,22.41083333
1250,22.41166667
1251,22.4125
1252,22.41333333
1253,22.41416667
1254,22.415
1255,22.41583333
1256,22.41666667
1257,22.4175
1258,22.41833333
1259,22.41916667
1260,22.42
1261,22.42083333
1262,22.42166667
1263,22.4225
1264,22.42333333
1265,22.42416667
1266,22.425
1267,22.42583333
1268,22.42666667
1269,22.4275
1270,22.42833333
1271,22.42916667
1272,22.43
1273,22.43083333
1274,22.43166667
1275,22.4325
1276,22.43333333
1277,22.43416667
1278,22.435
1279,22.43583333
1280,22.43666667
1281,22.4375
1282,22.43833333
1283,22.43916667
1284,22.44
1285,22.44083333
1286,22.44166667
1287,22.4425
1288,22.44333333
1289,22.44416667
1290,22.445
1291,22.44583333
1292,22.44666667
1293,22.4475
1294,22.44833333
1295,22.44916667
1296,22.45
1297,22.45083333
1298,22.45166667
1299,22.4525
1300,22.45333333
1301,22.45416667
1302,22.455
1303,22.45583333
1304,22.45666667
1305,22.4575
1306,22.45833333
1307,22.45916667
1308,22.46
1309,22.46083333
1310,22.46166667
1311,22.4625
1312,22.46333333
1313,22.46416667
1314,22.465
1315,22.46583333
1316,22.46666667
1317,22.4675
1318,22.46833333
1319,22.46916667
1320,22.47
1321,22.47083333
1322,22.47166667
1323,22.4725
1324,22.47333333
1325,22.47416667
1326,22.475
1327,22.47583333
1328,22.47666667
1329,22.4775
1330,22.47833333
1331,22.47916667
1332,22.48
1333,22.48083333
1334,22.48166667
1335,22.4825
1336,22.48333333
1337,22.48416667
1338,22.485
1339,22.48583333
1340,22.48666667
1341,22.4875
1342,22.48833333
1343,22.48916667
1344,22.49
1345,22.49791667
1346,22.50583333
1347,22.51375
1348,22.52166667
1349,22.52958333
1350,22.5375
1351,22.54541667
1352,22.55333333
1353,22.56125
1354,22.56916667
1355,22.57708333
1356,22.585
1357,22.59291667
1358,22.60083333
1359,22.60875
1360,22.61666667
1361,22.62458333
1362,22.6325
1363,22.64041667
1364,22.64833333
1365,22.65625
1366,22.66416667
1367,22.67208333
1368,22.68
1369,22.68791667
1370,22.69583333
1371,22.70375
1372,22.71166667
1373,22.71958333
1374,22.7275
1375,22.73541667
1376,22.74333333
1377,22.75125
1378,22.75916667
1379,22.76708333
1380,22.775
1381,22.78291667
1382,22.79083333
1383,22.79875
1384,22.80666667
1385,22.81458333
1386,22.8225
1387,22.83041667
1388,22.83833333
1389,22.84625
1390,22.85416667
1391,22.86208333
1392,22.87
1393,22.87791667
1394,22.88583333
1395,22.89375
1396,22.90166667
1397,22.90958333
1398,22.9175
1399,22.92541667
1400,22.93333333
1401,22.94125
1402,22.94916667
1403,22.95708333
1404,22.965
1405,22.97291667
1406,22.98083333
1407,22.98875
1408,22.99666667
1409,23.00458333
1410,23.0125
1411,23.02041667
1412,23.02833333
1413,23.03625
1414,23.04416667
1415,23.05208333
1416,23.06
1417,23.06791667
1418,23.07583333
1419,23.08375
1420,23.09166667
1421,23.09958333
1422,23.1075
1423,23.11541667
1424,23.12333333
1425,23.13125
1426,23.13916667
1427,23.14708333
1428,23.155
1429,23.16291667
1430,23.17083333
1431,23.17875
1432,23.18666667
1433,23.19458333
1434,23.2025
1435,23.21041667
1436,23.21833333
1437,23.22625
1438,23.23416667
1439,23.24208333
1440,23.25
1441,23.25270833
1442,23.25541667
1443,23.258125
1444,23.26083333
1445,23.26354167
1446,23.26625
1447,23.26895833
1448,23.27166667
1449,23.274375
1450,23.27708333
1451,23.27979167
1452,23.2825
1453,23.28520833
1454,23.28791667
1455,23.290625
1456,23.29333333
1457,23.29604167
1458,23.29875
1459,23.30145833
1460,23.30416667
1461,23.306875
1462,23.30958333
1463,23.31229167
1464,23.315
1465,23.31770833
1466,23.32041667
1467,23.323125
1468,23.32583333
1469,23.32854167
1470,23.33125
1471,23.33395833
1472,23.33666667
1473,23.339375
1474,23.34208333
1475,23.34479167
1476,23.3475
1477,23.35020833
1478,23.35291667
1479,23.355625
1480,23.35833333
1481,23.36104167
1482,23.36375
1483,23.36645833
1484,23.36916667
1485,23.371875
1486,23.37458333
1487,23.37729167
1488,23.38
1489,23.38270833
1490,23.38541667
1491,23.388125
1492,23.39083333
1493,23.39354167
1494,23.39625
1495,23.39895833
1496,23.40166667
1497,23.404375
1498,23.40708333
1499,23.40979167
1500,23.4125
1501,23.41520833
1502,23.41791667
1503,23.420625
1504,23.42333333
1505,23.42604167
1506,23.42875
1507,23.43145833
1508,23.43416667
1509,23.436875
1510,23.43958333
1511,23.44229167
1512,23.445
1513,23.44770833
1514,23.45041667
1515,23.453125
1516,23.45583333
1517,23.45854167
1518,23.46125
1519,23.46395833
1520,23.46666667
1521,23.469375
1522,23.47208333
1523,23.47479167
1524,23.4775
1525,23.48020833
1526,23.48291667
1527,23.485625
1528,23.48833333
1529,23.49104167
1530,23.49375
1531,23.49645833
1532,23.49916667
1533,23.501875
1534,23.50458333
1535,23.50729167
1536,23.51
1537,23.52229167
1538,23.53458333
1539,23.546875
1540,23.55916667
1541,23.57145833
1542,23.58375
1543,23.59604167
1544,23.60833333
1545,23.620625
1546,23.63291667
1547,23.64520833
1548,23.6575
1549,23.66979167
1550,23.68208333
1551,23.694375
1552,23.70666667
1553,23.71895833
1554,23.73125
1555,23.74354167
1556,23.75583333
1557,23.768125
1558,23.78041667
1559,23.79270833
1560,23.805
1561,23.81729167
1562,23.82958333
1563,23.841875
1564,23.85416667
1565,23.86645833
1566,23.87875
1567,23.89104167
1568,23.90333333
1569,23.915625
1570,23.92791667
1571,23.94020833
1572,23.9525
1573,23.96479167
1574,23.97708333
1575,23.989375
1576,24.00166667
1577,24.01395833
1578,24.02625
1579,24.03854167
1580,24.05083333
1581,24.063125
1582,24.07541667
1583,24.08770833
1584,24.1
1585,24.11229167
1586,24.12458333
1587,24.136875
1588,24.14916667
1589,24.16145833
1590,24.17375
1591,24.18604167
1592,24.19833333
1593,24.210625
1594,24.22291667
1595,24.23520833
1596,24.2475
1597,24.25979167
1598,24.27208333
1599,24.284375
1600,24.29666667
1601,24.30895833
1602,24.32125
1603,24.33354167
1604,24.34583333
1605,24.358125
1606,24.37041667
1607,24.38270833
1608,24.395
1609,24.40729167
1610,24.41958333
1611,24.431875
1612,24.44416667
1613,24.45645833
1614,24.46875
1615,24.48104167
1616,24.49333333
1617,24.505625
1618,24.51791667
1619,24.53020833
1620,24.5425
1621,24.55479167
1622,24.56708333
1623,24.579375
1624,24.59166667
1625,24.60395833
1626,24.61625
1627,24.62854167
1628,24.64083333
1629,24.653125
1630,24.66541667
1631,24.67770833
1632,24.69
1633,24.68770833
1634,24.68541667
1635,24.683125
1636,24.68083333
1637,24.67854167
1638,24.67625
1639,24.67395833
1640,24.67166667
1641,24.669375
1642,24.66708333
1643,24.66479167
1644,24.6625
1645,24.66020833
1646,24.65791667
1647,24.655625
1648,24.65333333
1649,24.65104167
1650,24.64875
1651,24.64645833
1652,24.64416667
1653,24.641875
1654,24.63958333
1655,24.63729167
1656,24.635
1657,24.63270833
1658,24.63041667
1659,24.628125
1660,24.62583333
1661,24.62354167
1662,24.62125
1663,24.61895833
1664,24.61666667
1665,24.614375
1666,24.61208333
1667,24.60979167
1668,24.6075
1669,24.60520833
1670,24.60291667
1671,24.600625
1672,24.59833333
1673,24.59604167
1674,24.59375
1675,24.59145833
1676,24.58916667
1677,24.586875
1678,24.58458333
1679,24.58229167
1680,24.58
1681,24.57770833
1682,24.57541667
1683,24.573125
1684,24.57083333
1685,24.56854167
1686,24.56625
1687,24.56395833
1688,24.56166667
1689,24.559375
1690,24.55708333
1691,24.55479167
1692,24.5525
1693,24.55020833
1694,24.54791667
1695,24.545625
1696,24.54333333
1697,24.54104167
1698,24.53875
1699,24.53645833
1700,24.53416667
1701,24.531875
1702,24.52958333
1703,24.52729167
1704,24.525
1705,24.52270833
1706,24.52041667
1707,24.518125
1708,24.51583333
1709,24.51354167
1710,24.51125
1711,24.50895833
1712,24.50666667
1713,24.504375
1714,24.50208333
1715,24.49979167
1716,24.4975
1717,24.49520833
1718,24.49291667
1719,24.490625
1720,24.48833333
1721,24.48604167
1722,24.48375
1723,24.48145833
