datetime,way/24765111-220,way/787265962-220,way/42560068-380,way/42797575-380,way/28956649-220,way/942448206-380,way/157164284-220,way/42560068-380
01-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,33.7297515,0
01-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,25.3350816,0
01-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,15.238925,0
01-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,10.76594415,0
01-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,12.3797254,0
01-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,8.21496695,0
01-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,17.6420558,0
01-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,24.22748645,0
01-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,48.2562891,0
01-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,66.0880714,0
01-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,93.126426,0
01-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,98.1657338,0
01-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,92.3120177,0
01-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,88.4003522,0
01-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,93.0136618,0
01-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,112.8300944,0
01-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,17.5345391
01-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,19.0380621
01-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,4.8698641
01-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,104.9591518,0
01-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,88.3126467,0
01-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,78.8429579,0
01-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,46.9156478,0
01-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,23.8315586,0
02-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,10.1394763,0
02-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,8.7411999,0
02-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,16.5018843,0
02-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,33.9176919,0
02-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,65.0205701,0
02-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,0.870493
02-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,53.4712437
02-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,92.7006636
02-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,104.8666703
02-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,122.8713577
02-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,137.0395558
02-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,146.2335986
02-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,134.9697058
02-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,122.3426187
02-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,120.5960263
02-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,129.3314947
02-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,141.4448779
02-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,136.9969559
02-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,126.3094135
02-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,90.3952617
02-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,61.8609019
02-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,32.1437706
02-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,120,1.2112915
02-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,98.4914971,0
03-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,79.9004357,0
03-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,74.2171189,0
03-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,74.5503998,0
03-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,90.7809302,0
03-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,114.7921919,0
03-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,38.8118948
03-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,89.3127252
03-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,114.0832659
03-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,124.0967289
03-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,131.0530285
03-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,140.1493424
03-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,137.4229541
03-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,122.6408175
03-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,114.5268052
03-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,111.116314
03-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,123.703307
03-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,149.6691485
03-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,145.9704821
03-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,127.9056537
03-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,96.4770121
03-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,67.0204915
03-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,44.9813507
03-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,120,13.7256143
03-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,117.7992378,0
04-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,103.5383224,0
04-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,98.707002,0
04-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,107.6279049,0
04-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,125.4220992,0
04-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,120,27.9238827
04-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,87.3957334
04-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,131.3261685
04-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,162.0230956
04-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,172.3974039
04-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,186.1872154
04-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,199.5610521
04-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,201.6233844
04-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,189.9635639
04-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,180.6793097
04-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,174.7353821
04-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,176.7826793
04-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,196.6993467
04-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,192.1035782
04-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,170.6382821
04-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,134.1177094
04-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,102.8369143
04-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,76.1944873
04-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,120,44.6330345
04-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,122.9513098,0
05-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,102.2077047,0
05-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,102.7189024,0
05-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,106.5654154,0
05-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,117.8844374,0
05-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,120,12.931253
05-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,61.4374095
05-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,121.4580461
05-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,144.7601461
05-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,151.6738458
05-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,155.7909929
05-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,170.0869904
05-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,172.9587192
05-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,155.1419722
05-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,139.6606974
05-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,129.6071405
05-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,131.6193554
05-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,153.3552856
05-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,150.2054051
05-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,127.9607829
05-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,94.9083365
05-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,58.1973175
05-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,29.986215
05-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,122.0366666,0
05-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,95.7225089,0
06-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,77.0136716,0
06-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,71.8941759,0
06-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,79.0308983,0
06-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,93.126426,0
06-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,115.3134131,0
06-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,29.9411094
06-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,68.1155574
06-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,95.3719227
06-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,112.32665
06-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,130.1784793
06-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,143.4896692
06-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,142.3595211
06-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,126.006203
06-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,114.7247691
06-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,104.032215
06-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,110.1264947
06-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,129.5720583
06-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,135.7615612
06-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,111.524771
06-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,77.5651992
06-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,54.3658399
06-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,31.5147968
06-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,122.4075357,0
06-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,88.0946358,0
07-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,67.8897931,0
07-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,57.6357665,0
07-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,53.7867478,0
07-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,57.2197919,0
07-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,65.0481348,0
07-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,73.2548642,0
07-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,101.107627,0
07-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,3.8825506
07-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,32.5572393
07-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,49.4292728
07-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,66.7222927
07-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,67.2685727
07-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,53.4186204
07-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,33.0483902
07-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,36.8447857
07-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,51.787298
07-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,84.0804652
07-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,91.4903276
07-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,75.7108541
07-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,47.7202683
07-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,25.1699298
07-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,9.0396344
07-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,103.6936866,0
07-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,81.1583832,0
08-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,63.1110959,0
08-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,54.3029573,0
08-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,56.6058533,0
08-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,57.4829084,0
08-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,56.2099256,0
08-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,55.1950476,0
08-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,66.4639522,0
08-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,93.1439672,0
08-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,1.5420665
08-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,24.8967898
08-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,50.6496323
08-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,48.0059377
08-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,32.562251
08-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,16.4444849
08-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,14.5450343
08-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,33.2989774
08-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,71.6814127
08-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,84.7395095
08-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,68.9725654
08-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,44.9061746
08-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,22.1704015
08-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,9.7287491
08-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,107.7306457,0
08-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,90.9087297,0
09-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,80.4767861,0
09-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,77.6727159,0
09-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,80.2963635,0
09-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,94.1037159,0
09-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,120,2.0106645
09-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,90.1446746
09-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,149.8595949
09-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,185.8414051
09-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,191.5172043
09-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,192.9129747
09-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,198.7466439
09-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,195.2133649
09-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,191.2666171
09-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,174.5399242
09-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,161.5018743
09-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,163.8999933
09-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,190.9132892
09-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,189.8432821
09-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,173.3270823
09-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,136.2151239
09-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,104.2301789
09-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,73.7963682
09-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,120,39.1401641
09-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,120,10.1246768
10-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,115.318425,0
10-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,110.5472454,0
10-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,116.2004917,0
10-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,120,4.7094882
10-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,120,40.1124423
10-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,107.0066846
10-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,166.7541811
10-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,193.5043605
10-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,199.1099952
10-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,204.5702894
10-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,206.6050572
10-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,200.7713881
10-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,193.1936323
10-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,178.8926231
10-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,170.9891041
10-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,180.749474
10-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,210.0381013
10-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,210.4440524
10-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,198.3757748
10-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,166.1477602
10-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,132.9574909
10-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,101.0351925
10-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,120,70.561288
10-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,120,36.7345273
11-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,120,16.6875546
11-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,120,8.247779
11-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,120,10.4729929
11-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,120,20.990136
11-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,120,54.7868263
11-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,128.0785588
11-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,189.5024835
11-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,214.8794452
11-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,211.1206378
11-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,212.1756097
11-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,219.1720032
11-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,209.6146089
11-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,197.4285554
11-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,190.3244094
11-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,182.9546411
11-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,187.5153273
11-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,214.2454597
11-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,212.5940903
11-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,195.9200206
11-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,160.629831
11-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,127.8705715
11-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,97.3590789
11-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,120,70.3432772
11-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,120,42.4980321
12-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,120,24.7815198
12-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,120,16.872989
12-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,120,17.0433883
12-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,120,26.8914636
12-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,120,60.5453193
12-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,141.6077596
12-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,197.0301218
12-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,225.7323751
12-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,232.7939212
12-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,238.5774729
12-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,247.8567155
12-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,238.7704251
12-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,229.0977606
12-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,214.8744335
12-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,206.725339
12-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,203.9262805
12-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,223.0310455
12-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,221.342088
12-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,206.0512596
12-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,168.0121286
12-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,131.3787917
12-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,101.6817075
12-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,120,67.6394417
12-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,120,33.4368002
13-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,120,18.2512184
13-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,120,11.956469
13-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,120,12.3574083
13-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,120,24.1776046
13-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,120,55.7991984
13-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,120,121.5783279
13-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,181.5087531
13-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,208.8352829
13-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,213.9121787
13-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,217.4880575
13-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,219.958847
13-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,219.0642507
13-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,208.8227535
13-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,189.7630941
13-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,184.6285632
13-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,192.7551048
13-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,216.4556384
13-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,209.9027842
13-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,174.1164319
13-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,138.8187245
13-01-35 20:00,79.6,66.33,66.33,59.7,72.97,126.03,120,103.6463107
13-01-35 21:00,79.6,66.33,66.33,59.7,72.97,126.03,120,72.9042779
13-01-35 22:00,79.6,66.33,66.33,59.7,72.97,126.03,120,41.0195678
13-01-35 23:00,79.6,66.33,66.33,59.7,72.97,126.03,120,24.7238847
14-01-35 0:00,79.6,66.33,66.33,59.7,72.97,126.03,120,0.2966484
14-01-35 1:00,79.6,66.33,66.33,59.7,72.97,126.03,113.8750429,0
14-01-35 2:00,79.6,66.33,66.33,59.7,72.97,126.03,112.0632977,0
14-01-35 3:00,79.6,66.33,66.33,59.7,72.97,126.03,116.0451277,0
14-01-35 4:00,79.6,66.33,66.33,59.7,72.97,126.03,114.8899208,0
14-01-35 5:00,79.6,66.33,66.33,59.7,72.97,126.03,119.5358067,0
14-01-35 6:00,79.6,66.33,66.33,59.7,72.97,126.03,120,17.9780784
14-01-35 7:00,79.6,66.33,66.33,59.7,72.97,126.03,120,51.5166639
14-01-35 8:00,79.6,66.33,66.33,59.7,72.97,126.03,120,79.6676254
14-01-35 9:00,79.6,66.33,66.33,59.7,72.97,126.03,120,100.2232902
14-01-35 10:00,79.6,66.33,66.33,59.7,72.97,126.03,120,116.0052695
14-01-35 11:00,79.6,66.33,66.33,59.7,72.97,126.03,120,117.7994735
14-01-35 12:00,79.6,66.33,66.33,59.7,72.97,126.03,120,109.0314288
14-01-35 13:00,79.6,66.33,66.33,59.7,72.97,126.03,120,96.6574349
14-01-35 14:00,79.6,66.33,66.33,59.7,72.97,126.03,120,97.2713734
14-01-35 15:00,79.6,66.33,66.33,59.7,72.97,126.03,120,111.89564
14-01-35 16:00,79.6,66.33,66.33,59.7,72.97,126.03,120,136.9769089
14-01-35 17:00,79.6,66.33,66.33,59.7,72.97,126.03,120,139.9388491
14-01-35 18:00,79.6,66.33,66.33,59.7,72.97,126.03,120,116.463844
14-01-35 19:00,79.6,66.33,66.33,59.7,72.97,126.03,120,81.5745937
