name,bus0,bus1,s_nom,x,r,bus_id0,bus_id1
merged_way/26043880-2-220+5,DE98-220,way/68549340-220,491.556,2.047562,0.408152,236,695
way/68018969-1-220,DE98-220,way/156973363-220,491.556,0.499461,0.09956,236,339
merged_way/342455286-1-380+3,way/37721677-380,way/48428875-380,3396.205,1.620051,0.197567,596,651
merged_way/26565859-380+1,way/870598507-380,way/1024536785-380,3396.205,10.306277,1.256863,724,239
merged_way/80130019-1-380+3,way/870598507-380,DE133-380,3396.205,2.543919,0.310234,724,39
way/505137255-380,way/25992879-380,DE133-380,3396.205,0.445673,0.05435,480,39
merged_way/860159351-380+1,way/870598507-380,DE136-380,3396.205,1.951471,0.237984,724,42
relation/1084358-380,way/870598507-380,way/26593935-380,5094.308,0.358117,0.043673,724,492
merged_way/26971631-220+1,AT11-220,way/68532663-220,983.112,4.693157,0.935513,796,694
way/41931917-220,DE212-220,way/68532663-220,983.112,2.752591,0.548689,134,694
merged_way/26982408-1-220+1,way/24799890-220,way/1040551074-220,983.112,1.333471,0.265808,455,241
merged_way/27044875-220+1,DE122-220,way/22761839-220,983.112,1.648703,0.328645,27,375
merged_way/856077610-2-220+3,DE126-220,way/22761839-220,491.556,0.643999,0.128372,31,375
way/54071725-220,DE126-220,way/22761839-220,1966.224,0.160197,0.031933,31,375
merged_way/27196813-1-380+4,way/683227471-380,way/85523877-380,1698.103,11.59489,1.414011,693,722
way/108526478-1-380,DE205-380,way/85523877-380,1698.103,0.377758,0.046068,127,722
merged_way/27196813-2-220+6,way/57727004-220,way/85523877-220,491.556,22.052389,4.395825,673,721
merged_way/30970013-2-220+3,way/57727004-220,way/727225348-220,491.556,24.643514,4.912328,673,817
merged_way/27335805-1-220+1,way/26455019-220,way/29420322-220,983.112,0.373189,0.07439,488,535
way/26436072-1-220,way/26455019-220,way/23744346-220,983.112,0.87312,0.174044,488,410
merged_way/277828184-1-380+1,way/23284340-380,DE165-380,3396.205,1.203877,0.146814,402,78
merged_way/8762976-380+1,DE168-380,DE165-380,3396.205,2.293815,0.279734,81,78
relation/1641761-380-c,way/23284340-380,way/42410916-380,1698.103,5.668428,0.691272,402,624
relation/14650713-380-a,way/24042358-380,way/42410916-380,1698.103,4.851312,0.591623,415,624
relation/3885011-380-a,way/24042358-380,way/42410916-380,1698.103,4.851312,0.591623,415,624
way/113135861-220,DE15-220,way/955268863-220,983.112,4.423824,0.881825,61,787
way/23951301-220,DE15-220,way/229565743-220,983.112,1.424123,0.283878,61,385
merged_way/28203625-1-380+4,way/24799890-380,way/27919734-380,3396.205,2.453598,0.299219,456,512
merged_way/41374780-1-380+3,DE125-380,way/27919734-380,1698.103,1.903181,0.232095,30,512
way/77179295-380,way/24799890-380,DE114-380,6792.41,0.244312,0.029794,456,21
merged_way/284701563-220+4,DE109-220,way/51940126-220,983.112,1.809463,0.36069,14,662
way/132682735-220,DE109-220,way/24667346-220,983.112,1.401456,0.27936,14,443
merged_way/284925905-380+1,DE75-380,DE69-380,3396.205,0.598528,0.072991,207,197
relation/1109593-380-a,way/275138524-380,DE69-380,1698.103,0.524081,0.063912,504,197
relation/1109599-380-a,way/275138524-380,DE69-380,1698.103,0.524081,0.063912,504,197
relation/1109593-380-c,DE75-380,way/32472806-380,1698.103,0.583706,0.071184,207,571
relation/1109599-380-c,DE75-380,way/32472806-380,1698.103,0.583706,0.071184,207,571
merged_way/284965427-380+5,way/1076001174-380,way/32472806-380,3396.205,1.817651,0.221665,247,571
relation/1082817-380-b,way/35763480-380,way/32472806-380,1698.103,6.009736,0.732895,589,571
merged_way/284969513-220+4,way/28452784-220,way/66038431-220,983.112,1.909317,0.380595,518,690
merged_way/66676627-220+1,way/28452784-220,DE72-220,983.112,1.116748,0.222608,518,202
way/28861605-1-380,DE193-380,DE192-380,1698.103,0.27014,0.032944,111,110
merged_way/290703850-380+3,way/42681484-380,way/274630377-380,3396.205,3.457664,0.421666,631,503
merged_way/29252732-380+2,way/24272339-380,way/23899043-380,3396.205,2.973448,0.362616,424,413
way/151469596-380,DE49-380,way/23899043-380,3396.205,6.444575,0.785924,170,413
relation/3533527-380-b,way/24272339-380,way/24262656-380,1698.103,2.286543,0.278847,424,421
merged_way/29252734-220+1,DE36-220,way/24262656-220,983.112,1.990575,0.396792,157,420
merged_way/29291584-380+4,DE133-380,way/162176187-380,3396.205,4.181829,0.509979,39,803
merged_way/29380943-220+3,way/113546939-220,way/63114179-220,983.112,1.213617,0.241917,272,688
merged_way/87106532-220+5,DE100-220,way/63114179-220,491.556,1.246381,0.248448,3,688
merged_way/60869542-2-220+1,way/113546939-220,DE100-220,983.112,0.61758,0.123106,272,3
merged_way/29472854-1-380+4,way/150200540-380,way/29472852-380,1698.103,0.519075,0.063302,312,537
relation/14514424-380-b,way/150200540-380,way/114319248-380,3396.205,1.284469,0.156643,312,275
relation/962122-380,way/61918154-380,way/114319248-380,1698.103,14.816828,1.80693,686,275
relation/1173397-380,way/26472665-380,way/33169401-380,1698.103,9.147259,1.115519,490,582
relation/2188188-380,way/26472665-380,way/33169401-380,1698.103,9.147259,1.115519,490,582
way/41036073-380,DE19-380,way/33169401-380,3396.205,7.874314,0.960282,107,582
relation/2928164-380,way/26472665-380,way/943939310-380,1698.103,11.632405,1.418586,490,769
relation/2928167-380,way/26472665-380,way/943939310-380,1698.103,11.632405,1.418586,490,769
relation/904160-380,way/26472665-380,way/29713902-380,1698.103,38.267366,4.666752,490,538
relation/3742241-380,way/143882655-380,way/29713902-380,1698.103,19.140399,2.334195,299,538
relation/3742242-380,way/143882655-380,way/29713902-380,1698.103,19.140399,2.334195,299,538
relation/904159-380,way/32690742-380,way/29713902-380,1698.103,9.59726,1.170398,572,538
merged_way/971780154-1-220-b+1,way/26472665-220,DE29-220,491.556,8.913778,1.776833,489,147
way/971780154-1-220-a,way/33169401-220,DE29-220,491.556,2.313474,0.461158,581,147
merged_way/30181272-380+1,way/1280840211-380,way/1128250707-380,3396.205,7.034584,0.857876,287,269
merged_way/883985540-380+2,way/883928228-380,way/1128250707-380,3396.205,0.727827,0.088759,735,269
relation/15097913-380,way/559702819-380,way/1128250707-380,1698.103,14.728837,1.7962,672,269
relation/15097914-380,way/559702819-380,way/1128250707-380,1698.103,14.732382,1.796632,672,269
merged_way/30246219-1-380+3,DE198-380,DE197-380,3396.205,1.46329,0.17845,116,115
way/31122745-1-380,DE198-380,way/30734324-380,1698.103,0.656082,0.08001,116,549
merged_way/30286003-220+1,way/32148946-220,DE139-220,983.112,0.49335,0.098342,568,47
merged_way/30416989-380+1,way/941453716-380,DE9-380,3396.205,6.261347,0.763579,762,227
relation/145510-380-b,way/851299584-380,DE9-380,1698.103,14.27229,1.740523,720,227
relation/14459971-380,way/941453716-380,way/1091984573-380,1698.103,13.680796,1.66839,762,256
relation/912407-380,way/941453716-380,way/1091984573-380,1698.103,13.680796,1.66839,762,256
relation/8539040-380-b,way/515358077-380,way/1091984573-380,1698.103,12.815085,1.562815,658,256
merged_way/30970013-1-380+3,way/57727004-380,way/727225348-380,1698.103,20.136291,2.455645,674,818
merged_way/57727003-1-380+2,way/57727004-380,way/683227471-380,1698.103,6.507654,0.793616,674,693
way/279079565-380,way/57727004-380,way/77038371-380,1698.103,7.494894,0.914012,674,702
merged_way/49868531-380+3,way/30613895-380,way/77038371-380,1698.103,12.354024,1.506588,548,702
merged_way/31333769-1-380+8,DE144-380,way/22767509-380,3396.205,1.313932,0.160236,54,382
merged_way/47248249-1-380+12,way/152403632-380,way/22767509-380,3396.205,6.341488,0.773352,326,382
merged_way/31363228-1-380+1,way/31131320-380,way/41389594-380,1698.103,18.664315,2.276136,555,615
way/108388740-380,way/26404600-380,way/41389594-380,3396.205,3.000464,0.36591,487,615
merged_way/31911224-220+5,way/29374542-220,way/22796434-220,983.112,1.838284,0.366435,533,383
merged_way/33174242-380+1,way/797009308-380,way/206289192-380,3396.205,2.448515,0.298599,709,366
merged_way/61971060-1-380+6,DE31-380,way/206289192-380,1698.103,9.6438,1.176073,151,366
merged_way/33813956-220+2,way/1042974725-220,DE173-220,983.112,5.409172,1.07824,800,88
way/91655761-220,DE172-220,DE173-220,983.112,0.513517,0.102362,86,88
merged_way/338361038-380+2,way/25306938-380,DE8-380,3396.205,1.5079,0.18389,470,213
way/45737386-380,way/1107961833-380,DE8-380,3396.205,3.281271,0.400155,264,213
merged_way/34174571-380+5,DE8-380,DE10-380,6792.41,0.65995,0.080482,213,2
merged_way/352376135-380+2,DE150-380,DE147-380,3396.205,1.59554,0.194578,62,57
way/152403657-1-380,way/152403632-380,DE147-380,1698.103,1.412298,0.172232,326,57
way/908473137-1-380,DE148-380,DE147-380,1698.103,0.401113,0.048916,59,57
merged_way/352376142-380+3,DE150-380,DE148-380,3396.205,1.396226,0.170271,62,59
merged_way/358953278-220+2,way/22720647-220,way/28008024-220,983.112,0.428291,0.085374,371,513
way/62251376-220,DE7-220,way/28008024-220,983.112,5.958759,1.187792,198,513
merged_way/57786760-1-380+3,way/22761692-380,DE130-380,1698.103,0.557633,0.068004,374,36
merged_way/36784592-1-380+2,way/22761839-380,way/33816726-380,3396.205,2.078442,0.253468,376,585
merged_way/37231119-1-220+2,way/274621059-220,way/787265962-220,491.556,4.423616,0.881784,501,706
way/23707819-220-a,way/274621059-220,DE40-220,983.112,3.041503,0.60628,501,162
way/1216922903-220,way/953757608-220,DE40-220,983.112,0.363889,0.072536,782,162
merged_way/38139845-380+2,DE41-380,way/796306640-380,3396.205,2.247348,0.274067,163,708
merged_way/39076066-1-380+1,way/152924498-380,way/600395952-380,3396.205,1.744772,0.212777,328,683
merged_way/39076066-2-220+2,way/152924498-220,way/600395952-220,983.112,2.071976,0.413018,327,682
relation/15751730-220,way/152924498-220,relation/17591073-220,983.112,1.851061,0.368982,327,238
relation/3989160-220,way/152924498-220,relation/17591073-220,983.112,1.851061,0.368982,327,238
merged_way/40162573-1-220+4,DE39-220,way/29472852-220,491.556,8.351206,1.664692,160,536
merged_way/781632468-3-220+3,DE39-220,way/61918154-220,491.556,10.46918,2.08688,160,685
merged_way/40692628-220+2,way/32151621-220,DE194-220,983.112,2.984147,0.594847,569,112
way/43305107-220,way/39011884-220,DE194-220,983.112,0.229032,0.045654,602,112
way/141161434-380,DE125-380,DE127-380,3396.205,0.412742,0.050334,30,32
merged_way/41981221-1-220+4,way/147521567-220,way/1223405794-220,491.556,6.479859,1.291666,304,282
merged_way/42134967-380+2,way/39229429-380,way/26383042-380,3396.205,2.469855,0.301202,603,485
merged_way/741639709-1-380+5,way/42560068-380,way/26383042-380,3396.205,3.594478,0.438351,630,485
merged_way/42436308-1-380+5,way/42423415-380,way/22766160-380,1698.103,5.431665,0.662398,625,380
relation/3228400-380-c,DE139-380,way/22766160-380,1698.103,1.405017,0.171344,48,380
way/34897791-1-380,DE138-380,way/22766160-380,3396.205,1.04766,0.127763,46,380
merged_way/42488871-380+1,way/42488850-380,DE85-380,3396.205,3.335621,0.406783,626,220
way/83688484-380,DE88-380,DE85-380,3396.205,0.405836,0.049492,224,220
relation/1082816-380,way/42488850-380,way/42799487-380,1698.103,16.554194,2.018804,626,634
way/24959946-380,way/42488850-380,DE61-380,3396.205,1.786772,0.217899,626,184
way/42509126-1-380,DE65-380,DE68-380,3396.205,1.425208,0.173806,189,195
way/121199247-1-380,way/121199242-380,DE68-380,1698.103,1.055881,0.128766,279,195
merged_way/42509126-2-220+1,DE68-220,DE64-220,983.112,2.70833,0.539866,194,188
relation/445559-380-b,DE17-380,way/24493551-380,1698.103,1.7214,0.209927,83,440
way/33812397-380,way/871646309-380,way/24493551-380,3396.205,0.440816,0.053758,725,440
merged_way/42809975-1-380+1,DE85-380,way/42809973-380,3396.205,0.288385,0.035169,220,635
way/38584672-220,way/1303270458-220,way/38584673-220,491.556,0.692634,0.138067,288,600
merged_way/43171099-220+2,way/39688875-220,way/1094015892-220,983.112,13.459272,2.682911,606,258
merged_way/43575375-380+2,DE207-380,way/42736239-380,3396.205,4.447797,0.542414,129,632
merged_way/87623154-380+2,way/26814283-380,way/42736239-380,3396.205,4.180224,0.509783,495,632
merged_way/45394868-1-380+1,DE112-380,DE111-380,3396.205,0.36203,0.04415,19,18
merged_way/46107365-1-380+4,DE6-380,way/1107961833-380,3396.205,1.299174,0.158436,182,264
merged_way/46107365-2-220+4,way/87722999-220,DE7-220,983.112,1.45233,0.289501,729,198
merged_way/47297508-220+2,way/60032354-220,DE7-220,983.112,1.855972,0.369961,681,198
way/107271567-2-220,way/24478889-220,DE77-220,491.556,1.102274,0.219722,434,209
way/425103271-220,way/24478889-220,way/35818137-220,1474.668,0.635192,0.126616,434,591
merged_way/478868126-2-220+2,way/25306752-220,way/25786404-220,491.556,37.359768,7.44713,468,475
way/189568397-1-220,way/43688805-220,way/25786404-220,491.556,3.870445,0.771517,640,475
way/189574881-220,way/41334805-220,way/25786404-220,983.112,2.246125,0.447733,612,475
relation/1750800-220-b,way/25306752-220,way/83529203-220,491.556,25.818001,5.146445,468,824
merged_way/48906232-1-380+4,way/28956649-380,way/29084374-380,1698.103,10.523993,1.283414,524,529
relation/3732389-380,way/93341407-380,way/29084374-380,1698.103,21.702959,2.646702,756,529
merged_way/82763143-1-380-b+1,way/28956649-380,way/78441561-380,1698.103,21.950696,2.676914,524,705
merged_way/48906232-2-220+3,way/29084374-220,way/28956649-220,491.556,12.87613,2.56667,528,523
merged_way/82763143-2-220-b+4,way/24976300-220,way/28956649-220,491.556,33.874206,6.752333,463,523
relation/3749847-220,way/954971276-220,way/28956649-220,491.556,18.891004,3.765649,786,523
relation/3710279-380,way/30613895-380,way/53378027-380,1698.103,8.624389,1.051755,548,666
relation/3710286-380-b,way/76246159-380,way/53378027-380,1698.103,7.752843,0.945469,701,666
relation/3710281-380-a,way/30613895-380,way/76246159-380,1698.103,12.814327,1.562723,548,701
relation/14648167-380,way/88945213-380,way/76246159-380,1698.103,9.787656,1.193617,739,701
relation/1641773-380,way/88945213-380,way/76246159-380,1698.103,9.787656,1.193617,739,701
relation/3782492-380,way/88916034-380,way/202865177-380,1698.103,1.7652,0.215268,738,365
relation/3782493-380,way/88916034-380,way/202865177-380,1698.103,1.7652,0.215268,738,365
relation/3915993-380-b,way/88916034-380,DE213-380,1698.103,0.880761,0.10741,738,135
way/1327051827-380,way/88916034-380,DE213-380,1698.103,0.880707,0.107403,738,135
merged_way/51370887-220+6,DE22-220,DE21-220,983.112,3.326351,0.66306,136,132
way/8017477-220,way/30309989-220,DE21-220,983.112,0.386735,0.07709,547,132
way/32950166-2-220,DE22-220,DE23-220,491.556,0.860953,0.171619,136,138
merged_way/521228484-380+9,way/723528920-380,DE62-380,3396.205,4.881971,0.595362,816,186
merged_way/60725327-1-380+4,DE67-380,DE62-380,3396.205,1.750237,0.213444,193,186
merged_way/54902235-380+1,way/38325076-380,way/31105067-380,3396.205,3.260914,0.397672,599,553
way/31105066-380,way/41389594-380,way/31105067-380,3396.205,5.027691,0.613133,615,553
merged_way/56234205-380+2,way/149987048-380,way/198448981-380,3396.205,7.113161,0.867459,311,361
relation/14596023-380,way/149987048-380,way/152973139-380,1698.103,6.615612,0.806782,311,331
relation/14596024-380,way/149987048-380,way/152973139-380,1698.103,6.615612,0.806782,311,331
merged_way/574218866-380+6,DE57-380,way/952004951-380,3396.205,4.567911,0.557062,179,778
relation/12544904-380-b,way/456386244-380,way/952004951-380,1698.103,11.814369,1.440777,645,778
merged_way/574577676-380+8,way/953757606-380,way/810315511-380,3396.205,3.065839,0.373883,781,711
way/953757607-380,way/953757606-380,way/953757608-380,1698.103,3.147179,0.383802,781,783
way/953757609-380,way/953757606-380,way/953757608-380,1698.103,3.145063,0.383544,781,783
merged_way/574577691-380+2,way/24262656-380,way/953757608-380,3396.205,2.340272,0.285399,421,783
relation/3528700-380,way/24262656-380,way/24258096-380,1698.103,8.923507,1.088233,421,419
relation/71281-380,way/24262656-380,way/24258096-380,1698.103,8.923507,1.088233,421,419
relation/3534540-380,way/24262656-380,way/28343121-380,1698.103,21.137813,2.577782,421,516
relation/3534541-380,way/24262656-380,way/28343121-380,1698.103,21.137813,2.577782,421,516
relation/114789-380,way/28327356-380,way/28343121-380,1698.103,6.269895,0.764621,515,516
relation/3534542-380,way/28327356-380,way/28343121-380,1698.103,6.269895,0.764621,515,516
merged_way/60924231-1-380+6,way/106096507-380,DE124-380,3396.205,1.315388,0.160413,242,28
way/24428696-380,way/49577401-380,DE124-380,3396.205,1.228748,0.149847,653,28
merged_way/61733762-1-380+7,way/59925390-380,DE89-380,1698.103,2.592296,0.316134,680,226
merged_way/61910820-1-380+6,way/59925390-380,way/26291794-380,3396.205,1.28851,0.157135,680,484
relation/962120-380-b,DE31-380,way/61918154-380,1698.103,1.90463,0.232272,151,686
merged_way/781632468-380+1,way/796306640-380,way/61918154-380,3396.205,2.321254,0.28308,708,686
way/76900159-1-380,DE209-380,DE208-380,1698.103,3.9778,0.485098,131,130
merged_way/68561219-1-380+2,way/68549340-380,DE87-380,3396.205,0.541707,0.066062,696,223
merged_way/69719498-1-220+1,DE113-220,way/93278553-220,983.112,0.440361,0.08778,20,754
merged_way/71503500-1-220+1,DE82-220,DE84-220,491.556,0.63849,0.127274,217,219
merged_way/72658449-220+5,DE78-220,way/59925390-220,983.112,0.864466,0.172319,211,679
merged_way/81354098-2-220+2,way/24921206-220,way/59925390-220,983.112,0.853476,0.170128,461,679
merged_way/72658499-1-220+1,DE78-220,way/22944791-220,491.556,1.528276,0.30464,211,384
way/28051449-380,way/953015049-380,DE28-380,1698.103,1.959919,0.239014,780,146
way/167609849-380,way/27739871-380,DE28-380,5094.308,0.725777,0.088509,509,146
way/24604796-380,way/24604789-380,DE28-380,3396.205,2.09167,0.255082,442,146
merged_way/73965404-380+2,way/25044557-380,DE112-380,1698.103,1.669585,0.203608,466,19
way/81234908-1-380,DE110-380,DE112-380,3396.205,0.815876,0.099497,17,19
merged_way/73965410-1-380+1,DE111-380,way/25043127-380,3396.205,0.628617,0.076661,18,465
merged_way/74003850-380+2,way/170123812-380,DE26-380,3396.205,10.597809,1.292416,353,143
way/729102365-380,DE24-380,DE26-380,3396.205,1.513196,0.184536,141,143
merged_way/74003877-380+1,DE27-380,way/942448206-380,3396.205,0.331613,0.040441,145,765
relation/252583-380,way/22973070-380,way/942448206-380,1698.103,3.983166,0.485752,390,765
relation/252584-380,way/22973070-380,way/942448206-380,1698.103,3.983166,0.485752,390,765
way/550112563-380,way/414169327-380,way/942448206-380,3396.205,5.133498,0.626036,616,765
merged_way/781370722-2-220+3,DE35-220,way/33411203-220,491.556,1.26957,0.25307,155,583
relation/2450379-220,way/114319248-220,way/33411203-220,491.556,18.515329,3.690763,274,583
merged_way/781651113-220+1,way/829116805-220,way/1128250707-220,983.112,3.909412,0.779285,716,268
merged_way/79174485-220+1,DE129-220,way/22761692-220,1966.224,0.568518,0.113326,34,373
merged_way/79174500-380+2,DE114-380,DE110-380,3396.205,1.536121,0.187332,21,17
merged_way/81234910-1-380+4,way/91854336-380,DE110-380,1698.103,0.356112,0.043428,750,17
merged_way/79174511-2-220+4,DE93-220,way/23380800-220,491.556,1.453815,0.289797,230,403
way/292627381-220,DE93-220,way/23380800-220,983.112,0.725247,0.144568,230,403
merged_way/81234910-2-220+1,way/91854336-220,DE110-220,491.556,0.435664,0.086843,749,16
relation/1109616-220,way/24921206-220,way/150267232-220,491.556,1.032776,0.205869,461,313
relation/1109619-220,way/24921206-220,way/150267232-220,491.556,1.032776,0.205869,461,313
merged_way/82131058-220+1,DE105-220,DE102-220,983.112,0.819775,0.16341,9,5
way/68677653-2-220,way/35763480-220,DE102-220,491.556,2.205252,0.439585,588,5
way/32672606-220,DE105-220,DE96-220,983.112,2.797133,0.557568,9,233
merged_way/82763143-1-380-a+1,way/78441561-380,way/24976300-380,1698.103,5.748331,0.701016,705,464
relation/3732390-380-b,way/77697810-380,way/24976300-380,3396.205,7.767782,0.94729,704,464
way/73306291-220,way/24976300-220,DE204-220,983.112,6.552315,1.306109,463,125
way/1293441399-220,DE206-220,DE204-220,491.556,0.880579,0.175531,128,125
way/1117834635-380,way/27919734-380,DE117-380,3396.205,1.462115,0.178307,512,22
way/51497698-1-380,way/27919734-380,way/49577401-380,3396.205,0.962498,0.117378,512,653
merged_way/842119255-2-220+3,way/27919734-220,way/24839976-220,983.112,1.63412,0.325738,511,458
relation/17189379-220,way/27919734-220,way/31762305-220,491.556,3.317276,0.661251,511,563
relation/17189385-220,way/27919734-220,way/49577401-220,491.556,2.346846,0.46781,511,652
relation/17189380-220,way/31762305-220,way/49577401-220,491.556,0.99076,0.197494,563,652
relation/1897790-220,way/31762305-220,way/49577401-220,491.556,0.98613,0.196571,563,652
relation/1897791-220,way/31762305-220,way/49577401-220,491.556,0.99076,0.197494,563,652
merged_way/842418530-1-380+2,DE104-380,DE95-380,3396.205,2.233337,0.272358,8,232
merged_way/842418532-380+6,DE104-380,way/25943440-380,3396.205,5.356852,0.653275,8,478
relation/12900764-380,way/957746797-380,way/25943440-380,1698.103,7.874494,0.960304,790,478
relation/3873611-380,way/957746797-380,way/25943440-380,1698.103,7.874494,0.960304,790,478
merged_way/844115029-1-380+1,DE50-380,way/979801144-380,3396.205,2.488706,0.303501,172,795
relation/114742-380,way/1089769599-380,way/1280364401-380,1698.103,1.360518,0.165917,253,286
relation/5374815-380,way/1089769599-380,way/1280364401-380,1698.103,1.360518,0.165917,253,286
merged_way/87201062-380+2,way/42049947-380,DE209-380,1698.103,3.994324,0.487113,617,131
way/169240672-380,DE168-380,way/147521567-380,3396.205,0.756096,0.092207,81,305
way/24686637-380,DE168-380,way/24685992-380,3396.205,2.382289,0.290523,81,445
relation/3756857-220-c,way/89176956-220,way/151967290-220,983.112,3.473456,0.692383,743,315
relation/3803496-220-b,way/89176939-220,way/151967290-220,983.112,3.094096,0.616763,742,315
relation/3756858-220-b,way/89176956-220,way/89176939-220,983.112,0.374482,0.074647,743,742
way/89176927-220,way/89176939-220,way/63089603-220,983.112,1.549121,0.308795,742,815
merged_way/908473140-380+1,DE147-380,way/152403632-380,3396.205,0.708624,0.086418,57,326
relation/1083990-380-c,way/92165128-380,way/152403632-380,1698.103,18.026821,2.198393,752,326
merged_way/920094545-380+2,way/22964137-380,DE91-380,3396.205,1.27612,0.155624,387,228
relation/12479461-380-a,way/22964137-380,DE96-380,1698.103,0.839908,0.102428,387,234
relation/12479462-380-a,way/22964137-380,DE96-380,1698.103,0.839908,0.102428,387,234
merged_way/92165135-1-380+2,way/33816726-380,way/92165128-380,3396.205,1.380775,0.168387,585,752
merged_way/953719575-220+3,way/952004951-220,DE60-220,983.112,2.310661,0.460597,777,183
merged_way/953738997-1-380+2,way/810315511-380,DE57-380,3396.205,1.280273,0.156131,711,179
merged_way/953757611-220+3,DE40-220,DE43-220,983.112,1.390089,0.277094,162,165
way/231006629-220,way/30017786-220,DE43-220,983.112,1.247198,0.248611,539,165
way/133787551-220,way/50729129-220,way/210191809-220,983.112,3.678494,0.733255,814,805
merged_way/95979139-1-380+1,DE181-380,way/46584363-380,1698.103,0.520703,0.0635,98,647
merged_way/971780154-2-380-b+2,way/33169401-380,way/26472665-380,1698.103,9.167987,1.118047,582,490
relation/14435819-380,way/26474759-380,way/26472665-380,1698.103,11.92179,1.453877,491,490
relation/3883858-380,way/26474759-380,way/26472665-380,1698.103,11.92179,1.453877,491,490
relation/904158-380,way/32690742-380,way/26472665-380,1698.103,28.821835,3.514858,572,490
merged_way/997957650-380+8,way/951773852-380,way/32904794-380,3396.205,6.463783,0.788266,776,578
way/1002012655-380,way/951773852-380,way/951273401-380,3396.205,0.384315,0.046868,776,775
merged_way/998005837-2-220+1,DE23-220,DE24-220,491.556,0.383498,0.076445,138,140
way/34942575-220,DE27-220,DE24-220,983.112,2.264303,0.451356,144,140
way/257482750-220,DE23-220,way/940636813-220,983.112,0.576316,0.11488,138,757
relation/1000670-380,way/1094015892-380,way/32063539-380,1698.103,8.611146,1.05014,259,565
relation/1021991-380,way/1094015892-380,way/32063539-380,1698.103,8.611146,1.05014,259,565
relation/1636750-380,DE5-380,way/32063539-380,1698.103,1.799861,0.219495,171,565
relation/1022003-380,way/234171369-380,way/1094015892-380,1698.103,11.477049,1.39964,405,259
relation/1022004-380,way/30040568-380,way/1094015892-380,1698.103,17.504848,2.134738,542,259
relation/145510-380-d,DE9-380,way/1094015892-380,1698.103,10.505811,1.281196,227,259
relation/10492657-220-b,way/23161029-220,way/32843531-220,491.556,8.341484,1.662754,399,576
relation/3739951-220-b,way/23161029-220,way/32843531-220,491.556,8.341484,1.662754,399,576
relation/2247306-220,way/156673637-220,way/32843531-220,491.556,20.355595,4.057594,335,576
relation/3739953-220,way/157164284-220,way/32843531-220,491.556,47.722921,9.512875,340,576
relation/3739954-220,way/157164284-220,way/32843531-220,491.556,47.722921,9.512875,340,576
relation/10588954-380,way/32843531-380,way/157328339-380,1698.103,20.630123,2.515869,577,341
relation/3707292-380,way/32843531-380,way/157328339-380,1698.103,20.630123,2.515869,577,341
relation/2247028-380,way/943135226-380,way/157328339-380,1698.103,20.431766,2.491679,768,341
relation/2247029-380,way/943135226-380,way/157328339-380,1698.103,20.431766,2.491679,768,341
relation/12479136-380-b,way/35763480-380,way/22964137-380,1698.103,2.077256,0.253324,589,387
relation/12479137-380,way/32472806-380,way/22964137-380,1698.103,4.023032,0.490614,571,387
relation/1082948-380,way/24268944-380,DE141-380,1698.103,3.001397,0.366024,423,51
relation/1082953-380-a,way/25426571-380,DE141-380,1698.103,0.474711,0.057892,471,51
relation/1082953-380-b,DE141-380,way/870598507-380,1698.103,3.590712,0.437892,51,724
relation/1082955-380,DE141-380,way/870598507-380,1698.103,3.590712,0.437892,51,724
relation/1083988-220-a,way/22767509-220,way/152403632-220,983.112,7.634021,1.521732,381,325
relation/1084032-220-b,way/27871140-220,way/29374542-220,983.112,1.703993,0.339666,510,533
relation/1109593-380-b,DE69-380,DE75-380,1698.103,1.202008,0.146586,197,207
relation/1109599-380-b,DE69-380,DE75-380,1698.103,1.202008,0.146586,197,207
way/109505609-1-380,DE69-380,way/121199242-380,1698.103,0.751892,0.091694,197,279
relation/1109600-220,way/42507488-220,way/24414688-220,491.556,7.520479,1.499099,627,428
relation/11374897-220,way/24858617-220,way/24414688-220,491.556,0.529402,0.105529,460,428
relation/3763835-220,way/24858617-220,way/24414688-220,491.556,0.529402,0.105529,460,428
relation/11223311-380,way/946025110-380,way/398680313-380,1698.103,26.443118,3.22477,770,607
relation/907513-380,way/29713902-380,way/398680313-380,1698.103,25.17258,3.069827,538,607
relation/2928165-380,way/943939310-380,way/398680313-380,1698.103,28.753796,3.50656,769,607
relation/11223312-380,way/398680313-380,way/28729619-380,1698.103,1.938719,0.236429,607,520
relation/14597254-380,way/398680313-380,way/940922557-380,1698.103,16.202111,1.975867,607,760
relation/3302864-380,way/398680313-380,way/940922557-380,1698.103,15.234465,1.857862,607,760
relation/3306342-380,way/157328339-380,way/940922557-380,1698.103,21.886635,2.669102,341,760
relation/3306343-380,way/157328339-380,way/940922557-380,1698.103,21.886635,2.669102,341,760
relation/2928166-380,way/943939310-380,way/940922557-380,1698.103,43.970448,5.36225,769,760
relation/902597-380,way/28729619-380,way/940922557-380,1698.103,13.30369,1.622401,520,760
relation/1123975-220,DE92-220,way/24921206-220,491.556,2.560947,0.510488,229,461
relation/1123976-220,DE92-220,way/24921206-220,491.556,2.539293,0.506171,229,461
relation/1224880-220,way/37554416-220,way/24921206-220,491.556,2.989156,0.595845,595,461
relation/1224881-220,way/37554416-220,way/24921206-220,491.556,2.989156,0.595845,595,461
relation/112810-220-b,way/24158385-220,way/26245195-220,983.112,0.842561,0.167952,416,481
