name,bus0,bus1,s_nom,x,r,bus_id0,bus_id1
way/24840438-2-220,way/24839976-220,way/188276460-220,983.112,0.419168,0.083555,458,359
merged_way/59584539-2-220+1,way/24839976-220,DE129-220,983.112,1.684048,0.335691,458,34
way/59584548-220,way/24839976-220,DE129-220,983.112,1.687653,0.336409,458,34
merged_way/109330042-1-380+8,DE159-380,way/24042358-380,3396.205,2.653646,0.323615,71,415
relation/13239127-380,way/202747445-380,way/24042358-380,1698.103,12.459034,1.519394,363,415
relation/3885010-380,way/202747445-380,way/24042358-380,1698.103,12.459034,1.519394,363,415
merged_way/1093664414-380+7,way/517421342-380,way/59707532-380,3396.205,4.69401,0.57244,660,678
way/259468200-1-380,DE18-380,way/59707532-380,1698.103,0.515195,0.062829,96,678
merged_way/109507318-1-380+2,DE80-380,way/1076001174-380,1698.103,0.654687,0.07984,215,247
merged_way/66676884-1-380+3,DE80-380,way/1076001174-380,1698.103,0.651733,0.07948,215,247
merged_way/25039686-1-380+2,DE80-380,way/29077623-380,3396.205,2.244305,0.273696,215,527
way/25091638-380,way/23022100-380,way/29077623-380,6792.41,0.534565,0.065191,392,527
merged_way/109563298-1-220+1,DE69-220,way/121199242-220,491.556,0.918839,0.183157,196,278
way/60541934-220,way/24415232-220,way/121199242-220,983.112,0.675543,0.13466,429,278
merged_way/121199247-2-220+3,DE69-220,DE68-220,491.556,2.221236,0.442771,196,194
merged_way/109563300-1-220+1,way/121199242-220,DE68-220,491.556,1.289984,0.25714,278,194
merged_way/1098393180-380+1,way/152107815-380,way/152018146-380,3396.205,4.964214,0.605392,321,320
merged_way/139305260-1-380+2,way/54359256-380,way/152018146-380,3396.205,2.416694,0.294719,669,320
merged_way/110379578-1-220+6,way/24815262-220,DE113-220,983.112,3.414613,0.680654,457,20
merged_way/79174516-1-220+1,DE97-220,DE113-220,491.556,4.494728,0.895959,235,20
merged_way/111963058-3-220+7,way/42861703-220,DE39-220,491.556,12.651268,2.521847,636,160
merged_way/249097291-1-220+5,way/42861703-220,way/42507488-220,491.556,8.380436,1.670519,636,627
merged_way/241626236-220+2,DE64-220,way/42507488-220,491.556,0.485606,0.096799,188,627
way/123170766-2-220,DE64-220,way/42507488-220,983.112,0.241397,0.048119,188,627
relation/1685857-220,way/24414688-220,way/42507488-220,491.556,7.520479,1.499099,428,627
merged_way/111963058-380+2,DE53-380,DE45-380,3396.205,3.245282,0.395766,175,167
merged_way/112454229-1-380+2,way/24479984-380,DE107-380,3396.205,0.801736,0.097773,439,12
merged_way/112454229-2-220+1,way/24479984-220,DE106-220,983.112,0.785484,0.156575,438,10
way/92877636-2-220,DE107-220,DE106-220,983.112,0.198815,0.039631,11,10
way/24532884-2-220,way/24479984-220,DE93-220,491.556,2.708169,0.539834,438,230
way/52889943-220,DE97-220,DE93-220,983.112,0.201696,0.040205,235,230
merged_way/1131127616-1-380+1,DE33-380,DE30-380,1698.103,2.396943,0.29231,153,150
merged_way/733884560-380+2,way/953015049-380,DE30-380,1698.103,10.302573,1.256411,780,150
merged_way/760958089-1-380+1,way/32904794-380,DE30-380,3396.205,1.541333,0.187967,578,150
way/1131127625-380,DE33-380,DE34-380,6792.41,0.256692,0.031304,153,154
merged_way/1131127622-380+1,way/33411203-380,DE34-380,1698.103,1.75167,0.213618,584,154
merged_way/114377984-1-380+6,way/114319248-380,way/37764852-380,1698.103,4.566397,0.556878,275,598
relation/1636917-380,way/114319248-380,way/33411203-380,1698.103,15.191573,1.852631,275,584
relation/962121-380,way/61918154-380,way/33411203-380,1698.103,18.255301,2.226256,686,584
merged_way/781370722-1-380+1,DE35-380,way/33411203-380,1698.103,1.040364,0.126874,156,584
merged_way/114377984-2-220+4,DE37-220,way/37764852-220,491.556,5.087866,1.014193,158,597
merged_way/37982818-220+2,way/33411203-220,way/37764852-220,983.112,3.144714,0.626853,583,597
merged_way/114518391-220+1,way/91086220-220,DE203-220,983.112,0.561525,0.111932,748,124
way/91084404-220,DE201-220,DE203-220,1966.224,0.801303,0.159728,121,124
merged_way/118436919-380+1,DE61-380,DE56-380,3396.205,2.802209,0.341733,184,178
merged_way/42507067-380+1,DE61-380,way/42507488-380,3396.205,1.615345,0.196993,184,628
merged_way/42508055-1-380+1,DE65-380,way/42507488-380,3396.205,0.985674,0.120204,189,628
way/118436808-380,DE61-380,way/42560068-380,3396.205,1.682134,0.205138,184,630
way/269823874-380,DE61-380,way/42488850-380,3396.205,1.785325,0.217723,184,626
merged_way/741626874-380+1,way/112695048-380,way/42488850-380,3396.205,0.593067,0.072325,267,626
merged_way/1185493736-380+1,way/955268863-380,DE11-380,3396.205,7.080119,0.863429,788,15
way/34174518-380,DE10-380,DE11-380,6792.41,0.165441,0.020176,2,15
relation/5497488-380-a,way/955268863-380,DE14-380,1698.103,6.044208,0.737098,788,49
relation/5497490-380-a,way/955268863-380,DE14-380,1698.103,6.044208,0.737098,788,49
way/1186186271-380,DE13-380,DE14-380,3396.205,0.327564,0.039947,35,49
way/231735880-380,way/955268863-380,way/27739871-380,3396.205,9.738754,1.187653,788,509
merged_way/118904273-380+1,way/42861703-380,DE53-380,3396.205,1.460302,0.178086,637,175
way/111499706-380,way/25506770-380,DE53-380,3396.205,0.561891,0.068523,473,175
merged_way/120494099-220+10,way/22761839-220,DE109-220,983.112,8.622089,1.718689,375,14
relation/1084001-220-b,way/22761839-220,way/27871140-220,983.112,1.508465,0.300691,375,510
merged_way/1241945684-1-380+1,DE158-380,DE157-380,3396.205,0.950955,0.11597,70,69
relation/3732388-380-c,DE158-380,way/93341407-380,1698.103,3.244526,0.395674,70,756
way/1241983642-1-380,DE157-380,way/93341407-380,3396.205,0.720733,0.087894,69,756
merged_way/127187723-380+1,way/979801144-380,way/952346322-380,3396.205,0.440782,0.053754,795,779
merged_way/60261709-380+1,way/61918154-380,way/952346322-380,3396.205,5.648274,0.688814,686,779
merged_way/1286792202-380+3,way/48057110-380,DE178-380,1698.103,4.752627,0.579589,649,93
merged_way/283908304-380+1,way/48057110-380,DE182-380,3396.205,1.998591,0.243731,649,99
merged_way/149064310-1-380+3,way/254326606-380,DE182-380,3396.205,0.640222,0.078076,472,99
way/43201818-380,DE186-380,DE182-380,3396.205,3.931087,0.479401,103,99
merged_way/128714156-380+2,way/1223405794-380,way/149987048-380,6792.41,0.592935,0.072309,283,311
merged_way/152924510-1-380+1,way/600395952-380,way/149987048-380,3396.205,2.070375,0.252485,683,311
merged_way/129175345-380+2,way/11285720-380,way/24502420-380,3396.205,3.522128,0.429528,270,441
relation/5497488-380-c,DE13-380,way/24502420-380,1698.103,6.221443,0.758713,35,441
relation/5497490-380-c,DE13-380,way/24502420-380,1698.103,6.221443,0.758713,35,441
way/286703268-380,way/1072574879-380,way/24502420-380,3396.205,4.004494,0.488353,245,441
way/318302077-380,DE11-380,way/24502420-380,3396.205,0.188762,0.02302,15,441
way/881636328-380,DE11-380,way/24502420-380,3396.205,0.18978,0.023144,15,441
merged_way/243146012-1-380+1,way/11285720-380,DE12-380,3396.205,0.437306,0.05333,270,25
relation/1188841-380,way/11285720-380,way/23583867-380,1698.103,7.298731,0.890089,270,406
relation/1188844-380,way/11285720-380,way/23583867-380,1698.103,7.298731,0.890089,270,406
merged_way/131472622-380+2,DE187-380,way/43688805-380,3396.205,2.221295,0.27089,104,641
merged_way/132074206-220+1,way/89215122-220,DE177-220,983.112,0.550508,0.109736,744,92
merged_way/54359261-2-220+1,way/82773910-220,DE177-220,983.112,0.943959,0.188164,713,92
merged_way/138220867-380+2,DE152-380,DE150-380,3396.205,4.169691,0.508499,64,62
way/194214685-380,way/50898216-380,DE150-380,3396.205,3.390794,0.413511,657,62
merged_way/345899153-1-380+1,DE152-380,way/1245826064-380,1698.103,0.379007,0.04622,64,284
merged_way/139305260-2-220+2,way/54359256-220,way/152018146-220,983.112,3.075723,0.613101,668,319
merged_way/143848416-220+1,way/152973139-220,DE176-220,491.556,4.913057,0.979347,330,91
way/145129280-220,way/156676050-220,DE176-220,491.556,1.206549,0.240508,337,91
merged_way/152542161-220+3,way/152973139-220,way/207248812-220,983.112,1.834484,0.365678,330,367
way/727139056-220,way/156676050-220,way/207248812-220,983.112,0.472167,0.09412,337,367
merged_way/153089338-220+2,way/152973139-220,way/160929097-220,983.112,2.089998,0.416611,330,347
merged_way/291125209-1-220+1,way/152973139-220,way/160929097-220,491.556,4.130184,0.823292,330,347
merged_way/41981234-220+2,way/147521567-220,way/160929097-220,983.112,4.730796,0.943016,304,347
way/560384836-220,way/152973139-220,way/409305507-220,983.112,2.595257,0.517327,330,609
merged_way/27275258-220+3,DE183-220,way/409305507-220,983.112,5.145276,1.025636,100,609
merged_way/143901793-1-220+1,DE179-220,way/143903369-220,491.556,0.756034,0.150704,94,300
merged_way/145129281-2-220+2,DE180-220,way/143903369-220,491.556,7.684551,1.531804,97,300
merged_way/231741801-2-220+1,DE179-220,way/1327333163-220,491.556,6.329705,1.261735,94,290
merged_way/200409374-220+3,DE180-220,way/1327333163-220,491.556,11.09663,2.211953,97,290
relation/3945260-220,way/42050342-220,way/1327333163-220,491.556,31.560112,6.291052,618,290
merged_way/143980167-220+3,way/42410916-220,DE169-220,983.112,10.938912,2.180514,623,82
way/143100816-220,way/24705761-220,DE169-220,491.556,33.428148,6.663418,446,82
merged_way/144232574-220+2,way/87653464-220,way/933248930-220,983.112,7.353501,1.465814,726,755
way/156350633-220,DE194-220,way/933248930-220,983.112,4.121921,0.821645,112,755
relation/3756855-220-a,way/87653464-220,way/31367940-220,983.112,11.047904,2.20224,726,560
merged_way/195538144-2-220+4,way/98648381-220,way/31367940-220,491.556,2.998068,0.597622,827,560
merged_way/27854188-2-220+1,way/50319857-220,way/31367940-220,983.112,3.536615,0.704973,812,560
merged_way/145129281-1-380+5,way/143903369-380,DE181-380,1698.103,7.837336,0.955773,301,98
way/146633582-1-380,DE178-380,DE181-380,1698.103,1.141888,0.139255,93,98
merged_way/231741801-1-380+2,way/143903369-380,way/1327333163-380,1698.103,4.556855,0.555714,301,291
relation/3697399-380-c,DE184-380,way/1327333163-380,3396.205,2.863714,0.349233,101,291
relation/3989163-380-c,way/143903369-380,way/145002769-380,1698.103,11.172683,1.362522,301,302
merged_way/146086014-220+2,way/169244940-220,way/23284340-220,491.556,8.281088,1.650715,350,401
merged_way/8004066-220+3,way/169244940-220,way/23284340-220,491.556,8.241467,1.642817,350,401
way/169244947-220,way/169244940-220,way/23641079-220,983.112,0.656108,0.130786,350,407
merged_way/146633582-2-220+4,way/207248812-220,way/46584363-220,491.556,2.857664,0.569634,367,646
way/145129282-220,way/207248812-220,way/156676050-220,983.112,0.487448,0.097166,367,337
merged_way/147964967-1-220+1,way/23881272-220,way/42410916-220,1474.668,0.927977,0.184979,412,623
merged_way/151689335-1-380+1,DE94-380,way/42797575-380,3396.205,0.390213,0.047587,231,633
relation/1082809-380,way/42488850-380,way/42797575-380,1698.103,28.103692,3.427279,626,633
relation/1906209-380,way/42799487-380,way/42797575-380,1698.103,12.461344,1.519676,634,633
merged_way/151967297-2-220+3,way/151967291-220,way/42097854-220,491.556,5.90379,1.176835,317,620
merged_way/152107801-220+4,way/600395952-220,way/156402422-220,983.112,13.65303,2.721534,682,333
way/142169891-220,way/152018146-220,way/156402422-220,983.112,1.79993,0.35879,319,333
merged_way/152924510-2-220+2,way/600395952-220,DE174-220,983.112,1.376177,0.274321,682,89
merged_way/152107836-1-380+3,way/600395952-380,way/152107815-380,3396.205,6.085976,0.742192,683,321
merged_way/152403657-2-220+5,way/152403632-220,DE148-220,491.556,2.225031,0.443528,325,58
merged_way/207578308-220+3,DE145-220,DE148-220,983.112,2.247435,0.447994,55,58
merged_way/152403734-380+2,DE156-380,way/160584794-380,3396.205,4.889355,0.596263,68,346
merged_way/37090208-380+3,way/395847307-380,way/160584794-380,3396.205,1.295869,0.158033,605,346
way/147534818-380,DE156-380,way/50898216-380,3396.205,1.535634,0.187272,68,657
merged_way/152924493-1-380+1,way/259561755-380,way/152924498-380,1698.103,4.855978,0.592192,479,328
merged_way/155496642-1-220+1,way/35818137-220,way/24478889-220,983.112,0.887277,0.176866,591,434
relation/1578736-220-a,way/35818137-220,way/35818134-220,983.112,0.389982,0.077737,591,590
merged_way/50306784-1-380+1,way/88916034-380,way/50319857-380,3396.205,1.111775,0.135582,738,813
merged_way/62332171-380+3,DE209-380,way/50319857-380,3396.205,7.580729,0.924479,131,813
relation/3915993-380-c,DE213-380,way/50319857-380,1698.103,1.335214,0.162831,135,813
way/1327046560-380,DE213-380,way/50319857-380,1698.103,1.335214,0.162831,135,813
merged_way/156676048-1-380+1,DE197-380,way/26260052-380,3396.205,0.974188,0.118803,115,483
merged_way/26281485-380+2,way/37721677-380,way/26260052-380,3396.205,0.927989,0.113169,596,483
merged_way/156684001-380+3,way/940922557-380,way/29331499-380,3396.205,7.611282,0.928205,760,532
relation/3885041-380,way/940922557-380,way/941198517-380,1698.103,10.677047,1.302079,760,761
relation/3885042-380,way/940922557-380,way/941198517-380,1698.103,10.677047,1.302079,760,761
relation/3885046-380,way/157328339-380,way/941198517-380,1698.103,29.895034,3.645736,341,761
relation/3885045-380,way/1068350839-380,way/941198517-380,1698.103,12.452653,1.518616,243,761
merged_way/156960648-1-380+3,way/274630377-380,way/456386244-380,3396.205,5.54769,0.676548,503,645
relation/12544904-380-a,way/29309786-380,way/456386244-380,1698.103,16.02339,1.954072,530,645
relation/12825581-380,way/29309786-380,way/456386244-380,1698.103,16.02339,1.954072,530,645
merged_way/156960648-2-220+3,way/274630377-220,way/172997498-220,983.112,6.969857,1.38934,502,355
way/712379294-220,DE108-220,way/172997498-220,983.112,1.119448,0.223146,13,355
merged_way/157160048-1-380+2,way/1128250707-380,way/32076853-380,1698.103,7.792591,0.950316,269,567
relation/14567632-380,way/829116805-380,way/32076853-380,1698.103,6.670292,0.81345,717,567
relation/289000-380,way/829116805-380,way/32076853-380,1698.103,6.670292,0.81345,717,567
relation/86589-380,way/1128250707-380,way/883928228-380,1698.103,1.472878,0.179619,269,735
way/318009993-380,way/883928229-380,way/883928228-380,1698.103,0.821249,0.100152,736,735
way/883928221-380,way/883928229-380,way/883928228-380,1698.103,0.82515,0.100628,736,735
merged_way/157160048-2-220+3,way/1128250707-220,way/32076853-220,491.556,9.531454,1.899958,268,566
merged_way/28658059-220+3,way/1128250707-220,way/31024391-220,983.112,4.411697,0.879408,268,551
way/1031520139-220,way/23744346-220,way/31024391-220,983.112,0.636743,0.126926,410,551
relation/2277544-220,way/1128250707-220,way/50643382-220,491.556,16.710924,3.331081,268,656
relation/2277545-220,way/1128250707-220,way/50643382-220,491.556,16.710924,3.331081,268,656
merged_way/157903633-1-380+4,way/63114179-380,DE102-380,1698.103,1.962231,0.239296,689,6
way/68677653-1-380,way/35763480-380,DE102-380,1698.103,1.801839,0.219736,589,6
merged_way/216987765-1-380+7,way/63114179-380,way/68549340-380,1698.103,2.924645,0.356664,689,696
merged_way/159685340-1-220+3,DE132-220,way/90148336-220,983.112,0.867252,0.172874,38,745
merged_way/78043300-220+2,DE135-220,way/90148336-220,983.112,1.662846,0.331464,41,745
way/29287463-220,DE132-220,way/132814303-220,983.112,1.100278,0.219325,38,292
merged_way/284701899-220+4,DE109-220,way/132814303-220,983.112,7.892979,1.573351,14,292
merged_way/160485212-1-380+6,DE154-380,way/395847307-380,1698.103,8.191871,0.999009,66,605
way/36258837-380,DE153-380,way/395847307-380,3396.205,4.329717,0.528014,65,605
way/207811359-1-380,DE154-380,way/42423415-380,1698.103,1.716236,0.209297,66,625
relation/1084027-220,way/22766160-220,way/22767509-220,491.556,5.020346,1.000733,379,381
relation/1084046-220,way/22766160-220,way/22767509-220,491.556,5.020346,1.000733,379,381
merged_way/31311091-2-220+8,way/22796434-220,way/22767509-220,983.112,1.228691,0.244922,383,381
merged_way/164112589-380+4,way/23583867-380,way/22720647-380,3396.205,3.829339,0.466993,406,372
merged_way/338361032-380+2,way/25306938-380,way/22720647-380,3396.205,2.070197,0.252463,470,372
merged_way/449010724-380+2,way/35176751-380,way/22720647-380,3396.205,8.466423,1.032491,587,372
merged_way/844516315-380+3,way/1089769599-380,way/22720647-380,3396.205,7.04896,0.859629,253,372
relation/114782-380,way/23583867-380,way/1089911133-380,1698.103,7.005839,0.854371,406,254
relation/5247533-380,way/23583867-380,way/1089911133-380,1698.103,7.005839,0.854371,406,254
relation/6463658-380,way/28327356-380,way/1089911133-380,1698.103,6.915761,0.843385,515,254
relation/67585-380,way/28327356-380,way/1089911133-380,1698.103,6.915761,0.843385,515,254
merged_way/169116881-1-380+9,way/156673636-380,way/202747445-380,3396.205,8.929067,1.088911,334,363
relation/2252482-380-b,way/1245826064-380,way/202747445-380,1698.103,3.255207,0.396976,284,363
relation/12818416-380,way/156673636-380,way/29309786-380,1698.103,10.044793,1.224975,334,530
relation/270963-380,way/156673636-380,way/29309786-380,1698.103,10.044793,1.224975,334,530
relation/3687803-380-b,way/156673636-380,way/156960655-380,3396.205,3.61791,0.441208,334,338
way/196670169-380,way/456386244-380,way/156960655-380,3396.205,1.408371,0.171753,645,338
way/32398460-380,way/156673636-380,DE121-380,3396.205,2.288968,0.279142,334,26
merged_way/203675974-1-380+1,way/41072584-380,DE121-380,3396.205,0.413317,0.050404,610,26
merged_way/169536831-380+1,way/87653464-380,way/88916034-380,5094.308,6.793365,0.828459,727,738
relation/3916522-380-a,way/397960460-380,way/88916034-380,1698.103,6.7312,0.820878,811,738
relation/5603845-380,way/88901626-380,way/88916034-380,1698.103,2.379809,0.290221,825,738
relation/5603846-380,way/88901626-380,way/88916034-380,1698.103,2.382643,0.290566,825,738
relation/272103-380-b,way/87653464-380,way/152261133-380,1698.103,29.820177,3.636607,727,324
relation/4819879-380-b,way/87653464-380,way/152261133-380,1698.103,29.820177,3.636607,727,324
merged_way/177838535-380+1,way/449010725-380,way/35176751-380,3396.205,8.243919,1.005356,644,587
relation/3885012-380-a,way/525964629-380,way/35176751-380,3396.205,6.258792,0.763267,664,587
relation/12842819-380,way/449010725-380,way/907539360-380,1698.103,6.655729,0.811674,644,746
relation/12842820-380,way/449010725-380,way/907539360-380,1698.103,6.655729,0.811674,644,746
merged_way/907539359-380+4,way/35176751-380,way/907539360-380,3396.205,5.123765,0.624849,587,746
way/907517163-380,way/449010725-380,DK16-380,3396.205,1.136537,0.138602,644,798
merged_way/178708511-220+1,way/42872354-220,way/829116805-220,491.556,1.736601,0.346166,638,716
merged_way/28112089-220+8,DE15-220,way/829116805-220,983.112,5.767845,1.149736,61,716
merged_way/185849924-1-220+2,DE118-220,way/23192640-220,983.112,1.090299,0.217335,23,400
way/161242257-220,way/49577401-220,way/23192640-220,983.112,0.847067,0.16885,652,400
merged_way/27092940-1-220+1,DE118-220,DE122-220,983.112,1.141794,0.2276,23,27
merged_way/38243743-2-220+6,DE100-220,DE122-220,983.112,6.284603,1.252745,3,27
merged_way/189574879-220+2,way/25786404-220,way/41334805-220,491.556,4.467496,0.890531,475,612
merged_way/224460993-1-220+3,way/25786404-220,way/97825259-220,983.112,0.533742,0.106394,475,791
merged_way/190815004-220+1,way/29472852-220,DE37-220,983.112,1.787967,0.356405,536,158
way/114377991-220,way/114319248-220,DE37-220,1474.668,0.14963,0.029827,274,158
merged_way/191254576-220+2,way/24267175-220,DE125-220,983.112,0.561707,0.111968,422,29
way/41339399-2-220,way/95434457-220,DE125-220,983.112,0.395902,0.078917,784,29
merged_way/37826246-1-220+5,way/24267175-220,way/27919734-220,491.556,3.442095,0.686132,422,511
merged_way/28203625-2-220+4,way/24799890-220,way/27919734-220,983.112,3.001209,0.598248,455,511
way/41374780-2-220,DE125-220,way/27919734-220,491.556,2.331155,0.464682,29,511
merged_way/240543053-1-380-a+5,way/31367940-380,way/25306752-380,1698.103,27.693381,3.377242,561,469
merged_way/200460375-1-380+2,way/35954395-380,DE207-380,1698.103,0.322383,0.039315,592,129
way/42389033-380,way/35954395-380,DE207-380,1698.103,0.320966,0.039142,592,129
way/42387453-380,DE208-380,DE207-380,3396.205,0.398246,0.048567,130,129
merged_way/201153707-1-380+2,way/22765517-380,DE138-380,1698.103,1.088011,0.132684,378,46
merged_way/806238478-1-380+3,DE136-380,DE138-380,3396.205,2.503342,0.305286,42,46
merged_way/201153707-2-220+2,way/22765517-220,DE138-220,491.556,1.335778,0.266268,377,45
merged_way/201775659-1-220+2,DE79-220,way/24462228-220,491.556,1.549262,0.308823,212,430
merged_way/202576764-1-380+1,DE167-380,DE172-380,3396.205,1.262407,0.153952,80,87
merged_way/207488613-380+1,DE127-380,DE128-380,3396.205,0.250561,0.030556,32,33
merged_way/41374778-1-380+2,DE127-380,way/24839976-380,1698.103,1.083699,0.132158,32,459
way/41374777-380,DE127-380,way/24839976-380,3396.205,0.546799,0.066683,32,459
merged_way/842119255-1-380+3,way/27919734-380,way/24839976-380,3396.205,1.328816,0.162051,512,459
way/207579638-1-220,DE145-220,DE135-220,491.556,4.001518,0.797645,55,41
merged_way/208256287-1-380+2,way/29331499-380,way/27149550-380,1698.103,16.773941,2.045603,532,499
merged_way/208256287-2-220+2,way/29331499-220,way/27149550-220,491.556,20.507723,4.087918,531,498
merged_way/30132577-2-220+3,way/26472665-220,way/27149550-220,491.556,31.307407,6.240679,489,498
merged_way/765260456-220+7,DE21-220,way/27149550-220,983.112,3.732174,0.743955,132,498
relation/240489-220,way/40621568-220,way/27149550-220,491.556,16.567636,3.302519,608,498
relation/240490-220,way/40621568-220,way/27149550-220,491.556,16.567636,3.302519,608,498
merged_way/23598077-220+3,way/29331499-220,way/22973052-220,983.112,5.79371,1.154892,531,388
merged_way/40801071-220+1,way/22973070-220,way/22973052-220,983.112,1.360339,0.271164,389,388
merged_way/216987765-2-220+1,way/63114179-220,DE98-220,491.556,1.525095,0.304006,688,236
way/113563131-220,way/63114179-220,DE105-220,1966.224,0.192562,0.038384,688,9
merged_way/219514833-380+1,way/26260052-380,DE195-380,3396.205,0.219695,0.026792,483,113
merged_way/28861606-380+1,DE193-380,DE195-380,3396.205,0.718405,0.08761,111,113
way/30588239-380,way/26404600-380,DE195-380,3396.205,4.236589,0.516657,487,113
merged_way/26403582-1-380+2,way/26260052-380,way/26403575-380,3396.205,1.586426,0.193467,483,486
merged_way/219919304-220+2,way/29077623-220,way/23022100-220,983.112,1.318905,0.262905,526,391
merged_way/283935356-220+1,way/22944791-220,way/23022100-220,1966.224,0.254237,0.050678,384,391
merged_way/42920875-2-220+2,way/1303270458-220,way/23022100-220,983.112,0.543221,0.108283,288,391
merged_way/60725324-2-220+5,way/29077623-220,way/979801144-220,491.556,18.143681,3.616681,526,794
merged_way/60261709-3-220+6,way/61918154-220,way/979801144-220,491.556,14.954252,2.980914,685,794
merged_way/22766290-1-380+3,way/23084554-380,way/22765517-380,1698.103,3.063964,0.373654,396,378
merged_way/22766290-2-220+3,way/23084554-220,way/22765517-220,491.556,3.747405,0.746991,395,377
relation/1101996-220,way/23084554-220,way/22690852-220,983.112,0.696726,0.138882,395,370
merged_way/233500126-1-380+2,way/27149550-380,DE25-380,1698.103,1.115583,0.136047,499,142
merged_way/30132577-1-380+2,way/26472665-380,DE25-380,1698.103,24.522559,2.990556,490,142
merged_way/23382106-380+1,way/97825259-380,DE191-380,3396.205,1.551008,0.189147,792,109
merged_way/48428860-1-380+1,way/48428875-380,DE191-380,1698.103,1.106422,0.134929,651,109
way/1104914090-1-380,way/97825259-380,DE190-380,1698.103,1.787301,0.217963,792,108
merged_way/240543053-2-220-a+1,way/31367940-220,way/25306752-220,491.556,33.881975,6.753882,560,468
relation/1641471-220-b,way/31367940-220,way/31367936-220,491.556,21.286256,4.243108,560,559
relation/3918228-220,way/102743264-220,way/31367936-220,491.556,3.711616,0.739857,240,559
relation/3918229-220-b,way/31367940-220,way/102743264-220,491.556,23.572445,4.698826,560,240
merged_way/24462486-1-380+2,way/24462426-380,DE70-380,3396.205,0.713209,0.086977,433,200
merged_way/60725329-1-380+4,way/24462426-380,DE66-380,3396.205,1.638318,0.199795,433,191
merged_way/25788425-1-380+1,way/23022100-380,DE66-380,1698.103,3.529084,0.430376,392,191
merged_way/906381479-1-380+1,way/24462426-380,DE67-380,1698.103,0.839805,0.102415,433,193
way/907802873-1-380,way/24462426-380,DE67-380,1698.103,0.840727,0.102528,433,193
way/844126092-380,way/311444692-380,DE67-380,3396.205,1.631577,0.198973,558,193
merged_way/24479533-380+3,DE76-380,way/59925390-380,3396.205,1.032204,0.125878,208,680
way/81354098-1-380,way/24921206-380,way/59925390-380,3396.205,0.695146,0.084774,462,680
way/70814149-1-380,DE76-380,way/24280460-380,3396.205,0.199993,0.024389,208,426
merged_way/24493930-380+2,way/266684854-380,way/829116805-380,3396.205,1.1282,0.137585,493,717
merged_way/42557078-380+2,DE17-380,way/829116805-380,3396.205,2.77144,0.33798,83,717
merged_way/25331184-380+4,way/266684854-380,way/1072574879-380,3396.205,7.198531,0.87787,493,245
way/43292052-380,DE188-380,DE189-380,3396.205,0.248508,0.030306,105,106
merged_way/24846754-380+7,way/952346322-380,way/83423799-380,3396.205,2.691859,0.328275,779,823
merged_way/24864330-1-380+3,way/152261133-380,way/259561755-380,1698.103,7.968636,0.971785,324,479
relation/272126-380,way/152261133-380,way/48057110-380,1698.103,7.963785,0.971193,324,649
relation/5247596-380,way/152261133-380,way/48057110-380,1698.103,7.963785,0.971193,324,649
merged_way/24864330-2-220+6,way/152261133-220,way/152924498-220,491.556,15.653577,3.120314,323,327
merged_way/288192154-220+1,way/152261133-220,way/32151621-220,983.112,3.02896,0.603779,323,569
relation/272728-220-a,way/152261133-220,way/32725957-220,491.556,4.155651,0.828369,323,573
relation/272732-220-a,way/152261133-220,way/32966636-220,491.556,8.868408,1.767789,323,579
relation/272729-220-b,way/32725957-220,way/32966636-220,491.556,6.583511,1.312328,573,579
way/26186272-1-220,way/152261133-220,DE183-220,491.556,1.163127,0.231853,323,100
way/339943620-220,way/152261133-220,way/32731290-220,983.112,0.431643,0.086042,323,575
merged_way/25028229-1-380+3,DE87-380,way/113546939-380,3396.205,1.021498,0.124573,223,273
way/25314891-1-380,DE89-380,way/113546939-380,3396.205,0.460722,0.056186,226,273
merged_way/42921001-1-380+3,DE87-380,way/23067006-380,1698.103,0.744644,0.09081,223,393
merged_way/25088811-220+1,way/22944791-220,DE78-220,983.112,0.81057,0.161576,384,211
way/25052073-1-220,way/25051880-220,DE78-220,983.112,0.336885,0.067153,467,211
merged_way/25090745-380+1,way/1303270458-380,way/23022100-380,3396.205,0.433437,0.052858,289,392
way/42920875-1-380,way/1303270458-380,way/23022100-380,3396.205,0.444729,0.054235,289,392
merged_way/61733762-2-220+2,DE89-220,DE86-220,491.556,1.558933,0.310751,225,221
way/70691555-1-220,DE84-220,DE86-220,983.112,0.196577,0.039185,219,221
merged_way/71503492-1-220+4,DE89-220,way/25051880-220,491.556,3.168455,0.631586,225,467
merged_way/25393442-1-220+4,way/23084417-220,DE62-220,983.112,3.495882,0.696854,394,185
merged_way/60725327-2-220+4,DE67-220,DE62-220,983.112,2.144539,0.427483,192,185
merged_way/309079148-380+1,way/23022100-380,DE76-380,3396.205,1.58518,0.193315,392,208
merged_way/259468195-1-220+2,way/1094015892-220,way/517421342-220,491.556,15.64362,3.11833,258,659
relation/1636782-220,way/1094015892-220,way/32318130-220,491.556,12.483039,2.488313,258,570
relation/1636783-220,way/1094015892-220,way/946710698-220,491.556,32.115881,6.401837,258,771
relation/2238161-220,way/32318130-220,way/946710698-220,491.556,19.683699,3.923661,570,771
merged_way/259468200-2-220+1,way/59707532-220,DE18-220,491.556,0.635288,0.126635,677,95
way/259468196-220,DE29-220,DE18-220,983.112,10.75048,2.142953,147,95
