name,technology,bidding_EOM,bidding_redispatch,bidding_CRM_pos,bidding_CRM_neg,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,initial_soc,min_soc,max_soc,ramp_up_charge,ramp_down_charge,ramp_up_discharge,ramp_down_discharge,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
battery_li_ion0,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,44.99797212,44.99797212,0.95,0.95,8.999594425,0,89.99594425,44.99797212,44.99797212,44.99797212,44.99797212,0.28,0.28,0,battery_operator_0,DE1-220
battery_li_ion1,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,29.39752066,29.39752066,0.95,0.95,5.879504133,0,58.79504133,29.39752066,29.39752066,29.39752066,29.39752066,0.28,0.28,0,battery_operator_1,DE10-380
battery_li_ion2,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,12.70658527,12.70658527,0.95,0.95,2.541317054,0,25.41317054,12.70658527,12.70658527,12.70658527,12.70658527,0.28,0.28,0,battery_operator_2,DE100-220
battery_li_ion3,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.14162357,10.14162357,0.95,0.95,2.028324713,0,20.28324713,10.14162357,10.14162357,10.14162357,10.14162357,0.28,0.28,0,battery_operator_3,DE100-380
battery_li_ion4,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,15.33796832,15.33796832,0.95,0.95,3.067593664,0,30.67593664,15.33796832,15.33796832,15.33796832,15.33796832,0.28,0.28,0,battery_operator_4,DE102-220
battery_li_ion5,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.12978224,10.12978224,0.95,0.95,2.025956448,0,20.25956448,10.12978224,10.12978224,10.12978224,10.12978224,0.28,0.28,0,battery_operator_5,DE102-380
battery_li_ion6,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,135.5212272,135.5212272,0.95,0.95,27.10424544,0,271.0424544,135.5212272,135.5212272,135.5212272,135.5212272,0.28,0.28,0,battery_operator_6,DE103-380
battery_li_ion7,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,39.77150463,39.77150463,0.95,0.95,7.954300925,0,79.54300925,39.77150463,39.77150463,39.77150463,39.77150463,0.28,0.28,0,battery_operator_7,DE104-380
battery_li_ion8,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.13959203,10.13959203,0.95,0.95,2.027918407,0,20.27918407,10.13959203,10.13959203,10.13959203,10.13959203,0.28,0.28,0,battery_operator_8,DE105-220
battery_li_ion9,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_9,DE106-220
battery_li_ion10,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_10,DE107-220
battery_li_ion11,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_11,DE107-380
battery_li_ion12,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,37.56111072,37.56111072,0.95,0.95,7.512222145,0,75.12222145,37.56111072,37.56111072,37.56111072,37.56111072,0.28,0.28,0,battery_operator_12,DE108-220
battery_li_ion13,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,11.94450698,11.94450698,0.95,0.95,2.388901396,0,23.88901396,11.94450698,11.94450698,11.94450698,11.94450698,0.28,0.28,0,battery_operator_13,DE109-220
battery_li_ion14,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,26.136838,26.136838,0.95,0.95,5.227367601,0,52.27367601,26.136838,26.136838,26.136838,26.136838,0.28,0.28,0,battery_operator_14,DE11-380
battery_li_ion15,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_15,DE110-220
battery_li_ion16,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_16,DE110-380
battery_li_ion17,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.14583969,10.14583969,0.95,0.95,2.029167938,0,20.29167938,10.14583969,10.14583969,10.14583969,10.14583969,0.28,0.28,0,battery_operator_17,DE111-380
battery_li_ion18,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,12.27044918,12.27044918,0.95,0.95,2.454089836,0,24.54089836,12.27044918,12.27044918,12.27044918,12.27044918,0.28,0.28,0,battery_operator_18,DE112-380
battery_li_ion19,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,14.83336231,14.83336231,0.95,0.95,2.966672462,0,29.66672462,14.83336231,14.83336231,14.83336231,14.83336231,0.28,0.28,0,battery_operator_19,DE113-220
battery_li_ion20,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.63298594,13.63298594,0.95,0.95,2.726597189,0,27.26597189,13.63298594,13.63298594,13.63298594,13.63298594,0.28,0.28,0,battery_operator_20,DE114-380
battery_li_ion21,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,21.0294095,21.0294095,0.95,0.95,4.2058819,0,42.058819,21.0294095,21.0294095,21.0294095,21.0294095,0.28,0.28,0,battery_operator_21,DE117-380
battery_li_ion22,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,12.98168283,12.98168283,0.95,0.95,2.596336566,0,25.96336566,12.98168283,12.98168283,12.98168283,12.98168283,0.28,0.28,0,battery_operator_22,DE118-220
battery_li_ion23,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,52.64413162,52.64413162,0.95,0.95,10.52882632,0,105.2882632,52.64413162,52.64413162,52.64413162,52.64413162,0.28,0.28,0,battery_operator_23,DE119-380
