name,technology,bidding_EOM,bidding_redispatch,bidding_CRM_pos,bidding_CRM_neg,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,initial_soc,min_soc,max_soc,ramp_up_charge,ramp_down_charge,ramp_up_discharge,ramp_down_discharge,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
battery_li_ion24,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,191.9354509,191.9354509,0.95,0.95,38.38709018,0,383.8709018,191.9354509,191.9354509,191.9354509,191.9354509,0.28,0.28,0,battery_operator_24,DE12-380
battery_li_ion25,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,35.97273116,35.97273116,0.95,0.95,7.194546233,0,71.94546233,35.97273116,35.97273116,35.97273116,35.97273116,0.28,0.28,0,battery_operator_25,DE121-380
battery_li_ion26,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,16.53266788,16.53266788,0.95,0.95,3.306533575,0,33.06533575,16.53266788,16.53266788,16.53266788,16.53266788,0.28,0.28,0,battery_operator_26,DE122-220
battery_li_ion27,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,12.09419851,12.09419851,0.95,0.95,2.418839702,0,24.18839702,12.09419851,12.09419851,12.09419851,12.09419851,0.28,0.28,0,battery_operator_27,DE124-380
battery_li_ion28,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_28,DE125-220
battery_li_ion29,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.0119866,14.0119866,0.95,0.95,2.80239732,0,28.0239732,14.0119866,14.0119866,14.0119866,14.0119866,0.28,0.28,0,battery_operator_29,DE125-380
battery_li_ion30,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.13990094,10.13990094,0.95,0.95,2.027980188,0,20.27980188,10.13990094,10.13990094,10.13990094,10.13990094,0.28,0.28,0,battery_operator_30,DE126-220
battery_li_ion31,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.18439357,10.18439357,0.95,0.95,2.036878714,0,20.36878714,10.18439357,10.18439357,10.18439357,10.18439357,0.28,0.28,0,battery_operator_31,DE127-380
battery_li_ion32,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_32,DE128-380
battery_li_ion33,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,12.04550089,12.04550089,0.95,0.95,2.409100177,0,24.09100177,12.04550089,12.04550089,12.04550089,12.04550089,0.28,0.28,0,battery_operator_33,DE129-220
battery_li_ion34,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,36.90756631,36.90756631,0.95,0.95,7.381513262,0,73.81513262,36.90756631,36.90756631,36.90756631,36.90756631,0.28,0.28,0,battery_operator_34,DE13-380
battery_li_ion35,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.20271562,10.20271562,0.95,0.95,2.040543124,0,20.40543124,10.20271562,10.20271562,10.20271562,10.20271562,0.28,0.28,0,battery_operator_35,DE130-380
battery_li_ion36,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,12.58162869,12.58162869,0.95,0.95,2.516325737,0,25.16325737,12.58162869,12.58162869,12.58162869,12.58162869,0.28,0.28,0,battery_operator_36,DE131-220
battery_li_ion37,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.15336749,10.15336749,0.95,0.95,2.030673498,0,20.30673498,10.15336749,10.15336749,10.15336749,10.15336749,0.28,0.28,0,battery_operator_37,DE132-220
battery_li_ion38,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,28.26057283,28.26057283,0.95,0.95,5.652114566,0,56.52114566,28.26057283,28.26057283,28.26057283,28.26057283,0.28,0.28,0,battery_operator_38,DE133-380
battery_li_ion39,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,47.53121654,47.53121654,0.95,0.95,9.506243309,0,95.06243309,47.53121654,47.53121654,47.53121654,47.53121654,0.28,0.28,0,battery_operator_39,DE134-380
battery_li_ion40,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,14.10129572,14.10129572,0.95,0.95,2.820259145,0,28.20259145,14.10129572,14.10129572,14.10129572,14.10129572,0.28,0.28,0,battery_operator_40,DE135-220
battery_li_ion41,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,29.16012633,29.16012633,0.95,0.95,5.832025266,0,58.32025266,29.16012633,29.16012633,29.16012633,29.16012633,0.28,0.28,0,battery_operator_41,DE136-380
battery_li_ion42,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12793856,10.12793856,0.95,0.95,2.025587711,0,20.25587711,10.12793856,10.12793856,10.12793856,10.12793856,0.28,0.28,0,battery_operator_42,DE137-220
battery_li_ion43,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_43,DE137-380
battery_li_ion44,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,12.0045864,12.0045864,0.95,0.95,2.400917279,0,24.00917279,12.0045864,12.0045864,12.0045864,12.0045864,0.28,0.28,0,battery_operator_44,DE138-220
battery_li_ion45,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.15766014,10.15766014,0.95,0.95,2.031532029,0,20.31532029,10.15766014,10.15766014,10.15766014,10.15766014,0.28,0.28,0,battery_operator_45,DE138-380
battery_li_ion46,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.12644274,10.12644274,0.95,0.95,2.025288548,0,20.25288548,10.12644274,10.12644274,10.12644274,10.12644274,0.28,0.28,0,battery_operator_46,DE139-220
battery_li_ion47,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,10.1355568,10.1355568,0.95,0.95,2.02711136,0,20.2711136,10.1355568,10.1355568,10.1355568,10.1355568,0.28,0.28,0,battery_operator_47,DE139-380
battery_li_ion48,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,30.51535145,30.51535145,0.95,0.95,6.103070289,0,61.03070289,30.51535145,30.51535145,30.51535145,30.51535145,0.28,0.28,0,battery_operator_48,DE14-380
battery_li_ion49,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.52769776,22.52769776,0.95,0.95,4.505539552,0,45.05539552,22.52769776,22.52769776,22.52769776,22.52769776,0.28,0.28,0,battery_operator_49,DE140-380
battery_li_ion50,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,17.45448925,17.45448925,0.95,0.95,3.490897851,0,34.90897851,17.45448925,17.45448925,17.45448925,17.45448925,0.28,0.28,0,battery_operator_50,DE141-380
battery_li_ion51,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,62.33831655,62.33831655,0.95,0.95,12.46766331,0,124.6766331,62.33831655,62.33831655,62.33831655,62.33831655,0.28,0.28,0,battery_operator_51,DE142-380
battery_li_ion52,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.52745426,22.52745426,0.95,0.95,4.505490851,0,45.05490851,22.52745426,22.52745426,22.52745426,22.52745426,0.28,0.28,0,battery_operator_52,DE143-380
battery_li_ion53,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,13.8120178,13.8120178,0.95,0.95,2.76240356,0,27.6240356,13.8120178,13.8120178,13.8120178,13.8120178,0.28,0.28,0,battery_operator_53,DE144-380
battery_li_ion54,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,11.92400243,11.92400243,0.95,0.95,2.384800485,0,23.84800485,11.92400243,11.92400243,11.92400243,11.92400243,0.28,0.28,0,battery_operator_54,DE145-220
battery_li_ion55,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,39.394292,39.394292,0.95,0.95,7.878858399,0,78.78858399,39.394292,39.394292,39.394292,39.394292,0.28,0.28,0,battery_operator_55,DE146-380
battery_li_ion56,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.52745426,22.52745426,0.95,0.95,4.505490851,0,45.05490851,22.52745426,22.52745426,22.52745426,22.52745426,0.28,0.28,0,battery_operator_56,DE147-380
battery_li_ion57,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,25.26622462,25.26622462,0.95,0.95,5.053244924,0,50.53244924,25.26622462,25.26622462,25.26622462,25.26622462,0.28,0.28,0,battery_operator_57,DE148-220
battery_li_ion58,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.53258179,22.53258179,0.95,0.95,4.506516357,0,45.06516357,22.53258179,22.53258179,22.53258179,22.53258179,0.28,0.28,0,battery_operator_58,DE148-380
battery_li_ion59,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,55.93874086,55.93874086,0.95,0.95,11.18774817,0,111.8774817,55.93874086,55.93874086,55.93874086,55.93874086,0.28,0.28,0,battery_operator_59,DE149-380
battery_li_ion60,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,35.11578292,35.11578292,0.95,0.95,7.023156584,0,70.23156584,35.11578292,35.11578292,35.11578292,35.11578292,0.28,0.28,0,battery_operator_60,DE15-220
battery_li_ion61,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,26.76890124,26.76890124,0.95,0.95,5.353780247,0,53.53780247,26.76890124,26.76890124,26.76890124,26.76890124,0.28,0.28,0,battery_operator_61,DE150-380
battery_li_ion62,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,45.78616012,45.78616012,0.95,0.95,9.157232024,0,91.57232024,45.78616012,45.78616012,45.78616012,45.78616012,0.28,0.28,0,battery_operator_62,DE151-220
battery_li_ion63,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,40.11378848,40.11378848,0.95,0.95,8.022757696,0,80.22757696,40.11378848,40.11378848,40.11378848,40.11378848,0.28,0.28,0,battery_operator_63,DE152-380
battery_li_ion64,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,16.00628169,16.00628169,0.95,0.95,3.201256338,0,32.01256338,16.00628169,16.00628169,16.00628169,16.00628169,0.28,0.28,0,battery_operator_64,DE153-380
battery_li_ion65,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,30.49553585,30.49553585,0.95,0.95,6.099107169,0,60.99107169,30.49553585,30.49553585,30.49553585,30.49553585,0.28,0.28,0,battery_operator_65,DE154-380
battery_li_ion66,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,32.13208726,32.13208726,0.95,0.95,6.426417452,0,64.26417452,32.13208726,32.13208726,32.13208726,32.13208726,0.28,0.28,0,battery_operator_66,DE155-380
battery_li_ion67,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,59.98589838,59.98589838,0.95,0.95,11.99717968,0,119.9717968,59.98589838,59.98589838,59.98589838,59.98589838,0.28,0.28,0,battery_operator_67,DE156-380
battery_li_ion68,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,47.393233,47.393233,0.95,0.95,9.478646601,0,94.78646601,47.393233,47.393233,47.393233,47.393233,0.28,0.28,0,battery_operator_68,DE157-380
battery_li_ion69,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,60.72064662,60.72064662,0.95,0.95,12.14412932,0,121.4412932,60.72064662,60.72064662,60.72064662,60.72064662,0.28,0.28,0,battery_operator_69,DE158-380
battery_li_ion70,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,47.09490749,47.09490749,0.95,0.95,9.418981499,0,94.18981499,47.09490749,47.09490749,47.09490749,47.09490749,0.28,0.28,0,battery_operator_70,DE159-380
battery_li_ion71,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,36.32949695,36.32949695,0.95,0.95,7.26589939,0,72.6589939,36.32949695,36.32949695,36.32949695,36.32949695,0.28,0.28,0,battery_operator_71,DE16-220
battery_li_ion72,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,35.69044776,35.69044776,0.95,0.95,7.138089552,0,71.38089552,35.69044776,35.69044776,35.69044776,35.69044776,0.28,0.28,0,battery_operator_72,DE160-220
battery_li_ion73,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,33.81300643,33.81300643,0.95,0.95,6.762601287,0,67.62601287,33.81300643,33.81300643,33.81300643,33.81300643,0.28,0.28,0,battery_operator_73,DE161-380
battery_li_ion74,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,42.16351829,42.16351829,0.95,0.95,8.432703658,0,84.32703658,42.16351829,42.16351829,42.16351829,42.16351829,0.28,0.28,0,battery_operator_74,DE162-380
battery_li_ion75,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,69.92298732,69.92298732,0.95,0.95,13.98459746,0,139.8459746,69.92298732,69.92298732,69.92298732,69.92298732,0.28,0.28,0,battery_operator_75,DE163-220
battery_li_ion76,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.52223628,22.52223628,0.95,0.95,4.504447256,0,45.04447256,22.52223628,22.52223628,22.52223628,22.52223628,0.28,0.28,0,battery_operator_76,DE164-220
battery_li_ion77,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,43.88811399,43.88811399,0.95,0.95,8.777622798,0,87.77622798,43.88811399,43.88811399,43.88811399,43.88811399,0.28,0.28,0,battery_operator_77,DE165-380
battery_li_ion78,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,29.44438626,29.44438626,0.95,0.95,5.888877252,0,58.88877252,29.44438626,29.44438626,29.44438626,29.44438626,0.28,0.28,0,battery_operator_78,DE166-220
battery_li_ion79,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,27.04517701,27.04517701,0.95,0.95,5.409035402,0,54.09035402,27.04517701,27.04517701,27.04517701,27.04517701,0.28,0.28,0,battery_operator_79,DE167-380
battery_li_ion80,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,41.09353773,41.09353773,0.95,0.95,8.218707546,0,82.18707546,41.09353773,41.09353773,41.09353773,41.09353773,0.28,0.28,0,battery_operator_80,DE168-380
battery_li_ion81,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,53.97978301,53.97978301,0.95,0.95,10.7959566,0,107.959566,53.97978301,53.97978301,53.97978301,53.97978301,0.28,0.28,0,battery_operator_81,DE169-220
battery_li_ion82,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,34.73464221,34.73464221,0.95,0.95,6.946928442,0,69.46928442,34.73464221,34.73464221,34.73464221,34.73464221,0.28,0.28,0,battery_operator_82,DE17-380
battery_li_ion83,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,24.62191116,24.62191116,0.95,0.95,4.924382231,0,49.24382231,24.62191116,24.62191116,24.62191116,24.62191116,0.28,0.28,0,battery_operator_83,DE170-380
battery_li_ion84,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,40.41367003,40.41367003,0.95,0.95,8.082734005,0,80.82734005,40.41367003,40.41367003,40.41367003,40.41367003,0.28,0.28,0,battery_operator_84,DE171-220
battery_li_ion85,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.52571493,22.52571493,0.95,0.95,4.505142986,0,45.05142986,22.52571493,22.52571493,22.52571493,22.52571493,0.28,0.28,0,battery_operator_85,DE172-220
battery_li_ion86,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.53939646,22.53939646,0.95,0.95,4.507879292,0,45.07879292,22.53939646,22.53939646,22.53939646,22.53939646,0.28,0.28,0,battery_operator_86,DE172-380
battery_li_ion87,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,25.16994463,25.16994463,0.95,0.95,5.033988927,0,50.33988927,25.16994463,25.16994463,25.16994463,25.16994463,0.28,0.28,0,battery_operator_87,DE173-220
battery_li_ion88,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,29.51533368,29.51533368,0.95,0.95,5.903066735,0,59.03066735,29.51533368,29.51533368,29.51533368,29.51533368,0.28,0.28,0,battery_operator_88,DE174-220
battery_li_ion89,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,40.51986622,40.51986622,0.95,0.95,8.103973244,0,81.03973244,40.51986622,40.51986622,40.51986622,40.51986622,0.28,0.28,0,battery_operator_89,DE175-220
battery_li_ion90,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.0341021,22.0341021,0.95,0.95,4.406820421,0,44.06820421,22.0341021,22.0341021,22.0341021,22.0341021,0.28,0.28,0,battery_operator_90,DE176-220
battery_li_ion91,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,34.84737707,34.84737707,0.95,0.95,6.969475414,0,69.69475414,34.84737707,34.84737707,34.84737707,34.84737707,0.28,0.28,0,battery_operator_91,DE177-220
battery_li_ion92,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.01654884,22.01654884,0.95,0.95,4.403309767,0,44.03309767,22.01654884,22.01654884,22.01654884,22.01654884,0.28,0.28,0,battery_operator_92,DE178-380
battery_li_ion93,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.02986511,22.02986511,0.95,0.95,4.405973022,0,44.05973022,22.02986511,22.02986511,22.02986511,22.02986511,0.28,0.28,0,battery_operator_93,DE179-220
battery_li_ion94,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,36.317106,36.317106,0.95,0.95,7.2634212,0,72.634212,36.317106,36.317106,36.317106,36.317106,0.28,0.28,0,battery_operator_94,DE18-220
battery_li_ion95,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,36.34614577,36.34614577,0.95,0.95,7.269229154,0,72.69229154,36.34614577,36.34614577,36.34614577,36.34614577,0.28,0.28,0,battery_operator_95,DE18-380
battery_li_ion96,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.68708904,31.68708904,0.95,0.95,6.337417808,0,63.37417808,31.68708904,31.68708904,31.68708904,31.68708904,0.28,0.28,0,battery_operator_96,DE180-220
battery_li_ion97,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.01370678,22.01370678,0.95,0.95,4.402741356,0,44.02741356,22.01370678,22.01370678,22.01370678,22.01370678,0.28,0.28,0,battery_operator_97,DE181-380
battery_li_ion98,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,25.26887961,25.26887961,0.95,0.95,5.053775921,0,50.53775921,25.26887961,25.26887961,25.26887961,25.26887961,0.28,0.28,0,battery_operator_98,DE182-380
battery_li_ion99,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,28.75563312,28.75563312,0.95,0.95,5.751126624,0,57.51126624,28.75563312,28.75563312,28.75563312,28.75563312,0.28,0.28,0,battery_operator_99,DE183-220
battery_li_ion100,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,25.9322519,25.9322519,0.95,0.95,5.18645038,0,51.8645038,25.9322519,25.9322519,25.9322519,25.9322519,0.28,0.28,0,battery_operator_100,DE184-380
battery_li_ion101,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.022306,22.022306,0.95,0.95,4.4044612,0,44.044612,22.022306,22.022306,22.022306,22.022306,0.28,0.28,0,battery_operator_101,DE185-380
battery_li_ion102,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,29.53551271,29.53551271,0.95,0.95,5.907102542,0,59.07102542,29.53551271,29.53551271,29.53551271,29.53551271,0.28,0.28,0,battery_operator_102,DE186-380
battery_li_ion103,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,27.2796388,27.2796388,0.95,0.95,5.455927759,0,54.55927759,27.2796388,27.2796388,27.2796388,27.2796388,0.28,0.28,0,battery_operator_103,DE187-380
battery_li_ion104,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,26.86223454,26.86223454,0.95,0.95,5.372446908,0,53.72446908,26.86223454,26.86223454,26.86223454,26.86223454,0.28,0.28,0,battery_operator_104,DE188-380
battery_li_ion105,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,22.03876002,22.03876002,0.95,0.95,4.407752003,0,44.07752003,22.03876002,22.03876002,22.03876002,22.03876002,0.28,0.28,0,battery_operator_105,DE189-380
