datetime,price_EOM,co2_price,electricity_price,electricity_price_flex,natural_gas_price,hydrogen_gas_price,coal_price,A360_clinker_demand,P100000124212_crm_neg_cap,P100000124212_crm_pos_cap,P100000124212_crm_neg_price,P100000124212_crm_pos_price,P100000124839_crm_neg_cap,P100000124839_crm_pos_cap,P100000124839_crm_neg_price,P100000124839_crm_pos_price,P100000125763_crm_neg_cap,P100000125763_crm_pos_cap,P100000125763_crm_neg_price,P100000125763_crm_pos_price,P100000125764_crm_neg_cap,P100000125764_crm_pos_cap,P100000125764_crm_neg_price,P100000125764_crm_pos_price,P100000125770_crm_neg_cap,P100000125770_crm_pos_cap,P100000125770_crm_neg_price,P100000125770_crm_pos_price,P100000125776_crm_neg_cap,P100000125776_crm_pos_cap,P100000125776_crm_neg_price,P100000125776_crm_pos_price,P100000125777_crm_neg_cap,P100000125777_crm_pos_cap,P100000125777_crm_neg_price,P100000125777_crm_pos_price,P100000125790_crm_neg_cap,P100000125790_crm_pos_cap,P100000125790_crm_neg_price,P100000125790_crm_pos_price
1/1/2035 0:00,0,30,11.5,11.5,50,50,20,10.17461072,0,97,18.88,85.32,0,92,18.88,85.32,0,53,18.88,85.32,0,48,18.88,85.32,0,43,18.88,85.32,0,48,18.88,85.32,0,60,18.88,85.32,0,58,18.88,85.32
1/1/2035 1:00,0,30,11.41,11.41,50,50,20,10.17461072,0,97,18.88,85.32,0,92,18.88,85.32,0,53,18.88,85.32,0,48,18.88,85.32,0,43,18.88,85.32,0,48,18.88,85.32,0,60,18.88,85.32,0,58,18.88,85.32
1/1/2035 2:00,0,30,11.4,11.4,50,50,20,10.17461072,0,97,18.88,85.32,0,92,18.88,85.32,0,53,18.88,85.32,0,48,18.88,85.32,0,43,18.88,85.32,0,48,18.88,85.32,0,60,18.88,85.32,0,58,18.88,85.32
1/1/2035 3:00,0,30,11.39,11.39,50,50,20,10.17461072,0,97,18.88,85.32,0,92,18.88,85.32,0,53,18.88,85.32,0,48,18.88,85.32,0,43,18.88,85.32,0,48,18.88,85.32,0,60,18.88,85.32,0,58,18.88,85.32
1/1/2035 4:00,0,30,11.37,11.37,50,50,20,10.17461072,0,97,18.68,79.08,0,92,18.68,79.08,0,53,18.68,79.08,0,48,18.68,79.08,0,43,18.68,79.08,0,48,18.68,79.08,0,60,18.68,79.08,0,58,18.68,79.08
1/1/2035 5:00,0,30,11.38,11.38,50,50,20,10.17461072,0,97,18.68,79.08,0,92,18.68,79.08,0,53,18.68,79.08,0,48,18.68,79.08,0,43,18.68,79.08,0,48,18.68,79.08,0,60,18.68,79.08,0,58,18.68,79.08
1/1/2035 6:00,0,30,11.35,11.35,50,50,20,10.35048389,0,97,18.68,79.08,0,92,18.68,79.08,0,53,18.68,79.08,0,48,18.68,79.08,0,43,18.68,79.08,0,48,18.68,79.08,0,60,18.68,79.08,0,58,18.68,79.08
1/1/2035 7:00,0,30,11.38,11.38,50,50,20,10.46101805,0,97,18.68,79.08,0,92,18.68,79.08,0,53,18.68,79.08,0,48,18.68,79.08,0,43,18.68,79.08,0,48,18.68,79.08,0,60,18.68,79.08,0,58,18.68,79.08
1/1/2035 8:00,0,30,11.4,11.4,50,50,20,10.60839693,0,91,25.32,52.28,0,87,25.32,52.28,0,50,25.32,52.28,0,46,25.32,52.28,0,41,25.32,52.28,0,46,25.32,52.28,0,57,25.32,52.28,0,55,25.32,52.28
1/1/2035 9:00,0,30,11.44,11.44,50,50,20,10.60839693,0,91,25.32,52.28,0,87,25.32,52.28,0,50,25.32,52.28,0,46,25.32,52.28,0,41,25.32,52.28,0,46,25.32,52.28,0,57,25.32,52.28,0,55,25.32,52.28
1/1/2035 10:00,0,30,11.46,11.46,50,50,20,10.60839693,0,91,25.32,52.28,0,87,25.32,52.28,0,50,25.32,52.28,0,46,25.32,52.28,0,41,25.32,52.28,0,46,25.32,52.28,0,57,25.32,52.28,0,55,25.32,52.28
1/1/2035 11:00,0,30,11.94,11.94,50,50,20,10.60839693,0,91,25.32,52.28,0,87,25.32,52.28,0,50,25.32,52.28,0,46,25.32,52.28,0,41,25.32,52.28,0,46,25.32,52.28,0,57,25.32,52.28,0,55,25.32,52.28
1/1/2035 12:00,0,30,13.64,13.64,50,50,20,10.60839693,0,97,16.48,60.08,0,92,16.48,60.08,0,53,16.48,60.08,0,48,16.48,60.08,0,43,16.48,60.08,0,48,16.48,60.08,0,60,16.48,60.08,0,58,16.48,60.08
1/1/2035 13:00,0,30,13.36,13.36,50,50,20,10.60839693,0,97,16.48,60.08,0,92,16.48,60.08,0,53,16.48,60.08,0,48,16.48,60.08,0,43,16.48,60.08,0,48,16.48,60.08,0,60,16.48,60.08,0,58,16.48,60.08
1/1/2035 14:00,0,30,12.44,12.44,50,50,20,10.46101805,0,97,16.48,60.08,0,92,16.48,60.08,0,53,16.48,60.08,0,48,16.48,60.08,0,43,16.48,60.08,0,48,16.48,60.08,0,60,16.48,60.08,0,58,16.48,60.08
1/1/2035 15:00,0,30,15.06,15.06,50,50,20,10.35048389,0,97,16.48,60.08,0,92,16.48,60.08,0,53,16.48,60.08,0,48,16.48,60.08,0,43,16.48,60.08,0,48,16.48,60.08,0,60,16.48,60.08,0,58,16.48,60.08
1/1/2035 16:00,0,30,54.46,54.46,50,50,20,10.23994974,0,88,45.44,23.32,0,83,45.44,23.32,0,48,45.44,23.32,0,44,45.44,23.32,0,39,45.44,23.32,0,44,45.44,23.32,0,55,45.44,23.32,0,53,45.44,23.32
1/1/2035 17:00,0,30,61.33,61.33,50,50,20,10.23994974,0,88,45.44,23.32,0,83,45.44,23.32,0,48,45.44,23.32,0,44,45.44,23.32,0,39,45.44,23.32,0,44,45.44,23.32,0,55,45.44,23.32,0,53,45.44,23.32
1/1/2035 18:00,0,30,69.4,69.4,50,50,20,10.23994974,0,88,45.44,23.32,0,83,45.44,23.32,0,48,45.44,23.32,0,44,45.44,23.32,0,39,45.44,23.32,0,44,45.44,23.32,0,55,45.44,23.32,0,53,45.44,23.32
1/1/2035 19:00,0,30,65.65,65.65,50,50,20,10.23994974,0,88,45.44,23.32,0,83,45.44,23.32,0,48,45.44,23.32,0,44,45.44,23.32,0,39,45.44,23.32,0,44,45.44,23.32,0,55,45.44,23.32,0,53,45.44,23.32
1/1/2035 20:00,0,30,59.41,59.41,50,50,20,10.23994974,0,87,32.56,32.96,0,83,32.56,32.96,0,48,32.56,32.96,0,44,32.56,32.96,0,39,32.56,32.96,0,44,32.56,32.96,0,55,32.56,32.96,0,52,32.56,32.96
1/1/2035 21:00,0,30,54.35,54.35,50,50,20,10.23994974,0,87,32.56,32.96,0,83,32.56,32.96,0,48,32.56,32.96,0,44,32.56,32.96,0,39,32.56,32.96,0,44,32.56,32.96,0,55,32.56,32.96,0,52,32.56,32.96
1/1/2035 22:00,0,30,58.49,58.49,50,50,20,10.17461072,0,87,32.56,32.96,0,83,32.56,32.96,0,48,32.56,32.96,0,44,32.56,32.96,0,39,32.56,32.96,0,44,32.56,32.96,0,55,32.56,32.96,0,52,32.56,32.96
1/1/2035 23:00,0,30,46.95,46.95,50,50,20,10.17461072,0,87,32.56,32.96,0,83,32.56,32.96,0,48,32.56,32.96,0,44,32.56,32.96,0,39,32.56,32.96,0,44,32.56,32.96,0,55,32.56,32.96,0,52,32.56,32.96
1/2/2035 0:00,0,30,41.99,41.99,50,50,20,10.17461072,0,97,18.84,72.4,0,92,18.84,72.4,0,53,18.84,72.4,0,48,18.84,72.4,0,43,18.84,72.4,0,48,18.84,72.4,0,60,18.84,72.4,0,58,18.84,72.4
1/2/2035 1:00,0,30,31.47,31.47,50,50,20,10.17461072,0,97,18.84,72.4,0,92,18.84,72.4,0,53,18.84,72.4,0,48,18.84,72.4,0,43,18.84,72.4,0,48,18.84,72.4,0,60,18.84,72.4,0,58,18.84,72.4
1/2/2035 2:00,0,30,42.43,42.43,50,50,20,10.17461072,0,97,18.84,72.4,0,92,18.84,72.4,0,53,18.84,72.4,0,48,18.84,72.4,0,43,18.84,72.4,0,48,18.84,72.4,0,60,18.84,72.4,0,58,18.84,72.4
1/2/2035 3:00,0,30,29.79,29.79,50,50,20,10.17461072,0,97,18.84,72.4,0,92,18.84,72.4,0,53,18.84,72.4,0,48,18.84,72.4,0,43,18.84,72.4,0,48,18.84,72.4,0,60,18.84,72.4,0,58,18.84,72.4
1/2/2035 4:00,0,30,22.48,22.48,50,50,20,10.17461072,0,97,18.96,67.72,0,92,18.96,67.72,0,53,18.96,67.72,0,48,18.96,67.72,0,43,18.96,67.72,0,48,18.96,67.72,0,60,18.96,67.72,0,58,18.96,67.72
1/2/2035 5:00,0,30,25.18,25.18,50,50,20,10.17461072,0,97,18.96,67.72,0,92,18.96,67.72,0,53,18.96,67.72,0,48,18.96,67.72,0,43,18.96,67.72,0,48,18.96,67.72,0,60,18.96,67.72,0,58,18.96,67.72
1/2/2035 6:00,0,30,59.03,59.03,50,50,20,10.35048389,0,97,18.96,67.72,0,92,18.96,67.72,0,53,18.96,67.72,0,48,18.96,67.72,0,43,18.96,67.72,0,48,18.96,67.72,0,60,18.96,67.72,0,58,18.96,67.72
1/2/2035 7:00,0,30,69.5,69.5,50,50,20,10.46101805,0,97,18.96,67.72,0,92,18.96,67.72,0,53,18.96,67.72,0,48,18.96,67.72,0,43,18.96,67.72,0,48,18.96,67.72,0,60,18.96,67.72,0,58,18.96,67.72
1/2/2035 8:00,1.204,30,77.07,77.07,50,50,20,10.60839693,0,91,29.28,37.68,0,86,29.28,37.68,0,50,29.28,37.68,0,46,29.28,37.68,0,41,29.28,37.68,0,46,29.28,37.68,0,57,29.28,37.68,0,54,29.28,37.68
1/2/2035 9:00,0,30,76.13,76.13,50,50,20,10.60839693,0,91,29.28,37.68,0,86,29.28,37.68,0,50,29.28,37.68,0,46,29.28,37.68,0,41,29.28,37.68,0,46,29.28,37.68,0,57,29.28,37.68,0,54,29.28,37.68
1/2/2035 10:00,0,30,80.38,80.38,50,50,20,10.60839693,0,91,29.28,37.68,0,86,29.28,37.68,0,50,29.28,37.68,0,46,29.28,37.68,0,41,29.28,37.68,0,46,29.28,37.68,0,57,29.28,37.68,0,54,29.28,37.68
1/2/2035 11:00,0,30,84.94,84.94,50,50,20,10.60839693,0,91,29.28,37.68,0,86,29.28,37.68,0,50,29.28,37.68,0,46,29.28,37.68,0,41,29.28,37.68,0,46,29.28,37.68,0,57,29.28,37.68,0,54,29.28,37.68
1/2/2035 12:00,0,30,89.56,89.56,50,50,20,10.60839693,0,90,18.44,43.52,0,86,18.44,43.52,0,50,18.44,43.52,0,46,18.44,43.52,0,40,18.44,43.52,0,46,18.44,43.52,0,57,18.44,43.52,0,54,18.44,43.52
1/2/2035 13:00,0,30,90.27,90.27,50,50,20,10.60839693,0,90,18.44,43.52,0,86,18.44,43.52,0,50,18.44,43.52,0,46,18.44,43.52,0,40,18.44,43.52,0,46,18.44,43.52,0,57,18.44,43.52,0,54,18.44,43.52
1/2/2035 14:00,0,30,90.64,90.64,50,50,20,10.46101805,0,90,18.44,43.52,0,86,18.44,43.52,0,50,18.44,43.52,0,46,18.44,43.52,0,40,18.44,43.52,0,46,18.44,43.52,0,57,18.44,43.52,0,54,18.44,43.52
1/2/2035 15:00,0,30,91.36,91.36,50,50,20,10.35048389,0,90,18.44,43.52,0,86,18.44,43.52,0,50,18.44,43.52,0,46,18.44,43.52,0,40,18.44,43.52,0,46,18.44,43.52,0,57,18.44,43.52,0,54,18.44,43.52
1/2/2035 16:00,0,30,94.86,94.86,50,50,20,10.23994974,0,87,45.28,20.76,0,83,45.28,20.76,0,48,45.28,20.76,0,44,45.28,20.76,0,39,45.28,20.76,0,44,45.28,20.76,0,55,45.28,20.76,0,52,45.28,20.76
1/2/2035 17:00,0,30,92.32,92.32,50,50,20,10.23994974,0,87,45.28,20.76,0,83,45.28,20.76,0,48,45.28,20.76,0,44,45.28,20.76,0,39,45.28,20.76,0,44,45.28,20.76,0,55,45.28,20.76,0,52,45.28,20.76
1/2/2035 18:00,0,30,86.35,86.35,50,50,20,10.23994974,0,87,45.28,20.76,0,83,45.28,20.76,0,48,45.28,20.76,0,44,45.28,20.76,0,39,45.28,20.76,0,44,45.28,20.76,0,55,45.28,20.76,0,52,45.28,20.76
1/2/2035 19:00,0,30,74.58,74.58,50,50,20,10.23994974,0,87,45.28,20.76,0,83,45.28,20.76,0,48,45.28,20.76,0,44,45.28,20.76,0,39,45.28,20.76,0,44,45.28,20.76,0,55,45.28,20.76,0,52,45.28,20.76
1/2/2035 20:00,0,30,68.51,68.51,50,50,20,10.23994974,0,87,31.36,31.16,0,83,31.36,31.16,0,48,31.36,31.16,0,44,31.36,31.16,0,39,31.36,31.16,0,44,31.36,31.16,0,55,31.36,31.16,0,52,31.36,31.16
1/2/2035 21:00,0,30,58.29,58.29,50,50,20,10.23994974,0,87,31.36,31.16,0,83,31.36,31.16,0,48,31.36,31.16,0,44,31.36,31.16,0,39,31.36,31.16,0,44,31.36,31.16,0,55,31.36,31.16,0,52,31.36,31.16
1/2/2035 22:00,0,30,51.4,51.4,50,50,20,10.17461072,0,87,31.36,31.16,0,83,31.36,31.16,0,48,31.36,31.16,0,44,31.36,31.16,0,39,31.36,31.16,0,44,31.36,31.16,0,55,31.36,31.16,0,52,31.36,31.16
1/2/2035 23:00,0,30,18.83,18.83,50,50,20,10.17461072,0,87,31.36,31.16,0,83,31.36,31.16,0,48,31.36,31.16,0,44,31.36,31.16,0,39,31.36,31.16,0,44,31.36,31.16,0,55,31.36,31.16,0,52,31.36,31.16
1/3/2035 0:00,0,30,11.32,11.32,50,50,20,10.17461072,0,97,18.16,96.64,0,92,18.16,96.64,0,53,18.16,96.64,0,48,18.16,96.64,0,43,18.16,96.64,0,48,18.16,96.64,0,60,18.16,96.64,0,58,18.16,96.64
1/3/2035 1:00,0,30,10.17,10.17,50,50,20,10.17461072,0,97,18.16,96.64,0,92,18.16,96.64,0,53,18.16,96.64,0,48,18.16,96.64,0,43,18.16,96.64,0,48,18.16,96.64,0,60,18.16,96.64,0,58,18.16,96.64
1/3/2035 2:00,8.2921,30,10.1,10.1,50,50,20,10.17461072,0,97,18.16,96.64,0,92,18.16,96.64,0,53,18.16,96.64,0,48,18.16,96.64,0,43,18.16,96.64,0,48,18.16,96.64,0,60,18.16,96.64,0,58,18.16,96.64
