datetime,demand_EOM,demand_CRM_pos,demand_CRM_neg
2019-01-01 00:00:00,2196.6,2756,2827
2019-01-01 00:15:00,2173.0,2756,2827
2019-01-01 00:30:00,2147.6,2756,2827
2019-01-01 00:45:00,2136.0,2756,2827
2019-01-01 01:00:00,2119.8,2756,2827
2019-01-01 01:15:00,2095.2,2756,2827
2019-01-01 01:30:00,2071.6,2756,2827
2019-01-01 01:45:00,2044.2,2756,2827
2019-01-01 02:00:00,2029.2,2756,2827
2019-01-01 02:15:00,2010.2,2756,2827
2019-01-01 02:30:00,1996.8,2756,2827
2019-01-01 02:45:00,1986.6,2756,2827
2019-01-01 03:00:00,1978.6,2756,2827
2019-01-01 03:15:00,1962.4,2756,2827
2019-01-01 03:30:00,1961.2,2756,2827
2019-01-01 03:45:00,1960.2,2756,2827
2019-01-01 04:00:00,1960.2,2756,2827
2019-01-01 04:15:00,1957.0,2756,2827
2019-01-01 04:30:00,1955.0,2756,2827
2019-01-01 04:45:00,1947.2,2756,2827
2019-01-01 05:00:00,1948.2,2756,2827
2019-01-01 05:15:00,1934.0,2756,2827
2019-01-01 05:30:00,1930.2,2756,2827
2019-01-01 05:45:00,1914.6,2756,2827
2019-01-01 06:00:00,1897.2,2756,2827
2019-01-01 06:15:00,1898.0,2756,2827
2019-01-01 06:30:00,1906.2,2756,2827
2019-01-01 06:45:00,1923.0,2756,2827
2019-01-01 07:00:00,1929.6,2756,2827
2019-01-01 07:15:00,1940.8,2756,2827
2019-01-01 07:30:00,1943.8,2756,2827
2019-01-01 07:45:00,1960.8,2756,2827
2019-01-01 08:00:00,1963.4,2756,2827
2019-01-01 08:15:00,1970.8,2756,2827
2019-01-01 08:30:00,1992.6,2756,2827
2019-01-01 08:45:00,2011.8,2756,2827
2019-01-01 09:00:00,2058.8,2756,2827
2019-01-01 09:15:00,2092.4,2756,2827
2019-01-01 09:30:00,2132.0,2756,2827
2019-01-01 09:45:00,2164.0,2756,2827
2019-01-01 10:00:00,2202.2,2756,2827
2019-01-01 10:15:00,2232.0,2756,2827
2019-01-01 10:30:00,2262.8,2756,2827
2019-01-01 10:45:00,2288.0,2756,2827
2019-01-01 11:00:00,2340.4,2756,2827
2019-01-01 11:15:00,2380.0,2756,2827
2019-01-01 11:30:00,2414.6,2756,2827
2019-01-01 11:45:00,2423.4,2756,2827
2019-01-01 12:00:00,2447.2,2756,2827
2019-01-01 12:15:00,2460.2,2756,2827
2019-01-01 12:30:00,2456.8,2756,2827
2019-01-01 12:45:00,2460.4,2756,2827
2019-01-01 13:00:00,2450.0,2756,2827
2019-01-01 13:15:00,2437.8,2756,2827
2019-01-01 13:30:00,2437.4,2756,2827
2019-01-01 13:45:00,2433.2,2756,2827
2019-01-01 14:00:00,2434.8,2756,2827
2019-01-01 14:15:00,2425.4,2756,2827
2019-01-01 14:30:00,2424.8,2756,2827
2019-01-01 14:45:00,2421.8,2756,2827
2019-01-01 15:00:00,2444.0,2756,2827
2019-01-01 15:15:00,2447.6,2756,2827
2019-01-01 15:30:00,2450.6,2756,2827
2019-01-01 15:45:00,2451.2,2756,2827
2019-01-01 16:00:00,2474.8,2756,2827
2019-01-01 16:15:00,2502.2,2756,2827
2019-01-01 16:30:00,2556.8,2756,2827
2019-01-01 16:45:00,2604.8,2756,2827
2019-01-01 17:00:00,2662.6,2756,2827
2019-01-01 17:15:00,2684.0,2756,2827
2019-01-01 17:30:00,2707.4,2756,2827
2019-01-01 17:45:00,2725.4,2756,2827
2019-01-01 18:00:00,2734.4,2756,2827
2019-01-01 18:15:00,2735.4,2756,2827
2019-01-01 18:30:00,2733.0,2756,2827
2019-01-01 18:45:00,2730.0,2756,2827
2019-01-01 19:00:00,2721.4,2756,2827
2019-01-01 19:15:00,2695.6,2756,2827
2019-01-01 19:30:00,2672.4,2756,2827
2019-01-01 19:45:00,2640.8,2756,2827
2019-01-01 20:00:00,2610.2,2756,2827
2019-01-01 20:15:00,2586.4,2756,2827
2019-01-01 20:30:00,2552.6,2756,2827
2019-01-01 20:45:00,2521.0,2756,2827
2019-01-01 21:00:00,2507.2,2756,2827
2019-01-01 21:15:00,2489.6,2756,2827
2019-01-01 21:30:00,2479.8,2756,2827
2019-01-01 21:45:00,2470.8,2756,2827
2019-01-01 22:00:00,2483.4,2756,2827
2019-01-01 22:15:00,2450.6,2756,2827
2019-01-01 22:30:00,2424.2,2756,2827
2019-01-01 22:45:00,2389.8,2756,2827
2019-01-01 23:00:00,2355.0,2756,2827
