datetime,uranium,lignite,hard coal,natural gas,oil,biomass,co2
06/01/2024 00:00,0.9,1.8,8.506820597,25.86998717,21.67,20.7,24.895
06/01/2024 00:15,0.9,1.8,8.50697864,25.83966187,21.67,20.7,24.89671875
06/01/2024 00:30,0.9,1.8,8.507136682,25.80933657,21.67,20.7,24.8984375
06/01/2024 00:45,0.9,1.8,8.507294725,25.77901126,21.67,20.7,24.90015625
06/01/2024 01:00,0.9,1.8,8.507452767,25.74868596,21.67,20.7,24.901875
06/01/2024 01:15,0.9,1.8,8.507610809,25.71836065,21.67,20.7,24.90359375
06/01/2024 01:30,0.9,1.8,8.507768852,25.68803535,21.67,20.7,24.9053125
06/01/2024 01:45,0.9,1.8,8.507926894,25.65771005,21.67,20.7,24.90703125
06/01/2024 02:00,0.9,1.8,8.508084937,25.62738474,21.67,20.7,24.90875
06/01/2024 02:15,0.9,1.8,8.508242979,25.59705944,21.67,20.7,24.91046875
06/01/2024 02:30,0.9,1.8,8.508401022,25.56673414,21.67,20.7,24.9121875
06/01/2024 02:45,0.9,1.8,8.508559064,25.53640883,21.67,20.7,24.91390625
06/01/2024 03:00,0.9,1.8,8.508717107,25.50608353,21.67,20.7,24.915625
06/01/2024 03:15,0.9,1.8,8.508875149,25.47575823,21.67,20.7,24.91734375
06/01/2024 03:30,0.9,1.8,8.509033191,25.44543292,21.67,20.7,24.9190625
06/01/2024 03:45,0.9,1.8,8.509191234,25.41510762,21.67,20.7,24.92078125
06/01/2024 04:00,0.9,1.8,8.509349276,25.38478232,21.67,20.7,24.9225
06/01/2024 04:15,0.9,1.8,8.509533659,25.35863981,21.67,20.7,24.92421875
06/01/2024 04:30,0.9,1.8,8.509718042,25.33249731,21.67,20.7,24.9259375
06/01/2024 04:45,0.9,1.8,8.509902425,25.30635481,21.67,20.7,24.92765625
06/01/2024 05:00,0.9,1.8,8.510086808,25.28021231,21.67,20.7,24.929375
06/01/2024 05:15,0.9,1.8,8.51027119,25.2540698,21.67,20.7,24.93109375
06/01/2024 05:30,0.9,1.8,8.510455573,25.2279273,21.67,20.7,24.9328125
06/01/2024 05:45,0.9,1.8,8.510639956,25.2017848,21.67,20.7,24.93453125
06/01/2024 06:00,0.9,1.8,8.510824339,25.17564229,21.67,20.7,24.93625
06/01/2024 06:15,0.9,1.8,8.511008722,25.14949979,21.67,20.7,24.93796875
06/01/2024 06:30,0.9,1.8,8.511193105,25.12335729,21.67,20.7,24.9396875
06/01/2024 06:45,0.9,1.8,8.511377487,25.09721478,21.67,20.7,24.94140625
06/01/2024 07:00,0.9,1.8,8.51156187,25.07107228,21.67,20.7,24.943125
06/01/2024 07:15,0.9,1.8,8.511746253,25.04492978,21.67,20.7,24.94484375
06/01/2024 07:30,0.9,1.8,8.511930636,25.01878728,21.67,20.7,24.9465625
06/01/2024 07:45,0.9,1.8,8.512115019,24.99264477,21.67,20.7,24.94828125
06/01/2024 08:00,0.9,1.8,8.512299402,24.96650227,21.67,20.7,24.95
06/01/2024 08:15,0.9,1.8,8.512457444,24.96754797,21.67,20.7,24.95171875
06/01/2024 08:30,0.9,1.8,8.512615486,24.96859367,21.67,20.7,24.9534375
06/01/2024 08:45,0.9,1.8,8.512773529,24.96963937,21.67,20.7,24.95515625
06/01/2024 09:00,0.9,1.8,8.512931571,24.97068507,21.67,20.7,24.956875
06/01/2024 09:15,0.9,1.8,8.513089614,24.97173077,21.67,20.7,24.95859375
06/01/2024 09:30,0.9,1.8,8.513247656,24.97277647,21.67,20.7,24.9603125
06/01/2024 09:45,0.9,1.8,8.513405699,24.97382217,21.67,20.7,24.96203125
06/01/2024 10:00,0.9,1.8,8.513563741,24.97486787,21.67,20.7,24.96375
06/01/2024 10:15,0.9,1.8,8.513721783,24.97591357,21.67,20.7,24.96546875
06/01/2024 10:30,0.9,1.8,8.513879826,24.97695927,21.67,20.7,24.9671875
06/01/2024 10:45,0.9,1.8,8.514037868,24.97800497,21.67,20.7,24.96890625
06/01/2024 11:00,0.9,1.8,8.514195911,24.97905067,21.67,20.7,24.970625
06/01/2024 11:15,0.9,1.8,8.514353953,24.98009637,21.67,20.7,24.97234375
06/01/2024 11:30,0.9,1.8,8.514511996,24.98114207,21.67,20.7,24.9740625
06/01/2024 11:45,0.9,1.8,8.514670038,24.98218777,21.67,20.7,24.97578125
06/01/2024 12:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.9775
06/01/2024 12:15,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.97921875
06/01/2024 12:30,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.9809375
06/01/2024 12:45,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.98265625
06/01/2024 13:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.984375
06/01/2024 13:15,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.98609375
06/01/2024 13:30,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.9878125
06/01/2024 13:45,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.98953125
06/01/2024 14:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.99125
06/01/2024 14:15,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.99296875
06/01/2024 14:30,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.9946875
06/01/2024 14:45,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.99640625
06/01/2024 15:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.998125
06/01/2024 15:15,0.9,1.8,8.51482808,24.98323347,21.67,20.7,24.99984375
06/01/2024 15:30,0.9,1.8,8.51482808,24.98323347,21.67,20.7,25.0015625
06/01/2024 15:45,0.9,1.8,8.51482808,24.98323347,21.67,20.7,25.00328125
06/01/2024 16:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,25.005
06/01/2024 16:15,0.9,1.8,8.514986123,24.9839306,21.67,20.7,25.00671875
06/01/2024 16:30,0.9,1.8,8.515144165,24.98462774,21.67,20.7,25.0084375
06/01/2024 16:45,0.9,1.8,8.515302208,24.98532487,21.67,20.7,25.01015625
06/01/2024 17:00,0.9,1.8,8.51546025,24.98602201,21.67,20.7,25.011875
06/01/2024 17:15,0.9,1.8,8.515618293,24.98671914,21.67,20.7,25.01359375
06/01/2024 17:30,0.9,1.8,8.515776335,24.98741627,21.67,20.7,25.0153125
06/01/2024 17:45,0.9,1.8,8.515934378,24.98811341,21.67,20.7,25.01703125
06/01/2024 18:00,0.9,1.8,8.51609242,24.98881054,21.67,20.7,25.01875
06/01/2024 18:15,0.9,1.8,8.516250462,24.98950767,21.67,20.7,25.02046875
06/01/2024 18:30,0.9,1.8,8.516408505,24.99020481,21.67,20.7,25.0221875
06/01/2024 18:45,0.9,1.8,8.516566547,24.99090194,21.67,20.7,25.02390625
06/01/2024 19:00,0.9,1.8,8.51672459,24.99159907,21.67,20.7,25.025625
06/01/2024 19:15,0.9,1.8,8.516882632,24.99229621,21.67,20.7,25.02734375
06/01/2024 19:30,0.9,1.8,8.517040675,24.99299334,21.67,20.7,25.0290625
06/01/2024 19:45,0.9,1.8,8.517198717,24.99369047,21.67,20.7,25.03078125
06/01/2024 20:00,0.9,1.8,8.517356759,24.99438761,21.67,20.7,25.0325
06/01/2024 20:15,0.9,1.8,8.517514802,24.99543331,21.67,20.7,25.03421875
06/01/2024 20:30,0.9,1.8,8.517672844,24.99647901,21.67,20.7,25.0359375
06/01/2024 20:45,0.9,1.8,8.517830887,24.99752471,21.67,20.7,25.03765625
06/01/2024 21:00,0.9,1.8,8.517988929,24.99857041,21.67,20.7,25.039375
06/01/2024 21:15,0.9,1.8,8.518146972,24.99961611,21.67,20.7,25.04109375
06/01/2024 21:30,0.9,1.8,8.518305014,25.00066181,21.67,20.7,25.0428125
06/01/2024 21:45,0.9,1.8,8.518463056,25.00170751,21.67,20.7,25.04453125
06/01/2024 22:00,0.9,1.8,8.518621099,25.00275321,21.67,20.7,25.04625
06/01/2024 22:15,0.9,1.8,8.518779141,25.00379891,21.67,20.7,25.04796875
06/01/2024 22:30,0.9,1.8,8.518937184,25.00484461,21.67,20.7,25.0496875
