name,v_nom,carrier,x,y,bus_id
DE1-220,220,AC,13.67714,54.8172808,1
DE10-380,380,AC,9.552734342,53.56351079,2
DE100-220,220,AC,7.135589007,51.41706529,3
DE100-380,380,AC,7.135881814,51.41726327,4
DE102-220,220,AC,7.244493853,51.40074485,5
DE102-380,380,AC,7.244787025,51.40094255,6
DE103-380,380,AC,11.9490965,51.40012245,7
DE104-380,380,AC,8.9079328,51.39009809,8
DE105-220,220,AC,7.1890594,51.37620589,9
DE106-220,220,AC,6.7035127,51.37052449,10
DE107-220,220,AC,6.709224388,51.36152847,11
DE107-380,380,AC,6.709515012,51.36172751,12
DE108-220,220,AC,9.644376,51.35748599,13
DE109-220,220,AC,7.597289747,51.34823074,14
DE11-380,380,AC,9.524278468,53.54646034,15
DE110-220,220,AC,6.721174529,51.34265579,16
DE110-380,380,AC,6.721465088,51.34285479,17
DE111-380,380,AC,6.821038506,51.3414018,18
DE112-380,380,AC,6.7924513,51.32606169,19
DE113-220,220,AC,6.5227314,51.32248809,20
DE114-380,380,AC,6.5881942,51.28422529,21
DE117-380,380,AC,6.6574929,51.19155419,22
DE118-220,220,AC,6.8797647,51.18915739,23
DE119-380,380,AC,12.40807583,51.17810643,24
DE12-380,380,AC,9.951962864,53.48959909,25
DE121-380,380,AC,9.0957296,51.16389409,26
DE122-220,220,AC,6.9357514,51.14209109,27
DE124-380,380,AC,6.9109967,51.11766229,28
DE125-220,220,AC,6.62170787,51.05444962,29
DE125-380,380,AC,6.621996235,51.05464888,30
DE126-220,220,AC,6.96291436,51.05087051,31
DE127-380,380,AC,6.659123618,51.03709978,32
DE128-380,380,AC,6.634290411,51.03417078,33
DE129-220,220,AC,6.8541511,51.02386209,34
DE13-380,380,AC,9.3886907,53.3384205,35
DE130-380,380,AC,6.9591121,51.02029029,36
DE131-220,220,AC,6.6994739,50.97486829,37
DE132-220,220,AC,7.9695049,50.95411029,38
DE133-380,380,AC,6.213656042,50.94372876,39
DE134-380,380,AC,11.42968685,50.91163214,40
DE135-220,220,AC,8.1007167,50.87100909,41
DE136-380,380,AC,6.6481563,50.86716379,42
DE137-220,220,AC,7.941187924,50.8479644,43
DE137-380,380,AC,7.941480604,50.84816037,44
DE138-220,220,AC,6.894042365,50.8478302,45
DE138-380,380,AC,6.894330636,50.84802878,46
DE139-220,220,AC,6.926703078,50.83784972,47
DE139-380,380,AC,6.926991426,50.83804823,48
DE14-380,380,AC,9.3837797,53.3146739,49
DE140-380,380,AC,7.9421349,50.83695639,50
DE141-380,380,AC,6.323187902,50.83602329,51
DE142-380,380,AC,12.7425046,50.82320829,52
DE143-380,380,AC,7.9295009,50.81890659,53
DE144-380,380,AC,7.0586911,50.81015569,54
DE145-220,220,AC,8.0440017,50.78721689,55
DE146-380,380,AC,8.3209437,50.72948799,56
DE147-380,380,AC,7.911066905,50.7271405,57
DE148-220,220,AC,7.921593908,50.71402625,58
DE148-380,380,AC,7.921885681,50.71422227,59
DE149-380,380,AC,12.8259721,50.65684439,60
DE15-220,220,AC,8.8726099,53.1849108,61
DE150-380,380,AC,8.0151758,50.63921884,62
DE151-220,220,AC,11.47317314,50.60092148,63
DE152-380,380,AC,8.464794649,50.60065519,64
DE153-380,380,AC,7.0741578,50.59365769,65
DE154-380,380,AC,7.095084785,50.58369396,66
DE155-380,380,AC,7.500068556,50.34548015,67
DE156-380,380,AC,8.1238717,50.30984999,68
DE157-380,380,AC,11.77528079,50.20809321,69
DE158-380,380,AC,11.6734418,50.19603029,70
DE159-380,380,AC,8.58628489,50.13518577,71
DE16-220,220,AC,13.96643146,53.1746152,72
DE160-220,220,AC,8.5426736,50.09608319,73
DE161-380,380,AC,8.492270955,50.08394191,74
DE162-380,380,AC,8.437251353,50.05982333,75
DE163-220,220,AC,10.1967491,50.02801519,76
DE164-220,220,AC,6.1941964,49.94526609,77
DE165-380,380,AC,8.673573991,49.94240518,78
DE166-220,220,AC,7.818220453,49.89198335,79
DE167-380,380,AC,6.5120236,49.88357789,80
DE168-380,380,AC,8.530958454,49.85314777,81
DE169-220,220,AC,9.5679286,49.82068279,82
DE17-380,380,AC,8.5985415,53.0859141,83
DE170-380,380,AC,6.7934258,49.81926699,84
DE171-220,220,AC,7.7928907,49.81114489,85
DE172-220,220,AC,6.567516277,49.79945161,86
DE172-380,380,AC,6.567797045,49.79965103,87
DE173-220,220,AC,6.577212817,49.769434,88
DE174-220,220,AC,8.3924707,49.56774289,89
DE175-220,220,AC,6.608589542,49.4915678,90
DE176-220,220,AC,8.6894493,49.33602339,91
DE177-220,220,AC,6.795921422,49.33468125,92
DE178-380,380,AC,8.6289005,49.33340689,93
DE179-220,220,AC,9.0735161,49.31193539,94
DE18-220,220,AC,11.88107943,53.08326849,95
DE18-380,380,AC,11.88140417,53.0834541,96
DE180-220,220,AC,8.7530299,49.30962609,97
DE181-380,380,AC,8.6700993,49.30920229,98
DE182-380,380,AC,8.605843,49.16169079,99
DE183-220,220,AC,8.321627,49.04169159,100
DE184-380,380,AC,9.0844334,48.95320199,101
DE185-380,380,AC,9.0757491,48.94575389,102
DE186-380,380,AC,8.8219795,48.93937229,103
DE187-380,380,AC,8.8342098,48.92815939,104
DE188-380,380,AC,9.3025725,48.88318119,105
DE189-380,380,AC,9.2936083,48.86634919,106
DE19-380,380,AC,12.01229835,53.06999993,107
DE190-380,380,AC,9.2403641,48.86323499,108
DE191-380,380,AC,9.3397477,48.84354569,109
DE192-380,380,AC,9.3940779,48.71817519,110
DE193-380,380,AC,9.4033277,48.71042649,111
DE194-220,220,AC,8.1001077,48.70706109,112
DE195-380,380,AC,9.421214407,48.67539466,113
DE196-380,380,AC,8.8718148,48.62833039,114
DE197-380,380,AC,9.350048555,48.60906051,115
DE198-380,380,AC,9.240195959,48.54315025,116
DE199-380,380,AC,9.2182231,48.53246029,117
DE2-220,220,AC,14.0307483,54.7830701,118
DE20-380,380,AC,7.18438535,52.75621645,119
DE200-380,380,AC,10.2346772,48.43467519,120
DE201-220,220,AC,12.8651391,48.32958149,121
DE202-220,220,AC,10.05453307,48.31109383,122
DE202-380,380,AC,10.05481913,48.31128455,123
DE203-220,220,AC,12.99714893,48.2945713,124
DE204-220,220,AC,13.06402678,48.29442831,125
DE205-220,220,AC,10.06477996,48.27253944,126
DE205-380,380,AC,10.06506584,48.27273013,127
DE206-220,220,AC,13.05576146,48.27020227,128
DE207-380,380,AC,8.627626158,48.05668046,129
DE208-380,380,AC,8.5887872,48.04535759,130
DE209-380,380,AC,8.5305556,47.91484819,131
DE21-220,220,AC,13.21034488,52.68001802,132
DE211-220,220,AC,11.3045349,47.65462729,133
DE212-220,220,AC,11.3365743,47.62954239,134
