demand_north,demand_south
6791.6,6791.6
6759.2,6759.2
6770.8,6770.8
6820.0,6820.0
6831.6,6831.6
6848.8,6848.8
6845.2,6845.2
6880.8,6880.8
6912.8,6912.8
6891.2,6891.2
6925.2,6925.2
6927.2,6927.2
6909.2,6909.2
6829.6,6829.6
6788.0,6788.0
6764.0,6764.0
6736.0,6736.0
6707.6,6707.6
6682.0,6682.0
6637.6,6637.6
6577.6,6577.6
6507.2,6507.2
6492.8,6492.8
6448.8,6448.8
6428.8,6428.8
6428.0,6428.0
6387.6,6387.6
6343.2,6343.2
6269.6,6269.6
6290.8,6290.8
6295.6,6295.6
6240.4,6240.4
6248.4,6248.4
6281.2,6281.2
6279.6,6279.6
6285.6,6285.6
6293.6,6293.6
6298.4,6298.4
6279.2,6279.2
6291.6,6291.6
6286.8,6286.8
6300.4,6300.4
6235.6,6235.6
6220.4,6220.4
6260.4,6260.4
6244.4,6244.4
6259.2,6259.2
6218.8,6218.8
6156.0,6156.0
6093.2,6093.2
6008.8,6008.8
5914.4,5914.4
5830.4,5830.4
5788.0,5788.0
5716.0,5716.0
5620.8,5620.8
5526.4,5526.4
5416.0,5416.0
5316.0,5316.0
5216.4,5216.4
5146.0,5146.0
5034.4,5034.4
4954.8,4954.8
4874.8,4874.8
4852.4,4852.4
4768.0,4768.0
4715.6,4715.6
4666.0,4666.0
4642.8,4642.8
4594.0,4594.0
4572.0,4572.0
4566.8,4566.8
4569.2,4569.2
4559.6,4559.6
4556.8,4556.8
4582.0,4582.0
4560.0,4560.0
4574.8,4574.8
4584.4,4584.4
4623.6,4623.6
4598.4,4598.4
4634.8,4634.8
4610.4,4610.4
4604.4,4604.4
4643.2,4643.2
4710.8,4710.8
4737.2,4737.2
4752.0,4752.0
4804.4,4804.4
4880.0,4880.0
4959.2,4959.2
5084.4,5084.4
5193.2,5193.2
5296.0,5296.0
5351.6,5351.6
5458.8,5458.8
5522.4,5522.4
5626.4,5626.4
5665.2,5665.2
5743.6,5743.6
5798.0,5798.0
5834.4,5834.4
5862.8,5862.8
5884.8,5884.8
5912.4,5912.4
5903.6,5903.6
5906.4,5906.4
5938.0,5938.0
5936.0,5936.0
5882.0,5882.0
5867.6,5867.6
5823.2,5823.2
5760.4,5760.4
5667.2,5667.2
5647.6,5647.6
5619.6,5619.6
5550.0,5550.0
5504.0,5504.0
5473.2,5473.2
5458.4,5458.4
5442.4,5442.4
5451.6,5451.6
5428.8,5428.8
5390.8,5390.8
5382.0,5382.0
5391.6,5391.6
5358.8,5358.8
5340.4,5340.4
5366.8,5366.8
5390.0,5390.0
5393.2,5393.2
5418.4,5418.4
5454.0,5454.0
5513.2,5513.2
5496.0,5496.0
5517.6,5517.6
5494.4,5494.4
5492.0,5492.0
5497.2,5497.2
5499.6,5499.6
5462.0,5462.0
5466.8,5466.8
5449.2,5449.2
5481.2,5481.2
5434.8,5434.8
5372.4,5372.4
5334.4,5334.4
5288.8,5288.8
5254.4,5254.4
5235.2,5235.2
5179.2,5179.2
5106.0,5106.0
5020.0,5020.0
4906.8,4906.8
4834.8,4834.8
4749.6,4749.6
4668.4,4668.4
4617.6,4617.6
4567.2,4567.2
4524.4,4524.4
4470.8,4470.8
4394.4,4394.4
4379.2,4379.2
4327.2,4327.2
4291.2,4291.2
4262.4,4262.4
4209.6,4209.6
4209.2,4209.2
4193.6,4193.6
4215.6,4215.6
4193.6,4193.6
4199.2,4199.2
4194.0,4194.0
4228.4,4228.4
4224.0,4224.0
4252.8,4252.8
4248.0,4248.0
4254.0,4254.0
4249.6,4249.6
4227.6,4227.6
4229.6,4229.6
4225.2,4225.2
4223.6,4223.6
4193.6,4193.6
4233.6,4233.6
4262.0,4262.0
4333.2,4333.2
4420.4,4420.4
4508.0,4508.0
4566.4,4566.4
4662.0,4662.0
4732.8,4732.8
4820.8,4820.8
4924.4,4924.4
4994.4,4994.4
5063.6,5063.6
5128.0,5128.0
5192.4,5192.4
5225.2,5225.2
5277.6,5277.6
5304.0,5304.0
5402.4,5402.4
5427.2,5427.2
5479.2,5479.2
5481.6,5481.6
5468.8,5468.8
5423.2,5423.2
5398.4,5398.4
5354.8,5354.8
5308.4,5308.4
5254.4,5254.4
5222.0,5222.0
5130.0,5130.0
5122.4,5122.4
5032.0,5032.0
5032.8,5032.8
4955.6,4955.6
4965.6,4965.6
4936.4,4936.4
4910.4,4910.4
4915.2,4915.2
4923.6,4923.6
4908.0,4908.0
4932.4,4932.4
4944.4,4944.4
4997.6,4997.6
5016.8,5016.8
5069.6,5069.6
5099.6,5099.6
5142.0,5142.0
5136.0,5136.0
5167.2,5167.2
5169.2,5169.2
5209.2,5209.2
5191.6,5191.6
5182.0,5182.0
5166.4,5166.4
5217.6,5217.6
5246.0,5246.0
5257.2,5257.2
5217.6,5217.6
5233.6,5233.6
5170.4,5170.4
5149.2,5149.2
5141.6,5141.6
5183.2,5183.2
5134.0,5134.0
5074.4,5074.4
5021.6,5021.6
4898.4,4898.4
4852.8,4852.8
4743.6,4743.6
4707.6,4707.6
4615.2,4615.2
4587.6,4587.6
4532.8,4532.8
4524.4,4524.4
4486.8,4486.8
4448.4,4448.4
4434.0,4434.0
4424.8,4424.8
4386.8,4386.8
4396.4,4396.4
4376.8,4376.8
4368.8,4368.8
4386.8,4386.8
4395.6,4395.6
4405.6,4405.6
4433.6,4433.6
4525.2,4525.2
4560.8,4560.8
4605.6,4605.6
4686.4,4686.4
4848.0,4848.0
4945.2,4945.2
5062.4,5062.4
5232.4,5232.4
5532.0,5532.0
5689.2,5689.2
5825.2,5825.2
5959.6,5959.6
6138.0,6138.0
6255.2,6255.2
6334.0,6334.0
6420.4,6420.4
6480.8,6480.8
6548.4,6548.4
6604.0,6604.0
6626.0,6626.0
6619.6,6619.6
6651.2,6651.2
6710.4,6710.4
6739.2,6739.2
6719.2,6719.2
6707.2,6707.2
6710.0,6710.0
6739.6,6739.6
6764.0,6764.0
6787.6,6787.6
6799.2,6799.2
6772.0,6772.0
6702.4,6702.4
6662.0,6662.0
6635.6,6635.6
6641.6,6641.6
6627.6,6627.6
6592.4,6592.4
6528.8,6528.8
6475.6,6475.6
6476.0,6476.0
6447.2,6447.2
6438.8,6438.8
6436.8,6436.8
6412.8,6412.8
6361.2,6361.2
6326.8,6326.8
6281.2,6281.2
6256.8,6256.8
6231.2,6231.2
6231.2,6231.2
6192.8,6192.8
6237.6,6237.6
6233.6,6233.6
6232.4,6232.4
6252.0,6252.0
6252.0,6252.0
6245.2,6245.2
6260.0,6260.0
6265.6,6265.6
6297.6,6297.6
6274.0,6274.0
6262.4,6262.4
6286.4,6286.4
6270.4,6270.4
6256.0,6256.0
6268.0,6268.0
6286.0,6286.0
6206.0,6206.0
6120.8,6120.8
6039.2,6039.2
5940.4,5940.4
5866.0,5866.0
5772.0,5772.0
5690.4,5690.4
5581.2,5581.2
5480.0,5480.0
5383.6,5383.6
5285.6,5285.6
5201.6,5201.6
5113.2,5113.2
5020.4,5020.4
4971.6,4971.6
4966.0,4966.0
4902.4,4902.4
4884.0,4884.0
4845.2,4845.2
4819.6,4819.6
4807.2,4807.2
4761.2,4761.2
4779.2,4779.2
4805.2,4805.2
4801.2,4801.2
4840.0,4840.0
4847.6,4847.6
4866.0,4866.0
4917.2,4917.2
4968.0,4968.0
5018.4,5018.4
5094.4,5094.4
5242.0,5242.0
5335.6,5335.6
5442.8,5442.8
5591.2,5591.2
5849.6,5849.6
6020.0,6020.0
6133.2,6133.2
6237.2,6237.2
6366.4,6366.4
6470.0,6470.0
6559.2,6559.2
6634.0,6634.0
6682.0,6682.0
6709.6,6709.6
6732.4,6732.4
6777.6,6777.6
6728.0,6728.0
6788.4,6788.4
6844.8,6844.8
6855.2,6855.2
6753.6,6753.6
6778.8,6778.8
6800.8,6800.8
6844.4,6844.4
6811.2,6811.2
6829.2,6829.2
6832.8,6832.8
6805.2,6805.2
6780.4,6780.4
6757.6,6757.6
6769.6,6769.6
6756.0,6756.0
6716.0,6716.0
6697.2,6697.2
6648.0,6648.0
6590.8,6590.8
6565.6,6565.6
6526.4,6526.4
6492.4,6492.4
6457.6,6457.6
6490.4,6490.4
6460.8,6460.8
6427.6,6427.6
6380.4,6380.4
6414.8,6414.8
6362.8,6362.8
6324.4,6324.4
6303.6,6303.6
6318.0,6318.0
6357.6,6357.6
6364.4,6364.4
6367.6,6367.6
6380.0,6380.0
6363.6,6363.6
6378.8,6378.8
6358.8,6358.8
6335.2,6335.2
6311.6,6311.6
6305.6,6305.6
6300.0,6300.0
6290.4,6290.4
6310.4,6310.4
6336.0,6336.0
6323.2,6323.2
6265.6,6265.6
6196.4,6196.4
6096.8,6096.8
6019.6,6019.6
5916.4,5916.4
5835.2,5835.2
5727.6,5727.6
5633.6,5633.6
5490.4,5490.4
5388.0,5388.0
5307.2,5307.2
5220.8,5220.8
5097.6,5097.6
5011.6,5011.6
4992.8,4992.8
4905.6,4905.6
4832.0,4832.0
4806.8,4806.8
4767.2,4767.2
4718.4,4718.4
4735.2,4735.2
4712.0,4712.0
4719.6,4719.6
4732.0,4732.0
4734.4,4734.4
4718.0,4718.0
4744.8,4744.8
4760.8,4760.8
4820.0,4820.0
4856.8,4856.8
4910.4,4910.4
4980.0,4980.0
5130.0,5130.0
5194.4,5194.4
5295.6,5295.6
5430.8,5430.8
5686.8,5686.8
5833.6,5833.6
5966.0,5966.0
6094.8,6094.8
6238.4,6238.4
6352.8,6352.8
6436.8,6436.8
6528.8,6528.8
6595.6,6595.6
6664.0,6664.0
6702.0,6702.0
6713.6,6713.6
6652.4,6652.4
6713.2,6713.2
6775.6,6775.6
6805.2,6805.2
6783.6,6783.6
6818.0,6818.0
6856.4,6856.4
6900.0,6900.0
6905.6,6905.6
6904.8,6904.8
6907.2,6907.2
6875.6,6875.6
6763.6,6763.6
6727.2,6727.2
6736.8,6736.8
6725.6,6725.6
6685.6,6685.6
6634.4,6634.4
6609.6,6609.6
6559.6,6559.6
6546.8,6546.8
6522.8,6522.8
6463.2,6463.2
6416.4,6416.4
6409.6,6409.6
6355.2,6355.2
6299.2,6299.2
6255.6,6255.6
6242.0,6242.0
6202.0,6202.0
6179.2,6179.2
6157.6,6157.6
6174.8,6174.8
6150.0,6150.0
6158.0,6158.0
6172.8,6172.8
6160.0,6160.0
6145.2,6145.2
6173.2,6173.2
6182.0,6182.0
6222.8,6222.8
6219.6,6219.6
6223.6,6223.6
6199.6,6199.6
6194.8,6194.8
6197.6,6197.6
6247.6,6247.6
6229.6,6229.6
6160.0,6160.0
6077.2,6077.2
5956.8,5956.8
5880.4,5880.4
5824.8,5824.8
5725.2,5725.2
5612.8,5612.8
5528.8,5528.8
5429.2,5429.2
5334.8,5334.8
5245.2,5245.2
5143.2,5143.2
5030.8,5030.8
4929.2,4929.2
4884.8,4884.8
4832.0,4832.0
4778.8,4778.8
4730.4,4730.4
4701.2,4701.2
4671.6,4671.6
4637.2,4637.2
4636.8,4636.8
4668.0,4668.0
4667.2,4667.2
4656.4,4656.4
4626.4,4626.4
4655.2,4655.2
4669.6,4669.6
4698.8,4698.8
4739.2,4739.2
4805.6,4805.6
4889.2,4889.2
5000.0,5000.0
5093.6,5093.6
5208.4,5208.4
5322.4,5322.4
5565.6,5565.6
5687.6,5687.6
5804.0,5804.0
5904.0,5904.0
6057.2,6057.2
6184.8,6184.8
6267.6,6267.6
6346.0,6346.0
6423.6,6423.6
6469.2,6469.2
6492.4,6492.4
6506.4,6506.4
6473.6,6473.6
6508.4,6508.4
6566.4,6566.4
6564.0,6564.0
6564.4,6564.4
6568.0,6568.0
6580.4,6580.4
6578.0,6578.0
6504.4,6504.4
6502.0,6502.0
6523.2,6523.2
6507.6,6507.6
6490.8,6490.8
6443.2,6443.2
6431.6,6431.6
6446.4,6446.4
6465.6,6465.6
6450.8,6450.8
6403.6,6403.6
6370.8,6370.8
6315.6,6315.6
6281.6,6281.6
6247.6,6247.6
6201.6,6201.6
6219.2,6219.2
6172.0,6172.0
6133.2,6133.2
6087.6,6087.6
6080.4,6080.4
6035.6,6035.6
5993.6,5993.6
5967.2,5967.2
6023.2,6023.2
6035.2,6035.2
5974.8,5974.8
5918.4,5918.4
5915.6,5915.6
5909.6,5909.6
5898.0,5898.0
5880.8,5880.8
5892.0,5892.0
5866.8,5866.8
5870.8,5870.8
5836.0,5836.0
5824.0,5824.0
5800.4,5800.4
5810.0,5810.0
5807.6,5807.6
5745.2,5745.2
5664.0,5664.0
5553.2,5553.2
5460.0,5460.0
5424.8,5424.8
5315.2,5315.2
5191.2,5191.2
5088.8,5088.8
4964.8,4964.8
4839.2,4839.2
4775.2,4775.2
4651.2,4651.2
4539.2,4539.2
4480.8,4480.8
4413.2,4413.2
4374.0,4374.0
4300.4,4300.4
4216.8,4216.8
4206.8,4206.8
4191.6,4191.6
4145.2,4145.2
4106.4,4106.4
4084.4,4084.4
4070.0,4070.0
4058.8,4058.8
4040.4,4040.4
4042.0,4042.0
4045.6,4045.6
4027.6,4027.6
4036.0,4036.0
4020.8,4020.8
4020.0,4020.0
4045.6,4045.6
4032.8,4032.8
3991.2,3991.2
3954.8,3954.8
3941.6,3941.6
3931.2,3931.2
3924.0,3924.0
3958.8,3958.8
4034.8,4034.8
4120.0,4120.0
4190.0,4190.0
4276.8,4276.8
4383.6,4383.6
4464.8,4464.8
4557.6,4557.6
4616.0,4616.0
4680.0,4680.0
4763.6,4763.6
4813.2,4813.2
4854.8,4854.8
4902.0,4902.0
4916.4,4916.4
4923.6,4923.6
4970.0,4970.0
5011.6,5011.6
5084.8,5084.8
5136.0,5136.0
5135.2,5135.2
5086.4,5086.4
5037.6,5037.6
4976.4,4976.4
4961.2,4961.2
4923.6,4923.6
4848.8,4848.8
4810.8,4810.8
4780.4,4780.4
4759.6,4759.6
4724.8,4724.8
4676.4,4676.4
4642.8,4642.8
4628.8,4628.8
4594.8,4594.8
4549.2,4549.2
4466.0,4466.0
4464.4,4464.4
4467.6,4467.6
4452.8,4452.8
4462.0,4462.0
4499.2,4499.2
4530.8,4530.8
4557.6,4557.6
4589.6,4589.6
4632.0,4632.0
4642.8,4642.8
4677.6,4677.6
4684.4,4684.4
4710.4,4710.4
4717.2,4717.2
4720.8,4720.8
4698.0,4698.0
4731.6,4731.6
4710.8,4710.8
4750.8,4750.8
4770.8,4770.8
4759.2,4759.2
4720.0,4720.0
4668.4,4668.4
4640.8,4640.8
4606.0,4606.0
4553.2,4553.2
4462.4,4462.4
4413.2,4413.2
4288.8,4288.8
4184.8,4184.8
4139.6,4139.6
4064.4,4064.4
3961.6,3961.6
3925.6,3925.6
3861.6,3861.6
3850.8,3850.8
3780.8,3780.8
3749.6,3749.6
3712.4,3712.4
3647.6,3647.6
3664.8,3664.8
3638.8,3638.8
3623.2,3623.2
3590.4,3590.4
3586.4,3586.4
3578.4,3578.4
3618.4,3618.4
3620.4,3620.4
3659.2,3659.2
3656.8,3656.8
3711.2,3711.2
3748.4,3748.4
3816.0,3816.0
3823.2,3823.2
3868.4,3868.4
3902.0,3902.0
3924.4,3924.4
3933.2,3933.2
3975.6,3975.6
4054.8,4054.8
4148.0,4148.0
4242.0,4242.0
4334.0,4334.0
4411.2,4411.2
4512.0,4512.0
4607.6,4607.6
4701.6,4701.6
4798.0,4798.0
4869.2,4869.2
4933.6,4933.6
5014.4,5014.4
5016.8,5016.8
5030.4,5030.4
5011.6,5011.6
5032.4,5032.4
5059.6,5059.6
5057.2,5057.2
5072.0,5072.0
5093.6,5093.6
5089.2,5089.2
5077.6,5077.6
5047.2,5047.2
5043.6,5043.6
5015.6,5015.6
4973.6,4973.6
4928.0,4928.0
4921.2,4921.2
4890.4,4890.4
4837.6,4837.6
4804.4,4804.4
4800.8,4800.8
4778.8,4778.8
4742.4,4742.4
4703.2,4703.2
4691.2,4691.2
4652.4,4652.4
4624.4,4624.4
4628.4,4628.4
4618.4,4618.4
4620.4,4620.4
4685.2,4685.2
4725.2,4725.2
4757.2,4757.2
4783.6,4783.6
4793.6,4793.6
4779.6,4779.6
4777.6,4777.6
4777.6,4777.6
4779.2,4779.2
4757.6,4757.6
4744.4,4744.4
4724.4,4724.4
4702.4,4702.4
4673.6,4673.6
4684.8,4684.8
4730.4,4730.4
4701.2,4701.2
4647.6,4647.6
4591.2,4591.2
4551.2,4551.2
4539.6,4539.6
4443.2,4443.2
4353.2,4353.2
4279.6,4279.6
4217.2,4217.2
4128.0,4128.0
4058.0,4058.0
4001.6,4001.6
3922.0,3922.0
3832.0,3832.0
3760.0,3760.0
3704.0,3704.0
3625.2,3625.2
3570.0,3570.0
3537.6,3537.6
3507.6,3507.6
3476.4,3476.4
3462.8,3462.8
3438.8,3438.8
3407.6,3407.6
3408.4,3408.4
3412.0,3412.0
3422.8,3422.8
3444.4,3444.4
3447.6,3447.6
3470.0,3470.0
3486.4,3486.4
3495.2,3495.2
3520.0,3520.0
3529.2,3529.2
3556.4,3556.4
3539.2,3539.2
3556.8,3556.8
3519.2,3519.2
3552.8,3552.8
3598.8,3598.8
3646.0,3646.0
3699.2,3699.2
3793.6,3793.6
3884.4,3884.4
3994.4,3994.4
4089.2,4089.2
4179.6,4179.6
4238.4,4238.4
4325.2,4325.2
4385.6,4385.6
4408.8,4408.8
4448.0,4448.0
4450.4,4450.4
4462.4,4462.4
4484.8,4484.8
4512.4,4512.4
4532.8,4532.8
4556.8,4556.8
4581.6,4581.6
4555.6,4555.6
4521.6,4521.6
4469.2,4469.2
4426.4,4426.4
4408.8,4408.8
4357.6,4357.6
4299.6,4299.6
4246.8,4246.8
4206.8,4206.8
4166.4,4166.4
4134.4,4134.4
4100.8,4100.8
4076.0,4076.0
4057.2,4057.2
4033.6,4033.6
4005.6,4005.6
3974.8,3974.8
3976.8,3976.8
3991.6,3991.6
3980.8,3980.8
3990.4,3990.4
4048.0,4048.0
4098.4,4098.4
4091.2,4091.2
4136.0,4136.0
4168.0,4168.0
4194.4,4194.4
4220.4,4220.4
4249.2,4249.2
4265.6,4265.6
4248.4,4248.4
4268.8,4268.8
4272.0,4272.0
4315.6,4315.6
4350.8,4350.8
4393.6,4393.6
4436.4,4436.4
4448.8,4448.8
4406.8,4406.8
4382.8,4382.8
4336.4,4336.4
4332.4,4332.4
4281.2,4281.2
4196.4,4196.4
4111.2,4111.2
4038.4,4038.4
3951.2,3951.2
3875.6,3875.6
3809.6,3809.6
3747.2,3747.2
3659.2,3659.2
3606.4,3606.4
3571.2,3571.2
3524.8,3524.8
3504.4,3504.4
3482.0,3482.0
3473.2,3473.2
3455.6,3455.6
3424.8,3424.8
3408.8,3408.8
3396.8,3396.8
3425.2,3425.2
3412.8,3412.8
3423.6,3423.6
3414.4,3414.4
3451.2,3451.2
3450.0,3450.0
3491.6,3491.6
3504.8,3504.8
3530.4,3530.4
3538.8,3538.8
3571.6,3571.6
3552.8,3552.8
3555.6,3555.6
3575.2,3575.2
3607.2,3607.2
3646.0,3646.0
3729.2,3729.2
3814.8,3814.8
3876.0,3876.0
3964.0,3964.0
4072.8,4072.8
4146.0,4146.0
4202.4,4202.4
4286.8,4286.8
4330.8,4330.8
4386.8,4386.8
4468.0,4468.0
4548.8,4548.8
4582.4,4582.4
4608.4,4608.4
4656.0,4656.0
4729.6,4729.6
4745.6,4745.6
4812.4,4812.4
4872.8,4872.8
4908.4,4908.4
4853.6,4853.6
4811.2,4811.2
4776.8,4776.8
4720.8,4720.8
4725.6,4725.6
4684.4,4684.4
4655.2,4655.2
4607.2,4607.2
4546.8,4546.8
4506.0,4506.0
4479.6,4479.6
4480.8,4480.8
4490.0,4490.0
4489.6,4489.6
4477.2,4477.2
4412.8,4412.8
4441.6,4441.6
4396.8,4396.8
4397.6,4397.6
4432.4,4432.4
4440.8,4440.8
4464.0,4464.0
4535.6,4535.6
4612.4,4612.4
4660.4,4660.4
4688.4,4688.4
4695.6,4695.6
4704.4,4704.4
4721.2,4721.2
4739.6,4739.6
4711.2,4711.2
4686.0,4686.0
4710.0,4710.0
4716.4,4716.4
4758.4,4758.4
4790.8,4790.8
4828.0,4828.0
4781.2,4781.2
4733.6,4733.6
4744.0,4744.0
4721.2,4721.2
4658.4,4658.4
4566.0,4566.0
4502.4,4502.4
4421.2,4421.2
4338.8,4338.8
4264.8,4264.8
4178.0,4178.0
4101.2,4101.2
4044.8,4044.8
3993.2,3993.2
3950.8,3950.8
3900.0,3900.0
3876.8,3876.8
3823.6,3823.6
3786.8,3786.8
3756.4,3756.4
3768.8,3768.8
3766.4,3766.4
3770.0,3770.0
3782.8,3782.8
3792.8,3792.8
3802.0,3802.0
3807.6,3807.6
3896.8,3896.8
3950.4,3950.4
4015.2,4015.2
4109.2,4109.2
4355.6,4355.6
4450.0,4450.0
4548.8,4548.8
4712.4,4712.4
4998.0,4998.0
5206.0,5206.0
5389.6,5389.6
5546.8,5546.8
5775.6,5775.6
5910.8,5910.8
6038.4,6038.4
6138.0,6138.0
6259.6,6259.6
6310.0,6310.0
6364.4,6364.4
6390.8,6390.8
6362.8,6362.8
6416.4,6416.4
6481.2,6481.2
6529.2,6529.2
6523.6,6523.6
6479.2,6479.2
6507.2,6507.2
6566.8,6566.8
6542.8,6542.8
6628.4,6628.4
6652.4,6652.4
6665.6,6665.6
6573.6,6573.6
6577.6,6577.6
6602.4,6602.4
6622.0,6622.0
6617.2,6617.2
6592.8,6592.8
6543.2,6543.2
6482.4,6482.4
6418.0,6418.0
6429.6,6429.6
6397.2,6397.2
6355.2,6355.2
6363.2,6363.2
6309.2,6309.2
6290.0,6290.0
6258.0,6258.0
6262.4,6262.4
6238.8,6238.8
6220.4,6220.4
6176.8,6176.8
6177.2,6177.2
6183.6,6183.6
6177.2,6177.2
6186.8,6186.8
6214.4,6214.4
6172.4,6172.4
6162.4,6162.4
6182.0,6182.0
6156.8,6156.8
6114.0,6114.0
6083.2,6083.2
6064.8,6064.8
6015.2,6015.2
5992.4,5992.4
6011.2,6011.2
6014.0,6014.0
5918.4,5918.4
5813.6,5813.6
5716.4,5716.4
5612.8,5612.8
5472.0,5472.0
5363.2,5363.2
5262.8,5262.8
5147.2,5147.2
5019.2,5019.2
4927.6,4927.6
4832.0,4832.0
4766.8,4766.8
4673.6,4673.6
4610.4,4610.4
4541.6,4541.6
4490.8,4490.8
4460.0,4460.0
4432.8,4432.8
4423.2,4423.2
4407.6,4407.6
4376.8,4376.8
4344.4,4344.4
4366.4,4366.4
4356.8,4356.8
4379.2,4379.2
4389.6,4389.6
4435.2,4435.2
4443.6,4443.6
4486.0,4486.0
4498.4,4498.4
4569.6,4569.6
4606.0,4606.0
4734.8,4734.8
4844.0,4844.0
4931.6,4931.6
5062.0,5062.0
5340.4,5340.4
5498.8,5498.8
5648.0,5648.0
5776.8,5776.8
5950.8,5950.8
6079.6,6079.6
6182.0,6182.0
6260.0,6260.0
6368.8,6368.8
6410.0,6410.0
6457.6,6457.6
6462.0,6462.0
6437.2,6437.2
6509.2,6509.2
6559.6,6559.6
6587.6,6587.6
6621.2,6621.2
6654.4,6654.4
6706.4,6706.4
6727.2,6727.2
6706.4,6706.4
6725.6,6725.6
6754.0,6754.0
6737.6,6737.6
6686.8,6686.8
6669.2,6669.2
6647.6,6647.6
6603.2,6603.2
6666.8,6666.8
6619.6,6619.6
6591.2,6591.2
6514.4,6514.4
6501.6,6501.6
6508.8,6508.8
6493.6,6493.6
6460.4,6460.4
6426.0,6426.0
6387.2,6387.2
6338.4,6338.4
6281.2,6281.2
6271.2,6271.2
6230.0,6230.0
6174.8,6174.8
6145.6,6145.6
6140.4,6140.4
6144.4,6144.4
6168.0,6168.0
6147.2,6147.2
6142.8,6142.8
6199.2,6199.2
6147.6,6147.6
6144.4,6144.4
6204.4,6204.4
6170.8,6170.8
6149.2,6149.2
6134.8,6134.8
6102.0,6102.0
6062.8,6062.8
6059.6,6059.6
6051.2,6051.2
6036.8,6036.8
5974.4,5974.4
5888.4,5888.4
5786.0,5786.0
5696.4,5696.4
5548.4,5548.4
5464.0,5464.0
5374.4,5374.4
5209.2,5209.2
5080.8,5080.8
5018.4,5018.4
4935.2,4935.2
4795.6,4795.6
4710.0,4710.0
4666.4,4666.4
4653.2,4653.2
4551.2,4551.2
4485.2,4485.2
4460.4,4460.4
4416.4,4416.4
4343.6,4343.6
4326.4,4326.4
4325.2,4325.2
4337.6,4337.6
4358.8,4358.8
4368.0,4368.0
4390.4,4390.4
4388.0,4388.0
4465.2,4465.2
4546.4,4546.4
4582.8,4582.8
4655.2,4655.2
4793.2,4793.2
4884.0,4884.0
4974.0,4974.0
5115.2,5115.2
5373.6,5373.6
5548.0,5548.0
5661.6,5661.6
5798.4,5798.4
5967.6,5967.6
6074.4,6074.4
6152.8,6152.8
6243.2,6243.2
6330.4,6330.4
6396.0,6396.0
6447.2,6447.2
6486.4,6486.4
6489.6,6489.6
6505.6,6505.6
6586.8,6586.8
6612.4,6612.4
6652.0,6652.0
6654.0,6654.0
6662.0,6662.0
6672.8,6672.8
6704.0,6704.0
6732.0,6732.0
6788.8,6788.8
6803.2,6803.2
6753.2,6753.2
6732.0,6732.0
6739.2,6739.2
6748.8,6748.8
6626.0,6626.0
6604.4,6604.4
6550.8,6550.8
6503.2,6503.2
6468.4,6468.4
6484.8,6484.8
6440.0,6440.0
6437.6,6437.6
6437.6,6437.6
6402.0,6402.0
6369.6,6369.6
6337.2,6337.2
6341.6,6341.6
6247.2,6247.2
6202.8,6202.8
6196.8,6196.8
6209.2,6209.2
6194.4,6194.4
6219.6,6219.6
6202.0,6202.0
6176.8,6176.8
6135.6,6135.6
6092.8,6092.8
6103.2,6103.2
6089.6,6089.6
6079.6,6079.6
6042.8,6042.8
6023.2,6023.2
5954.0,5954.0
5900.0,5900.0
5946.0,5946.0
5973.6,5973.6
5937.6,5937.6
5908.8,5908.8
5813.2,5813.2
5698.8,5698.8
5607.6,5607.6
5522.8,5522.8
5411.6,5411.6
5301.2,5301.2
5168.4,5168.4
5092.4,5092.4
5014.4,5014.4
4926.0,4926.0
4850.0,4850.0
4813.2,4813.2
4737.2,4737.2
4672.4,4672.4
4560.8,4560.8
4522.4,4522.4
4470.4,4470.4
4410.0,4410.0
4351.2,4351.2
4328.4,4328.4
4341.2,4341.2
4342.8,4342.8
4352.4,4352.4
4336.0,4336.0
4354.4,4354.4
4375.2,4375.2
4447.2,4447.2
4515.6,4515.6
4572.4,4572.4
4602.4,4602.4
4736.4,4736.4
4826.4,4826.4
4918.4,4918.4
5073.6,5073.6
5354.8,5354.8
5515.6,5515.6
5634.4,5634.4
5754.8,5754.8
5952.0,5952.0
6080.8,6080.8
6196.8,6196.8
6280.8,6280.8
6370.0,6370.0
6461.2,6461.2
6503.2,6503.2
6546.0,6546.0
6516.0,6516.0
6569.2,6569.2
6665.2,6665.2
6711.6,6711.6
6716.8,6716.8
6747.6,6747.6
6773.2,6773.2
6778.8,6778.8
6810.8,6810.8
6812.4,6812.4
6859.2,6859.2
6871.6,6871.6
6798.4,6798.4
6742.4,6742.4
6745.2,6745.2
6696.8,6696.8
6641.2,6641.2
6599.6,6599.6
6553.2,6553.2
6488.4,6488.4
6448.4,6448.4
6443.2,6443.2
6376.8,6376.8
6312.4,6312.4
6270.0,6270.0
6210.8,6210.8
6184.4,6184.4
6136.0,6136.0
6154.0,6154.0
6114.8,6114.8
6100.8,6100.8
6107.2,6107.2
6117.2,6117.2
6082.4,6082.4
6096.4,6096.4
6081.2,6081.2
6083.2,6083.2
6090.8,6090.8
6098.0,6098.0
6076.0,6076.0
6044.8,6044.8
6008.0,6008.0
5985.6,5985.6
5934.4,5934.4
5864.4,5864.4
5830.4,5830.4
5810.8,5810.8
5806.8,5806.8
5763.2,5763.2
5648.0,5648.0
5566.4,5566.4
5490.4,5490.4
5462.0,5462.0
5356.4,5356.4
