datetime,DE_DA_price,aFRR_capacity_down_price,aFRR_energy_down_price,aFRR_energy_down_quantity,coal_price,natural_gas_price,co2_price,hydrogen_price,iron_ore_price,lime_price,P100000120423_dri_eaf_coal_external_steel_demand,P100000120426_dri_eaf_coal_external_steel_demand,P100000120428_dri_eaf_coal_external_steel_demand,P100000120425_dri_eaf_coal_external_steel_demand,P100000120427_dri_eaf_coal_external_steel_demand,P100000120422_dri_eaf_coal_external_steel_demand,P100000120432_dri_eaf_coal_external_steel_demand,P100000120424_dri_eaf_coal_external_steel_demand,P100000120421_dri_eaf_coal_external_steel_demand
1/2/2030 9:00,0,29.356,0,58.79,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 9:15,0,29.356,0,58.79,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 9:30,0,29.356,0,58.79,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 9:45,0,29.356,0,58.79,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 10:00,0,29.356,0,44.021,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 10:15,0,29.356,0,44.021,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 10:30,0,29.356,0,44.021,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 10:45,0,29.356,0,44.021,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 11:00,0,29.356,0,110.17,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 11:15,0,29.356,0,110.17,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 11:30,0,29.356,0,110.17,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 11:45,0,29.356,0,110.17,63.244517,58.24828934,132.4162294,91.70988318,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 12:00,0,23.615,0,40.068,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 12:15,0,23.615,0,40.068,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 12:30,0,23.615,0,40.068,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 12:45,0,23.615,0,40.068,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 13:00,0,23.615,0,64.959,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 13:15,0,23.615,0,64.959,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 13:30,0,23.615,0,64.959,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 13:45,0,23.615,0,64.959,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 14:00,0,23.615,0,70.243,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/2/2030 14:15,0,23.615,0,70.243,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/2/2030 14:30,0,23.615,0,70.243,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/2/2030 14:45,0,23.615,0,70.243,63.24451702,58.24828936,132.4179313,91.75690756,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/2/2030 15:00,0,23.615,0,28.244,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/2/2030 15:15,0,23.615,0,28.244,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/2/2030 15:30,0,23.615,0,28.244,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/2/2030 15:45,0,23.615,0,28.244,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/2/2030 16:00,0,0,0,57.054,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 16:15,0,0,0,57.054,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 16:30,0,0,0,57.054,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 16:45,0,0,0,57.054,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 17:00,0,0,0,101.53,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 17:15,0,0,0,101.53,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 17:30,0,0,0,101.53,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 17:45,0,0,0,101.53,63.24451707,58.24828951,132.4193438,91.96894134,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 18:00,206.66,0,0,171.24,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 18:15,206.66,0,0,171.24,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 18:30,206.66,0,0,171.24,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 18:45,206.66,0,0,171.24,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 19:00,206.66,0,0,91.55,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 19:15,206.66,0,0,91.55,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 19:30,206.66,0,0,91.55,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 19:45,206.66,0,0,91.55,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 20:00,226.72,0,0,121.56,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 20:15,226.72,0,0,121.56,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 20:30,226.72,0,0,121.56,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 20:45,226.72,0,0,121.56,63.24451708,58.24828953,132.4172598,90.73583003,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 21:00,483.26,0,0,83.257,63.24451707,58.24828949,132.4176872,90.62111875,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 21:15,483.26,0,0,83.257,63.24451707,58.24828949,132.4176872,90.62111875,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 21:30,483.26,0,0,83.257,63.24451707,58.24828949,132.4176872,90.62111875,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 21:45,483.26,0,0,83.257,63.24451707,58.24828949,132.4176872,90.62111875,225,100,37.36671134,101.7004435,32.80659468,59.05187042,26.24527574,120.814375,71.61679617,149.5797023,258.8879463
1/2/2030 22:00,483.26,0,0,100.61,63.24451707,58.24828949,132.4176872,90.62111875,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 22:15,483.26,0,0,100.61,63.24451707,58.24828949,132.4176872,90.62111875,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 22:30,483.26,0,0,100.61,63.24451707,58.24828949,132.4176872,90.62111875,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 22:45,483.26,0,0,100.61,63.24451707,58.24828949,132.4176872,90.62111875,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 23:00,483.26,0,0,224.27,63.24451707,58.24828949,132.4176872,90.62111875,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 23:15,483.26,0,0,224.27,63.24451707,58.24828949,132.4176872,90.62111875,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 23:30,483.26,0,0,224.27,63.24451707,58.24828949,132.4176872,90.62111875,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 23:45,483.26,0,0,224.27,63.24451707,58.24828949,132.4176872,90.62111875,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 0:00,350.33,0,0,194.49,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 0:15,350.33,0,0,194.49,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 0:30,350.33,0,0,194.49,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 0:45,350.33,0,0,194.49,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 1:00,350.33,0,0,200.16,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 1:15,350.33,0,0,200.16,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 1:30,350.33,0,0,200.16,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 1:45,350.33,0,0,200.16,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 2:00,483.26,0,0,243.81,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 2:15,483.26,0,0,243.81,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 2:30,483.26,0,0,243.81,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 2:45,483.26,0,0,243.81,63.24451708,58.2482895,132.4185787,90.60569633,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 3:00,328.08,0,0,180.57,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 3:15,328.08,0,0,180.57,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 3:30,328.08,0,0,180.57,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 3:45,328.08,0,0,180.57,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 4:00,483.27,3.5181,0,127.37,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 4:15,483.27,3.5181,0,127.37,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 4:30,483.27,3.5181,0,127.37,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 4:45,483.27,3.5181,0,127.37,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 5:00,483.27,3.5181,0,177.93,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 5:15,483.27,3.5181,0,177.93,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 5:30,483.27,3.5181,0,177.93,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 5:45,483.27,3.5181,0,177.93,63.24451712,58.24828957,132.4192539,90.669805,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/3/2030 6:00,350.33,3.5181,0,249.93,63.24451712,58.24828958,132.4205442,98.46262308,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/3/2030 6:15,350.33,3.5181,0,249.93,63.24451712,58.24828958,132.4205442,98.46262308,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/3/2030 6:30,350.33,3.5181,0,249.93,63.24451712,58.24828958,132.4205442,98.46262308,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/3/2030 6:45,350.33,3.5181,0,249.93,63.24451712,58.24828958,132.4205442,98.46262308,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/3/2030 7:00,350.33,3.5181,0,195.6,63.24451712,58.24828958,132.4205442,98.46262308,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/3/2030 7:15,350.33,3.5181,0,195.6,63.24451712,58.24828958,132.4205442,98.46262308,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/3/2030 7:30,350.33,3.5181,0,195.6,63.24451712,58.24828958,132.4205442,98.46262308,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/3/2030 7:45,350.33,3.5181,0,195.6,63.24451712,58.24828958,132.4205442,98.46262308,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
