datetime,DE_DA_price,aFRR_capacity_down_price,aFRR_energy_down_price,aFRR_energy_down_quantity,coal_price,natural_gas_price,co2_price,hydrogen_price,iron_ore_price,lime_price,P100000120423_dri_eaf_coal_external_steel_demand,P100000120426_dri_eaf_coal_external_steel_demand,P100000120428_dri_eaf_coal_external_steel_demand,P100000120425_dri_eaf_coal_external_steel_demand,P100000120427_dri_eaf_coal_external_steel_demand,P100000120422_dri_eaf_coal_external_steel_demand,P100000120432_dri_eaf_coal_external_steel_demand,P100000120424_dri_eaf_coal_external_steel_demand,P100000120421_dri_eaf_coal_external_steel_demand
1/2/2030 0:00,0,19.923,0,460,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 0:15,0,19.923,0,460,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 0:30,0,19.923,0,460,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 0:45,0,19.923,0,460,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 1:00,0,19.923,0,334.46,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 1:15,0,19.923,0,334.46,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 1:30,0,19.923,0,334.46,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 1:45,0,19.923,0,334.46,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 2:00,0,19.923,0,160.65,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 2:15,0,19.923,0,160.65,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 2:30,0,19.923,0,160.65,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 2:45,0,19.923,0,160.65,63.244517,58.24828924,132.4097583,84.78853946,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 3:00,0,19.923,0,191.52,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 3:15,0,19.923,0,191.52,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 3:30,0,19.923,0,191.52,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 3:45,0,19.923,0,191.52,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 4:00,0,40.884,0,154.89,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 4:15,0,40.884,0,154.89,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 4:30,0,40.884,0,154.89,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 4:45,0,40.884,0,154.89,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 5:00,0,40.884,0,177.28,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 5:15,0,40.884,0,177.28,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 5:30,0,40.884,0,177.28,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 5:45,0,40.884,0,177.28,63.244517,58.24828938,132.4118603,84.83837813,225,100,36.66377873,99.78728186,32.18944576,57.94100237,25.75155661,118.5416471,70.26956009,146.7658488,254.0178153
1/2/2030 6:00,0,40.884,0,407.64,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/2/2030 6:15,0,40.884,0,407.64,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/2/2030 6:30,0,40.884,0,407.64,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/2/2030 6:45,0,40.884,0,407.64,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.40643614,101.8085619,32.84147159,59.11464886,26.27317727,120.9428135,71.69293246,149.7387215,259.1631718
1/2/2030 7:00,0,40.884,0,277.97,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/2/2030 7:15,0,40.884,0,277.97,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/2/2030 7:30,0,40.884,0,277.97,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/2/2030 7:45,0,40.884,0,277.97,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.44616094,101.9166803,32.8763485,59.17742729,26.3010788,121.0712521,71.76906876,149.8977407,259.4383973
1/2/2030 8:00,0,29.356,0,275.55,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 8:15,0,29.356,0,275.55,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 8:30,0,29.356,0,275.55,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
1/2/2030 8:45,0,29.356,0,275.55,63.244517,58.24828939,132.4144677,91.70978746,225,100,37.49912734,102.0608382,32.92285104,59.26113188,26.33828083,121.2425035,71.87058381,150.1097663,259.8053647
