datetime,DE_NL_export,DE_NL_import,DE_CH_export,DE_CH_import,DE_DK_export,DE_DK_import,DE_CZ_export,DE_CZ_import,DE_LU_export,DE_LU_import,DE_SE_export,DE_SE_import,DE_AT_export,DE_AT_import,DE_FR_export,DE_FR_import,DE_PL_export,DE_PL_import
1/1/2021 5:00,862,0,800,0,949,-273,1100,0,360,0,67,0,4984,0,4060,0,0,0
1/1/2021 5:15,862,0,800,0,949,-273,1100,0,360,0,67,0,4984,0,4060,0,0,0
1/1/2021 5:30,862,0,800,0,949,-273,1100,0,360,0,67,0,4984,0,4060,0,0,0
1/1/2021 5:45,862,0,800,0,949,-273,1100,0,360,0,67,0,4984,0,4060,0,0,0
1/1/2021 6:00,844,0,800,0,1811,-370,1000,0,336,0,67,0,4817,0,4641,0,0,0
1/1/2021 6:15,844,0,800,0,1811,-370,1000,0,336,0,67,0,4817,0,4641,0,0,0
1/1/2021 6:30,844,0,800,0,1811,-370,1000,0,336,0,67,0,4817,0,4641,0,0,0
1/1/2021 6:45,844,0,800,0,1811,-370,1000,0,336,0,67,0,4817,0,4641,0,0,0
1/1/2021 7:00,296,0,800,0,1752,-249,800,0,350,0,67,0,4751,0,6031,0,0,0
1/1/2021 7:15,296,0,800,0,1752,-249,800,0,350,0,67,0,4751,0,6031,0,0,0
1/1/2021 7:30,296,0,800,0,1752,-249,800,0,350,0,67,0,4751,0,6031,0,0,0
1/1/2021 7:45,296,0,800,0,1752,-249,800,0,350,0,67,0,4751,0,6031,0,0,0
1/1/2021 8:00,520,0,800,0,1020,-143,800,-30,359,0,67,0,4674,0,6114,0,0,0
1/1/2021 8:15,520,0,800,0,1020,-143,800,-30,359,0,67,0,4674,0,6114,0,0,0
1/1/2021 8:30,520,0,800,0,1020,-143,800,-30,359,0,67,0,4674,0,6114,0,0,0
1/1/2021 8:45,520,0,800,0,1020,-143,800,-30,359,0,67,0,4674,0,6114,0,0,0
1/1/2021 9:00,272,0,800,0,1277,-221,600,-30,351,0,67,0,5170,0,5144,0,0,0
1/1/2021 9:15,272,0,800,0,1277,-221,600,-30,351,0,67,0,5170,0,5144,0,0,0
1/1/2021 9:30,272,0,800,0,1277,-221,600,-30,351,0,67,0,5170,0,5144,0,0,0
1/1/2021 9:45,272,0,800,0,1277,-221,600,-30,351,0,67,0,5170,0,5144,0,0,0
1/1/2021 10:00,585,0,800,0,1211,-254,600,-30,363,0,67,0,5513,0,4954,0,0,0
1/1/2021 10:15,585,0,800,0,1211,-254,600,-30,363,0,67,0,5513,0,4954,0,0,0
1/1/2021 10:30,585,0,800,0,1211,-254,600,-30,363,0,67,0,5513,0,4954,0,0,0
1/1/2021 10:45,585,0,800,0,1211,-254,600,-30,363,0,67,0,5513,0,4954,0,0,0
1/1/2021 11:00,522,0,800,0,884,-207,900,-30,378,0,67,0,5590,0,5032,0,0,0
1/1/2021 11:15,522,0,800,0,884,-207,900,-30,378,0,67,0,5590,0,5032,0,0,0
1/1/2021 11:30,522,0,800,0,884,-207,900,-30,378,0,67,0,5590,0,5032,0,0,0
1/1/2021 11:45,522,0,800,0,884,-207,900,-30,378,0,67,0,5590,0,5032,0,0,0
1/1/2021 12:00,646,0,800,0,958,-438,800,-5,376,0,67,0,5494,0,4681,0,0,0
1/1/2021 12:15,646,0,800,0,958,-438,800,-5,376,0,67,0,5494,0,4681,0,0,0
1/1/2021 12:30,646,0,800,0,958,-438,800,-5,376,0,67,0,5494,0,4681,0,0,0
1/1/2021 12:45,646,0,800,0,958,-438,800,-5,376,0,67,0,5494,0,4681,0,0,0
1/1/2021 13:00,1096,0,800,0,1355,-166,1000,-5,363,0,67,0,5126,0,4578,0,0,0
1/1/2021 13:15,1096,0,800,0,1355,-166,1000,-5,363,0,67,0,5126,0,4578,0,0,0
1/1/2021 13:30,1096,0,800,0,1355,-166,1000,-5,363,0,67,0,5126,0,4578,0,0,0
1/1/2021 13:45,1096,0,800,0,1355,-166,1000,-5,363,0,67,0,5126,0,4578,0,0,0
1/1/2021 14:00,1596,0,800,0,1659,-179,900,-5,347,0,67,0,4928,0,5015,0,0,0
1/1/2021 14:15,1596,0,800,0,1659,-179,900,-5,347,0,67,0,4928,0,5015,0,0,0
1/1/2021 14:30,1596,0,800,0,1659,-179,900,-5,347,0,67,0,4928,0,5015,0,0,0
1/1/2021 14:45,1596,0,800,0,1659,-179,900,-5,347,0,67,0,4928,0,5015,0,0,0
1/1/2021 15:00,1510,0,800,0,1928,-278,1278,-5,345,0,67,0,4802,0,5431,0,0,0
1/1/2021 15:15,1510,0,800,0,1928,-278,1278,-5,345,0,67,0,4802,0,5431,0,0,0
1/1/2021 15:30,1510,0,800,0,1928,-278,1278,-5,345,0,67,0,4802,0,5431,0,0,0
1/1/2021 15:45,1510,0,800,0,1928,-278,1278,-5,345,0,67,0,4802,0,5431,0,0,0
1/1/2021 16:00,1274,0,800,0,1800,-292,1500,-60,353,0,67,0,4791,0,5595,0,0,0
1/1/2021 16:15,1274,0,800,0,1800,-292,1500,-60,353,0,67,0,4791,0,5595,0,0,0
1/1/2021 16:30,1274,0,800,0,1800,-292,1500,-60,353,0,67,0,4791,0,5595,0,0,0
1/1/2021 16:45,1274,0,800,0,1800,-292,1500,-60,353,0,67,0,4791,0,5595,0,0,0
1/1/2021 17:00,1375,0,800,0,1808,-192,1402,-50,388,0,67,0,4321,0,4911,0,0,0
1/1/2021 17:15,1375,0,800,0,1808,-192,1402,-50,388,0,67,0,4321,0,4911,0,0,0
1/1/2021 17:30,1375,0,800,0,1808,-192,1402,-50,388,0,67,0,4321,0,4911,0,0,0
1/1/2021 17:45,1375,0,800,0,1808,-192,1402,-50,388,0,67,0,4321,0,4911,0,0,0
1/1/2021 18:00,1916,0,800,0,1786,-260,1200,0,394,0,67,0,4365,0,3607,0,0,0
1/1/2021 18:15,1916,0,800,0,1786,-260,1200,0,394,0,67,0,4365,0,3607,0,0,0
1/1/2021 18:30,1916,0,800,0,1786,-260,1200,0,394,0,67,0,4365,0,3607,0,0,0
1/1/2021 18:45,1916,0,800,0,1786,-260,1200,0,394,0,67,0,4365,0,3607,0,0,0
1/1/2021 19:00,1948,0,800,0,1914,-366,900,0,380,0,67,0,4293,0,3485,0,0,0
1/1/2021 19:15,1948,0,800,0,1914,-366,900,0,380,0,67,0,4293,0,3485,0,0,0
1/1/2021 19:30,1948,0,800,0,1914,-366,900,0,380,0,67,0,4293,0,3485,0,0,0
1/1/2021 19:45,1948,0,800,0,1914,-366,900,0,380,0,67,0,4293,0,3485,0,0,0
1/1/2021 20:00,1894,0,800,0,1853,-440,900,-10,367,0,67,0,4090,0,4033,0,0,0
1/1/2021 20:15,1894,0,800,0,1853,-440,900,-10,367,0,67,0,4090,0,4033,0,0,0
1/1/2021 20:30,1894,0,800,0,1853,-440,900,-10,367,0,67,0,4090,0,4033,0,0,0
1/1/2021 20:45,1894,0,800,0,1853,-440,900,-10,367,0,67,0,4090,0,4033,0,0,0
1/1/2021 21:00,1896,0,800,0,2212,-127,900,-10,350,0,67,0,4098,0,3240,0,0,0
1/1/2021 21:15,1896,0,800,0,2212,-127,900,-10,350,0,67,0,4098,0,3240,0,0,0
1/1/2021 21:30,1896,0,800,0,2212,-127,900,-10,350,0,67,0,4098,0,3240,0,0,0
1/1/2021 21:45,1896,0,800,0,2212,-127,900,-10,350,0,67,0,4098,0,3240,0,0,0
1/1/2021 22:00,1480,0,800,0,1013,-255,900,-50,403,0,67,0,4299,0,3459,0,0,0
1/1/2021 22:15,1480,0,800,0,1013,-255,900,-50,403,0,67,0,4299,0,3459,0,0,0
1/1/2021 22:30,1480,0,800,0,1013,-255,900,-50,403,0,67,0,4299,0,3459,0,0,0
1/1/2021 22:45,1480,0,800,0,1013,-255,900,-50,403,0,67,0,4299,0,3459,0,0,0
1/1/2021 23:00,1364,0,800,0,1806,-298,1000,-10,384,0,67,0,3917,0,3413,0,0,0
1/1/2021 23:15,1364,0,800,0,1806,-298,1000,-10,384,0,67,0,3917,0,3413,0,0,0
1/1/2021 23:30,1364,0,800,0,1806,-298,1000,-10,384,0,67,0,3917,0,3413,0,0,0
1/1/2021 23:45,1364,0,800,0,1806,-298,1000,-10,384,0,67,0,3917,0,3413,0,0,0
1/2/2021 0:00,754,0,800,0,2036,-425,1674,-885,375,0,76,0,3437,0,3458,0,0,0
1/2/2021 0:15,754,0,800,0,2036,-425,1674,-885,375,0,76,0,3437,0,3458,0,0,0
1/2/2021 0:30,754,0,800,0,2036,-425,1674,-885,375,0,76,0,3437,0,3458,0,0,0
1/2/2021 0:45,754,0,800,0,2036,-425,1674,-885,375,0,76,0,3437,0,3458,0,0,0
1/2/2021 1:00,728,0,800,0,2152,-346,1872,-717,362,0,67,0,3344,0,3568,0,0,0
1/2/2021 1:15,728,0,800,0,2152,-346,1872,-717,362,0,67,0,3344,0,3568,0,0,0
1/2/2021 1:30,728,0,800,0,2152,-346,1872,-717,362,0,67,0,3344,0,3568,0,0,0
1/2/2021 1:45,728,0,800,0,2152,-346,1872,-717,362,0,67,0,3344,0,3568,0,0,0
1/2/2021 2:00,920,0,800,0,2224,-412,2280,-680,353,0,67,0,3443,0,3320,0,0,0
1/2/2021 2:15,920,0,800,0,2224,-412,2280,-680,353,0,67,0,3443,0,3320,0,0,0
1/2/2021 2:30,920,0,800,0,2224,-412,2280,-680,353,0,67,0,3443,0,3320,0,0,0
1/2/2021 2:45,920,0,800,0,2224,-412,2280,-680,353,0,67,0,3443,0,3320,0,0,0
1/2/2021 3:00,870,0,800,0,2316,-231,2246,-914,351,0,67,0,3458,0,3440,0,0,0
1/2/2021 3:15,870,0,800,0,2316,-231,2246,-914,351,0,67,0,3458,0,3440,0,0,0
1/2/2021 3:30,870,0,800,0,2316,-231,2246,-914,351,0,67,0,3458,0,3440,0,0,0
1/2/2021 3:45,870,0,800,0,2316,-231,2246,-914,351,0,67,0,3458,0,3440,0,0,0
1/2/2021 4:00,808,0,800,0,2235,-150,1931,-1091,357,0,67,0,3482,0,3457,0,0,0
1/2/2021 4:15,808,0,800,0,2235,-150,1931,-1091,357,0,67,0,3482,0,3457,0,0,0
1/2/2021 4:30,808,0,800,0,2235,-150,1931,-1091,357,0,67,0,3482,0,3457,0,0,0
1/2/2021 4:45,808,0,800,0,2235,-150,1931,-1091,357,0,67,0,3482,0,3457,0,0,0
1/2/2021 5:00,634,0,800,0,2153,-185,1804,-800,380,0,67,0,3473,0,3822,0,0,0
1/2/2021 5:15,634,0,800,0,2153,-185,1804,-800,380,0,67,0,3473,0,3822,0,0,0
1/2/2021 5:30,634,0,800,0,2153,-185,1804,-800,380,0,67,0,3473,0,3822,0,0,0
1/2/2021 5:45,634,0,800,0,2153,-185,1804,-800,380,0,67,0,3473,0,3822,0,0,0
1/2/2021 6:00,709,0,800,0,1680,-406,1767,-720,362,0,67,0,3834,0,3433,0,218,0
1/2/2021 6:15,709,0,800,0,1680,-406,1767,-720,362,0,67,0,3834,0,3433,0,218,0
1/2/2021 6:30,709,0,800,0,1680,-406,1767,-720,362,0,67,0,3834,0,3433,0,218,0
1/2/2021 6:45,709,0,800,0,1680,-406,1767,-720,362,0,67,0,3834,0,3433,0,218,0
1/2/2021 7:00,1286,0,800,0,1717,-96,1233,-720,419,0,67,0,3646,0,2866,0,429,-300
1/2/2021 7:15,1286,0,800,0,1717,-96,1233,-720,419,0,67,0,3646,0,2866,0,429,-300
1/2/2021 7:30,1286,0,800,0,1717,-96,1233,-720,419,0,67,0,3646,0,2866,0,429,-300
1/2/2021 7:45,1286,0,800,0,1717,-96,1233,-720,419,0,67,0,3646,0,2866,0,429,-300
1/2/2021 8:00,1312,0,800,0,1855,-49,1264,-785,453,0,67,0,2382,0,3013,0,285,-100
1/2/2021 8:15,1312,0,800,0,1855,-49,1264,-785,453,0,67,0,2382,0,3013,0,285,-100
1/2/2021 8:30,1312,0,800,0,1855,-49,1264,-785,453,0,67,0,2382,0,3013,0,285,-100
1/2/2021 8:45,1312,0,800,0,1855,-49,1264,-785,453,0,67,0,2382,0,3013,0,285,-100
1/2/2021 9:00,1461,0,800,0,1838,-156,975,-1070,461,0,0,0,2688,0,3027,0,170,-100
1/2/2021 9:15,1461,0,800,0,1838,-156,975,-1070,461,0,0,0,2688,0,3027,0,170,-100
1/2/2021 9:30,1461,0,800,0,1838,-156,975,-1070,461,0,0,0,2688,0,3027,0,170,-100
1/2/2021 9:45,1461,0,800,0,1838,-156,975,-1070,461,0,0,0,2688,0,3027,0,170,-100
1/2/2021 10:00,1333,0,800,0,2134,-157,905,-1035,471,0,67,0,2900,0,2794,0,500,-100
1/2/2021 10:15,1333,0,800,0,2134,-157,905,-1035,471,0,67,0,2900,0,2794,0,500,-100
1/2/2021 10:30,1333,0,800,0,2134,-157,905,-1035,471,0,67,0,2900,0,2794,0,500,-100
1/2/2021 10:45,1333,0,800,0,2134,-157,905,-1035,471,0,67,0,2900,0,2794,0,500,-100
1/2/2021 11:00,1362,0,800,0,2100,-14,999,-1153,478,0,67,0,3211,0,2807,0,500,-140
1/2/2021 11:15,1362,0,800,0,2100,-14,999,-1153,478,0,67,0,3211,0,2807,0,500,-140
1/2/2021 11:30,1362,0,800,0,2100,-14,999,-1153,478,0,67,0,3211,0,2807,0,500,-140
1/2/2021 11:45,1362,0,800,0,2100,-14,999,-1153,478,0,67,0,3211,0,2807,0,500,-140
1/2/2021 12:00,1380,0,800,0,2100,-1,1023,-858,462,0,67,0,3319,0,2471,0,506,-105
1/2/2021 12:15,1380,0,800,0,2100,-1,1023,-858,462,0,67,0,3319,0,2471,0,506,-105
1/2/2021 12:30,1380,0,800,0,2100,-1,1023,-858,462,0,67,0,3319,0,2471,0,506,-105
1/2/2021 12:45,1380,0,800,0,2100,-1,1023,-858,462,0,67,0,3319,0,2471,0,506,-105
1/2/2021 13:00,1445,0,800,0,2100,-6,903,-772,458,0,67,0,2947,0,2885,0,489,-100
1/2/2021 13:15,1445,0,800,0,2100,-6,903,-772,458,0,67,0,2947,0,2885,0,489,-100
1/2/2021 13:30,1445,0,800,0,2100,-6,903,-772,458,0,67,0,2947,0,2885,0,489,-100
1/2/2021 13:45,1445,0,800,0,2100,-6,903,-772,458,0,67,0,2947,0,2885,0,489,-100
1/2/2021 14:00,1459,0,800,0,1737,-12,625,-847,466,0,67,0,2832,0,3046,0,350,-413
1/2/2021 14:15,1459,0,800,0,1737,-12,625,-847,466,0,67,0,2832,0,3046,0,350,-413
1/2/2021 14:30,1459,0,800,0,1737,-12,625,-847,466,0,67,0,2832,0,3046,0,350,-413
1/2/2021 14:45,1459,0,800,0,1737,-12,625,-847,466,0,67,0,2832,0,3046,0,350,-413
1/2/2021 15:00,693,0,800,0,983,-411,1410,-1770,470,0,0,-106,2537,0,2573,0,100,-351
1/2/2021 15:15,693,0,800,0,983,-411,1410,-1770,470,0,0,-106,2537,0,2573,0,100,-351
1/2/2021 15:30,693,0,800,0,983,-411,1410,-1770,470,0,0,-106,2537,0,2573,0,100,-351
1/2/2021 15:45,693,0,800,0,983,-411,1410,-1770,470,0,0,-106,2537,0,2573,0,100,-351
1/2/2021 16:00,875,0,796,0,2193,-1478,671,-1055,482,0,0,0,2687,0,3059,0,16,-514
1/2/2021 16:15,875,0,796,0,2193,-1478,671,-1055,482,0,0,0,2687,0,3059,0,16,-514
1/2/2021 16:30,875,0,796,0,2193,-1478,671,-1055,482,0,0,0,2687,0,3059,0,16,-514
1/2/2021 16:45,875,0,796,0,2193,-1478,671,-1055,482,0,0,0,2687,0,3059,0,16,-514
1/2/2021 17:00,1474,0,800,0,1202,-1498,529,-1315,516,0,0,-436,2558,0,1825,0,86,-431
1/2/2021 17:15,1474,0,800,0,1202,-1498,529,-1315,516,0,0,-436,2558,0,1825,0,86,-431
1/2/2021 17:30,1474,0,800,0,1202,-1498,529,-1315,516,0,0,-436,2558,0,1825,0,86,-431
1/2/2021 17:45,1474,0,800,0,1202,-1498,529,-1315,516,0,0,-436,2558,0,1825,0,86,-431
1/2/2021 18:00,604,0,800,0,1486,-1765,319,-1638,524,0,0,-615,2370,0,3440,0,86,-681
1/2/2021 18:15,604,0,800,0,1486,-1765,319,-1638,524,0,0,-615,2370,0,3440,0,86,-681
1/2/2021 18:30,604,0,800,0,1486,-1765,319,-1638,524,0,0,-615,2370,0,3440,0,86,-681
1/2/2021 18:45,604,0,800,0,1486,-1765,319,-1638,524,0,0,-615,2370,0,3440,0,86,-681
1/2/2021 19:00,92,0,800,0,1641,-1818,320,-1648,508,0,0,-615,2108,0,4162,0,85,-604
1/2/2021 19:15,92,0,800,0,1641,-1818,320,-1648,508,0,0,-615,2108,0,4162,0,85,-604
1/2/2021 19:30,92,0,800,0,1641,-1818,320,-1648,508,0,0,-615,2108,0,4162,0,85,-604
1/2/2021 19:45,92,0,800,0,1641,-1818,320,-1648,508,0,0,-615,2108,0,4162,0,85,-604
1/2/2021 20:00,301,0,800,0,1402,-1959,952,-1201,488,0,0,-615,1916,0,4888,0,0,-691
1/2/2021 20:15,301,0,800,0,1402,-1959,952,-1201,488,0,0,-615,1916,0,4888,0,0,-691
1/2/2021 20:30,301,0,800,0,1402,-1959,952,-1201,488,0,0,-615,1916,0,4888,0,0,-691
1/2/2021 20:45,301,0,800,0,1402,-1959,952,-1201,488,0,0,-615,1916,0,4888,0,0,-691
1/2/2021 21:00,1407,0,800,0,962,-1878,692,-1241,447,0,0,-615,1987,0,3548,0,0,-805
1/2/2021 21:15,1407,0,800,0,962,-1878,692,-1241,447,0,0,-615,1987,0,3548,0,0,-805
1/2/2021 21:30,1407,0,800,0,962,-1878,692,-1241,447,0,0,-615,1987,0,3548,0,0,-805
1/2/2021 21:45,1407,0,800,0,962,-1878,692,-1241,447,0,0,-615,1987,0,3548,0,0,-805
1/2/2021 22:00,180,0,800,0,1359,-1865,555,-1500,476,0,0,-615,2030,0,6074,0,0,-915
1/2/2021 22:15,180,0,800,0,1359,-1865,555,-1500,476,0,0,-615,2030,0,6074,0,0,-915
1/2/2021 22:30,180,0,800,0,1359,-1865,555,-1500,476,0,0,-615,2030,0,6074,0,0,-915
1/2/2021 22:45,180,0,800,0,1359,-1865,555,-1500,476,0,0,-615,2030,0,6074,0,0,-915
1/2/2021 23:00,484,0,800,0,1286,-321,555,-1580,454,0,0,0,1802,0,5156,0,0,-1015
1/2/2021 23:15,484,0,800,0,1286,-321,555,-1580,454,0,0,0,1802,0,5156,0,0,-1015
1/2/2021 23:30,484,0,800,0,1286,-321,555,-1580,454,0,0,0,1802,0,5156,0,0,-1015
1/2/2021 23:45,484,0,800,0,1286,-321,555,-1580,454,0,0,0,1802,0,5156,0,0,-1015
1/3/2021 0:00,1322,0,1200,0,1777,-350,398,-2273,423,0,262,0,2240,0,4541,0,0,-825
1/3/2021 0:15,1322,0,1200,0,1777,-350,398,-2273,423,0,262,0,2240,0,4541,0,0,-825
1/3/2021 0:30,1322,0,1200,0,1777,-350,398,-2273,423,0,262,0,2240,0,4541,0,0,-825
1/3/2021 0:45,1322,0,1200,0,1777,-350,398,-2273,423,0,262,0,2240,0,4541,0,0,-825
1/3/2021 1:00,156,0,1194,0,2116,-471,411,-2336,401,0,285,0,1330,0,6402,0,100,-875
1/3/2021 1:15,156,0,1194,0,2116,-471,411,-2336,401,0,285,0,1330,0,6402,0,100,-875
1/3/2021 1:30,156,0,1194,0,2116,-471,411,-2336,401,0,285,0,1330,0,6402,0,100,-875
1/3/2021 1:45,156,0,1194,0,2116,-471,411,-2336,401,0,285,0,1330,0,6402,0,100,-875
1/3/2021 2:00,172,0,1191,0,2185,-299,498,-2320,388,0,297,0,987,0,6452,0,100,-875
1/3/2021 2:15,172,0,1191,0,2185,-299,498,-2320,388,0,297,0,987,0,6452,0,100,-875
1/3/2021 2:30,172,0,1191,0,2185,-299,498,-2320,388,0,297,0,987,0,6452,0,100,-875
1/3/2021 2:45,172,0,1191,0,2185,-299,498,-2320,388,0,297,0,987,0,6452,0,100,-875
1/3/2021 3:00,2381,-309,1084,0,2129,-29,479,-2293,386,0,309,0,651,0,3931,0,100,-814
1/3/2021 3:15,2381,-309,1084,0,2129,-29,479,-2293,386,0,309,0,651,0,3931,0,100,-814
1/3/2021 3:30,2381,-309,1084,0,2129,-29,479,-2293,386,0,309,0,651,0,3931,0,100,-814
1/3/2021 3:45,2381,-309,1084,0,2129,-29,479,-2293,386,0,309,0,651,0,3931,0,100,-814
1/3/2021 4:00,2294,-225,1104,0,2279,-222,479,-1962,393,0,297,0,939,0,3259,0,0,-795
1/3/2021 4:15,2294,-225,1104,0,2279,-222,479,-1962,393,0,297,0,939,0,3259,0,0,-795
1/3/2021 4:30,2294,-225,1104,0,2279,-222,479,-1962,393,0,297,0,939,0,3259,0,0,-795
1/3/2021 4:45,2294,-225,1104,0,2279,-222,479,-1962,393,0,297,0,939,0,3259,0,0,-795
1/3/2021 5:00,2758,-2,1184,0,2126,-448,451,-1812,420,0,303,0,1701,0,4419,0,0,-891
1/3/2021 5:15,2758,-2,1184,0,2126,-448,451,-1812,420,0,303,0,1701,0,4419,0,0,-891
1/3/2021 5:30,2758,-2,1184,0,2126,-448,451,-1812,420,0,303,0,1701,0,4419,0,0,-891
1/3/2021 5:45,2758,-2,1184,0,2126,-448,451,-1812,420,0,303,0,1701,0,4419,0,0,-891
1/3/2021 6:00,2245,0,1200,0,2000,-460,984,-1360,419,0,0,0,1570,0,5267,0,0,-849
1/3/2021 6:15,2245,0,1200,0,2000,-460,984,-1360,419,0,0,0,1570,0,5267,0,0,-849
1/3/2021 6:30,2245,0,1200,0,2000,-460,984,-1360,419,0,0,0,1570,0,5267,0,0,-849
1/3/2021 6:45,2245,0,1200,0,2000,-460,984,-1360,419,0,0,0,1570,0,5267,0,0,-849
1/3/2021 7:00,1416,0,1200,0,1015,-157,943,-1660,469,0,0,0,1192,0,4188,0,0,-495
1/3/2021 7:15,1416,0,1200,0,1015,-157,943,-1660,469,0,0,0,1192,0,4188,0,0,-495
1/3/2021 7:30,1416,0,1200,0,1015,-157,943,-1660,469,0,0,0,1192,0,4188,0,0,-495
1/3/2021 7:45,1416,0,1200,0,1015,-157,943,-1660,469,0,0,0,1192,0,4188,0,0,-495
1/3/2021 8:00,2842,0,1200,0,572,-1214,763,-1407,504,0,0,-560,1129,0,5972,0,0,-55
1/3/2021 8:15,2842,0,1200,0,572,-1214,763,-1407,504,0,0,-560,1129,0,5972,0,0,-55
1/3/2021 8:30,2842,0,1200,0,572,-1214,763,-1407,504,0,0,-560,1129,0,5972,0,0,-55
1/3/2021 8:45,2842,0,1200,0,572,-1214,763,-1407,504,0,0,-560,1129,0,5972,0,0,-55
1/3/2021 9:00,1723,0,1200,0,814,-1667,896,-1565,518,0,0,0,2636,0,4487,0,0,-82
1/3/2021 9:15,1723,0,1200,0,814,-1667,896,-1565,518,0,0,0,2636,0,4487,0,0,-82
1/3/2021 9:30,1723,0,1200,0,814,-1667,896,-1565,518,0,0,0,2636,0,4487,0,0,-82
1/3/2021 9:45,1723,0,1200,0,814,-1667,896,-1565,518,0,0,0,2636,0,4487,0,0,-82
1/3/2021 10:00,11,0,1200,0,660,-1089,1107,-1510,522,0,0,0,2646,0,5524,0,0,-125
1/3/2021 10:15,11,0,1200,0,660,-1089,1107,-1510,522,0,0,0,2646,0,5524,0,0,-125
1/3/2021 10:30,11,0,1200,0,660,-1089,1107,-1510,522,0,0,0,2646,0,5524,0,0,-125
1/3/2021 10:45,11,0,1200,0,660,-1089,1107,-1510,522,0,0,0,2646,0,5524,0,0,-125
1/3/2021 11:00,0,0,1390,0,187,-2117,1027,-1445,528,0,0,-194,1910,0,7322,0,0,-139
1/3/2021 11:15,0,0,1390,0,187,-2117,1027,-1445,528,0,0,-194,1910,0,7322,0,0,-139
1/3/2021 11:30,0,0,1390,0,187,-2117,1027,-1445,528,0,0,-194,1910,0,7322,0,0,-139
1/3/2021 11:45,0,0,1390,0,187,-2117,1027,-1445,528,0,0,-194,1910,0,7322,0,0,-139
1/3/2021 12:00,751,-114,1188,0,31,-1966,1434,-1510,528,0,0,-80,1200,-164,5392,0,300,-112
1/3/2021 12:15,751,-114,1188,0,31,-1966,1434,-1510,528,0,0,-80,1200,-164,5392,0,300,-112
1/3/2021 12:30,751,-114,1188,0,31,-1966,1434,-1510,528,0,0,-80,1200,-164,5392,0,300,-112
1/3/2021 12:45,751,-114,1188,0,31,-1966,1434,-1510,528,0,0,-80,1200,-164,5392,0,300,-112
1/3/2021 13:00,155,-51,1128,0,17,-1952,1367,-1450,505,0,0,-615,958,-581,5752,0,250,-136
1/3/2021 13:15,155,-51,1128,0,17,-1952,1367,-1450,505,0,0,-615,958,-581,5752,0,250,-136
1/3/2021 13:30,155,-51,1128,0,17,-1952,1367,-1450,505,0,0,-615,958,-581,5752,0,250,-136
1/3/2021 13:45,155,-51,1128,0,17,-1952,1367,-1450,505,0,0,-615,958,-581,5752,0,250,-136
1/3/2021 14:00,341,-306,1304,0,12,-1927,1327,-1450,498,0,0,-615,1341,0,4180,0,25,-109
1/3/2021 14:15,341,-306,1304,0,12,-1927,1327,-1450,498,0,0,-615,1341,0,4180,0,25,-109
1/3/2021 14:30,341,-306,1304,0,12,-1927,1327,-1450,498,0,0,-615,1341,0,4180,0,25,-109
1/3/2021 14:45,341,-306,1304,0,12,-1927,1327,-1450,498,0,0,-615,1341,0,4180,0,25,-109
