name,technology,max_power,bidding_EOM,bidding_nodal,bidding_DAM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_349,Steam turbine,54.222,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,54.222,10.8444,0.370649702,1.3,139,operator_349,Market
Unit_350,Small gas,74.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,74.5,14.9,0.351113242,5.5,139,operator_350,Market
Unit_351,Steam turbine,75.53,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,75.53,15.106,0.368967207,1.3,93,operator_351,Market
Unit_352,Small gas,52.47,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.47,10.494,0.344168294,5.5,93,operator_352,Market
Unit_353,Small gas,66.1,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,66.1,13.22,0.373846298,5.5,19,operator_353,Market
Unit_354,Steam turbine,88.04091,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,88.04091,17.608182,0.33,0,38,operator_354,Market
Unit_355,Small gas,66.87947,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,66.87947,13.375894,0.367666187,5.5,38,operator_355,Market
Unit_356,Steam turbine,62.8,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,62.8,12.56,0.33,0,27,operator_356,Market
Unit_357,Small gas,204.15,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,204.15,40.83,0.446268228,5.5,125,operator_357,Market
Unit_358,Small gas,62.7,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,62.7,12.54,0.405910009,5.5,195,operator_358,Market
Unit_359,Small oil,59.64,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,59.64,11.928,0.348476056,5.5,46,operator_359,Market
Unit_360,Small gas,100.9,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,100.9,20.18,0.394226293,5.5,116,operator_360,Market
Unit_361,Small gas,73.345,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,73.345,14.669,0.477977178,5.5,41,operator_361,Market
Unit_362,Steam turbine,61.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,61.5,12.3,0.33,0,29,operator_362,Market
Unit_363,Small gas,52.899,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.899,10.5798,0.471198968,5.5,21,operator_363,Market
Unit_364,Small gas,81.8,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,81.8,16.36,0.527973207,5.5,58,operator_364,Market
Unit_365,Steam turbine,83.14,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,83.14,16.628,0.405541431,1.3,77,operator_365,Market
Unit_366,Small gas,108,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,108,21.6,0.527973207,5.5,132,operator_366,Market
Unit_367,Small gas,112.6102,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,112.6102,22.52204,0.525004601,5.5,122,operator_367,Market
Unit_368,Small gas,83.098,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,83.098,16.6196,0.404707708,5.5,47,operator_368,Market
Unit_369,Steam turbine,50,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0,50,10,0.33,0,12,operator_369,Market
Unit_370,Small gas,78.049,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,78.049,15.6098,0.45226283,5.5,83,operator_370,Market
Unit_371,Small oil,62.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,62.5,12.5,0.3675584,5.5,103,operator_371,Market
Unit_372,Small gas,92.907,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,92.907,18.5814,0.601195716,5.5,194,operator_372,Market
Unit_373,Small gas,134.702,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,134.702,26.9404,0.376736341,5.5,17,operator_373,Market
Unit_374,Small gas,192.645,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,192.645,38.529,0.40884778,5.5,39,operator_374,Market
Unit_375,Steam turbine,109.5,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,109.5,21.9,0.402711806,1.3,17,operator_375,Market
Unit_376,Small gas,61.054,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,61.054,12.2108,0.452023829,5.5,180,operator_376,Market
Unit_377,Small oil,61,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,61,12.2,0.36972623,5.5,42,operator_377,Market
Unit_378,Small gas,98.8,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,98.8,19.76,0.633118956,5.5,74,operator_378,Market
Unit_379,Small gas,98.019,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,98.019,19.6038,0.388281644,5.5,49,operator_379,Market
Unit_380,Small gas,98,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,98,19.6,0.385789855,5.5,51,operator_380,Market
Unit_381,Small gas,75.643,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,75.643,15.1286,0.400649121,5.5,27,operator_381,Market
Unit_382,Small oil,92.8,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,92.8,18.56,0.3332,5.5,130,operator_382,Market
Unit_383,Small oil,58.8,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,58.8,11.76,0.4008,5.5,49,operator_383,Market
Unit_384,Steam turbine,133.864,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,133.864,26.7728,0.326467109,1.3,125,operator_384,Market
Unit_385,Small gas,148.416,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,148.416,29.6832,0.357719272,5.5,15,operator_385,Capacity reserve
Unit_386,Small gas,93,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,93,18.6,0.407362585,5.5,150,operator_386,Grid reserve
Unit_387,Small gas,64,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,64,12.8,0.351953823,5.5,47,operator_387,Grid reserve
Unit_388,Small gas,186.756,naive_eom,naive_eom,flexable_eom_block,,natural gas,0.2,186.756,37.3512,0.349532635,5.5,58,operator_388,Grid reserve
Unit_389,biomass,28.09626261,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.09626261,0,1,0,63,operator_389,Market
Unit_390,hydro,2.69158504,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.69158504,0,1,0,63,operator_390,Market
Unit_391,biomass,38.12374431,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,38.12374431,0,1,0,63,operator_391,Market
Unit_392,biomass,34.57373445,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,34.57373445,0,1,0,86,operator_392,Market
Unit_393,biomass,17.94013452,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.94013452,0,1,0,58,operator_393,Market
Unit_394,biomass,67.84397629,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,67.84397629,0,1,0,15,operator_394,Market
Unit_395,biomass,22.91307697,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,22.91307697,0,1,0,111,operator_395,Market
Unit_396,hydro,8.287414367,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.287414367,0,1,0,111,operator_396,Market
Unit_397,biomass,71.90565577,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,71.90565577,0,1,0,165,operator_397,Market
Unit_398,hydro,114.6439326,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,114.6439326,0,1,0,165,operator_398,Market
Unit_399,biomass,107.8454321,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,107.8454321,0,1,0,74,operator_399,Market
Unit_400,biomass,63.68892133,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,63.68892133,0,1,0,104,operator_400,Market
Unit_401,biomass,37.94288353,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,37.94288353,0,1,0,111,operator_401,Market
Unit_402,hydro,256.7229802,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,256.7229802,0,1,0,111,operator_402,Market
Unit_403,biomass,14.75355712,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.75355712,0,1,0,23,operator_403,Market
Unit_404,biomass,50.42252594,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,50.42252594,0,1,0,71,operator_404,Market
Unit_405,biomass,36.48276408,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,36.48276408,0,1,0,23,operator_405,Market
Unit_406,biomass,90.71439532,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,90.71439532,0,1,0,96,operator_406,Market
Unit_407,biomass,13.94245761,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,13.94245761,0,1,0,23,operator_407,Market
Unit_408,biomass,41.11108517,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,41.11108517,0,1,0,63,operator_408,Market
Unit_409,biomass,26.92857274,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,26.92857274,0,1,0,39,operator_409,Market
Unit_410,biomass,8.325943428,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.325943428,0,1,0,164,operator_410,Market
Unit_411,hydro,5.039828496,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.039828496,0,1,0,164,operator_411,Market
Unit_412,biomass,12.44306592,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.44306592,0,1,0,128,operator_412,Market
Unit_413,hydro,2.025700775,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.025700775,0,1,0,128,operator_413,Market
Unit_414,biomass,23.62585029,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,23.62585029,0,1,0,108,operator_414,Market
Unit_415,hydro,11.16403149,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,11.16403149,0,1,0,108,operator_415,Market
Unit_416,biomass,2.315979321,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.315979321,0,1,0,53,operator_416,Market
Unit_417,biomass,19.06841139,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,19.06841139,0,1,0,53,operator_417,Market
Unit_418,biomass,18.5527087,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.5527087,0,1,0,27,operator_418,Market
Unit_419,biomass,196.5485814,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,196.5485814,0,1,0,133,operator_419,Market
Unit_420,biomass,78.69362607,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,78.69362607,0,1,0,184,operator_420,Market
Unit_421,biomass,47.44576195,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,47.44576195,0,1,0,137,operator_421,Market
Unit_422,biomass,52.73548687,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,52.73548687,0,1,0,5,operator_422,Market
Unit_423,biomass,36.64380847,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,36.64380847,0,1,0,115,operator_423,Market
Unit_424,biomass,68.84174892,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,68.84174892,0,1,0,58,operator_424,Market
Unit_425,biomass,18.09406527,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.09406527,0,1,0,153,operator_425,Market
Unit_426,biomass,24.87645223,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,24.87645223,0,1,0,153,operator_426,Market
Unit_427,hydro,12.2025681,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.2025681,0,1,0,153,operator_427,Market
Unit_428,biomass,41.00945591,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,41.00945591,0,1,0,138,operator_428,Market
Unit_429,hydro,5.082011492,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.082011492,0,1,0,138,operator_429,Market
Unit_430,biomass,7.029935483,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.029935483,0,1,0,69,operator_430,Market
Unit_431,hydro,3.938049428,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.938049428,0,1,0,69,operator_431,Market
Unit_432,biomass,17.21628422,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.21628422,0,1,0,21,operator_432,Market
Unit_433,hydro,5.843512812,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.843512812,0,1,0,21,operator_433,Market
Unit_434,biomass,75.20885091,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,75.20885091,0,1,0,6,operator_434,Market
Unit_435,biomass,17.36494048,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.36494048,0,1,0,171,operator_435,Market
Unit_436,biomass,15.30432983,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,15.30432983,0,1,0,167,operator_436,Market
Unit_437,hydro,12.2415851,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.2415851,0,1,0,167,operator_437,Market
Unit_438,biomass,70.94991306,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,70.94991306,0,1,0,162,operator_438,Market
Unit_439,hydro,13.3144126,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,13.3144126,0,1,0,162,operator_439,Market
Unit_440,biomass,9.398413166,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.398413166,0,1,0,192,operator_440,Market
Unit_441,biomass,1.034216551,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.034216551,0,1,0,150,operator_441,Market
Unit_442,biomass,43.50451447,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,43.50451447,0,1,0,54,operator_442,Market
Unit_443,hydro,13.03065104,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,13.03065104,0,1,0,54,operator_443,Market
Unit_444,biomass,58.11503192,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,58.11503192,0,1,0,117,operator_444,Market
Unit_445,hydro,8.697308301,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.697308301,0,1,0,117,operator_445,Market
Unit_446,biomass,41.59746915,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,41.59746915,0,1,0,119,operator_446,Market
Unit_447,hydro,12.15170665,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.15170665,0,1,0,119,operator_447,Market
Unit_448,biomass,49.43081236,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,49.43081236,0,1,0,83,operator_448,Market
Unit_449,biomass,34.43825761,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,34.43825761,0,1,0,126,operator_449,Market
Unit_450,biomass,29.4265812,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.4265812,0,1,0,181,operator_450,Market
Unit_451,hydro,33.24167598,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,33.24167598,0,1,0,181,operator_451,Market
Unit_452,biomass,95.64199891,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,95.64199891,0,1,0,45,operator_452,Market
Unit_453,hydro,11.10055964,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,11.10055964,0,1,0,45,operator_453,Market
Unit_454,biomass,64.43846877,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,64.43846877,0,1,0,61,operator_454,Market
Unit_455,hydro,1.053134817,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.053134817,0,1,0,61,operator_455,Market
Unit_456,biomass,29.31992084,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.31992084,0,1,0,10,operator_456,Market
Unit_457,hydro,3.024828902,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.024828902,0,1,0,10,operator_457,Market
Unit_458,biomass,171.3776003,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,171.3776003,0,1,0,110,operator_458,Market
Unit_459,biomass,26.26504698,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,26.26504698,0,1,0,116,operator_459,Market
Unit_460,biomass,185.4141438,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,185.4141438,0,1,0,198,operator_460,Market
Unit_461,biomass,95.21105427,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,95.21105427,0,1,0,59,operator_461,Market
Unit_462,biomass,4.40847044,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.40847044,0,1,0,122,operator_462,Market
Unit_463,hydro,3.687427128,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.687427128,0,1,0,122,operator_463,Market
Unit_464,biomass,34.80274774,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,34.80274774,0,1,0,179,operator_464,Market
Unit_465,hydro,1.688900359,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.688900359,0,1,0,179,operator_465,Market
Unit_466,biomass,190.0164984,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,190.0164984,0,1,0,194,operator_466,Market
Unit_467,hydro,3.3779054,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.3779054,0,1,0,194,operator_467,Market
Unit_468,biomass,5.860159754,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.860159754,0,1,0,29,operator_468,Market
Unit_469,biomass,5.267179242,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.267179242,0,1,0,157,operator_469,Market
Unit_470,hydro,12.8126648,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.8126648,0,1,0,157,operator_470,Market
Unit_471,biomass,50.36951574,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,50.36951574,0,1,0,174,operator_471,Market
Unit_472,hydro,15.03284981,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,15.03284981,0,1,0,174,operator_472,Market
Unit_473,biomass,3.144985566,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.144985566,0,1,0,49,operator_473,Market
Unit_474,biomass,45.50528466,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,45.50528466,0,1,0,186,operator_474,Market
Unit_475,hydro,27.35802675,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,27.35802675,0,1,0,186,operator_475,Market
Unit_476,biomass,12.89633119,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.89633119,0,1,0,68,operator_476,Market
Unit_477,hydro,41.59527555,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,41.59527555,0,1,0,68,operator_477,Market
Unit_478,biomass,39.44447492,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,39.44447492,0,1,0,191,operator_478,Market
Unit_479,hydro,2.389306523,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.389306523,0,1,0,191,operator_479,Market
Unit_480,biomass,14.10457873,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.10457873,0,1,0,88,operator_480,Market
Unit_481,hydro,2.070358972,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.070358972,0,1,0,88,operator_481,Market
Unit_482,biomass,4.361789535,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.361789535,0,1,0,49,operator_482,Market
Unit_483,hydro,1.484852863,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.484852863,0,1,0,49,operator_483,Market
Unit_484,biomass,12.9181812,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.9181812,0,1,0,195,operator_484,Market
Unit_485,hydro,25.16052677,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,25.16052677,0,1,0,195,operator_485,Market
Unit_486,biomass,4.806027452,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.806027452,0,1,0,93,operator_486,Market
Unit_487,biomass,24.8554348,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,24.8554348,0,1,0,135,operator_487,Market
Unit_488,biomass,49.26661178,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,49.26661178,0,1,0,159,operator_488,Market
Unit_489,biomass,29.28487983,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,29.28487983,0,1,0,98,operator_489,Market
Unit_490,biomass,1.713872868,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.713872868,0,1,0,49,operator_490,Market
Unit_491,hydro,2.030657024,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.030657024,0,1,0,49,operator_491,Market
Unit_492,biomass,6.524775495,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,6.524775495,0,1,0,158,operator_492,Market
Unit_493,hydro,1.507372329,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.507372329,0,1,0,158,operator_493,Market
Unit_494,biomass,10.9305411,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,10.9305411,0,1,0,135,operator_494,Market
Unit_495,biomass,3.958599929,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.958599929,0,1,0,158,operator_495,Market
Unit_496,biomass,19.44001043,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,19.44001043,0,1,0,82,operator_496,Market
Unit_497,biomass,19.65758254,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,19.65758254,0,1,0,93,operator_497,Market
Unit_498,biomass,54.32185024,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,54.32185024,0,1,0,136,operator_498,Market
Unit_499,biomass,24.83078592,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,24.83078592,0,1,0,180,operator_499,Market
Unit_500,biomass,11.86901142,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,11.86901142,0,1,0,171,operator_500,Market
Unit_501,biomass,51.13660965,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,51.13660965,0,1,0,75,operator_501,Market
Unit_502,hydro,6.647407835,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,6.647407835,0,1,0,75,operator_502,Market
Unit_503,biomass,5.732808234,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.732808234,0,1,0,29,operator_503,Market
Unit_504,hydro,20.47839506,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.47839506,0,1,0,29,operator_504,Market
Unit_505,biomass,9.294671039,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.294671039,0,1,0,29,operator_505,Market
Unit_506,hydro,15.03467219,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,15.03467219,0,1,0,29,operator_506,Market
Unit_507,biomass,23.52308133,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,23.52308133,0,1,0,127,operator_507,Market
Unit_508,biomass,7.932606743,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.932606743,0,1,0,52,operator_508,Market
Unit_509,hydro,28.43440514,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.43440514,0,1,0,52,operator_509,Market
Unit_510,biomass,39.20972682,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,39.20972682,0,1,0,13,operator_510,Market
Unit_511,biomass,72.90876471,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,72.90876471,0,1,0,190,operator_511,Market
Unit_512,biomass,44.9227673,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,44.9227673,0,1,0,89,operator_512,Market
Unit_513,hydro,9.03526317,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.03526317,0,1,0,89,operator_513,Market
Unit_514,biomass,20.63183175,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.63183175,0,1,0,67,operator_514,Market
Unit_515,hydro,8.204188671,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.204188671,0,1,0,67,operator_515,Market
Unit_516,biomass,17.62375888,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.62375888,0,1,0,77,operator_516,Market
Unit_517,biomass,9.308003151,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.308003151,0,1,0,156,operator_517,Market
Unit_518,biomass,155.4365402,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,155.4365402,0,1,0,91,operator_518,Market
Unit_519,biomass,9.089714688,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.089714688,0,1,0,140,operator_519,Market
Unit_520,hydro,30.25288454,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,30.25288454,0,1,0,140,operator_520,Market
Unit_521,biomass,19.25097302,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,19.25097302,0,1,0,157,operator_521,Market
Unit_522,hydro,6.375742373,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,6.375742373,0,1,0,157,operator_522,Market
Unit_523,biomass,36.90855964,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,36.90855964,0,1,0,199,operator_523,Market
Unit_524,hydro,4.6080294,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.6080294,0,1,0,199,operator_524,Market
Unit_525,biomass,38.8049147,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,38.8049147,0,1,0,35,operator_525,Market
Unit_526,biomass,18.16419162,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.16419162,0,1,0,122,operator_526,Market
Unit_527,hydro,1.373330525,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.373330525,0,1,0,122,operator_527,Market
Unit_528,biomass,3.384566259,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.384566259,0,1,0,150,operator_528,Market
Unit_529,biomass,30.31177116,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,30.31177116,0,1,0,17,operator_529,Market
Unit_530,hydro,17.20635946,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.20635946,0,1,0,17,operator_530,Market
Unit_531,biomass,5.794962177,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.794962177,0,1,0,132,operator_531,Market
Unit_532,biomass,56.02372421,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,56.02372421,0,1,0,1,operator_532,Market
Unit_533,biomass,6.830994632,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,6.830994632,0,1,0,43,operator_533,Market
Unit_534,biomass,4.064062801,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,4.064062801,0,1,0,187,operator_534,Market
